run,window,method,feature,baseline_res68_abs_frac,permuted_res68_abs_frac,delta_res68_abs_frac
65,w2_8,gbr_masked,plateau_sample_8,0.07586192526085854,0.07586192526085854,0.0
65,w2_8,gbr_masked,window_charge_over_obs,0.07586192526085854,0.08288697152916814,0.007025046268309604
65,w2_8,gbr_masked,log_observed_amp,0.07586192526085854,0.07586192526085854,0.0
65,w2_8,mlp_masked,sample_2_over_obs,0.08470861087252994,0.08413011935605202,-0.0005784915164779164
65,w2_8,mlp_masked,sample_3_over_obs,0.08470861087252994,0.11326511903650087,0.02855650816397093
65,w2_8,mlp_masked,sample_4_over_obs,0.08470861087252994,0.11295705120756148,0.028248440335031544
65,w2_8,mlp_masked,sample_5_over_obs,0.08470861087252994,0.09677618408796908,0.012067573215439137
65,w2_8,mlp_masked,sample_6_over_obs,0.08470861087252994,0.10316444603216371,0.01845583515963377
65,w2_8,mlp_masked,sample_7_over_obs,0.08470861087252994,0.08498782201350419,0.0002792111409742476
65,w2_8,mlp_masked,sample_8_over_obs,0.08470861087252994,0.0841531985902219,-0.0005554122823080432
65,w2_8,mlp_masked,diff_2_3,0.08470861087252994,0.09668714434295361,0.011978533470423672
65,w2_8,mlp_masked,diff_3_4,0.08470861087252994,0.16401117190830639,0.07930256103577644
65,w2_8,mlp_masked,diff_4_5,0.08470861087252994,0.29114879133077615,0.2064401804582462
65,w2_8,mlp_masked,diff_5_6,0.08470861087252994,0.20212821373500664,0.1174196028624767
65,w2_8,mlp_masked,diff_6_7,0.08470861087252994,0.0910381236530957,0.00632951278056576
65,w2_8,mlp_masked,diff_7_8,0.08470861087252994,0.09470622049505614,0.009997609622526202
65,w2_8,mlp_masked,plateau_sample_2,0.08470861087252994,0.08470861087252994,0.0
65,w2_8,mlp_masked,plateau_sample_3,0.08470861087252994,0.08752305245102472,0.0028144415784947807
65,w2_8,mlp_masked,plateau_sample_4,0.08470861087252994,0.101788345954403,0.017079735081873063
65,w2_8,mlp_masked,plateau_sample_5,0.08470861087252994,0.11427171636239156,0.029563105489861616
65,w2_8,mlp_masked,plateau_sample_6,0.08470861087252994,0.10736819840468315,0.022659587532153205
65,w2_8,mlp_masked,plateau_sample_7,0.08470861087252994,0.09464365881824148,0.00993504794571154
65,w2_8,mlp_masked,plateau_sample_8,0.08470861087252994,0.09573868960557001,0.011030078733040072
65,w2_8,mlp_masked,window_charge_over_obs,0.08470861087252994,0.1345639671358187,0.049855356263288755
65,w2_8,mlp_masked,log_observed_amp,0.08470861087252994,0.08470861087252994,0.0
