pair,run,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,train_n_pairs,train_runs
control_A1_adjacent,62,mlp_waveform,2,-1.6402844958339131,0.3780177709189223,0.555908486645474,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,62,ridge_shape_waveform,2,-36.83002502100376,24.911171433156785,36.63407563699528,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,62,traditional_cfd20_poly,2,1.922627055096907,10.530863614896052,15.486564139553021,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,63,antisymmetric_shared_cnn,2,2.240787797492505,2.188418867280312,3.2182630401181065,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,63,cnn1d_waveform,2,0.7689679794726381,0.6135111811854164,0.9022223252726711,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,63,gradient_boosted_trees,2,-2.0083826389674746,2.1963826861648643,3.2299745384777414,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,63,mlp_waveform,2,0.3003090427545001,0.8949974437003074,1.3161727113239816,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,63,ridge_shape_waveform,2,-2.4653637334910385,0.16151809898011277,0.2375266161472247,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,63,traditional_cfd20_poly,2,-7.158068156189909,3.5318455675650933,5.193890540536902,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,65,antisymmetric_shared_cnn,4,5.802074817912327,5.060201006708807,7.795104010231345,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,65,cnn1d_waveform,4,-2.8349107224776873,11.2953321410733,13.18613433800353,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,65,gradient_boosted_trees,4,2.396214786909386,4.894689020257968,5.176036927145615,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,65,mlp_waveform,4,1.3213045334708626,2.4262742292953776,3.447358066815229,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,65,ridge_shape_waveform,4,-2.783547293280831,5.288619610103082,7.166274899735497,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A1_adjacent,65,traditional_cfd20_poly,4,3.878884211974693,22.042479691221228,28.969503026481526,383,"44,45,46,47,48,49,50,51,53,54,55,56,57"
control_A3_adjacent,60,antisymmetric_shared_cnn,3,1.9509856785006008,4.211039559047757,5.332968740619889,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,60,cnn1d_waveform,3,4.623051413363882,0.35407636324697644,0.4293294035428467,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,60,gradient_boosted_trees,3,0.20006838133446792,1.2535377305139386,1.8376330422992413,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,60,mlp_waveform,3,3.0639210710195073,2.797950042661832,3.858478400725241,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,60,ridge_shape_waveform,3,1.0405896095883733,1.7358964681549334,2.084823196711431,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,60,traditional_cfd20_poly,3,-1.9051468031271384,6.244713678839538,7.500070246023833,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,61,antisymmetric_shared_cnn,2,-1.1400299636697646,3.5649077899411994,5.242511455795881,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,61,cnn1d_waveform,2,1.6777924926900987,3.318868094201453,4.880688373825667,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,61,gradient_boosted_trees,2,0.8756964684413884,0.0790332189487011,0.11622532198338398,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,61,mlp_waveform,2,-1.4903670803726818,1.267822360488922,1.8644446477778267,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,61,ridge_shape_waveform,2,-0.3290837257748578,1.680612053152341,2.471488313459325,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,61,traditional_cfd20_poly,2,-5.784174232482616,1.9953749913888252,2.9343749873365077,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,62,antisymmetric_shared_cnn,1,-3.5956666599079483,0.0,0.0,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,62,cnn1d_waveform,1,7.039865719242442,0.0,0.0,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,62,gradient_boosted_trees,1,0.06734815843385888,0.0,0.0,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,62,mlp_waveform,1,3.8483288955701767,0.0,0.0,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,62,ridge_shape_waveform,1,0.5813812590042318,0.0,0.0,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,62,traditional_cfd20_poly,1,15.280357660559929,0.0,0.0,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,63,antisymmetric_shared_cnn,2,0.3853913742091919,1.6480892943211227,2.4236607269428276,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,63,cnn1d_waveform,2,8.48360266266134,2.6495305632420214,3.8963684753559136,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,63,gradient_boosted_trees,2,1.5264321349048302,0.9160121020899545,1.3470766207205216,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,63,mlp_waveform,2,-0.32000089612434124,0.9096783524057941,1.3377622829496971,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,63,ridge_shape_waveform,2,-0.0009094256444441839,0.6236408679599716,0.9171189234705466,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,63,traditional_cfd20_poly,2,18.74831941282544,7.891633263057516,11.605343033908113,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,65,antisymmetric_shared_cnn,2,-2.0614819281633956,0.6621973297699077,0.9738196026028056,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,65,cnn1d_waveform,2,-23.693485712343083,0.042576434384165654,0.06261240350612596,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,65,gradient_boosted_trees,2,1.3453225909524704,0.13915747478673823,0.20464334527461503,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,65,mlp_waveform,2,1.7218784861318923,0.08884872237241764,0.13065988584179067,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,65,ridge_shape_waveform,2,-1.6765133955895664,0.10381169882755487,0.15266426298169833,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
control_A3_adjacent,65,traditional_cfd20_poly,2,-45.54917844769056,0.5923962704651107,0.8711709859781038,388,"44,45,46,47,48,49,50,51,52,53,54,55,56,57"
