run,group,event_index,eventno,stave,stave_idx,amplitude_adc,target_odd_neg_amp,peak_sample,tail_10_17_over_total,tail_12_17_over_total,early_0_5_over_total,exp_tail_log_slope,exp_tail_residual_max,exp_tail_positive_residual_sum,ar1_tail_residual_rms,event_selected_stave_multiplicity,late_tail_memory_threshold,afterpulse_residual_threshold,late_tail_memory_like,afterpulse_or_pileup
31,sample_i_calib,860,392250,B4,1,4144.0,3961.0,5,0.4601429,0.29792732,0.17990169,-0.13206035,0.14523138,0.3544493,0.06329924,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,957,392347,B2,0,7026.0,7022.5,6,0.4960119,0.3474627,0.109486,-0.051340286,0.07560075,0.11770225,0.049162176,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,961,392351,B2,0,8204.5,7960.5,5,0.43826294,0.3097156,0.21616559,-0.043917477,0.05885168,0.12781206,0.041209657,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,983,392373,B4,1,3343.5,3339.5,17,0.98980147,0.9841613,0.0046357107,0.88541937,0.3650846,0.6442671,0.6101701,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1024,392414,B2,0,3802.0,3797.0,6,0.49170142,0.28002042,0.08427624,-0.17611675,0.23220612,0.5318372,0.09316252,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1033,392423,B4,1,1545.5,388.5,3,0.0,0.0,0.5121318,-1.0696777,-0.037861764,0.0,0.2537078,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1178,392568,B2,0,5990.0,5983.0,6,0.5201209,0.36203653,0.07848162,-0.06756677,0.04020626,0.13695505,0.03999087,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,1278,392668,B4,1,1943.0,3353.5,17,0.9932645,0.9932645,0.0067355186,1.0325204,0.9914492,1.1268499,0.35664397,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1367,392757,B4,1,1226.0,1320.0,17,0.99415934,0.99415934,0.0016687526,1.19918,0.79326534,1.6502184,0.4570223,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1387,392777,B2,0,3511.0,3501.0,6,0.4138649,0.21596068,0.13301703,-0.23114361,0.14605823,0.36776933,0.084248014,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1407,392797,B4,1,2028.5,2025.5,9,0.54528636,0.30905727,0.009454645,-0.24694905,0.15666384,0.5561142,0.07635069,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1407,392797,B6,2,2424.0,2424.5,9,0.6081655,0.35131037,0.000545984,-0.22356632,0.14002879,0.57723033,0.0871543,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1407,392797,B8,3,3602.0,3602.0,8,0.66105837,0.46128356,0.0011581148,-0.10333634,0.21860632,0.6620445,0.10025295,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1414,392804,B2,0,4781.5,4781.5,7,0.55986166,0.3818062,0.03764883,-0.09419069,0.1001538,0.36948907,0.050619733,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,1428,392818,B4,1,3760.0,3704.5,6,0.49382994,0.31160873,0.12074662,-0.13852008,0.1726322,0.48112518,0.07839951,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1457,392847,B4,1,1405.5,1405.0,8,0.4385242,0.2238866,0.04946215,-0.2999795,0.11759715,0.43494225,0.057826236,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1457,392847,B6,2,1980.0,1975.5,8,0.51685226,0.28308797,0.011434123,-0.26836812,0.13884333,0.4672705,0.065603666,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1457,392847,B8,3,4285.5,4286.5,7,0.617626,0.43686968,0.009934565,-0.061519593,0.04825303,0.19971213,0.059486084,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1544,392934,B4,1,3849.0,3849.0,17,0.9870896,0.9775181,0.00066777965,0.5479986,0.7025554,1.4891729,0.59546536,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1550,392940,B4,1,1725.5,1717.0,7,0.3526954,0.16860561,0.12362772,-0.3226883,0.1072889,0.33219922,0.04670879,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1579,392969,B4,1,2601.5,2604.5,17,0.9993547,0.9993547,0.00064528617,1.6829022,0.60125744,1.2119057,0.21032627,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1579,392969,B6,2,2063.5,2067.5,17,0.9982676,0.9948027,0.0014436959,1.1302954,0.39884308,0.80939096,0.24414358,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1606,392996,B4,1,1592.5,1587.5,8,0.4769354,0.24851124,0.032530442,-0.2949041,0.14397065,0.51507217,0.06688086,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1607,392997,B2,0,3653.0,3653.0,6,0.46861616,0.25957295,0.09545586,-0.19441026,0.17347258,0.47694853,0.0856983,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1737,393127,B2,0,4914.5,4910.0,6,0.5076332,0.3322094,0.109581344,-0.1116944,0.12533356,0.45626804,0.06886976,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1760,393150,B4,1,4392.0,4394.0,17,0.9993881,0.9993881,0.00061190146,1.3295672,0.91727114,1.3770672,1.409962,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1763,393153,B2,0,6864.0,6649.0,5,0.45740658,0.32112494,0.20500365,-0.055920377,0.076927476,0.13951287,0.046630397,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1775,393165,B4,1,3131.0,3000.0,9,0.38399175,0.20762087,0.16911115,-0.22538702,0.07927146,0.20846453,0.070245534,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1800,393190,B6,2,2691.0,2681.5,8,0.5053472,0.28165266,0.019145496,-0.24520724,0.12069692,0.39812,0.060488444,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1811,393201,B4,1,4206.0,4207.5,14,0.99914455,0.99552155,0.0007044734,1.1715009,0.8463948,1.836139,0.24068874,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1832,393222,B4,1,3960.5,3957.5,8,0.65726954,0.4694618,0.0021597028,-0.078691475,0.13131738,0.48204777,0.088449344,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,1873,393263,B8,3,1693.5,1686.0,8,0.44258773,0.23872046,0.06493197,-0.25938106,0.11709,0.37394255,0.050417703,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1902,393292,B4,1,3457.5,3456.0,16,0.9970583,0.99626446,0.000793799,1.0284882,0.72099733,1.4809664,0.24315937,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1957,393347,B4,1,3190.5,3110.5,6,0.4095371,0.21659389,0.15737991,-0.22114119,0.14427677,0.35243642,0.07955841,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1957,393347,B6,2,2831.0,2830.0,7,0.39340776,0.20588662,0.08810594,-0.27198628,0.09378162,0.26527852,0.047451798,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,1977,393367,B2,0,3773.5,3773.5,5,0.40122327,0.22640695,0.2046006,-0.26994386,0.23390824,0.6557006,0.07989222,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,1984,393374,B2,0,4904.5,4904.5,6,0.5234413,0.34815827,0.08624083,-0.106579535,0.128768,0.41257456,0.06236127,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,2056,393446,B4,1,2212.5,1928.5,6,0.29647005,0.14149174,0.23924005,-0.29130393,0.10176766,0.25461277,0.041188587,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2056,393446,B6,2,2973.5,2843.5,6,0.33527672,0.17452471,0.19374736,-0.25618565,0.07224549,0.14567715,0.041728254,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2056,393446,B8,3,2890.5,2752.0,8,0.34146446,0.17739463,0.18825032,-0.26179332,0.07541534,0.18191572,0.04644027,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2104,393494,B4,1,2699.0,2681.5,8,0.38231304,0.20166601,0.11623402,-0.2711651,0.09107155,0.2614854,0.044501446,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2104,393494,B6,2,2801.5,2797.5,7,0.42889574,0.23079896,0.0631823,-0.25994217,0.10958335,0.32359815,0.050861534,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2104,393494,B8,3,2440.5,2438.5,8,0.48099422,0.27195773,0.04480509,-0.23154368,0.10797589,0.37273327,0.054497205,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2219,393609,B4,1,4441.0,4440.5,11,0.9851941,0.75575405,0.0009962212,0.33137813,0.7502287,2.2230878,0.22835901,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2323,393713,B6,2,1791.5,1791.5,9,0.6429113,0.37216747,0.0004211945,-0.21169315,0.16029571,0.67607707,0.11333522,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2323,393713,B8,3,3890.0,3893.0,8,0.67315954,0.47789,0.00036295442,-0.08791994,0.14661454,0.5273765,0.09368167,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2356,393746,B4,1,5081.5,5085.5,7,0.57904965,0.41053453,0.022565667,-0.050420467,0.048404377,0.099684715,0.07730111,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,2379,393769,B4,1,3736.5,3737.5,9,0.7624125,0.55276513,0.0002569208,-0.050418276,0.14207108,0.5112531,0.13358398,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,2447,393837,B4,1,1701.0,1596.5,7,0.33641672,0.16384867,0.1796952,-0.27954638,0.105406046,0.27012476,0.04825052,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2470,393860,B6,2,1270.0,1266.0,7,0.34070796,0.16266884,0.11364695,-0.32116944,0.08505504,0.2396336,0.04135795,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2529,393919,B4,1,1043.0,251.0,3,0.0,0.0,0.82119966,0.0,-0.7957914,0.0,0.17592157,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2544,393934,B4,1,2530.5,2406.0,6,0.327199,0.16505511,0.18912455,-0.27715284,0.08588182,0.23830454,0.03667554,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2616,394006,B4,1,5653.5,5653.5,7,0.543872,0.3848412,0.04385131,-0.047558933,0.07526282,0.11111278,0.045776393,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,2659,394049,B2,0,1492.0,1441.5,7,0.29074553,0.12824194,0.18336684,-0.35959348,0.09621641,0.27215862,0.04203112,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2681,394071,B6,2,2687.0,2687.0,7,0.36325008,0.1840087,0.114415996,-0.28827068,0.09196187,0.26742464,0.0408307,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2689,394079,B8,3,1701.5,1695.5,7,0.36463994,0.17365828,0.101052985,-0.32816958,0.10647291,0.3533891,0.04842051,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2723,394113,B2,0,7052.5,7046.0,6,0.49675784,0.34761748,0.13332058,-0.036948025,0.058591917,0.15430684,0.05477081,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,2746,394136,B4,1,3130.0,2028.5,4,0.25062445,0.12031665,0.31940976,-0.32414907,0.035691265,0.113282576,0.059832096,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,2847,394237,B4,1,3203.0,2962.0,5,0.35850066,0.1880595,0.20592746,-0.23772728,0.10048856,0.1968202,0.070524454,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2847,394237,B6,2,3074.0,3028.0,6,0.36439407,0.19749124,0.15131688,-0.23514107,0.062129013,0.13396284,0.048550237,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2847,394237,B8,3,3730.5,3689.5,6,0.47639814,0.29282174,0.13407901,-0.15538326,0.20099218,0.482585,0.079203695,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2865,394255,B6,2,1238.0,1319.5,17,0.92644286,0.92191625,0.037721615,0.5307918,0.88526833,1.7491224,0.36278605,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,2960,394350,B4,1,3512.0,3509.0,7,0.54585487,0.33851808,0.038077738,-0.15748735,0.24059379,0.65371144,0.089736715,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,2978,394368,B4,1,1738.5,1671.5,7,0.3180936,0.14538538,0.1779865,-0.3191103,0.116551995,0.32869467,0.050668977,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3082,394472,B6,2,3977.5,3974.5,6,0.51097083,0.32033706,0.085736535,-0.1441728,0.17828524,0.5264419,0.08095287,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3122,394512,B8,3,2833.0,2826.0,9,0.5082726,0.28532764,0.03789235,-0.21829735,0.1146522,0.4838198,0.07552304,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3151,394541,B4,1,2682.5,2689.5,10,0.7422407,0.46208486,0.0013782502,-0.13096184,0.2123663,0.81226826,0.14785637,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3151,394541,B6,2,2927.0,2929.5,10,0.8039417,0.52425665,0.0007824726,-0.07666514,0.2872027,1.0347247,0.18752027,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3151,394541,B8,3,1677.5,1676.0,10,0.80909324,0.52691627,0.0033803768,-0.07191772,0.27112296,1.0856088,0.17281999,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3168,394558,B4,1,2428.0,2434.0,13,0.9968904,0.8220104,0.0010815926,0.8030518,0.89394563,3.0650303,0.21108459,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3174,394564,B6,2,1263.0,301.0,2,0.0,0.0,0.65700483,-0.9922805,-0.36196154,0.0,0.27256855,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3241,394631,B8,3,2645.0,2629.5,11,0.906868,0.62769735,0.0045636375,0.059559535,0.47019884,1.6824136,0.20351483,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3274,394664,B2,0,6575.5,6564.0,6,0.502101,0.35191625,0.13026154,-0.041203648,0.07359632,0.17285523,0.061749075,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,3369,394759,B2,0,3218.5,3091.0,6,0.34728146,0.18025285,0.175095,-0.26038238,0.08459208,0.19030173,0.0479659,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3446,394836,B4,1,6180.0,6024.0,5,0.46256655,0.33019972,0.1950202,-0.048727162,0.0669451,0.12308535,0.043889254,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3463,394853,B4,1,5283.0,5283.0,7,0.5764541,0.40899906,0.024873964,-0.046386704,0.033487972,0.08621055,0.0653326,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,3473,394863,B2,0,4303.5,4273.5,6,0.47920537,0.29532215,0.13099992,-0.14969787,0.17961185,0.5016078,0.07914141,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3499,394889,B2,0,6856.0,6856.0,6,0.5028956,0.35426784,0.102244526,-0.04804598,0.0595106,0.097530596,0.03980262,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,3512,394902,B4,1,3888.0,3854.5,15,0.9892212,0.9892212,0.009922192,1.4955144,0.85159373,1.9072292,0.23653166,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3564,394954,B2,0,8551.5,8491.0,6,0.44962037,0.31248677,0.18463959,-0.03699108,0.05487533,0.17741588,0.059347533,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3568,394958,B2,0,7890.5,7853.0,6,0.46902412,0.32860234,0.16337103,-0.03425634,0.050463874,0.168861,0.055988792,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3609,394999,B2,0,7897.5,7718.5,5,0.4438101,0.31416056,0.20457996,-0.04469651,0.05895157,0.117829,0.03948929,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3624,395014,B2,0,8405.5,9590.5,5,0.5046825,0.35148737,0.18558075,-0.056736287,0.074279554,0.14349589,0.054071102,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3624,395014,B4,1,2258.5,2187.5,6,0.3406206,0.17277856,0.16937001,-0.2722371,0.088511504,0.25044304,0.038881965,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3624,395014,B6,2,2540.0,2540.0,7,0.37958014,0.19620916,0.10320128,-0.27916312,0.10051769,0.2820569,0.040975895,3,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3660,395050,B4,1,2703.0,2695.5,8,0.4832155,0.2685025,0.034162257,-0.24980924,0.11601774,0.42397636,0.061407037,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3669,395059,B4,1,2988.0,2651.0,8,0.30968136,0.15878268,0.23410948,-0.26801786,0.060996417,0.13980706,0.041377246,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3669,395059,B6,2,1940.0,1879.5,6,0.30562454,0.14506939,0.1869978,-0.30035263,0.08030119,0.21634154,0.03662525,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,3748,395138,B2,0,8000.0,7931.5,5,0.45400092,0.31920138,0.18471377,-0.036883358,0.050959192,0.15443967,0.048083395,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3771,395161,B4,1,2730.5,2740.0,9,0.6574524,0.395403,0.0008606723,-0.17950064,0.16876423,0.6090589,0.09247127,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,3779,395169,B4,1,2232.0,2221.0,7,0.37856925,0.19421613,0.11409437,-0.28205726,0.10850875,0.31701648,0.044862453,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3799,395189,B4,1,1442.5,356.5,3,0.0,0.0,0.54870844,-1.0241483,-0.23155408,0.0,0.26460713,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,3937,395327,B4,1,5599.5,5602.5,12,0.9989326,0.897595,0.0004336369,1.1729043,0.9673441,2.7988806,0.2368676,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,4124,395514,B4,1,4740.5,4738.5,14,0.99597925,0.99070764,0.0006701215,0.72516435,0.78271383,1.8529685,0.2376778,1,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,4128,395518,B2,0,7308.0,7301.5,7,0.53119695,0.3734976,0.039910916,-0.056292776,0.07428934,0.12466228,0.08425422,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,4132,395522,B4,1,2937.5,2938.0,15,0.99919325,0.9956434,0.00016135538,0.9231691,0.59976214,1.2401725,0.19366948,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,4132,395522,B6,2,3231.5,3217.0,15,0.9848689,0.98475003,0.008635031,1.0043124,0.838758,2.2369437,0.21054187,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,4188,395578,B4,1,5551.5,5551.5,7,0.57128584,0.40637618,0.022571733,-0.052020457,0.06968792,0.08464448,0.04898502,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,4225,395615,B2,0,7134.5,7056.0,6,0.46474397,0.32525823,0.17179179,-0.047561634,0.07759163,0.14979364,0.051455166,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4240,395630,B4,1,1004.5,364.0,2,0.0,0.0,0.8204577,-0.33298677,-0.2524067,0.0,0.26500535,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4274,395664,B4,1,3374.5,3372.5,16,0.99728996,0.98782784,0.00068898994,0.7935148,0.5366513,0.9007428,0.23404314,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,4274,395664,B6,2,4386.0,4380.0,16,0.99005014,0.99005014,0.0058243005,1.298262,0.8242983,1.909895,0.26500604,2,0.3356955921910285,0.25581894695758817,0,1
31,sample_i_calib,4430,395820,B4,1,3594.5,3591.5,7,0.53874797,0.3321664,0.038286496,-0.16305262,0.23968978,0.6190771,0.08590239,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4438,395828,B2,0,4002.5,3982.5,6,0.46021387,0.2631579,0.13734204,-0.1768032,0.20714779,0.49273703,0.08990835,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4481,395871,B2,0,5313.0,5264.5,6,0.49286535,0.33230963,0.13834743,-0.090755135,0.06025291,0.28988668,0.04446773,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4512,395902,B2,0,4258.5,4169.5,5,0.46333483,0.28628093,0.16170856,-0.15314679,0.1620863,0.45218065,0.07037536,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4533,395923,B4,1,4121.0,4123.0,8,0.63780016,0.44990683,0.0030523217,-0.07232285,0.08272205,0.28612706,0.05890531,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,4591,395981,B2,0,1915.5,1911.5,7,0.38657758,0.19479772,0.10526694,-0.27761117,0.10371682,0.29757908,0.046698388,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4639,396029,B2,0,6083.5,6017.5,6,0.48224333,0.33693826,0.16065036,-0.059028134,0.069869,0.15992251,0.0515531,1,0.3356955921910285,0.25581894695758817,1,0
31,sample_i_calib,4674,396064,B4,1,1737.5,471.5,3,0.016391978,0.0,0.49149135,-1.3660876,0.098435186,0.098435186,0.23130552,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4691,396081,B2,0,9039.0,8923.5,5,0.43085074,0.2986103,0.20683464,-0.03994968,0.05025536,0.16800672,0.058715984,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4776,396166,B4,1,4657.0,2905.0,4,0.39371967,0.25941333,0.29183704,-0.13671312,0.14000784,0.2798139,0.05206484,1,0.3356955921910285,0.25581894695758817,0,0
31,sample_i_calib,4781,396171,B4,1,3442.5,3453.5,13,0.99875826,0.951248,0.0012417733,1.4770204,0.9443862,2.7902188,0.22680256,1,0.3356955921910285,0.25581894695758817,0,1
