feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run
B4_trigger_entry_density_z_p1,-11.979740665653946,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_entries_per_eventno_z_p1,-11.979740676789763,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_selected_multiplicity_per_event_z_p1,-5.155793583489152,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_downstream_allhit_fraction_z_p1,11.557216568881778,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_current_nA_z_p1,0.0,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_trigger_entry_density_z_p1,6.2523299898896605,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_entries_per_eventno_z_p1,6.252329975126226,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_selected_multiplicity_per_event_z_p1,2.7347406835261725,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_downstream_allhit_fraction_z_p1,-6.0047503504536595,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_current_nA_z_p1,0.0,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_trigger_entry_density_z_p1,5.735316615546498,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_entries_per_eventno_z_p1,5.735316651567163,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_selected_multiplicity_per_event_z_p1,2.507830234887756,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_downstream_allhit_fraction_z_p1,-5.6109281533137185,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_current_nA_z_p2,0.0,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_trigger_entry_density_z_p2,-12.556875378299171,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_entries_per_eventno_z_p2,-12.556875378598384,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_selected_multiplicity_per_event_z_p2,10.901995718014842,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B4_downstream_allhit_fraction_z_p2,-15.350604434090126,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_current_nA_z_p2,0.0,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_trigger_entry_density_z_p2,6.498617234625234,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_entries_per_eventno_z_p2,6.4986172379695635,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_selected_multiplicity_per_event_z_p2,-5.707058567634786,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B6_downstream_allhit_fraction_z_p2,8.134385371484994,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_current_nA_z_p2,0.0,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_trigger_entry_density_z_p2,6.05063563058623,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_entries_per_eventno_z_p2,6.050635652913976,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_selected_multiplicity_per_event_z_p2,-5.122446200551324,s02h_binned_current_drift2,s02b_template,2,11241,219,58
B8_downstream_allhit_fraction_z_p2,7.1934375348562,s02h_binned_current_drift2,s02b_template,2,11241,219,58
intercept,0.0,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B4_intercept,-121.25731446984962,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B4_log_amp,261.9970111058949,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B4_log_amp2,-126.84547738450561,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B4_inv_amp,-3.064432985001266,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B4_peak_sample,0.2889393610965175,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B4_area_over_amp,3.299338690435698,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B4_template_sse,0.8360654326131796,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B6_intercept,75.04311141195807,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B6_log_amp,-73.92881900612426,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B6_log_amp2,21.14685790897942,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B6_inv_amp,-2.0291936538958026,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B6_peak_sample,-0.8590192226231593,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B6_area_over_amp,-0.5165914755837608,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B6_template_sse,0.3910939639216751,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B8_intercept,46.21419960691127,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B8_log_amp,-13.224039769795157,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B8_log_amp2,-9.037746472666605,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B8_inv_amp,-2.6701712010649103,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B8_peak_sample,-0.9402760913759947,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B8_area_over_amp,-2.243821715576331,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
B8_template_sse,0.08702392936725618,s02h_binned_current_drift0,s02b_template,0,9171,2289,59
intercept,0.0,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_intercept,-121.06545915906126,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_log_amp,261.0585382793426,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_log_amp2,-126.30449426429517,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_inv_amp,-3.0626093864408754,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_peak_sample,0.3093352059540758,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_area_over_amp,3.282667502508555,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_template_sse,0.8356637720976975,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_intercept,74.93410502979842,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_log_amp,-73.85498597191507,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_log_amp2,21.081948780718257,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_inv_amp,-2.047147069767677,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_peak_sample,-0.8661549501978254,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_area_over_amp,-0.5132235842071822,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_template_sse,0.39260380898561487,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_intercept,46.13135068807496,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_log_amp,-13.474108339684276,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_log_amp2,-8.788906306823776,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_inv_amp,-2.656133180520381,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_peak_sample,-0.9594931689039014,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_area_over_amp,-2.236280172995143,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_template_sse,0.08709543639843668,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_current_nA_z_p1,0.0,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_trigger_entry_density_z_p1,0.03878824304961456,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_entries_per_eventno_z_p1,0.038788240456461454,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_selected_multiplicity_per_event_z_p1,0.03872385560996249,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B4_downstream_allhit_fraction_z_p1,-0.014598584444272453,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_current_nA_z_p1,0.0,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_trigger_entry_density_z_p1,0.004749099944086273,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_entries_per_eventno_z_p1,0.0047490999852573615,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_selected_multiplicity_per_event_z_p1,-0.015059193948187308,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B6_downstream_allhit_fraction_z_p1,-0.030004026434621103,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_current_nA_z_p1,0.0,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_trigger_entry_density_z_p1,0.006851271190638024,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_entries_per_eventno_z_p1,0.00685127104708784,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_selected_multiplicity_per_event_z_p1,0.05378377324422077,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
B8_downstream_allhit_fraction_z_p1,-0.14708346412606696,s02h_binned_current_drift1,s02b_template,1,9171,2289,59
intercept,0.0,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_intercept,-65.44042868683397,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_log_amp,284.9799737994573,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_log_amp2,-136.3752784112954,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_inv_amp,-2.72578581380884,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_peak_sample,0.25251231310267824,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_area_over_amp,3.105714487263316,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_template_sse,0.7938054227884281,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_intercept,40.80962106963072,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_log_amp,-88.48646470268658,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_log_amp2,27.59857610000063,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_inv_amp,-2.250902275384998,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_peak_sample,-0.8553749861405495,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_area_over_amp,-0.5146258928332598,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_template_sse,0.39124859884923324,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_intercept,24.630803779933512,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_log_amp,-20.427147268564465,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_log_amp2,-5.640147837812912,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_inv_amp,-2.7459566804522173,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_peak_sample,-0.953492884677015,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_area_over_amp,-2.2263544500549144,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_template_sse,0.08886858126314279,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_current_nA_z_p1,0.0,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_trigger_entry_density_z_p1,-35.467058465885295,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_entries_per_eventno_z_p1,-35.467058487694125,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_selected_multiplicity_per_event_z_p1,-4.486974689943574,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_downstream_allhit_fraction_z_p1,12.529148508125102,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_current_nA_z_p1,0.0,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_trigger_entry_density_z_p1,22.13190964483136,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_entries_per_eventno_z_p1,22.131909626170387,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_selected_multiplicity_per_event_z_p1,2.840632180802296,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_downstream_allhit_fraction_z_p1,-7.812925229827885,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_current_nA_z_p1,0.0,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_trigger_entry_density_z_p1,13.354613090083946,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_entries_per_eventno_z_p1,13.354613074873399,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_selected_multiplicity_per_event_z_p1,1.7916793604638155,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_downstream_allhit_fraction_z_p1,-4.792948348055405,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_current_nA_z_p2,0.0,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_trigger_entry_density_z_p2,-26.401774595599235,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_entries_per_eventno_z_p2,-26.40177456542858,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_selected_multiplicity_per_event_z_p2,5.4828332112296225,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B4_downstream_allhit_fraction_z_p2,-20.19568114414178,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_current_nA_z_p2,0.0,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_trigger_entry_density_z_p2,16.463936829680424,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_entries_per_eventno_z_p2,16.463936829259495,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_selected_multiplicity_per_event_z_p2,-3.3430293838053964,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B6_downstream_allhit_fraction_z_p2,12.556810313664167,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_current_nA_z_p2,0.0,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_trigger_entry_density_z_p2,9.945862744735066,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_entries_per_eventno_z_p2,9.945862756110698,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_selected_multiplicity_per_event_z_p2,-1.965961666860005,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
B8_downstream_allhit_fraction_z_p2,7.514354746512773,s02h_binned_current_drift2,s02b_template,2,9171,2289,59
intercept,0.0,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B4_intercept,-11.456895487881736,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B4_log_amp,-56.53654346029179,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B4_log_amp2,19.18740868980966,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B4_inv_amp,-4.314581877171137,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B4_peak_sample,0.679932452742362,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B4_area_over_amp,2.8846263936613554,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B4_template_sse,0.6658318978637692,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B6_intercept,2.953313904286561,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B6_log_amp,-67.87667092454883,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B6_log_amp2,22.08075110319838,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B6_inv_amp,-2.067829095080187,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B6_peak_sample,-0.4353764713506102,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B6_area_over_amp,-0.7998958689574226,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B6_template_sse,0.07459833347475138,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B8_intercept,8.503581061622974,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B8_log_amp,-70.60312815675542,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B8_log_amp2,19.44531346938976,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B8_inv_amp,-2.7887452586250197,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B8_peak_sample,-0.4177760431954424,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B8_area_over_amp,-1.0216329987364643,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
B8_template_sse,0.11660843804411669,s02h_binned_current_drift0,s02b_template,0,9036,2424,60
intercept,0.0,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_intercept,-9.485623767102933,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_log_amp,-61.232585328596585,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_log_amp2,21.357401619709307,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_inv_amp,-4.364816657421149,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_peak_sample,0.7029625450584726,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_area_over_amp,2.8103872577897397,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_template_sse,0.6398742228755786,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_intercept,2.018859524938963,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_log_amp,-67.60812379791892,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_log_amp2,22.120993041744253,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_inv_amp,-2.048977183296031,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_peak_sample,-0.439778928518553,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_area_over_amp,-0.7941785236405603,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_template_sse,0.07824678500999836,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_intercept,7.466763639570965,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_log_amp,-69.92250924311965,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_log_amp2,19.194939552832732,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_inv_amp,-2.7714190333455315,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_peak_sample,-0.42522961696551725,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_area_over_amp,-1.0169177479545133,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_template_sse,0.11667196076195677,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_current_nA_z_p1,0.0,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_trigger_entry_density_z_p1,0.010158106570383948,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_entries_per_eventno_z_p1,0.010158106119665701,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_selected_multiplicity_per_event_z_p1,-0.08939113300169034,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B4_downstream_allhit_fraction_z_p1,0.14812040769096854,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_current_nA_z_p1,0.0,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_trigger_entry_density_z_p1,0.012148041545969969,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_entries_per_eventno_z_p1,0.012148041536141359,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_selected_multiplicity_per_event_z_p1,0.0442485874653559,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B6_downstream_allhit_fraction_z_p1,-0.07678221288846672,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_current_nA_z_p1,0.0,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_trigger_entry_density_z_p1,0.003570693169026236,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_entries_per_eventno_z_p1,0.0035706931988712986,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_selected_multiplicity_per_event_z_p1,0.07310520381463466,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
B8_downstream_allhit_fraction_z_p1,-0.11017519323848987,s02h_binned_current_drift1,s02b_template,1,9036,2424,60
intercept,0.0,s02h_binned_current_drift2,s02b_template,2,9036,2424,60
B4_intercept,-4.264547252841562,s02h_binned_current_drift2,s02b_template,2,9036,2424,60
B4_log_amp,-60.23099209636582,s02h_binned_current_drift2,s02b_template,2,9036,2424,60
B4_log_amp2,20.985187547151643,s02h_binned_current_drift2,s02b_template,2,9036,2424,60
