heldout_run,variant,alpha,fold,sigma68_ns,n_pair_residuals
62,S02h ML shuffled-bin,0.01,2,2.997509599350218,3399
62,S02h ML shuffled-bin,0.01,-1,2.8816735440227528,0
62,S02h ML shuffled-bin,0.1,0,3.0221023736752586,2799
62,S02h ML shuffled-bin,0.1,1,2.6137603693393725,2841
62,S02h ML shuffled-bin,0.1,2,3.003015373536038,3399
62,S02h ML shuffled-bin,0.1,-1,2.8796260388502226,0
62,S02h ML shuffled-bin,1.0,0,3.038378705874971,2799
62,S02h ML shuffled-bin,1.0,1,2.608233829531495,2841
62,S02h ML shuffled-bin,1.0,2,3.0346047078343648,3399
62,S02h ML shuffled-bin,1.0,-1,2.8937390810802768,0
62,S02h ML shuffled-bin,10.0,0,3.110303353720695,2799
62,S02h ML shuffled-bin,10.0,1,2.634579586917525,2841
62,S02h ML shuffled-bin,10.0,2,3.089672848475418,3399
62,S02h ML shuffled-bin,10.0,-1,2.944851929704546,0
62,S02h ML shuffled-bin,100.0,0,3.1796336968756096,2799
62,S02h ML shuffled-bin,100.0,1,2.639182564689851,2841
62,S02h ML shuffled-bin,100.0,2,3.0739023022624816,3399
62,S02h ML shuffled-bin,100.0,-1,2.964239521275981,0
62,S02h ML shuffled-target,0.01,0,2.9817285579941624,2799
62,S02h ML shuffled-target,0.01,1,3.2591804169987117,2841
62,S02h ML shuffled-target,0.01,2,4.021923749072693,3399
62,S02h ML shuffled-target,0.01,-1,3.420944241355189,0
62,S02h ML shuffled-target,0.1,0,2.9749920278086317,2799
62,S02h ML shuffled-target,0.1,1,3.259675947223199,2841
62,S02h ML shuffled-target,0.1,2,4.010727830612477,3399
62,S02h ML shuffled-target,0.1,-1,3.415131935214769,0
62,S02h ML shuffled-target,1.0,0,2.98335108122735,2799
62,S02h ML shuffled-target,1.0,1,3.2498930066561935,2841
62,S02h ML shuffled-target,1.0,2,4.0172840759883135,3399
62,S02h ML shuffled-target,1.0,-1,3.4168427212906187,0
62,S02h ML shuffled-target,10.0,0,2.987753847855018,2799
62,S02h ML shuffled-target,10.0,1,3.2600759098150527,2841
62,S02h ML shuffled-target,10.0,2,4.029969440922556,3399
62,S02h ML shuffled-target,10.0,-1,3.425933066197542,0
62,S02h ML shuffled-target,100.0,0,2.986941615164765,2799
62,S02h ML shuffled-target,100.0,1,3.2507180860765366,2841
62,S02h ML shuffled-target,100.0,2,4.033979555921703,3399
62,S02h ML shuffled-target,100.0,-1,3.4238797523876685,0
62,S02h ML bin+current/rate,0.01,0,2.9969612026253736,2799
62,S02h ML bin+current/rate,0.01,1,6.391655381009478,2841
62,S02h ML bin+current/rate,0.01,2,2.794276497106954,3399
62,S02h ML bin+current/rate,0.01,-1,4.060964360247269,0
62,S02h ML bin+current/rate,0.1,0,2.991970723044497,2799
62,S02h ML bin+current/rate,0.1,1,4.335722839302768,2841
62,S02h ML bin+current/rate,0.1,2,2.786241250982655,3399
62,S02h ML bin+current/rate,0.1,-1,3.371311604443307,0
62,S02h ML bin+current/rate,1.0,0,3.0060974379834304,2799
62,S02h ML bin+current/rate,1.0,1,3.4555566977346936,2841
62,S02h ML bin+current/rate,1.0,2,2.7415899427758634,3399
62,S02h ML bin+current/rate,1.0,-1,3.067748026164663,0
62,S02h ML bin+current/rate,10.0,0,3.0251593485350257,2799
62,S02h ML bin+current/rate,10.0,1,2.5292771461898056,2841
62,S02h ML bin+current/rate,10.0,2,2.609889891594529,3399
62,S02h ML bin+current/rate,10.0,-1,2.72144212877312,0
62,S02h ML bin+current/rate,100.0,0,3.077089419632203,2799
62,S02h ML bin+current/rate,100.0,1,2.4706063443683357,2841
62,S02h ML bin+current/rate,100.0,2,2.4912763613101268,3399
62,S02h ML bin+current/rate,100.0,-1,2.6796573751035546,0
63,S02h ML binned residual,0.01,0,2.9398278478431084,2799
63,S02h ML binned residual,0.01,1,2.5171843161760044,2841
63,S02h ML binned residual,0.01,2,2.8883414672274026,4710
63,S02h ML binned residual,0.01,-1,2.7817845437488384,0
63,S02h ML binned residual,0.1,0,2.9411255373596337,2799
63,S02h ML binned residual,0.1,1,2.5066301873126626,2841
63,S02h ML binned residual,0.1,2,2.8881471502071845,4710
63,S02h ML binned residual,0.1,-1,2.7786342916264934,0
63,S02h ML binned residual,1.0,0,2.9450312475431093,2799
63,S02h ML binned residual,1.0,1,2.47326141578753,2841
63,S02h ML binned residual,1.0,2,2.895326544849873,4710
63,S02h ML binned residual,1.0,-1,2.7712064027268375,0
63,S02h ML binned residual,10.0,0,2.950723719306632,2799
63,S02h ML binned residual,10.0,1,2.4522387294762336,2841
63,S02h ML binned residual,10.0,2,2.890074143901816,4710
63,S02h ML binned residual,10.0,-1,2.7643455308948943,0
63,S02h ML binned residual,100.0,0,2.997533039443708,2799
63,S02h ML binned residual,100.0,1,2.509572562672244,2841
63,S02h ML binned residual,100.0,2,2.873800040135645,4710
63,S02h ML binned residual,100.0,-1,2.793635214083866,0
63,S02h ML bin-dropout,0.01,0,3.0618567292715886,2799
63,S02h ML bin-dropout,0.01,1,2.6514605291842592,2841
63,S02h ML bin-dropout,0.01,2,2.9830503683870413,4710
63,S02h ML bin-dropout,0.01,-1,2.8987892089476297,0
63,S02h ML bin-dropout,0.1,0,3.0634481885961997,2799
63,S02h ML bin-dropout,0.1,1,2.6448385892205413,2841
63,S02h ML bin-dropout,0.1,2,2.9784072381423274,4710
63,S02h ML bin-dropout,0.1,-1,2.895564671986356,0
63,S02h ML bin-dropout,1.0,0,3.072543599053713,2799
63,S02h ML bin-dropout,1.0,1,2.619996925020827,2841
63,S02h ML bin-dropout,1.0,2,2.9885229911422444,4710
63,S02h ML bin-dropout,1.0,-1,2.893687838405595,0
63,S02h ML bin-dropout,10.0,0,3.123655301608668,2799
63,S02h ML bin-dropout,10.0,1,2.617402056502936,2841
63,S02h ML bin-dropout,10.0,2,3.0184059139910975,4710
63,S02h ML bin-dropout,10.0,-1,2.9198210907009003,0
63,S02h ML bin-dropout,100.0,0,3.1749710051353865,2799
63,S02h ML bin-dropout,100.0,1,2.6893671915812627,2841
63,S02h ML bin-dropout,100.0,2,2.9692257136572398,4710
63,S02h ML bin-dropout,100.0,-1,2.944521303457963,0
63,S02h ML shuffled-bin,0.01,0,3.0615945413016368,2799
63,S02h ML shuffled-bin,0.01,1,2.6515494563286186,2841
63,S02h ML shuffled-bin,0.01,2,2.9745796788684826,4710
63,S02h ML shuffled-bin,0.01,-1,2.895907892166246,0
63,S02h ML shuffled-bin,0.1,0,3.0642139452928676,2799
63,S02h ML shuffled-bin,0.1,1,2.6444291188179663,2841
63,S02h ML shuffled-bin,0.1,2,2.967521680472194,4710
63,S02h ML shuffled-bin,0.1,-1,2.8920549148610095,0
63,S02h ML shuffled-bin,1.0,0,3.0748625072410047,2799
63,S02h ML shuffled-bin,1.0,1,2.62104661507273,2841
63,S02h ML shuffled-bin,1.0,2,2.9828266008559754,4710
63,S02h ML shuffled-bin,1.0,-1,2.892911907723237,0
63,S02h ML shuffled-bin,10.0,0,3.141902939338238,2799
63,S02h ML shuffled-bin,10.0,1,2.6266911195921248,2841
63,S02h ML shuffled-bin,10.0,2,3.015292946608981,4710
63,S02h ML shuffled-bin,10.0,-1,2.9279623351797817,0
63,S02h ML shuffled-bin,100.0,0,3.169197625364464,2799
63,S02h ML shuffled-bin,100.0,1,2.675865690273311,2841
63,S02h ML shuffled-bin,100.0,2,2.9778201421143304,4710
63,S02h ML shuffled-bin,100.0,-1,2.9409611525840353,0
63,S02h ML shuffled-target,0.01,0,3.0873582423656196,2799
63,S02h ML shuffled-target,0.01,1,3.310147925822968,2841
63,S02h ML shuffled-target,0.01,2,3.7501559338331667,4710
63,S02h ML shuffled-target,0.01,-1,3.3825540340072515,0
63,S02h ML shuffled-target,0.1,0,3.086135680381001,2799
63,S02h ML shuffled-target,0.1,1,3.311257568926832,2841
63,S02h ML shuffled-target,0.1,2,3.7484586631721935,4710
63,S02h ML shuffled-target,0.1,-1,3.381950637493342,0
63,S02h ML shuffled-target,1.0,0,3.0966515439042337,2799
63,S02h ML shuffled-target,1.0,1,3.3087423982098985,2841
63,S02h ML shuffled-target,1.0,2,3.7430426040256393,4710
63,S02h ML shuffled-target,1.0,-1,3.3828121820465906,0
63,S02h ML shuffled-target,10.0,0,3.0817584807101697,2799
63,S02h ML shuffled-target,10.0,1,3.302721878705622,2841
63,S02h ML shuffled-target,10.0,2,3.7532737388127604,4710
63,S02h ML shuffled-target,10.0,-1,3.379251366076184,0
63,S02h ML shuffled-target,100.0,0,3.120495129633774,2799
63,S02h ML shuffled-target,100.0,1,3.3008114582841874,2841
63,S02h ML shuffled-target,100.0,2,3.749518274586968,4710
63,S02h ML shuffled-target,100.0,-1,3.39027495416831,0
63,S02h ML bin+current/rate,0.01,0,3.087680251190008,2799
63,S02h ML bin+current/rate,0.01,1,8.098010488795708,2841
63,S02h ML bin+current/rate,0.01,2,2.4081181216142897,4710
63,S02h ML bin+current/rate,0.01,-1,4.531269620533336,0
63,S02h ML bin+current/rate,0.1,0,3.089378414031793,2799
63,S02h ML bin+current/rate,0.1,1,6.155017608231221,2841
63,S02h ML bin+current/rate,0.1,2,2.407264810994705,4710
63,S02h ML bin+current/rate,0.1,-1,3.8838869444192397,0
63,S02h ML bin+current/rate,1.0,0,3.073303553716366,2799
63,S02h ML bin+current/rate,1.0,1,4.867872480086776,2841
63,S02h ML bin+current/rate,1.0,2,2.388833829729374,4710
63,S02h ML bin+current/rate,1.0,-1,3.443336621177506,0
63,S02h ML bin+current/rate,10.0,0,3.1021492319203365,2799
63,S02h ML bin+current/rate,10.0,1,3.312505993044234,2841
63,S02h ML bin+current/rate,10.0,2,2.392989528213846,4710
63,S02h ML bin+current/rate,10.0,-1,2.935881584392806,0
63,S02h ML bin+current/rate,100.0,0,3.1016653621179984,2799
63,S02h ML bin+current/rate,100.0,1,2.5144948640803046,2841
63,S02h ML bin+current/rate,100.0,2,2.5732310653730917,4710
63,S02h ML bin+current/rate,100.0,-1,2.729797097190465,0
65,S02h ML binned residual,0.01,0,3.098607029157275,3018
65,S02h ML binned residual,0.01,1,2.682673108625358,3534
65,S02h ML binned residual,0.01,2,3.090471341237117,4710
65,S02h ML binned residual,0.01,-1,2.9572504930065833,0
65,S02h ML binned residual,0.1,0,3.1083761539400787,3018
65,S02h ML binned residual,0.1,1,2.6758699847893475,3534
65,S02h ML binned residual,0.1,2,3.093207487897147,4710
65,S02h ML binned residual,0.1,-1,2.959151208875524,0
65,S02h ML binned residual,1.0,0,3.1016928892264284,3018
65,S02h ML binned residual,1.0,1,2.6560350385733766,3534
65,S02h ML binned residual,1.0,2,3.1111130252225774,4710
65,S02h ML binned residual,1.0,-1,2.956280317674127,0
65,S02h ML binned residual,10.0,0,3.1043034936795313,3018
65,S02h ML binned residual,10.0,1,2.6588247605379958,3534
65,S02h ML binned residual,10.0,2,3.1370261804749475,4710
65,S02h ML binned residual,10.0,-1,2.9667181448974915,0
65,S02h ML binned residual,100.0,0,3.1374660201560807,3018
65,S02h ML binned residual,100.0,1,2.7219890196753833,3534
65,S02h ML binned residual,100.0,2,3.1146151125192905,4710
65,S02h ML binned residual,100.0,-1,2.991356717450252,0
65,S02h ML bin-dropout,0.01,0,3.2505481076663494,3018
65,S02h ML bin-dropout,0.01,1,2.854102315070163,3534
65,S02h ML bin-dropout,0.01,2,3.1950034633671356,4710
65,S02h ML bin-dropout,0.01,-1,3.0998846287012163,0
65,S02h ML bin-dropout,0.1,0,3.253771449866058,3018
65,S02h ML bin-dropout,0.1,1,2.8544206725409467,3534
65,S02h ML bin-dropout,0.1,2,3.200352738984657,4710
65,S02h ML bin-dropout,0.1,-1,3.102848287130554,0
65,S02h ML bin-dropout,1.0,0,3.2741938448857817,3018
65,S02h ML bin-dropout,1.0,1,2.852332248519298,3534
65,S02h ML bin-dropout,1.0,2,3.2257066014638465,4710
65,S02h ML bin-dropout,1.0,-1,3.117410898289642,0
65,S02h ML bin-dropout,10.0,0,3.3044805161896535,3018
65,S02h ML bin-dropout,10.0,1,2.906340792319312,3534
65,S02h ML bin-dropout,10.0,2,3.2585616325426607,4710
65,S02h ML bin-dropout,10.0,-1,3.1564609803505417,0
65,S02h ML bin-dropout,100.0,0,3.3746962702105843,3018
65,S02h ML bin-dropout,100.0,1,2.9489729520080066,3534
65,S02h ML bin-dropout,100.0,2,3.229910193232433,4710
65,S02h ML bin-dropout,100.0,-1,3.184526471817008,0
65,S02h ML shuffled-bin,0.01,0,3.238906604385594,3018
65,S02h ML shuffled-bin,0.01,1,2.8598772334163227,3534
65,S02h ML shuffled-bin,0.01,2,3.1997329321645056,4710
65,S02h ML shuffled-bin,0.01,-1,3.0995055899888073,0
65,S02h ML shuffled-bin,0.1,0,3.2449817080256587,3018
65,S02h ML shuffled-bin,0.1,1,2.859677566475471,3534
65,S02h ML shuffled-bin,0.1,2,3.2062218203734694,4710
65,S02h ML shuffled-bin,0.1,-1,3.103627031624866,0
65,S02h ML shuffled-bin,1.0,0,3.2606802325447966,3018
65,S02h ML shuffled-bin,1.0,1,2.8566678353847457,3534
65,S02h ML shuffled-bin,1.0,2,3.2293756458157903,4710
65,S02h ML shuffled-bin,1.0,-1,3.1155745712484446,0
65,S02h ML shuffled-bin,10.0,0,3.313122885916522,3018
65,S02h ML shuffled-bin,10.0,1,2.925410704650783,3534
65,S02h ML shuffled-bin,10.0,2,3.253753787748402,4710
65,S02h ML shuffled-bin,10.0,-1,3.1640957927719024,0
65,S02h ML shuffled-bin,100.0,0,3.3789224161887708,3018
65,S02h ML shuffled-bin,100.0,1,2.926266965704596,3534
65,S02h ML shuffled-bin,100.0,2,3.238914650466567,4710
65,S02h ML shuffled-bin,100.0,-1,3.181368010786645,0
65,S02h ML shuffled-target,0.01,0,3.2474466735300136,3018
65,S02h ML shuffled-target,0.01,1,3.8745968525130907,3534
65,S02h ML shuffled-target,0.01,2,4.074949397546702,4710
65,S02h ML shuffled-target,0.01,-1,3.7323309745299356,0
65,S02h ML shuffled-target,0.1,0,3.2444964338849296,3018
65,S02h ML shuffled-target,0.1,1,3.8742639152388083,3534
65,S02h ML shuffled-target,0.1,2,4.0704086969343,4710
65,S02h ML shuffled-target,0.1,-1,3.729723015352679,0
65,S02h ML shuffled-target,1.0,0,3.2464873498685787,3018
65,S02h ML shuffled-target,1.0,1,3.8692557020059075,3534
65,S02h ML shuffled-target,1.0,2,4.053503843937267,4710
65,S02h ML shuffled-target,1.0,-1,3.723082298603918,0
65,S02h ML shuffled-target,10.0,0,3.2404556627092425,3018
65,S02h ML shuffled-target,10.0,1,3.880276871549511,3534
65,S02h ML shuffled-target,10.0,2,4.03348467143777,4710
65,S02h ML shuffled-target,10.0,-1,3.7180724018988407,0
65,S02h ML shuffled-target,100.0,0,3.2288729381555203,3018
65,S02h ML shuffled-target,100.0,1,3.8832007036756497,3534
65,S02h ML shuffled-target,100.0,2,4.027157276377413,4710
65,S02h ML shuffled-target,100.0,-1,3.7130769727361943,0
65,S02h ML bin+current/rate,0.01,0,3.8556685884830273,3018
65,S02h ML bin+current/rate,0.01,1,3.7912691908519367,3534
65,S02h ML bin+current/rate,0.01,2,3.058179083515938,4710
65,S02h ML bin+current/rate,0.01,-1,3.5683722876169672,0
65,S02h ML bin+current/rate,0.1,0,3.829319782717627,3018
65,S02h ML bin+current/rate,0.1,1,3.7959458191013793,3534
65,S02h ML bin+current/rate,0.1,2,3.058739019364874,4710
65,S02h ML bin+current/rate,0.1,-1,3.5613348737279598,0
65,S02h ML bin+current/rate,1.0,0,3.765889934404971,3018
65,S02h ML bin+current/rate,1.0,1,3.778869514359157,3534
65,S02h ML bin+current/rate,1.0,2,3.077772541033453,4710
65,S02h ML bin+current/rate,1.0,-1,3.5408439965991936,0
65,S02h ML bin+current/rate,10.0,0,3.2322735073318385,3018
65,S02h ML bin+current/rate,10.0,1,3.63690305698634,3534
65,S02h ML bin+current/rate,10.0,2,3.0878776704715456,4710
65,S02h ML bin+current/rate,10.0,-1,3.319018078263241,0
65,S02h ML bin+current/rate,100.0,0,3.0568626340793377,3018
65,S02h ML bin+current/rate,100.0,1,3.2108698320518494,3534
65,S02h ML bin+current/rate,100.0,2,3.0955032086536556,4710
65,S02h ML bin+current/rate,100.0,-1,3.121078558261614,0
