method,family,baseline,n_heldout_runs,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
early_late_gated_no_sample6,ml,s02b_global_template_timewalk,7,11460,1.4574210492330741,2.4480298072991675,3.2655141236164162,0.03481675392670157,1.3268474536108559,1.7270787860125258,-0.2349372007470325,-0.3145244671565753,-0.14612686933709942
cnn1d_full,ml,s02b_global_template_timewalk,7,11460,1.481774549529614,2.4830834889551427,3.3991987751954036,0.03909249563699826,1.3080145625450423,1.7619177137030695,-0.21058370045049268,-0.2703907944344095,-0.1585185125863028
mlp_only_sample6,ml,s02b_global_template_timewalk,7,11460,1.5271022599040112,2.4885620806747886,3.41308220644848,0.03909249563699826,1.3512642753548487,1.7292402065536998,-0.16525599007609548,-0.29197462081121345,-0.0755871571331727
early_late_gated_full,ml,s02b_global_template_timewalk,7,11460,1.5574270352206854,2.53326717286331,3.5708029819180234,0.04712041884816754,1.3006217446387673,1.9582172094235357,-0.13493121475942127,-0.30072410669349214,-0.04805697098004547
mlp_full,ml,s02b_global_template_timewalk,7,11460,1.563175970349781,2.5149519060432697,3.455268407551379,0.04179755671902269,1.4388074754747042,1.8657676601778785,-0.1291822796303257,-0.16912708968377996,-0.0735403565568223
cnn1d_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.627952189477094,2.5478729020151256,3.555216937097628,0.04607329842931937,1.4888075134829,1.8667958727254461,-0.06440606050301256,-0.13597941134151456,0.0183953079411074
mlp_no_sample6,ml,s02b_global_template_timewalk,7,11460,1.6534884221171073,2.5527091604960663,3.5046162965248104,0.043455497382198956,1.4317146000134042,1.8233966293357033,-0.03886982786299931,-0.2168389100880576,0.05494021978106742
ridge_only_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6882411455010449,2.593249226551881,3.6555633922364175,0.05069808027923211,1.5128744954493336,2.0020464577832437,-0.004117104479061773,-0.044262920275864606,0.04071952268702454
s02b_global_template_timewalk,traditional,s02b_global_template_timewalk,7,11460,1.6923582499801066,2.5915073163614184,3.643939028060713,0.05,1.5295652040396364,2.0178254115633534,0.0,0.0,0.0
cnn1d_no_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6974344504797196,2.5986187506987535,3.690072079891638,0.051047120418848166,1.4889407121920584,2.050492472245148,0.005076200499612993,-0.04261325433667741,0.05400724484267652
ridge_no_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7002007709015396,2.599245500504482,3.6641673292538117,0.05130890052356021,1.5480098672146778,2.005808080726883,0.007842520921433005,-0.030930883953273126,0.05571501426911523
early_late_gated_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.701954465717496,2.595112397846765,3.6715795590107843,0.051832460732984295,1.4762798935403025,2.0356757313656546,0.009596215737389446,-0.08513871145771199,0.06875749764672
mlp_only_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7047344770068429,2.5967310315595493,3.670873931778472,0.05139616055846422,1.5131091320377954,2.010601516112657,0.012376227026736242,-0.038568127234008355,0.05925502709444814
early_late_gated_only_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7071011251242434,2.606363196685097,3.6908980687833868,0.05261780104712042,1.5534731563340685,1.9607266411663464,0.014742875144136747,-0.06807874886721517,0.08952247658335998
cnn1d_only_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7084100134806228,2.602594419567859,3.7010111091675535,0.05270506108202443,1.5409565414976873,2.0513029000798038,0.01605176350051618,-0.02605550844056249,0.06352580847974454
ridge_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7102879413072947,2.5961102664972384,3.67580260813442,0.05139616055846422,1.5549295277570419,2.049187942715709,0.017929691327188024,-0.02611077107116131,0.06717364877632993
mlp_no_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7174477111246316,2.60290119648917,3.6831269325575438,0.051919720767888304,1.5503511248791775,1.9742128060929456,0.025089461144524927,-0.040081713932180824,0.09617697439331882
hgb_no_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.719095929184197,2.6081016854393866,3.6792375922972003,0.05244328097731239,1.5440738247180628,2.02816929719854,0.026737679204090314,-0.02746227423863879,0.07133972042982337
early_late_gated_no_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7192162521694778,2.6014559219426645,3.668212352701513,0.05113438045375218,1.5917043756418203,1.9527243603942734,0.026858002189371177,-0.06453577587243227,0.09348115139262606
hgb_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7250868043718781,2.6121408029832387,3.734633014852533,0.05392670157068063,1.570830724191711,2.0381680865734726,0.03272855439177147,-0.0020439129072820695,0.08659999043122768
mlp_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7465350142686267,2.604465389590072,3.6936576063915774,0.051570680628272254,1.5851652583801528,2.0325370704436425,0.05417676428852003,-0.019541965554708517,0.0999210183783267
hgb_only_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.749702467571492,2.622879156159032,3.7549120865997896,0.0549738219895288,1.5653562386985433,2.0708299441254496,0.057344217591385416,-0.005422092355701674,0.09930918284035836
extra_trees_only_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.779609672278092,2.630093336361546,3.7592043532039163,0.05514834205933682,1.6219139084151677,2.0428930009885913,0.08725142229798544,0.007697808967326647,0.14216699863131133
extra_trees_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.8358283514041596,2.647658196132852,3.7717051082695487,0.05619546247818499,1.640038628429674,2.0506059281902176,0.14347010142405292,0.04299508145646421,0.20536583127675273
extra_trees_no_sample6_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.8515984385684334,2.6582059569908143,3.802406667440734,0.05846422338568935,1.6474101776162042,2.1448394835391844,0.15924018858832678,0.10115767043219838,0.19830281614833958
