energy_mev,range_cm,dedx_mev_cm
27.0,0.8802361831587191,16.9224
29.0,1.0019598053952605,15.9667
31.0,1.1307041088211136,15.125399999999999
33.0,1.2663658630353267,14.3786
35.0,1.4088478037095609,13.711
38.0,1.6351424543564432,12.8322
41.0,1.8762800755274394,12.072999999999999
44.0,2.13198442870819,11.4103
47.0,2.401994811254415,10.8264
50.0,2.6860673013117204,10.3077
55.0,3.190093477878725,9.56063
60.0,3.731542431751679,8.92985
65.0,4.3094867747858085,8.3897
70.0,4.92306441600823,7.921589999999999
75.0,5.5714704380295395,7.511730000000001
80.0,6.2539492511593515,7.14968
85.0,6.969789534509432,6.82735
90.0,7.71831977386285,6.53841
95.0,8.498902504716568,6.277830000000001
100.0,9.310933114338988,6.041510000000001
105.0,10.153836046010804,5.82616
110.0,11.027061396530957,5.62903
115.0,11.930084278134416,5.44785
120.0,12.862401198252195,5.28072
125.0,13.823530253160929,5.12601
130.0,14.813008255231612,4.98237
135.0,15.83038918433921,4.84861
140.0,16.87524365571167,4.72373
145.0,17.9471577685039,4.60684
150.0,19.04573302271025,4.49718
155.0,20.177303739572075,4.34279
160.0,21.340889044211742,4.25229
165.0,22.52876675677715,4.16695
170.0,23.74052187422296,4.08633
175.0,24.97575141191672,4.010050000000001
180.0,26.234063747709587,3.93776
185.0,27.515079208861728,3.86915
190.0,28.81842753994009,3.80395
195.0,30.143748906436695,3.7419
200.0,31.490695544017626,3.68277
210.0,34.24794545990426,3.57251
220.0,37.08772168320646,3.47174
230.0,40.007531199644916,3.37927
240.0,43.00500136756755,3.29411
250.0,46.077868844959646,3.2154200000000004
260.0,49.22397061561887,3.14249
270.0,52.44123519784924,3.07471
280.0,55.72767391676537,3.0115600000000002
290.0,59.08138296549325,2.95257
300.0,62.50054375139817,2.89734
310.0,65.98340031318254,2.84554
320.0,69.5282615182505,2.79685
330.0,73.13350128987621,2.75101
340.0,76.79755351066859,2.70777
350.0,80.51891332863133,2.66692
360.0,84.29612728833763,2.6282699999999997
370.0,88.12778476902504,2.59166
380.0,92.01252021825906,2.55693
390.0,95.94902776355589,2.52393
400.0,99.93603503854376,2.49256
410.0,103.97230500475504,2.4626900000000003
420.0,108.05665126487149,2.43422
430.0,112.18791153128375,2.40707
440.0,116.36496908945311,2.38113
450.0,120.58673830104954,2.35635
460.0,124.85215822776841,2.33264
470.0,129.16021068137476,2.30994
480.0,133.50990229574558,2.28819
490.0,137.90027252013851,2.2673300000000003
500.0,142.3303719092196,2.24733
520.0,151.30570029612215,2.20965
540.0,160.42934329450418,2.17484
560.0,169.6946312074875,2.14259
580.0,179.0952714363004,2.11265
600.0,188.62528632541472,2.0848
620.0,198.27898991166407,2.05885
640.0,208.0509446964412,2.03464
660.0,217.93599799869352,2.012
680.0,227.92923275137733,1.99082
700.0,238.02593251943523,1.97097
720.0,248.2216088837159,1.95235
740.0,258.51197389872016,1.93486
760.0,268.89295655042275,1.91841
780.0,279.3606330423693,1.90294
800.0,289.9112038041538,1.8883800000000002
820.0,300.541077207916,1.87465
840.0,311.24681214073183,1.86171
860.0,322.0250847195224,1.8495
880.0,332.8727366543798,1.83797
900.0,343.78670600283573,1.82709
920.0,354.76404302052003,1.81681
940.0,365.8019545987889,1.80709
960.0,376.8977269651368,1.79791
980.0,388.04873702048576,1.7892299999999999
1000.0,399.25246196035306,1.7810300000000001
1020.0,410.50648966420295,1.77327
1040.0,421.8084953593262,1.76594
1060.0,433.15625022945824,1.759
1080.0,444.5475954509966,1.75245
1100.0,455.98041646401725,1.74626
1120.0,467.45271312625823,1.74041
1140.0,478.9625398792719,1.73489
1160.0,490.50804372512056,1.72967
1180.0,502.08743509648906,1.72475
1200.0,513.6989247191822,1.72012
1220.0,525.3408275580059,1.71575
1240.0,537.011532531697,1.7116399999999998
1260.0,548.7094720114841,1.70777
1280.0,560.433158381885,1.7041300000000001
1300.0,572.1810833732009,1.7007299999999999
1320.0,583.9518235369469,1.69753
1340.0,595.7440421761357,1.6945400000000002
1360.0,607.5563875904863,1.69175
1380.0,619.3875638027533,1.6891500000000002
1400.0,631.2363322882962,1.6867299999999998
1420.0,643.1015135786284,1.68448
1440.0,654.9819534120116,1.6824000000000001
1460.0,666.8764884409071,1.68049
1480.0,678.7840178614741,1.67873
1500.0,690.7035044913172,1.6771200000000002
1520.0,702.6339404261732,1.67565
1540.0,714.5743477447307,1.67432
1560.0,726.5237435699271,1.6731299999999998
1580.0,738.4811763142513,1.67207
1600.0,750.4457620890217,1.67113
1620.0,762.4166496132356,1.67031
1640.0,774.3929849018201,1.66961
1660.0,786.3739475269648,1.66902
1680.0,798.3587510443069,1.66854
1700.0,810.346607493277,1.6681700000000002
1750.0,840.3239752279296,1.66768
1800.0,870.3048474584122,1.66778
1850.0,900.2789809200184,1.6684299999999999
1900.0,930.2369534453173,1.66958
1950.0,960.1700003610111,1.67121
2000.0,990.0698474765854,1.67329
2100.0,1049.7371166335765,1.67864
2200.0,1109.1886257988247,1.68546
2300.0,1168.377899117934,1.6935499999999999
2400.0,1227.2650819802811,1.7028
2500.0,1285.8160191914371,1.71306
2600.0,1344.0015018915246,1.72426
2700.0,1401.796481590626,1.73629
2800.0,1459.1798077883905,1.74909
2900.0,1516.133607955509,1.7625799999999998
3000.0,1572.6428590164892,1.77672
3200.0,1684.2749609327466,1.8067300000000002
3400.0,1794.0071633813625,1.83879
3600.0,1901.7915845744453,1.87263
3800.0,2007.601669937184,1.9080599999999999
4000.0,2111.427184221635,1.9449100000000001
4200.0,2213.2710713990855,1.9830400000000001
4400.0,2313.146611709608,2.02233
4600.0,2411.0744380976726,2.06271
4800.0,2507.0810604570174,2.10408
5000.0,2601.197843055377,2.1463799999999997
5250.0,2716.240963467024,2.20049
5500.0,2828.4572419431997,2.25588
6000.0,3044.755070651888,2.3702
6500.0,3250.679399834585,2.4888500000000002
7000.0,3446.857454463301,2.61151
7500.0,3633.8980362022353,2.7379100000000003
8000.0,3812.3815754082466,2.86786
8500.0,3982.8543252058794,3.00121
9000.0,4145.826194216419,3.13786
9500.0,4301.771323762108,3.2777000000000003
10000.0,4451.129417434462,3.42067
11000.0,4731.8615860250775,3.71576
12000.0,4990.715407088334,4.0227900000000005
13000.0,5230.174027292896,4.34153
14000.0,5452.365471624118,4.67182
15000.0,5659.119676456487,5.01356
16000.0,5852.016506749771,5.36669
17000.0,6032.426024585282,5.7311700000000005
18000.0,6201.541908021683,6.10697
19000.0,6360.4086518124295,6.49409
20000.0,6509.9438257633365,6.892549999999999
21000.0,6650.95712069424,7.30234
22000.0,6784.165728737358,7.72351
23000.0,6910.207169307743,8.15607
24000.0,7029.6502658755135,8.60007
25000.0,7143.004207281827,9.055530000000001
26000.0,7250.726196491962,9.52252
27000.0,7353.2278065595165,10.001100000000001
28000.0,7450.881297556398,10.4912
29000.0,7544.023777441659,10.993
30000.0,7632.960967017535,11.5065
32000.0,7799.42982443031,12.568900000000001
34000.0,7952.097644124685,13.6787
36000.0,8092.6053478581,14.8365
38000.0,8222.339947678214,16.0428
40000.0,8342.483691877527,17.2979
42000.0,8454.050393105841,18.6025
44000.0,8557.914340291254,19.957
46000.0,8654.834168159914,21.362
48000.0,8745.471314804392,22.818
50000.0,8830.405320377995,24.325599999999998
