method,stratum,value,n,global_pid_threshold,local_pid_threshold,boundary_displacement,global_balanced_accuracy,local_balanced_accuracy
joint_sequence_transformer,pedestal_hysteresis,falling,111,0.4793851372599601,0.4792957752943039,-8.936196565623167e-05,0.53776079929474,0.584307992202729
joint_sequence_transformer,pedestal_hysteresis,flat,442,0.4793851372599601,0.4810711345076561,0.0016859972476959695,0.53776079929474,0.5349466776045939
joint_sequence_transformer,pedestal_hysteresis,rising,107,0.4793851372599601,0.523230893611908,0.04384575635194787,0.53776079929474,0.6168458781362007
joint_sequence_transformer,pileup_bin,clean,330,0.4793851372599601,0.48952759802341456,0.01014246076345443,0.53776079929474,0.5424121082987399
joint_sequence_transformer,pileup_bin,overlap,330,0.4793851372599601,0.4795206218957901,0.00013548463582996328,0.53776079929474,0.5454545454545454
joint_sequence_transformer,saturation_bin,saturated,240,0.4793851372599601,0.47934322059154505,-4.191666841507624e-05,0.53776079929474,0.5498055015282023
joint_sequence_transformer,saturation_bin,unsaturated,420,0.4793851372599601,0.5141956150531769,0.034810477793216776,0.53776079929474,0.5357142857142857
joint_sequence_transformer,late_tail_bin,core,660,0.4793851372599601,0.4793851372599601,0.0,0.53776079929474,0.53776079929474
mlp,pedestal_bin,"(-4320.819, -170.068]",220,0.475211094482591,0.4752791777163095,6.808323371848557e-05,0.7380069056714664,0.742717643164515
mlp,pedestal_bin,"(-170.068, -8.932]",220,0.475211094482591,0.4648667835878124,-0.010344310894778608,0.7380069056714664,0.7329695767195767
mlp,pedestal_bin,"(-8.932, 609.332]",220,0.475211094482591,0.4701544873389296,-0.005056607143661407,0.7380069056714664,0.7488414432307182
mlp,pedestal_hysteresis,falling,111,0.475211094482591,0.48373373731672814,0.008522642834137117,0.7380069056714664,0.767056530214425
mlp,pedestal_hysteresis,flat,442,0.475211094482591,0.46464200967847197,-0.010569084804119055,0.7380069056714664,0.742616899097621
mlp,pedestal_hysteresis,rising,107,0.475211094482591,0.47466978656183323,-0.0005413079207577942,0.7380069056714664,0.7487455197132616
mlp,pileup_bin,clean,330,0.475211094482591,0.4963508312237121,0.021139736741121073,0.7380069056714664,0.7509643290106902
mlp,pileup_bin,overlap,330,0.475211094482591,0.46624049060356926,-0.008970603879021766,0.7380069056714664,0.7303030303030303
mlp,saturation_bin,saturated,240,0.475211094482591,0.4769134454742959,0.001702350991704904,0.7380069056714664,0.7435398721867186
mlp,saturation_bin,unsaturated,420,0.475211094482591,0.46637510813014427,-0.008835986352446756,0.7380069056714664,0.7476190476190476
mlp,late_tail_bin,core,656,0.475211094482591,0.47533462836632506,0.0001235338837340394,0.7380069056714664,0.7348186981214504
mlp,late_tail_bin,late_tail_abs_gt_15ns_equiv,4,0.475211094482591,0.4614836813480127,-0.013727413134578315,0.7380069056714664,1.0
ridge,pedestal_bin,"(-4320.819, -170.068]",220,0.4277638076079896,0.43665566873842304,0.008891861130433443,0.8050984425506906,0.825637206223105
ridge,pedestal_bin,"(-170.068, -8.932]",220,0.4277638076079896,0.4236294107025757,-0.004134396905413895,0.8050984425506906,0.8015873015873016
ridge,pedestal_bin,"(-8.932, 609.332]",220,0.4277638076079896,0.4332740273695635,0.005510219761573898,0.8050984425506906,0.7967560410460113
ridge,pedestal_hysteresis,falling,111,0.4277638076079896,0.4594707293484395,0.03170692174044992,0.8050984425506906,0.8401559454191033
ridge,pedestal_hysteresis,flat,442,0.4277638076079896,0.4283133641238928,0.0005495565159032156,0.8050984425506906,0.8091673502871206
ridge,pedestal_hysteresis,rising,107,0.4277638076079896,0.41502641641154747,-0.012737391196442127,0.8050984425506906,0.8121863799283153
ridge,pileup_bin,clean,330,0.4277638076079896,0.42786876429055026,0.00010495668256066404,0.8050984425506906,0.8132691671870982
ridge,pileup_bin,overlap,330,0.4277638076079896,0.4322766528751826,0.0045128452671929775,0.8050984425506906,0.8
ridge,saturation_bin,saturated,240,0.4277638076079896,0.417991984029655,-0.009771823578334615,0.8050984425506906,0.8146012781328147
ridge,saturation_bin,unsaturated,420,0.4277638076079896,0.43697572193559187,0.009211914327602266,0.8050984425506906,0.8119047619047619
ridge,late_tail_bin,core,660,0.4277638076079896,0.4277638076079896,0.0,0.8050984425506906,0.8050984425506906
template_residual_boosted_stack_new,pedestal_bin,"(-4320.819, -170.068]",220,0.3956355094468493,0.20911667514537113,-0.18651883430147814,0.8489200705260065,0.8492221118834823
template_residual_boosted_stack_new,pedestal_bin,"(-170.068, -8.932]",220,0.3956355094468493,0.6067466147509369,0.21111110530408767,0.8489200705260065,0.8640873015873016
template_residual_boosted_stack_new,pedestal_bin,"(-8.932, 609.332]",220,0.3956355094468493,0.5810470716755912,0.18541156222874194,0.8489200705260065,0.8483118172790467
template_residual_boosted_stack_new,pedestal_hysteresis,falling,111,0.3956355094468493,0.7325812911885211,0.33694578174167183,0.8489200705260065,0.8450292397660819
template_residual_boosted_stack_new,pedestal_hysteresis,flat,442,0.3956355094468493,0.42389344772647164,0.028257938279622363,0.8489200705260065,0.855557834290402
template_residual_boosted_stack_new,pedestal_hysteresis,rising,107,0.3956355094468493,0.5487482395966456,0.15311273014979637,0.8489200705260065,0.8516129032258064
template_residual_boosted_stack_new,pileup_bin,clean,330,0.3956355094468493,0.4777621239831026,0.0821266145362533,0.8489200705260065,0.870596230851181
template_residual_boosted_stack_new,pileup_bin,overlap,330,0.3956355094468493,0.3997820691064965,0.00414655965964722,0.8489200705260065,0.8363636363636364
template_residual_boosted_stack_new,saturation_bin,saturated,240,0.3956355094468493,0.5210088207499146,0.12537331130306534,0.8489200705260065,0.8432898027229787
template_residual_boosted_stack_new,saturation_bin,unsaturated,420,0.3956355094468493,0.4090473894419614,0.01341187999511212,0.8489200705260065,0.8547619047619048
template_residual_boosted_stack_new,late_tail_bin,core,660,0.3956355094468493,0.3956355094468493,0.0,0.8489200705260065,0.8489200705260065
