run,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,high_bias_tail_fraction,within_10pct,baseline_excursion_n,early_pretrigger_n
63,robust_pretrigger_charge,18814,-0.11671076852694698,0.19350148341061987,1.4800107911906502,0.206176251727437,0.28877431699798023,215,579
63,template_fit_calibrated,18814,0.1424556371452323,0.5187227427726965,2.5507129723150115,0.529180397576273,0.17758052514085257,215,579
63,p04_frozen_mlp,18814,-0.32116806239119156,0.9804972523839591,234816531687.45944,0.883597321143829,0.046773679175082385,215,579
63,p04f_residual_mlp,18814,-0.00175390027345157,0.0544862401741874,0.13864206968901868,0.048102476878919956,0.8351227809078345,215,579
63,shuffled_residual_mlp,18814,-0.09785505495933952,0.28197733680119635,12.876780333267309,0.3695652173913043,0.2601785904113958,215,579
64,peak_charge_calibrated,14630,-0.21934229515382456,0.29276279351918505,1.9604323736634706,0.47423103212576895,0.10348598769651401,155,495
64,integral_calibrated,14630,-0.11871883918363534,0.1992176278709499,1.424923897907686,0.2038961038961039,0.2983595352016405,155,495
64,robust_pretrigger_charge,14630,-0.1187196927862822,0.1992183200705277,1.4249228958644111,0.2038961038961039,0.2983595352016405,155,495
64,template_fit_calibrated,14630,0.17875598103294082,0.555067977368084,2.5556781326596862,0.5335611756664388,0.17696514012303485,155,495
64,p04_frozen_mlp,14630,-0.7517217919556178,0.9885075029796495,268.6222593890277,0.9189336978810663,0.03192071086807929,155,495
64,p04f_residual_mlp,14630,0.009900547350189387,0.09220385122964203,0.21714978874352048,0.07183868762816131,0.709501025290499,155,495
64,shuffled_residual_mlp,14630,-0.0680968750037291,0.24212241154753592,1.7728939016266612,0.3082023239917977,0.4185235816814764,155,495
65,peak_charge_calibrated,13038,-0.23042992264995504,0.30770961428778365,2.053442154162534,0.5091271667433656,0.08643963798128547,163,371
65,integral_calibrated,13038,-0.1309275711725435,0.21545680355915645,1.444530911174226,0.22342383801196503,0.29245283018867924,163,371
65,robust_pretrigger_charge,13038,-0.1309270860795967,0.21545771867107405,1.4445319329527662,0.22342383801196503,0.29245283018867924,163,371
65,template_fit_calibrated,13038,0.2824896658571644,0.6971123284712668,2.561298180300737,0.5699493787390704,0.16827734315079,163,371
65,p04_frozen_mlp,13038,-0.409338580905145,0.9937828314408869,2.56588429316549e+25,0.9163215217057831,0.03374750728639362,163,371
65,p04f_residual_mlp,13038,0.002108332839544834,0.075929619835382,2.1027337266657757,0.07340082834790612,0.7619266758705323,163,371
65,shuffled_residual_mlp,13038,-0.18137833131457085,0.32381928797642634,14.78133556745471,0.4781408191440405,0.21989568952293295,163,371
