run,stack,file,sha256,entries,branches,trigger_summary,trigger_mode,beam_state,nonbeam_trigger_entries,mirror
15,A,data/root/root/hrda_run_0015.root,ee6288d430ec70031fe39191a59993885521803a0428da2d7f21756325071c3c,103882,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:103882,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
15,B,data/root/root/hrdb_run_0015.root,a229b6ef8651735b2de0ba40770c497cadfc0203a66b68483c493973eae92b45,103871,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:103871,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
16,A,data/root/root/hrda_run_0016.root,0c25c045141c511785d37cd51ebb40f33b9273f7fcc8a105fbd33e018012769e,11984,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:11984,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
16,B,data/root/root/hrdb_run_0016.root,95be7d907516b8bb0f9b39c2ed8acea42e875ee9abe69bc23d08dcac5cacf89f,11533,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:11533,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
17,A,data/root/root/hrda_run_0017.root,38da2637211678d50ad432f725c0b8c22124e1086549ae8f7873349c6cb22508,5670,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:5670,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
17,B,data/root/root/hrdb_run_0017.root,1d3f22478e067daadaf46e5abd56d855fd051ea96b60c0bbf51309bfee80caa8,5648,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:5648,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
18,A,data/root/root/hrda_run_0018.root,e490257706a631560bfa944774205af40c78da75a09d6df42144959e1e217528,75391,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:75391,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
18,B,data/root/root/hrdb_run_0018.root,860a6ca70cdb62a751904e3386144500b4062a174e54dc92d6f40f2a15509f13,75023,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:75023,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
19,A,data/root/root/hrda_run_0019.root,e4e8e7b6782d63a154f244744f4ea79f83d9ffa42f35a09c42d71f108b12df3d,73816,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:73816,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
19,B,data/root/root/hrdb_run_0019.root,3adb7099d18eb008578f661b5549dea8494d55f822ddc5874ea7a318ae90f388,73470,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:73470,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
20,A,data/root/root/hrda_run_0020.root,52c9831547f434171b29c49becde4556d089bb6e3f05c9a268c0b9159864b499,57759,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:57759,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
20,B,data/root/root/hrdb_run_0020.root,4e270cfa9eb6b2ae7e26c8df7eb93d807dd1e26db5094935e956d60f6c175fa0,57388,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:57388,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
21,A,data/root/root/hrda_run_0021.root,af5a0159a5595fe7eb4d22da0449c618ba4825cb6f95b5237980839e317a1c8d,0,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,empty_tree,nonbeam_or_mixed,empty_tree,0,/home/billy/ccb-data/extracted/root/root/
21,B,data/root/root/hrdb_run_0021.root,38b898ee1b21d205ffa22f452b3db93f0db452b873733faf101b3cf8ce3cbd26,0,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,empty_tree,nonbeam_or_mixed,empty_tree,0,/home/billy/ccb-data/extracted/root/root/
22,A,data/root/root/hrda_run_0022.root,b096534ba15bc3aa2375d8a6e22b4c09e39469f847b7ff00d1ff40d72189848c,0,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,empty_tree,nonbeam_or_mixed,empty_tree,0,/home/billy/ccb-data/extracted/root/root/
22,B,data/root/root/hrdb_run_0022.root,6ab44f4b8c26f8fcd6ca30c2dddebe73d931952f2b666d1bfd68008bdcea0cd2,0,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,empty_tree,nonbeam_or_mixed,empty_tree,0,/home/billy/ccb-data/extracted/root/root/
23,A,data/root/root/hrda_run_0023.root,9142fddebec619f78fd19191f4b01614f96ce0ce799efacdcf69a211b50ec4f4,3815,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:3815,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
23,B,data/root/root/hrdb_run_0023.root,ec7bfad1c22184d21c1b3a90e48e60ffa1aed323593f529f038f3489ad1eea50,3806,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:3806,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
24,A,data/root/root/hrda_run_0024.root,18df8b1021468e6f34314a1aeeb554ae065c67893b51740b539febee7de1ead8,24988,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:24988,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
24,B,data/root/root/hrdb_run_0024.root,892b473418d486354346906d502939db8829edaa40e5f7dd09c71726cb497483,24908,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:24908,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
25,A,data/root/root/hrda_run_0025.root,6e3b8fe55bd8e353acdd96c3b8bd918816fc948913746d23be8d34ddf56d339e,3315,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:3315,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
25,B,data/root/root/hrdb_run_0025.root,2efd146fc1a059e943ece30b5e73064a75204e9a75c48808471d1574a3f54f1a,3315,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:3315,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
26,A,data/root/root/hrda_run_0026.root,f632b71c9d406a647f34930cd9b64df6b46f168d1c27172d97fd0b8f919cf1ee,54079,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:54079,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
26,B,data/root/root/hrdb_run_0026.root,72c8d6c536fe74cf3a1cf06657613d1b043a846168a758fe3ac021b00b8d6950,53953,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:53953,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
27,A,data/root/root/hrda_run_0027.root,c1a1b4c410cf7f47ca36079fba392ee12a27b001e2f710ffb67c55db43e05159,34986,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:34986,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
27,B,data/root/root/hrdb_run_0027.root,b2b40fa970ef8d3dd3e44d9d71b6e77c740c441bb8429dc7ed6097caf9c92994,34979,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:34979,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
28,A,data/root/root/hrda_run_0028.root,66aaa1135131d58c5ebee53e4b4ebcd5da04c9cae34ff6378554ccc28c5d297d,5222,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:5222,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
28,B,data/root/root/hrdb_run_0028.root,ebe54de23d611f7583fe617785802098a116a8c4884e8e3d8ec7ee254e28a503,5203,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:5203,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
29,A,data/root/root/hrda_run_0029.root,a80e4ebffd33cc41b3684a448b4f3772cf40345cb247de6357ff6764dd0a01ee,25873,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:25873,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
29,B,data/root/root/hrdb_run_0029.root,e166cdf5ddfcb8ce09a34b2a749f6e48cab7334b485c8144bf98e591b0e36c95,25800,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:25800,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
30,A,data/root/root/hrda_run_0030.root,fc3af114a79eaa4226bff472ece5212c06585314411aefd3f4565e0211b1d19e,5243,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:5243,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
30,B,data/root/root/hrdb_run_0030.root,9fea50513af1897c3710b90ffa7541532533da1eca050c3ef844b5a67fd36c70,5265,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:5265,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
31,A,data/root/root/hrda_run_0031.root,9dc9ae16d4e5cc1e09c9aa3c43523f424d8baa17b635e4a62e116252dfd1e89a,39994,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:39994,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
31,B,data/root/root/hrdb_run_0031.root,9921aa75c062d0b8994573299a201cbe2725673319fdf1b8cffb711fb9adcea7,39990,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:39990,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
32,A,data/root/root/hrda_run_0032.root,75b51295806f2fe960d70047b5f9a7301469abf9bc61d3da97f39017b3c6658c,41913,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:41913,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
32,B,data/root/root/hrdb_run_0032.root,649983bf173352b638bf57c099dc92741b70483feba8981172b26319fc9047ff,41921,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:41921,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
33,A,data/root/root/hrda_run_0033.root,980b6b0fddcc7321c7bba3eed2695c560b8dc0870851b5c842211531ef741c09,57167,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:57167,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
33,B,data/root/root/hrdb_run_0033.root,1b8f1dcda0e53b8c7b702f00801555f6d317a87bed8efef6d228b49146dbf973,57173,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:57173,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
34,A,data/root/root/hrda_run_0034.root,bf862dc62e0a341f09561ea2682203208ae9431186960ac30a4e7636a454d80c,39721,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:39721,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
34,B,data/root/root/hrdb_run_0034.root,69ef29a8d879aaa908ab4a076c82b3d10ac7b3e2622e491e017eb368290bdf51,39765,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:39765,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
35,A,data/root/root/hrda_run_0035.root,6218ea5cc30f54aa9bb3ab7a2f66e78655ab5e5bbc220a42cf0b446ee8278e65,27764,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:27764,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
35,B,data/root/root/hrdb_run_0035.root,a6e08e36ab103e76b53741b55ea7cd3e648d1800508d6144b96ab80820e156ea,27786,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:27786,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
36,A,data/root/root/hrda_run_0036.root,f3856daa9d9a0dce258790ec130a553e3b10f8da41752896d0fb9727b8f303e5,21755,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:21755,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
36,B,data/root/root/hrdb_run_0036.root,1160bee157e233eb63421597b415f1aaf4dea2c1e7e4a804836c487704852fee,21764,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:21764,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
37,A,data/root/root/hrda_run_0037.root,1a0ebd9202bacb568de7ba7cd994b769e8c37e3e03c64af5ab19dfa22ad4fa4a,50511,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:50511,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
37,B,data/root/root/hrdb_run_0037.root,6bcebe85c0b1e38a42cc326cbcdc2107ccaee877372bffd537ce71baa1b22fd3,50513,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:50513,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
39,A,data/root/root/hrda_run_0039.root,d6d168608e742109ba75fddbb5dd533ddf14de06298c36dfa7b32a144a7a2f78,30336,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:30336,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
39,B,data/root/root/hrdb_run_0039.root,b875c8d45a62a39933d7d4648518040a645629e6fb60c9111a7d05c4d982c568,30321,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:30321,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
40,A,data/root/root/hrda_run_0040.root,1494136cc886313efb6407b4e6593a91bbb5aab4fb9e41fee61e6fd9d9d0dd8c,32645,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:32645,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
40,B,data/root/root/hrdb_run_0040.root,0d4ebb2f14673aea000c454fd8a4be2c56d6028c31e26a82c1ecd85578128f17,32613,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:32613,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
41,A,data/root/root/hrda_run_0041.root,a73d5176faac86db5729413a872bfa8893dc99a8f04703f20820917fd96527ca,34021,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:34021,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
41,B,data/root/root/hrdb_run_0041.root,72f7a53810bcc4858c2d56e64bdc3bcbb94b9f8e34d35b79c202a77328eb8010,33997,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:33997,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
42,A,data/root/root/hrda_run_0042.root,4231c6f44238a88e523bb6478ccdaf50ea8df54b0860ac5d6c07b111fe65903b,33976,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:33976,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
42,B,data/root/root/hrdb_run_0042.root,b941a6a777414912a0db865a87f68370accf916348340d2249972018f2e61898,33972,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:33972,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
43,A,data/root/root/hrda_run_0043.root,69e12d74b1dc64ae8e95a8bc1f949877b85dae689e3894cd1a6f93c485880c4b,13,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:13,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
43,B,data/root/root/hrdb_run_0043.root,74e64f1ffa2afcdb179cc8bf1b5d28d6c277f408992aa7077f104edf10eef81e,13,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:13,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
44,A,data/root/root/hrda_run_0044.root,8b9a0c63e5ebff7df6b49fe1c34fb2f058671bfd4fa4507e1e864b52e31813ad,4299,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:4299,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
44,B,data/root/root/hrdb_run_0044.root,0ac6d667ebf7c1b47d037dde649e5977cdc6012d80abb6a311516bc67d03ad50,4294,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:4294,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
45,A,data/root/root/hrda_run_0045.root,0667f58a0c2408419fe2838feca49c211d681153295fbff131ba357ab7b17dbb,48208,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:48208,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
45,B,data/root/root/hrdb_run_0045.root,b7bf2921edc3f776390cf50efe6901cb99f9807d7ae04ab5d8925348b74eb96b,48181,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:48181,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
46,A,data/root/root/hrda_run_0046.root,d723c69ee87a20b8966c6186726c37cd827538b71d6b80cae051f20a77d625b5,1444,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:1444,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
46,B,data/root/root/hrdb_run_0046.root,7a1f8b5c0e478739401425f3e80bb5469433064137ccbd30266f8e42da135bf3,1441,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:1441,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
47,A,data/root/root/hrda_run_0047.root,95c0b24c9978ea91c22606d309b6dd37aa4450b943b95cf14f6c5c73a21bd32b,10982,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:10982,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
47,B,data/root/root/hrdb_run_0047.root,f73d9328de01147826d0c142caa38baa7d6577ce88b6c6566b57039919015bc3,10970,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:10970,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
48,A,data/root/root/hrda_run_0048.root,a0865b8b7247be879b2f3a1c542aa392587fafe3ebb1059379def5296aef2a38,31671,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:31671,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
48,B,data/root/root/hrdb_run_0048.root,73de7b2c54394585869fce573aeeae1075af130741524484dd79a6823183eaf8,31713,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:31713,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
49,A,data/root/root/hrda_run_0049.root,f4517dbb6f46f61e4b0ff3c3f207a86e9dc8a03e27ab74511a0f02f159654574,32325,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:32325,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
49,B,data/root/root/hrdb_run_0049.root,78de20d813d501dfc9881ec9ee7e8297a9c26929d6ed71400238ca4f29664744,32354,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:32354,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
50,A,data/root/root/hrda_run_0050.root,73be3ab5d4b080192c83fdf0600c5c5f4c48a6cafed7c1b2cb16b0c23690f7f9,44824,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:44824,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
50,B,data/root/root/hrdb_run_0050.root,5fa46e1f0ab4eb605501ccf952bfca46eb46be2dffd66672beadd01305dfe799,44804,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:44804,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
51,A,data/root/root/hrda_run_0051.root,d08c3f5b1aa00d62377ddc5249612a79f523e3ab1379dc88cee13e35f2f2acd6,20566,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:20566,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
51,B,data/root/root/hrdb_run_0051.root,6ffc099d12f495df759033caef8c53c05aa24acada928392afe796f3a72c011e,20569,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:20569,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
52,A,data/root/root/hrda_run_0052.root,8700c89383ef567249b3b1cdb2cbc19f33cc33509a19b24165c528f72e4e9f9a,10010,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:10010,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
52,B,data/root/root/hrdb_run_0052.root,3305bb0a1604afe6c83783d0e5d576d729c217c203eedf3bc44f304dab5fe0af,10005,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:10005,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
53,A,data/root/root/hrda_run_0053.root,c93ca01697382bcb2680a433a48c41105943981e1a221c7f5349a8412e8ea874,39621,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:39621,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
53,B,data/root/root/hrdb_run_0053.root,62307716ee4b31dc7ab0b114401e684508d6f18beb59721a50a9aeddf4feb43c,39612,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:39612,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
54,A,data/root/root/hrda_run_0054.root,36da35ade12ad942230e501b98394153b8983d53e0d922036535ec88f2d1830d,37385,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:37385,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
54,B,data/root/root/hrdb_run_0054.root,445650d124d7758e8d3a69d2c3e215e9b95f3acccc213fd9c14bbabacc763e5c,37413,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:37413,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
55,A,data/root/root/hrda_run_0055.root,78451352fa3339abdd5db3e1c5b9a57ef7693bb87884aff4a4085135bb376227,24409,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:24409,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
55,B,data/root/root/hrdb_run_0055.root,134da5c9a3acb056d5bbed66f057110c506c43d3e0524936906002e56d74007c,24416,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:24416,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
56,A,data/root/root/hrda_run_0056.root,76c7845d73fe994b35a3023e4450cfe16753bbdd723fec2e8dba15e84ec0ee6a,51829,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:51829,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
56,B,data/root/root/hrdb_run_0056.root,4f99f5168a4c02c6d6c2984a53ce979dbfce7ce2790fed220d6957194135d3cb,51823,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:51823,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
57,A,data/root/root/hrda_run_0057.root,3fd411067fb6e9fa329a05463eadf54e663f9c6899c0f2570ca39bf083a78190,31275,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:31275,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
57,B,data/root/root/hrdb_run_0057.root,ed7c738068ecb1f6b71ce76da170fc280262a84571fe2ba6129e5015b0b4de16,31284,TRIGGER;EVENTNO;EVT;NO;HRD;HRDI;HRDv,1:31284,TRIGGER=1 only,beam_triggered,0,/home/billy/ccb-data/extracted/root/root/
