stratum_axis,stratum,method,n,runs,energy_fractional_sigma68,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,median_weighted_abs_energy_residual,pid_positive_fraction,tail_censored_fraction
run,64,gradient_boosted_trees,78,1,0.07637231813768189,0.07637231813768189,0.07637231813768189,0.05036353014520244,0.07692307692307693,0.34615384615384615
run,65,gradient_boosted_trees,78,1,0.08039813741509774,0.08039813741509774,0.08039813741509774,0.048927768687842446,0.02564102564102564,0.41025641025641024
run,58,mlp,78,1,0.14278173634650718,0.14278173634650718,0.14278173634650718,0.1085135101417212,0.10256410256410256,0.46153846153846156
run,60,mlp,78,1,0.16537291707940965,0.16537291707940965,0.16537291707940965,0.11140734436564283,0.0641025641025641,0.5
run,62,mlp,78,1,0.17031925303451778,0.17031925303451778,0.17031925303451778,0.08731853680684487,0.038461538461538464,0.3333333333333333
run,64,mlp,78,1,0.17376568270029674,0.17376568270029674,0.17376568270029674,0.11600834563791304,0.07692307692307693,0.34615384615384615
run,65,mlp,78,1,0.21178133469510785,0.21178133469510785,0.21178133469510785,0.13182265567482715,0.02564102564102564,0.41025641025641024
run,58,ridge,78,1,0.0760024470086853,0.0760024470086853,0.0760024470086853,0.03627427683854108,0.10256410256410256,0.46153846153846156
run,60,ridge,78,1,0.07962693428891096,0.07962693428891096,0.07962693428891096,0.054818695238898145,0.0641025641025641,0.5
run,62,ridge,78,1,0.06381875409528392,0.06381875409528392,0.06381875409528392,0.04103043979540574,0.038461538461538464,0.3333333333333333
run,64,ridge,78,1,0.06145045774325722,0.06145045774325722,0.06145045774325722,0.047634288593633625,0.07692307692307693,0.34615384615384615
run,65,ridge,78,1,0.08539183014507948,0.08539183014507948,0.08539183014507948,0.03912470481971639,0.02564102564102564,0.41025641025641024
run,58,saturation_residual_fusion_new,78,1,0.07108318769118527,0.07108318769118527,0.07108318769118527,0.04007606785564247,0.10256410256410256,0.46153846153846156
run,60,saturation_residual_fusion_new,78,1,0.07664790129617748,0.07664790129617748,0.07664790129617748,0.05002021316726751,0.0641025641025641,0.5
run,62,saturation_residual_fusion_new,78,1,0.06866451123891013,0.06866451123891013,0.06866451123891013,0.040829604603791605,0.038461538461538464,0.3333333333333333
run,64,saturation_residual_fusion_new,78,1,0.07425811164933986,0.07425811164933986,0.07425811164933986,0.050336929730395844,0.07692307692307693,0.34615384615384615
run,65,saturation_residual_fusion_new,78,1,0.07855942485195999,0.07855942485195999,0.07855942485195999,0.04777770122372506,0.02564102564102564,0.41025641025641024
run,58,tiny_sequence_transformer,78,1,0.10823823674778883,0.10823823674778883,0.10823823674778883,0.06944511997909779,0.10256410256410256,0.46153846153846156
run,60,tiny_sequence_transformer,78,1,0.1085632266575039,0.1085632266575039,0.1085632266575039,0.07361767067288152,0.0641025641025641,0.5
run,62,tiny_sequence_transformer,78,1,0.11650402233533433,0.11650402233533433,0.11650402233533433,0.06522313377221195,0.038461538461538464,0.3333333333333333
run,64,tiny_sequence_transformer,78,1,0.09589148221905486,0.09589148221905486,0.09589148221905486,0.055718120069797664,0.07692307692307693,0.34615384615384615
run,65,tiny_sequence_transformer,78,1,0.11024195774062541,0.11024195774062541,0.11024195774062541,0.053975646930944754,0.02564102564102564,0.41025641025641024
pileup_spacing,"(-0.001, 10.0]",1d_cnn,132,5,0.1047029864720993,0.098421282988466,0.11042466525513009,0.07272912322815867,0.045454545454545456,0.5
pileup_spacing,"(10.0, 25.0]",1d_cnn,88,5,0.12487980469603703,0.08650737198843754,0.14214861137553642,0.08035046246204908,0.06818181818181818,0.4431818181818182
pileup_spacing,"(25.0, 45.0]",1d_cnn,78,5,0.10433192024129032,0.08305253614273032,0.11386386633899467,0.0695106170330434,0.0641025641025641,0.23076923076923078
pileup_spacing,"(45.0, 70.0]",1d_cnn,92,5,0.114689725180172,0.1003132096721269,0.129532332183831,0.06884077824492224,0.07608695652173914,0.40217391304347827
pileup_spacing,"(-0.001, 10.0]",analytic_clipped_template_sideband_traditional,132,5,0.5765010708179917,0.558675230174014,0.5854247679607731,0.819672131147541,0.045454545454545456,0.5
pileup_spacing,"(10.0, 25.0]",analytic_clipped_template_sideband_traditional,88,5,0.5563168653006598,0.545228976447539,0.5824831255427756,0.819672131147541,0.06818181818181818,0.4431818181818182
pileup_spacing,"(25.0, 45.0]",analytic_clipped_template_sideband_traditional,78,5,0.550995489280138,0.5412965005931062,0.5908949999473515,0.1674677215820322,0.0641025641025641,0.23076923076923078
pileup_spacing,"(45.0, 70.0]",analytic_clipped_template_sideband_traditional,92,5,0.5553521534706432,0.541602848225196,0.5751655638578057,0.15263499776749748,0.07608695652173914,0.40217391304347827
pileup_spacing,"(-0.001, 10.0]",gradient_boosted_trees,132,5,0.07160968505282654,0.06082251914406715,0.07606414532537971,0.05073329328738797,0.045454545454545456,0.5
pileup_spacing,"(10.0, 25.0]",gradient_boosted_trees,88,5,0.0676117684600068,0.05566302246909928,0.07971319600864786,0.0359367352263119,0.06818181818181818,0.4431818181818182
pileup_spacing,"(25.0, 45.0]",gradient_boosted_trees,78,5,0.08061523176633982,0.06664766727845285,0.08953085917852774,0.051255564901421705,0.0641025641025641,0.23076923076923078
pileup_spacing,"(45.0, 70.0]",gradient_boosted_trees,92,5,0.08289734893293565,0.06970419247776817,0.09451216781691221,0.05878582096923696,0.07608695652173914,0.40217391304347827
pileup_spacing,"(-0.001, 10.0]",mlp,132,5,0.19017368231461387,0.15605985839046183,0.2168797269112677,0.09068536089637133,0.045454545454545456,0.5
pileup_spacing,"(10.0, 25.0]",mlp,88,5,0.16976414423380912,0.1436302143505423,0.2388836372159896,0.11321196417117219,0.06818181818181818,0.4431818181818182
pileup_spacing,"(25.0, 45.0]",mlp,78,5,0.1669308166353208,0.12394299410822728,0.1911111312548219,0.10656937411899577,0.0641025641025641,0.23076923076923078
pileup_spacing,"(45.0, 70.0]",mlp,92,5,0.16700285650685825,0.11364934495960201,0.22189406322714877,0.12413838804465144,0.07608695652173914,0.40217391304347827
pileup_spacing,"(-0.001, 10.0]",ridge,132,5,0.0739405655038099,0.06814498810209493,0.08811860790074308,0.036090606524695173,0.045454545454545456,0.5
pileup_spacing,"(10.0, 25.0]",ridge,88,5,0.0671346727649805,0.048218213049740485,0.07489114694872495,0.03492290448526562,0.06818181818181818,0.4431818181818182
pileup_spacing,"(25.0, 45.0]",ridge,78,5,0.06632275152371292,0.059603888091173035,0.0806495701748327,0.04846597772871549,0.0641025641025641,0.23076923076923078
pileup_spacing,"(45.0, 70.0]",ridge,92,5,0.07075990405765704,0.04970430583490667,0.07603773405399328,0.05946192890384925,0.07608695652173914,0.40217391304347827
pileup_spacing,"(-0.001, 10.0]",saturation_residual_fusion_new,132,5,0.07350436267838703,0.064832927378742,0.08820192013143242,0.04445815567180368,0.045454545454545456,0.5
pileup_spacing,"(10.0, 25.0]",saturation_residual_fusion_new,88,5,0.060462839318361924,0.044716940948408994,0.07675232215724372,0.042614233540907195,0.06818181818181818,0.4431818181818182
pileup_spacing,"(25.0, 45.0]",saturation_residual_fusion_new,78,5,0.06637106004911508,0.0531585084159038,0.07791728252795643,0.04235962259633207,0.0641025641025641,0.23076923076923078
pileup_spacing,"(45.0, 70.0]",saturation_residual_fusion_new,92,5,0.08171982902464492,0.07004655306159113,0.09808622757879132,0.05467169337918515,0.07608695652173914,0.40217391304347827
pileup_spacing,"(-0.001, 10.0]",tiny_sequence_transformer,132,5,0.10087950609749821,0.08886885694896032,0.1355844459448879,0.059591069502427686,0.045454545454545456,0.5
pileup_spacing,"(10.0, 25.0]",tiny_sequence_transformer,88,5,0.10282429019915443,0.05929400262777198,0.11496651775650119,0.057213006340066805,0.06818181818181818,0.4431818181818182
pileup_spacing,"(25.0, 45.0]",tiny_sequence_transformer,78,5,0.06809268429754475,0.055687423850869354,0.08354946900147413,0.043058939931193196,0.0641025641025641,0.23076923076923078
pileup_spacing,"(45.0, 70.0]",tiny_sequence_transformer,92,5,0.13039121957588387,0.10824146500185967,0.1386573707010512,0.09133615503826648,0.07608695652173914,0.40217391304347827
saturation_depth,0,1d_cnn,381,5,0.11125378912035933,0.10637211614248536,0.11963222709255825,0.07316976423283543,0.04461942257217848,0.3963254593175853
saturation_depth,3-5,1d_cnn,5,3,0.02001351109050705,0.0,0.034659730670187905,0.01071206204838505,0.6,1.0
saturation_depth,0,analytic_clipped_template_sideband_traditional,381,5,0.5600474155414721,0.5525780821275609,0.5734672092750064,0.2780146429647451,0.04461942257217848,0.3963254593175853
saturation_depth,3-5,analytic_clipped_template_sideband_traditional,5,3,0.247505494185791,0.0002718736931281943,0.6507745536414871,0.1005931373351567,0.6,1.0
saturation_depth,0,gradient_boosted_trees,381,5,0.07695907543370312,0.07224766114479239,0.0843644040685851,0.05058989020211193,0.04461942257217848,0.3963254593175853
saturation_depth,3-5,gradient_boosted_trees,5,3,0.038065775574646146,0.0,0.05975678344509082,0.02411802424883478,0.6,1.0
saturation_depth,0,mlp,381,5,0.18508745459937775,0.16637108250430324,0.2033392049652245,0.11603281209824956,0.04461942257217848,0.3963254593175853
saturation_depth,3-5,mlp,5,3,0.04670916779251709,0.006258642790859963,0.1106832731053563,0.06301549307344069,0.6,1.0
saturation_depth,0,ridge,381,5,0.07223160385273204,0.0642334968122222,0.0831292371607537,0.04392711368514809,0.04461942257217848,0.3963254593175853
saturation_depth,3-5,ridge,5,3,0.01395867753659042,0.0,0.019561653789981558,0.02354592913276516,0.6,1.0
saturation_depth,0,saturation_residual_fusion_new,381,5,0.07470781551560252,0.07253655851189847,0.08089483924043783,0.047617753782945076,0.04461942257217848,0.3963254593175853
saturation_depth,3-5,saturation_residual_fusion_new,5,3,0.01252987412616452,0.003646817465803363,0.014158587997260972,0.005269548038050731,0.6,1.0
saturation_depth,0,tiny_sequence_transformer,381,5,0.10934627760187421,0.09704110736114727,0.11400310818864769,0.0625827866356927,0.04461942257217848,0.3963254593175853
saturation_depth,3-5,tiny_sequence_transformer,5,3,0.054838122681437174,0.0,0.06506738725060897,0.05728441367855077,0.6,1.0
pedestal_drift,nominal,1d_cnn,135,5,0.0905303134648607,0.07402324243115906,0.09868246688008915,0.06216371706459867,0.014814814814814815,0.45925925925925926
pedestal_drift,shifted,1d_cnn,255,5,0.12441949455305149,0.11602646943815548,0.12951525336134503,0.0774371220248158,0.08627450980392157,0.3843137254901961
pedestal_drift,nominal,analytic_clipped_template_sideband_traditional,135,5,0.584453749561913,0.5453160834287184,0.5932482819236987,0.15048137760744,0.014814814814814815,0.45925925925925926
pedestal_drift,shifted,analytic_clipped_template_sideband_traditional,255,5,0.553459460326935,0.5412859165241314,0.5601192813164163,0.819672131147541,0.08627450980392157,0.3843137254901961
pedestal_drift,nominal,gradient_boosted_trees,135,5,0.0697345636538182,0.058151700989541394,0.08024466359358268,0.041674996099793825,0.014814814814814815,0.45925925925925926
pedestal_drift,shifted,gradient_boosted_trees,255,5,0.08554109241135162,0.07636886900708192,0.0982635853115874,0.05286807559056826,0.08627450980392157,0.3843137254901961
pedestal_drift,nominal,mlp,135,5,0.15125346241687268,0.12791611697317445,0.18282763627721663,0.11544231994505941,0.014814814814814815,0.45925925925925926
pedestal_drift,shifted,mlp,255,5,0.1969375359386167,0.18001659432445655,0.21010709110364953,0.11352470374502709,0.08627450980392157,0.3843137254901961
pedestal_drift,nominal,ridge,135,5,0.05148581082568028,0.04640639310941511,0.059578584984598004,0.03523399358271324,0.014814814814814815,0.45925925925925926
pedestal_drift,shifted,ridge,255,5,0.09119589257083505,0.07868210186834039,0.10164766330108206,0.04959520358224335,0.08627450980392157,0.3843137254901961
pedestal_drift,nominal,saturation_residual_fusion_new,135,5,0.06364536531716486,0.0577690021259453,0.07490242228813349,0.03935933924193328,0.014814814814814815,0.45925925925925926
pedestal_drift,shifted,saturation_residual_fusion_new,255,5,0.08241219238069339,0.07754644890815052,0.08599153267612947,0.05029254211956684,0.08627450980392157,0.3843137254901961
pedestal_drift,nominal,tiny_sequence_transformer,135,5,0.09490159104028983,0.08225540272884478,0.11554891612505232,0.05722576182719259,0.014814814814814815,0.45925925925925926
pedestal_drift,shifted,tiny_sequence_transformer,255,5,0.1119257534332084,0.09879938908783578,0.11983280354889458,0.06901868024813526,0.08627450980392157,0.3843137254901961
pulse_shape_class,late_tail_high,1d_cnn,173,5,0.10490211482771837,0.08293728081834875,0.12241126041694285,0.07546887470071828,0.03468208092485549,0.4508670520231214
pulse_shape_class,late_tail_low,1d_cnn,217,5,0.11215874112998876,0.10652817386832768,0.11726174238692694,0.07109968474641738,0.08294930875576037,0.3778801843317972
pulse_shape_class,late_tail_high,analytic_clipped_template_sideband_traditional,173,5,0.567637134696375,0.5520451357071199,0.5866634888930624,0.8771929824561403,0.03468208092485549,0.4508670520231214
pulse_shape_class,late_tail_low,analytic_clipped_template_sideband_traditional,217,5,0.5578409880645232,0.5550433486155516,0.5630863117960236,0.1412278323189089,0.08294930875576037,0.3778801843317972
pulse_shape_class,late_tail_high,gradient_boosted_trees,173,5,0.07155822744130058,0.06558223924466984,0.07336967029727423,0.04196836732078176,0.03468208092485549,0.4508670520231214
pulse_shape_class,late_tail_low,gradient_boosted_trees,217,5,0.08422881853752817,0.07413485954946625,0.09375024011981234,0.0535513018281922,0.08294930875576037,0.3778801843317972
pulse_shape_class,late_tail_high,mlp,173,5,0.16485635591450198,0.14310200062389097,0.18212585851030927,0.10350037769255818,0.03468208092485549,0.4508670520231214
pulse_shape_class,late_tail_low,mlp,217,5,0.1894330945183788,0.17553256615840526,0.20619464793988324,0.12182944134662056,0.08294930875576037,0.3778801843317972
pulse_shape_class,late_tail_high,ridge,173,5,0.07053678186288756,0.058813046337672745,0.07429254420875227,0.04020799939342865,0.03468208092485549,0.4508670520231214
pulse_shape_class,late_tail_low,ridge,217,5,0.074951932097514,0.06661117452615598,0.08846193856417821,0.04703230961609646,0.08294930875576037,0.3778801843317972
pulse_shape_class,late_tail_high,saturation_residual_fusion_new,173,5,0.06501469514997413,0.05848896011309403,0.07009970771185754,0.03935933924193328,0.03468208092485549,0.4508670520231214
pulse_shape_class,late_tail_low,saturation_residual_fusion_new,217,5,0.0830200143196273,0.07675283016724459,0.09386153458084939,0.05126659301459842,0.08294930875576037,0.3778801843317972
pulse_shape_class,late_tail_high,tiny_sequence_transformer,173,5,0.09240443504157349,0.08092658421902615,0.09767369340079934,0.056054048134869056,0.03468208092485549,0.4508670520231214
pulse_shape_class,late_tail_low,tiny_sequence_transformer,217,5,0.1145766431420949,0.09741654151646578,0.12590190668801263,0.06939333470497004,0.08294930875576037,0.3778801843317972
energy_bias,under_gt10pct,1d_cnn,34,5,0.06550765429258787,0.04833350147336064,0.08116547326283657,0.14261993961010205,0.14705882352941177,0.2647058823529412
energy_bias,under_3_10pct,1d_cnn,70,5,0.021808819654385074,0.02013050321242204,0.02474707453226903,0.05929842965417756,0.12857142857142856,0.2714285714285714
energy_bias,near_zero,1d_cnn,77,5,0.020081355172759607,0.017172704776471166,0.02361888637231932,0.014221775719020122,0.09090909090909091,0.4155844155844156
energy_bias,over_3_10pct,1d_cnn,96,5,0.024734527442051134,0.01913902186317459,0.02746139499052881,0.05645139824146937,0.010416666666666666,0.4375
energy_bias,over_gt10pct,1d_cnn,113,5,0.06333363827449627,0.05043969780445599,0.0827618729334386,0.14815031366938144,0.017699115044247787,0.5132743362831859
energy_bias,under_gt10pct,analytic_clipped_template_sideband_traditional,196,5,0.0,0.0,0.0,0.9433962264150942,0.05612244897959184,0.42346938775510207
energy_bias,under_3_10pct,analytic_clipped_template_sideband_traditional,14,5,0.01847351136062853,0.01442910110221243,0.022848774680970532,0.05146766082862084,0.14285714285714285,0.14285714285714285
energy_bias,near_zero,analytic_clipped_template_sideband_traditional,33,5,0.01790555198795108,0.014198948826830985,0.01897799228956608,0.013657524696454124,0.030303030303030304,0.21212121212121213
energy_bias,over_3_10pct,analytic_clipped_template_sideband_traditional,68,5,0.02005298641534026,0.015517324769247491,0.022840954971050327,0.06432924203416979,0.10294117647058823,0.36764705882352944
energy_bias,over_gt10pct,analytic_clipped_template_sideband_traditional,79,5,0.07158218656491791,0.06327031695523529,0.08794816610615919,0.15798340454718313,0.0379746835443038,0.5443037974683544
energy_bias,under_gt10pct,gradient_boosted_trees,41,5,0.04261700289364024,0.024712014894426676,0.057798103486204504,0.12537273792070036,0.14634146341463414,0.3170731707317073
energy_bias,under_3_10pct,gradient_boosted_trees,90,5,0.019272863496511482,0.013941378862521267,0.022670488930704443,0.05036353014520244,0.07777777777777778,0.4444444444444444
energy_bias,near_zero,gradient_boosted_trees,119,5,0.018400938297476434,0.014821497752252298,0.020620349148869125,0.011358134982385632,0.04201680672268908,0.40336134453781514
energy_bias,over_3_10pct,gradient_boosted_trees,86,5,0.023173137841510403,0.020765409981741735,0.024861126693569383,0.05803616873528737,0.046511627906976744,0.46511627906976744
energy_bias,over_gt10pct,gradient_boosted_trees,54,5,0.08639763717384194,0.0640980475157317,0.09879161436613063,0.13434827552357068,0.037037037037037035,0.35185185185185186
energy_bias,under_gt10pct,mlp,117,5,0.0723956465403286,0.06122898815292702,0.09152445896698083,0.14381188610023166,0.08547008547008547,0.37606837606837606
energy_bias,under_3_10pct,mlp,65,5,0.02130990580904363,0.01936674256075626,0.023809724624356977,0.05818400460613948,0.13846153846153847,0.4153846153846154
energy_bias,near_zero,mlp,48,5,0.020774704934658446,0.01684686971877422,0.02279903844004876,0.015117302409971573,0.041666666666666664,0.4791666666666667
energy_bias,over_3_10pct,mlp,51,5,0.022392715917892204,0.01752161752313058,0.028763075996982572,0.05883976127594913,0.0196078431372549,0.45098039215686275
energy_bias,over_gt10pct,mlp,109,5,0.11412236457665145,0.08029088999468612,0.14297174888785347,0.21066734915580204,0.01834862385321101,0.3944954128440367
energy_bias,under_gt10pct,ridge,30,5,0.04604812753014411,0.03016068094217142,0.06628751162994843,0.14605602437943033,0.13333333333333333,0.3
energy_bias,under_3_10pct,ridge,104,5,0.021575819202767136,0.018665579655019512,0.023696738525695125,0.052445013814963054,0.07692307692307693,0.3942307692307692
energy_bias,near_zero,ridge,138,5,0.019871365497591303,0.01851019716107537,0.022216141936768102,0.015155503423626766,0.06521739130434782,0.45652173913043476
energy_bias,over_3_10pct,ridge,66,5,0.019023723719614888,0.016504783888034547,0.021805963051044513,0.051188413733760096,0.0,0.4696969696969697
energy_bias,over_gt10pct,ridge,52,5,0.0698145360048491,0.048166959663045635,0.09549195283087691,0.14728341246720483,0.057692307692307696,0.3076923076923077
energy_bias,under_gt10pct,saturation_residual_fusion_new,28,5,0.04343072093394767,0.030339044128524364,0.06306903919979984,0.1413861820486383,0.14285714285714285,0.2857142857142857
energy_bias,under_3_10pct,saturation_residual_fusion_new,96,5,0.020499542917116552,0.018289345966624123,0.025132579556457774,0.051427737697461555,0.07291666666666667,0.4270833333333333
energy_bias,near_zero,saturation_residual_fusion_new,118,5,0.019882641060971956,0.01807864881285639,0.022110942028135322,0.013470922774172039,0.059322033898305086,0.4745762711864407
energy_bias,over_3_10pct,saturation_residual_fusion_new,101,5,0.02337520121073131,0.019756060691147784,0.027420681198580297,0.0552241314897972,0.04950495049504951,0.39603960396039606
energy_bias,over_gt10pct,saturation_residual_fusion_new,47,5,0.08622066105852624,0.06728827096187026,0.09194138361571987,0.13635386017746173,0.02127659574468085,0.3191489361702128
energy_bias,under_gt10pct,tiny_sequence_transformer,85,5,0.06469055306394342,0.055824259382508845,0.07303663479220777,0.1521644527849014,0.10588235294117647,0.43529411764705883
energy_bias,under_3_10pct,tiny_sequence_transformer,77,5,0.023735458715037527,0.019675189698221258,0.027403034389291796,0.056054048134869056,0.09090909090909091,0.2987012987012987
energy_bias,near_zero,tiny_sequence_transformer,96,5,0.021848869373044172,0.019612806850416435,0.024990762907610972,0.01641458830776995,0.041666666666666664,0.3958333333333333
energy_bias,over_3_10pct,tiny_sequence_transformer,85,5,0.025322123172604957,0.016358680159827145,0.029585338152196917,0.056498109276888635,0.023529411764705882,0.4823529411764706
energy_bias,over_gt10pct,tiny_sequence_transformer,47,5,0.04940865088847816,0.03344182275215496,0.07557925134940882,0.12936242420710586,0.0425531914893617,0.44680851063829785
pid_confusion,fn,1d_cnn,8,3,0.06981092353915863,0.0,0.08288134329834124,0.12298688579937028,1.0,0.0
pid_confusion,fp,1d_cnn,9,5,0.25165097996557095,0.06423055670303271,1.638971075481134,0.294476542480566,0.0,0.5555555555555556
pid_confusion,tn,1d_cnn,357,5,0.10793120004345548,0.10141231151495929,0.1173453691646199,0.07237689155605911,0.0,0.40896358543417366
pid_confusion,tp,1d_cnn,16,5,0.06442930586036527,0.022275089646055086,0.10617857948860228,0.03387240405638417,1.0,0.5625
pid_confusion,fn,analytic_clipped_template_sideband_traditional,11,5,0.0,0.0,0.425689665256167,0.9433962264150942,1.0,0.36363636363636365
pid_confusion,fp,analytic_clipped_template_sideband_traditional,5,5,0.03381739533810295,0.00038235125867532027,0.04459944857862201,0.07783425546386091,0.0,0.2
pid_confusion,tn,analytic_clipped_template_sideband_traditional,361,5,0.5618984554608423,0.5542153348396343,0.5750043797406683,0.33492785520213575,0.0,0.4155124653739612
pid_confusion,tp,analytic_clipped_template_sideband_traditional,13,4,0.081312629167071,0.038169979529466,0.13506302779524396,0.06956866230469062,1.0,0.38461538461538464
pid_confusion,tn,gradient_boosted_trees,363,5,0.07599117617958517,0.0705770584380401,0.08373419067092391,0.04921200871527113,0.0,0.41046831955922863
pid_confusion,tp,gradient_boosted_trees,20,5,0.08433785961856252,0.053673919743700005,0.09578689458841937,0.05174307662846897,1.0,0.45
pid_confusion,fn,mlp,8,3,0.11296869653649812,0.03747101629501888,0.15796403430127806,0.12250508849509828,1.0,0.0
pid_confusion,fp,mlp,6,4,0.573929356421539,0.04112838727962287,1.5268526356526892,0.2040692565370963,0.0,0.3333333333333333
pid_confusion,tn,mlp,360,5,0.18187836602894264,0.16614713396669278,0.20293212293202928,0.11600834563791304,0.0,0.41388888888888886
pid_confusion,tp,mlp,16,5,0.07842910763311509,0.03118812469247645,0.12177946432111637,0.06064087264013251,1.0,0.5625
pid_confusion,tn,ridge,362,5,0.07168735246383216,0.06383833673284278,0.08345204213823021,0.04137481319675316,0.0,0.4116022099447514
pid_confusion,tp,ridge,20,5,0.050322328787693646,0.03548343057533702,0.10438129419442194,0.036183175840598304,1.0,0.45
pid_confusion,fn,saturation_residual_fusion_new,5,3,0.06969040863142432,0.03707868380613896,0.08837410564168442,0.08274020389785958,1.0,0.0
pid_confusion,tn,saturation_residual_fusion_new,362,5,0.07331403100933163,0.07187423372592835,0.0773491080059364,0.04739404930221258,0.0,0.4116022099447514
pid_confusion,tp,saturation_residual_fusion_new,19,5,0.06411813871184953,0.03555501730335467,0.07694690604946164,0.038236143274934055,1.0,0.47368421052631576
pid_confusion,fn,tiny_sequence_transformer,6,3,0.06171550831496099,0.03320076129863636,0.0711605777738158,0.09079313886229742,1.0,0.0
pid_confusion,tn,tiny_sequence_transformer,363,5,0.10955784142768046,0.09745163915374613,0.11408123855461402,0.062379769221009136,0.0,0.4132231404958678
pid_confusion,tp,tiny_sequence_transformer,18,5,0.08189984875003063,0.04854563551979897,0.1411030912906296,0.058331673392346114,1.0,0.5
