stratum,stave,mode,direction,log_amp_center,raw_bin_target_median_ns,fitted_target_ns,n_train_pulses
all3_b2_not_selected,B4,monotonic,decreasing,7.685013802160735,12.366341316248366,12.366341316248372,13
all3_b2_not_selected,B4,monotonic,decreasing,7.780512008832564,12.36634131624838,12.366341316248372,13
all3_b2_not_selected,B4,monotonic,decreasing,7.923254671935696,12.36634131624838,12.366341316248372,14
all3_b2_not_selected,B6,monotonic,decreasing,7.261925553765326,-4.505050281790162,-4.505050281790162,14
all3_b2_not_selected,B6,monotonic,decreasing,7.569927655242652,-4.50505028179019,-4.50505028179019,13
all3_b2_not_selected,B6,monotonic,decreasing,7.826243594399779,-4.50505028179019,-4.50505028179019,13
all3_b2_not_selected,B6,monotonic,decreasing,7.956894256378323,-4.50505028179019,-4.50505028179019,14
all3_b2_not_selected,B8,monotonic,decreasing,7.770124836649257,-7.861291034458219,-7.861291034458208,14
all3_b2_not_selected,B8,monotonic,decreasing,8.049586686770223,-7.861291034458205,-7.861291034458208,13
all3_b2_not_selected,B8,monotonic,decreasing,8.196850176724896,-7.861291034458205,-7.861291034458208,13
all3_b2_not_selected,B8,monotonic,decreasing,8.472932281940658,-7.861291034458205,-7.861291034458208,14
exactly2_downstream,B4,monotonic,decreasing,7.597897950521784,-4.032547408667469,-4.032547408667469,715
exactly2_downstream,B4,monotonic,decreasing,7.8928255262511176,-4.032547408667469,-4.032547408667469,714
exactly2_downstream,B4,monotonic,decreasing,8.00836557031292,-4.032547408667469,-4.032547408667469,715
exactly2_downstream,B4,monotonic,decreasing,8.135493426130546,-4.032547408667469,-4.032547408667469,714
exactly2_downstream,B6,monotonic,decreasing,7.4570300473317594,4.032547408667469,4.032547408667469,738
exactly2_downstream,B6,monotonic,decreasing,7.948914992902162,4.032547408667469,4.032547408667469,737
exactly2_downstream,B6,monotonic,decreasing,8.131824785007195,4.032547408667469,4.032547408667469,737
exactly2_downstream,B6,monotonic,decreasing,8.349011198176003,4.032547408667469,4.032547408667469,737
exactly2_downstream,B8,monotonic,decreasing,7.073012361667106,-18.358114716113818,-16.742963200962304,42
exactly2_downstream,B8,monotonic,decreasing,7.488573274568163,-18.358114716113818,-16.742963200962304,41
exactly2_downstream,B8,monotonic,decreasing,7.9354084787097525,-18.358114716113818,-16.742963200962304,41
exactly2_downstream,B8,monotonic,decreasing,8.260622113989509,-11.858114716113818,-16.742963200962304,41
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,7.319862956207426,-4.170575494485853,-4.170575494485853,516
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,7.627666030163474,-4.170575494485853,-4.170575494485853,514
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,7.766628739986341,-4.170575494485853,-4.170575494485853,514
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,7.870356913719542,-4.170575494485853,-4.170575494485853,515
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,7.936302693201959,-4.170575494485853,-4.170575494485853,515
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,7.996485567795796,-4.17057549448586,-4.17057549448586,516
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,8.061802274538348,-4.17057549448586,-4.17057549448586,514
ge2_excluding_b2_terminal_like,B4,monotonic,decreasing,8.180250822239662,-4.17057549448586,-4.17057549448586,514
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,7.243334243653748,4.170575494485853,4.170575494485853,530
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,7.591861714889934,3.129911841499677,4.0226366278069285,523
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,7.781868882996466,4.170575494485853,4.0226366278069285,526
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,7.906639304921468,4.170575494485853,4.0226366278069285,526
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,8.004616031127034,4.170575494485853,4.0226366278069285,526
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,8.096512917501594,4.170575494485853,4.0226366278069285,527
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,8.220537644165349,4.17057549448586,4.0226366278069285,525
ge2_excluding_b2_terminal_like,B6,monotonic,decreasing,8.391800020401881,4.17057549448586,4.0226366278069285,526
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,7.302496423727326,1.9960395587294215,1.996039558729424,179
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,7.743486479501379,1.9960395587294215,1.996039558729424,178
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,7.9214448798083765,1.9960395587294286,1.996039558729424,178
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,8.024943949877596,1.9960395587294215,1.9960395587294215,178
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,8.106665277601119,1.9960395587294215,1.9960395587294215,178
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,8.201865797007176,1.9960395587294215,1.9960395587294215,178
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,8.32923576662002,1.9960395587294215,1.9960395587294215,178
ge2_excluding_b2_terminal_like,B8,monotonic,decreasing,8.512882785089088,1.9960395587294215,1.9960395587294215,178
b2_penetrating_ge2,B4,monotonic,decreasing,7.326794453049807,-5.9719651250335914,-5.611124066531653,386
b2_penetrating_ge2,B4,monotonic,decreasing,7.602900462204755,-5.9719651250335914,-5.611124066531653,385
b2_penetrating_ge2,B4,monotonic,decreasing,7.722124015000373,-5.8469651250335914,-5.611124066531653,386
b2_penetrating_ge2,B4,monotonic,decreasing,7.8193348857001705,-5.474113638076464,-5.611124066531653,384
b2_penetrating_ge2,B4,monotonic,decreasing,7.8877717017368365,-5.47411363807646,-5.611124066531653,385
b2_penetrating_ge2,B4,monotonic,decreasing,7.938267154946315,-5.47411363807646,-5.611124066531653,385
b2_penetrating_ge2,B4,monotonic,decreasing,7.986164860332727,-5.47411363807646,-5.611124066531653,386
b2_penetrating_ge2,B4,monotonic,decreasing,8.031222768648423,-5.47411363807646,-5.611124066531653,384
b2_penetrating_ge2,B4,monotonic,decreasing,8.09040229659332,-5.47411363807646,-5.611124066531653,385
b2_penetrating_ge2,B4,monotonic,decreasing,8.206447142131829,-5.47411363807646,-5.611124066531653,386
b2_penetrating_ge2,B6,monotonic,decreasing,7.252762418053187,5.474113638076453,5.474113638076452,389
b2_penetrating_ge2,B6,monotonic,decreasing,7.56734567601324,2.7392053320810845,5.130053102410819,389
b2_penetrating_ge2,B6,monotonic,decreasing,7.72940560066027,5.114205332081099,5.130053102410819,388
b2_penetrating_ge2,B6,monotonic,decreasing,7.848738623446664,5.474113638076453,5.130053102410819,389
b2_penetrating_ge2,B6,monotonic,decreasing,7.934692530943356,5.474113638076453,5.130053102410819,390
b2_penetrating_ge2,B6,monotonic,decreasing,8.008698182988528,5.474113638076453,5.130053102410819,387
b2_penetrating_ge2,B6,monotonic,decreasing,8.07837810362652,5.474113638076453,5.130053102410819,389
b2_penetrating_ge2,B6,monotonic,decreasing,8.157943507105037,5.47411363807646,5.130053102410819,388
b2_penetrating_ge2,B6,monotonic,decreasing,8.270397111436798,5.47411363807646,5.130053102410819,389
b2_penetrating_ge2,B6,monotonic,decreasing,8.422003004412488,5.47411363807646,5.130053102410819,389
b2_penetrating_ge2,B8,monotonic,decreasing,7.3705454041718985,3.732759792952507,3.732759792952507,128
b2_penetrating_ge2,B8,monotonic,decreasing,7.7365253895008905,3.732759792952507,3.732759792952507,128
b2_penetrating_ge2,B8,monotonic,decreasing,7.890208213109961,3.732759792952507,3.732759792952507,127
b2_penetrating_ge2,B8,monotonic,decreasing,7.9799379978669815,3.732759792952507,3.732759792952507,128
b2_penetrating_ge2,B8,monotonic,decreasing,8.047109171708222,3.732759792952507,3.732759792952507,130
b2_penetrating_ge2,B8,monotonic,decreasing,8.110877721853234,3.732759792952507,3.732759792952507,125
b2_penetrating_ge2,B8,monotonic,decreasing,8.181020870627531,3.732759792952507,3.732759792952507,128
b2_penetrating_ge2,B8,monotonic,decreasing,8.267577319770913,3.732759792952507,3.732759792952507,127
b2_penetrating_ge2,B8,monotonic,decreasing,8.375859909166586,3.732759792952507,3.732759792952507,128
b2_penetrating_ge2,B8,monotonic,decreasing,8.547429298870725,3.732759792952507,3.732759792952507,128
