method,threshold_quantile,timing_efficiency_ci_low,timing_efficiency_ci_high,tail_capture_ci_low,tail_capture_ci_high,tail_fraction_after_ci_low,tail_fraction_after_ci_high,tail_fraction_delta_ci_low,tail_fraction_delta_ci_high,sigma68_after_ns_ci_low,sigma68_after_ns_ci_high,full_rms_after_ns_ci_low,full_rms_after_ns_ci_high,charge_support_tvd_ci_low,charge_support_tvd_ci_high,current_proxy_tvd_ci_low,current_proxy_tvd_ci_high,topology_support_tvd_ci_low,topology_support_tvd_ci_high,saturation_fraction_delta_ci_low,saturation_fraction_delta_ci_high,late_peak_fraction_delta_ci_low,late_peak_fraction_delta_ci_high,support_drift_max_ci_low,support_drift_max_ci_high
gradient_boosted_trees,0.9,0.8881406737900078,0.9070404350256609,0.40621570121951217,0.6307877886002885,0.004795284570388414,0.011463755123023,-0.009414592661321924,-0.004512935021144068,1.572666229932902,1.6804958268624062,1.8473941638385727,5.39346927880097,0.008228396083033626,0.017396077651611157,0.0008804524557138951,0.008277085490025714,0.012571300268990209,0.021310962752894475,0.0,0.0,3.172169079140586e-05,0.002877605923568301,0.01318490912066631,0.021310962752894475
gradient_boosted_trees,0.95,0.9449833215971961,0.9602749862905239,0.35056080283353014,0.5639964272383085,0.005767857142857143,0.012495897535545118,-0.009166597883011699,-0.004276770562727284,1.5844448282944843,1.6984431630863983,2.2633241828383706,5.651904674176372,0.005421929461065582,0.01341194225896994,0.0008078183310015447,0.004963523592940803,0.007734795188808136,0.012750528843140544,0.0,0.0,2.7758442013249218e-05,0.001771779793074056,0.007973289565988546,0.013648094470999891
mlp,0.7,0.6787061810282005,0.7197367646887765,0.6,0.7843487394957983,0.003749922472206286,0.00968665074241671,-0.010507273768766742,-0.005557948005397237,1.500979024404549,1.6058268283244608,1.7987767255689588,4.7268398238702165,0.01974976312029023,0.04553224750513211,0.005180934506791753,0.022332682048157547,0.04984322221704659,0.10962804216806579,0.0,0.0,0.0053923360713708825,0.012496856441673261,0.04984322221704659,0.10962804216806579
mlp,0.75,0.7302332424076221,0.7678212573293333,0.5277651515151516,0.750070224719101,0.003526386671676462,0.010800782949108306,-0.010175447288677437,-0.004960887012591916,1.503334939283255,1.6248483270344638,1.7461660641745276,5.226202877566821,0.01859992072272138,0.04281966936378752,0.0035189865735761835,0.020298245687428763,0.02655120185440958,0.062244820641783855,0.0,0.0,0.00668845900126123,0.013364063490193586,0.031785882864985085,0.062244820641783855
mlp,0.8,0.7815782736776287,0.8194890825993286,0.48914359583761563,0.6871361025360478,0.004703770757721217,0.011489106877321189,-0.009811840627631843,-0.004656110452894409,1.5262141988026054,1.6385977327040124,1.7950906377793077,5.454439845422362,0.019817698413505638,0.03804793248706489,0.0029319131144192145,0.01830381604024457,0.013465303562100002,0.035067331795899694,0.0,0.0,0.006165514627147371,0.011588720577636729,0.02359625156502164,0.038674818505519265
mlp,0.85,0.8377723680012095,0.8666434930540556,0.43118412063244194,0.6436210808580858,0.005225420630134884,0.011850437415228735,-0.009656588316859603,-0.004262777615511781,1.5535164959458796,1.6792060850609989,1.9927729936123628,5.675842970535093,0.016850494595951532,0.03295166738176754,0.003410685130225142,0.014744176506341659,0.009071870251715798,0.021058310613304192,0.0,0.0,0.005556863180690144,0.010194537815162037,0.018664572543449692,0.03295166738176754
mlp,0.9,0.8886775547621705,0.910522540705265,0.3923988582774882,0.6089906417112299,0.005550426752348613,0.011614973992509329,-0.009406444477698119,-0.004262353805376182,1.5908085883434764,1.7087112722014732,2.1475805666639287,5.71356555815848,0.011193200057494381,0.02347493592886753,0.0019450858680715687,0.009537570766188561,0.008015934736416286,0.0173709576165477,0.0,0.0,0.0031292841685598757,0.006240788688880744,0.012943874946667114,0.02347493592886753
mlp,0.95,0.9425810256512347,0.9551593100500385,0.3117865130843212,0.5948476129582267,0.005429424684482148,0.012835046216498728,-0.008591334642050792,-0.003887548446453834,1.5913840554530405,1.7163159796307281,1.9181722722841141,5.657886714562982,0.007310567950116684,0.01597604553019299,0.0011859334039616852,0.006034496974334294,0.007596430142395852,0.013825244156865504,0.0,0.0,0.0006506828789200196,0.00286731092185534,0.008821033206744622,0.016165892825542517
ridge,0.7,0.6882122766573381,0.7149435651740471,0.49375,0.7360194825275744,0.004904624189334392,0.012100056873118223,-0.010233201733196718,-0.0035880158398951803,1.523054238339801,1.6232214265912706,2.1479762502679742,5.665261199780104,0.022103886135680276,0.0452143887772485,0.0026099634651285297,0.013204745358365183,0.16096559709729077,0.1846154324313349,0.0,0.0,0.001222189837082246,0.006870006160505633,0.16096559709729077,0.1846154324313349
ridge,0.75,0.7380637812413396,0.767653303412903,0.4735304169514696,0.7131190530780694,0.0046636451996489555,0.011880689110875909,-0.009716485023015465,-0.003916314571522072,1.5116790938784368,1.6132717376462866,1.8512024659857367,5.89621363847512,0.021106317388368944,0.04018325380054086,0.0020905608320924674,0.012513667757554494,0.10735775531079148,0.13018687675052676,0.0,0.0,0.0021303051821936637,0.007064015935189396,0.10735775531079148,0.13018687675052676
ridge,0.8,0.78302869471982,0.8183560864153044,0.45042266936540065,0.6902575540060157,0.0042166734837394875,0.012048204953072883,-0.009707188782121769,-0.003906738946441864,1.5071888183286584,1.611344219736764,1.9503099809990243,5.749406505447228,0.02018174884017835,0.03854335892217508,0.00222930042147563,0.012493079158013416,0.06012407490152973,0.0839866275272164,0.0,0.0,0.0031996229358951483,0.00861390720497437,0.06012407490152973,0.0839866275272164
ridge,0.85,0.8339789577638692,0.869014795430557,0.40223031734147324,0.6758862489486964,0.004258740279663675,0.012129974932984431,-0.009561757213097813,-0.0041725272002020725,1.5034694891808342,1.6039342236020202,1.8106992640666182,5.832860008255067,0.020673895116450285,0.035870344515978925,0.0019955125122751967,0.011659469112049837,0.022993547301617692,0.04094972619095098,0.0,0.0,0.0030791545525241685,0.007804210585970614,0.025953483230345638,0.04094972619095098
ridge,0.9,0.8887000768551954,0.9141148606744938,0.35656787949921753,0.6470588235294118,0.004228256129925054,0.01206290333677359,-0.00935524699126106,-0.003706638874230358,1.5170828757260177,1.6129145961599698,1.7414643121877822,5.585385959453319,0.019153133877916072,0.03530651287056848,0.001957067659593993,0.01044818967502723,0.004824151388477774,0.013344783618791512,0.0,0.0,0.0021227717635860853,0.0064055981722007434,0.019153133877916072,0.03530651287056848
ridge,0.95,0.9415106063302444,0.9575454381823053,0.258314393939394,0.5283686759058273,0.005561615379554989,0.013613133222118339,-0.007239855641558928,-0.0029575113873489926,1.5508912600334415,1.6656381607849475,2.3434120706522172,6.257002491224964,0.011904435563562587,0.026094003685120017,0.00136890117209061,0.007477104661835047,0.005669707705615474,0.00931571364372693,0.0,0.0,0.000816786349793222,0.0031776385249281855,0.011904435563562587,0.026094003685120017
siamese_cnn_meta,0.7,0.6822640650387722,0.7182190931717518,0.5568348954578226,0.7588288447909284,0.004767399763471445,0.010138465540985273,-0.01098601257423901,-0.004310784157959728,1.5296647640265812,1.6765614298785552,1.902728043173794,5.374569466635141,0.006288634199983285,0.03445587108377978,0.002516434773727602,0.0158328767242844,0.07491321412161742,0.13390116617409548,0.0,0.0,0.00010763273227054771,0.0057586359988134475,0.07491321412161742,0.13390116617409548
siamese_cnn_meta,0.75,0.735622618831532,0.7712387003331388,0.5273075668623614,0.7096875847113039,0.004388012354539684,0.010459989102862484,-0.010522143870095299,-0.0045510871892857725,1.5310662414275944,1.657926985197018,1.9249760910224643,5.1244816953918635,0.005195925491053319,0.033536995687328985,0.0021048975898159926,0.014834843316182155,0.055330075921263155,0.09658977045111139,0.0,0.0,0.00014484893054666703,0.005327885552732282,0.055330075921263155,0.09658977045111139
siamese_cnn_meta,0.8,0.7853784105093405,0.8207219086609165,0.4619361061049786,0.6719670138888888,0.00491241438783858,0.011226170675403702,-0.009754294384219833,-0.0044720140506290095,1.5421381306561266,1.6621731429518112,2.209213365510488,5.472220134112821,0.006735193346444671,0.03034928486692046,0.002007671432488958,0.012980614472296335,0.03995959288861639,0.06729822283008766,0.0,0.0,0.0011069292667030036,0.0071108188559703455,0.03995959288861639,0.06729822283008766
siamese_cnn_meta,0.85,0.8354474524890186,0.8698359034731176,0.43069518716577543,0.6436203457446809,0.00503872572517231,0.011394684406097156,-0.009426451270020722,-0.004145831259074586,1.5438104094888043,1.6607690462579052,2.035196465757492,5.523415562891735,0.007345626945588078,0.028878064295371896,0.0017843894192019541,0.011410019946781532,0.024968861463505736,0.04317863366048247,0.0,0.0,0.0013928177588360536,0.007095095229524742,0.024975620745632147,0.04317863366048247
siamese_cnn_meta,0.9,0.8874697803359614,0.9232822232382335,0.39760735794710655,0.6316476826394343,0.00450114776677839,0.011290698872032278,-0.00937183439267891,-0.004509358324353874,1.5589729549628428,1.6799042397567048,1.972118876606624,5.466007182267323,0.006205563091064319,0.025993220142552138,0.001399360878815962,0.00857932833721621,0.011564292874057445,0.023697872589187294,0.0,0.0,0.0010799272618011166,0.005457758060213543,0.01255743444191951,0.026476364683901965
siamese_cnn_meta,0.95,0.9372546305249908,0.9616044444106177,0.33671881615716825,0.5865481010217851,0.005347934982003232,0.01215213315978344,-0.008970469542025452,-0.004013089799753631,1.5901034197355157,1.694549160214432,2.0621479689408466,5.834046541386603,0.005905409154277318,0.01661828085019016,0.0008318888241872776,0.006091876513970962,0.004944386425525424,0.011161596375065743,0.0,0.0,9.31003567911308e-05,0.0025447889901632176,0.007263906243484992,0.01661828085019016
traditional_quantile,0.7,0.6805320070920204,0.7213944188189572,0.5106327570921986,0.7409387381895763,0.0042681526888729655,0.011257906716354774,-0.00981849278707453,-0.004100894166058915,1.4140827968443297,1.531066936361328,1.7677259825623264,5.747798295294991,0.028995818629339306,0.05532949167527025,0.0041626856474297836,0.022842158636855143,0.009513109541790186,0.01911136222625897,0.0,0.0,0.012162480351269727,0.023904759409398707,0.028995818629339306,0.05532949167527025
traditional_quantile,0.75,0.7308080035539178,0.7754591458524015,0.48171962992759454,0.703034420289855,0.004441815514171175,0.01166905388057263,-0.009402167428622677,-0.004289165412402641,1.4383236924190415,1.5495068642023582,1.868030699042033,6.294585808410264,0.03325389110410393,0.0569671151927956,0.004604544296711242,0.02262408409543418,0.0085728947911277,0.013561220246052393,0.0,0.0,0.01014869740092685,0.01975704995433634,0.03325389110410393,0.0569671151927956
traditional_quantile,0.8,0.7840429415041718,0.820214626453775,0.3592074471746163,0.6379442970822281,0.0050300186942644105,0.013692461028367308,-0.008154682099366744,-0.0029365935724838263,1.440213325807733,1.5504516263948804,2.2784318867107602,6.485303763556683,0.030481647728842085,0.05503778424464299,0.004035542721098837,0.02158740455547841,0.00479355723087165,0.008457663867125305,0.0,0.0,0.008069944748098998,0.016321341689297827,0.030481647728842085,0.05503778424464299
traditional_quantile,0.85,0.8299579646382103,0.8724498943438623,0.2798376068376069,0.5648243464052286,0.005722120614342401,0.014687530877610246,-0.006815326553619276,-0.002085980195820827,1.4533815042924505,1.5544749186434337,2.881028137153808,6.662122950478629,0.023628452655192766,0.04892355722770109,0.002763016273794857,0.014562116812888605,0.003101429477632037,0.005208537102243097,0.0,0.0,0.00480297880368046,0.011418910427846157,0.023628452655192766,0.04892355722770109
traditional_quantile,0.9,0.883186578828524,0.9195029847011369,0.19994791666666667,0.4323333218718839,0.0068714400786586746,0.01543996096789946,-0.0055864541235801524,-0.0015680774331967384,1.520034592143597,1.6163123126802332,3.6428919856694684,6.715324768974469,0.014337682167740364,0.03445497540607602,0.001872583727903392,0.010324152992933976,0.0098849651497886,0.01486098586533773,0.0,0.0,0.002937363669108413,0.007458280258975927,0.014419422381314289,0.03445497540607602
traditional_quantile,0.95,0.9358169028860279,0.9622134704896742,0.1417814788978026,0.3125157828282828,0.008128818284545402,0.016146792013334854,-0.004288804628410001,-0.0012562505580258623,1.5818343868860687,1.6991409264627872,3.3872970901132367,6.792487960838499,0.004859094961278758,0.018056418219336127,0.0008528984691660098,0.006238100427508148,0.011204841846780784,0.01752117693717348,0.0,0.0,0.0009427417557091568,0.0037210996195385262,0.011204841846780784,0.018381177357045565
