method,heldout_run,n,q_template_mse,tail_mse,live10_abs_error_ns,live20_abs_error_ns,tau_eff_abs_error_ns,timing_abs_error_ns,secondary_abs_error,timing_sigma68_ns
sentinel_shuffled_current_ridge,51,527,0.10011456614343453,0.1834005882220827,29.82456140350877,32.787524366471736,12.952642442728562,0.6564823163382936,0.06219120284099191,0.578731988700936
sentinel_shuffled_current_ridge,52,447,0.07546763836729525,0.16030880312985935,24.56221198156682,27.6036866359447,10.667233126932404,0.5806518943045814,0.05247189535129084,0.5678121533954343
sentinel_shuffled_current_ridge,53,594,0.13203723909776757,0.26221845483541445,33.10880829015544,35.854922279792746,14.378972742807145,0.8318515097060841,0.06325599019788794,0.7168977315209482
sentinel_shuffled_current_ridge,54,598,0.13056328648895713,0.23676313077242986,31.1663807890223,32.7958833619211,13.5353871975679,0.6636724872350536,0.05737485841051153,0.547218652436263
sentinel_shuffled_current_ridge,55,561,0.10335483934877863,0.2041289576177254,30.585009140767824,33.12614259597806,13.282900698795983,0.6111367764901541,0.06486861679226352,0.6123418234297289
sentinel_shuffled_current_ridge,56,613,0.1175478384379189,0.20895856904298493,31.19327731092437,34.45378151260504,13.547068208612357,0.7945308029641394,0.06181993701608091,0.6231936254257612
sentinel_shuffled_current_ridge,57,601,0.12840917541829586,0.1759898070275824,30.17094017094017,32.837606837606835,13.103072830072469,0.7501518815865891,0.06007102054392713,0.5716306308115158
sentinel_shuffled_current_ridge,58,598,0.09518585763367575,0.22555270365424424,31.61512027491409,34.62199312714777,13.730272280102804,0.6438578683234165,0.06406996604277343,0.6060039720061349
sentinel_shuffled_current_ridge,59,666,0.04803024654099524,0.0743439952988229,18.24773413897281,21.37462235649547,7.924890243793477,0.49592251509098956,0.04525178573192557,0.51622992687107
sentinel_shuffled_current_ridge,60,710,0.08092156827264438,0.11666792285366377,20.668563300142246,23.143669985775247,8.976242990119841,0.5296802633467242,0.04030577287808038,0.5258362866544934
sentinel_shuffled_current_ridge,61,675,0.05663448770428219,0.08301752323304037,19.804804804804803,21.786786786786788,8.601117441897735,0.5485552651248519,0.04273344302133292,0.5248107583248878
sentinel_shuffled_current_ridge,62,670,0.056359527777412544,0.09203501526812664,18.386123680241326,21.206636500754147,7.9849920579195155,0.5164990494120167,0.03914138787824217,0.5343851944749277
sentinel_shuffled_current_ridge,63,648,0.04667348489135557,0.06312164129360795,19.205607476635514,22.133956386292834,8.34088934870264,0.46489874608910486,0.04070954200590215,0.5168706011435328
sentinel_shuffled_current_ridge,65,584,0.07952301504239032,0.1238897536141239,27.012089810017272,29.94818652849741,11.731201549165556,0.7153662445200639,0.052421344208375444,0.659443480753548
sentinel_shuffled_live10_ridge,44,374,0.22841650077732092,0.2996445572707623,26.104972375690608,21.519337016574585,11.33724545299925,1.2479920741257866,0.04884553859342302,1.068456258153994
sentinel_shuffled_live10_ridge,45,624,0.24831982000455133,0.35512156083200697,33.523654159869494,27.471451876019575,14.559138014864315,1.197025553540789,0.060291547718140485,1.1142551252463078
sentinel_shuffled_live10_ridge,46,227,0.06928467273557587,0.09207064329281521,11.748878923766815,10.852017937219731,5.102473285141344,1.2500589538106706,0.026202100029640858,1.0605475146912744
sentinel_shuffled_live10_ridge,47,379,0.1620816094203774,0.22127487557591546,20.266666666666666,15.066666666666666,8.801701499905901,0.9159955118605905,0.03976512917415203,0.9124962768057601
sentinel_shuffled_live10_ridge,48,594,0.215961488127976,0.33648239869391283,29.965753424657535,25.102739726027398,13.013961358402238,1.254418089512196,0.05894379094740723,1.2420978968537062
sentinel_shuffled_live10_ridge,49,589,0.2551969782777059,0.3634859509590314,29.284467713787084,24.205933682373473,12.718082733571665,1.23440153742991,0.05424740172093964,1.2428776766959815
sentinel_shuffled_live10_ridge,50,602,0.18916582094407192,0.30766640659891986,31.8259385665529,25.494880546075084,13.821829500845814,1.2039968663521878,0.05939676920896984,1.1251837714817303
sentinel_shuffled_live10_ridge,51,527,0.20478513198040987,0.3079923558488828,31.55945419103314,25.302144249512672,13.706096807044144,1.259815468971451,0.05680008177670451,1.214979398529414
sentinel_shuffled_live10_ridge,52,447,0.15985299683743381,0.27124707035533496,27.1889400921659,21.428571428571427,11.80800665082574,1.2062178466459288,0.04908481519520032,1.0994376924990066
sentinel_shuffled_live10_ridge,53,594,0.2826757070376201,0.44996430647244334,35.38860103626943,29.430051813471504,15.36907415232751,1.3418493449032922,0.06067311289180087,1.2061146630931403
sentinel_shuffled_live10_ridge,54,598,0.27798003436481633,0.42480079787993796,32.77873070325901,26.655231560891938,14.235621868218079,1.311197835056459,0.0562489314943637,1.2321390488933432
sentinel_shuffled_live10_ridge,55,561,0.1952779953582059,0.3307134834427154,32.979890310786104,26.43510054844607,14.322984375748927,1.191119008726196,0.06046897373507305,1.0951956467421442
sentinel_shuffled_live10_ridge,56,613,0.2159427298806846,0.31572123148910597,32.35294117647059,26.689075630252102,14.050703826281678,1.42947464439419,0.05875511048047102,1.2685747039698816
sentinel_shuffled_live10_ridge,57,601,0.2836479676626033,0.34359693713465816,32.17094017094017,26.29059829059829,13.971661793878972,1.4574518927029319,0.057855465983436105,1.300230668157219
sentinel_shuffled_live10_ridge,58,598,0.18250272883551807,0.3659940156141275,30.99656357388316,24.742268041237114,13.461636518100795,1.2876097427476805,0.05426367783184119,1.22073765618391
sentinel_shuffled_live10_ridge,59,666,0.12891812723515556,0.1702513304691011,21.63141993957704,16.963746223564954,9.39440631549028,1.224748413435232,0.0474115422157022,1.244470244576704
sentinel_shuffled_live10_ridge,60,710,0.17075642578797767,0.206393487401523,25.035561877667142,21.15220483641536,10.872806374818252,1.2645747255604254,0.04542408574818253,1.2375019077291654
sentinel_shuffled_live10_ridge,61,675,0.12457160922167154,0.17478847790191565,22.83783783783784,18.183183183183182,9.918346951574263,1.2313586924290276,0.044569337539640146,1.1176399009517142
sentinel_shuffled_live10_ridge,62,670,0.13182506723018464,0.1865285015460036,21.553544494720967,16.998491704374057,9.360585439513526,1.2469856160722905,0.041972103014126974,1.220067526558681
sentinel_shuffled_live10_ridge,63,648,0.14417120448861245,0.1646856496358103,21.16822429906542,16.947040498442366,9.193243004774443,1.2455457214303514,0.04322725198919198,1.2176556954947202
sentinel_shuffled_live10_ridge,65,584,0.17791802200557494,0.2386377709488495,26.96027633851468,21.882556131260795,11.70869924440373,1.3198752919530776,0.0504940172634745,1.2225993511732929
traditional_empirical_template,44,374,0.21339721922234173,0.30171562873767777,25.994475138121548,21.988950276243095,11.289257112457458,0.31694638145808196,0.04884553861570154,0.10459628625528378
traditional_empirical_template,45,624,0.24301940226170274,0.36135576206433173,33.278955954323,28.123980424143557,14.452866934463847,0.3484280521084781,0.060291547874322136,0.12407507953186925
traditional_empirical_template,46,227,0.05999418638015566,0.08078384306991852,13.36322869955157,10.986547085201794,5.803576484626414,0.1404862654579733,0.02620209956881739,0.09451360689626209
traditional_empirical_template,47,379,0.13972163194359796,0.19228436611961316,20.48,16.133333333333333,8.894350989378596,0.24184882541556196,0.039765129324301034,0.10200056003874217
traditional_empirical_template,48,594,0.2096981389574496,0.3442393751947561,30.136986301369863,25.53082191780822,13.08832685187882,0.3369570258927596,0.05894379096917544,0.11144588211859333
traditional_empirical_template,49,589,0.23725107231608492,0.36313981172393994,29.05759162303665,24.607329842931936,12.61955169928297,0.34571630478600807,0.05424740142642765,0.1332430096199433
traditional_empirical_template,50,602,0.18753498717534348,0.32284738228202514,32.184300341296925,26.41638225255973,13.977464042142199,0.3056633397049946,0.05939676933905834,0.11598743684760743
traditional_empirical_template,51,527,0.1924171773965263,0.3093811471614745,31.75438596491228,25.808966861598442,13.790754600787468,0.30078425393720226,0.056800081945838084,0.11220789595348038
traditional_empirical_template,52,447,0.14868894763620494,0.28116558294366667,27.096774193548388,21.566820276497698,11.767979509636499,0.21855675493575033,0.0490848152900829,0.11014781702371504
traditional_empirical_template,53,594,0.25688099111040863,0.4469563606900292,35.284974093264246,29.77547495682211,15.324069542803855,0.37243106065900444,0.06067311257194322,0.1125753863890682
traditional_empirical_template,54,598,0.261296127715201,0.4261890976660281,32.77873070325901,27.221269296740996,14.235621868218082,0.35457544921484474,0.05624893155745738,0.11944612254337485
traditional_empirical_template,55,561,0.18709736013170883,0.3291807865483132,33.25411334552103,27.09323583180987,14.442077926545064,0.26183385318679686,0.06046897360651878,0.11411981970181459
traditional_empirical_template,56,613,0.21170316888427995,0.33791939909156804,32.52100840336134,27.294117647058822,14.123694495509115,0.3948177892253497,0.058755110261899314,0.1161152140799282
traditional_empirical_template,57,601,0.25679402798051154,0.33396956803243966,32.06837606837607,26.82051282051282,13.927118770094024,0.49005367990371035,0.05785546617956687,0.12640071152997487
traditional_empirical_template,58,598,0.15046208425046695,0.3331436565758638,31.34020618556701,25.532646048109967,13.610878608101912,0.2692556510136132,0.05426367759036707,0.10168543146200175
traditional_empirical_template,59,666,0.10030930006114937,0.14577054466683237,21.88821752265861,17.734138972809667,9.505932088788697,0.1819501465676038,0.04741154210251125,0.10810129489764098
traditional_empirical_template,60,710,0.14812710012928262,0.20005435704651803,25.291607396870553,21.47937411095306,10.984005530924348,0.2056260600814724,0.04542408576962869,0.09356748419934639
traditional_empirical_template,61,675,0.10824967922101701,0.1491179117332815,23.423423423423422,18.82882882882883,10.172663540076169,0.15208856312401262,0.044569337700928933,0.09510480578328111
traditional_empirical_template,62,670,0.11105051103130678,0.1698357604592987,21.67420814479638,17.435897435897434,9.412988996907584,0.15844268107691653,0.04197210280599291,0.0981582376705529
traditional_empirical_template,63,648,0.10066687697333189,0.1303367063023743,21.60436137071651,17.538940809968846,9.382654928345953,0.15183501292611792,0.043227252034441936,0.0995863659857811
traditional_empirical_template,65,584,0.141628836657211,0.2066326852298145,27.58203799654577,22.245250431778928,11.97872690154565,0.30171525461060394,0.05049401721646346,0.10329334044699934
