method,current_stratum,saturation_bin,amp_bin_label,peak_phase_bin,q_proxy_bin,n,n_runs,q_delta,tail_delta,live10_delta_ns,live20_delta_ns,timing_delta_ns,secondary_error_delta,action_label,reason
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,early,q_low,35,12,,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,late,q_high,278,12,-0.024426835684056094,-0.03492770172587081,4.784172661870503,8.597122302158274,0.9005426704414594,0.0002911959546938965,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,late,q_mid,3,2,-0.014767918735742569,-0.02238497363798546,0.0,0.0,1.363919123534978,-0.005633372245522443,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,nominal,q_high,121,12,-0.03571329834994597,-0.04019586774161478,-10.578512396694215,-4.132231404958677,0.992582521886449,-0.03795157731362142,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,very_late,q_high,152,12,-0.022520541982230448,-0.031909616314549055,8.421052631578947,17.69736842105263,0.9188575894878624,0.007061756265672202,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,early,q_high,39,11,-0.08506834158339562,-0.0844205956781169,-18.974358974358974,-2.5641025641025643,0.7228415778624405,0.008936492186043789,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,early,q_low,5,4,,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,late,q_mid,29,11,0.010578537112024144,0.014546765629871368,7.586206896551724,17.586206896551722,0.710438646387864,0.022858139559369252,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,early,q_high,16,10,-0.10390170267783105,-0.11299338281297913,-9.375,-14.375,0.6009144507416592,-0.08483410274912154,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,late,q_low,1,1,-0.009888149797916412,-0.013649101961742748,0.0,0.0,0.5361281878170665,-0.01172735696525301,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,nominal,q_mid,30,10,0.00789779916259588,0.009647878116139997,-0.6666666666666666,0.6666666666666666,0.6359645771540421,0.02260823382184305,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,very_late,q_low,225,12,-0.0782747163841773,-0.27053476126171544,-7.822222222222222,-2.7111111111111112,0.5302209284808732,-0.04036583406792857,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,very_late,q_mid,138,12,-0.006323851478132311,-0.019155336774102378,-8.043478260869565,-2.681159420289855,0.7683994553734863,-0.029007241267658558,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,late,q_high,11,9,-0.02952843060826554,-0.04264023264151277,-4.545454545454546,-6.363636363636363,0.38656683866640956,-0.02188436514188376,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,nominal,q_high,21,11,-0.020486158834045094,-0.029029435252323984,0.0,-3.3333333333333335,0.3125857257019946,-0.00990886026961909,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,nominal,q_low,40,12,-0.0019500192884794054,-0.0030626129979888597,-10.0,-10.0,0.4836488037099991,-0.011874146121151558,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,very_late,q_high,9,7,-0.00015259727557810323,-0.022555552250981156,-6.666666666666667,-8.88888888888889,0.4677002407142276,-0.014444761098258698,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,very_late,q_mid,28,8,-0.014342126235841522,-0.027039154997420684,-9.642857142857142,-8.214285714285714,0.5783965859066333,-0.03513265656982346,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,late,q_low,26,2,0.02783549933091683,0.03570217631826729,-10.0,-10.0,7.6181924230326405,-0.0028901828160448765,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,late,q_mid,4,2,0.014702223310721857,0.01946067523888566,-10.0,-10.0,6.4171114466764685,0.0037693147367109797,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,nominal,q_low,19,2,0.014780863012322702,0.015993781551195862,-10.0,-10.0,18.707360540366626,-0.008118642124734302,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,nominal,q_mid,1,1,0.004549938089707318,0.005531763657927514,-10.0,-10.0,3.3959142059121694,-0.002543878793838966,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,late,q_high,11,2,-0.03162077198771232,-0.05118574977906283,-10.0,-10.0,10.405929142970837,-0.026181563320887512,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,late,q_low,18,2,0.012595688546794694,0.012779369580274078,-10.0,-10.0,10.285253273234394,0.021697682578319707,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,late,q_mid,7,2,0.021798197289600092,0.026105740353529586,-10.0,-10.0,15.124752193130693,0.02545320404934431,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,nominal,q_high,1,1,-0.037323902635013353,-0.05866099397341411,-10.0,-10.0,20.007059828769084,-0.0008036963394365271,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,nominal,q_low,18,2,0.009014261168202543,0.007000267057231178,-10.0,-10.0,20.12079670864648,0.01685247597765364,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,nominal,q_mid,1,1,0.01563879124381963,0.01926857132751208,10.0,10.0,4.455890745689892,-0.015375250851613897,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,very_late,q_high,1,1,-0.017158813774585724,-0.02902058037844571,-10.0,-10.0,6.584238646920591,-0.03752256273118851,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,late,q_high,5,2,0.004821808373226835,-0.01096526546911759,-4.0,-4.0,3.6739471758947118,-0.0743611146602829,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,late,q_mid,32,2,0.04067309952691122,0.048451632036658615,-5.0,-5.0,5.516425524909772,0.0749119430282407,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,nominal,q_high,4,2,0.014129552771063411,0.006138128538926441,-2.5,-2.5,0.023491178809589286,-0.06618818931137582,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,nominal,q_mid,13,2,0.02612484939822008,0.026120846164233696,-5.384615384615385,-5.384615384615385,14.358050852908518,0.0676252973079741,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,early,q_high,9,2,-0.8271221583640133,-0.910498896215716,-41.111111111111114,-31.11111111111111,4.757631290173965,-0.06492143899589309,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,early,q_low,7,2,,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,late,q_high,44,2,-0.18347051132340877,-0.2657194685579312,10.909090909090908,28.40909090909091,1.2538135367002001,-0.00922538211590901,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,nominal,q_high,1,1,-0.2754976503989276,-0.36203981592104983,20.0,40.0,0.5740612691955027,0.019184810539782243,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,very_late,q_high,16,2,-0.155369463445637,-0.22937220863320612,3.125,24.375,1.1600876145255943,-0.02508214996358407,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,very_late,q_low,3,2,-0.3486555367708206,-0.634696880976359,23.333333333333332,40.0,1.4708385531158497,0.0963369096144512,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,very_late,q_mid,5,2,-0.19613232215245563,-0.3155073798554285,26.0,38.0,1.0399115847031881,0.04866677692656683,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,early,q_high,6,2,-0.5959880327184995,-0.651825908667002,-30.0,-28.333333333333332,1.6553679998334534,-0.07814207523104855,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,early,q_low,1,1,,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,late,q_high,47,2,-0.01708009321876663,-0.027396140465192224,8.51063829787234,28.72340425531915,0.7469592792462365,0.0273461912136759,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,nominal,q_high,4,2,-0.016251074917176193,-0.018626663547295787,7.5,17.5,0.8349671652467172,-0.0111854970301694,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,very_late,q_high,12,2,-0.010768467223186508,-0.018347601778081618,1.6666666666666667,22.5,1.0697946852161941,0.015177522611275793,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,very_late,q_low,7,1,-0.14317113565547124,-0.015363427854719613,20.0,32.857142857142854,2.631516116878973,0.14624986736039602,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,very_late,q_mid,14,2,0.04134438536190367,0.08161169646852681,20.0,30.0,5.1691123084784625,0.10000146989107032,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,early,q_high,2,1,-0.07984893582761288,-0.08579329114693862,-25.0,0.0,0.9277812572775268,-0.05181123510606701,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,late,q_mid,2,2,0.032094629073981196,0.04326605094088749,5.0,20.0,0.4325369779092547,0.037554080568529824,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,nominal,q_high,5,2,0.03321075757198474,0.0391566046155416,2.0,24.0,0.514752232278993,0.021785000784081878,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,very_late,q_high,16,2,0.04494283215594182,0.05946891782911155,0.0,21.25,5.701933731769277,0.0585616507987728,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,very_late,q_low,7,2,-0.0049907429283168325,0.08118740916252137,4.285714285714286,25.714285714285715,4.399259837166771,0.12490648510592958,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,very_late,q_mid,14,2,0.07390301891652394,0.11995906266753398,2.857142857142857,22.857142857142858,6.830331929910372,0.07540697601224143,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,early,q_high,1,1,-0.3582482486963272,-0.41321673760047317,-60.0,-50.0,0.4983483279377898,-0.198322469969696,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,late,q_mid,11,2,0.03299091830799845,0.044956862477498444,-10.0,0.0,2.8378585467284414,-0.0068547505992711056,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,nominal,q_high,19,2,0.04279789192480937,0.05288785498139326,-1.5789473684210527,0.0,8.878117171320813,0.005382713293152312,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,nominal,q_mid,1,1,0.01223045412231894,0.013255208109815914,-10.0,0.0,0.8825104444475462,-0.006847103460956433,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,very_late,q_high,6,2,0.06054624029610337,0.0869969398379971,-8.333333333333334,0.0,6.864335620472251,0.028739559403427494,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,very_late,q_low,6,2,-0.05928685874850662,0.011434808799198698,-8.333333333333334,0.0,8.246645250815568,0.05882636320999752,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,very_late,q_mid,2,1,0.048385595281918846,0.06634240491049632,-10.0,0.0,14.059352534930385,0.027823212667805144,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,early,q_high,1,1,-0.05747275799512863,-0.07293119797339807,-10.0,-10.0,0.8704038609624565,-0.10526406391215128,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,late,q_low,10,2,0.021636056461754965,0.025744367904509558,-10.0,-10.0,9.439261917985977,0.0024741508935844647,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,late,q_mid,27,2,0.02631999532473676,0.034287843384960826,-10.0,-10.0,7.149551803123397,0.0017393876737603496,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,nominal,q_low,10,2,0.016598417478449205,0.017853274693091708,-10.0,-10.0,7.772391883301578,-0.00367791116673227,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,nominal,q_mid,16,2,0.024282840169582737,0.028592758923948098,-6.25,-7.5,6.8006668084433635,0.007289676780150068,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,very_late,q_low,2,1,-0.08907535341050887,-0.5512965321540833,-10.0,-10.0,15.06265904735147,0.01878401802286711,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,late,q_high,8,3,0.0010300903197597061,0.0009199348397744007,5.0,5.0,1.8101822282976658,0.010617301012945484,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,late,q_low,166,7,-0.006923841682504514,-0.010815311560945198,-9.759036144578314,-10.0,1.7446198577748209,-0.01655690147287872,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,late,q_mid,15,7,-0.005289424770797778,-0.007993795936456834,-10.0,-10.0,2.2520965442917844,-0.014757815734287095,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,nominal,q_high,10,5,0.009685807220418664,0.012458129986547507,8.0,10.0,0.9730488380191886,-0.0015768159834746275,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,nominal,q_low,14,6,-0.00023048252117733993,-0.000978439026290462,-8.571428571428571,-10.0,1.3294724511784648,-0.0019314115489890307,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,nominal,q_mid,13,5,0.009748982339338883,0.012483807563546612,6.923076923076923,6.923076923076923,1.9108474617513287,0.010904725999932875,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,very_late,q_high,10,6,0.011823345843483424,0.015466623885648238,0.0,-2.0,1.3763345267079423,0.006914736963392562,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,very_late,q_low,26,6,0.002227740013868213,0.01467444426283441,-8.461538461538462,-10.0,1.5128709718011009,-0.016169351278540117,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,early,q_high,1,1,0.021290281239677876,0.03682680542652424,10.0,10.0,0.784168059962651,0.07308083791059022,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,late,q_high,6,3,-0.01774475226799647,-0.02648658428714548,-3.3333333333333335,-3.3333333333333335,0.738744233494523,0.00949711148868553,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,late,q_low,202,7,-0.007254895872747989,-0.011351399795098315,-9.356435643564357,-9.603960396039604,1.4652598257991596,0.0021729194658571807,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,late,q_mid,37,7,-0.006680723569426482,-0.010384693119086076,-9.72972972972973,-10.0,1.5673047642048974,0.0006625676611095505,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,nominal,q_high,11,5,0.007822365664383945,0.00914095113996095,8.181818181818182,8.181818181818182,0.4362338188448826,0.007620807787311514,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,nominal,q_low,8,3,-0.0028682206414968646,-0.005052209563666221,-10.0,-10.0,1.0557379544029233,0.004919161618954813,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,nominal,q_mid,3,2,0.00874497265755838,0.01126973363212668,10.0,10.0,2.0570778633601527,0.002244457891668291,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,very_late,q_high,11,5,-0.012725500974956895,-0.02181860845806315,-8.181818181818182,-8.181818181818182,0.5292222223437052,-0.0028184683667913583,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,very_late,q_low,22,6,0.04151656582448871,0.0732396799251606,-5.0,-7.7272727272727275,0.9053076883734721,0.0022604577976128772,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,very_late,q_mid,2,2,0.017580950802022766,0.03255313966009353,-10.0,-10.0,0.14409553232587413,0.02238591105913971,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,saturated_proxy,a10000_15000,early,q_high,1,1,0.030581682920455933,0.11255382574521577,10.0,10.0,-2.3451473178705005,0.11275051545923401,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,saturated_proxy,a10000_15000,nominal,q_high,5,3,0.004102100431919098,-0.00894378057935021,-10.0,-10.0,2.9400737364896594,0.044211090787679395,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,saturated_proxy,a6800_10000,early,q_low,1,1,,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,saturated_proxy,a6800_10000,late,q_high,41,7,-0.028574641323272035,-0.043584682589312224,-9.024390243902438,-9.024390243902438,0.12829591135684762,0.0016799573387642898,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,saturated_proxy,a6800_10000,late,q_low,7,3,-0.002841182835713154,-0.006296818511504117,-10.0,-10.0,2.9486819335942536,0.0041891763288860896,diagnostic_only,low_support
