method,baseline,n_events,n_pair_residuals,sigma68_ns,ci_low,ci_high,full_rms_ns,delta_vs_baseline_ns,delta_ci_low,delta_ci_high,heldout_run,train_runs
gated_label_fusion_train_label_permutation,traditional_analytic_timewalk,933,2799,2.148605533193261,2.058723881886493,2.24764844381132,3.022358684964962,0.018641139653227334,-0.012797339128941421,0.10672700213277185,61,"58,59,60,62,63,65"
ridge_train_label_permutation,traditional_analytic_timewalk,933,2799,2.1733232696164464,2.0763341843830805,2.25671474363965,3.2869380519097606,0.043358876076412756,-0.03139161332698421,0.16596344773241664,61,"58,59,60,62,63,65"
ridge_no_stave,traditional_analytic_timewalk,933,2799,2.1745604832161693,2.07775867315536,2.258152078491715,3.2871967011838126,0.04459608967613571,-0.0305558191683162,0.16715372148463445,61,"58,59,60,62,63,65"
gated_label_fusion_no_stave,traditional_analytic_timewalk,933,2799,2.217494906350078,2.1204438680125146,2.3058763865346554,3.1481091074808663,0.08753051281004431,0.025479353310446276,0.21468974652811046,61,"58,59,60,62,63,65"
cnn_no_stave,traditional_analytic_timewalk,933,2799,2.2379503061522463,2.1538670215824887,2.3168826341524964,3.1468067229609775,0.10798591261221269,0.05344325756514501,0.21982973308483675,61,"58,59,60,62,63,65"
cnn_train_label_permutation,traditional_analytic_timewalk,933,2799,2.260006576814971,2.1767706087103584,2.329124831587809,3.16067385390946,0.13004218327493744,0.06330808834801391,0.25335812665715135,61,"58,59,60,62,63,65"
gradient_boosted_trees_heldout_label_permutation,traditional_analytic_timewalk,933,2799,2.9417911603793456,2.8013758512688,3.0629643300636418,3.5178272075915182,0.811826766839312,0.6525655226708077,1.0106065937782245,61,"58,59,60,62,63,65"
ridge_heldout_label_permutation,traditional_analytic_timewalk,933,2799,2.9778673101218143,2.8591459183109187,3.0713894022771093,3.778973411112612,0.8479029165817806,0.7307760648589614,1.0244271578004962,61,"58,59,60,62,63,65"
gated_label_fusion_heldout_label_permutation,traditional_analytic_timewalk,933,2799,2.987290882575548,2.8625999177359445,3.1087666296057295,3.6770970727217707,0.8573264890355143,0.734781666189322,1.0523995379184015,61,"58,59,60,62,63,65"
mlp_heldout_label_permutation,traditional_analytic_timewalk,933,2799,3.0152435691991277,2.908259366156818,3.1330161617302363,3.7351010919511087,0.8852791756590941,0.7806705319536351,1.0715164489467515,61,"58,59,60,62,63,65"
cnn_heldout_label_permutation,traditional_analytic_timewalk,933,2799,3.0525578939202913,2.9411736436053304,3.1751866611865167,3.6344066616893556,0.9225935003802577,0.7964915841196352,1.119243614691107,61,"58,59,60,62,63,65"
label_offset_heldout_label_permutation,traditional_analytic_timewalk,933,2799,3.1179845117450933,3.0200155239749167,3.2037001814609747,3.6908077166553497,0.9880201182050596,0.882249238321814,1.1512728116313393,61,"58,59,60,62,63,65"
gradient_boosted_trees_real_stave,traditional_analytic_timewalk,807,2421,1.0931178420076655,1.047204415419283,1.1504143647786294,2.1164666686923805,-0.3758870304222386,-0.4414940319196105,-0.3039581852081416,62,"58,59,60,61,63,65"
gated_label_fusion_real_stave,traditional_analytic_timewalk,807,2421,1.1488587808599078,1.084305388540264,1.2396879250164166,2.4696826647340644,-0.3201460915699963,-0.3912915612718944,-0.24153810863319267,62,"58,59,60,61,63,65"
mlp_real_stave,traditional_analytic_timewalk,807,2421,1.2205995789909543,1.1656534352079284,1.272712591756141,2.262717579838328,-0.2484052934389498,-0.32550720441808073,-0.17350921197287436,62,"58,59,60,61,63,65"
ridge_real_stave,traditional_analytic_timewalk,807,2421,1.2890931432415642,1.2285964767358282,1.347006707936905,2.3321700381020216,-0.17991172918833986,-0.25637969473916794,-0.1167335608909995,62,"58,59,60,61,63,65"
label_offset_real_stave,traditional_analytic_timewalk,807,2421,1.313066157195569,1.2414834795068237,1.3689323390217158,2.4716630235535613,-0.155938715234335,-0.2313940014977757,-0.0877719795888735,62,"58,59,60,61,63,65"
cnn_real_stave,traditional_analytic_timewalk,807,2421,1.3306205286072752,1.2626082833479482,1.39706801785357,2.3948619905259085,-0.13838434382262887,-0.22116697936174737,-0.050837845397504015,62,"58,59,60,61,63,65"
gradient_boosted_trees_train_label_permutation,traditional_analytic_timewalk,807,2421,1.3980881273856958,1.3434716892295187,1.4582232847574943,2.2801071783225724,-0.0709167450442083,-0.13466769253486532,0.01590934904786898,62,"58,59,60,61,63,65"
gradient_boosted_trees_no_stave,traditional_analytic_timewalk,807,2421,1.403195575861681,1.3445293022340379,1.4689148750352932,2.2690468427079766,-0.0658092965682231,-0.1311777703534404,0.029313909432264765,62,"58,59,60,61,63,65"
traditional_analytic_timewalk,traditional_analytic_timewalk,807,2421,1.469004872429904,1.4108763770188606,1.5194053553519435,2.5841895829635635,0.0,0.0,0.0,62,"58,59,60,61,63,65"
label_offset_train_label_permutation,traditional_analytic_timewalk,807,2421,1.4811523410233611,1.4258846920084434,1.5380275343931475,2.5925007268221973,0.012147468593457056,0.005361106976768765,0.021659723991312184,62,"58,59,60,61,63,65"
mlp_no_stave,traditional_analytic_timewalk,807,2421,1.5617564929164658,1.498055390488603,1.6202224662701983,2.6055551192796185,0.09275162048656171,0.059747716130054196,0.12984733217576064,62,"58,59,60,61,63,65"
mlp_train_label_permutation,traditional_analytic_timewalk,807,2421,1.5940167755936145,1.5255419650892523,1.658456788308237,2.6412190708059184,0.12501190316371047,0.08335076417071142,0.1602202880567721,62,"58,59,60,61,63,65"
gated_label_fusion_train_label_permutation,traditional_analytic_timewalk,807,2421,1.6227508451283221,1.577664771771743,1.6887340391316394,2.585457166108919,0.15374597269841805,0.1232397429501732,0.20222282165721356,62,"58,59,60,61,63,65"
gated_label_fusion_no_stave,traditional_analytic_timewalk,807,2421,1.6488426670807526,1.5949037118060456,1.7124261016767623,2.476770726048046,0.17983779465084848,0.13622713622431404,0.22892739291680045,62,"58,59,60,61,63,65"
ridge_no_stave,traditional_analytic_timewalk,807,2421,1.6906630903131825,1.628825824999085,1.7540960833888661,2.5333799869809805,0.22165821788327844,0.16700120773302501,0.28297591093630237,62,"58,59,60,61,63,65"
cnn_no_stave,traditional_analytic_timewalk,807,2421,1.6963357900774148,1.6408908895345595,1.7526057071023802,2.542982238653458,0.22733091764751068,0.17829140053911025,0.27713520973225436,62,"58,59,60,61,63,65"
ridge_train_label_permutation,traditional_analytic_timewalk,807,2421,1.7105639055955877,1.6457128553090858,1.777773765582763,2.54529652711829,0.2415590331656836,0.18609343883028295,0.30370520613013885,62,"58,59,60,61,63,65"
cnn_train_label_permutation,traditional_analytic_timewalk,807,2421,1.7748426728887572,1.730966077761444,1.8380425937758356,2.6928195981955487,0.3058378004588531,0.26669649897487235,0.3597892898538943,62,"58,59,60,61,63,65"
mlp_heldout_label_permutation,traditional_analytic_timewalk,807,2421,2.4581342168982427,2.3780196245457375,2.6045443699620896,3.0437137040315307,0.9891293444683387,0.8967912566056551,1.1400473136069031,62,"58,59,60,61,63,65"
gradient_boosted_trees_heldout_label_permutation,traditional_analytic_timewalk,807,2421,2.4601417425535828,2.3573110183573696,2.6013516298320223,3.111836977375824,0.9911368701236787,0.8684361733621612,1.1280479013718465,62,"58,59,60,61,63,65"
label_offset_heldout_label_permutation,traditional_analytic_timewalk,807,2421,2.536187515611785,2.387852174938473,2.700924371644172,3.334514101867339,1.0671826431818807,0.924416624950752,1.23331502740585,62,"58,59,60,61,63,65"
gated_label_fusion_heldout_label_permutation,traditional_analytic_timewalk,807,2421,2.5818033908658755,2.442848360167381,2.6625482513773298,3.0823019245477012,1.1127985184359714,0.9743832584446623,1.1900705374734915,62,"58,59,60,61,63,65"
cnn_heldout_label_permutation,traditional_analytic_timewalk,807,2421,2.58945932065448,2.4447268491107517,2.713731063980908,3.1730332961932066,1.120454448224576,0.9762697975368598,1.242623505149755,62,"58,59,60,61,63,65"
ridge_heldout_label_permutation,traditional_analytic_timewalk,807,2421,2.6056912609742398,2.4473549332848865,2.7246142081561575,3.1829598893896196,1.1366863885443357,0.9926172538551187,1.2459039366870888,62,"58,59,60,61,63,65"
gradient_boosted_trees_real_stave,traditional_analytic_timewalk,370,1110,1.1581651290504833,1.0651622426364995,1.2475471819587645,1.9123821121818012,-0.23315633160309468,-0.34312084635012247,-0.10999612217177931,63,"58,59,60,61,62,65"
mlp_real_stave,traditional_analytic_timewalk,370,1110,1.2806493281297704,1.2135237248136512,1.3678296226419002,2.3449469622463077,-0.11067213252380759,-0.2161082966896628,0.007144338278227686,63,"58,59,60,61,62,65"
label_offset_real_stave,traditional_analytic_timewalk,370,1110,1.3743767949779582,1.2473229851603507,1.4442218706029126,2.5293893776167597,-0.016944665675619808,-0.14408873510406087,0.08078188142232737,63,"58,59,60,61,62,65"
label_offset_train_label_permutation,traditional_analytic_timewalk,370,1110,1.375661900741132,1.2902932195197698,1.4495746780021788,2.6189384425799007,-0.015659559912446053,-0.03811305714937014,0.006748997582301969,63,"58,59,60,61,62,65"
ridge_real_stave,traditional_analytic_timewalk,370,1110,1.3757198342720631,1.2906435676710033,1.4561552002086393,2.41304639282969,-0.015601626381514855,-0.12079619961822766,0.09265259197134523,63,"58,59,60,61,62,65"
traditional_analytic_timewalk,traditional_analytic_timewalk,370,1110,1.391321460653578,1.302769362653188,1.4704015711450868,2.628067512304926,0.0,0.0,0.0,63,"58,59,60,61,62,65"
