method,sigma68_ns,ci_low,ci_high,delta_vs_cfd20_ns,delta_ci_low,delta_ci_high,n_events,n_pair_residuals,full_rms_ns,target_variant,diagnosis_family,feature_family,variant_seed,heldout_run
ml_ae_row_shuffle,3.220996549794862,2.9905405876721605,3.4622640963736893,-0.08372735076170112,-0.11789326012391729,-0.03540992970159243,68,204,3.799883279404736,ml_ae_row_shuffle,global row target distribution,ml_ae,186291704,42
traditional_row_shuffle,3.260254336910843,3.04635752136378,3.5443953326861544,-0.04446956364572019,-0.09596893409291653,0.10332711967576264,68,204,3.9216822682579853,traditional_row_shuffle,global row target distribution,traditional,186291801,42
ml_ae_row_shuffle,3.309996717983801,3.0463617956128584,3.5578192276365366,0.005272817427237619,-0.03568612544359398,0.052794538605928726,68,204,3.9322135296529623,ml_ae_row_shuffle,global row target distribution,ml_ae,186291801,42
traditional_same_event_permute,3.3093663639947803,3.0292793366496413,3.528051872088339,0.00464246343821717,-0.13296807659701773,0.13536443825842742,68,204,4.045853330800093,traditional_same_event_permute,same-event target algebra,traditional,186291226,42
ml_ae_same_event_permute,3.2702661719173176,3.0614771668121827,3.4905610720864124,-0.034457728639245566,-0.08795705624294405,0.059470993505137,68,204,4.0261257647206925,ml_ae_same_event_permute,same-event target algebra,ml_ae,186291226,42
traditional_same_event_permute,3.2333001777837076,2.895806066826141,3.3546111926156135,-0.07142372277285558,-0.2943739378973794,0.01246468496140779,68,204,3.8465150078358143,traditional_same_event_permute,same-event target algebra,traditional,186291323,42
ml_ae_same_event_permute,3.212259402424094,2.9784464910077517,3.463077474845801,-0.09246449813246915,-0.1351954410146804,-0.015422623952832658,68,204,3.852404034768339,ml_ae_same_event_permute,same-event target algebra,ml_ae,186291323,42
traditional_same_event_permute,3.1465427126908296,2.9323739732473184,3.406935039277186,-0.15818118786573354,-0.2672985454239852,0.029818168260803656,68,204,3.9179862836524344,traditional_same_event_permute,same-event target algebra,traditional,186291420,42
ml_ae_same_event_permute,3.170400628335774,2.971570293729558,3.434884003422218,-0.1343232722207892,-0.18720089525138997,-0.033237446688115777,68,204,3.9273542683033864,ml_ae_same_event_permute,same-event target algebra,ml_ae,186291420,42
traditional_same_event_permute,3.2102039245329794,3.0016383560225366,3.4744267800502096,-0.09451997602358375,-0.21177935465938003,0.041378721625788685,68,204,3.8896164877447177,traditional_same_event_permute,same-event target algebra,traditional,186291517,42
ml_ae_same_event_permute,3.2203540078923085,3.018389149508708,3.502301887611243,-0.08436989266425465,-0.12554159842990326,-0.0151539204721544,68,204,3.9028484837465607,ml_ae_same_event_permute,same-event target algebra,ml_ae,186291517,42
traditional_same_event_permute,3.311960070011618,3.0629323372044572,3.6417917765175614,0.007236169455054675,-0.10057811177637259,0.2574732337538462,68,204,3.962192798837475,traditional_same_event_permute,same-event target algebra,traditional,186291614,42
ml_ae_same_event_permute,3.283846678435802,3.0806029591709363,3.515745000768446,-0.020877222120761374,-0.06616580709790489,0.05191662429561541,68,204,3.9160995646109646,ml_ae_same_event_permute,same-event target algebra,ml_ae,186291614,42
traditional_same_event_permute,3.3292128682509046,3.1408716187004004,3.575395782185717,0.02448896769434139,-0.10258878483767324,0.1901512752443551,68,204,3.925213804029448,traditional_same_event_permute,same-event target algebra,traditional,186291711,42
ml_ae_same_event_permute,3.400781376463773,3.1602401673151146,3.653543001801859,0.0960574759072097,0.05871990954633557,0.1764650044543999,68,204,3.9553368793687147,ml_ae_same_event_permute,same-event target algebra,ml_ae,186291711,42
traditional_same_event_permute,3.3026081471317985,3.13104781821383,3.5587419860579934,-0.002115753424764666,-0.062490337146544915,0.15969110483005752,68,204,4.0256604667208595,traditional_same_event_permute,same-event target algebra,traditional,186291808,42
ml_ae_same_event_permute,3.304254577495156,3.053603164695042,3.55597603364987,-0.0004693230614072341,-0.03900601849096948,0.04454757682638522,68,204,3.981872493960898,ml_ae_same_event_permute,same-event target algebra,ml_ae,186291808,42
traditional_same_event_sign_flip,3.350200006254016,3.0909228227741123,3.611011237375612,0.04547610569745286,-0.06578203770161785,0.19142222556922497,68,204,3.8957898035604566,traditional_same_event_sign_flip,same-event target algebra,traditional,186291228,42
ml_ae_same_event_sign_flip,3.3396921636052452,3.07307158839026,3.5848534637459526,0.03496826304868206,-0.02620979455445744,0.10348323781610073,68,204,3.878934993947124,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291228,42
traditional_same_event_sign_flip,3.404870019257063,3.1445452409341574,3.697734334496781,0.10014611870049972,-0.06597820938837266,0.2768823165213363,68,204,4.023851165764717,traditional_same_event_sign_flip,same-event target algebra,traditional,186291325,42
ml_ae_same_event_sign_flip,3.4334297594241754,3.1687961862341134,3.733242851662199,0.1287058588676122,0.06799207882834903,0.20167582403520354,68,204,4.018876122306942,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291325,42
traditional_same_event_sign_flip,3.1563158809877327,2.907950838202612,3.3697209450721144,-0.14840801956883043,-0.3128761216475635,0.0037427314111835278,68,204,3.8914068819280305,traditional_same_event_sign_flip,same-event target algebra,traditional,186291422,42
ml_ae_same_event_sign_flip,3.2008796755224456,2.9698467515644684,3.4467323552556333,-0.10384422503411761,-0.16577769302415038,0.005097323781344749,68,204,3.8930501899799053,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291422,42
traditional_same_event_sign_flip,3.13104330700636,2.8866762883805634,3.4424547368366816,-0.17368059355020327,-0.35109598219216887,0.026978311457923405,68,204,3.9572280292181548,traditional_same_event_sign_flip,same-event target algebra,traditional,186291519,42
ml_ae_same_event_sign_flip,3.284796053525061,3.0492057199384686,3.592401252560777,-0.0199278470315023,-0.09650218586642144,0.07533548736046176,68,204,3.9692041354636762,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291519,42
traditional_same_event_sign_flip,3.326257981992735,3.0702863700055127,3.568054700403471,0.02153408143617197,-0.20305214014887404,0.1986739446293092,68,204,3.91175759624419,traditional_same_event_sign_flip,same-event target algebra,traditional,186291616,42
ml_ae_same_event_sign_flip,3.3750967073427116,3.160186150735243,3.681976256262509,0.07037280678614843,0.02728489607000194,0.15254023002944855,68,204,3.934074954585539,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291616,42
traditional_same_event_sign_flip,3.177498396113511,2.9386053409302186,3.4070727213365903,-0.12722550444305236,-0.2934301376364576,0.010962854529761918,68,204,3.9094706189785122,traditional_same_event_sign_flip,same-event target algebra,traditional,186291713,42
ml_ae_same_event_sign_flip,3.30348896965384,3.037421349724753,3.6031487622321183,-0.001234930902723086,-0.10209591131800659,0.08464291205253867,68,204,3.9560412966337073,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291713,42
traditional_same_event_sign_flip,3.4532956351140145,3.183047413544209,3.658241880870577,0.14857173455745132,-0.005274578518978943,0.2916528991916235,68,204,4.1749588370375355,traditional_same_event_sign_flip,same-event target algebra,traditional,186291810,42
ml_ae_same_event_sign_flip,3.375624594464899,3.1688509936290457,3.6157225104803166,0.07090069390833564,0.004540385624611578,0.16711871095380484,68,204,4.136739908753346,ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186291810,42
traditional_per_run_stave_shuffle,1.8364137428998928,1.6100440589254752,2.1869474759978655,-1.4683101576566704,-1.8117234655673178,-1.1036567442811125,68,204,2.551058111443816,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291229,42
ml_ae_per_run_stave_shuffle,1.7850556518411644,1.6075034686431353,2.239530260679306,-1.5196682487153987,-1.8571085950310546,-1.0474705260240464,68,204,2.536040346461587,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291229,42
traditional_per_run_stave_shuffle,1.7894419567584992,1.6145919210381563,2.0423062639632814,-1.515281943798064,-1.8332449176502044,-1.1022278732693733,68,204,2.5263140594350637,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291326,42
ml_ae_per_run_stave_shuffle,1.8018316260278244,1.5789480059966439,2.0478480638370526,-1.5028922745287387,-1.8374340839401506,-1.0944230662687435,68,204,2.5194749349741166,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291326,42
traditional_per_run_stave_shuffle,1.8080256145000475,1.6169680739468308,2.190234768106876,-1.4966982860565157,-1.8346019578494994,-1.0241758481233751,68,204,2.5224793168259025,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291423,42
ml_ae_per_run_stave_shuffle,1.7929926580190674,1.6221425204239541,2.21838630264473,-1.5117312425374958,-1.831149247696161,-1.0382916651302005,68,204,2.520248200184737,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291423,42
traditional_per_run_stave_shuffle,1.7787465044581903,1.609854396376607,2.142997190713881,-1.525977396098373,-1.8544470249302976,-1.04195286900043,68,204,2.5431065902689993,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291520,42
ml_ae_per_run_stave_shuffle,1.8097922466421144,1.6048268296314527,2.1390084204971784,-1.4949316539144488,-1.848553198767604,-1.0489173879891676,68,204,2.5288525458834097,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291520,42
traditional_per_run_stave_shuffle,1.7936041638827316,1.6133971827515385,2.1654037973924583,-1.5111197366738316,-1.7928957120144768,-0.9944426993533987,68,204,2.5195579074008356,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291617,42
ml_ae_per_run_stave_shuffle,1.797272712764741,1.6140342338383216,2.119158763144254,-1.5074511877918222,-1.8205120006591384,-1.0442747492156037,68,204,2.5273504887907334,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291617,42
traditional_per_run_stave_shuffle,1.8023769256198419,1.5984598026610908,2.1133988893859366,-1.5023469749367213,-1.8259398028886582,-1.0464595000758192,68,204,2.5323863362114643,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291714,42
ml_ae_per_run_stave_shuffle,1.7917485874891288,1.6123850993900302,2.090395293085094,-1.5129753130674344,-1.8184955117859403,-1.0411786554039137,68,204,2.5274219887769847,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291714,42
traditional_per_run_stave_shuffle,1.7837961983680688,1.6334001389332082,2.189698450268864,-1.5209277021884944,-1.8614926241571128,-1.0259187445864084,68,204,2.528099217341953,traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186291811,42
ml_ae_per_run_stave_shuffle,1.8051620352268178,1.6185223259509498,2.158912617811502,-1.4995618653297453,-1.8714627346814907,-1.0835091562388564,68,204,2.5396748501597304,ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186291811,42
traditional_per_run_stave_amp_shuffle,1.7766457716846495,1.5536361144363962,2.1016689003997566,-1.5280781288719136,-1.883607546862206,-1.093914266845452,68,204,2.5320226334053717,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291233,42
ml_ae_per_run_stave_amp_shuffle,1.7986084513664227,1.5589956599979438,2.1061926219452114,-1.5061154491901405,-1.8934221659123267,-1.079618091904632,68,204,2.541513618169243,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291233,42
traditional_per_run_stave_amp_shuffle,1.7683633295917487,1.5425127696841983,2.059068204076528,-1.5363605709648145,-1.921607268884868,-1.1121894017300042,68,204,2.5135485902922188,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291330,42
ml_ae_per_run_stave_amp_shuffle,1.7966563522815668,1.5377779785804504,2.059007248946127,-1.5080675482749963,-1.922657612896023,-1.1105012232922944,68,204,2.5046139240273284,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291330,42
traditional_per_run_stave_amp_shuffle,1.7531909537687915,1.5621587174840559,2.1314526317000997,-1.5515329467877716,-1.8636474844550197,-1.0021894480341422,68,204,2.523243112233969,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291427,42
ml_ae_per_run_stave_amp_shuffle,1.7959097529029828,1.531161121894792,2.053616132713856,-1.5088141476535804,-1.8791364279534917,-1.0731582414842276,68,204,2.521383576645999,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291427,42
traditional_per_run_stave_amp_shuffle,1.7498474776744841,1.5302597562368632,2.0895875309482177,-1.554876422882079,-1.8918072693990846,-1.0895349811277393,68,204,2.5539080630956166,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291524,42
ml_ae_per_run_stave_amp_shuffle,1.7918737620687504,1.517114739850161,2.105700275401831,-1.5128501384878128,-1.8762149674030562,-1.0654526700973497,68,204,2.5445745324495794,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291524,42
traditional_per_run_stave_amp_shuffle,1.7632318477630586,1.51979950121791,2.0378079650387764,-1.5414920527935045,-1.956253548051256,-1.0673865308589938,68,204,2.513658644394836,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291621,42
ml_ae_per_run_stave_amp_shuffle,1.7944726173305499,1.5383540356442935,2.059049311900924,-1.5102512832260133,-1.9341659872189743,-1.0345457627332832,68,204,2.5126038683624734,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291621,42
traditional_per_run_stave_amp_shuffle,1.8032954053854926,1.499368048606879,2.032765688949106,-1.5014284951710706,-1.896446474293675,-1.1334137478577817,68,204,2.549287203272958,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291718,42
ml_ae_per_run_stave_amp_shuffle,1.7974807935678965,1.5143564708195643,2.0701679401875093,-1.5072431069886667,-1.8647820051460477,-1.1133146457242533,68,204,2.514321578500533,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291718,42
traditional_per_run_stave_amp_shuffle,1.7587524759197215,1.540804636406898,1.9715669092528272,-1.5459714246368417,-1.921994671851513,-1.1848329179792954,68,204,2.525081837084484,traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186291815,42
ml_ae_per_run_stave_amp_shuffle,1.7868686145544057,1.5623777434638735,2.0693797213525804,-1.5178552860021575,-1.8808590844997433,-1.105275749136777,68,204,2.5296457309640195,ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186291815,42
traditional_train_run_stave_mean,1.8038364256000505,1.6035306144312034,2.106260152353406,-1.5008874749565126,-1.807865182686029,-1.0424737359626892,68,204,2.530324100969328,traditional_train_run_stave_mean,train-run-only target,traditional,186291228,42
ml_ae_train_run_stave_mean,1.807366169095039,1.6003544270798593,2.101841122640729,-1.497357731461524,-1.7994764504911285,-1.0497722286678506,68,204,2.528967840273334,ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186291228,42
CFD20,3.2647569361400595,2.8337593059582677,3.6024487043935713,0.0,0.0,0.0,64,192,4.01342665699288,CFD20,baseline,timing,-1,57
traditional_nominal,2.015414061248308,1.757604319937527,2.22052834172529,-1.2493428748917514,-1.7605861589653173,-0.6523563299031893,64,192,2.679485423580029,traditional_nominal,nominal,traditional,-1,57
ml_ae_nominal,1.921598145060541,1.7264952014405277,2.178831202805524,-1.3431587910795184,-1.8220950079955929,-0.7881730576207033,64,192,2.55157410653409,ml_ae_nominal,nominal,ml_ae,-1,57
traditional_event_block_shuffle,2.0213047698695954,1.8338442042055434,2.361268063822762,-1.243452166270464,-1.7553931267351732,-0.5781126735581167,64,192,2.7009849489923883,traditional_event_block_shuffle,event/block composition,traditional,186441227,57
ml_ae_event_block_shuffle,2.0596608394940197,1.8196341650385386,2.332361408369965,-1.2050960966460398,-1.7895099250194415,-0.5897305311579,64,192,2.6811591921683933,ml_ae_event_block_shuffle,event/block composition,ml_ae,186441227,57
traditional_event_block_shuffle,2.1645854311132373,1.9202353486044443,2.3380317502513654,-1.1001715050268221,-1.7159851104752186,-0.5977640224099101,64,192,2.729530454711768,traditional_event_block_shuffle,event/block composition,traditional,186441324,57
ml_ae_event_block_shuffle,2.111896400407551,1.8347457387942776,2.295226148175068,-1.1528605357325086,-1.7662133584067394,-0.6635502758364075,64,192,2.710134585544014,ml_ae_event_block_shuffle,event/block composition,ml_ae,186441324,57
traditional_event_block_shuffle,2.067733814970254,1.827432955024015,2.3676949608410363,-1.1970231211698055,-1.6817630300478303,-0.5083146511013654,64,192,2.6918649293090944,traditional_event_block_shuffle,event/block composition,traditional,186441421,57
ml_ae_event_block_shuffle,2.0887051435001194,1.8296533210134953,2.3189857660207123,-1.17605179263994,-1.684752110546825,-0.5028801406951611,64,192,2.698377218973304,ml_ae_event_block_shuffle,event/block composition,ml_ae,186441421,57
traditional_event_block_shuffle,2.1150079987573625,1.844008138465692,2.357075849203396,-1.149748937382697,-1.6654680871726173,-0.5480023033959803,64,192,2.732073573209603,traditional_event_block_shuffle,event/block composition,traditional,186441518,57
ml_ae_event_block_shuffle,2.1171136552095398,1.8582346833939505,2.3469003869891125,-1.1476432809305197,-1.6644502599936186,-0.5431936717227026,64,192,2.7261385251978334,ml_ae_event_block_shuffle,event/block composition,ml_ae,186441518,57
traditional_event_block_shuffle,2.0991363436055193,1.8216465328526505,2.3264096410497963,-1.1656205925345402,-1.7155039880140655,-0.5926036661647988,64,192,2.711137868007608,traditional_event_block_shuffle,event/block composition,traditional,186441615,57
ml_ae_event_block_shuffle,2.0935380585491643,1.8044585573211356,2.31952374549098,-1.1712188775908952,-1.7352424153859614,-0.5927586734614348,64,192,2.6997773394664164,ml_ae_event_block_shuffle,event/block composition,ml_ae,186441615,57
traditional_event_block_shuffle,2.070554401874544,1.8410613694724598,2.314601838808034,-1.1942025342655156,-1.70275909263985,-0.635203484349407,64,192,2.670842101965336,traditional_event_block_shuffle,event/block composition,traditional,186441712,57
ml_ae_event_block_shuffle,2.096308825071601,1.8648863251496142,2.352097528845072,-1.1684481110684586,-1.6984057325281128,-0.6164871817455315,64,192,2.7168925716012255,ml_ae_event_block_shuffle,event/block composition,ml_ae,186441712,57
traditional_event_block_shuffle,2.063519439280631,1.8182422664938513,2.3838446285125663,-1.2012374968594286,-1.6892689072491565,-0.45714872411656043,64,192,2.700749613339897,traditional_event_block_shuffle,event/block composition,traditional,186441809,57
ml_ae_event_block_shuffle,2.0761027062566577,1.8100689292151386,2.3393294739128967,-1.1886542298834017,-1.681000503090314,-0.4563180602984382,64,192,2.696772482941493,ml_ae_event_block_shuffle,event/block composition,ml_ae,186441809,57
traditional_row_shuffle,3.211862918145954,2.779249758414633,3.588016222652699,-0.052894017994105536,-0.1172185186203449,0.07227241853612276,64,192,3.996427853399336,traditional_row_shuffle,global row target distribution,traditional,186441219,57
ml_ae_row_shuffle,3.2827702188100654,2.836025978849728,3.62680790941078,0.018013282670005903,-0.009426042616545682,0.0655471255474777,64,192,4.010210741520443,ml_ae_row_shuffle,global row target distribution,ml_ae,186441219,57
traditional_row_shuffle,3.2063199156805124,2.7496681322819825,3.6444760051959086,-0.05843702045954702,-0.1292116786016893,0.13229940538409288,64,192,4.0257415570453245,traditional_row_shuffle,global row target distribution,traditional,186441316,57
ml_ae_row_shuffle,3.306649498397483,2.754595834794265,3.599003330182738,0.04189256225742355,-0.03506505391793487,0.05994267220596565,64,192,4.032578800418564,ml_ae_row_shuffle,global row target distribution,ml_ae,186441316,57
traditional_row_shuffle,3.300510411865711,2.8804611988752145,3.6917156638547777,0.03575347572565146,-0.054130169373747226,0.23643132048052484,64,192,4.175063980037201,traditional_row_shuffle,global row target distribution,traditional,186441413,57
ml_ae_row_shuffle,3.2582465803368397,2.8683167076978715,3.635322829803907,-0.006510355803219792,-0.07441936635675411,0.16321834584866432,64,192,4.151178834381034,ml_ae_row_shuffle,global row target distribution,ml_ae,186441413,57
traditional_row_shuffle,3.367768057852984,2.877996678651655,3.7421623199637515,0.10301112171292459,0.025061524720682585,0.1596964465055573,64,192,4.141864633028939,traditional_row_shuffle,global row target distribution,traditional,186441510,57
ml_ae_row_shuffle,3.3524728397727004,2.910540848871051,3.7463960289528515,0.08771590363264092,0.031221237779417814,0.14083846965758998,64,192,4.15431956259119,ml_ae_row_shuffle,global row target distribution,ml_ae,186441510,57
traditional_row_shuffle,3.08196864464134,2.698610557390836,3.5041460798604387,-0.18278829149871934,-0.2519992567971347,0.03674870416522484,64,192,3.866574141148854,traditional_row_shuffle,global row target distribution,traditional,186441607,57
ml_ae_row_shuffle,3.0946439620411406,2.696112858946395,3.5339680710510586,-0.1701129740989189,-0.23570302767586704,-0.013795377918885722,64,192,3.871314963859879,ml_ae_row_shuffle,global row target distribution,ml_ae,186441607,57
traditional_row_shuffle,3.2495106424838305,2.741416440446685,3.602326841838654,-0.015246293656228982,-0.15641706909257352,0.05081328842109171,64,192,4.0470864623752885,traditional_row_shuffle,global row target distribution,traditional,186441704,57
ml_ae_row_shuffle,3.2474509429627645,2.750713867492683,3.5977663590367843,-0.017305993177294976,-0.07491985014965746,0.0036356707443500353,64,192,4.017312712538658,ml_ae_row_shuffle,global row target distribution,ml_ae,186441704,57
traditional_row_shuffle,3.2491197078491734,2.851382081833832,3.730455993650952,-0.015637228290886096,-0.060545583551098014,0.1982918108778079,64,192,4.092464338416985,traditional_row_shuffle,global row target distribution,traditional,186441801,57
ml_ae_row_shuffle,3.397440785058137,2.863627951361404,3.7368411632074756,0.13268384891807772,0.037886433949042064,0.21076718259090715,64,192,4.125425459309417,ml_ae_row_shuffle,global row target distribution,ml_ae,186441801,57
