target_variant,diagnosis_family,feature_family,variant_seed,heldout_run,sigma68_ns,ci_low,ci_high,delta_vs_cfd20_ns,n_pair_residuals,n_events
traditional_event_block_shuffle,event/block composition,traditional,186511518,pooled,2.1052996602281966,1.9933828447745443,2.2378937410276176,-1.041504049619733,630,210
ml_ae_event_block_shuffle,event/block composition,ml_ae,186511518,pooled,2.1220377987623227,2.000454343544485,2.253392170842738,-1.0247659110856069,630,210
traditional_event_block_shuffle,event/block composition,traditional,186511615,pooled,2.1497263278198253,2.006513012968421,2.27092668797481,-0.9970773820281043,630,210
ml_ae_event_block_shuffle,event/block composition,ml_ae,186511615,pooled,2.1266239561271676,1.9978358312289715,2.2670761130149213,-1.020179753720762,630,210
traditional_event_block_shuffle,event/block composition,traditional,186511712,pooled,2.159843770861627,1.9976075821295394,2.2696188828617334,-0.9869599389863027,630,210
ml_ae_event_block_shuffle,event/block composition,ml_ae,186511712,pooled,2.1294625774025917,1.9975050143872868,2.255618986169248,-1.0173411324453379,630,210
traditional_event_block_shuffle,event/block composition,traditional,186511809,pooled,2.1498895850405098,2.002007096895695,2.279685479579571,-0.9969141248074199,630,210
ml_ae_event_block_shuffle,event/block composition,ml_ae,186511809,pooled,2.1376804929971716,1.9843526544421926,2.263561002762496,-1.009123216850758,630,210
traditional_row_shuffle,global row target distribution,traditional,186511219,pooled,3.140230072064326,2.9701203316908362,3.3635676177442084,-0.0065736377836036475,630,210
ml_ae_row_shuffle,global row target distribution,ml_ae,186511219,pooled,3.1919850320071,2.985472943918947,3.3534122174792738,0.04518132215917037,630,210
traditional_row_shuffle,global row target distribution,traditional,186511316,pooled,3.2484682397284375,3.048168196978904,3.4140221566203968,0.1016645298805079,630,210
ml_ae_row_shuffle,global row target distribution,ml_ae,186511316,pooled,3.2332947093695426,3.1049934945841384,3.4375359987347833,0.08649099952161299,630,210
traditional_row_shuffle,global row target distribution,traditional,186511413,pooled,3.193374605026247,3.001463824307803,3.360181182557226,0.04657089517831725,630,210
ml_ae_row_shuffle,global row target distribution,ml_ae,186511413,pooled,3.205855368582607,3.0203802530462855,3.399194592388346,0.05905165873467722,630,210
traditional_row_shuffle,global row target distribution,traditional,186511510,pooled,3.047226907746791,2.8491564793402615,3.21653332002419,-0.09957680210113873,630,210
ml_ae_row_shuffle,global row target distribution,ml_ae,186511510,pooled,3.032381394691765,2.855539451216865,3.237689517414137,-0.11442231515616452,630,210
traditional_row_shuffle,global row target distribution,traditional,186511607,pooled,3.2026464907713272,3.031594367926449,3.3772196994689585,0.05584278092339767,630,210
ml_ae_row_shuffle,global row target distribution,ml_ae,186511607,pooled,3.167436463646592,3.00038316954605,3.335132224985374,0.020632753798662584,630,210
traditional_row_shuffle,global row target distribution,traditional,186511704,pooled,3.398730175729916,3.200215499982238,3.5268676924132993,0.2519264658819864,630,210
ml_ae_row_shuffle,global row target distribution,ml_ae,186511704,pooled,3.345846145508888,3.179936227489076,3.5148560065178667,0.19904243566095836,630,210
traditional_row_shuffle,global row target distribution,traditional,186511801,pooled,3.1319718733429918,2.945684879019857,3.308654826006666,-0.014831836504937803,630,210
ml_ae_row_shuffle,global row target distribution,ml_ae,186511801,pooled,3.1431753289029007,2.9848240848243917,3.374121318636026,-0.0036283809450288196,630,210
traditional_same_event_permute,same-event target algebra,traditional,186511226,pooled,3.147000427216289,2.9501079422306717,3.3292336133324056,0.00019671736835924492,630,210
ml_ae_same_event_permute,same-event target algebra,ml_ae,186511226,pooled,3.1874213737082493,2.9971072740275226,3.3375702853868714,0.04061766386031973,630,210
traditional_same_event_permute,same-event target algebra,traditional,186511323,pooled,3.0439387044179456,2.8592957078039225,3.232546769317685,-0.10286500542998399,630,210
ml_ae_same_event_permute,same-event target algebra,ml_ae,186511323,pooled,3.0521692397686833,2.860045090341944,3.202996170786862,-0.0946344700792463,630,210
traditional_same_event_permute,same-event target algebra,traditional,186511420,pooled,3.1198436970189953,2.9083388319571304,3.2825031634720303,-0.026960012828934236,630,210
ml_ae_same_event_permute,same-event target algebra,ml_ae,186511420,pooled,3.082328104810714,2.9130863983330793,3.2784028339351283,-0.06447560503721572,630,210
traditional_same_event_permute,same-event target algebra,traditional,186511517,pooled,3.261494851857423,3.054299475782037,3.444372438261286,0.11469114200949314,630,210
ml_ae_same_event_permute,same-event target algebra,ml_ae,186511517,pooled,3.283777214772999,3.066428055747487,3.4850536313406453,0.13697350492506954,630,210
traditional_same_event_permute,same-event target algebra,traditional,186511614,pooled,3.1518648036402452,2.995685254002269,3.3224963944943404,0.005061093792315674,630,210
ml_ae_same_event_permute,same-event target algebra,ml_ae,186511614,pooled,3.251254484045395,3.08056711671874,3.4696303650717426,0.10445077419746562,630,210
traditional_same_event_permute,same-event target algebra,traditional,186511711,pooled,3.1183557611778387,2.953896830417216,3.3028689969331024,-0.028447948670090813,630,210
ml_ae_same_event_permute,same-event target algebra,ml_ae,186511711,pooled,3.141921404004096,2.97947158471688,3.3212470600162183,-0.004882305843833645,630,210
traditional_same_event_permute,same-event target algebra,traditional,186511808,pooled,3.1252585431188304,2.895285298592597,3.3150343997001652,-0.02154516672909912,630,210
ml_ae_same_event_permute,same-event target algebra,ml_ae,186511808,pooled,3.1449172528088094,2.9641018744457495,3.3261173595234053,-0.0018864570391201596,630,210
traditional_same_event_sign_flip,same-event target algebra,traditional,186511228,pooled,3.26379413497448,3.07911234442466,3.428281500490431,0.11699042512655078,630,210
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511228,pooled,3.2504598536211264,3.111108436252762,3.4333445980615913,0.10365614377319689,630,210
traditional_same_event_sign_flip,same-event target algebra,traditional,186511325,pooled,3.21046272341162,3.0061268751973516,3.3287643911084146,0.06365901356369053,630,210
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511325,pooled,3.1670761663708094,2.974379255481394,3.374743811452576,0.02027245652287979,630,210
traditional_same_event_sign_flip,same-event target algebra,traditional,186511422,pooled,3.136223487854002,2.9519254361588323,3.293669637016067,-0.010580221993927719,630,210
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511422,pooled,3.1874273156988626,3.0122406104986075,3.371504377413146,0.04062360585093305,630,210
traditional_same_event_sign_flip,same-event target algebra,traditional,186511519,pooled,3.225247437490226,3.028652240087746,3.377147530756891,0.07844372764229623,630,210
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511519,pooled,3.3065310919526225,3.0852176587967874,3.4516491032299403,0.15972738210469295,630,210
traditional_same_event_sign_flip,same-event target algebra,traditional,186511616,pooled,3.17584466546774,2.9642174278409037,3.325690180111213,0.02904095561981057,630,210
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511616,pooled,3.1565572851765147,2.996778852987595,3.351903930095306,0.009753575328585118,630,210
traditional_same_event_sign_flip,same-event target algebra,traditional,186511713,pooled,3.164367985913297,2.93394204325799,3.38487127012387,0.01756427606536759,630,210
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511713,pooled,3.261070438513416,3.0862121416255843,3.4579067642565144,0.11426672866548636,630,210
traditional_same_event_sign_flip,same-event target algebra,traditional,186511810,pooled,3.2461144110262423,3.05687157752491,3.4349214264569143,0.09931070117831275,630,210
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186511810,pooled,3.2324372582937757,3.071054817149163,3.492753611791179,0.08563354844584614,630,210
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511229,pooled,2.1387318643927564,1.978405153516868,2.2860010433113227,-1.0080718454551731,630,210
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511229,pooled,2.110887593193055,1.9682453198748853,2.282823118129493,-1.0359161166548745,630,210
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511326,pooled,2.1370596307516085,1.9871852939099073,2.28307104377821,-1.009744079096321,630,210
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511326,pooled,2.11871959300518,1.972931776029825,2.255456083247183,-1.0280841168427495,630,210
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511423,pooled,2.158193470835688,2.0297874908952713,2.303001018908622,-0.9886102390122414,630,210
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511423,pooled,2.1537271227073678,2.0118884935338492,2.2877885769021518,-0.9930765871405618,630,210
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511520,pooled,2.0717896687984467,1.950972924721239,2.208247165760279,-1.0750140410494828,630,210
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511520,pooled,2.112618699073792,1.956537128248692,2.248445357547658,-1.0341850107741375,630,210
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511617,pooled,2.168603432493211,2.0120876492779267,2.2830758649147165,-0.9782002773547185,630,210
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511617,pooled,2.0862322634458526,1.9460446869051087,2.219560531278581,-1.060571446402077,630,210
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511714,pooled,2.152041072249412,1.985226304077029,2.2816910872262417,-0.9947626375985178,630,210
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511714,pooled,2.113179713487625,1.9641417549302589,2.2728535276167117,-1.0336239963603044,630,210
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186511811,pooled,2.134248104095461,1.994899917878629,2.2655846749930406,-1.0125556057524685,630,210
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186511811,pooled,2.128123725652696,1.9844227276065665,2.2788859457240696,-1.0186799841952334,630,210
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511233,pooled,2.100332030683755,1.9731332143833629,2.2192201768926085,-1.0464716791641746,630,210
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511233,pooled,1.9976916003227236,1.8910701997424983,2.16673044034052,-1.1491121095252061,630,210
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511330,pooled,2.0343740834426876,1.9181944172455725,2.2095243315626405,-1.112429626405242,630,210
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511330,pooled,2.029097898900509,1.9091464484836909,2.2016121000083877,-1.1177058109474207,630,210
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511427,pooled,2.001802694363593,1.8889071656445267,2.1994782846459175,-1.1450010154843366,630,210
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511427,pooled,2.1045158854293833,1.9810131110913314,2.2644458747900726,-1.0422878244185463,630,210
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511524,pooled,2.0341572171449656,1.8960148000246575,2.1988559655290545,-1.112646492702964,630,210
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511524,pooled,2.0743777520954607,1.9250643742513653,2.230584062077105,-1.0724259577524689,630,210
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511621,pooled,2.0706134296989447,1.953745537108064,2.2471843237657545,-1.0761902801489849,630,210
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511621,pooled,2.0489279939365406,1.9264740939228544,2.227776704192161,-1.097875715911389,630,210
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511718,pooled,2.0764621897172955,1.9492186315130027,2.2249782230970703,-1.070341520130634,630,210
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511718,pooled,1.9877299630808816,1.878375472210018,2.1431973897607337,-1.159073746767048,630,210
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186511815,pooled,2.0303860992193217,1.9149246548874974,2.217904652180402,-1.116417610628608,630,210
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186511815,pooled,2.0576647421848793,1.9284534019064925,2.2212769246805917,-1.0891389676630503,630,210
traditional_train_run_stave_mean,train-run-only target,traditional,186511228,pooled,2.1326329223811626,1.9701202047459783,2.257968677640216,-1.014170787466767,630,210
ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186511228,pooled,2.1290955536067484,1.9704352251769308,2.2550610559732616,-1.0177081562411812,630,210
traditional_event_block_shuffle,event/block composition,traditional,186521227,pooled,1.8975033000683776,1.7447121755287422,2.2032456678257275,-1.0958827618956537,198,66
ml_ae_event_block_shuffle,event/block composition,ml_ae,186521227,pooled,1.9506630445843962,1.747358988318685,2.2274074904620664,-1.0427230173796351,198,66
traditional_event_block_shuffle,event/block composition,traditional,186521324,pooled,2.0050428669154696,1.8156286792671004,2.2767017476260696,-0.9883431950485617,198,66
ml_ae_event_block_shuffle,event/block composition,ml_ae,186521324,pooled,1.9661659143692287,1.785484340120077,2.2569164528306644,-1.0272201475948026,198,66
traditional_event_block_shuffle,event/block composition,traditional,186521421,pooled,1.9295392467267827,1.7441876469790338,2.232576397393646,-1.0638468152372487,198,66
ml_ae_event_block_shuffle,event/block composition,ml_ae,186521421,pooled,1.9861862435466107,1.7552501327197456,2.235175296451987,-1.0071998184174207,198,66
traditional_event_block_shuffle,event/block composition,traditional,186521518,pooled,1.9254323351383245,1.776787136803794,2.2572170203030146,-1.0679537268257069,198,66
ml_ae_event_block_shuffle,event/block composition,ml_ae,186521518,pooled,1.9361194316023653,1.7780041959315531,2.246445867465809,-1.057266630361666,198,66
traditional_event_block_shuffle,event/block composition,traditional,186521615,pooled,1.9940158365392715,1.74933448133254,2.2615027073517475,-0.9993702254247597,198,66
ml_ae_event_block_shuffle,event/block composition,ml_ae,186521615,pooled,1.9310885519534402,1.7226329823011157,2.2408485814251926,-1.0622975100105911,198,66
traditional_event_block_shuffle,event/block composition,traditional,186521712,pooled,1.9551559404022985,1.7699285148501402,2.30758974066824,-1.038230121561733,198,66
ml_ae_event_block_shuffle,event/block composition,ml_ae,186521712,pooled,1.9263340388983536,1.7760510904312155,2.254612808492723,-1.0670520230656777,198,66
traditional_event_block_shuffle,event/block composition,traditional,186521809,pooled,1.9576938542151505,1.7748104661902786,2.2963907312899834,-1.0356922077488808,198,66
ml_ae_event_block_shuffle,event/block composition,ml_ae,186521809,pooled,1.9462018572539141,1.7597453865557342,2.297460456786155,-1.0471842047101172,198,66
traditional_row_shuffle,global row target distribution,traditional,186521219,pooled,3.051079016429782,2.7612982038267218,3.503010220833996,0.05769295446575074,198,66
ml_ae_row_shuffle,global row target distribution,ml_ae,186521219,pooled,3.0492565473429876,2.765053351399954,3.4897072335011314,0.055870485378956225,198,66
traditional_row_shuffle,global row target distribution,traditional,186521316,pooled,3.0623425186699604,2.7612831695864117,3.437782016562501,0.06895645670592909,198,66
ml_ae_row_shuffle,global row target distribution,ml_ae,186521316,pooled,3.0205484822565305,2.805990101213134,3.4848528848672276,0.027162420292499156,198,66
traditional_row_shuffle,global row target distribution,traditional,186521413,pooled,3.057684570372105,2.7218421422150905,3.4630373659953473,0.06429850840807383,198,66
ml_ae_row_shuffle,global row target distribution,ml_ae,186521413,pooled,3.0349177677631323,2.7142424647026657,3.463943943475463,0.041531705799101364,198,66
traditional_row_shuffle,global row target distribution,traditional,186521510,pooled,2.8857877637147924,2.570923211897224,3.1987589683607234,-0.10759829824923893,198,66
ml_ae_row_shuffle,global row target distribution,ml_ae,186521510,pooled,2.8521717171645147,2.5732569471504503,3.215983091494995,-0.14121434479951667,198,66
traditional_row_shuffle,global row target distribution,traditional,186521607,pooled,3.162543167787195,2.8017127115733924,3.499820282272441,0.1691571058231638,198,66
ml_ae_row_shuffle,global row target distribution,ml_ae,186521607,pooled,3.049276277365683,2.8042127294302577,3.515020671618823,0.055890215401651844,198,66
traditional_row_shuffle,global row target distribution,traditional,186521704,pooled,3.0299536381563517,2.639432317510248,3.375527515424416,0.03656757619232032,198,66
ml_ae_row_shuffle,global row target distribution,ml_ae,186521704,pooled,2.9480647905817596,2.6254475863170406,3.393834901395835,-0.04532127138227171,198,66
traditional_row_shuffle,global row target distribution,traditional,186521801,pooled,3.0095992454588414,2.6423590540514312,3.342057767355348,0.016213183494809602,198,66
ml_ae_row_shuffle,global row target distribution,ml_ae,186521801,pooled,2.959302833908644,2.653856155443414,3.3415498297003023,-0.03408322805538777,198,66
traditional_same_event_permute,same-event target algebra,traditional,186521226,pooled,3.143815452175733,2.737530211266041,3.4891067394957074,0.15042939021170154,198,66
ml_ae_same_event_permute,same-event target algebra,ml_ae,186521226,pooled,3.0302610042965394,2.7763112883900063,3.4593130895671202,0.0368749423325081,198,66
traditional_same_event_permute,same-event target algebra,traditional,186521323,pooled,2.9206614220786102,2.5808626275691546,3.349160128739852,-0.0727246398854211,198,66
ml_ae_same_event_permute,same-event target algebra,ml_ae,186521323,pooled,2.8655800537937877,2.552343076115472,3.367323846526442,-0.12780600817024368,198,66
traditional_same_event_permute,same-event target algebra,traditional,186521420,pooled,3.067245593172908,2.7221173171535713,3.41565559969407,0.07385953120887656,198,66
ml_ae_same_event_permute,same-event target algebra,ml_ae,186521420,pooled,2.998267258486655,2.7297452214988382,3.4291841840932156,0.004881196522623643,198,66
traditional_same_event_permute,same-event target algebra,traditional,186521517,pooled,3.1724429264664655,2.8434481623705543,3.575752485532933,0.17905686450243374,198,66
ml_ae_same_event_permute,same-event target algebra,ml_ae,186521517,pooled,3.127855697897673,2.877123801764095,3.57660684861615,0.13446963593364147,198,66
traditional_same_event_permute,same-event target algebra,traditional,186521614,pooled,3.0664303436577307,2.7265239547658693,3.4339872290954916,0.07304428169369936,198,66
ml_ae_same_event_permute,same-event target algebra,ml_ae,186521614,pooled,3.0032005744972783,2.7118736732944817,3.4650513012681157,0.009814512533246944,198,66
traditional_same_event_permute,same-event target algebra,traditional,186521711,pooled,3.036570924129335,2.7026670799030255,3.3834888739487727,0.043184862165303706,198,66
ml_ae_same_event_permute,same-event target algebra,ml_ae,186521711,pooled,2.9856253011971696,2.697619743692219,3.3995445967263964,-0.0077607607668617185,198,66
traditional_same_event_permute,same-event target algebra,traditional,186521808,pooled,3.208094715875981,2.838063771780146,3.6111973252237464,0.2147086539119503,198,66
ml_ae_same_event_permute,same-event target algebra,ml_ae,186521808,pooled,3.1090117309596392,2.866100472637449,3.620652766048908,0.11562566899560787,198,66
traditional_same_event_sign_flip,same-event target algebra,traditional,186521228,pooled,3.038418932211996,2.531369821424841,3.3712458174861983,0.045032870247964756,198,66
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521228,pooled,2.970544611539694,2.603853247149812,3.3283757194449155,-0.022841450424337495,198,66
traditional_same_event_sign_flip,same-event target algebra,traditional,186521325,pooled,2.947770632151514,2.636708547576051,3.318492273368926,-0.04561542981251731,198,66
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521325,pooled,2.904097929149863,2.6349311023950577,3.321804207328331,-0.08928813281416836,198,66
traditional_same_event_sign_flip,same-event target algebra,traditional,186521422,pooled,3.02860710722208,2.7115596760560363,3.3838879998026847,0.035221045258049255,198,66
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521422,pooled,2.9894767755544165,2.7191212734950176,3.4692179355201334,-0.00390928640961441,198,66
traditional_same_event_sign_flip,same-event target algebra,traditional,186521519,pooled,3.132632867487669,2.747985849851741,3.4726453615308692,0.13924680552363755,198,66
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521519,pooled,3.1909007603847996,2.67860402763305,3.513454456021576,0.1975146984207683,198,66
traditional_same_event_sign_flip,same-event target algebra,traditional,186521616,pooled,2.8941518136286706,2.6656622772514793,3.3241107642030716,-0.09923424833536076,198,66
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521616,pooled,2.929366120102815,2.677471102386037,3.3362388667706417,-0.06401994186121618,198,66
traditional_same_event_sign_flip,same-event target algebra,traditional,186521713,pooled,2.9729309904003127,2.709403910045325,3.424420542080973,-0.02045507156371862,198,66
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521713,pooled,2.9630128726637324,2.664059754981248,3.411013619075119,-0.03037318930029853,198,66
traditional_same_event_sign_flip,same-event target algebra,traditional,186521810,pooled,3.0455229773074373,2.722896975506041,3.4373908920646663,0.05213691534340593,198,66
ml_ae_same_event_sign_flip,same-event target algebra,ml_ae,186521810,pooled,3.160458777546882,2.6470603499593537,3.4698888780739665,0.16707271558285086,198,66
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521229,pooled,1.9883594458103175,1.729879947961812,2.240661498728394,-1.0050266161537138,198,66
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521229,pooled,1.9113304302668586,1.7045740735307364,2.2293346213400382,-1.0820556316971728,198,66
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521326,pooled,1.9441904354840571,1.7509993751370903,2.213720099582524,-1.0491956264799742,198,66
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521326,pooled,1.9652036166191118,1.7457911416739256,2.2160637835164883,-1.0281824453449195,198,66
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521423,pooled,1.977973454269172,1.7814352268514224,2.3235145295932886,-1.015412607694859,198,66
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521423,pooled,1.9435827771300107,1.7768547369664904,2.2857220225500923,-1.0498032848340206,198,66
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521520,pooled,1.9781187592172653,1.7393034721693394,2.2232885540589127,-1.015267302746766,198,66
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521520,pooled,1.9691437167674355,1.72448082396956,2.209962328113614,-1.0242423451965958,198,66
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521617,pooled,1.9832911015599972,1.7694380707442754,2.299730695934534,-1.0100949604040341,198,66
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521617,pooled,1.9376118422299673,1.740264060448118,2.265640616273513,-1.055774219734064,198,66
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521714,pooled,1.992320427596574,1.7695132991760034,2.256043150307088,-1.001065634367457,198,66
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521714,pooled,1.9588748292452125,1.7570479883104555,2.2347922181859627,-1.0345112327188186,198,66
traditional_per_run_stave_shuffle,train-run/stave nuisance,traditional,186521811,pooled,1.9522905238819122,1.7138721936657453,2.223319091081619,-1.0410955380821192,198,66
ml_ae_per_run_stave_shuffle,train-run/stave nuisance,ml_ae,186521811,pooled,1.955075716386441,1.7182492126317022,2.234485595706108,-1.0383103455775904,198,66
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521233,pooled,1.9456108368015301,1.7689435539259963,2.13154293386899,-1.0477752251625012,198,66
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521233,pooled,1.99646440327168,1.781695054110234,2.180700038267555,-0.9969216586923514,198,66
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521330,pooled,2.0259122473001496,1.8154493839747314,2.2071411814846393,-0.9674738146638817,198,66
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521330,pooled,2.0255316758728057,1.8209792817845338,2.211974396136404,-0.9678543860912255,198,66
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521427,pooled,1.9817228238582607,1.7611474495884885,2.169331447392047,-1.0116632381057706,198,66
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521427,pooled,2.0385645370185395,1.8012583544864722,2.2432417495183667,-0.9548215249454919,198,66
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521524,pooled,1.981571303961282,1.7442332115960275,2.1833140228360914,-1.0118147580027494,198,66
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521524,pooled,2.0234427541494404,1.7797436724524043,2.2373221932381986,-0.9699433078145908,198,66
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521621,pooled,1.9645687556266804,1.777860384465701,2.199940996856614,-1.028817306337351,198,66
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521621,pooled,1.9948087435960806,1.7714883453418502,2.2283928420127053,-0.9985773183679507,198,66
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521718,pooled,1.9724064925038811,1.7638808961943104,2.1854752081967015,-1.0209795694601502,198,66
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521718,pooled,2.020426069349056,1.7786770939205734,2.2128785820281482,-0.9729599926149755,198,66
traditional_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,traditional,186521815,pooled,2.0004734877967847,1.7753512927726534,2.1571593158289826,-0.9929125741672465,198,66
ml_ae_per_run_stave_amp_shuffle,train-run/stave/amplitude nuisance,ml_ae,186521815,pooled,2.059818453788759,1.7983062239135106,2.2493118654823885,-0.9335676081752724,198,66
traditional_train_run_stave_mean,train-run-only target,traditional,186521228,pooled,1.9341075305467874,1.744480195038672,2.2391513093113966,-1.059278531417244,198,66
ml_ae_train_run_stave_mean,train-run-only target,ml_ae,186521228,pooled,1.9380503035336782,1.7497556785247361,2.2358850510716506,-1.0553357584303529,198,66
