stave,amp_bin,amp_low_adc,amp_high_adc,support,fallback_global,template_peak_sample,template_area,heldout_run
B4,0,0.0,1746.9999999038,481,False,4,-0.6701086859808585,61
B4,1,1746.9999999038,2490.0,481,False,4,5.966974075621846,61
B4,2,2490.0,,482,False,8,7.621342510447399,61
B6,0,0.0,2203.4999996402003,514,False,4,4.064903603348191,61
B6,1,2203.4999996402003,3159.5000000257,515,False,4,7.206660400924908,61
B6,2,3159.5000000257,,514,False,8,8.77318447546502,61
B8,0,0.0,2386.4999998211497,171,False,3,3.832964215351091,61
B8,1,2386.4999998211497,3337.5000000511,170,False,4,8.02138541990802,61
B8,2,3337.5000000511,,171,False,4,9.423173007763188,61
B2,0,0.0,2093.9999996820993,578,False,4,0.4316305548121857,62
B2,1,2093.9999996820993,2952.5000000289,579,False,5,6.938040269517844,62
B2,2,2952.5000000289,,578,False,7,8.432182438550065,62
B4,0,0.0,1810.1666665578,545,False,4,0.32963754481152985,62
B4,1,1810.1666665578,2557.6666667211002,544,False,6,6.677746914783491,62
B4,2,2557.6666667211002,,545,False,8,7.936318199073663,62
B6,0,0.0,2245.83333330455,576,False,4,4.3237945283601995,62
B6,1,2245.83333330455,3255.1666666954497,576,False,4,7.493365140533068,62
B6,2,3255.1666666954497,,576,False,8,8.798888393882814,62
B8,0,0.0,2423.33333332375,192,False,4,4.226072301634547,62
B8,1,2423.33333332375,3403.83333361125,192,False,4,8.159588054156629,62
B8,2,3403.83333361125,,192,False,4,9.759654279247828,62
B2,0,0.0,2075.8333331699996,654,False,4,0.1113117740370303,63
B2,1,2075.8333331699996,2923.0,652,False,5,6.797327302005639,63
B2,2,2923.0,,655,False,7,8.291849783198556,63
B4,0,0.0,1840.16666663585,617,False,4,0.007458527135542181,63
B4,1,1840.16666663585,2576.33333336415,616,False,6,6.741637642665077,63
B4,2,2576.33333336415,,617,False,8,7.962138373022459,63
B6,0,0.0,2265.99999990235,651,False,4,4.160347831814821,63
B6,1,2265.99999990235,3278.5000003255,652,False,4,7.68322757913566,63
B6,2,3278.5000003255,,651,False,8,8.668047525330131,63
B8,0,0.0,2419.99999994675,213,False,3,4.217096575464264,63
B8,1,2419.99999994675,3437.00000020235,214,False,4,8.245396432017396,63
B8,2,3437.00000020235,,213,False,4,9.7756824535962,63
B2,0,0.0,2068.9999998599997,700,False,4,0.1995162696938818,65
B2,1,2068.9999998599997,2929.000000035,701,False,5,6.800399815610272,65
B2,2,2929.000000035,,700,False,7,8.38279007274168,65
B4,0,0.0,1803.9999999669499,661,False,4,-0.0927519753703121,65
B4,1,1803.9999999669499,2551.5,661,False,6,6.603961383008884,65
B4,2,2551.5,,662,False,8,7.905592268767516,65
B6,0,0.0,2241.4999999651,698,False,4,4.138337935043488,65
B6,1,2241.4999999651,3245.5000001046997,699,False,4,7.501333752712693,65
B6,2,3245.5000001046997,,698,False,8,8.788281241424324,65
B8,0,0.0,2423.99999996515,233,False,3,4.232716220003202,65
B8,1,2423.99999996515,3410.0000002439497,232,False,4,8.21241950675449,65
B8,2,3410.0000002439497,,233,False,4,9.784942309223295,65
