row_id,heldout_run,template_secondary_fraction,template_residual_improvement,best_stave,best_delay_samples,threshold,threshold_pred
58:418772:2676:29774:raw_clean,58,0.08588191339279436,0.044604846064801223,B6,5,0.16,0
58:418772:2676:29774:injected_two_pulse,58,0.08588191339279436,0.044604846064801223,B6,5,0.16,0
58:420237:4046:31237:raw_clean,58,0.030617692936773876,0.006073948597498352,B8,6,0.16,0
58:420237:4046:31237:injected_two_pulse,58,0.0,0.0,,-1,0.16,0
58:420920:4681:31916:raw_clean,58,0.13544516711243196,0.10996326064446565,B6,6,0.16,0
58:420920:4681:31916:injected_two_pulse,58,0.0,0.0,,-1,0.16,0
58:421027:4781:32023:raw_clean,58,0.0,0.0,,-1,0.16,0
58:421027:4781:32023:injected_two_pulse,58,0.034708938505658225,0.005875973838775042,B6,2,0.16,0
58:421068:4820:32064:raw_clean,58,0.0720529023350855,0.02473747052981956,B6,6,0.16,0
58:421068:4820:32064:injected_two_pulse,58,0.0720529023350855,0.02473747052981956,B6,6,0.16,0
58:421221:4967:32217:raw_clean,58,0.0,0.0,,-1,0.16,0
58:421221:4967:32217:injected_two_pulse,58,0.0,0.0,,-1,0.16,0
59:423271:6876:34259:raw_clean,59,0.02373782274932198,0.0035464598281541304,B4,3,0.16,0
59:423271:6876:34259:injected_two_pulse,59,0.34525148134876743,0.5734803773530659,B6,5,0.16,1
59:423323:6926:34311:raw_clean,59,0.006912475416944825,0.00022960162253067573,B6,6,0.16,0
59:423323:6926:34311:injected_two_pulse,59,0.25243732851889245,0.3065876185520738,B6,5,0.16,1
59:423376:6973:34364:raw_clean,59,0.04483117824909569,0.01345126081163528,B4,2,0.16,0
59:423376:6973:34364:injected_two_pulse,59,0.07906611684971894,0.03043093146050735,B6,3,0.16,0
59:423434:7026:34422:raw_clean,59,0.3509154185484001,0.5917151031825963,B6,6,0.16,1
59:423434:7026:34422:injected_two_pulse,59,0.3509154185484001,0.5917151031825963,B6,6,0.16,1
59:424134:7672:35122:raw_clean,59,0.0,0.0,,-1,0.16,0
59:424134:7672:35122:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:424630:8132:35618:raw_clean,59,0.14832696122572467,0.12320690234230952,B4,6,0.16,0
59:424630:8132:35618:injected_two_pulse,59,0.14832696122572467,0.12320690234230952,B4,6,0.16,0
59:424739:8234:35727:raw_clean,59,0.04603128994682488,0.01257532560697322,B8,6,0.16,0
59:424739:8234:35727:injected_two_pulse,59,0.11828982962195715,0.09364778286116004,B4,2,0.16,0
59:424849:8333:35837:raw_clean,59,0.0,0.0,,-1,0.16,0
59:424849:8333:35837:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:424901:8379:35889:raw_clean,59,0.14380124279301656,0.1287503698766127,B6,5,0.16,0
59:424901:8379:35889:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:424923:8401:35911:raw_clean,59,0.003254700825721907,7.089650651137536e-05,B4,2,0.16,0
59:424923:8401:35911:injected_two_pulse,59,0.003254700825721907,7.089650651137536e-05,B4,2,0.16,0
59:425017:8487:36005:raw_clean,59,0.0,0.0,,-1,0.16,0
59:425017:8487:36005:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:425144:8601:36132:raw_clean,59,0.0,0.0,,-1,0.16,0
59:425144:8601:36132:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:425147:8604:36135:raw_clean,59,0.45,2.344029121119939,B4,6,0.16,1
59:425147:8604:36135:injected_two_pulse,59,0.45,2.344029121119939,B4,6,0.16,1
59:425245:8693:36233:raw_clean,59,0.0,0.0,,-1,0.16,0
59:425245:8693:36233:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:425360:8799:36348:raw_clean,59,0.0,0.0,,-1,0.16,0
59:425360:8799:36348:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:425381:8818:36369:raw_clean,59,0.45,3.264098400718578,B6,6,0.16,1
59:425381:8818:36369:injected_two_pulse,59,0.45,3.264098400718578,B6,6,0.16,1
59:425507:8933:36495:raw_clean,59,0.08584326273924298,0.035409531859076485,B6,6,0.16,0
59:425507:8933:36495:injected_two_pulse,59,0.08584326273924298,0.035409531859076485,B6,6,0.16,0
59:425624:9042:36612:raw_clean,59,0.0,0.0,,-1,0.16,0
59:425624:9042:36612:injected_two_pulse,59,0.04457681595379441,0.011127892679166515,B4,6,0.16,0
59:425627:9044:36615:raw_clean,59,0.017458237525390555,0.0014645646552715347,B6,6,0.16,0
59:425627:9044:36615:injected_two_pulse,59,0.16320110674248625,0.16763298509987598,B4,3,0.16,1
59:425634:9051:36622:raw_clean,59,0.11614589474537788,0.06482096334834506,B6,6,0.16,0
59:425634:9051:36622:injected_two_pulse,59,0.11614589474537788,0.06482096334834506,B6,6,0.16,0
59:425637:9053:36625:raw_clean,59,0.2325231020635709,0.2931154289128155,B4,6,0.16,1
59:425637:9053:36625:injected_two_pulse,59,0.2325231020635709,0.2931154289128155,B4,6,0.16,1
59:425928:9322:36916:raw_clean,59,0.14149213891103488,0.09525233113814355,B6,6,0.16,0
59:425928:9322:36916:injected_two_pulse,59,0.21721197416051657,0.22448044522235794,B6,6,0.16,1
59:426252:9624:37240:raw_clean,59,0.2487079607110771,0.3353403674757425,B4,6,0.16,1
59:426252:9624:37240:injected_two_pulse,59,0.43110195194317646,0.8930334608121151,B6,6,0.16,1
59:426294:9660:37282:raw_clean,59,0.1489672066309476,0.10727960930823452,B6,4,0.16,0
59:426294:9660:37282:injected_two_pulse,59,0.1489672066309476,0.10727960930823452,B6,4,0.16,0
59:426377:9740:37365:raw_clean,59,0.07667467517545762,0.03292294901856417,B4,6,0.16,0
59:426377:9740:37365:injected_two_pulse,59,0.2961450959019021,0.5403503911133115,B6,6,0.16,1
59:426427:9789:37415:raw_clean,59,0.3138184411586722,0.5339042580138216,B4,6,0.16,1
59:426427:9789:37415:injected_two_pulse,59,0.3138184411586722,0.5339042580138216,B4,6,0.16,1
59:426641:9993:37629:raw_clean,59,0.0,0.0,,-1,0.16,0
59:426641:9993:37629:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:426813:10150:37801:raw_clean,59,0.07058933948638796,0.027904424893502474,B4,6,0.16,0
59:426813:10150:37801:injected_two_pulse,59,0.45,1.1562426886262211,B4,6,0.16,1
59:426827:10163:37815:raw_clean,59,0.06556808552545104,0.026488135301812155,B6,6,0.16,0
59:426827:10163:37815:injected_two_pulse,59,0.06556808552545104,0.026488135301812155,B6,6,0.16,0
59:426835:10170:37823:raw_clean,59,0.0,0.0,,-1,0.16,0
59:426835:10170:37823:injected_two_pulse,59,0.12213892476765434,0.0732665207592944,B6,2,0.16,0
59:426990:10313:37978:raw_clean,59,0.30729010582981914,0.5119217913935552,B4,6,0.16,1
59:426990:10313:37978:injected_two_pulse,59,0.45,1.7863853964333454,B4,6,0.16,1
59:427080:10394:38068:raw_clean,59,0.008870599336794977,0.00046715314131740016,B8,5,0.16,0
59:427080:10394:38068:injected_two_pulse,59,0.20673359426657106,0.2536501121673699,B8,6,0.16,1
59:427412:10696:38400:raw_clean,59,0.04775280162991744,0.015596334562272107,B8,2,0.16,0
59:427412:10696:38400:injected_two_pulse,59,0.025584605662655097,0.004032959259343771,B6,6,0.16,0
59:427514:10788:38502:raw_clean,59,0.23599238210008447,0.3727336956516911,B4,2,0.16,1
59:427514:10788:38502:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:427533:10806:38521:raw_clean,59,0.04757765684311369,0.013230274590304916,B4,3,0.16,0
59:427533:10806:38521:injected_two_pulse,59,0.20694888967704986,0.22692265055149538,B4,5,0.16,1
59:427652:10923:38640:raw_clean,59,0.12209574823590952,0.08081789681334395,B4,6,0.16,0
59:427652:10923:38640:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:427722:10985:38710:raw_clean,59,0.0,0.0,,-1,0.16,0
59:427722:10985:38710:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:427740:11003:38728:raw_clean,59,0.0,0.0,,-1,0.16,0
59:427740:11003:38728:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:427867:11124:38855:raw_clean,59,0.128692353019398,0.10204033199882903,B6,6,0.16,0
59:427867:11124:38855:injected_two_pulse,59,0.04667578982906585,0.012200515784766719,B4,6,0.16,0
59:427950:11200:38938:raw_clean,59,0.05689193289106925,0.018244020289180356,B4,4,0.16,0
59:427950:11200:38938:injected_two_pulse,59,0.3566583236121507,0.6125651575639585,B4,6,0.16,1
59:427983:11231:38971:raw_clean,59,0.19486689823377004,0.18246681773339746,B6,6,0.16,1
59:427983:11231:38971:injected_two_pulse,59,0.19486689823377004,0.18246681773339746,B6,6,0.16,1
59:428021:11264:39009:raw_clean,59,0.0,0.0,,-1,0.16,0
59:428021:11264:39009:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:428379:11594:39367:raw_clean,59,0.45,1.260429756456904,B4,5,0.16,1
59:428379:11594:39367:injected_two_pulse,59,0.45,1.260429756456904,B4,5,0.16,1
59:428394:11608:39382:raw_clean,59,0.24313389210172176,0.351778644785587,B4,4,0.16,1
59:428394:11608:39382:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:428504:11711:39492:raw_clean,59,0.45,2.6406173557389456,B6,6,0.16,1
59:428504:11711:39492:injected_two_pulse,59,0.45,3.279232839390043,B6,6,0.16,1
59:428507:11714:39495:raw_clean,59,0.45,1.115378368535103,B4,6,0.16,1
59:428507:11714:39495:injected_two_pulse,59,0.290445621660534,0.40535676117977315,B6,6,0.16,1
59:428847:12026:39835:raw_clean,59,0.45,3.4276029286754124,B4,6,0.16,1
59:428847:12026:39835:injected_two_pulse,59,0.45,2.5721098416992616,B6,5,0.16,1
59:428969:12139:39957:raw_clean,59,0.45,1.1979875046145096,B4,6,0.16,1
59:428969:12139:39957:injected_two_pulse,59,0.45,1.8641042674971837,B4,6,0.16,1
59:429179:12337:40167:raw_clean,59,0.0,0.0,,-1,0.16,0
59:429179:12337:40167:injected_two_pulse,59,0.17365257579380486,0.17902587514902502,B8,5,0.16,1
59:429220:12376:40208:raw_clean,59,0.4375937135109273,0.9201315063419633,B6,6,0.16,1
59:429220:12376:40208:injected_two_pulse,59,0.45,1.9038006541866102,B6,6,0.16,1
59:429240:12396:40228:raw_clean,59,0.0547261707250766,0.0168553712363034,B4,4,0.16,0
59:429240:12396:40228:injected_two_pulse,59,0.1630218610863115,0.16546833623388077,B6,5,0.16,1
59:429286:12435:40274:raw_clean,59,0.08254755700671579,0.040549631930645244,B4,4,0.16,0
59:429286:12435:40274:injected_two_pulse,59,0.21353454052406967,0.2471967363317546,B4,6,0.16,1
59:429591:12722:40579:raw_clean,59,0.0,0.0,,-1,0.16,0
59:429591:12722:40579:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:429704:12821:40692:raw_clean,59,0.24526197884881815,0.3570042645514929,B8,6,0.16,1
59:429704:12821:40692:injected_two_pulse,59,0.24526197884881815,0.3570042645514929,B8,6,0.16,1
59:429756:12868:40744:raw_clean,59,0.3465323405127261,0.7398674537359053,B6,6,0.16,1
59:429756:12868:40744:injected_two_pulse,59,0.3379153887271241,0.6421519210489544,B4,5,0.16,1
59:430006:13103:40994:raw_clean,59,0.0,0.0,,-1,0.16,0
59:430006:13103:40994:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:430145:13223:41133:raw_clean,59,0.45,1.0639550600668937,B4,6,0.16,1
59:430145:13223:41133:injected_two_pulse,59,0.45,1.3266077734360329,B4,6,0.16,1
59:430215:13284:41203:raw_clean,59,0.0,0.0,,-1,0.16,0
59:430215:13284:41203:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:430274:13335:41262:raw_clean,59,0.3576097598093554,0.6933063673858051,B4,6,0.16,1
59:430274:13335:41262:injected_two_pulse,59,0.45,1.649000682176366,B6,6,0.16,1
59:430385:13438:41373:raw_clean,59,0.0,0.0,,-1,0.16,0
59:430385:13438:41373:injected_two_pulse,59,0.16351730346710205,0.14973463668197695,B4,6,0.16,1
59:430399:13452:41387:raw_clean,59,0.0,0.0,,-1,0.16,0
59:430399:13452:41387:injected_two_pulse,59,0.02533917826141524,0.0038278102046236384,B8,4,0.16,0
59:430737:13768:41725:raw_clean,59,0.0,0.0,,-1,0.16,0
59:430737:13768:41725:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:430753:13780:41741:raw_clean,59,0.45,1.1825382615425388,B4,6,0.16,1
59:430753:13780:41741:injected_two_pulse,59,0.45,1.1825382615425388,B4,6,0.16,1
59:430763:13790:41751:raw_clean,59,0.45,2.6844380717203706,B6,6,0.16,1
59:430763:13790:41751:injected_two_pulse,59,0.45,3.199645004022516,B6,6,0.16,1
59:430787:13810:41775:raw_clean,59,0.45,2.079499290149468,B6,5,0.16,1
59:430787:13810:41775:injected_two_pulse,59,0.45,2.079499290149468,B6,5,0.16,1
59:431027:14034:42015:raw_clean,59,0.45,2.0066251408302334,B6,6,0.16,1
59:431027:14034:42015:injected_two_pulse,59,0.45,1.0333614066154642,B4,6,0.16,1
59:431038:14043:42026:raw_clean,59,0.13055503578516303,0.10115799301676154,B8,6,0.16,0
59:431038:14043:42026:injected_two_pulse,59,0.06175967322203111,0.018567114038687785,B6,3,0.16,0
59:431153:14147:42141:raw_clean,59,0.45,1.5907522471058329,B4,6,0.16,1
59:431153:14147:42141:injected_two_pulse,59,0.45,1.5907522471058329,B4,6,0.16,1
59:431161:14155:42149:raw_clean,59,0.0,0.0,,-1,0.16,0
59:431161:14155:42149:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:431301:14288:42289:raw_clean,59,0.421032476756264,0.9969033139358792,B4,5,0.16,1
59:431301:14288:42289:injected_two_pulse,59,0.45,1.6516690376135816,B4,6,0.16,1
59:431339:14324:42327:raw_clean,59,0.28901318968816503,0.5146378285143876,B6,6,0.16,1
59:431339:14324:42327:injected_two_pulse,59,0.28901318968816503,0.5146378285143876,B6,6,0.16,1
59:431405:14383:42393:raw_clean,59,0.280817618235024,0.37892778935935,B6,6,0.16,1
59:431405:14383:42393:injected_two_pulse,59,0.280817618235024,0.37892778935935,B6,6,0.16,1
59:431438:14415:42426:raw_clean,59,0.45,2.764498298986871,B6,6,0.16,1
59:431438:14415:42426:injected_two_pulse,59,0.45,3.158734507434315,B6,6,0.16,1
59:431528:14500:42516:raw_clean,59,0.0483679070419229,0.013884413474059082,B8,6,0.16,0
59:431528:14500:42516:injected_two_pulse,59,0.12939011719006188,0.09936081850902759,B8,6,0.16,0
59:431831:14781:42819:raw_clean,59,0.1032558914435344,0.06638239045015645,B6,5,0.16,0
59:431831:14781:42819:injected_two_pulse,59,0.21534434714179826,0.2857151908492922,B6,6,0.16,1
59:432027:14960:43015:raw_clean,59,0.45,1.160476045369367,B4,5,0.16,1
59:432027:14960:43015:injected_two_pulse,59,0.45,1.160476045369367,B4,5,0.16,1
59:432052:14984:43040:raw_clean,59,0.08734982454276079,0.0475058704899195,B6,5,0.16,0
59:432052:14984:43040:injected_two_pulse,59,0.08734982454276079,0.0475058704899195,B6,5,0.16,0
59:432108:15037:43096:raw_clean,59,0.00865906822744626,0.00046578731470137136,B6,3,0.16,0
59:432108:15037:43096:injected_two_pulse,59,0.11365783844879404,0.06922522941074466,B6,5,0.16,0
59:432231:15152:43219:raw_clean,59,0.029526088880973838,0.005834646283950917,B4,2,0.16,0
59:432231:15152:43219:injected_two_pulse,59,0.21165976942879247,0.2998329271672917,B4,2,0.16,1
59:432248:15169:43236:raw_clean,59,0.00928712499023087,0.0005314090677357719,B6,6,0.16,0
59:432248:15169:43236:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:432253:15173:43241:raw_clean,59,0.0,0.0,,-1,0.16,0
59:432253:15173:43241:injected_two_pulse,59,0.016052143362733008,0.0016007053376736469,B6,3,0.16,0
59:432392:15306:43380:raw_clean,59,0.16209461393022243,0.16188385895929835,B6,6,0.16,1
59:432392:15306:43380:injected_two_pulse,59,0.16209461393022243,0.16188385895929835,B6,6,0.16,1
59:432435:15343:43423:raw_clean,59,0.45,1.5551634383377166,B6,6,0.16,1
59:432435:15343:43423:injected_two_pulse,59,0.45,2.2608598729405363,B6,6,0.16,1
59:432496:15399:43484:raw_clean,59,0.0819157564675544,0.037577659965879584,B4,6,0.16,0
59:432496:15399:43484:injected_two_pulse,59,0.1894997625847439,0.20194782789893254,B4,5,0.16,1
59:432693:15578:43681:raw_clean,59,0.38508653829175615,0.7141085563859797,B4,6,0.16,1
59:432693:15578:43681:injected_two_pulse,59,0.45,1.0499712075258034,B4,6,0.16,1
59:432783:15654:43771:raw_clean,59,0.45,1.0941612433103587,B4,6,0.16,1
59:432783:15654:43771:injected_two_pulse,59,0.45,1.0656863784361992,B4,6,0.16,1
59:432832:15699:43820:raw_clean,59,0.0,0.0,,-1,0.16,0
59:432832:15699:43820:injected_two_pulse,59,0.09165606677204391,0.04727925594746271,B4,4,0.16,0
59:432877:15741:43865:raw_clean,59,0.0,0.0,,-1,0.16,0
59:432877:15741:43865:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:433141:15986:44129:raw_clean,59,0.4185782210744233,0.8437248077048105,B4,6,0.16,1
59:433141:15986:44129:injected_two_pulse,59,0.45,1.1649984799401523,B4,6,0.16,1
59:433156:15999:44144:raw_clean,59,0.13727194477041166,0.09984244766807554,B4,5,0.16,0
59:433156:15999:44144:injected_two_pulse,59,0.2374993260331604,0.29886593005448114,B4,5,0.16,1
59:433295:16125:44283:raw_clean,59,0.45,3.13507365421746,B6,6,0.16,1
59:433295:16125:44283:injected_two_pulse,59,0.45,3.13507365421746,B6,6,0.16,1
59:433337:16163:44325:raw_clean,59,0.38871131989186813,0.8497207471301678,B4,5,0.16,1
59:433337:16163:44325:injected_two_pulse,59,0.38871131989186813,0.8497207471301678,B4,5,0.16,1
59:433534:16348:44522:raw_clean,59,0.36460721492277454,0.7207040781089367,B4,6,0.16,1
59:433534:16348:44522:injected_two_pulse,59,0.018157899006531513,0.0020528366797225132,B6,5,0.16,0
59:433672:93:44660:raw_clean,59,0.1848808640843887,0.16424481852395162,B6,6,0.16,1
59:433672:93:44660:injected_two_pulse,59,0.1848808640843887,0.16424481852395162,B6,6,0.16,1
59:433821:229:44809:raw_clean,59,0.0,0.0,,-1,0.16,0
59:433821:229:44809:injected_two_pulse,59,0.2178315285604792,0.3175734340552223,B4,2,0.16,1
59:434031:420:45019:raw_clean,59,0.0,0.0,,-1,0.16,0
59:434031:420:45019:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:434214:592:45202:raw_clean,59,0.0,0.0,,-1,0.16,0
59:434214:592:45202:injected_two_pulse,59,0.07985885217249278,0.03586476366707824,B4,5,0.16,0
59:434276:644:45264:raw_clean,59,0.2242128938677381,0.24156216941518194,B6,6,0.16,1
59:434276:644:45264:injected_two_pulse,59,0.2242128938677381,0.24156216941518194,B6,6,0.16,1
59:434398:754:45386:raw_clean,59,0.01888579975448543,0.0019336471351928675,B4,6,0.16,0
59:434398:754:45386:injected_two_pulse,59,0.1504639215536174,0.11020446215321757,B6,3,0.16,0
59:434449:801:45437:raw_clean,59,0.0,0.0,,-1,0.16,0
59:434449:801:45437:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:434489:839:45477:raw_clean,59,0.2505253071055218,0.3402590375721707,B4,6,0.16,1
59:434489:839:45477:injected_two_pulse,59,0.4209167397768905,0.960503294229798,B4,6,0.16,1
59:434490:840:45478:raw_clean,59,0.3454288701757803,0.5733568656988005,B6,6,0.16,1
59:434490:840:45478:injected_two_pulse,59,0.45,1.181966345350344,B6,5,0.16,1
59:434626:970:45614:raw_clean,59,0.02313159458594321,0.0025867054558572633,B6,4,0.16,0
59:434626:970:45614:injected_two_pulse,59,0.06025773811692561,0.02430123462444289,B4,2,0.16,0
59:434653:997:45641:raw_clean,59,0.0,0.0,,-1,0.16,0
59:434653:997:45641:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:434706:1047:45694:raw_clean,59,0.15474825122399027,0.1298248897949602,B4,6,0.16,0
59:434706:1047:45694:injected_two_pulse,59,0.25080876835420646,0.3022687041240914,B6,6,0.16,1
59:434738:1078:45726:raw_clean,59,0.12037014545949752,0.0902112659108101,B6,5,0.16,0
59:434738:1078:45726:injected_two_pulse,59,0.0,0.0,,-1,0.16,0
59:434847:1178:45835:raw_clean,59,0.45,2.075047582076371,B6,5,0.16,1
59:434847:1178:45835:injected_two_pulse,59,0.45,2.075047582076371,B6,5,0.16,1
59:434959:1280:45947:raw_clean,59,0.0,0.0,,-1,0.16,0
59:434959:1280:45947:injected_two_pulse,59,0.1568063452137556,0.14592853184201815,B8,6,0.16,0
59:435164:1473:46152:raw_clean,59,0.45,3.5111968876403186,B4,6,0.16,1
59:435164:1473:46152:injected_two_pulse,59,0.45,3.5111968876403186,B4,6,0.16,1
59:435310:1604:46298:raw_clean,59,0.13968345690301795,0.10926593560266923,B4,6,0.16,0
59:435310:1604:46298:injected_two_pulse,59,0.2904658502705794,0.47447354910497047,B4,5,0.16,1
59:435330:1624:46318:raw_clean,59,0.45,1.5670832777070838,B6,6,0.16,1
59:435330:1624:46318:injected_two_pulse,59,0.3892043489066694,0.9999094862210316,B8,6,0.16,1
59:435531:1814:46519:raw_clean,59,0.15718066920874382,0.1339382838010118,B4,6,0.16,0
59:435531:1814:46519:injected_two_pulse,59,0.15718066920874382,0.1339382838010118,B4,6,0.16,0
59:435662:1938:46650:raw_clean,59,0.45,1.6499680304624484,B4,5,0.16,1
59:435662:1938:46650:injected_two_pulse,59,0.45,1.767087649366534,B6,6,0.16,1
59:435711:1981:46699:raw_clean,59,0.0,0.0,,-1,0.16,0
59:435711:1981:46699:injected_two_pulse,59,0.09142192877680501,0.052038403672179157,B6,5,0.16,0
59:435771:2034:46759:raw_clean,59,0.03683397554784786,0.00727047540926494,B6,5,0.16,0
59:435771:2034:46759:injected_two_pulse,59,0.17994973131080827,0.17352738574382337,B6,5,0.16,1
59:435893:2148:46881:raw_clean,59,0.0,0.0,,-1,0.16,0
