dimension,stratum,method,method_label,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
leading_phase_bin,"phase[0.2,0.4)",gradient_boosted_trees,HistGradientBoosting residual scale model,3868,1.2939029039746615,1.477535986799694,1.5304830365074056,2.180460167632256,0.013960703205791106,1.0251649068984068,0.49612202688728024,0.8642709410548087,0.1865674652497198,0.08572905894519123,0.1361482620974555,0.10840242329769333,1.3820334705410167,1.7295651892061041,0.8634261779915584,1.2432899806909512,0.39573105041639806,0.5904921589600849,0.7915072071701271,0.9263394367206897,0.07991777600602308,0.2257177579136954
leading_phase_bin,"phase[0.2,0.4)",mlp,MLP residual scale model,3868,1.3079354893226183,1.4625682322522238,1.6227158648172568,2.2881898910380327,0.012668045501551189,1.0376910920961724,0.5214581178903827,0.8704756980351603,0.16123137424661738,0.07952430196483962,0.12381587664915202,0.10056566123919534,1.4951327549834879,1.7791154850852964,0.9094552569847597,1.2058543174329972,0.4272249327567608,0.5953919377674067,0.8189435866796642,0.9187615861392953,0.06687095591020567,0.19454753262581934
leading_phase_bin,"phase[0.2,0.4)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,3868,1.2701929625503914,1.5577365610561777,1.5066628879889226,2.2882404116162274,0.009307135470527405,0.8815538205954101,0.6419338159255429,0.9640641158221303,0.04075567621145715,0.014064115822130296,0.04771221133842268,0.05524454569415001,1.3907042376813747,1.6986930356504064,0.814293537784927,0.9575575170762711,0.5798555303153464,0.6971410155931096,0.9574094069191779,0.9732840090092808,0.04151846123751692,0.07368414425666324
leading_phase_bin,"phase[0.2,0.4)",ridge,Ridge residual scale model,3868,1.29480403447647,1.3777419782582498,1.5877722735501458,2.3820383000727228,0.013185108583247156,1.0120982151938223,0.46845915201654603,0.8735780765253361,0.214230340120454,0.07642192347466381,0.14532613179755893,0.11201915264662475,1.3975869453215952,1.85417421537055,0.865974212469269,1.1744321753949005,0.3749325778592889,0.5622141795192116,0.806744347522263,0.931953015017279,0.08161441431706891,0.21117453008571532
leading_phase_bin,"phase[0.2,0.4)",traditional,S02/S03/S04 atom robust-width baseline,3868,1.2799382711966962,1.457877926982139,1.5507391751297803,2.5192257117590025,0.017580144777662874,2.5971123299620347,0.3937435367114788,0.6520165460186143,0.2889459554255212,0.2979834539813857,0.2934647047034535,0.6193766110180988,1.334953415802107,1.9218279657392212,2.202533100513506,2.8746581372139564,0.3158614979792457,0.4486731499232721,0.5533012217177868,0.7110249200327621,0.488743286789448,0.7224867170647247
leading_phase_bin,"phase[0.4,0.6)",cnn1d,1D-CNN residual scale model,3979,1.2076127239894199,1.5335624227071776,1.530237140595925,2.467834783370576,0.012565971349585323,1.0055791103005682,0.45011309374214625,0.9361648655441066,0.23257639839485378,0.01383513445589335,0.14113740754123186,0.0982820126731368,1.3911767270070894,1.7369916158015772,0.8975476386134635,1.1176236874898942,0.3712716365453578,0.535920535482103,0.9213495618593402,0.9526650886563987,0.08214403648145355,0.15612714976544131
leading_phase_bin,"phase[0.4,0.6)",gradient_boosted_trees,HistGradientBoosting residual scale model,3979,1.2430946187596712,1.5053672286311652,1.5799179397974654,2.3066239104980024,0.014576526765518974,1.0762751567805762,0.49283739633073637,0.8710731339532546,0.18985209580626367,0.07892686604674537,0.13856138341456686,0.12090387551203802,1.4281094212219754,1.783806332811874,0.9120168816433738,1.2433802276486547,0.4047547735895744,0.5668488974143437,0.8045828732670838,0.922697002478186,0.0672351952847119,0.2207146628835971
leading_phase_bin,"phase[0.4,0.6)",mlp,MLP residual scale model,3979,1.2484638712360834,1.4457989189587082,1.6402707290753438,2.455018787903513,0.013068610203568736,1.0547569117368836,0.5056546871073134,0.8698165368182961,0.1770348050296866,0.08018346318170388,0.12931282850127204,0.11032200211238652,1.5216214267515185,1.77301765644117,0.9322008220555279,1.1590098638183288,0.4571529868409471,0.56192213126609,0.8332577195400268,0.9081729657111336,0.07416582787898524,0.16540982165105278
leading_phase_bin,"phase[0.4,0.6)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,3979,1.197719403700159,1.543156924641302,1.5134775313744209,2.4336120530666854,0.011058054787635083,0.8938372010966269,0.6345815531540588,0.9600402111083187,0.04810793898294119,0.010040211108318764,0.049174392778464325,0.05337133544327435,1.3905333339929211,1.6767124032680205,0.831828878566333,0.9562552640329719,0.5725644371048414,0.6951589055236447,0.9536417164216687,0.9677856165396849,0.041998013751529915,0.07147816218148068
leading_phase_bin,"phase[0.4,0.6)",ridge,Ridge residual scale model,3979,1.215241159478902,1.3381413671932665,1.5643447805276298,2.590454227886553,0.017592359889419453,1.015511192692768,0.4865544106559437,0.8640361899974868,0.19613508148105635,0.08596381000251319,0.1410494457417847,0.10966488247953057,1.3643724707213296,1.8578393514014337,0.8466030807574845,1.1757677247807814,0.4003586575441283,0.5893173975557152,0.7987107210149338,0.9265237963475373,0.07833091614804313,0.20587433971648447
leading_phase_bin,"phase[0.4,0.6)",traditional,S02/S03/S04 atom robust-width baseline,3979,1.1995337974432139,1.463776000256317,1.553610582792353,2.668098395911298,0.018094998743402865,2.2386852200946703,0.3925609449610455,0.6514199547625031,0.29012854717595454,0.2985800452374968,0.29435429620672565,0.5304370271787118,1.3569801815560738,1.9227037516323755,1.939892259058656,2.6482015977090567,0.3189864106762988,0.45987600317597915,0.5611259337573397,0.7186300503679723,0.4099434424915777,0.6904298342142074
leading_phase_bin,"phase[0.6,0.8)",cnn1d,1D-CNN residual scale model,1715,1.3432105879346532,1.6716494137328226,1.5888095963478472,2.651856257808112,0.0163265306122449,1.0060561677026003,0.4489795918367347,0.9259475218658892,0.23370990030026534,0.02405247813411071,0.14313774898395193,0.10173907378023207,1.3762281189758452,1.79087292920702,0.8525131775113017,1.1266252552495732,0.33567248090827173,0.561259334213899,0.9024594734424486,0.9470078676859565,0.07737180305315479,0.18015355696475763
leading_phase_bin,"phase[0.6,0.8)",gradient_boosted_trees,HistGradientBoosting residual scale model,1715,1.384289585499509,1.5674972533337057,1.635600307987225,2.497970177093932,0.016909620991253645,1.0116553152853303,0.4967930029154519,0.8641399416909621,0.1858964892215481,0.08586005830903787,0.13596573732214434,0.10484440003451515,1.4269968434886282,1.8361248740611067,0.865431638444928,1.1824094654343715,0.41452763245368096,0.5940542659342299,0.8020081389485669,0.9172487590856172,0.07448000734459959,0.19877969624955513
leading_phase_bin,"phase[0.6,0.8)",mlp,MLP residual scale model,1715,1.3668646661902428,1.5553907298026175,1.7301540430301836,2.6216048293480907,0.015160349854227406,1.0516398726915157,0.5084548104956268,0.885131195335277,0.17423468164137323,0.064868804664723,0.12264212216179449,0.10334637028985161,1.5871906393249373,1.8442052861712241,0.9163706489569767,1.1472921382529446,0.44863577542081473,0.5823491124985312,0.8631208029757724,0.917793234033272,0.0661790886822631,0.1497740085271634
leading_phase_bin,"phase[0.6,0.8)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1715,1.3180788583679848,1.642689957517149,1.5757062493269465,2.5703705293315733,0.014577259475218658,0.8868729415310845,0.6186588921282798,0.9545189504373178,0.06403060000872018,0.00451895043731787,0.07181122326617814,0.06337195804528292,1.4142446687044836,1.7370229582482895,0.8013465226347096,0.9371190712312492,0.5531485819630519,0.6737253127276335,0.9368452835932114,0.9723896355016836,0.04758314250932751,0.09791609096895437
leading_phase_bin,"phase[0.6,0.8)",ridge,Ridge residual scale model,1715,1.3550589681666496,1.4855189947249343,1.6956131466573259,2.680515265762954,0.018658892128279883,1.0301233644033425,0.49737609329446064,0.8676384839650145,0.1853133988425394,0.08236151603498543,0.13383745743876238,0.10790893417990743,1.425887163366984,1.9662882087166276,0.8915146026569807,1.1623328824534815,0.38846907455718976,0.5963921065201814,0.8023027154242213,0.9223850847543453,0.06520648222681416,0.19717393399547867
leading_phase_bin,"phase[0.6,0.8)",traditional,S02/S03/S04 atom robust-width baseline,1715,1.3501191923855418,1.5561253061022455,1.6826226708948653,2.845959586311739,0.019825072886297375,2.351262986648523,0.40699708454810496,0.650728862973761,0.27569240758889507,0.299271137026239,0.28748177230756705,0.553427075892806,1.3728208133818245,2.0292517210396674,1.9483330196672164,2.6767595495214036,0.30220163822286666,0.4829413172679761,0.5251207605595279,0.7355846743722635,0.39138558153862824,0.6978283499375934
leading_phase_bin,"phase[0.8,1.0)",cnn1d,1D-CNN residual scale model,483,1.0648363839422192,1.6674003743109722,1.3705586484230128,2.930332594391342,0.014492753623188406,1.0427472787801528,0.4824016563146998,0.9316770186335404,0.20028783582230025,0.0183229813664596,0.12069257215545655,0.0955126670310923,1.179612910684357,1.4945519895748132,0.81536310493079,1.2235455583260635,0.33896062205735483,0.6367915567282321,0.8881390959270132,0.9759075431471187,0.059188010268270606,0.19556060495459884
leading_phase_bin,"phase[0.8,1.0)",gradient_boosted_trees,HistGradientBoosting residual scale model,483,1.1969163472631004,1.7566534922289565,1.4091582005597834,3.054848483919258,0.022774327122153208,0.9059760028393042,0.587991718426501,0.9026915113871635,0.09469777371049903,0.04730848861283643,0.0785600669794731,0.07864758161587608,1.2555453927612192,1.6000699166148762,0.7910392938173376,1.0997875144470266,0.47620119341029965,0.6835376964444211,0.8476153846153847,0.952210005497526,0.04360923485997314,0.13610720009559618
leading_phase_bin,"phase[0.8,1.0)",mlp,MLP residual scale model,483,1.2071635487067027,1.5897907755432,1.5023496059984005,2.8410582840413743,0.026915113871635612,1.0086863298134738,0.5403726708074534,0.8840579710144928,0.1423168213295466,0.06594202898550716,0.13224354371386438,0.08729718096059799,1.3223160401588236,1.7897993399941203,0.8772990126487681,1.2030045786846257,0.44853341838042976,0.613944143630664,0.8404379931273032,0.9428512071869736,0.06877359885394224,0.16406458220683579
leading_phase_bin,"phase[0.8,1.0)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,483,1.1260947403357136,1.6496193551001568,1.3708119901640263,2.932268135325599,0.014492753623188406,0.961134368166449,0.5631469979296067,0.9565217391304348,0.11954249420739338,0.006521739130434856,0.08804064516313978,0.06324262758362975,1.2430689618935653,1.5240039381507415,0.8362880983621918,1.0973606179134212,0.4625851181057866,0.6911239403683134,0.9225366157223428,0.9823324641460235,0.03920474194099905,0.11605774488961965
leading_phase_bin,"phase[0.8,1.0)",ridge,Ridge residual scale model,483,1.0287599447833016,1.3330460045299972,1.5343874178631345,3.0590993154399073,0.016563146997929608,1.0504127512060704,0.5072463768115942,0.9026915113871635,0.1754431153254058,0.04730848861283643,0.11137580196912113,0.09613503927835843,1.3278565814519325,1.8221352616051294,0.7799766978944292,1.240670863956327,0.4000344965408296,0.6049249482401656,0.8436098876626912,0.9643800642246368,0.055843043443479796,0.20590919394818652
leading_phase_bin,"phase[0.8,1.0)",traditional,S02/S03/S04 atom robust-width baseline,483,1.26843474101149,1.9428978729494588,1.3586980316710482,3.1493196362737894,0.018633540372670808,5.106961355108271,0.2650103519668737,0.41821946169772256,0.4176791401701263,0.5317805383022773,0.4747298392362019,1.3827877182042192,1.2634543841374737,1.5106483806194884,3.6124270453084772,5.651594733748953,0.20562526743412743,0.34628582202111613,0.3267001334627518,0.5159467963386727,0.9448870406439865,1.5563911444502823
sample_window_mask,artifact_sensitive_3_6,cnn1d,1D-CNN residual scale model,2498,1.235665075318391,1.7827589685481655,1.2816431324854305,1.1714758527612337,0.0008006405124099279,0.971040170642228,0.4679743795036029,0.9791833466773419,0.21471511263339715,0.029183346677341904,0.12236956592438475,0.09880696364822394,1.227012019098128,1.3358165474400703,0.8869165090898155,1.071609908217795,0.3894251269392473,0.5367649149955039,0.9662904155732025,0.9950762220104523,0.08401537208920505,0.13652342385707256
sample_window_mask,artifact_sensitive_3_6,gradient_boosted_trees,HistGradientBoosting residual scale model,2498,1.2438594630135904,1.8496075994314436,1.2462499210916433,1.3456197919372859,0.006405124099279423,0.8345991366609249,0.5804643714971978,0.9579663730984788,0.10222512063980227,0.007966373098478807,0.08860465556870016,0.09104925316151409,1.2102981460759545,1.2791739362140948,0.7958098874569735,0.8828218017485291,0.5011377245508982,0.6528529751852126,0.9502324606503932,0.9679737859465181,0.06805395671088353,0.11541688996440876
sample_window_mask,artifact_sensitive_3_6,mlp,MLP residual scale model,2498,1.2428365252163465,1.718334757422756,1.4081106911360795,1.4323854157995775,0.005604483586869495,0.9110689236426026,0.6016813450760609,0.9415532425940752,0.08100814706093917,0.00844675740592471,0.1062187468417186,0.07115118191649497,1.3662089680652592,1.4477922352170556,0.832221423104,0.9612052580985313,0.572110290142368,0.6327593952680224,0.9140485174506056,0.9745849012984678,0.0580868723218224,0.09191129199992579
sample_window_mask,artifact_sensitive_3_6,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,2498,1.2152505234238848,1.746373260187923,1.288729137819093,1.1968472550096316,0.0008006405124099279,0.8492922065325043,0.7277822257806245,0.9855884707766213,0.04509273364362443,0.035588470776621306,0.07170631426511212,0.07577382803821339,1.2324904603168418,1.3437776913780584,0.7848813138561422,0.9673794414092739,0.6338416935460116,0.8192143948163099,0.978309511223162,0.9907597679457608,0.045125611083671725,0.11231607907520862
sample_window_mask,artifact_sensitive_3_6,ridge,Ridge residual scale model,2498,1.2385534305461356,1.631238778599279,1.1842762035142766,1.1984987874451885,0.0024019215372297837,0.7620550208194705,0.4631705364291433,0.9611689351481185,0.21951895570785673,0.011168935148118564,0.14244773002826783,0.15277015001619315,1.1308741143027243,1.2246628073903991,0.6713552163885831,0.8443807841716673,0.40176241893104453,0.5316780228850729,0.9436449923030275,0.982439781266774,0.12838007961366785,0.17849091194289315
sample_window_mask,artifact_sensitive_3_6,traditional,S02/S03/S04 atom robust-width baseline,2498,1.2829697384966794,1.8554784364759307,1.1803734466739162,1.120509763821884,0.0,8.023837636154765,0.200160128102482,0.28262610088070456,0.48252936403451807,0.6673738991192955,0.5749516315769068,2.1871731327213713,1.1368876096781348,1.2118538880370355,7.62331314484759,8.803639686320091,0.15078579923670898,0.23621796489604271,0.24672848967913347,0.31071701700123766,2.0802405980084453,2.371503050601154
sample_window_mask,delayed_or_edge_15_17,cnn1d,1D-CNN residual scale model,477,0.6173704733058462,1.850873437818905,1.395579461227497,4.9874929674361095,0.06079664570230608,1.041101786949144,0.4570230607966457,0.9266247379454927,0.22566643134035436,0.02337526205450724,0.1402441171376824,0.10759689937042197,1.2961276050856838,1.465584777243625,0.9065902841109782,1.1545730269589762,0.35951774530271396,0.5526905592015313,0.8995766129032258,0.9547327372945724,0.06865834300219115,0.1650713415577999
sample_window_mask,delayed_or_edge_15_17,gradient_boosted_trees,HistGradientBoosting residual scale model,477,1.2795339456113137,2.0236524457920666,1.8686917537617505,4.643105040324168,0.07966457023060797,0.8292688996569969,0.5136268343815513,0.9056603773584906,0.1690626577554487,0.04433962264150937,0.11036990330120443,0.1236258210102914,1.5834371379975964,2.113391846775317,0.5740024536948523,1.0160365696063598,0.41050323730539795,0.5883240161001788,0.8763694144514786,0.9415838894924724,0.08144331394235427,0.21389348215671558
sample_window_mask,delayed_or_edge_15_17,mlp,MLP residual scale model,477,1.185348580541563,2.10327211423504,1.642262552986687,4.908071599584568,0.0649895178197065,0.78699996859616,0.5157232704402516,0.8867924528301887,0.16696622169674846,0.06320754716981125,0.13859172459019392,0.14544138121514844,1.4915788689298821,1.837327937794005,0.6089569055362084,0.936882707024937,0.41924940826188495,0.6047274240532667,0.8435031834769781,0.9293633870028368,0.10552391916335509,0.19193706580664183
sample_window_mask,delayed_or_edge_15_17,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,477,0.6389478950300176,1.8222278694688043,1.3415831108335445,4.726084968038324,0.05450733752620545,0.8824745446176705,0.6352201257861635,0.9475890985324947,0.04746936635083654,0.002410901467505222,0.07812276652275785,0.06138212243085728,1.2586478322767365,1.4574129372087359,0.8094736708413038,0.9821922243618779,0.554952898667613,0.7117685956283925,0.8964746562478262,0.9795888935223798,0.040396568566006576,0.10214654314621868
sample_window_mask,delayed_or_edge_15_17,ridge,Ridge residual scale model,477,0.5551188271795048,1.299097134834284,1.3251305631176529,4.968253664441752,0.0649895178197065,1.0065880055605514,0.5220125786163522,0.9433962264150944,0.16067691352064783,0.006603773584905603,0.11406342270340152,0.07198302884237659,1.189354793610508,1.4500449964184174,0.8476961223995558,1.1615666273330718,0.43538252076615597,0.607777989777747,0.9154841138748542,0.974337680164722,0.05251321970311122,0.1378395553721267
sample_window_mask,delayed_or_edge_15_17,traditional,S02/S03/S04 atom robust-width baseline,477,0.828904836972181,1.8280099948681248,1.1704493605623196,5.238615234212618,0.06918238993710692,8.234057212471761,0.20335429769392033,0.27253668763102723,0.4793351944430797,0.6774633123689727,0.5783992534060262,2.24231374317246,1.126201866550351,1.2592906081214852,7.467427806158777,9.018211607205853,0.17379188819424,0.2439586629746835,0.24953124941288754,0.30284305312283255,2.032260690601421,2.4452931853524063
sample_window_mask,late_tail_12_14,cnn1d,1D-CNN residual scale model,429,1.159810879277163,1.8023848675665943,1.4458984934318682,4.613431861633904,0.06526806526806526,1.1074598279976082,0.4195804195804196,0.9463869463869464,0.26310907255658045,0.0036130536130535296,0.15096013068388464,0.1312855212127817,1.333583072742898,1.5598720387747451,0.9526379036147684,1.236511121482715,0.3608720400728597,0.480239981360671,0.9100138214106216,0.9890001513775356,0.0958353042016065,0.18022163200346264
sample_window_mask,late_tail_12_14,gradient_boosted_trees,HistGradientBoosting residual scale model,429,1.3451360617297887,1.929116893927897,1.5517904546066654,3.8494265426591805,0.05128205128205128,0.8155573754129881,0.5757575757575758,0.8881118881118881,0.10693191637942423,0.06188811188811183,0.0896547693785233,0.11072935555826781,1.241620030461833,1.75617871459472,0.5580907703938045,1.070824398971184,0.49294515494343333,0.7311320577400194,0.8259247753999662,0.9603031693335533,0.07071278378468639,0.15660539090516565
sample_window_mask,late_tail_12_14,mlp,MLP residual scale model,429,1.5699863204097217,1.9523246350869243,1.657443021026117,3.9800790395370766,0.05827505827505827,0.9220876226589416,0.5337995337995338,0.8461538461538461,0.1488899583374662,0.10384615384615381,0.12937202736504544,0.11500512922243096,1.3275606970289218,1.8800533699745612,0.5945596482311155,1.100316093954494,0.40954371474617246,0.6584160925606977,0.783904531734808,0.9150419246646027,0.09634258327413872,0.19386969838370652
sample_window_mask,late_tail_12_14,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,429,1.074907582247432,1.8030772271737163,1.3294445053553876,4.396441736174559,0.05128205128205128,0.896083747526507,0.6643356643356644,0.9370629370629371,0.018353827801335654,0.012937062937062871,0.07025478651706876,0.051365482432240074,1.259160644945336,1.445406011606861,0.8002054981637766,1.096301523524643,0.5882103621321036,0.7287473761639067,0.9040514671317945,0.9753929906218639,0.030744076364930747,0.09416455479437372
sample_window_mask,late_tail_12_14,ridge,Ridge residual scale model,429,1.2672989257837866,1.4932835552654635,1.2821257568695217,4.9276437310404155,0.06293706293706294,0.9078296307618019,0.5058275058275058,0.9300699300699301,0.17686198630949423,0.01993006993006985,0.11806666605968419,0.1017572728843616,1.1816291263557837,1.4330555346344795,0.8131036758659288,1.0504847388145437,0.42336679222233536,0.6215745192307691,0.8827067389850658,0.973637040714995,0.07665209245597707,0.14231512193903834
sample_window_mask,late_tail_12_14,traditional,S02/S03/S04 atom robust-width baseline,429,1.4319510366635202,1.822124306312034,1.247582357132731,5.217391244190656,0.06526806526806526,8.534056352936028,0.23543123543123542,0.34965034965034963,0.4472582567057646,0.6003496503496504,0.5238039535277075,2.2763670533797877,1.109238885472035,1.3433562545868165,7.090714562785278,9.349069859459632,0.2029870428059027,0.28302455553599715,0.3002668539325843,0.41655058651026394,1.8883758459853792,2.4887490700154538
sample_window_mask,nominal_template_7_11,cnn1d,1D-CNN residual scale model,8056,1.2754273191994574,1.416896688878829,1.6760822412845158,2.297286043086027,0.010054617676266137,1.0149764606912903,0.45208540218470705,0.9227904667328699,0.23060408995229298,0.02720953326713005,0.14480800326810278,0.10439952179470403,1.5085426995758566,1.889557086014691,0.906244767672943,1.1237466035067216,0.3462145872333579,0.5384271875265416,0.9040463185447579,0.939730537511874,0.07983108330862304,0.17581234839316393
sample_window_mask,nominal_template_7_11,gradient_boosted_trees,HistGradientBoosting residual scale model,8056,1.26340968049427,1.3296364708180448,1.6911601938580683,2.236041532555385,0.010923535253227408,1.1299659978538839,0.4741807348560079,0.8392502482621649,0.2085087572809921,0.11074975173783508,0.1596292545094136,0.15221344034553116,1.4885117830907213,1.9674670684249265,0.9260375179498503,1.348904646456412,0.3603673034613729,0.5723016667157228,0.7464950435881618,0.9110874742871553,0.07163651176313567,0.2861696773188813
sample_window_mask,nominal_template_7_11,mlp,MLP residual scale model,8056,1.2652181025843556,1.3186869764674114,1.749650077341739,2.3346600074631225,0.01079940417080437,1.126614571948227,0.4898212512413108,0.8566285998013903,0.1928682408956892,0.09337140019860968,0.14311982054714945,0.13899350839741884,1.5757775753922207,1.9133980845594585,0.9919593529019867,1.2419957861623105,0.4092393906029345,0.5688752912019736,0.8054969437500425,0.9045667069101758,0.06826152704171645,0.21522535356253406
sample_window_mask,nominal_template_7_11,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,8056,1.2626020998929213,1.4126232791395736,1.6806509511801642,2.340909418369033,0.009433962264150943,0.9175381666849773,0.6002979145978153,0.9554369414101291,0.08239157753918469,0.005436941410129181,0.06152846007048611,0.057954703083705664,1.5003702784835502,1.8370337230100833,0.8652964330880315,0.961673641299809,0.5277748286268256,0.6786624051856056,0.9425555772104287,0.9652297808762572,0.04425931215913921,0.08635848305373227
sample_window_mask,nominal_template_7_11,ridge,Ridge residual scale model,8056,1.2894025368701802,1.2837941029312496,1.8269912332954124,2.448508917177906,0.015392254220456803,1.1279765768658603,0.4828699106256207,0.836643495531281,0.19981958151137935,0.11335650446871892,0.15658804299004914,0.14943517645900192,1.5685244219500727,2.1872953657873473,0.9261577923743749,1.3746438196291992,0.34887861388849134,0.5846220880819388,0.7405486765769146,0.9081053142113081,0.06810402340464512,0.29400855722145264
sample_window_mask,nominal_template_7_11,traditional,S02/S03/S04 atom robust-width baseline,8056,1.2467263699757138,1.2370020706934355,1.8699466385594432,2.5771910793439314,0.018247269116186692,1.3343622392073404,0.46102284011916583,0.7760675273088381,0.2216666520178342,0.17393247269116185,0.19779956235449803,0.23194023156770863,1.5660269995602518,2.261993495126899,1.092649987872216,1.67408868261426,0.34536637103132,0.5389717304227688,0.6315567922794117,0.86382959715162,0.11484866337617784,0.41175291989384194
saturation_flag,False,cnn1d,1D-CNN residual scale model,11444,1.2316707687122885,1.5916607440928985,1.509471072786857,2.391984936670476,0.012495630898287311,1.0095211207968358,0.45438657811953864,0.9362984970290108,0.2283029140174614,0.013701502970989154,0.13763100961271535,0.09728913684950041,,,,,,,,,,
saturation_flag,False,gradient_boosted_trees,HistGradientBoosting residual scale model,11444,1.2578558013776666,1.521108981113212,1.5534510151740852,2.2903489843694502,0.015117091925900035,1.0444627628353496,0.5029709891646278,0.8701502970989164,0.17971850297237224,0.07984970290108351,0.13069724519467965,0.10868205347587123,,,,,,,,,,
saturation_flag,False,mlp,MLP residual scale model,11444,1.2602202794010242,1.4711866082530243,1.6432730990961486,2.38304334026227,0.013282069206571129,1.0514472137483066,0.5171268787137364,0.8763544215309332,0.16556261342326362,0.07364557846906672,0.1222931690410976,0.10323714367043364,,,,,,,,,,
saturation_flag,False,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,11444,1.2147361268322145,1.5750770345728817,1.5030153055447502,2.3833915793436744,0.011097518350227193,0.9001863518407667,0.6321216357916812,0.9613771408598392,0.050567856345318796,0.011377140859839208,0.053058089741762314,0.05370418377653841,,,,,,,,,,
saturation_flag,False,ridge,Ridge residual scale model,11444,1.235729698507561,1.3806767667543802,1.5706798207561534,2.4991033330370644,0.01494232785739252,1.019669537424093,0.4813002446696959,0.8719853198182453,0.20138924746730413,0.07801468018175461,0.13970196382452937,0.10969385722442027,,,,,,,,,,
saturation_flag,False,traditional,S02/S03/S04 atom robust-width baseline,11444,1.2355106690808002,1.4936556627597568,1.5493452984259826,2.630778731574641,0.018787137364557848,2.712086621184556,0.385442153093324,0.632209017825935,0.297247339043676,0.317790982174065,0.30751916060887047,0.6586610257527918,,,,,,,,,,
saturation_flag,True,cnn1d,1D-CNN residual scale model,16,3.6461342155956165,-0.1260466099378412,5.2014173657288065,9.89484598419432,0.1875,1.2781736814109164,0.5625,0.8125,0.12018949213700003,0.13749999999999996,,0.17862105784930546,,,,,,,,,,
saturation_flag,True,gradient_boosted_trees,HistGradientBoosting residual scale model,16,4.855537265153138,1.7228380139678556,3.363995660725887,8.688526913188346,0.1875,1.5177497124759478,0.375,0.5625,0.30768949213700003,0.38749999999999996,,0.40431306820431595,,,,,,,,,,
saturation_flag,True,mlp,MLP residual scale model,16,7.136075082423579,4.866396561784832,3.6270031353613152,10.679970471593736,0.3125,0.8736692907093057,0.375,0.625,0.30768949213700003,0.32499999999999996,,0.25300673380923144,,,,,,,,,,
saturation_flag,True,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,16,4.480724218490017,-0.2144672420062505,5.379646648475063,10.23548073084805,0.25,2.915993311119817,0.5,0.6875,0.18268949213700003,0.26249999999999996,,0.787060934418939,,,,,,,,,,
saturation_flag,True,ridge,Ridge residual scale model,16,9.256597283484828,8.160486147161535,5.799578622028077,10.659143507536546,0.4375,1.2693936714721006,0.3125,0.6875,0.37018949213700003,0.26249999999999996,,0.3006943878697002,,,,,,,,,,
saturation_flag,True,traditional,S02/S03/S04 atom robust-width baseline,16,7.437284268297365,4.5881285690470754,4.716914075472829,10.291428391659403,0.3125,4.076157941333238,0.0625,0.1875,0.620189492137,0.7625,,1.4862824778234127,,,,,,,,,,
q_template_bin,"q_template[0,0.025)",cnn1d,1D-CNN residual scale model,35,2.003720034197448,2.0142797682247604,0.894467949873187,0.8801098013716826,0.0,0.44943510820810856,0.37142857142857144,0.8857142857142857,0.3112609207084286,0.06428571428571428,0.2177733174970715,0.28597121107077644,,,,,,,,,,
q_template_bin,"q_template[0,0.025)",gradient_boosted_trees,HistGradientBoosting residual scale model,35,2.153558128969543,2.1756387504610686,0.8516183572179736,0.8340025525944514,0.0,0.42659135070131005,0.37142857142857144,0.9714285714285714,0.3112609207084286,0.021428571428571463,0.19123541906967148,0.2743333901263404,,,,,,,,,,
q_template_bin,"q_template[0,0.025)",mlp,MLP residual scale model,35,2.0158656351975526,2.113216871849509,0.7085191422432685,0.822338962587797,0.0,0.45308287457076113,0.5714285714285714,1.0,0.11126092070842863,0.050000000000000044,0.11552113335538576,0.20592479487326332,,,,,,,,,,
q_template_bin,"q_template[0,0.025)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,35,1.9759712178435138,1.8589961477436745,0.8036635661125218,0.778654803064507,0.0,0.2525613421415186,0.7142857142857143,0.9714285714285714,0.03159622214871427,0.021428571428571463,0.11815962221487145,0.22965576841265964,,,,,,,,,,
q_template_bin,"q_template[0,0.025)",ridge,Ridge residual scale model,35,2.244363718550595,2.2755744519814627,0.7596030655506905,0.8117868062119582,0.0,0.38137039359639696,0.45714285714285713,0.9714285714285714,0.2255466349941429,0.021428571428571463,0.20552113335538577,0.2677814865454258,,,,,,,,,,
q_template_bin,"q_template[0,0.025)",traditional,S02/S03/S04 atom robust-width baseline,35,2.1157170793362288,2.014503547288463,0.7591915996143366,0.8377326053182031,0.0,0.5138719091819166,0.22857142857142856,0.8285714285714286,0.4541180635655715,0.12142857142857133,0.2977733174970714,0.3398620108273244,,,,,,,,,,
