gallery_row_id,neighbor_rank,distance,neighbor_run,neighbor_stave,neighbor_event_index,neighbor_taxon
10,4,0.5390855929463046,41,B8,15631,novel_early_pretrigger
10,5,0.5479581005069852,63,B4,19088,novel_early_pretrigger
10,6,0.5679601029887795,60,B4,32961,novel_early_pretrigger
10,7,0.5726622683929637,62,B6,11416,novel_early_pretrigger
11,1,0.1505302790273087,62,B4,29953,novel_early_pretrigger
11,2,0.19410208326927084,62,B4,22596,novel_early_pretrigger
11,3,0.21972595875126513,60,B4,891,novel_early_pretrigger
11,4,0.28953611691492204,62,B8,26215,novel_early_pretrigger
11,5,0.2922710542026034,59,B4,21246,novel_early_pretrigger
11,6,0.3037046125067864,45,B2,2903,novel_early_pretrigger
11,7,0.3388829519356884,63,B8,8060,novel_early_pretrigger
12,1,0.22998717738015187,61,B4,32760,novel_early_pretrigger
12,2,0.32955514840403716,60,B4,17033,novel_early_pretrigger
12,3,0.3699031276093722,59,B4,5641,novel_early_pretrigger
12,4,0.426341909726448,59,B4,36649,novel_early_pretrigger
12,5,0.4383086766101412,41,B2,26479,novel_early_pretrigger
12,6,0.4520358466810248,63,B2,6899,novel_early_pretrigger
12,7,0.45522713686992045,41,B2,4337,baseline_excursion
13,1,0.24000824277034263,60,B4,20592,novel_early_pretrigger
13,2,0.2800248974382615,63,B8,30343,novel_early_pretrigger
13,3,0.34839327474448134,51,B2,9395,novel_early_pretrigger
13,4,0.4551768482974835,41,B2,24648,novel_early_pretrigger
13,5,0.5383655367641231,59,B8,2136,novel_early_pretrigger
13,6,0.5463621836401514,45,B2,38302,novel_early_pretrigger
13,7,0.6032005034037767,40,B2,31927,novel_early_pretrigger
14,1,0.19295454173638515,59,B2,15489,novel_early_pretrigger
14,2,0.20124352868066303,45,B8,5791,novel_early_pretrigger
14,3,0.2168092845674993,60,B8,30457,novel_early_pretrigger
14,4,0.21846867973683445,45,B4,36871,novel_early_pretrigger
14,5,0.23432109800198772,63,B4,6649,novel_early_pretrigger
14,6,0.28913136132587913,60,B4,8672,novel_early_pretrigger
14,7,0.295239155918346,50,B4,10990,novel_early_pretrigger
15,1,0.2440054027914371,49,B2,26382,novel_early_pretrigger
15,2,0.2518318453625659,45,B2,19009,novel_early_pretrigger
15,3,0.320120885219225,62,B4,8767,novel_early_pretrigger
15,4,0.34791681442966843,59,B4,24919,novel_early_pretrigger
15,5,0.36926327401114895,63,B4,6113,novel_early_pretrigger
15,6,0.392675417088265,48,B2,6132,novel_early_pretrigger
15,7,0.4046720455635841,37,B2,26414,novel_early_pretrigger
16,1,0.3562356209773932,60,B6,2458,novel_early_pretrigger
16,2,0.41637813960303266,62,B2,29728,novel_early_pretrigger
16,3,0.44105417046083517,37,B2,44841,novel_early_pretrigger
16,4,0.442328856195428,49,B2,6260,novel_early_pretrigger
16,5,0.4787102983157822,59,B4,30953,novel_early_pretrigger
16,6,0.4879448571731007,41,B2,4396,novel_early_pretrigger
16,7,0.490759360455485,31,B2,4410,novel_early_pretrigger
17,1,0.31029524569632144,53,B2,38131,novel_early_pretrigger
17,2,0.33196649499566666,59,B2,39194,novel_early_pretrigger
17,3,0.3348557616009498,49,B2,9595,novel_early_pretrigger
17,4,0.38067133416036814,49,B6,24303,novel_early_pretrigger
17,5,0.3849788279893839,61,B2,322,novel_early_pretrigger
17,6,0.39000206102885215,35,B2,4201,novel_early_pretrigger
17,7,0.3955475335308382,32,B2,13127,novel_early_pretrigger
18,1,0.3099938534035977,62,B6,8272,novel_early_pretrigger
18,2,0.32031287615781484,41,B6,15476,novel_early_pretrigger
18,3,0.4288118720803463,61,B2,2869,novel_early_pretrigger
18,4,0.45986739199368826,63,B2,7289,novel_early_pretrigger
18,5,0.4732152871228574,61,B2,20609,novel_early_pretrigger
18,6,0.4854010168488782,58,B4,28782,novel_early_pretrigger
18,7,0.5022729046741089,39,B2,28481,novel_early_pretrigger
19,1,0.18340024044138706,60,B4,788,unassigned_common
19,2,0.19482523085863507,60,B4,1649,unassigned_common
19,3,0.2342180840537826,60,B6,34287,unassigned_common
19,4,0.2390627810343442,34,B4,33838,unassigned_common
19,5,0.30802989318223806,59,B4,118,unassigned_common
19,6,0.3331758525810177,62,B4,22631,unassigned_common
19,7,0.33728388711062773,37,B2,17105,unassigned_common
20,1,0.13535112102609276,61,B6,31310,novel_early_pretrigger
20,2,0.2688173103329416,60,B8,7997,novel_early_pretrigger
20,3,0.39359224261194914,60,B4,27608,novel_early_pretrigger
20,4,0.39914473312785226,56,B4,14259,novel_early_pretrigger
20,5,0.40338407008394384,62,B6,10741,novel_early_pretrigger
20,6,0.4085069281329286,59,B2,7136,novel_early_pretrigger
20,7,0.4110751209138702,60,B6,22001,novel_early_pretrigger
21,1,0.07035287621204529,32,B2,1329,novel_early_pretrigger
21,2,0.10000732499969969,61,B2,2111,novel_early_pretrigger
21,3,0.14701483890869355,40,B2,12393,novel_early_pretrigger
21,4,0.17326405900568725,50,B2,4049,novel_early_pretrigger
21,5,0.19148237210651678,37,B2,5272,novel_early_pretrigger
21,6,0.19225357678667576,63,B6,30718,novel_early_pretrigger
21,7,0.20478453227168503,50,B2,909,novel_early_pretrigger
22,1,0.1542406860895724,60,B2,7965,novel_early_pretrigger
22,2,0.16155970398596017,59,B2,13918,novel_early_pretrigger
22,3,0.17487980914041865,39,B2,25161,novel_early_pretrigger
22,4,0.20045002380152857,63,B2,31322,novel_early_pretrigger
22,5,0.20445051990355967,62,B4,24315,novel_early_pretrigger
22,6,0.20528582525503739,62,B2,20054,novel_early_pretrigger
22,7,0.20892440247039243,35,B2,17239,novel_early_pretrigger
23,1,0.5253080278340001,48,B4,30346,novel_early_pretrigger
23,2,0.5406810470265321,59,B8,26686,novel_early_pretrigger
23,3,0.5467911684287474,60,B4,29532,novel_early_pretrigger
23,4,0.5693602652545285,63,B4,12202,novel_early_pretrigger
23,5,0.5774885769885871,50,B4,25220,novel_early_pretrigger
23,6,0.5868551871096683,54,B4,15450,novel_early_pretrigger
23,7,0.5904121833028431,63,B8,12478,novel_early_pretrigger
24,1,0.09618416057002487,45,B2,2903,novel_early_pretrigger
24,2,0.19065162159548574,63,B8,8060,novel_early_pretrigger
24,3,0.22161375805440164,62,B6,28339,novel_early_pretrigger
24,4,0.2461908829006611,45,B2,5449,baseline_excursion
24,5,0.24809533995531924,49,B2,7996,novel_early_pretrigger
24,6,0.25556373630600693,62,B8,26215,novel_early_pretrigger
24,7,0.2642555132170016,60,B2,32099,baseline_excursion
25,1,0.1615882805803426,62,B4,17776,novel_early_pretrigger
25,2,0.1994106858096231,56,B2,16897,novel_early_pretrigger
25,3,0.2017603977784646,63,B4,6555,novel_early_pretrigger
25,4,0.2146303433643982,60,B4,8672,novel_early_pretrigger
25,5,0.22333733282651388,60,B8,30457,novel_early_pretrigger
25,6,0.2260457907329637,60,B2,12993,novel_early_pretrigger
25,7,0.22900191448533347,55,B4,8003,novel_early_pretrigger
26,1,0.6748349211081339,61,B4,20487,novel_early_pretrigger
26,2,0.7548189671569185,63,B4,25250,novel_early_pretrigger
26,3,0.9666874773982683,41,B4,28001,novel_early_pretrigger
26,4,0.9948784128323946,62,B4,6871,novel_early_pretrigger
26,5,1.0295555223422939,32,B2,2124,novel_early_pretrigger
26,6,1.0522031722151906,60,B8,2493,novel_early_pretrigger
26,7,1.091264397760551,62,B4,12886,novel_early_pretrigger
27,1,0.16326053727709972,60,B4,4874,novel_early_pretrigger
27,2,0.16603760419634606,61,B2,13393,novel_early_pretrigger
27,3,0.21456729641996833,62,B8,26055,novel_early_pretrigger
27,4,0.2528096041613863,51,B8,15682,novel_early_pretrigger
27,5,0.2613715519483162,33,B2,42532,novel_early_pretrigger
27,6,0.2791364856562988,60,B8,34969,novel_early_pretrigger
27,7,0.294834221227486,35,B4,7946,novel_early_pretrigger
28,1,0.2157963918419164,59,B8,26686,novel_early_pretrigger
28,2,0.31111749662202776,63,B8,12478,novel_early_pretrigger
28,3,0.3895564213335511,56,B2,35168,novel_early_pretrigger
28,4,0.4104745246610099,40,B2,728,novel_early_pretrigger
28,5,0.4517896498387704,40,B2,16323,novel_early_pretrigger
28,6,0.4613631492011497,62,B8,28552,novel_early_pretrigger
28,7,0.46511298277039015,59,B2,2813,novel_early_pretrigger
29,1,0.40179659574400184,60,B2,7594,novel_early_pretrigger
29,2,0.44551592698912906,45,B6,7175,novel_early_pretrigger
29,3,0.47535809217142333,40,B2,15160,novel_early_pretrigger
29,4,0.47842237255131487,63,B2,17609,novel_early_pretrigger
29,5,0.49696613034935483,60,B2,1037,novel_early_pretrigger
29,6,0.5030567744550005,60,B2,18811,novel_early_pretrigger
29,7,0.5064369665175443,62,B2,18765,novel_early_pretrigger
30,1,0.17005350658593502,32,B8,3991,unassigned_common
30,2,0.22417963076089395,59,B8,31856,unassigned_common
30,3,0.22766980950376406,52,B2,7971,unassigned_common
30,4,0.2574036754624463,54,B8,8808,unassigned_common
30,5,0.25811405241802376,60,B6,22330,unassigned_common
30,6,0.26853918151708006,62,B6,2109,unassigned_common
30,7,0.2731485166554454,61,B6,21751,unassigned_common
31,1,0.2002603245622479,61,B8,20609,unassigned_common
31,2,0.20902230359524945,39,B2,20327,unassigned_common
31,3,0.22757680109022835,61,B2,3833,unassigned_common
31,4,0.23100588748546694,60,B2,26570,unassigned_common
31,5,0.2345812359705184,59,B2,584,unassigned_common
31,6,0.23564974364795283,31,B2,39164,unassigned_common
31,7,0.2382553328496147,36,B2,4235,unassigned_common
32,1,0.5536777272209173,37,B2,6797,baseline_excursion
32,2,0.733722052377626,59,B8,12088,baseline_excursion
32,3,0.7633430710256515,39,B2,24465,baseline_excursion
32,4,0.8716901913438978,45,B2,21839,baseline_excursion
32,5,1.1599960326885557,59,B2,33391,baseline_excursion
32,6,1.398854274682182,45,B2,29253,baseline_excursion
32,7,1.410316022831419,37,B2,9021,baseline_excursion
33,1,1.4912334273305403,41,B2,2907,baseline_excursion
33,2,1.7399491948155787,48,B2,5776,baseline_excursion
33,3,2.468222005759658,40,B2,20306,baseline_excursion
33,4,2.687871995967816,45,B2,21839,baseline_excursion
33,5,2.689886521184133,45,B2,29253,baseline_excursion
33,6,2.7433685362144224,37,B2,9021,baseline_excursion
33,7,2.7567439644550955,41,B2,19370,baseline_excursion
34,1,0.7493537989933108,61,B2,2938,baseline_excursion
34,2,1.5321028003872772,40,B2,20306,baseline_excursion
34,3,2.032038115628516,51,B2,17371,baseline_excursion
34,4,2.1622223447285807,39,B2,15569,baseline_excursion
34,5,2.2022630367499336,61,B2,6980,baseline_excursion
34,6,2.212653089075155,60,B2,15335,baseline_excursion
34,7,2.216941153326955,33,B2,21310,baseline_excursion
35,1,0.1245509037993622,37,B2,15904,baseline_excursion
35,2,0.2541784288218354,35,B2,14824,baseline_excursion
35,3,0.5070670786137852,32,B2,6243,baseline_excursion
35,4,0.5449911344453392,47,B2,6397,baseline_excursion
35,5,0.5769358067178474,45,B2,33727,baseline_excursion
35,6,0.6191787544507239,51,B2,12651,baseline_excursion
35,7,0.6470334010179103,40,B2,13597,baseline_excursion
36,1,0.48552520142880795,45,B2,44770,baseline_excursion
36,2,0.5373079122250849,45,B2,4107,baseline_excursion
36,3,0.5849761608574017,40,B2,6934,baseline_excursion
36,4,0.6486267683686229,59,B2,28288,baseline_excursion
36,5,0.677323665305224,63,B2,1286,baseline_excursion
36,6,0.6924794292961857,31,B2,133,baseline_excursion
36,7,0.7715302793696683,59,B2,5997,baseline_excursion
37,1,0.5844670721120777,45,B2,45332,baseline_excursion
37,2,1.1357915263980236,39,B2,5299,baseline_excursion
37,3,1.1599610935503575,63,B2,9560,baseline_excursion
37,4,1.201155426003123,59,B2,9676,baseline_excursion
37,5,1.2476436133015405,39,B2,11458,baseline_excursion
37,6,1.308902908638532,59,B2,34352,baseline_excursion
37,7,1.339013654431545,39,B2,24495,baseline_excursion
38,1,0.2313445971961949,37,B2,31979,baseline_excursion
38,2,0.23575775326343887,56,B2,7949,baseline_excursion
38,3,0.26293800485607144,33,B2,8988,baseline_excursion
38,4,0.3051135018322034,37,B2,19984,baseline_excursion
38,5,0.33892011601755584,62,B2,30280,baseline_excursion
38,6,0.3454072858058452,33,B2,29619,baseline_excursion
38,7,0.36973135996627227,36,B2,9571,baseline_excursion
39,1,0.12346859473333102,37,B2,31979,baseline_excursion
39,2,0.14840440085156203,56,B2,7949,baseline_excursion
39,3,0.31067931359809303,33,B2,8988,baseline_excursion
39,4,0.33654230705731075,49,B2,31837,baseline_excursion
39,5,0.34153312211907516,35,B2,5437,baseline_excursion
39,6,0.3514161041688291,37,B2,19984,baseline_excursion
39,7,0.3545441431524042,39,B2,16977,baseline_excursion
40,1,0.6242465486016342,39,B2,9717,baseline_excursion
40,2,0.7090950768446108,44,B2,2888,baseline_excursion
40,3,0.7238999988604203,62,B2,31221,baseline_excursion
40,4,0.7252834625225723,41,B2,31956,baseline_excursion
40,5,0.7297298521625458,63,B2,13573,baseline_excursion
40,6,0.7377693997060776,48,B2,11675,baseline_excursion
40,7,0.7410443656496618,37,B2,1831,baseline_excursion
41,1,0.153407352470537,41,B4,17092,baseline_excursion
41,2,0.2093613067355496,40,B2,14035,baseline_excursion
41,3,0.23893987010391857,45,B2,21956,baseline_excursion
41,4,0.2490865136913125,37,B2,48397,baseline_excursion
41,5,0.25096589246100187,31,B2,21730,baseline_excursion
41,6,0.26377272066379026,50,B2,6493,baseline_excursion
41,7,0.27187660544053316,41,B2,2770,baseline_excursion
42,1,0.18413289341084388,32,B2,5953,baseline_excursion
42,2,0.19049674440734757,63,B4,24079,baseline_excursion
42,3,0.2624166647467145,63,B2,20430,baseline_excursion
42,4,0.267466499478092,37,B2,10875,baseline_excursion
42,5,0.2697668075359716,32,B2,39115,baseline_excursion
42,6,0.27138702705909207,61,B6,32172,baseline_excursion
42,7,0.2751291925055389,37,B2,37100,baseline_excursion
43,1,0.22756598752562743,60,B6,28545,baseline_excursion
43,2,0.2411001170179461,45,B2,21242,baseline_excursion
43,3,0.3216085660977104,45,B2,7994,baseline_excursion
43,4,0.3301203608362951,36,B6,11605,novel_early_pretrigger
43,5,0.34346575974226784,45,B2,27391,baseline_excursion
43,6,0.37747907448873796,59,B4,10120,novel_early_pretrigger
43,7,0.4091321096017198,49,B4,11575,baseline_excursion
44,1,0.20093308874751103,45,B6,10442,novel_early_pretrigger
44,2,0.27490471455575227,62,B4,3883,novel_early_pretrigger
44,3,0.2950688670991614,59,B4,13042,novel_early_pretrigger
44,4,0.3358644322462185,63,B2,30972,baseline_excursion
44,5,0.3361254984875492,61,B4,16409,novel_early_pretrigger
44,6,0.3624249747442013,35,B2,23083,baseline_excursion
44,7,0.36511451917919197,60,B2,18602,baseline_excursion
45,1,0.13948983831247835,61,B4,27302,novel_early_pretrigger
45,2,0.26895189944952297,61,B8,2439,novel_early_pretrigger
45,3,0.2754842250760702,59,B4,22699,novel_early_pretrigger
45,4,0.27836187394070394,45,B2,35571,novel_early_pretrigger
45,5,0.2872801924803439,63,B4,1113,novel_early_pretrigger
45,6,0.2894268750784332,58,B8,17342,novel_early_pretrigger
45,7,0.29309934320447956,41,B4,11079,novel_early_pretrigger
46,1,0.4110971265186354,55,B2,14540,novel_early_pretrigger
46,2,0.44131167885501943,62,B6,22566,novel_early_pretrigger
46,3,0.49385775672131693,37,B2,47228,novel_early_pretrigger
46,4,0.5471062600898687,32,B2,6510,novel_early_pretrigger
46,5,0.5710250777689644,55,B2,20088,novel_early_pretrigger
46,6,0.5723804210283558,39,B2,6479,novel_early_pretrigger
46,7,0.5779947365312048,41,B2,18756,novel_early_pretrigger
47,1,0.4332632532342009,62,B4,14586,novel_early_pretrigger
47,2,0.5723518173035911,62,B4,6871,novel_early_pretrigger
47,3,0.6418841092431103,60,B8,2493,novel_early_pretrigger
47,4,0.6823160127867327,39,B8,12080,novel_early_pretrigger
47,5,0.7106909027304079,62,B4,12943,novel_early_pretrigger
47,6,0.7153284890231323,63,B4,25250,novel_early_pretrigger
47,7,0.7496707492910245,49,B2,6260,novel_early_pretrigger
48,1,0.2841157836753717,62,B2,21240,novel_early_pretrigger
48,2,0.30786010151620247,37,B2,50216,novel_early_pretrigger
48,3,0.32393222643272807,36,B2,6567,novel_early_pretrigger
48,4,0.35544788257979154,39,B2,7408,novel_early_pretrigger
48,5,0.3628787647338766,45,B2,2149,novel_early_pretrigger
48,6,0.36881415255218103,39,B2,14127,novel_early_pretrigger
48,7,0.3726974746645423,37,B2,40759,novel_early_pretrigger
49,1,0.18546084017485845,36,B2,12575,novel_early_pretrigger
49,2,0.18658432713704887,59,B2,37465,novel_early_pretrigger
49,3,0.20861522683382328,60,B2,6055,novel_early_pretrigger
49,4,0.25262447994221093,61,B2,16467,novel_early_pretrigger
49,5,0.2600222509856432,37,B2,9980,novel_early_pretrigger
49,6,0.26003521901568416,60,B2,23160,novel_early_pretrigger
49,7,0.26834950436881694,63,B2,3191,novel_early_pretrigger
50,1,0.20724940939981118,60,B6,26770,novel_early_pretrigger
50,2,0.24976818134031264,59,B6,12962,novel_early_pretrigger
50,3,0.31945967816128584,59,B2,7897,novel_early_pretrigger
50,4,0.3221196843104222,59,B8,39462,novel_early_pretrigger
50,5,0.32916236537600607,45,B2,14422,novel_early_pretrigger
50,6,0.3325798523421761,60,B8,6284,novel_early_pretrigger
50,7,0.37317607286021365,59,B6,7441,novel_early_pretrigger
51,1,0.1565757552543987,45,B2,24027,novel_early_pretrigger
51,2,0.21358134109859794,34,B2,21378,novel_early_pretrigger
51,3,0.2338325832809096,55,B6,22343,novel_early_pretrigger
51,4,0.24473898429709093,53,B2,17996,novel_early_pretrigger
51,5,0.3234531440770395,51,B2,5918,novel_early_pretrigger
51,6,0.3243840206668245,31,B2,35662,novel_early_pretrigger
51,7,0.3448100788014867,45,B6,36776,novel_early_pretrigger
52,1,0.16725874735333215,48,B4,28247,novel_early_pretrigger
52,2,0.1946795752063923,36,B4,10471,novel_early_pretrigger
52,3,0.21677705995302912,62,B2,27002,novel_early_pretrigger
52,4,0.2197211706749842,55,B2,6872,novel_early_pretrigger
52,5,0.23495788744231721,37,B4,11739,novel_early_pretrigger
52,6,0.24525258997299693,63,B2,323,novel_early_pretrigger
52,7,0.24530286005194843,63,B8,28356,novel_early_pretrigger
53,1,0.13588808828819732,40,B2,32229,novel_early_pretrigger
53,2,0.17175404884653198,61,B2,30115,novel_early_pretrigger
53,3,0.19262792509257085,60,B2,22861,novel_early_pretrigger
53,4,0.19540626000239325,60,B6,3730,novel_early_pretrigger
53,5,0.19669026233462464,59,B2,16772,novel_early_pretrigger
53,6,0.19895603355859276,45,B2,26587,novel_early_pretrigger
53,7,0.19998884912623432,60,B6,25944,novel_early_pretrigger
54,1,0.2371766716017436,41,B2,17745,novel_early_pretrigger
54,2,0.2747809821395973,61,B4,22691,novel_early_pretrigger
54,3,0.32355363269015136,49,B4,31460,novel_early_pretrigger
54,4,0.3550502445986655,49,B4,29977,novel_early_pretrigger
54,5,0.3767674119226537,63,B4,27114,unassigned_common
54,6,0.37908661624026857,60,B4,596,novel_early_pretrigger
54,7,0.3792575202125339,41,B2,9238,novel_early_pretrigger
55,1,0.15592029491805887,61,B6,35483,unassigned_common
55,2,0.16871574205352058,59,B2,21343,unassigned_common
55,3,0.18090407928893118,59,B6,11766,unassigned_common
55,4,0.20098991339792924,54,B2,23642,unassigned_common
55,5,0.21407391655365957,49,B2,17150,unassigned_common
55,6,0.21966793434916165,48,B2,15231,unassigned_common
55,7,0.22364066733523602,60,B4,32005,unassigned_common
56,1,0.15735984450143936,62,B4,30659,baseline_excursion
56,2,0.22334334678864348,40,B8,29839,baseline_excursion
56,3,0.3228534306762565,45,B2,38722,baseline_excursion
56,4,0.32332927902443953,41,B2,32572,baseline_excursion
56,5,0.3262441968612291,37,B2,26425,baseline_excursion
56,6,0.35630437509383406,59,B4,24460,novel_early_pretrigger
56,7,0.37478256681648503,45,B2,31386,baseline_excursion
57,1,0.5139275884967732,60,B8,31889,novel_early_pretrigger
57,2,0.6973893270318843,32,B4,36518,novel_early_pretrigger
57,3,0.7976657212843585,45,B2,42660,baseline_excursion
57,4,0.8155944331461286,36,B2,12667,baseline_excursion
57,5,0.8329430028606422,32,B2,4195,baseline_excursion
57,6,0.8669254443657454,45,B2,23192,novel_early_pretrigger
57,7,0.875306610546286,36,B2,15320,baseline_excursion
58,1,0.28731345728128277,60,B2,9546,novel_early_pretrigger
58,2,0.30379512326954045,37,B2,12111,novel_early_pretrigger
58,3,0.33824020700964624,62,B6,8409,novel_early_pretrigger
58,4,0.3392053148964241,61,B2,24105,novel_early_pretrigger
58,5,0.3470332404679553,56,B2,27301,novel_early_pretrigger
58,6,0.35046635111911933,37,B2,20164,novel_early_pretrigger
58,7,0.4013832285057944,40,B2,20985,novel_early_pretrigger
59,1,0.21709052970839285,59,B6,38192,novel_early_pretrigger
59,2,0.2799529221339859,60,B2,14744,novel_early_pretrigger
59,3,0.29031420333879804,39,B2,26368,novel_early_pretrigger
59,4,0.3054578743494337,55,B2,662,novel_early_pretrigger
59,5,0.3400916849958649,63,B2,21965,novel_early_pretrigger
59,6,0.35097760213091583,31,B2,36094,novel_early_pretrigger
59,7,0.3890483508965891,39,B2,12232,novel_early_pretrigger
60,1,0.28554103920106,61,B8,28948,unassigned_common
60,2,0.3167418218207252,61,B6,20449,unassigned_common
60,3,0.3336501330973808,60,B2,2863,unassigned_common
60,4,0.3565408358083769,59,B8,3682,unassigned_common
60,5,0.35825444634114556,61,B4,6784,unassigned_common
60,6,0.4046612273476126,61,B2,18065,unassigned_common
60,7,0.4226387035240744,61,B4,7157,unassigned_common
61,1,0.29022816293978093,60,B2,30450,novel_early_pretrigger
61,2,0.3815979305447489,60,B2,3210,novel_early_pretrigger
61,3,0.4212715461022189,63,B2,7289,novel_early_pretrigger
61,4,0.4478447206491982,34,B2,2814,novel_early_pretrigger
61,5,0.4507453118395884,40,B2,7962,novel_early_pretrigger
61,6,0.4527076887882614,61,B2,26624,novel_early_pretrigger
61,7,0.4612265270430734,32,B2,5837,novel_early_pretrigger
62,1,0.13019791673049205,58,B4,27465,unassigned_common
62,2,0.16070237781247612,59,B8,37054,unassigned_common
62,3,0.1656353553809365,40,B8,5961,unassigned_common
62,4,0.16865026558575294,59,B6,36110,unassigned_common
62,5,0.1863646711853464,63,B2,19208,unassigned_common
62,6,0.1924281890001549,60,B6,19892,unassigned_common
62,7,0.19804942012170965,48,B2,4423,unassigned_common
63,1,0.25177570744541894,35,B2,18223,unassigned_common
63,2,0.25221413308638346,60,B8,16069,unassigned_common
63,3,0.2530291332921325,62,B2,1666,unassigned_common
63,4,0.26080883207046823,63,B4,25001,unassigned_common
63,5,0.2630302314859724,60,B4,866,unassigned_common
63,6,0.2691543592453187,61,B2,30365,unassigned_common
63,7,0.27270025588753494,59,B4,13516,unassigned_common
64,1,0.18718811406102198,32,B2,6243,baseline_excursion
64,2,0.3264235839805521,47,B2,6397,baseline_excursion
64,3,0.42301375358150317,45,B2,33727,baseline_excursion
64,4,0.478766688441196,45,B2,22265,baseline_excursion
64,5,0.48883096072947185,37,B2,15904,baseline_excursion
64,6,0.5138421391821297,40,B2,13597,baseline_excursion
64,7,0.544648761915307,51,B2,12651,baseline_excursion
65,1,1.2245007851038714,63,B2,2689,baseline_excursion
65,2,1.4687903257081267,59,B2,30014,baseline_excursion
65,3,1.7556282086749921,49,B2,25343,baseline_excursion
65,4,1.791686419055789,40,B2,24186,baseline_excursion
