gallery_row_id,neighbor_rank,distance,neighbor_run,neighbor_stave,neighbor_event_index,neighbor_taxon
131,3,2.144154754501624,40,B2,20950,novel_early_pretrigger
131,4,2.164425838060138,37,B2,40737,novel_early_pretrigger
131,5,2.2036098571820832,56,B2,46780,novel_early_pretrigger
131,6,2.3160572386148632,40,B2,20227,novel_early_pretrigger
131,7,2.3735792677493874,37,B2,34027,novel_early_pretrigger
132,1,1.0493878879582614,56,B2,46780,novel_early_pretrigger
132,2,1.1470511615544403,52,B2,1095,novel_early_pretrigger
132,3,1.4184913068572451,40,B2,20227,novel_early_pretrigger
132,4,1.4695294357200968,40,B2,20950,novel_early_pretrigger
132,5,1.6190652400141488,56,B2,48195,novel_early_pretrigger
132,6,1.6258799409593667,37,B2,34027,novel_early_pretrigger
132,7,1.9330735077029315,56,B2,44372,novel_early_pretrigger
133,1,6.296981974556966,39,B2,22380,dropout
133,2,7.416012182735245,39,B2,27255,dropout
133,3,7.591767272096909,50,B2,41711,dropout
133,4,7.62248939031854,35,B2,8503,baseline_excursion
133,5,7.635328973630442,39,B2,10398,dropout
133,6,7.700052840053328,39,B2,12676,baseline_excursion
133,7,7.806316644087586,35,B2,25208,baseline_excursion
134,1,2.4775452469591293,35,B2,5293,unassigned_common
134,2,2.5917962371061325,48,B2,22497,unassigned_common
134,3,6.666723660177211,49,B2,31350,baseline_excursion
134,4,7.512947309976434,53,B2,30375,baseline_excursion
134,5,7.542212522035485,48,B2,3175,unassigned_common
134,6,7.65649414221531,40,B2,26542,unassigned_common
134,7,7.898120357336735,48,B2,4554,unassigned_common
135,1,4.809033179448185,39,B2,9614,baseline_excursion
135,2,4.973249975791569,45,B2,27392,baseline_excursion
135,3,5.1703424850452535,45,B2,5833,unassigned_common
135,4,5.228984655370619,37,B2,20151,baseline_excursion
135,5,5.70364835015192,53,B2,30130,dropout
135,6,6.270088500829307,40,B2,17399,unassigned_common
135,7,6.692126089629785,36,B2,3339,unassigned_common
136,1,1.2754130865361835,59,B2,17248,unassigned_common
136,2,1.8592268626719284,37,B2,8389,unassigned_common
136,3,1.9287683705045808,63,B2,33105,unassigned_common
136,4,2.3555359861654854,48,B2,29390,unassigned_common
136,5,2.5673480778890276,48,B2,9586,unassigned_common
136,6,2.61304857728727,61,B2,11988,unassigned_common
136,7,2.6292517784681584,55,B2,15105,unassigned_common
137,1,0.6308900174229135,60,B4,31593,novel_early_pretrigger
137,2,0.8779245165879463,59,B4,1450,novel_early_pretrigger
137,3,0.8870466930704269,45,B4,46027,novel_early_pretrigger
137,4,1.012573232930245,60,B4,27653,novel_early_pretrigger
137,5,1.0434987343322157,40,B2,14670,novel_early_pretrigger
137,6,1.0691290400908988,37,B2,49836,novel_early_pretrigger
137,7,1.07954841906898,60,B4,6207,novel_early_pretrigger
138,1,0.9873550952557514,58,B4,19952,novel_early_pretrigger
138,2,1.1000937662526258,61,B4,31878,novel_early_pretrigger
138,3,1.1021530490812146,39,B2,13614,novel_early_pretrigger
138,4,1.1331300272478406,36,B4,5594,novel_early_pretrigger
138,5,1.1357281245239395,61,B2,33575,novel_early_pretrigger
138,6,1.1526381674415673,35,B2,3857,novel_early_pretrigger
138,7,1.1729596477435231,39,B2,19346,novel_early_pretrigger
139,1,0.748026899552666,61,B4,32665,novel_early_pretrigger
139,2,0.7949226349467339,61,B4,33514,novel_early_pretrigger
139,3,0.979081299370417,62,B4,22054,novel_early_pretrigger
139,4,1.0009861664217152,62,B4,22476,novel_early_pretrigger
139,5,1.0469775632448983,60,B4,6369,novel_early_pretrigger
139,6,1.1185887673405206,60,B4,8269,novel_early_pretrigger
139,7,1.2394026708234176,45,B2,4789,baseline_excursion
140,1,0.5447478189056767,62,B6,17569,novel_early_pretrigger
140,2,0.5651291602188863,63,B6,27739,novel_early_pretrigger
140,3,0.7318473244478313,60,B4,33154,novel_early_pretrigger
140,4,0.7935846173822672,35,B4,7713,novel_early_pretrigger
140,5,0.8127797808180695,51,B2,14200,novel_early_pretrigger
140,6,0.8142808925796443,35,B2,18719,novel_early_pretrigger
140,7,0.823770464008983,54,B2,35888,novel_early_pretrigger
141,1,0.5099642633366368,33,B8,50257,novel_early_pretrigger
141,2,0.5213868287182601,35,B4,7713,novel_early_pretrigger
141,3,0.585970066685489,39,B4,22647,novel_early_pretrigger
141,4,0.6231756341032803,37,B8,25744,novel_early_pretrigger
141,5,0.663172514922563,53,B8,4046,novel_early_pretrigger
141,6,0.7612412020641249,39,B8,27606,novel_early_pretrigger
141,7,0.7666095584845606,63,B6,27739,novel_early_pretrigger
142,1,1.05090147363888,40,B2,11069,novel_early_pretrigger
142,2,1.177914242576524,46,B2,734,novel_early_pretrigger
142,3,1.5231663430400746,48,B2,19632,novel_early_pretrigger
142,4,1.6757939591599942,48,B2,28278,novel_early_pretrigger
142,5,1.748794786658801,40,B2,29696,novel_early_pretrigger
142,6,1.7585696600724456,36,B2,2457,novel_early_pretrigger
142,7,1.9045304948344326,39,B2,17806,novel_early_pretrigger
143,1,0.37024302982893775,50,B4,16243,baseline_excursion
143,2,0.6102438479653358,49,B2,5728,baseline_excursion
143,3,0.6384295971325226,37,B2,49328,baseline_excursion
143,4,0.7046229563781011,50,B2,20250,baseline_excursion
143,5,0.7265514399388964,39,B2,24462,baseline_excursion
143,6,0.7377880366677706,59,B2,19262,baseline_excursion
143,7,0.7413475049725077,44,B2,433,baseline_excursion
144,1,0.6844536776340953,32,B2,37624,novel_early_pretrigger
144,2,0.7574283141264222,32,B2,28504,novel_early_pretrigger
144,3,0.7830724753220816,39,B2,8713,novel_early_pretrigger
144,4,0.8150727067381175,49,B2,13421,novel_early_pretrigger
144,5,0.8316900861289778,37,B2,4713,novel_early_pretrigger
144,6,0.8343402922783731,35,B2,23164,novel_early_pretrigger
144,7,0.8525605154903624,33,B2,51313,novel_early_pretrigger
145,1,1.2233310476763601,61,B4,14676,novel_delayed_peak
145,2,1.3241300049267815,35,B4,12668,novel_delayed_peak
145,3,1.3490288959873205,50,B2,24823,novel_delayed_peak
145,4,1.354669804337892,39,B2,26195,novel_delayed_peak
145,5,1.4026708629490865,62,B4,12146,novel_delayed_peak
145,6,1.4054799067166093,56,B4,26145,novel_delayed_peak
145,7,1.4147101990162687,54,B4,20448,novel_delayed_peak
146,1,0.2947412057249573,56,B6,42514,novel_early_pretrigger
146,2,0.34097143396669966,59,B8,32306,novel_early_pretrigger
146,3,0.45022943715985636,62,B6,10752,novel_early_pretrigger
146,4,0.46853248012441373,44,B2,1180,novel_early_pretrigger
146,5,0.4847440170738353,61,B6,676,novel_early_pretrigger
146,6,0.5332879156295488,35,B2,9502,novel_early_pretrigger
146,7,0.5813923311738635,58,B6,23399,novel_early_pretrigger
147,1,0.1228684578587401,61,B6,9448,novel_early_pretrigger
147,2,0.21178528438432237,60,B6,36056,novel_early_pretrigger
147,3,0.22609478744562594,48,B8,6804,novel_early_pretrigger
147,4,0.25429729740717794,61,B8,20610,novel_early_pretrigger
147,5,0.2920083079509521,45,B6,31468,novel_early_pretrigger
147,6,0.295686417974885,62,B4,19209,novel_early_pretrigger
147,7,0.3082162151779334,35,B8,25064,novel_early_pretrigger
148,1,0.08680218656233564,60,B4,6891,novel_delayed_peak
148,2,0.09082101181384837,49,B4,8770,novel_delayed_peak
148,3,0.094463372916964,59,B6,20492,novel_delayed_peak
148,4,0.0949300848553477,61,B6,28912,novel_delayed_peak
148,5,0.09620743936215666,33,B4,36238,novel_delayed_peak
148,6,0.09702403074878985,53,B4,27291,novel_delayed_peak
148,7,0.09739979803029275,53,B4,15499,novel_delayed_peak
149,1,0.3756680604747987,63,B2,1349,novel_delayed_peak
149,2,0.42687672485725864,48,B2,11034,novel_delayed_peak
149,3,0.4313866936663251,62,B2,2946,novel_delayed_peak
149,4,0.4538939702086348,40,B2,3734,novel_delayed_peak
149,5,0.556189679887336,62,B2,3970,novel_delayed_peak
149,6,0.560017941755769,40,B2,1637,novel_delayed_peak
149,7,0.5894796202669055,39,B2,24131,novel_delayed_peak
150,1,0.07158565627757275,61,B6,29222,novel_delayed_peak
150,2,0.09395556768634636,60,B6,21712,novel_delayed_peak
150,3,0.1035227439743718,62,B6,8809,novel_delayed_peak
150,4,0.11597089470063639,58,B4,32054,novel_delayed_peak
150,5,0.12749597461733608,59,B6,39722,novel_delayed_peak
150,6,0.13648323255002298,40,B6,14905,novel_delayed_peak
150,7,0.1489444122956068,40,B6,15497,novel_delayed_peak
151,1,0.3562356209773932,60,B6,2458,novel_early_pretrigger
151,2,0.41637813960303266,62,B2,29728,novel_early_pretrigger
151,3,0.44105417046083517,37,B2,44841,novel_early_pretrigger
151,4,0.442328856195428,49,B2,6260,novel_early_pretrigger
151,5,0.4787102983157822,59,B4,30953,novel_early_pretrigger
151,6,0.4879448571731007,41,B2,4396,novel_early_pretrigger
151,7,0.490759360455485,31,B2,4410,novel_early_pretrigger
152,1,0.6748349211081339,61,B4,20487,novel_early_pretrigger
152,2,0.7548189671569185,63,B4,25250,novel_early_pretrigger
152,3,0.9666874773982683,41,B4,28001,novel_early_pretrigger
152,4,0.9948784128323946,62,B4,6871,novel_early_pretrigger
152,5,1.0295555223422939,32,B2,2124,novel_early_pretrigger
152,6,1.0522031722151906,60,B8,2493,novel_early_pretrigger
152,7,1.091264397760551,62,B4,12886,novel_early_pretrigger
153,1,0.40179659574400184,60,B2,7594,novel_early_pretrigger
153,2,0.44551592698912906,45,B6,7175,novel_early_pretrigger
153,3,0.47535809217142333,40,B2,15160,novel_early_pretrigger
153,4,0.47842237255131487,63,B2,17609,novel_early_pretrigger
153,5,0.49696613034935483,60,B2,1037,novel_early_pretrigger
153,6,0.5030567744550005,60,B2,18811,novel_early_pretrigger
153,7,0.5064369665175443,62,B2,18765,novel_early_pretrigger
154,1,0.05690540179792827,50,B4,42794,novel_delayed_peak
154,2,0.06929694808446568,48,B4,8428,novel_delayed_peak
154,3,0.06940968500000128,61,B6,28912,novel_delayed_peak
154,4,0.07325063270549213,58,B4,16138,novel_delayed_peak
154,5,0.07519281051205645,56,B4,34398,novel_delayed_peak
154,6,0.07735097280024554,58,B6,33436,novel_delayed_peak
154,7,0.07876955521406724,34,B4,17392,novel_delayed_peak
155,1,0.0748245901546165,31,B6,28781,novel_delayed_peak
155,2,0.0799018758968518,62,B6,21083,novel_delayed_peak
155,3,0.09552115424749805,50,B4,33910,novel_delayed_peak
155,4,0.10688535131081889,37,B6,24799,novel_delayed_peak
155,5,0.11061329171577966,59,B8,1371,novel_delayed_peak
155,6,0.1124831933225592,37,B4,44626,novel_delayed_peak
155,7,0.11269619970552212,40,B4,7039,novel_delayed_peak
156,1,0.05658939865121164,31,B4,16378,novel_delayed_peak
156,2,0.06364696169588398,45,B4,40240,novel_delayed_peak
156,3,0.06521094459665511,53,B4,27291,novel_delayed_peak
156,4,0.06909180985581494,31,B4,19410,novel_delayed_peak
156,5,0.07136798670942374,63,B4,36671,novel_delayed_peak
156,6,0.07388050449041025,31,B6,13207,novel_delayed_peak
156,7,0.07416858777448752,34,B4,17392,novel_delayed_peak
157,1,0.07299724641245212,60,B6,10130,novel_delayed_peak
157,2,0.07568778793956464,48,B6,10930,novel_delayed_peak
157,3,0.08078356170174959,37,B6,13618,novel_delayed_peak
157,4,0.08208779288221146,55,B4,22254,novel_delayed_peak
157,5,0.08365289028018495,62,B6,25712,novel_delayed_peak
157,6,0.0854521342494728,34,B8,2620,novel_delayed_peak
157,7,0.08760905331338711,50,B6,24823,novel_delayed_peak
158,1,0.07179558762638551,53,B8,20468,novel_delayed_peak
158,2,0.07520075271987087,45,B6,17056,novel_delayed_peak
158,3,0.07847321516916045,53,B6,10190,novel_delayed_peak
158,4,0.08189436352541042,40,B4,2202,novel_delayed_peak
158,5,0.08199767349263713,37,B6,5839,novel_delayed_peak
158,6,0.08426175969654741,60,B6,29417,novel_delayed_peak
158,7,0.09480251285914656,56,B6,19549,novel_delayed_peak
159,1,0.2157963918419164,59,B8,26686,novel_early_pretrigger
159,2,0.31111749662202776,63,B8,12478,novel_early_pretrigger
159,3,0.3895564213335511,56,B2,35168,novel_early_pretrigger
159,4,0.4104745246610099,40,B2,728,novel_early_pretrigger
159,5,0.4517896498387704,40,B2,16323,novel_early_pretrigger
159,6,0.4613631492011497,62,B8,28552,novel_early_pretrigger
159,7,0.46511298277039015,59,B2,2813,novel_early_pretrigger
160,1,2.0700746942890142,39,B2,29528,dropout
160,2,3.467983440378384,56,B2,12155,dropout
160,3,5.841337818833573,37,B2,21506,dropout
160,4,7.205552415346188,41,B2,435,dropout
160,5,7.4553015757274395,45,B2,14806,dropout
160,6,7.479156235052327,39,B2,15072,dropout
160,7,8.218956103611887,49,B2,3508,dropout
161,1,1.0063826827089806,59,B2,26540,novel_early_pretrigger
161,2,1.116727090979935,52,B2,592,novel_early_pretrigger
161,3,1.8837160604326046,50,B2,28665,novel_early_pretrigger
161,4,1.9937654607424713,40,B2,7388,novel_early_pretrigger
161,5,2.690046333112367,31,B2,20968,novel_early_pretrigger
161,6,2.7452241556857206,39,B2,8115,novel_early_pretrigger
161,7,2.963163659179389,41,B2,19452,novel_early_pretrigger
162,1,1.4106317902623593,39,B2,8115,novel_early_pretrigger
162,2,1.5730766774234761,56,B2,44372,novel_early_pretrigger
162,3,1.7208598481774187,41,B2,19452,novel_early_pretrigger
162,4,1.7246850012648076,41,B2,16308,novel_early_pretrigger
162,5,1.7740828749869644,52,B2,1095,novel_early_pretrigger
162,6,2.312016920863081,31,B2,20968,novel_early_pretrigger
162,7,2.8910863267276996,56,B2,46780,novel_early_pretrigger
163,1,0.3426716937739872,55,B2,12839,novel_early_pretrigger
163,2,0.647709653487651,45,B2,7641,novel_early_pretrigger
163,3,0.6520812721821482,35,B2,727,novel_early_pretrigger
163,4,0.6648756875767995,32,B2,20278,novel_early_pretrigger
163,5,0.6998814367299455,31,B2,20208,novel_early_pretrigger
163,6,1.0180750654526107,41,B2,15359,novel_early_pretrigger
163,7,1.0942083780216454,56,B2,48195,novel_early_pretrigger
164,1,0.4790365516883715,55,B2,12839,novel_early_pretrigger
164,2,0.5258478784392536,31,B2,20208,novel_early_pretrigger
164,3,0.5678901120778359,32,B2,20278,novel_early_pretrigger
164,4,0.6284265459437335,35,B2,727,novel_early_pretrigger
164,5,0.7126423648833117,45,B2,7641,novel_early_pretrigger
164,6,1.0617357322439462,53,B2,4664,novel_early_pretrigger
164,7,1.2290108531347503,41,B2,15359,novel_early_pretrigger
165,1,5.427782703592296,39,B2,27978,unassigned_common
165,2,5.921956053177091,49,B2,22562,unassigned_common
165,3,6.3071939914346995,50,B2,11320,novel_early_pretrigger
165,4,6.550935322207318,41,B2,12458,unassigned_common
165,5,6.612728019123199,37,B2,26694,baseline_excursion
165,6,6.640350542412961,45,B2,32383,unassigned_common
165,7,6.716570564195601,37,B2,9268,baseline_excursion
166,1,0.2273088575405957,35,B2,8503,baseline_excursion
166,2,0.2795992784283178,39,B2,12676,baseline_excursion
166,3,0.41759206581179975,35,B2,25208,baseline_excursion
166,4,0.8376805175601106,50,B2,41711,dropout
166,5,1.78618904811205,48,B2,13640,baseline_excursion
166,6,3.4227726548200197,39,B2,27255,dropout
166,7,3.838416745649054,39,B2,10398,dropout
167,1,4.394718479900072,54,B2,16543,baseline_excursion
167,2,5.096795566707821,32,B2,33829,unassigned_common
167,3,5.386561612702092,37,B2,10429,unassigned_common
167,4,6.0346877983273455,51,B2,12675,baseline_excursion
167,5,6.298536676088813,37,B2,7084,baseline_excursion
167,6,6.446008168260981,53,B2,33721,unassigned_common
167,7,6.55997938398031,36,B2,10765,unassigned_common
168,1,0.9851077081377324,41,B2,8043,novel_early_pretrigger
168,2,0.9909640632149096,35,B2,9103,novel_early_pretrigger
168,3,1.0418800014766596,41,B2,27016,novel_early_pretrigger
168,4,1.0555748350819676,54,B2,25226,novel_early_pretrigger
168,5,1.2586816749129202,35,B2,13545,novel_early_pretrigger
168,6,1.2772929758803817,41,B2,24586,novel_early_pretrigger
168,7,1.279760619128847,50,B2,27883,novel_early_pretrigger
169,1,0.6039406787267424,56,B4,6553,novel_early_pretrigger
169,2,0.6618397933463541,35,B4,17592,novel_early_pretrigger
169,3,0.7651328035057966,54,B4,19403,novel_early_pretrigger
169,4,0.7774641095986689,56,B4,38067,novel_early_pretrigger
169,5,0.8402080552832949,60,B8,14942,novel_early_pretrigger
169,6,0.844420826538007,36,B2,1217,novel_early_pretrigger
169,7,0.8483000014509386,55,B8,2955,novel_early_pretrigger
170,1,0.7797940463317792,61,B4,32665,novel_early_pretrigger
170,2,0.9475900217745042,60,B4,8269,novel_early_pretrigger
170,3,0.9926576051486753,62,B4,22054,novel_early_pretrigger
170,4,1.0705718883666913,60,B8,22770,novel_early_pretrigger
170,5,1.1208886798115814,56,B4,35201,novel_early_pretrigger
170,6,1.1394501226878795,35,B2,24837,novel_early_pretrigger
170,7,1.1455063472393117,37,B2,24380,novel_early_pretrigger
171,1,0.6040648429321009,60,B4,1337,novel_early_pretrigger
171,2,0.6594097021833739,58,B4,27011,novel_early_pretrigger
171,3,0.6782000745795018,50,B4,34287,novel_early_pretrigger
171,4,0.723039878108711,35,B4,1452,novel_early_pretrigger
171,5,0.7256885031559589,41,B4,14194,novel_early_pretrigger
171,6,0.7281280222289882,34,B4,39731,novel_early_pretrigger
171,7,0.786850700952982,58,B4,16370,novel_early_pretrigger
172,1,0.8466225053169953,37,B4,5769,novel_early_pretrigger
172,2,1.0392451261598212,44,B2,467,novel_early_pretrigger
172,3,1.045923859908877,48,B2,3424,novel_early_pretrigger
172,4,1.1757623071109737,54,B2,15,novel_early_pretrigger
172,5,1.227054828033232,36,B2,1644,novel_early_pretrigger
172,6,1.2449492442621541,40,B2,11301,novel_early_pretrigger
172,7,1.2458241180585317,50,B2,29936,novel_early_pretrigger
173,1,0.4630487706341225,32,B4,31975,novel_early_pretrigger
173,2,0.6105084486032347,34,B4,5687,novel_early_pretrigger
173,3,0.6561994299329835,56,B4,1201,novel_early_pretrigger
173,4,0.7428903790365513,48,B4,3125,novel_early_pretrigger
173,5,0.895978616332208,50,B2,24970,novel_early_pretrigger
173,6,0.9118813930824329,45,B2,26202,novel_early_pretrigger
173,7,0.9332259782883016,36,B2,11567,novel_early_pretrigger
174,1,0.6242465486016342,39,B2,9717,baseline_excursion
174,2,0.7090950768446108,44,B2,2888,baseline_excursion
174,3,0.7238999988604203,62,B2,31221,baseline_excursion
174,4,0.7252834625225723,41,B2,31956,baseline_excursion
174,5,0.7297298521625458,63,B2,13573,baseline_excursion
174,6,0.7377693997060776,48,B2,11675,baseline_excursion
174,7,0.7410443656496618,37,B2,1831,baseline_excursion
175,1,0.6965313029904288,54,B4,9429,novel_early_pretrigger
175,2,0.7307132231122396,61,B4,17991,novel_early_pretrigger
175,3,0.7814978739618436,32,B4,39397,novel_early_pretrigger
175,4,0.9430670194583232,62,B4,31866,novel_early_pretrigger
175,5,0.9976471171440164,62,B8,4959,novel_early_pretrigger
175,6,1.0659362023558439,45,B4,34734,novel_early_pretrigger
175,7,1.1380666844268923,54,B4,24751,novel_early_pretrigger
176,1,0.7620177527479598,55,B2,15345,novel_early_pretrigger
176,2,0.7730309483885365,61,B6,19208,novel_early_pretrigger
176,3,0.7874559659319093,40,B2,32226,novel_early_pretrigger
176,4,0.8263623416161895,40,B2,22194,novel_early_pretrigger
176,5,0.8506451874623827,40,B2,15973,novel_early_pretrigger
176,6,0.8550947718378847,40,B2,23150,novel_early_pretrigger
176,7,0.8568309092324927,63,B6,27739,novel_early_pretrigger
177,1,0.07616241624914334,50,B4,19834,novel_delayed_peak
177,2,0.07891654617184754,63,B4,13464,novel_delayed_peak
177,3,0.08044076277163083,59,B4,626,novel_delayed_peak
177,4,0.0854467863123946,45,B4,34416,novel_delayed_peak
177,5,0.08904344705964413,51,B4,19197,novel_delayed_peak
177,6,0.09241079790212807,62,B4,9935,novel_delayed_peak
177,7,0.09694740806928064,45,B4,5474,novel_delayed_peak
178,1,0.2500062543657685,53,B6,9210,novel_early_pretrigger
178,2,0.32638926897482307,63,B6,25866,novel_early_pretrigger
178,3,0.33611337177114187,60,B6,13092,novel_early_pretrigger
178,4,0.5070831941830742,40,B6,25856,novel_early_pretrigger
178,5,0.5725594675683486,49,B2,31405,novel_early_pretrigger
178,6,0.5901521077622018,53,B6,27841,novel_early_pretrigger
178,7,0.5988802799927746,62,B6,34587,novel_early_pretrigger
179,1,0.14875889023500138,51,B4,749,novel_delayed_peak
179,2,0.15265301702627093,40,B8,6131,novel_delayed_peak
179,3,0.1573649097553549,54,B8,24453,novel_delayed_peak
179,4,0.17332177747792418,62,B4,3609,novel_delayed_peak
179,5,0.19142502145436474,39,B8,20674,novel_delayed_peak
179,6,0.19150836405528135,37,B4,32844,novel_delayed_peak
179,7,0.19555678799424345,60,B4,23849,novel_delayed_peak
180,1,0.09548484635204857,40,B6,15497,novel_delayed_peak
180,2,0.12177524351782,59,B4,2012,novel_delayed_peak
180,3,0.12262384196960545,63,B4,11604,novel_delayed_peak
180,4,0.12467553857756244,59,B6,42097,novel_delayed_peak
180,5,0.13122759814320514,51,B4,7454,novel_delayed_peak
180,6,0.1334397041636439,31,B4,17133,novel_delayed_peak
180,7,0.13498673934794023,48,B4,16498,novel_delayed_peak
181,1,0.03221179684690873,56,B6,25730,novel_delayed_peak
181,2,0.037958184428377055,45,B6,17215,novel_delayed_peak
181,3,0.041335998422340585,40,B8,10400,novel_delayed_peak
181,4,0.04397201969859054,32,B8,37359,novel_delayed_peak
181,5,0.04714691545529342,31,B4,1278,novel_delayed_peak
181,6,0.04751516389212162,41,B6,29255,novel_delayed_peak
181,7,0.04853780933231032,35,B4,11063,novel_delayed_peak
182,1,0.025494720943100454,56,B2,38359,novel_delayed_peak
182,2,0.031302781209063185,45,B6,35402,novel_delayed_peak
182,3,0.03225649793901902,59,B2,10846,novel_delayed_peak
182,4,0.039470541842702114,34,B6,39394,novel_delayed_peak
182,5,0.03957943056505464,61,B4,6226,novel_delayed_peak
182,6,0.03961560552627086,40,B6,28628,novel_delayed_peak
182,7,0.0412704610572539,33,B4,28925,novel_delayed_peak
183,1,0.13847670390205874,61,B4,17274,novel_delayed_peak
183,2,0.145142678944194,41,B8,8753,novel_delayed_peak
183,3,0.14601017733841318,31,B6,29559,novel_delayed_peak
183,4,0.14738630886525275,55,B6,9386,novel_delayed_peak
183,5,0.14763654621910474,34,B6,27429,novel_delayed_peak
183,6,0.15069077617454452,41,B4,4536,novel_delayed_peak
183,7,0.15940293609836467,32,B4,24477,novel_delayed_peak
184,1,0.5546932937801017,40,B4,26213,novel_early_pretrigger
184,2,0.6263024215397839,63,B4,4195,novel_early_pretrigger
184,3,0.6889560615985095,53,B8,4046,novel_early_pretrigger
184,4,0.7410491245592499,49,B2,5623,novel_early_pretrigger
184,5,0.7508165775794264,37,B2,26512,novel_early_pretrigger
184,6,0.7684584701086632,45,B2,21366,novel_early_pretrigger
184,7,0.7732407826192781,33,B2,25392,novel_early_pretrigger
185,1,0.5139275884967732,60,B8,31889,novel_early_pretrigger
185,2,0.6973893270318843,32,B4,36518,novel_early_pretrigger
185,3,0.7976657212843585,45,B2,42660,baseline_excursion
185,4,0.8155944331461286,36,B2,12667,baseline_excursion
185,5,0.8329430028606422,32,B2,4195,baseline_excursion
185,6,0.8669254443657454,45,B2,23192,novel_early_pretrigger
185,7,0.875306610546286,36,B2,15320,baseline_excursion
186,1,0.07548165146948586,33,B4,36238,novel_delayed_peak
186,2,0.08951011763930884,31,B4,354,novel_delayed_peak
186,3,0.08987751946750783,34,B4,8109,novel_delayed_peak
186,4,0.10753058711907905,58,B4,16138,novel_delayed_peak
186,5,0.1080835956199859,45,B4,32615,novel_delayed_peak
186,6,0.11690609301198437,41,B6,20611,novel_delayed_peak
186,7,0.11755378363677296,56,B4,34398,novel_delayed_peak
187,1,0.061949071180559416,41,B6,29255,novel_delayed_peak
187,2,0.06618467032104675,63,B6,28111,novel_delayed_peak
187,3,0.07126346210197626,45,B6,17215,novel_delayed_peak
187,4,0.07207297359805584,62,B8,20154,novel_delayed_peak
187,5,0.07558988867299878,37,B6,9732,novel_delayed_peak
187,6,0.07725819817592385,60,B6,22518,novel_delayed_peak
187,7,0.07751658461788533,49,B4,15448,novel_delayed_peak
188,1,0.0804357122202593,59,B6,282,novel_delayed_peak
188,2,0.08411864872179933,37,B6,5839,novel_delayed_peak
188,3,0.08906965459583092,49,B4,21041,novel_delayed_peak
188,4,0.0918348497063117,62,B6,31403,novel_delayed_peak
188,5,0.09594803156095483,45,B4,32615,novel_delayed_peak
188,6,0.09851820303474759,45,B6,20837,novel_delayed_peak
188,7,0.10727028806385529,60,B6,29417,novel_delayed_peak
189,1,0.029364290506108715,41,B4,22569,novel_delayed_peak
189,2,0.03372589243905186,39,B4,596,novel_delayed_peak
189,3,0.03762976787594787,35,B4,18880,novel_delayed_peak
189,4,0.038658069155348945,61,B4,6226,novel_delayed_peak
189,5,0.03912503551204274,39,B4,6765,novel_delayed_peak
189,6,0.040727238522137936,45,B4,7274,novel_delayed_peak
189,7,0.04124202662908739,53,B4,8080,novel_delayed_peak
190,1,0.15735984450143936,62,B4,30659,baseline_excursion
190,2,0.22334334678864348,40,B8,29839,baseline_excursion
190,3,0.3228534306762565,45,B2,38722,baseline_excursion
190,4,0.32332927902443953,41,B2,32572,baseline_excursion
190,5,0.3262441968612291,37,B2,26425,baseline_excursion
190,6,0.35630437509383406,59,B4,24460,novel_early_pretrigger
190,7,0.37478256681648503,45,B2,31386,baseline_excursion
191,1,0.04935172596699339,49,B6,11630,novel_delayed_peak
191,2,0.05092420997251606,34,B6,15630,novel_delayed_peak
191,3,0.05779077330783651,63,B4,13970,novel_delayed_peak
191,4,0.05829259911040621,60,B6,7315,novel_delayed_peak
191,5,0.06019748999309842,36,B4,12835,novel_delayed_peak
191,6,0.06048646244945336,47,B8,9168,novel_delayed_peak
191,7,0.06767734648948318,33,B6,17171,novel_delayed_peak
192,1,3.379844237434229,32,B2,4029,unassigned_common
192,2,3.765506088092356,48,B2,24100,dropout
192,3,4.086966360794248,41,B2,26727,unassigned_common
192,4,4.119016120335784,45,B2,20138,unassigned_common
192,5,4.493817275945046,35,B2,26197,unassigned_common
192,6,4.501504563517182,56,B2,33704,unassigned_common
192,7,4.955733543174495,45,B2,32222,unassigned_common
193,1,1.375649723380342,33,B2,50626,baseline_excursion
193,2,1.4897240696121608,41,B2,9665,baseline_excursion
193,3,1.5565124048667984,33,B2,51976,baseline_excursion
193,4,1.6335409536462684,48,B2,7688,baseline_excursion
193,5,1.7293303216745788,63,B2,6097,baseline_excursion
193,6,1.8552971782583756,48,B2,15637,baseline_excursion
193,7,1.9048802235369646,37,B2,35020,baseline_excursion
194,1,1.2924289244045943,62,B2,2660,baseline_excursion
194,2,1.4451921116493847,59,B2,30014,baseline_excursion
194,3,2.248450287855803,45,B2,4107,baseline_excursion
194,4,2.253218955528164,59,B2,28288,baseline_excursion
194,5,2.2623537687884343,45,B2,44770,baseline_excursion
194,6,2.3356939522629143,40,B2,13785,baseline_excursion
194,7,2.3641437535399605,55,B2,7181,baseline_excursion
195,1,0.8811726168210516,63,B2,33263,unassigned_common
195,2,1.2312236719675362,56,B2,27035,unassigned_common
195,3,2.571369692436311,35,B2,16105,unassigned_common
195,4,4.312052534217686,52,B2,8767,unassigned_common
195,5,4.347347447791114,62,B2,29608,unassigned_common
195,6,4.429277132154584,39,B2,3176,unassigned_common
195,7,4.552746519224011,63,B2,1937,unassigned_common
196,1,3.7812004541767745,37,B4,27752,novel_delayed_peak
196,2,4.14984553408065,45,B2,10466,novel_delayed_peak
196,3,4.164167305739174,40,B2,7329,novel_delayed_peak
