gallery_row_id,method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,traditional_score,ml_score,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,normalized_waveform,review_peak_sample,review_peak_value,review_width_half,review_width_035,review_early_fraction,review_late_fraction,review_secondary_peak,review_secondary_sep,review_post_peak_min,review_undershoot_area,review_first4_span,review_last4_mean,review_tail_rise,reviewer_a_label,reviewer_b_label,consensus_label,reviewers_agree,consensus_target_any,p09a_target_any,consensus_curated_any
41,traditional_robust_template,57,13791,371444,7779,B4,4412.0,baseline_excursion,592.26514,5.7884865,0.557649,0.0095243575,0.0472655,0.54154766,3,0.13134266,2162.5,1,0.54329103,-0.16885766,18.0,"[-0.54238, -0.4379, 0.4379, 1.0, 0.89166, 0.54329, 0.45127, 0.38735, 0.32729, 0.24229, 0.16795, 0.1335, 0.09066, 0.17656, 0.22303, 0.20263, -0.01405, -0.16886]",3,1.0,3,6,0.2725680481202942,0.13134218903011893,0.5432900190353394,2,-0.16886000335216522,-0.1829100102186203,1.5423799753189087,0.06068750098347664,-0.2595199942588806,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
42,traditional_robust_template,57,17642,375295,11364,B4,3919.5,baseline_excursion,591.0593,5.812495,0.5661415,0.010322392,0.0465961,0.53640795,3,0.105648175,2158.0,1,0.51932645,-0.25169027,18.0,"[-0.60939, -0.49177, 0.49177, 1.0, 0.83799, 0.51933, 0.46345, 0.38385, 0.33588, 0.23077, 0.18485, 0.13739, 0.13356, 0.20296, 0.205, 0.00013, -0.1527, -0.25169]",3,1.0,3,6,0.2909674912983242,0.1056480139606278,0.5193300247192383,2,-0.25169000029563904,-0.40439000725746155,1.6093900203704834,-0.04981500282883644,-0.3852500021457672,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
43,traditional_robust_template,57,23550,381203,420,B4,2384.5,novel_early_pretrigger,521.98376,5.2549458,0.5976546,0.008490345,0.041355003,0.5536305,3,0.017332392,1905.5,1,0.511428,-0.72069615,1.663266,"[-0.98574, -0.6125, 0.6125, 1.0, 0.78276, 0.36381, 0.51143, 0.49256, 0.44181, 0.32313, 0.25309, 0.17635, 0.08744, -0.19103, -0.31768, -0.43007, -0.59279, -0.7207]",3,1.0,4,7,0.3196309882531749,0.01733242425717494,0.511430025100708,3,-0.7207000255584717,-2.252270221710205,1.9857399463653564,-0.5153100490570068,-0.8081400394439697,baseline_excursion,dropout,baseline_excursion,False,False,True,True
44,traditional_robust_template,57,17144,374797,10894,B4,2137.0,novel_early_pretrigger,478.67853,4.821679,0.64631987,0.009073845,0.03401274,0.56140757,3,0.0,1747.5,1,0.56574637,-0.827796,1.6573638,"[-1.04726, -0.63547, 0.63547, 1.0, 0.76416, 0.37576, 0.56575, 0.56294, 0.49743, 0.37716, 0.31306, 0.17876, -0.18484, -0.33786, -0.41928, -0.5606, -0.70005, -0.8278]",3,1.0,5,8,0.3103069849061148,0.0,0.565750002861023,3,-0.8277999758720398,-3.0304300785064697,2.047260046005249,-0.6269325017929077,-0.6429599523544312,dropout,dropout,dropout,True,False,True,True
45,traditional_robust_template,57,9959,367610,4201,B4,3112.5,novel_early_pretrigger,435.49854,4.6462946,0.50319976,0.009060091,0.036491934,0.5216368,3,0.11285405,1591.0,1,0.69188756,-0.27325302,18.0,"[-0.57815, -0.44418, 0.44418, 1.0, 0.92546, 0.69189, 0.67004, 0.61124, 0.55341, 0.45478, 0.41526, 0.35711, 0.37863, 0.32273, 0.07759, -0.04193, -0.14699, -0.27325]",3,1.0,6,11,0.2092311035954287,0.11285335747022462,0.6918900012969971,2,-0.273250013589859,-0.4621700048446655,1.5781500339508057,-0.09614500403404236,-0.6518800258636475,baseline_excursion,baseline_excursion,baseline_excursion,True,False,True,True
46,traditional_robust_template,57,14810,372463,8727,B4,1582.5,novel_early_pretrigger,424.79398,8.652365,1.3120456,0.007668413,0.068436764,0.6929588,2,0.0,1549.5,1,0.24612954,-1.9402844,1.5914811,"[-2.43381, -0.95829, 1.0, 0.95829, 0.24613, 0.04202, -0.07299, -0.16651, -0.39652, -0.50585, -0.64487, -0.76619, -0.55829, -0.71311, -1.11058, -1.4278, -1.66603, -1.94028]",2,1.0,2,2,0.8717303994841148,0.0,0.24613000452518463,2,-1.9402799606323242,-9.969019889831543,3.433809995651245,-1.5361725091934204,-1.3819899559020996,dropout,dropout,dropout,True,False,True,True
47,traditional_robust_template,57,416,358067,11639,B4,1555.5,novel_early_pretrigger,397.8648,7.320528,1.0186939,0.010609577,0.051155917,0.651764,3,0.0,1452.0,1,0.4252652,-1.5515912,1.6153504,"[-1.94311, -0.86692, 0.86692, 1.0, 0.57506, 0.42527, 0.33526, 0.27933, 0.10704, -0.00161, -0.1064, -0.17518, -0.22662, -0.69077, -0.88814, -1.11572, -1.33751, -1.55159]",3,1.0,3,4,0.5201957050802459,0.0,0.4252699911594391,2,-1.5515899658203125,-6.093540191650391,2.9431099891662598,-1.2232400178909302,-1.324970006942749,dropout,dropout,dropout,True,False,True,True
48,traditional_robust_template,57,18517,376170,12171,B6,1895.5,novel_early_pretrigger,464.97583,4.782325,0.88970184,0.00947907,0.02758602,0.60597426,3,0.0,1697.0,1,0.4407808,-1.2210499,1.6264931,"[-1.42944, -0.79056, 0.79056, 1.0, 0.69085, 0.41704, 0.43234, 0.44078, 0.37009, 0.20021, 0.11264, -0.09048, -0.44447, -0.65655, -0.74782, -0.95094, -1.08177, -1.22105]",3,1.0,3,7,0.40196567379421316,0.0,0.44078001379966736,4,-1.2210500240325928,-5.193079948425293,2.4294400215148926,-1.0003950595855713,-0.7765800356864929,dropout,dropout,dropout,True,False,True,True
49,traditional_robust_template,57,11248,368900,5387,B6,2006.0,novel_early_pretrigger,420.94342,3.1128302,0.7230738,0.006059196,0.019164823,0.5597906,3,0.0,1537.0,1,0.75373876,-0.82652044,1.6651028,"[-0.92672, -0.60568, 0.60568, 1.0, 0.7991, 0.54138, 0.74526, 0.75374, 0.73878, 0.52343, 0.03838, -0.25224, -0.35793, -0.45065, -0.52293, -0.63161, -0.74626, -0.82652]",3,1.0,8,8,0.279455250005581,0.0,0.7537400126457214,4,-0.8265200257301331,-3.788139820098877,1.9267200231552124,-0.6818299889564514,-0.46859002113342285,dropout,dropout,dropout,True,False,True,True
50,traditional_robust_template,57,11699,369352,5806,B6,1609.5,novel_early_pretrigger,395.58078,5.510673,0.9210559,0.010386238,0.03400404,0.612265,3,0.0,1444.0,1,0.6545511,-1.3187325,1.6258897,"[-1.49146, -0.79435, 0.79435, 1.0, 0.72849, 0.6005, 0.65455, 0.6471, 0.58124, 0.41845, 0.30413, -0.25443, -0.52532, -0.69991, -0.82044, -1.01429, -1.14166, -1.31873]",3,1.0,7,8,0.3132151233550072,0.0,0.6545500159263611,3,-1.3187299966812134,-5.774779796600342,2.491459846496582,-1.0737799406051636,-0.7934100031852722,dropout,dropout,dropout,True,False,True,True
51,traditional_robust_template,57,5014,362665,15940,B6,1537.5,novel_early_pretrigger,382.19962,4.306072,1.0305272,0.008599965,0.022018027,0.6185451,3,0.0,1395.0,1,0.6078049,-1.4442277,1.6227545,"[-1.60813, -0.81463, 0.81463, 1.0, 0.70537, 0.56488, 0.6078, 0.58374, 0.50374, 0.35675, 0.02179, -0.54146, -0.72423, -0.87187, -0.9922, -1.1535, -1.30699, -1.44423]",3,1.0,7,8,0.3517611094544958,0.0,0.6078000068664551,3,-1.4442299604415894,-7.034480094909668,2.6081299781799316,-1.2242300510406494,-0.7199999690055847,dropout,dropout,dropout,True,False,True,True
52,traditional_robust_template,57,5337,362988,16236,B6,1812.0,novel_early_pretrigger,321.65802,2.1225066,0.7280735,0.005926569,0.009164565,0.54367137,3,0.0,1175.0,1,0.95916116,-0.7257174,1.700221,"[-0.79746, -0.49945, 0.49945, 1.0, 0.9277, 0.8074, 0.95916, 0.89183, 0.5745, 0.25, -0.00276, -0.22682, -0.34823, -0.43709, -0.51269, -0.59547, -0.67053, -0.72572]",3,1.0,6,7,0.2537123256812916,0.0,0.9591599702835083,3,-0.7257199883460999,-3.5193099975585938,1.7974600791931152,-0.6261025071144104,-0.37748998403549194,novel_broad_template_mismatch,dropout,novel_early_pretrigger,False,True,True,True
53,traditional_robust_template,57,7600,365251,1967,B6,2175.0,novel_early_pretrigger,288.5175,2.187945,0.584876,0.0067468337,0.010522255,0.5250137,3,0.0,1054.5,1,0.9278161,-0.46896553,1.7558824,"[-0.57885, -0.3908, 0.3908, 1.0, 0.9646, 0.77655, 0.89057, 0.92782, 0.79954, 0.45149, 0.16828, -0.01471, -0.13425, -0.19494, -0.26207, -0.34345, -0.42713, -0.46897]",3,1.0,6,8,0.2183479506553465,0.0,0.9278200268745422,4,-0.46897000074386597,-1.84552001953125,1.5788500308990479,-0.3754050135612488,-0.33472001552581787,pileup_or_long_tail,baseline_excursion,novel_early_pretrigger,False,True,True,True
54,traditional_robust_template,57,9834,367485,4086,B6,3747.5,novel_early_pretrigger,253.49051,4.195857,0.43822727,0.00970129,0.032223225,0.50004524,3,0.14406568,927.5,2,0.8086724,-0.032421615,18.0,"[-0.25897, -0.23602, 0.23602, 1.0, 0.99893, 0.80867, 0.74463, 0.72328, 0.70594, 0.64083, 0.57038, 0.53676, 0.51354, 0.31341, 0.18879, 0.13009, 0.02655, -0.03242]",3,1.0,10,10,0.15188587753862215,0.14406561642202978,0.8086699843406677,2,-0.032419998198747635,-0.032419998198747635,1.258970022201538,0.07825249433517456,-0.545960009098053,novel_broad_template_mismatch,baseline_excursion,novel_early_pretrigger,False,True,True,True
55,traditional_robust_template,57,24439,382092,1240,B6,2085.5,unassigned_common,217.92049,1.5463477,0.5774948,0.00561193,0.006728452,0.50905806,4,0.0,797.0,2,0.997123,-0.3800048,1.8355591,"[-0.46632, -0.29801, 0.29801, 0.92568, 1.0, 0.91369, 0.99712, 0.85567, 0.60393, 0.38528, 0.18197, -0.01606, -0.12635, -0.2093, -0.25869, -0.30137, -0.35171, -0.38]",4,1.0,6,7,0.1986074606964461,0.0,0.9971200227737427,2,-0.3799999952316284,-1.6434799432754517,1.3919999599456787,-0.32294249534606934,-0.2536500096321106,novel_broad_template_mismatch,baseline_excursion,novel_broad_template_mismatch,False,True,False,True
56,traditional_robust_template,57,30799,388452,7118,B8,2902.0,baseline_excursion,556.2949,5.9586377,0.63162524,0.009924714,0.047263995,0.5528146,3,0.07408623,2031.0,1,0.4831151,-0.47415575,18.0,"[-0.81358, -0.58615, 0.58615, 1.0, 0.77843, 0.48105, 0.48312, 0.45348, 0.40731, 0.27946, 0.22605, 0.16713, 0.20779, 0.18125, -0.09235, -0.22123, -0.33287, -0.47416]",3,1.0,3,7,0.30205361927957836,0.07408564330731528,0.48311999440193176,3,-0.47415998578071594,-1.120609998703003,1.81358003616333,-0.28015249967575073,-0.6819499731063843,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
57,traditional_robust_template,57,16756,374409,10534,B8,1822.5,novel_early_pretrigger,423.5569,14.412978,1.5590061,0.010496695,0.13009888,0.7218152,2,0.0,1544.5,1,0.0,-2.084225,1.5280026,"[-2.68615, -0.69492, 1.0, 0.69492, -0.06447, -0.26914, -0.51331, -0.6823, -0.92702, -1.02469, -1.17394, -1.32483, -1.09657, -0.99506, -0.98903, -1.46036, -1.83896, -2.08422]",2,1.0,2,2,1.0,0.0,0.0,2,-2.0842199325561523,-14.443899154663086,3.686150074005127,-1.5931425094604492,-0.9876499176025391,dropout,dropout,dropout,True,False,True,True
58,traditional_robust_template,57,6345,363996,789,B8,1431.0,novel_early_pretrigger,323.82962,3.027163,0.8668093,0.0037354873,0.01823624,0.59797204,3,0.0,1182.5,1,0.9147449,-1.193571,1.653212,"[-1.27254, -0.65269, 0.65269, 1.0, 0.84976, 0.7631, 0.91474, 0.89448, 0.52201, 0.0601, -0.27254, -0.55765, -0.72467, -0.80433, -0.85884, -0.97345, -1.08595, -1.19357]",3,1.0,7,7,0.2921557399912015,0.0,0.9147400259971619,3,-1.1935700178146362,-6.4710001945495605,2.2725400924682617,-1.0279525518417358,-0.46890002489089966,dropout,dropout,dropout,True,False,True,True
59,traditional_robust_template,57,16639,374292,10428,B8,1300.5,novel_early_pretrigger,310.3345,3.9098635,1.0111669,0.0038426179,0.025101008,0.6302419,3,0.0,1133.0,1,0.8508266,-1.4828912,1.6346971,"[-1.56671, -0.74241, 0.74241, 1.0, 0.80469, 0.73626, 0.85083, 0.85083, 0.65398, 0.06728, -0.38716, -0.68627, -0.8885, -1.00384, -1.07766, -1.22991, -1.37678, -1.48289]",3,1.0,7,7,0.30534954812159104,0.0,0.8508300185203552,3,-1.482890009880066,-8.133009910583496,2.5667099952697754,-1.2918100357055664,-0.5943900346755981,dropout,dropout,dropout,True,False,True,True
60,traditional_robust_template,57,18058,375711,11747,B8,1535.5,unassigned_common,308.2295,1.7861929,0.7916319,0.0026107011,0.0092990985,0.5628739,6,0.0,1126.0,1,0.9648323,-0.8808206,1.6992862,"[-0.98307, -0.50179, 0.50179, 0.96483, 0.91143, 0.86975, 1.0, 0.71345, 0.41192, 0.13709, -0.12276, -0.36959, -0.50374, -0.59427, -0.64376, -0.71931, -0.79355, -0.88082]",6,1.0,6,7,0.2661616815445542,0.0,0.9648299813270569,3,-0.8808199763298035,-4.627799987792969,1.9479000568389893,-0.7593600153923035,-0.37707996368408203,dropout,dropout,dropout,True,False,False,True
61,traditional_robust_template,57,21224,378877,14656,B8,1099.5,novel_early_pretrigger,267.66,5.3427677,1.1916775,0.003246511,0.041151736,0.6531915,3,0.0,977.0,1,0.96816736,-1.7694407,1.6286718,"[-1.76944, -0.77717, 0.77717, 1.0, 0.83174, 0.8663, 0.96817, 0.80809, 0.24784, -0.26512, -0.63438, -0.95907, -1.12915, -1.24739, -1.34925, -1.5075, -1.65757, -1.76944]",3,1.0,6,6,0.323162377021263,0.0,0.9681699872016907,3,-1.7694400548934937,-10.51887035369873,2.769440174102783,-1.5709400177001953,-0.6402900218963623,dropout,dropout,dropout,True,False,True,True
62,traditional_robust_template,57,20416,378069,13909,B8,1840.5,unassigned_common,204.01834,1.1645209,0.56611603,0.003722849,0.005460482,0.51148856,4,0.0,746.5,1,0.9641402,-0.43819615,1.8127443,"[-0.49144, -0.31975, 0.31975, 0.9185, 1.0, 0.96577, 0.96414, 0.71095, 0.5398, 0.36648, 0.15947, -0.04645, -0.17414, -0.25727, -0.29747, -0.33279, -0.37463, -0.4382]",4,1.0,6,7,0.20828916436918538,0.0,0.964139997959137,2,-0.4381999969482422,-1.9209500551223755,1.4099400043487549,-0.3607724905014038,-0.26405999064445496,novel_broad_template_mismatch,baseline_excursion,novel_broad_template_mismatch,False,True,False,True
63,traditional_robust_template,57,6623,364274,1049,B8,1458.0,unassigned_common,192.79184,1.4594848,0.5953192,0.0014609562,0.011615079,0.5276697,4,0.0,705.5,1,0.76954734,-0.6282579,1.7809249,"[-0.6118, -0.35597, 0.35597, 0.89849, 1.0, 0.93964, 0.76955, 0.55556, 0.38683, 0.19067, -0.02538, -0.2476, -0.40261, -0.47188, -0.49246, -0.51029, -0.55624, -0.62826]",4,1.0,5,7,0.24613131346963338,0.0,0.7695500254631042,2,-0.6282600164413452,-3.3347201347351074,1.5102900266647339,-0.5468125343322754,-0.22565001249313354,unassigned_common,dropout,unassigned_common,False,False,False,False
64,traditional_robust_template,64,1685,614367,4441,B2,7382.0,baseline_excursion,1172.9418,39.219913,0.44162595,0.15806311,0.1572677,0.6221444,2,0.25265345,4279.0,1,0.95990247,-1.0776212,1.0484048,"[-0.15931, 0.15931, 1.0, -1.07762, 0.9599, 0.60309, 0.51165, 0.4916, 0.42766, 0.39501, 0.28962, 0.27472, 0.2265, 0.31631, 0.34218, 0.33555, 0.31076, 0.1971]",2,1.0,4,7,0.169465966483612,0.2526545958766068,0.9599000215530396,2,-1.077620029449463,-1.077620029449463,2.077620029449463,0.29639750719070435,-0.02940000593662262,dropout,dropout,dropout,True,False,False,True
65,traditional_robust_template,64,847,613529,3660,B2,5176.0,baseline_excursion,1145.2708,88.59017,0.78283274,0.3505062,0.38063657,0.6686243,3,0.0,4178.0,1,0.61437404,-0.16228747,2.1653666,"[-0.61437, 0.61437, -2.10375, 1.0, 0.53304, 0.13717, 0.48918, 0.51063, 0.34505, 0.1306, -0.0626, -0.16229, -0.08481, -0.05912, -0.08791, -0.11418, -0.15823, -0.14645]",3,1.0,4,5,0.4293491748965648,0.0,0.6143699884414673,2,-0.16229000687599182,-0.8755899667739868,3.103749990463257,-0.1266925036907196,-0.061639994382858276,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
66,traditional_robust_template,64,1907,614589,4644,B2,4354.5,baseline_excursion,965.1677,7.7364945,0.77332747,0.010961645,0.062809,0.5890891,3,0.0,3521.0,1,0.2403261,-0.569411,1.6503885,"[-0.95223, -0.66494, 0.66494, 1.0, 0.66426, 0.24033, 0.18544, 0.10667, 0.02974, -0.06488, -0.19646, -0.21759, -0.23481, -0.12183, -0.11379, -0.15168, -0.4245, -0.56941]",3,1.0,3,3,0.5758288760440677,0.0,0.24032999575138092,2,-0.5694100260734558,-2.094949960708618,1.9522299766540527,-0.3148450255393982,-0.334600031375885,baseline_excursion,dropout,baseline_excursion,False,False,False,True
67,traditional_robust_template,64,27081,639764,11720,B2,3566.0,baseline_excursion,912.1272,187.20813,1.1010014,0.7527344,0.80127746,0.6815668,3,0.0,3327.5,1,0.8662367,-0.46943355,1.8903972,"[-0.86624, 0.86624, -3.28323, 1.0, 0.31324, 0.22378, 0.45738, 0.38474, 0.14722, -0.18144, -0.35222, -0.39624, -0.30146, -0.32586, -0.37241, -0.43494, -0.46943, -0.44616]",3,1.0,2,4,0.5500913729384868,0.0,0.8662400245666504,2,-0.46942999958992004,-3.2801601886749268,4.283229827880859,-0.4307349920272827,-0.14469999074935913,baseline_excursion,dropout,baseline_excursion,False,False,False,True
68,traditional_robust_template,64,19980,632663,5095,B2,5053.5,baseline_excursion,909.9106,6.7695665,0.68651503,0.010134496,0.054824334,0.5697399,3,0.0,3320.0,1,0.31948155,-0.39962402,18.0,"[-0.75146, -0.56248, 0.56248, 1.0, 0.74592, 0.31948, 0.22648, 0.16494, 0.09686, 0.0098, -0.07094, -0.11962, -0.1873, -0.04106, -0.02127, -0.03374, -0.252, -0.39962]",3,1.0,3,3,0.4998400607235357,0.0,0.3194800019264221,2,-0.399619996547699,-1.1255500316619873,1.751460075378418,-0.17665749788284302,-0.2123199999332428,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
69,traditional_robust_template,64,15016,627699,492,B2,3887.0,baseline_excursion,908.284,8.089143,0.80378556,0.010679533,0.0665307,0.5989985,3,0.0,3313.5,1,0.16490868,-0.6588629,1.6418613,"[-1.06252, -0.70491, 0.70491, 1.0, 0.64574, 0.16491, 0.15282, 0.08773, 0.04451, -0.08901, -0.20762, -0.25315, -0.24029, -0.12812, -0.124, -0.28299, -0.53718, -0.65886]",3,1.0,3,3,0.6087616284197404,0.0,0.16491000354290009,2,-0.6588600277900696,-2.5212199687957764,2.0625200271606445,-0.40075749158859253,-0.41857004165649414,baseline_excursion,dropout,baseline_excursion,False,False,False,True
70,traditional_robust_template,64,3810,616492,6412,B2,3839.0,baseline_excursion,888.2279,7.7961216,0.7156314,0.0072970623,0.069503985,0.59936106,3,0.0,3241.0,1,0.32221934,-0.25136754,18.0,"[-1.08492, -0.68846, 0.68846, 1.0, 0.59651, 0.13649, 0.27768, 0.32222, 0.21308, 0.04376, -0.12425, -0.21125, -0.18651, -0.1193, -0.13493, -0.1529, -0.21256, -0.25137]",3,1.0,3,3,0.5150570176893167,0.0,0.32221999764442444,4,-0.25137001276016235,-1.3930699825286865,2.0849199295043945,-0.18794000148773193,-0.0648600161075592,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
71,traditional_robust_template,64,1667,614349,4424,B2,5061.0,baseline_excursion,876.70276,6.5735373,0.65767765,0.010604024,0.05199956,0.56549037,3,0.0036105358,3199.0,1,0.35151157,-0.37087533,18.0,"[-0.71211, -0.55206, 0.55206, 1.0, 0.75222, 0.35151, 0.26773, 0.21024, 0.14068, 0.05177, -0.03873, -0.08101, -0.14325, -0.00869, 0.01205, -0.0004, -0.22288, -0.37088]",3,1.0,3,4,0.46493081043572065,0.003609664733130558,0.3515099883079529,2,-0.37088000774383545,-0.8658400177955627,1.7121100425720215,-0.14552751183509827,-0.22763000428676605,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
72,traditional_robust_template,64,6219,618901,8648,B4,3659.0,baseline_excursion,728.7357,6.7993135,0.6896757,0.009183716,0.05622299,0.576842,3,0.020554828,2659.5,1,0.37305275,-0.46187484,18.0,"[-0.86171, -0.59197, 0.59197, 1.0, 0.75485, 0.37305, 0.30254, 0.22684, 0.18393, 0.03088, -0.01039, -0.08117, -0.04892, 0.01312, 0.05958, -0.07789, -0.30582, -0.46187]",3,1.0,3,4,0.4501210240142977,0.020555537925554153,0.3730500042438507,2,-0.461870014667511,-0.9860599637031555,1.8617100715637207,-0.1965000033378601,-0.4129500091075897,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
73,traditional_robust_template,64,31040,643724,15400,B4,4618.5,baseline_excursion,646.1749,5.603982,0.58234054,0.008242715,0.04682084,0.54749393,3,0.10241162,2359.0,1,0.57713544,-0.14755873,18.0,"[-0.56436, -0.45718, 0.45718, 1.0, 0.90711, 0.57714, 0.45588, 0.35347, 0.27812, 0.19, 0.13219, 0.07719, 0.0157, 0.1088, 0.1534, 0.15947, 0.06788, -0.14756]",3,1.0,3,6,0.29536253464140005,0.10241144641841776,0.5771399736404419,2,-0.1475600004196167,-0.1475600004196167,1.5643600225448608,0.05829750746488571,-0.16325999796390533,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
74,traditional_robust_template,64,11139,623821,13243,B4,2363.5,baseline_excursion,564.3173,7.0326805,0.7251709,0.010218375,0.05457948,0.5982931,3,0.00572339,2059.5,1,0.3298075,-0.912418,1.634634,"[-1.22974, -0.74275, 0.74275, 1.0, 0.6594, 0.22192, 0.32981, 0.28707, 0.22276, 0.07637, 0.02475, -0.06875, 0.02052, -0.21642, -0.44489, -0.5934, -0.7491, -0.91242]",3,1.0,3,3,0.4860752862389644,0.005723290875969466,0.3298099935054779,3,-0.9124199748039246,-2.9849801063537598,2.2297401428222656,-0.674952507019043,-0.9329399466514587,dropout,dropout,dropout,True,False,False,True
75,traditional_robust_template,64,25550,638233,10291,B4,2591.0,baseline_excursion,558.9756,6.467259,0.63345474,0.010042176,0.051597796,0.5671974,3,0.06572867,2040.5,1,0.5391741,-0.5704361,1.6532229,"[-0.92242, -0.65264, 0.65264, 1.0, 0.82285, 0.4944, 0.53917, 0.49479, 0.45234, 0.33192, 0.24971, 0.19027, 0.24469, 0.12312, -0.13547, -0.27943, -0.41335, -0.57044]",3,1.0,4,7,0.2953305292373911,0.06572848664031006,0.5391700267791748,3,-0.5704399943351746,-1.3986899852752686,1.9224200248718262,-0.34967249631881714,-0.8151299953460693,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
76,traditional_robust_template,64,25258,637941,10017,B4,2385.0,novel_early_pretrigger,517.7224,5.1708035,0.5868248,0.009253316,0.039079882,0.5515191,3,0.0113853505,1890.0,1,0.5375262,-0.6821803,1.6581565,"[-0.95262, -0.63229, 0.63229, 1.0, 0.79706, 0.40168, 0.53753, 0.5174, 0.47086, 0.35639, 0.28302, 0.21006, 0.05996, -0.19371, -0.30608, -0.40797, -0.55849, -0.68218]",3,1.0,5,8,0.3099529958320834,0.01138571064738752,0.5375300049781799,3,-0.6821799874305725,-2.1484298706054688,1.952620029449463,-0.48868000507354736,-0.742139995098114,baseline_excursion,dropout,baseline_excursion,False,False,True,True
77,traditional_robust_template,64,1626,614308,4385,B4,2466.5,novel_early_pretrigger,503.69498,5.231229,0.5392149,0.009247591,0.04058338,0.5450112,3,0.028484484,1839.0,1,0.5734847,-0.59740525,1.6628591,"[-0.87715, -0.61403, 0.61403, 1.0, 0.79363, 0.47294, 0.57348, 0.56902, 0.5224, 0.41253, 0.33509, 0.27265, 0.16319, -0.10116, -0.21346, -0.31076, -0.46686, -0.59741]",3,1.0,6,8,0.2817317616213742,0.028485101335885804,0.5734800100326538,3,-0.5974100232124329,-1.689650058746338,1.877150058746338,-0.39712250232696533,-0.7606000304222107,baseline_excursion,baseline_excursion,baseline_excursion,True,False,True,True
78,traditional_robust_template,64,3336,616018,5971,B4,2114.0,novel_early_pretrigger,473.81308,5.3126507,0.57524365,0.008173999,0.041791964,0.5612998,3,0.018907564,1730.0,1,0.6859035,-0.68874174,1.657058,"[-1.01466, -0.63671, 0.63671, 1.0, 0.85478, 0.54352, 0.6859, 0.64617, 0.59745, 0.47824, 0.41249, 0.33018, 0.11921, -0.14144, -0.26017, -0.39877, -0.56528, -0.68874]",3,1.0,7,9,0.2596036215619209,0.018908266211907918,0.6858999729156494,3,-0.6887400150299072,-2.0543999671936035,2.014659881591797,-0.4782400131225586,-0.8079500198364258,baseline_excursion,dropout,baseline_excursion,False,False,True,True
79,traditional_robust_template,64,20942,633625,5980,B4,2404.0,novel_early_pretrigger,462.75644,9.08699,0.4429561,0.013502025,0.07614846,0.57382125,3,0.18825145,1690.5,1,0.9471714,-0.2512479,18.0,"[-0.82529, -0.58111, 0.58111, 1.0, 0.78952, 0.67221, 0.94717, 0.87895, 0.75, 0.59775, 0.49626, 0.42055, 0.44967, 0.48045, 0.50458, 0.21963, -0.07903, -0.25125]",3,1.0,9,13,0.17991999547680676,0.18825195510361725,0.9471700191497803,3,-0.2512499988079071,-0.33028000593185425,1.8252899646759033,0.09848251193761826,-0.7009199857711792,baseline_excursion,baseline_excursion,baseline_excursion,True,False,True,True
80,traditional_robust_template,64,16089,628772,1504,B6,4330.5,baseline_excursion,609.8569,5.8381658,0.5844507,0.0106989145,0.046281137,0.53549373,3,0.10704729,2226.5,1,0.49128276,-0.25505137,18.0,"[-0.56402, -0.46427, 0.46427, 1.0, 0.82658, 0.49128, 0.41485, 0.36243, 0.32756, 0.24374, 0.16222, 0.13844, 0.13313, 0.22203, 0.17608, -0.02806, -0.18485, -0.25505]",3,1.0,2,6,0.2950604467151478,0.10704850073236717,0.4912799894809723,2,-0.25505000352859497,-0.467960000038147,1.5640199184417725,-0.07297000288963318,-0.3881800174713135,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
81,traditional_robust_template,64,12969,625651,14936,B6,3849.0,baseline_excursion,543.1985,5.4646635,0.5492502,0.01089601,0.042014435,0.52952445,3,0.10056765,1983.5,1,0.5367628,-0.30007794,18.0,"[-0.56872, -0.46194, 0.46194, 1.0, 0.84619, 0.53676, 0.48038, 0.44011, 0.41413, 0.30709, 0.24708, 0.20629, 0.21954, 0.2954, 0.03741, -0.09457, -0.21538, -0.30008]",3,1.0,3,7,0.26617896152447035,0.10056770875386235,0.5367599725723267,2,-0.30008000135421753,-0.6100299954414368,1.5687199831008911,-0.14315500855445862,-0.5196200013160706,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,True
