event_id,run,heldout_run,stave,amplitude_adc,peak_sample,mlp_target_residual_ns,mlp_pred_residual_ns,mlp_pred_sigma_ns,mlp_target_error_ns,mlp_pull
58:403406:4719:14427,58,58,B6,1538.0,17,3.9526934132224483,0.3302858769893646,20.085599899291992,3.6224075362330836,0.18034848619884994
58:403406:4719:14427,58,58,B8,4951.0,17,0.8247885013180962,0.6409168243408203,20.085599899291992,0.1838716769772759,0.00915440304990628
58:403541:4843:14562,58,58,B4,1148.0,13,-4.43332555139385,-4.28071403503418,20.085599899291992,-0.15261151635966996,-0.007598056175810285
58:403541:4843:14562,58,58,B6,2050.5,13,3.2656206898333124,-1.4592690467834473,20.085599899291992,4.72488973661676,0.23523767078439664
58:403541:4843:14562,58,58,B8,3384.5,13,1.1677048615605372,0.22280684113502502,20.085599899291992,0.9448980204255122,0.04704355484342887
58:404100:5367:15118,58,58,B4,2348.5,15,-3.5835043532279798,-5.579514503479004,20.085599899291992,1.9960101502510241,0.09937518223298784
58:404100:5367:15118,58,58,B6,1543.5,16,1.5868569496685012,-2.7836694717407227,20.085599899291992,4.370526421409224,0.21759501549980007
58:404100:5367:15118,58,58,B8,3005.5,15,1.9966474035594928,-0.5019670128822327,20.085599899291992,2.4986144164417254,0.12439829673844098
58:404147:5411:15165,58,58,B4,2745.5,10,-5.772720278987222,-3.103314161300659,11.153177261352539,-2.669406117686563,-0.2393404188900021
58:404147:5411:15165,58,58,B6,2897.5,11,3.149663027094107,0.8576021194458008,14.363816261291504,2.292060907648306,0.15957186209803398
58:404147:5411:15165,58,58,B8,4401.0,10,2.6230572518931154,1.66071617603302,14.14959716796875,0.9623410758600954,0.06801190623564901
58:404180:5444:15198,58,58,B4,1891.0,6,-2.6980771200004092,-1.8455256223678589,2.6003241539001465,-0.8525514976325503,-0.3278635459174713
58:404180:5444:15198,58,58,B6,2532.5,4,1.67180366191808,0.45794403553009033,1.8177475929260254,1.2138596263879897,0.6677822768748888
58:404180:5444:15198,58,58,B8,3272.5,4,1.0262734580823292,0.08453022688627243,1.3764238357543945,0.9417432311960567,0.6841956719529659
58:404302:5557:15320,58,58,B4,2336.5,8,-3.790099214139751,-4.063747406005859,1.9250481128692627,0.27364819186610845,0.14215135197750403
58:404302:5557:15320,58,58,B6,2099.5,9,3.293203192187107,2.858513593673706,1.6085044145584106,0.43468959851340117,0.27024457911278926
58:404302:5557:15320,58,58,B8,3193.0,11,0.4968960219526366,1.6948598623275757,1.586320161819458,-1.197963840374939,-0.7551841483253375
58:404573:5824:15589,58,58,B4,1556.0,17,0.10235152981917395,-2.171264886856079,20.085599899291992,2.273616416675253,0.11319634106399765
58:404573:5824:15589,58,58,B6,1894.0,17,-0.33351272388290454,1.1193387508392334,20.085599899291992,-1.452851474722138,-0.07233298890780704
58:404573:5824:15589,58,58,B8,3481.5,17,0.2311611940637306,1.9936598539352417,20.085599899291992,-1.762498659871511,-0.08774936614831397
58:405501:6684:16516,58,58,B4,2691.0,12,-4.639619924559639,-3.9725241661071777,20.085599899291992,-0.6670957584524615,-0.033212637999225324
58:405501:6684:16516,58,58,B6,2640.5,13,3.4244955867416422,-0.9806281924247742,20.085599899291992,4.405123779166416,0.21931751111509967
58:405501:6684:16516,58,58,B8,4321.0,12,1.215124337817997,1.4999196529388428,20.085599899291992,-0.28479531512084577,-0.014179079367745678
58:405830:6983:16845,58,58,B4,2466.0,7,-4.556334168332036,-4.413043975830078,2.0114362239837646,-0.14329019250195785,-0.07123775081377595
58:405830:6983:16845,58,58,B6,2878.5,8,2.720473466966766,2.3899896144866943,1.5430681705474854,0.3304838524800715,0.2141732029653718
58:405830:6983:16845,58,58,B8,4175.5,7,1.8358607013652701,0.8869748711585999,1.7487138509750366,0.9488858302066703,0.5426192682568373
58:405995:7135:17010,58,58,B4,1962.5,6,-3.102567397606389,-3.869873285293579,2.181569814682007,0.7673058876871899,0.35172190343082604
58:405995:7135:17010,58,58,B6,1987.5,6,3.576106512822225,2.7789528369903564,1.8050223588943481,0.7971536758318685,0.4416309149323549
58:405995:7135:17010,58,58,B8,5118.5,5,-0.4735391152158357,0.058178503066301346,1.7120380401611328,-0.531717618282137,-0.3105758200513425
58:406327:7441:17342,58,58,B4,1475.5,6,-0.6429476705778612,-1.4441336393356323,4.007285118103027,0.8011859687577711,0.19993235947659183
58:406327:7441:17342,58,58,B6,2097.5,4,1.3292594242773745,0.22915109992027283,2.5306005477905273,1.1001083243571017,0.4347222343398323
58:406327:7441:17342,58,58,B8,3207.0,3,-0.6863117536995134,-2.086785316467285,2.7128889560699463,1.4004735627677718,0.5162295934134296
58:406604:7705:17619,58,58,B4,4406.0,6,0.17760654505388374,-7.691486835479736,5.521578311920166,7.86909338053362,1.4251529066509045
58:406604:7705:17619,58,58,B6,2219.5,7,0.8673524406310591,3.4420011043548584,1.7435156106948853,-2.5746486637237993,-1.4766995190239005
58:406604:7705:17619,58,58,B8,3112.5,9,-1.0449589856849428,2.464012861251831,1.6551591157913208,-3.508971846936774,-2.120020856882486
58:406641:7736:17656,58,58,B4,1957.0,6,-2.787720002060702,-4.6605987548828125,2.3870136737823486,1.8728787528221105,0.784611656561831
58:406641:7736:17656,58,58,B6,1154.0,7,3.423439253694589,3.1145377159118652,1.8115233182907104,0.3089015377827238,0.17052032102694234
58:406641:7736:17656,58,58,B8,3688.0,6,-0.635719251633887,1.5683701038360596,1.6258351802825928,-2.2040893554699466,-1.355665926165311
58:406766:7856:17781,58,58,B4,2171.5,12,-4.835870764964085,-3.033250570297241,20.085599899291992,-1.8026201946668436,-0.08974689348115439
58:406766:7856:17781,58,58,B6,2925.5,12,2.330444692449177,-0.4545567035675049,20.085599899291992,2.785001396016682,0.1386566201647207
58:406766:7856:17781,58,58,B8,3310.0,11,2.5054260725148936,0.5520606637001038,20.085599899291992,1.9533654088147898,0.09725203223248736
58:407215:8277:18230,58,58,B4,2590.0,9,-3.181479758624093,-4.151144027709961,1.951793909072876,0.9696642690858681,0.4968066887484394
58:407215:8277:18230,58,58,B6,2610.0,9,3.573198006075188,2.6321096420288086,1.6315830945968628,0.9410883640463794,0.5767946279676959
58:407215:8277:18230,58,58,B8,4939.0,8,-0.3917182474510952,0.7078312039375305,1.9610809087753296,-1.0995494513886257,-0.5606854089846198
58:407221:8283:18236,58,58,B4,2598.5,13,-5.6168372028479325,-3.795574426651001,20.085599899291992,-1.8212627761969316,-0.09067505005220831
58:407221:8283:18236,58,58,B6,3102.0,13,1.7104072908248469,-2.387346029281616,20.085599899291992,4.097753320106463,0.20401448503666086
58:407221:8283:18236,58,58,B8,2462.5,13,3.9064299120230856,1.1022555828094482,20.085599899291992,2.8041743292136374,0.13961118130768319
58:408610:9560:19622,58,58,B4,2365.0,17,-3.868182137266473,-3.805436372756958,20.085599899291992,-0.06274576450951486,-0.0031239178727107183
58:408610:9560:19622,58,58,B6,2530.0,17,2.3694641570240833,0.12450651079416275,20.085599899291992,2.2449576462299206,0.11176950937417877
58:408610:9560:19622,58,58,B8,3575.5,17,1.4987179802423896,1.173675298690796,20.085599899291992,0.32504268155159366,0.016182871469178836
58:408871:9807:19882,58,58,B4,3033.5,10,-5.557560926485394,-5.037258625030518,2.2469124794006348,-0.5203023014548762,-0.23156322563737203
58:408871:9807:19882,58,58,B6,3387.0,7,1.500621852970795,1.9813061952590942,1.7192155122756958,-0.48068434228829915,-0.2795951635243365
58:408871:9807:19882,58,58,B8,3085.5,11,4.056939073514599,1.911192774772644,1.6238042116165161,2.1457462987419547,1.3214316623836313
58:408897:9829:19908,58,58,B4,2016.5,17,-5.526662853415928,-4.222335338592529,20.085599899291992,-1.3043275148233988,-0.06493843954690025
58:408897:9829:19908,58,58,B6,1420.5,17,3.605504923072772,-0.20398536324501038,20.085599899291992,3.809490286317782,0.18966275866383583
58:408897:9829:19908,58,58,B8,5132.5,17,1.9211579303431563,0.44143256545066833,20.085599899291992,1.479725364892488,0.0736709569199697
58:409157:10061:20168,58,58,B4,3029.0,7,-5.645336669065351,-4.860345840454102,2.1854918003082275,-0.7849908286112495,-0.3591826921979481
58:409157:10061:20168,58,58,B6,3209.0,8,1.1301540952983515,1.7639564275741577,1.6229124069213867,-0.6338023322758062,-0.3905339127193618
58:409157:10061:20168,58,58,B8,2107.5,9,4.515182573766992,2.7516889572143555,1.8487284183502197,1.763493616552637,0.9538954445923187
58:409234:10135:20245,58,58,B4,2017.5,15,-3.305077887075811,-5.377180576324463,20.085599899291992,2.072102689248652,0.10316359479617498
58:409234:10135:20245,58,58,B6,2124.5,15,3.112857165672537,-2.448500156402588,20.085599899291992,5.561357322075125,0.27688280907513046
58:409234:10135:20245,58,58,B8,6098.5,14,0.19222072140327384,0.16100762784481049,20.085599899291992,0.031213093558463356,0.001554003550551836
58:410177:11017:21186,58,58,B4,2089.0,4,-1.5061843483352533,-1.3407213687896729,1.8483355045318604,-0.16546297954558042,-0.08951999198191471
58:410177:11017:21186,58,58,B6,2232.5,5,0.4401464427111961,0.8718386292457581,1.786064624786377,-0.431692186534562,-0.24170020532498634
58:410177:11017:21186,58,58,B8,2339.0,5,1.0660379056240536,0.9705960154533386,1.2923444509506226,0.09544189017071503,0.07385174293162314
58:410621:11439:21629,58,58,B4,1538.5,12,-6.310741034540882,-2.7953262329101562,20.085599899291992,-3.515414801630726,-0.17502164830808178
58:410621:11439:21629,58,58,B6,1919.0,12,2.6317824558047107,0.15390510857105255,20.085599899291992,2.477877347233658,0.12336586209312086
58:410621:11439:21629,58,58,B8,2876.5,14,3.6789585787361716,1.636723518371582,20.085599899291992,2.0422350603645896,0.1016765777773248
58:412157:12844:23160,58,58,B4,3050.0,8,-3.856597258919848,-4.716826438903809,2.846653461456299,0.8602291799839605,0.30218963833549384
58:412157:12844:23160,58,58,B6,3354.5,9,1.2283670485730553,2.0722193717956543,2.741670846939087,-0.843852323222599,-0.3077876121288265
58:412157:12844:23160,58,58,B8,3105.0,12,2.6282302103467856,3.0132458209991455,2.5115182399749756,-0.3850156106523599,-0.15329994603431435
58:412546:13200:23548,58,58,B4,2633.0,9,-5.4055680183556944,-4.347378730773926,2.068232774734497,-1.0581892875817687,-0.5116393572854053
58:412546:13200:23548,58,58,B6,2703.0,9,2.955367578834,2.931347131729126,1.7770333290100098,0.024020447104874165,0.013517161840884561
58:412546:13200:23548,58,58,B8,3750.5,8,2.4502004395216943,1.397875189781189,1.7799426317214966,1.0523252497405053,0.5912130149513494
58:413325:13961:24327,58,58,B4,3115.5,11,-5.11125344162371,-4.631044864654541,2.236008405685425,-0.48020857696916863,-0.21476152582797012
58:413325:13961:24327,58,58,B6,3399.5,8,1.830141345743101,1.5161786079406738,1.9787013530731201,0.3139627378024272,0.15867110886380698
58:413325:13961:24327,58,58,B8,3344.5,8,3.2811120958806157,2.201901912689209,1.8213306665420532,1.0792101831914067,0.5925394015576405
58:413638:14256:24640,58,58,B4,2104.0,15,-3.0013364229730826,-5.974457263946533,20.085599899291992,2.9731208409734506,0.14802250646634915
58:413638:14256:24640,58,58,B6,2064.0,16,0.9624758899162345,-2.332563638687134,20.085599899291992,3.2950395286033682,0.16404984392422936
58:413638:14256:24640,58,58,B8,3457.5,15,2.038860533056848,-0.3747788071632385,20.085599899291992,2.4136393402200866,0.12016765007378079
58:413843:14451:24845,58,58,B4,1495.5,5,-2.5535638450529667,-1.6682072877883911,1.863464117050171,-0.8853565572645756,-0.4751132845348687
58:413843:14451:24845,58,58,B6,2147.0,5,2.613898135678408,2.417687177658081,1.7222790718078613,0.19621095802032684,0.11392518276051854
58:413843:14451:24845,58,58,B8,2819.0,7,-0.06033429062544471,0.7440681457519531,1.249870777130127,-0.8044024363773978,-0.6435884821824661
58:416328:373:27330,58,58,B4,5827.0,6,-5.397619234581974,-8.371991157531738,9.276463508605957,2.9743719229497643,0.32063640634066864
58:416328:373:27330,58,58,B6,3014.0,10,4.861812981627409,1.8019990921020508,1.7351446151733398,3.0598138895253584,1.7634345072843884
58:416328:373:27330,58,58,B8,6190.5,7,0.5358062529545577,1.1617834568023682,2.419741630554199,-0.6259772038478104,-0.25869588552081957
58:417165:1152:28167,58,58,B4,2413.0,5,-3.167934018677524,-3.44640851020813,2.0344457626342773,0.27847449153060566,0.13687978153323996
58:417165:1152:28167,58,58,B6,2513.5,6,1.2491698084098495,2.273033380508423,1.7332264184951782,-1.0238635720985734,-0.5907269593706702
58:417165:1152:28167,58,58,B8,2917.5,5,1.9187642102676712,1.9174553155899048,1.3973768949508667,0.0013088946777664034,0.0009366797765841303
58:417278:1288:28280,58,58,B4,1951.5,7,-3.7761918564527193,-4.673011302947998,2.115997552871704,0.8968194464952788,0.4238282058871805
58:417278:1288:28280,58,58,B6,1625.0,7,1.8187605244996519,3.466125011444092,1.7336516380310059,-1.64736448694444,-0.9502280912764189
58:417278:1288:28280,58,58,B8,3005.0,10,1.9574313319530745,2.290651321411133,1.6508474349975586,-0.3332199894580583,-0.20184784032362815
58:417735:1712:28737,58,58,B4,2738.0,17,-3.9484461768955725,-5.291199207305908,20.085599899291992,1.3427530304103357,0.06685152732021049
58:417735:1712:28737,58,58,B6,3265.0,16,1.254700453550953,-2.106497287750244,20.085599899291992,3.361197741301197,0.1673436570555046
58:417735:1712:28737,58,58,B8,1774.5,17,2.6937457233446196,-0.29154643416404724,20.085599899291992,2.985292157508667,0.14862847873485208
58:417804:1777:28806,58,58,B4,2269.0,17,-4.424068495912877,-5.075150012969971,20.085599899291992,0.6510815170570936,0.03241533836786443
58:417804:1777:28806,58,58,B6,2138.5,17,4.384453659249658,-1.0632704496383667,20.085599899291992,5.447724108888025,0.2712253622596582
58:417804:1777:28806,58,58,B8,3262.0,16,0.039614836663190545,-0.3451039791107178,20.085599899291992,0.3847188157739083,0.019153961928091053
58:418054:2008:29056,58,58,B4,2601.0,10,-5.40335932418003,-3.9662957191467285,3.9912819862365723,-1.4370636050333019,-0.36005063285150807
58:418054:2008:29056,58,58,B6,2277.5,10,2.642839861941198,2.445669174194336,4.618035793304443,0.19717068774686197,0.04269579028225248
58:418054:2008:29056,58,58,B8,2816.5,10,2.7605194622388467,3.198714017868042,3.460442066192627,-0.4381945556291953,-0.12662964651545852
58:418720:2626:29722,58,58,B4,2879.0,10,-4.478418739872275,-4.6688032150268555,2.132295846939087,0.19038447515458046,0.08928614452252373
58:418720:2626:29722,58,58,B6,3221.0,8,1.3646966447431126,1.8153220415115356,1.6181188821792603,-0.45062539676842306,-0.278487200001972
58:418720:2626:29722,58,58,B8,3048.0,11,3.1137220951291695,2.4822685718536377,1.7643271684646606,0.6314535232755318,0.35790047025406885
58:420237:4046:31237,58,58,B4,1881.0,4,-1.5673249742193214,-0.700713574886322,2.1757450103759766,-0.8666113993329994,-0.398305589671671
58:420237:4046:31237,58,58,B6,2260.0,4,0.4855358848979101,0.7044203281402588,2.0180304050445557,-0.21888444324234868,-0.10846439315046692
