method,run,bin,n_pairs,count,observed_fraction,pooled_target_fraction,abs_deviation
gradient_boosted_trees,63,"[-1.0,0.0)",28,13,0.4642857142857143,0.3700787401574803,0.09420697412823398
gradient_boosted_trees,63,"[0.0,1.0)",28,9,0.32142857142857145,0.31496062992125984,0.006467941507311614
gradient_boosted_trees,63,"[1.0,2.0)",28,2,0.07142857142857142,0.10236220472440945,0.030933633295838023
gradient_boosted_trees,63,"[2.0,inf)",28,2,0.07142857142857142,0.08661417322834646,0.015185601799775031
gradient_boosted_trees,65,"[-inf,-2.0)",27,0,0.0,0.031496062992125984,0.031496062992125984
gradient_boosted_trees,65,"[-2.0,-1.0)",27,2,0.07407407407407407,0.09448818897637795,0.02041411490230388
gradient_boosted_trees,65,"[-1.0,0.0)",27,8,0.2962962962962963,0.3700787401574803,0.07378244386118404
gradient_boosted_trees,65,"[0.0,1.0)",27,14,0.5185185185185185,0.31496062992125984,0.20355788859725865
gradient_boosted_trees,65,"[1.0,2.0)",27,2,0.07407407407407407,0.10236220472440945,0.028288130650335377
gradient_boosted_trees,65,"[2.0,inf)",27,1,0.037037037037037035,0.08661417322834646,0.04957713619130942
mlp,58,"[-inf,-2.0)",25,2,0.08,0.10236220472440945,0.022362204724409446
mlp,58,"[-2.0,-1.0)",25,1,0.04,0.07874015748031496,0.03874015748031496
mlp,58,"[-1.0,0.0)",25,8,0.32,0.31496062992125984,0.0050393700787401685
mlp,58,"[0.0,1.0)",25,9,0.36,0.3228346456692913,0.037165354330708666
mlp,58,"[1.0,2.0)",25,5,0.2,0.11811023622047244,0.08188976377952757
mlp,58,"[2.0,inf)",25,0,0.0,0.06299212598425197,0.06299212598425197
mlp,59,"[-inf,-2.0)",11,3,0.2727272727272727,0.10236220472440945,0.17036506800286327
mlp,59,"[-2.0,-1.0)",11,0,0.0,0.07874015748031496,0.07874015748031496
mlp,59,"[-1.0,0.0)",11,3,0.2727272727272727,0.31496062992125984,0.04223335719398713
mlp,59,"[0.0,1.0)",11,3,0.2727272727272727,0.3228346456692913,0.05010737294201861
mlp,59,"[1.0,2.0)",11,0,0.0,0.11811023622047244,0.11811023622047244
mlp,59,"[2.0,inf)",11,2,0.18181818181818182,0.06299212598425197,0.11882605583392986
mlp,60,"[-inf,-2.0)",11,2,0.18181818181818182,0.10236220472440945,0.07945597709377238
mlp,60,"[-2.0,-1.0)",11,0,0.0,0.07874015748031496,0.07874015748031496
mlp,60,"[-1.0,0.0)",11,5,0.45454545454545453,0.31496062992125984,0.1395848246241947
mlp,60,"[0.0,1.0)",11,4,0.36363636363636365,0.3228346456692913,0.040801717967072326
mlp,60,"[1.0,2.0)",11,0,0.0,0.11811023622047244,0.11811023622047244
mlp,60,"[2.0,inf)",11,0,0.0,0.06299212598425197,0.06299212598425197
mlp,61,"[-inf,-2.0)",18,4,0.2222222222222222,0.10236220472440945,0.11986001749781276
mlp,61,"[-2.0,-1.0)",18,3,0.16666666666666666,0.07874015748031496,0.0879265091863517
mlp,61,"[-1.0,0.0)",18,5,0.2777777777777778,0.31496062992125984,0.03718285214348205
mlp,61,"[0.0,1.0)",18,4,0.2222222222222222,0.3228346456692913,0.10061242344706911
mlp,61,"[1.0,2.0)",18,1,0.05555555555555555,0.11811023622047244,0.06255468066491689
mlp,61,"[2.0,inf)",18,1,0.05555555555555555,0.06299212598425197,0.007436570428696415
mlp,62,"[-inf,-2.0)",7,1,0.14285714285714285,0.10236220472440945,0.0404949381327334
mlp,62,"[-2.0,-1.0)",7,2,0.2857142857142857,0.07874015748031496,0.20697412823397074
mlp,62,"[-1.0,0.0)",7,0,0.0,0.31496062992125984,0.31496062992125984
mlp,62,"[0.0,1.0)",7,1,0.14285714285714285,0.3228346456692913,0.17997750281214847
mlp,62,"[1.0,2.0)",7,1,0.14285714285714285,0.11811023622047244,0.02474690663667041
mlp,62,"[2.0,inf)",7,2,0.2857142857142857,0.06299212598425197,0.22272215973003373
mlp,63,"[-inf,-2.0)",28,1,0.03571428571428571,0.10236220472440945,0.06664791901012374
mlp,63,"[-2.0,-1.0)",28,3,0.10714285714285714,0.07874015748031496,0.028402699662542177
mlp,63,"[-1.0,0.0)",28,7,0.25,0.31496062992125984,0.06496062992125984
mlp,63,"[0.0,1.0)",28,12,0.42857142857142855,0.3228346456692913,0.10573678290213723
mlp,63,"[1.0,2.0)",28,4,0.14285714285714285,0.11811023622047244,0.02474690663667041
mlp,63,"[2.0,inf)",28,1,0.03571428571428571,0.06299212598425197,0.027277840269966255
mlp,65,"[-inf,-2.0)",27,0,0.0,0.10236220472440945,0.10236220472440945
mlp,65,"[-2.0,-1.0)",27,1,0.037037037037037035,0.07874015748031496,0.041703120443277925
mlp,65,"[-1.0,0.0)",27,12,0.4444444444444444,0.31496062992125984,0.12948381452318458
mlp,65,"[0.0,1.0)",27,8,0.2962962962962963,0.3228346456692913,0.02653834937299504
mlp,65,"[1.0,2.0)",27,4,0.14814814814814814,0.11811023622047244,0.0300379119276757
mlp,65,"[2.0,inf)",27,2,0.07407407407407407,0.06299212598425197,0.011081948089822102
cnn_1d,58,"[-inf,-2.0)",25,2,0.08,0.07086614173228346,0.009133858267716538
cnn_1d,58,"[-2.0,-1.0)",25,2,0.08,0.14960629921259844,0.06960629921259844
cnn_1d,58,"[-1.0,0.0)",25,8,0.32,0.2755905511811024,0.044409448818897634
cnn_1d,58,"[0.0,1.0)",25,6,0.24,0.16535433070866143,0.07464566929133856
cnn_1d,58,"[1.0,2.0)",25,4,0.16,0.1889763779527559,0.0289763779527559
cnn_1d,58,"[2.0,inf)",25,3,0.12,0.14960629921259844,0.02960629921259844
cnn_1d,59,"[-inf,-2.0)",11,0,0.0,0.07086614173228346,0.07086614173228346
cnn_1d,59,"[-2.0,-1.0)",11,2,0.18181818181818182,0.14960629921259844,0.032211882605583386
cnn_1d,59,"[-1.0,0.0)",11,2,0.18181818181818182,0.2755905511811024,0.09377236936292055
cnn_1d,59,"[0.0,1.0)",11,3,0.2727272727272727,0.16535433070866143,0.10737294201861128
cnn_1d,59,"[1.0,2.0)",11,3,0.2727272727272727,0.1889763779527559,0.0837508947745168
cnn_1d,59,"[2.0,inf)",11,1,0.09090909090909091,0.14960629921259844,0.058697208303507525
cnn_1d,60,"[-inf,-2.0)",11,1,0.09090909090909091,0.07086614173228346,0.020042949176807448
cnn_1d,60,"[-2.0,-1.0)",11,1,0.09090909090909091,0.14960629921259844,0.058697208303507525
cnn_1d,60,"[-1.0,0.0)",11,7,0.6363636363636364,0.2755905511811024,0.360773085182534
cnn_1d,60,"[0.0,1.0)",11,0,0.0,0.16535433070866143,0.16535433070866143
cnn_1d,60,"[1.0,2.0)",11,1,0.09090909090909091,0.1889763779527559,0.09806728704366499
cnn_1d,60,"[2.0,inf)",11,1,0.09090909090909091,0.14960629921259844,0.058697208303507525
cnn_1d,61,"[-inf,-2.0)",18,1,0.05555555555555555,0.07086614173228346,0.015310586176727911
cnn_1d,61,"[-2.0,-1.0)",18,4,0.2222222222222222,0.14960629921259844,0.07261592300962377
cnn_1d,61,"[-1.0,0.0)",18,3,0.16666666666666666,0.2755905511811024,0.10892388451443571
cnn_1d,61,"[0.0,1.0)",18,4,0.2222222222222222,0.16535433070866143,0.05686789151356078
cnn_1d,61,"[1.0,2.0)",18,2,0.1111111111111111,0.1889763779527559,0.0778652668416448
cnn_1d,61,"[2.0,inf)",18,4,0.2222222222222222,0.14960629921259844,0.07261592300962377
cnn_1d,62,"[-inf,-2.0)",7,1,0.14285714285714285,0.07086614173228346,0.07199100112485939
cnn_1d,62,"[-2.0,-1.0)",7,2,0.2857142857142857,0.14960629921259844,0.13610798650168726
cnn_1d,62,"[-1.0,0.0)",7,0,0.0,0.2755905511811024,0.2755905511811024
cnn_1d,62,"[0.0,1.0)",7,0,0.0,0.16535433070866143,0.16535433070866143
cnn_1d,62,"[1.0,2.0)",7,1,0.14285714285714285,0.1889763779527559,0.046119235095613054
cnn_1d,62,"[2.0,inf)",7,3,0.42857142857142855,0.14960629921259844,0.2789651293588301
cnn_1d,63,"[-inf,-2.0)",28,2,0.07142857142857142,0.07086614173228346,0.000562429696287961
cnn_1d,63,"[-2.0,-1.0)",28,3,0.10714285714285714,0.14960629921259844,0.0424634420697413
cnn_1d,63,"[-1.0,0.0)",28,9,0.32142857142857145,0.2755905511811024,0.04583802024746908
cnn_1d,63,"[0.0,1.0)",28,4,0.14285714285714285,0.16535433070866143,0.02249718785151858
cnn_1d,63,"[1.0,2.0)",28,6,0.21428571428571427,0.1889763779527559,0.02530933633295837
cnn_1d,63,"[2.0,inf)",28,4,0.14285714285714285,0.14960629921259844,0.006749156355455588
cnn_1d,65,"[-inf,-2.0)",27,2,0.07407407407407407,0.07086614173228346,0.0032079323417906064
cnn_1d,65,"[-2.0,-1.0)",27,5,0.18518518518518517,0.14960629921259844,0.03557888597258674
cnn_1d,65,"[-1.0,0.0)",27,6,0.2222222222222222,0.2755905511811024,0.05336832895888016
cnn_1d,65,"[0.0,1.0)",27,4,0.14814814814814814,0.16535433070866143,0.01720618256051329
cnn_1d,65,"[1.0,2.0)",27,7,0.25925925925925924,0.1889763779527559,0.07028288130650334
cnn_1d,65,"[2.0,inf)",27,3,0.1111111111111111,0.14960629921259844,0.03849518810148733
gated_residual_cnn_new,58,"[-inf,-2.0)",25,1,0.04,0.031496062992125984,0.008503937007874017
gated_residual_cnn_new,58,"[-2.0,-1.0)",25,2,0.08,0.16535433070866143,0.08535433070866143
gated_residual_cnn_new,58,"[-1.0,0.0)",25,9,0.36,0.2992125984251969,0.06078740157480311
gated_residual_cnn_new,58,"[0.0,1.0)",25,8,0.32,0.15748031496062992,0.1625196850393701
gated_residual_cnn_new,58,"[1.0,2.0)",25,3,0.12,0.1889763779527559,0.06897637795275591
gated_residual_cnn_new,58,"[2.0,inf)",25,2,0.08,0.15748031496062992,0.07748031496062992
gated_residual_cnn_new,59,"[-inf,-2.0)",11,0,0.0,0.031496062992125984,0.031496062992125984
gated_residual_cnn_new,59,"[-2.0,-1.0)",11,2,0.18181818181818182,0.16535433070866143,0.016463851109520394
gated_residual_cnn_new,59,"[-1.0,0.0)",11,3,0.2727272727272727,0.2992125984251969,0.026485325697924167
gated_residual_cnn_new,59,"[0.0,1.0)",11,2,0.18181818181818182,0.15748031496062992,0.024337866857551904
gated_residual_cnn_new,59,"[1.0,2.0)",11,1,0.09090909090909091,0.1889763779527559,0.09806728704366499
gated_residual_cnn_new,59,"[2.0,inf)",11,3,0.2727272727272727,0.15748031496062992,0.11524695776664279
gated_residual_cnn_new,60,"[-inf,-2.0)",11,1,0.09090909090909091,0.031496062992125984,0.05941302791696493
gated_residual_cnn_new,60,"[-2.0,-1.0)",11,1,0.09090909090909091,0.16535433070866143,0.07444523979957052
gated_residual_cnn_new,60,"[-1.0,0.0)",11,7,0.6363636363636364,0.2992125984251969,0.3371510379384395
gated_residual_cnn_new,60,"[0.0,1.0)",11,0,0.0,0.15748031496062992,0.15748031496062992
gated_residual_cnn_new,60,"[1.0,2.0)",11,1,0.09090909090909091,0.1889763779527559,0.09806728704366499
gated_residual_cnn_new,60,"[2.0,inf)",11,1,0.09090909090909091,0.15748031496062992,0.06657122405153901
gated_residual_cnn_new,61,"[-inf,-2.0)",18,0,0.0,0.031496062992125984,0.031496062992125984
gated_residual_cnn_new,61,"[-2.0,-1.0)",18,4,0.2222222222222222,0.16535433070866143,0.05686789151356078
gated_residual_cnn_new,61,"[-1.0,0.0)",18,4,0.2222222222222222,0.2992125984251969,0.07699037620297466
gated_residual_cnn_new,61,"[0.0,1.0)",18,1,0.05555555555555555,0.15748031496062992,0.10192475940507437
gated_residual_cnn_new,61,"[1.0,2.0)",18,5,0.2777777777777778,0.1889763779527559,0.08880139982502189
gated_residual_cnn_new,61,"[2.0,inf)",18,4,0.2222222222222222,0.15748031496062992,0.06474190726159229
gated_residual_cnn_new,62,"[-inf,-2.0)",7,0,0.0,0.031496062992125984,0.031496062992125984
gated_residual_cnn_new,62,"[-2.0,-1.0)",7,2,0.2857142857142857,0.16535433070866143,0.12035995500562427
gated_residual_cnn_new,62,"[-1.0,0.0)",7,1,0.14285714285714285,0.2992125984251969,0.15635545556805402
gated_residual_cnn_new,62,"[0.0,1.0)",7,0,0.0,0.15748031496062992,0.15748031496062992
gated_residual_cnn_new,62,"[1.0,2.0)",7,0,0.0,0.1889763779527559,0.1889763779527559
gated_residual_cnn_new,62,"[2.0,inf)",7,4,0.5714285714285714,0.15748031496062992,0.4139482564679415
gated_residual_cnn_new,63,"[-inf,-2.0)",28,1,0.03571428571428571,0.031496062992125984,0.0042182227221597285
gated_residual_cnn_new,63,"[-2.0,-1.0)",28,4,0.14285714285714285,0.16535433070866143,0.02249718785151858
gated_residual_cnn_new,63,"[-1.0,0.0)",28,9,0.32142857142857145,0.2992125984251969,0.02221597300337458
gated_residual_cnn_new,63,"[0.0,1.0)",28,6,0.21428571428571427,0.15748031496062992,0.056805399325084355
gated_residual_cnn_new,63,"[1.0,2.0)",28,6,0.21428571428571427,0.1889763779527559,0.02530933633295837
gated_residual_cnn_new,63,"[2.0,inf)",28,2,0.07142857142857142,0.15748031496062992,0.0860517435320585
gated_residual_cnn_new,65,"[-inf,-2.0)",27,1,0.037037037037037035,0.031496062992125984,0.005540974044911051
gated_residual_cnn_new,65,"[-2.0,-1.0)",27,6,0.2222222222222222,0.16535433070866143,0.05686789151356078
gated_residual_cnn_new,65,"[-1.0,0.0)",27,5,0.18518518518518517,0.2992125984251969,0.1140274132400117
gated_residual_cnn_new,65,"[0.0,1.0)",27,3,0.1111111111111111,0.15748031496062992,0.046369203849518814
gated_residual_cnn_new,65,"[1.0,2.0)",27,8,0.2962962962962963,0.1889763779527559,0.10731991834354038
gated_residual_cnn_new,65,"[2.0,inf)",27,4,0.14814814814814814,0.15748031496062992,0.00933216681248178
