method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,calibration_slope,q_template_mse,failure_rate_abs_gt_5ns
ridge,42,597,0.8403910153018188,3.912285619882152,3.6757016205736543,0.2529313232830821,0.005025125628140704,1.0259537329371502,0.19830155525986995,0.2529313232830821
ridge,50,620,0.09623813058210562,7.60395435840794,7.330614558810591,0.3951612903225806,0.2129032258064516,1.0017236775982292,0.18798983454328133,0.3951612903225806
ridge,57,610,1.198892407623136,3.748301043459554,4.620254694720356,0.1557377049180328,0.014754098360655738,1.0205573737208677,0.22497870414244814,0.1557377049180328
ridge,58,594,-2.2133439072472454,3.84792034449012,3.824483595401227,0.28114478114478114,0.03367003367003367,1.0184199535958756,0.19568392655072592,0.28114478114478114
ridge,60,640,0.5199235921775438,3.4597467772790225,3.421988176578605,0.140625,0.0046875,1.0225380986762187,0.1741609680570083,0.140625
ridge,62,640,-0.03582452288610849,3.1827424862427667,3.28600075198404,0.1109375,0.0015625,1.0275817650843249,0.16981177456802454,0.1109375
ridge,64,640,-0.7394213606067024,3.196073429198772,3.399859334292723,0.1125,0.003125,1.0256676946616712,0.15652790780479997,0.1125
ridge,65,585,-0.3479724744347319,3.790315042427319,3.6537766767714115,0.1811965811965812,0.006837606837606838,1.0193886180515255,0.14660548990702346,0.1811965811965812
shape_time_gate_transformer_new,42,597,0.46079505948987,5.3627471119752155,7.5532535417410855,0.35175879396984927,0.06867671691792294,0.9831617068306382,0.19830155525986995,0.35175879396984927
shape_time_gate_transformer_new,50,620,0.05547030602173919,8.243643622958245,8.409451151313872,0.4274193548387097,0.22419354838709676,0.967054510157567,0.18798983454328133,0.4274193548387097
shape_time_gate_transformer_new,57,610,0.6184081338877752,5.585138863055885,6.348112193097221,0.39344262295081966,0.05737704918032787,0.990324164148612,0.22497870414244814,0.39344262295081966
shape_time_gate_transformer_new,58,594,-2.489137824615603,5.299176956042883,6.35674144273941,0.4006734006734007,0.10606060606060606,0.9684531577004502,0.19568392655072592,0.4006734006734007
shape_time_gate_transformer_new,60,640,1.3811279002774315,4.841209346011039,6.903637244730568,0.3125,0.084375,0.9534200145115878,0.1741609680570083,0.3125
shape_time_gate_transformer_new,62,640,1.1665958782495816,5.1096509934591845,7.340360335297186,0.33125,0.065625,0.9669232969708866,0.16981177456802454,0.33125
shape_time_gate_transformer_new,64,640,0.2411906726032793,4.70865633975053,5.6599567306053,0.290625,0.0359375,0.9867810034854119,0.15652790780479997,0.290625
shape_time_gate_transformer_new,65,585,0.0010794488041820927,4.693847100162394,6.597644410165317,0.2905982905982906,0.07863247863247863,0.9803901695765169,0.14660548990702346,0.2905982905982906
traditional_median_template_cfd_timewalk_shape,42,597,-0.1422601240540473,1.124545531965826,1.0337304910004435,0.0,0.0,0.9969771407934869,0.19830155525986995,0.0
traditional_median_template_cfd_timewalk_shape,50,620,0.2428505156178289,0.7341228544118031,0.7606432741663441,0.0,0.0,0.996204788509464,0.18798983454328133,0.0
traditional_median_template_cfd_timewalk_shape,57,610,-0.8890119900928801,0.5848898951460471,0.686109123849112,0.0,0.0,0.9947668424825913,0.22497870414244814,0.0
traditional_median_template_cfd_timewalk_shape,58,594,0.8603151080344849,0.5433330188948826,0.6250266128643311,0.0,0.0,0.9927344532411239,0.19568392655072592,0.0
traditional_median_template_cfd_timewalk_shape,60,640,0.368225276186132,0.638388137994964,0.6458554593583323,0.0,0.0,0.993576623210693,0.1741609680570083,0.0
traditional_median_template_cfd_timewalk_shape,62,640,0.45587291072425096,1.1197837046140846,1.0627476082377383,0.0,0.0,0.9978128043823752,0.16981177456802454,0.0
traditional_median_template_cfd_timewalk_shape,64,640,0.6798659774469566,0.4365430522496593,0.5597520900643339,0.0,0.0,0.9932954846748698,0.15652790780479997,0.0
traditional_median_template_cfd_timewalk_shape,65,585,0.6651430947599213,0.6135878595555646,0.7028662949375264,0.0,0.0,0.9923710147967353,0.14660548990702346,0.0
