method,base_method,drift_order,fold,heldout_runs,sigma68_ns,n_pair_residuals,heldout_run,selector,stratum_train_runs,heldout_stratum
s02e_global_timewalk_drift1,template_phase,1,2,59,33.288511142005845,2289,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,0,61,8.73236869873284,2799,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,1,60,34.44727214630359,2424,62,median_first4,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,2,59,24.892231055662673,2289,62,median_first4,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,59,2.073689499007636,2289,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,58,2.1626515801755235,219,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,65,2.305403649111719,198,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,59,4.265416822847927,2289,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,58,72.38332943933986,219,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,65,57.45626744916878,198,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,59,1.8841772317805958,2289,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,58,10.269651045530845,219,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,65,16.38692609088902,198,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,0,59,1.6234315507924548,2289,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,1,58,1.5345050891557546,219,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,2,65,1.6737848327871152,198,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,0,59,6.383881646133412,2289,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,1,58,54.51314421026234,219,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,2,65,39.303008627484225,198,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,0,59,2.426253218854874,2289,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,1,58,7.7597786083526294,219,63,median_first4,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,2,65,11.275398568683709,198,63,median_first4,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,59,2.3329560825044564,2289,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,63,2.222850765877286,1110,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,58,2.2945331346086038,219,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,59,20.934854643921327,2289,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,63,7.235291149632764,1110,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,58,73.89051590597956,219,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,59,3.9192787840873247,2289,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,63,5.5423281284174815,1110,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,58,6.259622201201577,219,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift0,template_phase,0,0,59,1.715152878928677,2289,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift0,template_phase,0,1,63,1.747124799694067,1110,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift0,template_phase,0,2,58,1.6798266649147744,219,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift1,template_phase,1,0,59,12.873080181192051,2289,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift1,template_phase,1,1,63,7.985111044696996,1110,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift1,template_phase,1,2,58,60.08545603426066,219,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift2,template_phase,2,0,59,1.8899178981201852,2289,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift2,template_phase,2,1,63,6.315282701875617,1110,65,median_first4,58 59 63,low_rate
s02e_global_timewalk_drift2,template_phase,2,2,58,5.953860727739489,219,65,median_first4,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,59,5.6008114226184205,2700,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,63,5.1416864651681475,1323,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,65,5.600281324176661,270,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,59,116.35838392223712,2700,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,63,403.2873494898327,1323,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,65,345.06479464552643,270,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,59,57.20651003906251,2700,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,63,41.044113542352285,1323,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,65,62.02943753816273,270,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,0,59,1.7392929686641394,2700,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,1,63,1.7518570811233334,1323,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,2,65,1.8107283789907032,270,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,0,59,43.363466643284866,2700,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,1,63,131.5439816180324,1323,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,2,65,99.58859219609256,270,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,0,59,21.769508945001924,2700,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,1,63,14.138227477617919,1323,58,dynamic_range,59 63 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,2,65,18.52388131960089,270,58,dynamic_range,59 63 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,61,4.762006705562737,3225,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,60,4.247630249664123,2865,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,62,4.436576414367138,2823,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,61,615.1037994683196,3225,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,60,121.59695506671036,2865,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,62,36.37379805884457,2823,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,61,58.372754239188524,3225,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,60,44.24155245597793,2865,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,62,42.008766481874,2823,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,0,61,2.2671558175652886,3225,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,1,60,1.714404308878617,2865,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift0,template_phase,0,2,62,1.8727336113948763,2823,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,0,61,164.49053966634597,3225,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,1,60,104.13133846499473,2865,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift1,template_phase,1,2,62,55.96331819923857,2823,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,0,61,17.28975578095229,3225,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,1,60,38.24709453947152,2865,59,dynamic_range,60 61 62,mid_rate
s02e_global_timewalk_drift2,template_phase,2,2,62,64.58351065935089,2823,59,dynamic_range,60 61 62,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,61,5.126334975003525,3225,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,62,4.479258305658464,2823,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,59,4.736133050645098,2700,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,61,418.4307881982462,3225,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,62,19.780076367676344,2823,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,59,22.989323268852225,2700,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,61,35.499918216739005,3225,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,62,80.03596834466384,2823,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,59,12.594992376956903,2700,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,0,61,2.198565517505762,3225,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,1,62,1.749343404635755,2823,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,2,59,1.717883967086383,2700,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,0,61,148.02667304602085,3225,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,1,62,9.936459470021202,2823,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,2,59,21.025918352744483,2700,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,0,61,14.358346824860574,3225,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,1,62,37.020922580202026,2823,60,dynamic_range,59 61 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,2,59,9.321845860434419,2700,60,dynamic_range,59 61 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,60,4.649404272061905,2865,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,62,4.515270163570477,2823,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,59,4.901605352598834,2700,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,60,351.8990077900916,2865,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,62,43.46628785950024,2823,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,59,139.27356538404086,2700,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,60,15.181794208425973,2865,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,62,79.94993738999612,2823,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,59,55.84871810942744,2700,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,0,60,1.6950117042640096,2865,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,1,62,1.9025562328716235,2823,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift0,template_phase,0,2,59,1.8463020137002712,2700,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,0,60,99.59366504091413,2865,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,1,62,28.93953289332898,2823,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift1,template_phase,1,2,59,69.1540085305246,2700,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,0,60,5.832005433271045,2865,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,1,62,52.57556329678894,2823,61,dynamic_range,59 60 62,high_rate
s02e_global_timewalk_drift2,template_phase,2,2,59,28.770279128043214,2700,61,dynamic_range,59 60 62,high_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,61,4.944776692322144,3225,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,60,4.354567561305596,2865,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,59,4.772423448199294,2700,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,61,365.69176055579607,3225,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,60,83.90563714550949,2865,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,59,116.63507284934377,2700,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,61,33.944804283035246,3225,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,60,48.39232169631464,2865,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,59,80.67086714636434,2700,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,0,61,2.3807013275811366,3225,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,1,60,1.6789087863263885,2865,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift0,template_phase,0,2,59,1.7934118122360467,2700,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,0,61,241.5577775517085,3225,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,1,60,97.59107765693078,2865,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift1,template_phase,1,2,59,101.06151517540812,2700,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,0,61,23.49018294536511,3225,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,1,60,56.46457410661705,2865,62,dynamic_range,59 60 61,mid_rate
s02e_global_timewalk_drift2,template_phase,2,2,59,69.86477423171674,2700,62,dynamic_range,59 60 61,mid_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,59,7.078153851674825,2700,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,65,4.967066672151237,270,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,58,4.45623339098311,270,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,59,511.83731030618526,2700,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,65,160.4513125984656,270,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,58,382.995040226915,270,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,59,100.94041924013402,2700,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,65,40.60280745268056,270,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,2,58,47.91331750761101,270,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,0,59,1.5975101604916115,2700,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,1,65,1.8658430649800064,270,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift0,template_phase,0,2,58,1.6034201804861277,270,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,0,59,27.807295796077074,2700,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,1,65,82.4219565238649,270,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift1,template_phase,1,2,58,125.19501988378036,270,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,0,59,5.102072422149549,2700,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,1,65,20.629775487269093,270,63,dynamic_range,58 59 65,low_rate
s02e_global_timewalk_drift2,template_phase,2,2,58,16.081260172419572,270,63,dynamic_range,58 59 65,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,0,59,5.595035133044236,2700,65,dynamic_range,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,1,63,4.920595853528289,1323,65,dynamic_range,58 59 63,low_rate
s02e_binned_timewalk_drift0,s02b_template,0,2,58,4.533012724357056,270,65,dynamic_range,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,0,59,287.5416258057144,2700,65,dynamic_range,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,1,63,27.903211928374123,1323,65,dynamic_range,58 59 63,low_rate
s02e_binned_timewalk_drift1,s02b_template,1,2,58,429.8923523673133,270,65,dynamic_range,58 59 63,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,0,59,55.74733791500329,2700,65,dynamic_range,58 59 63,low_rate
s02e_binned_timewalk_drift2,s02b_template,2,1,63,18.964163242425307,1323,65,dynamic_range,58 59 63,low_rate
