stave,bin,n_train_pulses,amp_low_adc,amp_high_adc,seed_cfd20_median_samples,seed_iqr_samples,aligned_cfd20_sigma68_samples,heldout_run,selector,stratum_train_runs,heldout_stratum
B8,0,729,,2397.25,1.7294933333333333,3.1750943396226416,0.8636713454759615,60,dynamic_range,59 61 62,high_rate
B8,1,729,2397.25,3144.75,5.394890510948905,2.4051881706174543,0.06476767325952,60,dynamic_range,59 61 62,high_rate
B8,2,729,3144.75,3905.75,5.42778730703259,1.7386061709633402,0.08523075808823284,60,dynamic_range,59 61 62,high_rate
B8,3,729,3905.75,,5.248499515972894,1.7110671569473386,0.0718103702654372,60,dynamic_range,59 61 62,high_rate
B4,0,699,,1668.125,1.683127572016461,0.3071798481559015,0.8478344207391695,61,dynamic_range,59 60 62,high_rate
B4,1,698,1668.125,2259.5,4.902384042297525,2.859942875928299,0.039018096044632494,61,dynamic_range,59 60 62,high_rate
B4,2,700,2259.5,2676.25,5.03138828517476,1.6875839183296466,0.007257990414804567,61,dynamic_range,59 60 62,high_rate
B4,3,699,2676.25,,4.945925925925926,1.4491689918660744,0.026412847186843107,61,dynamic_range,59 60 62,high_rate
B6,0,699,,1788.75,1.7782894736842105,3.413855886731664,0.8890340214655792,61,dynamic_range,59 60 62,high_rate
B6,1,699,1788.75,2335.25,5.398989898989899,2.7654690918739417,0.06102034234493807,61,dynamic_range,59 60 62,high_rate
B6,2,699,2335.25,2756.75,5.40083945435467,1.924958371709985,0.06696092122968679,61,dynamic_range,59 60 62,high_rate
B6,3,699,2756.75,,5.328952380952381,1.6551350065430492,0.06190064967906779,61,dynamic_range,59 60 62,high_rate
B8,0,699,,2317.375,1.7029026217228465,2.962538950445334,0.17799337522135494,61,dynamic_range,59 60 62,high_rate
B8,1,699,2317.375,3150.75,5.351555136663525,2.616869431025342,0.06014437869430981,61,dynamic_range,59 60 62,high_rate
B8,2,699,3150.75,3957.875,5.3750175438596495,1.8216622387581007,0.0775809078741598,61,dynamic_range,59 60 62,high_rate
B8,3,699,3957.875,,5.231945729263028,1.7261598828514826,0.06748902267091841,61,dynamic_range,59 60 62,high_rate
B4,0,733,,1677.125,1.6855116514690982,0.4121459694989107,0.8486977494914538,62,dynamic_range,59 60 61,mid_rate
B4,1,732,1677.125,2285.75,4.914941207287968,2.8686638489329193,0.03538011668397381,62,dynamic_range,59 60 61,mid_rate
B4,2,731,2285.75,2691.0,5.044423791821561,1.4808915703984495,0.010069316777058291,62,dynamic_range,59 60 61,mid_rate
B4,3,734,2691.0,,4.937436868686868,1.4547541132742041,0.030468805318246223,62,dynamic_range,59 60 61,mid_rate
B6,0,731,,1817.0,1.7623225806451612,3.6344144758048538,0.88041291994041,62,dynamic_range,59 60 61,mid_rate
B6,1,734,1817.0,2396.25,5.361351784245086,2.8535015143330877,0.05515950469699833,62,dynamic_range,59 60 61,mid_rate
B6,2,731,2396.25,2813.5,5.398412698412699,1.8434589987682033,0.06667636046221706,62,dynamic_range,59 60 61,mid_rate
B6,3,734,2813.5,,5.330868951764618,1.6100797481764428,0.06552216521216994,62,dynamic_range,59 60 61,mid_rate
B8,0,733,,2408.125,1.7028491359177953,3.0020653909114676,0.851578990103871,62,dynamic_range,59 60 61,mid_rate
B8,1,731,2408.125,3188.5,5.375044883303411,2.376914087210987,0.06180774204802333,62,dynamic_range,59 60 61,mid_rate
B8,2,733,3188.5,3972.5,5.383889980353635,1.7545584439124706,0.0798272044461372,62,dynamic_range,59 60 61,mid_rate
B8,3,733,3972.5,,5.218136491118728,1.6607042237491347,0.0650870435394101,62,dynamic_range,59 60 61,mid_rate
B4,0,270,,1511.375,1.6847020648967552,1.3288322556413934,0.8486091454723982,63,dynamic_range,58 59 65,low_rate
B4,1,270,1511.375,2058.0,4.882317859445519,2.2764882716194945,0.046796340889951715,63,dynamic_range,58 59 65,low_rate
B4,2,270,2058.0,2507.875,5.053473066185893,1.8189476709286763,0.011490430743387882,63,dynamic_range,58 59 65,low_rate
B4,3,270,2507.875,,5.064555936759453,1.115716138341232,0.014322679349776752,63,dynamic_range,58 59 65,low_rate
B6,0,270,,1581.125,1.7496893876692692,3.2272926151541332,0.8757835903329175,63,dynamic_range,58 59 65,low_rate
B6,1,270,1581.125,2124.25,5.402761994949495,2.5105175742671193,0.05873410675290901,63,dynamic_range,58 59 65,low_rate
B6,2,270,2124.25,2579.625,5.4115738449170045,2.4329601559382414,0.06657367797094751,63,dynamic_range,58 59 65,low_rate
B6,3,270,2579.625,,5.484947270767678,1.7024032225606134,0.08105713239630921,63,dynamic_range,58 59 65,low_rate
B8,0,270,,2152.875,1.7012444962444964,4.11470767759909,,63,dynamic_range,58 59 65,low_rate
B8,1,270,2152.875,3037.0,5.402077260338903,2.487274078874845,0.0636732141974235,63,dynamic_range,58 59 65,low_rate
B8,2,270,3037.0,3739.0,5.377189376947375,1.8922551843568904,0.0767963548969503,63,dynamic_range,58 59 65,low_rate
B8,3,270,3739.0,,5.354538088232065,1.6512111442502986,0.08758411766014751,63,dynamic_range,58 59 65,low_rate
B4,0,358,,1511.0,1.6874746520020623,0.46068317143676646,0.8497614173092186,65,dynamic_range,58 59 63,low_rate
B4,1,357,1511.0,2063.5,4.796205962059621,2.4606049789492954,0.06424054241630207,65,dynamic_range,58 59 63,low_rate
B4,2,358,2063.5,2497.75,5.011885416551005,1.7623824733490872,0.004188631279507931,65,dynamic_range,58 59 63,low_rate
B4,3,358,2497.75,,5.048681194852094,1.113518420484593,0.011333416046824798,65,dynamic_range,58 59 63,low_rate
B6,0,358,,1586.25,1.775623277949403,3.508499124087894,0.8878510156538163,65,dynamic_range,58 59 63,low_rate
B6,1,357,1586.25,2131.5,5.385220125786163,2.707240767618126,0.057785993662334764,65,dynamic_range,58 59 63,low_rate
B6,2,358,2131.5,2583.25,5.3442246684476675,2.3717805826807394,0.05814025097700426,65,dynamic_range,58 59 63,low_rate
B6,3,358,2583.25,,5.452713905640115,1.6921240153797081,0.07636761866757291,65,dynamic_range,58 59 63,low_rate
B8,0,358,,2227.0,1.703787825017153,3.8605404371654326,0.1768736760896215,65,dynamic_range,58 59 63,low_rate
B8,1,357,2227.0,3062.5,5.380354706684857,2.7416260162601627,0.0636186942712382,65,dynamic_range,58 59 63,low_rate
B8,2,358,3062.5,3785.75,5.294702602123074,1.8000822679361013,0.06228899152758102,65,dynamic_range,58 59 63,low_rate
B8,3,358,3785.75,,5.302778954668684,1.6715817375837407,0.08155655808674936,65,dynamic_range,58 59 63,low_rate
