stratum,subset,definition,method,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
pileup_or_multihit,in_stratum,multiplicity>=2,old_power_law,27765,-0.4257165306267681,0.5848439338093204,12.3426321698782,"[0.5715160888918651, 0.601864391386434]","[-0.459000883148324, -0.3932234150238254]","[11.643938205181728, 13.309594666581969]"
pileup_or_multihit,in_stratum,multiplicity>=2,geant4_birks_lookup,27765,-0.0194332312311095,0.1259451554158297,3.168267493943049,"[0.1095536528163852, 0.14222525774097294]","[-0.023165725535820362, -0.017357716617996594]","[3.0953402295168404, 3.27411479325264]"
pileup_or_multihit,in_stratum,multiplicity>=2,ridge,27765,-0.0351371621211483,0.209767852608789,3.3619866178851097,"[0.20201715989991112, 0.22389925522675086]","[-0.03936876060604339, -0.030638391942473392]","[3.188809927044544, 3.6381650263818424]"
pileup_or_multihit,in_stratum,multiplicity>=2,gradient_boosted_trees,27765,-0.1266767286089413,0.1887549968353803,3.925942109015575,"[0.1829821630055783, 0.1980035710348969]","[-0.13777600471105897, -0.11758982625313047]","[3.656977512766091, 4.340577361091533]"
pileup_or_multihit,in_stratum,multiplicity>=2,mlp,27765,-0.2409398889180828,0.6468329852809045,12.448805460277972,"[0.589392803644973, 0.7673809515499316]","[-0.3368141897185986, -0.1992198157066367]","[11.307388494139753, 15.048739392696248]"
pileup_or_multihit,in_stratum,multiplicity>=2,1d_cnn,27765,0.0168557359076331,0.4268211403127335,8.080130860869188,"[0.422897693841899, 0.43316400606341016]","[-0.10572977704805499, 0.07174382066593057]","[7.918972287381696, 8.428984850215286]"
pileup_or_multihit,in_stratum,multiplicity>=2,transformer,27765,0.0077663803267911,0.2618340997422503,4.213490026977243,"[0.25763666467369345, 0.26990773337908164]","[-0.013117934386905701, 0.02680322685258741]","[4.050929366051384, 4.5109974295893585]"
pileup_or_multihit,in_stratum,multiplicity>=2,physics_residual_mlp,27765,-0.0816688707725068,0.1814972322354478,3.578344770681654,"[0.17433938034051139, 0.18523250083387616]","[-0.09523960608294, -0.05566452117404068]","[3.3460474968764906, 3.788408110257323]"
pileup_or_multihit,complement,multiplicity>=2,old_power_law,305087,-0.2879412798008673,0.4548901497508953,7.455104772772579,"[0.4403782724268517, 0.5037999745353053]","[-0.3488968159757149, -0.08463186158649308]","[6.892340282977098, 7.916098525022685]"
pileup_or_multihit,complement,multiplicity>=2,geant4_birks_lookup,305087,-0.0236196263541497,0.0391404594434815,0.8926110492443203,"[0.03761871415330434, 0.04033562694130592]","[-0.027605752895455294, -0.01841638131231635]","[0.8269561816103187, 0.9674461852231981]"
pileup_or_multihit,complement,multiplicity>=2,ridge,305087,-0.0229768913167719,0.0930544175945583,1.2339030263873665,"[0.0856548205558759, 0.10674903793181413]","[-0.035409710514806736, -0.0026422620012394654]","[1.1864162698035923, 1.2985566980202379]"
pileup_or_multihit,complement,multiplicity>=2,gradient_boosted_trees,305087,-0.01365533930026,0.0503092816920899,0.7368751062091062,"[0.045199232363622166, 0.05717258417601105]","[-0.018462049350642513, -0.001352275056215868]","[0.6598659951562215, 0.8004538566200565]"
pileup_or_multihit,complement,multiplicity>=2,mlp,305087,-0.5913196640061311,0.6933493837240131,10.4494758329346,"[0.6858774212785133, 0.7003189282344624]","[-0.6044313246991944, -0.579593356533122]","[8.988623335967768, 11.401672358126786]"
pileup_or_multihit,complement,multiplicity>=2,1d_cnn,305087,-0.1799527323962544,0.2520684514311994,3.4782456437304545,"[0.23876221252385513, 0.27352140971105476]","[-0.18906765058131497, -0.16158577684978764]","[3.078284561993452, 3.7692254050899794]"
pileup_or_multihit,complement,multiplicity>=2,transformer,305087,0.0345284751396714,0.122393704245988,1.72120156048076,"[0.11850433684169161, 0.13283881058129418]","[0.013474267164862361, 0.04466095641271145]","[1.535337938510613, 1.8529108390677216]"
pileup_or_multihit,complement,multiplicity>=2,physics_residual_mlp,305087,-0.0132244710264779,0.0520484269016068,0.8215492898076232,"[0.04672689013345028, 0.06024757307384353]","[-0.02017129771939623, 0.0017394752187721236]","[0.7813574185368177, 0.8667533693015287]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,old_power_law,166426,-0.2820417382316657,0.3584205021099503,6.252696956190637,"[0.34290174451204264, 0.37614552191398004]","[-0.3074581710009699, -0.22993975548016796]","[5.654111124698844, 6.916316848386459]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,geant4_birks_lookup,166426,-0.0232582648913174,0.0332155477031802,1.1234949091217272,"[0.03250552055848135, 0.03443589382330298]","[-0.0248033497084547, -0.02167187106494793]","[0.8451225693479013, 1.4746988331851631]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,ridge,166426,-0.0394001519071795,0.0958189025472328,1.6423075083074463,"[0.09191884803046195, 0.10410054645908932]","[-0.05033570123405246, -0.012708502343790735]","[1.4576345130143895, 1.875997477036106]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,gradient_boosted_trees,166426,-0.0112912017780001,0.0348711595059882,1.0569551622825242,"[0.028877817056026156, 0.04781885728491325]","[-0.013936069670823913, -0.00815142819040338]","[0.7890335863534655, 1.3888303393781456]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,mlp,166426,-0.6822187611577146,0.7173325775476099,11.996740957878638,"[0.7112696657418622, 0.7230460370229627]","[-0.6947216260341251, -0.6616062492746808]","[11.168111344703892, 12.678015888967202]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,1d_cnn,166426,-0.2060958155164708,0.2737757520788408,4.453305013782684,"[0.26298178997286864, 0.28614125304740706]","[-0.2162502377865869, -0.1891002892371267]","[4.121722159565226, 4.735471055030292]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,transformer,166426,-0.0900600257077455,0.1248709811068129,2.247940976028807,"[0.11978640610636017, 0.12878485633983405]","[-0.10102833699966643, -0.0745846028404603]","[2.0915973763313658, 2.451352278856396]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,physics_residual_mlp,166426,-0.0210706445105919,0.0622024588317416,1.2982256293215422,"[0.048004258577585286, 0.08583672615163856]","[-0.025550899334769336, -0.011431777040745699]","[1.036257774771193, 1.642454768021922]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,old_power_law,166426,-0.3719740622680486,0.8707426404055403,9.472903202483709,"[0.4862340796790986, 1.5591095159944792]","[-0.41288534915800723, 0.6798372345417294]","[9.004031627756557, 9.830810861406421]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,geant4_birks_lookup,166426,-0.022080016512918,0.0485840440679428,1.04137701083147,"[0.04742438981489519, 0.05024996920947048]","[-0.03588771919042605, -0.0132081546014453]","[0.9545622950189157, 1.1054926336877537]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,ridge,166426,-0.0075894754954743,0.1002927714961079,1.1805286534522696,"[0.07645159993368812, 0.14943938564553091]","[-0.018470217458598146, 0.015584208479811628]","[1.1090663731918784, 1.2656372522354227]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,gradient_boosted_trees,166426,-0.0247772895534664,0.0695668024505433,0.9488299805727688,"[0.06434178729574903, 0.07960061699639095]","[-0.031007239682549956, 0.013704191157039768]","[0.793566956692863, 1.0661479420733981]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,mlp,166426,-0.5374051119738328,0.5838654659153723,9.235760676764606,"[0.5781355084912932, 0.5978910513914566]","[-0.5469121286654002, -0.5154340255431719]","[7.64906751327382, 10.626538822643763]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,1d_cnn,166426,-0.1465297616924538,0.2464075170264099,3.2709229437529546,"[0.22278897230443612, 0.29567803634622436]","[-0.16077777840761234, -0.11877669866935724]","[2.8366371513693083, 3.617910453099799]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,transformer,166426,0.0800785990198495,0.1317726204635887,1.610252882391253,"[0.11111230801689947, 0.18504521481171518]","[0.07222735218132166, 0.09394301029876355]","[1.507653077438441, 1.6975279553162486]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,physics_residual_mlp,166426,-0.0054684779845652,0.0565330784459884,0.8047916320289342,"[0.05002709376373106, 0.06842575379760395]","[-0.01444083147561749, 0.009667026225732778]","[0.7528243719621585, 0.8525136228207222]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,old_power_law,15256,-0.4507838447489689,0.6275707704570912,13.61715436995165,"[0.6139765502036302, 0.6472596288713355]","[-0.4853239161379142, -0.38641988696625995]","[12.718790188009205, 14.453408767558523]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,geant4_birks_lookup,15256,-0.0170259586431105,0.1166683814900125,3.08324219733879,"[0.1032258569598724, 0.1314933072410294]","[-0.01962617071437729, -0.015245344773545798]","[2.859984098371692, 3.236370458783625]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,ridge,15256,-0.0618741111211354,0.2189527439440625,3.5783357692954,"[0.2079532273959501, 0.22728838165844087]","[-0.06629654441187906, -0.05785165993261102]","[3.397080825681102, 3.746888776943478]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,gradient_boosted_trees,15256,-0.1508202227446395,0.2194454229827088,4.704388748658747,"[0.20667145861825814, 0.23512275386847895]","[-0.16219309022276995, -0.13590761134656448]","[4.3751066095712465, 5.0911412335352795]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,mlp,15256,-0.0456019488674099,0.6502706175081052,10.84984175008302,"[0.5910522253305983, 0.706987526627553]","[-0.22470922472417124, 0.03729746112654598]","[10.370576645766647, 11.947242622054178]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,1d_cnn,15256,0.2917908205854982,0.5186626333142256,7.854017924743864,"[0.4931733600526049, 0.5514586392306028]","[0.22447979701852694, 0.32478666314911325]","[7.618315195367456, 8.054762453787502]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,transformer,15256,0.0564152915079173,0.2613034146538513,3.915439042554977,"[0.24035274751102587, 0.29002631722801936]","[0.01099605603127798, 0.07848109778391195]","[3.7707376761500604, 4.126547560878083]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,physics_residual_mlp,15256,-0.075141520989042,0.1909285877964394,3.684781819387585,"[0.18104163734693327, 0.1972579987003855]","[-0.08352313116818637, -0.05864691541303765]","[3.387132238962629, 3.890806107951579]"
late_pulse_shape,complement,deepest selected B stave index>=2,old_power_law,317596,-0.293097618031701,0.4570186592470168,7.586384667752597,"[0.44132280777023714, 0.54921539835394]","[-0.3519120461766339, -0.09272467195434442]","[7.072052279079598, 8.014758495058036]"
late_pulse_shape,complement,deepest selected B stave index>=2,geant4_birks_lookup,317596,-0.0236498190460866,0.0397986522320306,0.9863254927251294,"[0.03841009716921187, 0.04110813624084088]","[-0.027378576815297567, -0.018310242269941965]","[0.8954943698198714, 1.109133583381609]"
late_pulse_shape,complement,deepest selected B stave index>=2,ridge,317596,-0.0225233364748014,0.0945829074050196,1.307328305648219,"[0.08618816668678127, 0.11298693930849207]","[-0.034154846842758935, 0.004122997650508571]","[1.2328205849230303, 1.4274444002178093]"
late_pulse_shape,complement,deepest selected B stave index>=2,gradient_boosted_trees,317596,-0.0150336261114324,0.0527643439967306,0.8250879842167316,"[0.047244676097505184, 0.06098434691157359]","[-0.019382492472299843, -0.005600563204803554]","[0.7553254634262603, 0.8944596296982382]"
late_pulse_shape,complement,deepest selected B stave index>=2,mlp,317596,-0.5878149194947326,0.692839026313859,10.605030073766263,"[0.6858021497885253, 0.7009184932039243]","[-0.5990451745676695, -0.5740790480632966]","[9.304325319792284, 11.611473861044617]"
late_pulse_shape,complement,deepest selected B stave index>=2,1d_cnn,317596,-0.1830085195022334,0.2601811002040852,3.670359401884576,"[0.2423484412306757, 0.28309370353145186]","[-0.19117103546279654, -0.16827169456052363]","[3.320550513503506, 3.899320038631721]"
late_pulse_shape,complement,deepest selected B stave index>=2,transformer,317596,0.0313593603452296,0.1246942558156455,1.833681258731842,"[0.11914835537330555, 0.136980728555582]","[0.004279519040034366, 0.042323022765232275]","[1.7198144388634244, 1.9365559011798037]"
late_pulse_shape,complement,deepest selected B stave index>=2,physics_residual_mlp,317596,-0.0138158099381375,0.0549406389510506,0.925017063505011,"[0.048211893670596466, 0.0654453713303237]","[-0.020364217530512027, -0.0029843677071929088]","[0.8572131168027032, 1.0490899865906502]"
