method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,table,candidate,alpha,fold,n_features
of_2_10,2.0,train,10350,-3.300634219909341,3.4288018806301928,3.869388630898835,0.16367149758454105,149.79238196426945,11.98671157279848,63,traditional_scan,,,,
of_2_10,2.0,heldout,1110,-3.3813170172097795,3.6073593140869273,3.8765178643661042,0.16576576576576577,1.0079175322038687,2.665658918635515,63,traditional_scan,,,,
of_3_11,2.0,train,10350,-3.46906650505629,3.4296361518044467,3.8834200380335706,0.16067632850241545,5.121570492858846,12.078206345052873,63,traditional_scan,,,,
of_3_11,2.0,heldout,1110,-3.7668975535969977,3.5823342196157366,3.8712485166093074,0.17747747747747747,1.1992509005987146,3.0432883249000042,63,traditional_scan,,,,
,,,2799,,2.079474474593261,,,,,63,analytic_cv,amp_only,0.0,0.0,6.0
,,,2841,,1.3118530573580798,,,,,63,analytic_cv,amp_only,0.0,1.0,6.0
,,,4710,,1.359813484566188,,,,,63,analytic_cv,amp_only,0.0,2.0,6.0
,,,0,,1.5837136721725098,,,,,63,analytic_cv,amp_only,0.0,-1.0,6.0
,,,2799,,2.0800095871224706,,,,,63,analytic_cv,amp_only,0.01,0.0,6.0
,,,2841,,1.3119927562080873,,,,,63,analytic_cv,amp_only,0.01,1.0,6.0
,,,4710,,1.3598190404952084,,,,,63,analytic_cv,amp_only,0.01,2.0,6.0
,,,0,,1.5839404612752555,,,,,63,analytic_cv,amp_only,0.01,-1.0,6.0
,,,2799,,2.0867398326847537,,,,,63,analytic_cv,amp_only,0.1,0.0,6.0
,,,2841,,1.318502185208444,,,,,63,analytic_cv,amp_only,0.1,1.0,6.0
,,,4710,,1.372064019623614,,,,,63,analytic_cv,amp_only,0.1,2.0,6.0
,,,0,,1.592435345838937,,,,,63,analytic_cv,amp_only,0.1,-1.0,6.0
,,,2799,,2.0877272665433426,,,,,63,analytic_cv,amp_only,1.0,0.0,6.0
,,,2841,,1.3373142763537742,,,,,63,analytic_cv,amp_only,1.0,1.0,6.0
,,,4710,,1.4196131964081558,,,,,63,analytic_cv,amp_only,1.0,2.0,6.0
,,,0,,1.6148849131017575,,,,,63,analytic_cv,amp_only,1.0,-1.0,6.0
,,,2799,,2.088558874994343,,,,,63,analytic_cv,amp_only,10.0,0.0,6.0
,,,2841,,1.3269634578948077,,,,,63,analytic_cv,amp_only,10.0,1.0,6.0
,,,4710,,1.4274822058705334,,,,,63,analytic_cv,amp_only,10.0,2.0,6.0
,,,0,,1.614334846253228,,,,,63,analytic_cv,amp_only,10.0,-1.0,6.0
,,,2799,,2.0519315382771546,,,,,63,analytic_cv,amp_only,100.0,0.0,6.0
,,,2841,,1.2792642510676768,,,,,63,analytic_cv,amp_only,100.0,1.0,6.0
,,,4710,,1.3623572928624352,,,,,63,analytic_cv,amp_only,100.0,2.0,6.0
,,,0,,1.5645176940690888,,,,,63,analytic_cv,amp_only,100.0,-1.0,6.0
,,,2799,,2.105369584714759,,,,,63,analytic_cv,amp_rise_shape,0.0,0.0,14.0
,,,2841,,1.3356579136629105,,,,,63,analytic_cv,amp_rise_shape,0.0,1.0,14.0
,,,4710,,1.3933540232105364,,,,,63,analytic_cv,amp_rise_shape,0.0,2.0,14.0
,,,0,,1.6114605071960686,,,,,63,analytic_cv,amp_rise_shape,0.0,-1.0,14.0
,,,2799,,2.110015005026797,,,,,63,analytic_cv,amp_rise_shape,0.01,0.0,14.0
,,,2841,,1.3335369760503546,,,,,63,analytic_cv,amp_rise_shape,0.01,1.0,14.0
,,,4710,,1.3924277297895717,,,,,63,analytic_cv,amp_rise_shape,0.01,2.0,14.0
,,,0,,1.6119932369555743,,,,,63,analytic_cv,amp_rise_shape,0.01,-1.0,14.0
,,,2799,,2.108845202257013,,,,,63,analytic_cv,amp_rise_shape,0.1,0.0,14.0
,,,2841,,1.3279422084804748,,,,,63,analytic_cv,amp_rise_shape,0.1,1.0,14.0
,,,4710,,1.4014583863077115,,,,,63,analytic_cv,amp_rise_shape,0.1,2.0,14.0
,,,0,,1.6127485990150665,,,,,63,analytic_cv,amp_rise_shape,0.1,-1.0,14.0
,,,2799,,2.1122108752519884,,,,,63,analytic_cv,amp_rise_shape,1.0,0.0,14.0
,,,2841,,1.344181674470907,,,,,63,analytic_cv,amp_rise_shape,1.0,1.0,14.0
,,,4710,,1.4351683879835664,,,,,63,analytic_cv,amp_rise_shape,1.0,2.0,14.0
,,,0,,1.6305203125688206,,,,,63,analytic_cv,amp_rise_shape,1.0,-1.0,14.0
,,,2799,,2.118758718070428,,,,,63,analytic_cv,amp_rise_shape,10.0,0.0,14.0
,,,2841,,1.3398952258140828,,,,,63,analytic_cv,amp_rise_shape,10.0,1.0,14.0
,,,4710,,1.4498983114311348,,,,,63,analytic_cv,amp_rise_shape,10.0,2.0,14.0
,,,0,,1.6361840851052154,,,,,63,analytic_cv,amp_rise_shape,10.0,-1.0,14.0
,,,2799,,2.0835677431881305,,,,,63,analytic_cv,amp_rise_shape,100.0,0.0,14.0
,,,2841,,1.3105524744078791,,,,,63,analytic_cv,amp_rise_shape,100.0,1.0,14.0
,,,4710,,1.423762815292332,,,,,63,analytic_cv,amp_rise_shape,100.0,2.0,14.0
,,,0,,1.6059610109627807,,,,,63,analytic_cv,amp_rise_shape,100.0,-1.0,14.0
,,,2799,,2.2204631959002707,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0
,,,2841,,1.4906904326478112,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0
,,,4710,,1.4881385969759684,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0
,,,0,,1.7330974085080169,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0
,,,2799,,2.225495597329197,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0
,,,2841,,1.4836045118396477,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0
,,,4710,,1.5020258494077336,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0
,,,0,,1.737041986192193,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0
,,,2799,,2.2240578484100006,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0
,,,2841,,1.472673290113959,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0
,,,4710,,1.498892725914179,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0
,,,0,,1.7318746214793794,,,,,63,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0
,,,2799,,2.199394331365794,,,,,63,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0
,,,2841,,1.4450803995637258,,,,,63,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0
,,,4710,,1.4914778276060696,,,,,63,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0
,,,0,,1.7119841861785299,,,,,63,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0
,,,2799,,2.2149092061194624,,,,,63,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0
,,,2841,,1.4150902936442646,,,,,63,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0
,,,4710,,1.4889043409385447,,,,,63,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0
,,,0,,1.7063012802340907,,,,,63,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0
,,,2799,,2.1956504277507682,,,,,63,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0
,,,2841,,1.4049052536439075,,,,,63,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0
,,,4710,,1.50098783068704,,,,,63,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0
,,,0,,1.7005145040272385,,,,,63,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0
le500,2.0,train,11262,-1.3356114401036336,4.1728426264554965,6.916718440520688,0.21248446101935714,218.7025520067009,1.3548904161779425,65,traditional_scan,,,,
le500,2.0,heldout,198,-2.0493670935837667,3.9726274193107756,4.010145019658937,0.20707070707070707,2.0979210883854167,0.8406468781894344,65,traditional_scan,,,,
cfd10,2.0,train,11262,-2.7079688275300775,3.2322543162531985,6.841240621584095,0.04519623512697567,273.6532294360862,21.424576538294964,65,traditional_scan,,,,
cfd10,2.0,heldout,198,-3.4451008565078567,3.0629045253402962,2.8649239922136607,0.03535353535353535,1.1495007250301263,1.5453931014483553,65,traditional_scan,,,,
cfd20,2.0,train,11262,-2.7866963126832403,3.1489177557334376,6.247918260868378,0.05753862546616942,361.29870828288836,17.30763822934271,65,traditional_scan,,,,
cfd20,2.0,heldout,198,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005,65,traditional_scan,,,,
cfd30,2.0,train,11262,-2.6830112627752634,3.248187916243043,6.328506642476719,0.09021488190374712,271.3869670900939,16.287136310699232,65,traditional_scan,,,,
cfd30,2.0,heldout,198,-3.303444011390951,2.988227268470215,2.7679334036667225,0.08080808080808081,1.2908880161954148,1.0905007353696827,65,traditional_scan,,,,
cfd40,2.0,train,11262,-2.448163958119716,3.4136074578117164,6.415150230528003,0.11489966258213462,248.6589576820768,11.404008852105385,65,traditional_scan,,,,
cfd40,2.0,heldout,198,-2.979142680863422,3.0263353811180798,2.923553927326153,0.09090909090909091,1.392925810942965,1.137858004022677,65,traditional_scan,,,,
cfd50,2.0,train,11262,-2.1280167011408437,3.5994037050294807,6.973273415571774,0.14544485881726157,171.37657259508964,7.385776523490411,65,traditional_scan,,,,
cfd50,2.0,heldout,198,-2.938161358114286,3.273311768824813,3.1056200609006472,0.12626262626262627,1.5463930561857002,1.1306562062080958,65,traditional_scan,,,,
template_phase,2.0,train,11262,-3.8304301157923035,2.777183911488386,3.3235671374540225,0.09802876931273309,1.318892550999361,138.15324583473227,65,traditional_scan,,,,
template_phase,2.0,heldout,198,-3.8304301157923035,2.889152765080617,2.576694889725475,0.050505050505050504,0.4426909975832632,3.2136307740985623,65,traditional_scan,,,,
of_1_9,2.0,train,11262,-3.273199167148686,3.422784090209985,3.840927486580187,0.15920795595808915,164.20242358035844,15.053679629337346,65,traditional_scan,,,,
of_1_9,2.0,heldout,198,-2.744638941322247,3.362250551988985,3.153961829364481,0.15151515151515152,2.507998112763741,1.5492591909660445,65,traditional_scan,,,,
of_2_10,2.0,train,11262,-3.4148927818938155,3.4627347908471675,3.8873967685811786,0.16524595986503285,135.12579428110186,14.321671899119309,65,traditional_scan,,,,
of_2_10,2.0,heldout,198,-2.844350996627089,3.5432740334312633,3.284118018890215,0.15151515151515152,0.700110842364047,1.3587431175245013,65,traditional_scan,,,,
of_3_11,2.0,train,11262,-3.5940102117290706,3.452368627838441,3.9000457657727643,0.16577872491564552,6.060366929639311,14.089696275899165,65,traditional_scan,,,,
of_3_11,2.0,heldout,198,-3.344046788509626,3.3185763785031255,2.9804589483669663,0.10101010101010101,1.5138929387842701,1.7723133456134406,65,traditional_scan,,,,
,,,3018,,2.089286103560495,,,,,65,analytic_cv,amp_only,0.0,0.0,6.0
,,,3534,,1.3862054956961143,,,,,65,analytic_cv,amp_only,0.0,1.0,6.0
,,,4710,,1.3868082796168753,,,,,65,analytic_cv,amp_only,0.0,2.0,6.0
,,,0,,1.6207666262911615,,,,,65,analytic_cv,amp_only,0.0,-1.0,6.0
,,,3018,,2.0901150579694368,,,,,65,analytic_cv,amp_only,0.01,0.0,6.0
,,,3534,,1.3867568665053154,,,,,65,analytic_cv,amp_only,0.01,1.0,6.0
,,,4710,,1.3865982866871276,,,,,65,analytic_cv,amp_only,0.01,2.0,6.0
,,,0,,1.62115673705396,,,,,65,analytic_cv,amp_only,0.01,-1.0,6.0
,,,3018,,2.099493374005266,,,,,65,analytic_cv,amp_only,0.1,0.0,6.0
,,,3534,,1.3904375964576863,,,,,65,analytic_cv,amp_only,0.1,1.0,6.0
,,,4710,,1.3831895998205652,,,,,65,analytic_cv,amp_only,0.1,2.0,6.0
,,,0,,1.6243735234278391,,,,,65,analytic_cv,amp_only,0.1,-1.0,6.0
,,,3018,,2.08508183978908,,,,,65,analytic_cv,amp_only,1.0,0.0,6.0
,,,3534,,1.3971385127048899,,,,,65,analytic_cv,amp_only,1.0,1.0,6.0
,,,4710,,1.4457363253344258,,,,,65,analytic_cv,amp_only,1.0,2.0,6.0
,,,0,,1.6426522259427987,,,,,65,analytic_cv,amp_only,1.0,-1.0,6.0
,,,3018,,2.0943819077527817,,,,,65,analytic_cv,amp_only,10.0,0.0,6.0
,,,3534,,1.3862486838786658,,,,,65,analytic_cv,amp_only,10.0,1.0,6.0
,,,4710,,1.4588786354608059,,,,,65,analytic_cv,amp_only,10.0,2.0,6.0
,,,0,,1.646503075697418,,,,,65,analytic_cv,amp_only,10.0,-1.0,6.0
,,,3018,,2.0629554268616057,,,,,65,analytic_cv,amp_only,100.0,0.0,6.0
,,,3534,,1.3330035046979343,,,,,65,analytic_cv,amp_only,100.0,1.0,6.0
,,,4710,,1.415007211935843,,,,,65,analytic_cv,amp_only,100.0,2.0,6.0
,,,0,,1.6036553811651277,,,,,65,analytic_cv,amp_only,100.0,-1.0,6.0
,,,3018,,2.0525031562214493,,,,,65,analytic_cv,amp_rise_shape,0.0,0.0,14.0
,,,3534,,1.4060881401604317,,,,,65,analytic_cv,amp_rise_shape,0.0,1.0,14.0
,,,4710,,1.425086591531612,,,,,65,analytic_cv,amp_rise_shape,0.0,2.0,14.0
,,,0,,1.6278926293044975,,,,,65,analytic_cv,amp_rise_shape,0.0,-1.0,14.0
,,,3018,,2.0493928474999166,,,,,65,analytic_cv,amp_rise_shape,0.01,0.0,14.0
,,,3534,,1.4069856281281368,,,,,65,analytic_cv,amp_rise_shape,0.01,1.0,14.0
,,,4710,,1.4255226707432886,,,,,65,analytic_cv,amp_rise_shape,0.01,2.0,14.0
,,,0,,1.6273003821237806,,,,,65,analytic_cv,amp_rise_shape,0.01,-1.0,14.0
,,,3018,,2.0439710337037886,,,,,65,analytic_cv,amp_rise_shape,0.1,0.0,14.0
,,,3534,,1.4017303307974647,,,,,65,analytic_cv,amp_rise_shape,0.1,1.0,14.0
,,,4710,,1.4299196101569058,,,,,65,analytic_cv,amp_rise_shape,0.1,2.0,14.0
,,,0,,1.6252069915527196,,,,,65,analytic_cv,amp_rise_shape,0.1,-1.0,14.0
,,,3018,,2.0397377458035058,,,,,65,analytic_cv,amp_rise_shape,1.0,0.0,14.0
,,,3534,,1.406528126602622,,,,,65,analytic_cv,amp_rise_shape,1.0,1.0,14.0
,,,4710,,1.4489374604761096,,,,,65,analytic_cv,amp_rise_shape,1.0,2.0,14.0
,,,0,,1.6317344442940793,,,,,65,analytic_cv,amp_rise_shape,1.0,-1.0,14.0
,,,3018,,2.0339156641962224,,,,,65,analytic_cv,amp_rise_shape,10.0,0.0,14.0
,,,3534,,1.4130907539869073,,,,,65,analytic_cv,amp_rise_shape,10.0,1.0,14.0
,,,4710,,1.4696240318890652,,,,,65,analytic_cv,amp_rise_shape,10.0,2.0,14.0
,,,0,,1.6388768166907317,,,,,65,analytic_cv,amp_rise_shape,10.0,-1.0,14.0
,,,3018,,2.0233490282388593,,,,,65,analytic_cv,amp_rise_shape,100.0,0.0,14.0
,,,3534,,1.3821377200400486,,,,,65,analytic_cv,amp_rise_shape,100.0,1.0,14.0
,,,4710,,1.4467926200691121,,,,,65,analytic_cv,amp_rise_shape,100.0,2.0,14.0
,,,0,,1.6174264561160066,,,,,65,analytic_cv,amp_rise_shape,100.0,-1.0,14.0
,,,3018,,2.2031482683897132,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0
,,,3534,,1.480785974839865,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0
,,,4710,,1.5146222071957536,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0
,,,0,,1.7328521501417775,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0
,,,3018,,2.2113564245402517,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0
,,,3534,,1.4860413700060389,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0
,,,4710,,1.5402855233865869,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0
,,,0,,1.745894439310959,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0
,,,3018,,2.211284343590514,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0
,,,3534,,1.4903726813921996,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0
,,,4710,,1.5402076085789473,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0
,,,0,,1.7472882111872206,,,,,65,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0
,,,3018,,2.202756121186838,,,,,65,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0
,,,3534,,1.4571130972263746,,,,,65,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0
,,,4710,,1.520028570326622,,,,,65,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0
,,,0,,1.7266325962466116,,,,,65,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0
,,,3018,,2.1810638914558145,,,,,65,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0
,,,3534,,1.4481981465730909,,,,,65,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0
,,,4710,,1.5202495017176407,,,,,65,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0
,,,0,,1.7165038465821818,,,,,65,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0
,,,3018,,2.1465804528036956,,,,,65,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0
,,,3534,,1.4513754881771217,,,,,65,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0
,,,4710,,1.535655700611709,,,,,65,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0
,,,0,,1.7112038805308423,,,,,65,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0
