axis,axis_label,level,method,n,bias_ns,sigma68_ns,shape_residual_proxy_median,tail_fraction_abs_gt_5ns
energy_bin,energy transfer,q3,1d_cnn,1472,1.6602114700589468,4.839034167980236,0.08236743622141823,0.32133152173913043
energy_bin,energy transfer,q3,derivative_gate_transformer_new,1472,-0.7126149908470856,4.8538197825075,0.08236743622141823,0.311820652173913
energy_bin,energy transfer,q3,compact_waveform_transformer,1472,0.968143589533141,6.200242652806034,0.08236743622141823,0.436820652173913
energy_bin,energy transfer,q4_high,traditional_cfd_template_derivative,1120,0.24338151390699453,0.9557849727250792,0.18697575944359263,0.0
energy_bin,energy transfer,q4_high,gradient_boosted_trees,1120,-0.3851264993457244,3.401498420464608,0.18697575944359263,0.19642857142857142
energy_bin,energy transfer,q4_high,ridge,1120,-0.6106836774892099,3.909704315239044,0.18697575944359263,0.21964285714285714
energy_bin,energy transfer,q4_high,mlp,1120,-0.5622669628165289,3.9975045138691323,0.18697575944359263,0.25357142857142856
energy_bin,energy transfer,q4_high,1d_cnn,1120,-0.7919869925004788,5.179445115887912,0.18697575944359263,0.34285714285714286
energy_bin,energy transfer,q4_high,derivative_gate_transformer_new,1120,-2.487925859198339,5.192423659422481,0.18697575944359263,0.36339285714285713
energy_bin,energy transfer,q4_high,compact_waveform_transformer,1120,-4.003491778385492,5.3842377995786475,0.18697575944359263,0.47946428571428573
pedestal_memory_bin,pretrigger pedestal memory,high,traditional_cfd_template_derivative,1831,0.0888565392746461,0.940262022545584,0.18633666414951605,0.0
pedestal_memory_bin,pretrigger pedestal memory,high,gradient_boosted_trees,1831,-0.5998263658774903,3.336361937399981,0.18633666414951605,0.1709448388858547
pedestal_memory_bin,pretrigger pedestal memory,high,mlp,1831,-1.451973613178005,4.162484411748604,0.18633666414951605,0.2654287274713271
pedestal_memory_bin,pretrigger pedestal memory,high,ridge,1831,-0.9988234666689272,4.376079981896122,0.18633666414951605,0.2807209175314036
pedestal_memory_bin,pretrigger pedestal memory,high,derivative_gate_transformer_new,1831,-2.34263200202971,5.209334271609527,0.18633666414951605,0.4145275805570726
pedestal_memory_bin,pretrigger pedestal memory,high,compact_waveform_transformer,1831,-3.461420999612024,5.878732664672764,0.18633666414951605,0.488803932277444
pedestal_memory_bin,pretrigger pedestal memory,high,1d_cnn,1831,-0.1074622890216332,7.392134499451675,0.18633666414951605,0.4975423265974877
pedestal_memory_bin,pretrigger pedestal memory,low,traditional_cfd_template_derivative,1839,0.2685809726142949,0.8912711962905933,0.13765777606165924,0.0
pedestal_memory_bin,pretrigger pedestal memory,low,gradient_boosted_trees,1839,-0.3342107152241786,3.582015982344534,0.13765777606165924,0.17183251767264818
pedestal_memory_bin,pretrigger pedestal memory,low,ridge,1839,-0.4330542378172985,3.755945895214145,0.13765777606165924,0.20663404023926046
pedestal_memory_bin,pretrigger pedestal memory,low,mlp,1839,-0.5091971445360945,4.260987976233932,0.13765777606165924,0.24850462207721588
pedestal_memory_bin,pretrigger pedestal memory,low,derivative_gate_transformer_new,1839,-0.9323570286839792,4.471240961953692,0.13765777606165924,0.26916802610114193
pedestal_memory_bin,pretrigger pedestal memory,low,1d_cnn,1839,0.44173952688209,4.537387244855659,0.13765777606165924,0.28874388254486133
pedestal_memory_bin,pretrigger pedestal memory,low,compact_waveform_transformer,1839,1.0041533650915166,5.878441572357387,0.13765777606165924,0.41435562805872755
pedestal_memory_bin,pretrigger pedestal memory,mid,traditional_cfd_template_derivative,1838,0.204384555827763,0.9131879215340973,0.1536934727807276,0.0
pedestal_memory_bin,pretrigger pedestal memory,mid,gradient_boosted_trees,1838,-0.9949724111892337,3.520489395603313,0.1536934727807276,0.1572361262241567
pedestal_memory_bin,pretrigger pedestal memory,mid,ridge,1838,-0.36171403987481376,3.5834768385274165,0.1536934727807276,0.1779107725788901
pedestal_memory_bin,pretrigger pedestal memory,mid,mlp,1838,-1.5060548946426588,4.090157662446147,0.1536934727807276,0.2236126224156692
pedestal_memory_bin,pretrigger pedestal memory,mid,derivative_gate_transformer_new,1838,-0.9904554981504656,4.120819449527788,0.1536934727807276,0.26713819368879216
pedestal_memory_bin,pretrigger pedestal memory,mid,1d_cnn,1838,0.31119692520456516,4.223201084686089,0.1536934727807276,0.249727965179543
pedestal_memory_bin,pretrigger pedestal memory,mid,compact_waveform_transformer,1838,1.2667918863517844,4.858818280212672,0.1536934727807276,0.3607181719260065
pid_sideband,PID transfer,central,traditional_cfd_template_derivative,3771,0.1552075145684508,0.9112930842972528,0.15024809741124573,0.0
pid_sideband,PID transfer,central,gradient_boosted_trees,3771,-0.6146474996676909,3.5281689563344667,0.15024809741124573,0.162291169451074
pid_sideband,PID transfer,central,ridge,3771,-0.4303322004412404,4.058367245461356,0.15024809741124573,0.22938212675682843
pid_sideband,PID transfer,central,mlp,3771,-0.981036651653973,4.225979971370607,0.15024809741124573,0.24423229912490055
pid_sideband,PID transfer,central,derivative_gate_transformer_new,3771,-0.8545218917378268,4.435097271910895,0.15024809741124573,0.29010872447626623
pid_sideband,PID transfer,central,1d_cnn,3771,0.1788464417252715,4.703519794362828,0.15024809741124573,0.29832935560859186
pid_sideband,PID transfer,central,compact_waveform_transformer,3771,0.5437190078834533,5.512624806015423,0.15024809741124573,0.379209758684699
pid_sideband,PID transfer,high_duplicate,traditional_cfd_template_derivative,888,0.1688982547142501,0.9752873135471332,0.22675014254354547,0.0
pid_sideband,PID transfer,high_duplicate,gradient_boosted_trees,888,-0.8849914254849729,3.7624299474633207,0.22675014254354547,0.19369369369369369
pid_sideband,PID transfer,high_duplicate,mlp,888,-2.1108321499147102,3.9453992928849857,0.22675014254354547,0.28040540540540543
pid_sideband,PID transfer,high_duplicate,ridge,888,-0.9140182240977506,4.00891108664739,0.22675014254354547,0.23423423423423423
pid_sideband,PID transfer,high_duplicate,derivative_gate_transformer_new,888,-3.185787628440524,5.512532211944193,0.22675014254354547,0.47297297297297297
pid_sideband,PID transfer,high_duplicate,compact_waveform_transformer,888,-5.536131752482419,6.1142800807429385,0.22675014254354547,0.625
pid_sideband,PID transfer,high_duplicate,1d_cnn,888,2.1810078280521417,10.075448198781249,0.22675014254354547,0.6430180180180181
pid_sideband,PID transfer,low_duplicate,traditional_cfd_template_derivative,849,0.3879588864804102,0.8736614200986985,0.1470529746747632,0.0
pid_sideband,PID transfer,low_duplicate,gradient_boosted_trees,849,-0.6940092158229874,3.3518513578542466,0.1470529746747632,0.15783274440518258
pid_sideband,PID transfer,low_duplicate,ridge,849,-0.7393281256652209,3.4707928835035693,0.1470529746747632,0.17432273262661954
pid_sideband,PID transfer,low_duplicate,mlp,849,-1.1760036585572609,3.8563794434202263,0.1470529746747632,0.21672555948174324
pid_sideband,PID transfer,low_duplicate,1d_cnn,849,-0.1481700464460722,4.29519180771208,0.1470529746747632,0.2414605418138987
pid_sideband,PID transfer,low_duplicate,derivative_gate_transformer_new,849,-1.569863578869235,4.357658115279461,0.1470529746747632,0.27208480565371024
pid_sideband,PID transfer,low_duplicate,compact_waveform_transformer,849,-0.3302823507368728,5.7265001203296055,0.1470529746747632,0.3945818610129564
pileup_separation_bin,mild pile-up,close,traditional_cfd_template_derivative,1664,0.2445585104096217,0.9163374677757147,0.14663992929141623,0.0
pileup_separation_bin,mild pile-up,close,gradient_boosted_trees,1664,-0.961227177117248,3.282245485636247,0.14663992929141623,0.14122596153846154
pileup_separation_bin,mild pile-up,close,ridge,1664,-1.0259102892567453,3.8593129432533813,0.14663992929141623,0.2283653846153846
pileup_separation_bin,mild pile-up,close,mlp,1664,-1.5156849393268486,4.046745319300088,0.14663992929141623,0.24759615384615385
pileup_separation_bin,mild pile-up,close,derivative_gate_transformer_new,1664,-1.728729945482148,4.695431001692707,0.14663992929141623,0.3389423076923077
pileup_separation_bin,mild pile-up,close,1d_cnn,1664,-0.8606577363269556,4.778590952935593,0.14663992929141623,0.31069711538461536
pileup_separation_bin,mild pile-up,close,compact_waveform_transformer,1664,-0.6344255679841604,5.819753253469981,0.14663992929141623,0.4140625
pileup_separation_bin,mild pile-up,late,traditional_cfd_template_derivative,3,-0.18460307404803,0.4835366944325943,0.5679456345706658,0.0
pileup_separation_bin,mild pile-up,late,ridge,3,1.121302521165461,3.3083026115440926,0.5679456345706658,0.3333333333333333
pileup_separation_bin,mild pile-up,late,gradient_boosted_trees,3,1.8530938052385155,13.782934557455325,0.5679456345706658,0.6666666666666666
pileup_separation_bin,mild pile-up,late,derivative_gate_transformer_new,3,-3.2849251861915647,14.980299120133328,0.5679456345706658,0.6666666666666666
pileup_separation_bin,mild pile-up,late,1d_cnn,3,-8.42987140666925,17.50428496717582,0.5679456345706658,0.6666666666666666
pileup_separation_bin,mild pile-up,late,compact_waveform_transformer,3,-4.113236152683264,17.550557565873074,0.5679456345706658,0.3333333333333333
pileup_separation_bin,mild pile-up,late,mlp,3,-0.3384555457109646,28.95902464536335,0.5679456345706658,0.6666666666666666
pileup_separation_bin,mild pile-up,mid,traditional_cfd_template_derivative,1196,0.31151102403864783,0.9391013526511803,0.1430503517402411,0.0
pileup_separation_bin,mild pile-up,mid,gradient_boosted_trees,1196,-0.9755620098698028,3.364832041493321,0.1430503517402411,0.1505016722408027
pileup_separation_bin,mild pile-up,mid,mlp,1196,-1.7602556774140425,3.7623499134618665,0.1430503517402411,0.2249163879598662
pileup_separation_bin,mild pile-up,mid,ridge,1196,-0.9194274506495494,3.827483216962255,0.1430503517402411,0.2249163879598662
pileup_separation_bin,mild pile-up,mid,derivative_gate_transformer_new,1196,-2.227509507042538,4.862014783409803,0.1430503517402411,0.35451505016722407
pileup_separation_bin,mild pile-up,mid,1d_cnn,1196,1.6576093821771654,5.765685778953393,0.1430503517402411,0.41304347826086957
pileup_separation_bin,mild pile-up,mid,compact_waveform_transformer,1196,-3.776891913134466,6.109445043578686,0.1430503517402411,0.5217391304347826
pileup_separation_bin,mild pile-up,none,traditional_cfd_template_derivative,2645,0.0816538771174215,0.9079350504815802,0.16755105877526277,0.0
pileup_separation_bin,mild pile-up,none,gradient_boosted_trees,2645,-0.2643154608998053,3.6629125682077,0.16755105877526277,0.18941398865784498
pileup_separation_bin,mild pile-up,none,ridge,2645,0.0279271397519167,3.8174955998144506,0.16755105877526277,0.2158790170132325
pileup_separation_bin,mild pile-up,none,mlp,2645,-0.683834420562583,4.344198196381264,0.16755105877526277,0.2536862003780718
pileup_separation_bin,mild pile-up,none,derivative_gate_transformer_new,2645,-0.6348952445980327,4.451923000176142,0.16755105877526277,0.28544423440453687
pileup_separation_bin,mild pile-up,none,1d_cnn,2645,0.5289152662944119,5.091993317085249,0.16755105877526277,0.3357277882797732
pileup_separation_bin,mild pile-up,none,compact_waveform_transformer,2645,1.2855414362759916,5.106561881155217,0.16755105877526277,0.38034026465028353
shape_residual_bin,shape-residual closure,high,traditional_cfd_template_derivative,1831,0.097928772248871,1.0310859454690204,0.2673591699349004,0.0
shape_residual_bin,shape-residual closure,high,gradient_boosted_trees,1831,-0.4714276281202032,3.803241166872464,0.2673591699349004,0.19989077007099945
shape_residual_bin,shape-residual closure,high,ridge,1831,-0.4467937210290023,4.2139837179051725,0.2673591699349004,0.2528672856362643
shape_residual_bin,shape-residual closure,high,mlp,1831,-1.3221991753467677,4.238732669447437,0.2673591699349004,0.2676133260513381
shape_residual_bin,shape-residual closure,high,derivative_gate_transformer_new,1831,-1.567983875064936,4.95761926864268,0.2673591699349004,0.3631895139268159
shape_residual_bin,shape-residual closure,high,1d_cnn,1831,0.1746168129073941,6.436421628014637,0.2673591699349004,0.4090660841070453
shape_residual_bin,shape-residual closure,high,compact_waveform_transformer,1831,-1.3398190930732312,6.572814448027405,0.2673591699349004,0.4418350628072092
shape_residual_bin,shape-residual closure,low,traditional_cfd_template_derivative,1839,0.2536585934911386,0.864384603098901,0.06060850657714195,0.0
shape_residual_bin,shape-residual closure,low,gradient_boosted_trees,1839,-0.5249883016690609,3.5056118321327943,0.06060850657714195,0.1528004350190321
shape_residual_bin,shape-residual closure,low,ridge,1839,-0.7511227629087784,3.877566761531309,0.06060850657714195,0.21859706362153344
shape_residual_bin,shape-residual closure,low,mlp,1839,-1.0056583855472447,4.266946706706759,0.06060850657714195,0.24687330070690594
shape_residual_bin,shape-residual closure,low,derivative_gate_transformer_new,1839,-0.7371006445275157,4.661468663551492,0.06060850657714195,0.2947253942359978
shape_residual_bin,shape-residual closure,low,1d_cnn,1839,0.6291653228793042,4.948811313978961,0.06060850657714195,0.320826536160957
shape_residual_bin,shape-residual closure,low,compact_waveform_transformer,1839,1.0235484290438066,6.100182550922007,0.06060850657714195,0.4355628058727569
shape_residual_bin,shape-residual closure,mid,traditional_cfd_template_derivative,1838,0.23677530488567816,0.8800916260073475,0.1567505826086716,0.0
shape_residual_bin,shape-residual closure,mid,gradient_boosted_trees,1838,-0.8820203222196339,3.2872822370620165,0.1567505826086716,0.14744287268770404
shape_residual_bin,shape-residual closure,mid,ridge,1838,-0.45261986746100424,3.794469295732957,0.1567505826086716,0.19368879216539717
shape_residual_bin,shape-residual closure,mid,mlp,1838,-1.207664264393879,4.101621284765331,0.1567505826086716,0.22306855277475518
shape_residual_bin,shape-residual closure,mid,derivative_gate_transformer_new,1838,-1.7290847137165795,4.4657338096217565,0.1567505826086716,0.2927094668117519
shape_residual_bin,shape-residual closure,mid,1d_cnn,1838,-0.09608457220944895,4.828203991735469,0.1567505826086716,0.3057671381936888
shape_residual_bin,shape-residual closure,mid,compact_waveform_transformer,1838,-0.5672663192439642,5.775630830322351,0.1567505826086716,0.3862894450489663
slew_hysteresis_bin,slew-rate hysteresis,high,traditional_cfd_template_derivative,1840,0.08121322204222631,0.901659217555232,0.16142506180965466,0.0
slew_hysteresis_bin,slew-rate hysteresis,high,gradient_boosted_trees,1840,0.17962887596408936,4.260706771248703,0.16142506180965466,0.24619565217391304
slew_hysteresis_bin,slew-rate hysteresis,high,ridge,1840,0.08689755024932211,4.318485165613707,0.16142506180965466,0.2608695652173913
slew_hysteresis_bin,slew-rate hysteresis,high,mlp,1840,-0.0731522755539373,4.694688853240421,0.16142506180965466,0.29456521739130437
slew_hysteresis_bin,slew-rate hysteresis,high,derivative_gate_transformer_new,1840,-0.0401885906393486,5.080260784888612,0.16142506180965466,0.3125
slew_hysteresis_bin,slew-rate hysteresis,high,1d_cnn,1840,0.7565832043639737,5.769651024214065,0.16142506180965466,0.3798913043478261
slew_hysteresis_bin,slew-rate hysteresis,high,compact_waveform_transformer,1840,0.5658689921811728,6.395313606838108,0.16142506180965466,0.4418478260869565
slew_hysteresis_bin,slew-rate hysteresis,low,traditional_cfd_template_derivative,1834,0.271329129651184,0.8969844806531078,0.15313078104000186,0.0
slew_hysteresis_bin,slew-rate hysteresis,low,gradient_boosted_trees,1834,-1.2516630169438248,3.08403242556527,0.15313078104000186,0.10577971646673937
slew_hysteresis_bin,slew-rate hysteresis,low,ridge,1834,-0.8021934835621063,3.875712752337665,0.15313078104000186,0.21319520174482007
slew_hysteresis_bin,slew-rate hysteresis,low,mlp,1834,-1.9147986973577007,3.969818038679004,0.15313078104000186,0.2153762268266085
slew_hysteresis_bin,slew-rate hysteresis,low,derivative_gate_transformer_new,1834,-2.2588736350141874,4.250852086113068,0.15313078104000186,0.33097055616139587
slew_hysteresis_bin,slew-rate hysteresis,low,1d_cnn,1834,-0.030160699266755103,4.6040081825212305,0.15313078104000186,0.2840785169029444
slew_hysteresis_bin,slew-rate hysteresis,low,compact_waveform_transformer,1834,-0.34035133088799263,5.914683136859697,0.15313078104000186,0.40403489640130863
slew_hysteresis_bin,slew-rate hysteresis,mid,traditional_cfd_template_derivative,1834,0.2021564833713962,0.9366036398175968,0.1559327714283808,0.0
slew_hysteresis_bin,slew-rate hysteresis,mid,gradient_boosted_trees,1834,-0.5871826639137812,3.3130410968315314,0.1559327714283808,0.14776444929116686
slew_hysteresis_bin,slew-rate hysteresis,mid,ridge,1834,-0.9403828494517676,3.683601582227241,0.1559327714283808,0.19083969465648856
slew_hysteresis_bin,slew-rate hysteresis,mid,mlp,1834,-1.1517641858935581,3.945711137030057,0.1559327714283808,0.22737186477644494
slew_hysteresis_bin,slew-rate hysteresis,mid,derivative_gate_transformer_new,1834,-1.484241608091632,4.503542478096223,0.1559327714283808,0.306979280261723
slew_hysteresis_bin,slew-rate hysteresis,mid,1d_cnn,1834,0.0784193511330917,5.71214324848107,0.1559327714283808,0.371319520174482
slew_hysteresis_bin,slew-rate hysteresis,mid,compact_waveform_transformer,1834,-1.2046706239039615,5.936764439198412,0.1559327714283808,0.4176663031624864
