proxy,target,observed_energy_proxy_stratum,n,n_runs,target_mean,proxy_median,traditional_energy_proxy_stratum,ml_energy_proxy_stratum
observed_energy_proxy,is_low_current_run,1.0,48900,14,0.03339468302658487,36.688801740015165,,
observed_energy_proxy,is_low_current_run,2.0,65375,14,0.014791586998087955,45.28377373332207,,
observed_energy_proxy,is_low_current_run,3.0,82684,14,0.013932562527212037,53.59067378294535,,
traditional_energy_proxy,A_any_selected,,85520,21,0.01591440598690365,27.629208007185262,0.0,
traditional_energy_proxy,A_any_selected,,68357,21,0.014248723612797519,36.20044887333665,1.0,
traditional_energy_proxy,A_any_selected,,74689,21,0.008247533103937662,45.390481395501205,2.0,
traditional_energy_proxy,A_any_selected,,104286,21,0.0069136796885487985,54.43604080747451,3.0,
traditional_energy_proxy,A_both_selected,,85520,21,0.005355472404115996,27.629208007185262,0.0,
traditional_energy_proxy,A_both_selected,,68357,21,0.004710563658440248,36.20044887333665,1.0,
traditional_energy_proxy,A_both_selected,,74689,21,0.002423382291903761,45.390481395501205,2.0,
traditional_energy_proxy,A_both_selected,,104286,21,0.001984926068695702,54.43604080747451,3.0,
traditional_energy_proxy,A_depth_idx,,1361,21,0.9632623071271125,27.877512708419697,0.0,
traditional_energy_proxy,A_depth_idx,,974,21,0.9599589322381931,35.78208071993102,1.0,
traditional_energy_proxy,A_depth_idx,,616,21,0.9301948051948052,45.37671037091142,2.0,
traditional_energy_proxy,A_depth_idx,,721,21,0.9472954230235784,54.556383528616166,3.0,
traditional_energy_proxy,B_downstream_multiplicity,,85520,21,0.0,27.629208007185262,0.0,
traditional_energy_proxy,B_downstream_multiplicity,,68357,21,0.0,36.20044887333665,1.0,
traditional_energy_proxy,B_downstream_multiplicity,,74689,21,0.0,45.390481395501205,2.0,
traditional_energy_proxy,B_downstream_multiplicity,,104286,21,0.45763573250484246,54.43604080747451,3.0,
traditional_energy_proxy,B_downstream_all3,,85520,21,0.0,27.629208007185262,0.0,
traditional_energy_proxy,B_downstream_all3,,68357,21,0.0,36.20044887333665,1.0,
traditional_energy_proxy,B_downstream_all3,,74689,21,0.0,45.390481395501205,2.0,
traditional_energy_proxy,B_downstream_all3,,104286,21,0.04286289626603763,54.43604080747451,3.0,
traditional_energy_proxy,is_low_current_run,,46089,14,0.0452168630258847,27.8595194103476,0.0,
traditional_energy_proxy,is_low_current_run,,48829,14,0.03354563886215159,36.692501566839944,1.0,
traditional_energy_proxy,is_low_current_run,,68908,14,0.014352469959946596,45.4283112982796,2.0,
traditional_energy_proxy,is_low_current_run,,79232,14,0.014198808562197091,53.26472911210763,3.0,
ml_energy_proxy,A_any_selected,,83772,21,0.016115169746454664,27.77071309494084,,0.0
ml_energy_proxy,A_any_selected,,69565,21,0.014331919787249335,36.072548617908126,,1.0
ml_energy_proxy,A_any_selected,,72762,21,0.00820483219262802,45.152300971854196,,2.0
ml_energy_proxy,A_any_selected,,106753,21,0.006819480482984085,54.40027085881147,,3.0
ml_energy_proxy,A_both_selected,,83772,21,0.005407534737143675,27.77071309494084,,0.0
ml_energy_proxy,A_both_selected,,69565,21,0.004772514914109106,36.072548617908126,,1.0
ml_energy_proxy,A_both_selected,,72762,21,0.00235012781396883,45.152300971854196,,2.0
ml_energy_proxy,A_both_selected,,106753,21,0.001985892668121739,54.40027085881147,,3.0
ml_energy_proxy,A_depth_idx,,1350,21,0.9614814814814815,27.86871528094599,,0.0
ml_energy_proxy,A_depth_idx,,997,21,0.9608826479438315,35.77158406871277,,1.0
ml_energy_proxy,A_depth_idx,,597,19,0.9363484087102177,45.02081173372803,,2.0
ml_energy_proxy,A_depth_idx,,728,21,0.9436813186813187,55.01267852573139,,3.0
ml_energy_proxy,B_downstream_multiplicity,,83772,21,0.0,27.77071309494084,,0.0
ml_energy_proxy,B_downstream_multiplicity,,69565,21,0.0,36.072548617908126,,1.0
ml_energy_proxy,B_downstream_multiplicity,,72762,21,0.0,45.152300971854196,,2.0
ml_energy_proxy,B_downstream_multiplicity,,106753,21,0.4470600357835377,54.40027085881147,,3.0
ml_energy_proxy,B_downstream_all3,,83772,21,0.0,27.77071309494084,,0.0
ml_energy_proxy,B_downstream_all3,,69565,21,0.0,36.072548617908126,,1.0
ml_energy_proxy,B_downstream_all3,,72762,21,0.0,45.152300971854196,,2.0
ml_energy_proxy,B_downstream_all3,,106753,21,0.04187235955898195,54.40027085881147,,3.0
ml_energy_proxy,is_low_current_run,,45742,14,0.04654365790739364,27.82562801121795,,0.0
ml_energy_proxy,is_low_current_run,,48932,14,0.033495463091637374,36.66576246301156,,1.0
ml_energy_proxy,is_low_current_run,,66545,14,0.014170861822826659,45.19724150757292,,2.0
ml_energy_proxy,is_low_current_run,,81839,14,0.0137465022788646,53.49374516338438,,3.0
