stave,bin,n_train_pulses,amp_low_adc,amp_high_adc,seed_cfd20_median_samples,seed_iqr_samples,aligned_cfd20_sigma68_samples,table,method,base_method,fold,heldout_runs,sigma68_ns,n_pair_residuals,heldout_run,n,pred_mean_ns,target_mean_ns,feature,coefficient,train_pulses,heldout_pulses,model,mask,n_features,feature_set_sha256,alpha,max_iter,hidden,channels
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,,,,B8_peak_sample,-0.6558633245058915,11241.0,219.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,,,,B8_area_over_amp,-1.3604383382711969,11241.0,219.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,58,,,,B8_template_sse,0.18602512114844735,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,intercept,0.0,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B4_intercept,83.99982978703363,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B4_log_amp,-242.46609382205315,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B4_log_amp2,122.92708128719022,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B4_inv_amp,-0.14190104717448002,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B4_peak_sample,0.5418696826993497,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B4_area_over_amp,-0.4604785370991429,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B4_template_sse,-0.2919313276924095,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B6_intercept,-29.99441630607314,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B6_log_amp,2.24587456893219,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B6_log_amp2,-4.442102933239573,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B6_inv_amp,-0.7393803827375643,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B6_peak_sample,0.19712636698008928,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B6_area_over_amp,-0.03932306106145252,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B6_template_sse,-0.0014954315720607822,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B8_intercept,-54.005403229546474,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B8_log_amp,55.447370257389814,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B8_log_amp2,-35.70158706214416,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B8_inv_amp,-0.9913423800662589,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B8_peak_sample,0.7304013662070491,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B8_area_over_amp,1.1757291107694026,11241.0,219.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,58,,,,B8_template_sse,0.24815160452035945,11241.0,219.0,,,,,,,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,ridge,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,0.01,,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,hgb,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,80.0,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,mlp,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,32.0,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,cnn1d,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,,8.0
,,11241.0,,,,,,,,,,,,,58,,,,,,,,early_late_gated,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,24.0,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,ridge,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,0.01,,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,hgb,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,80.0,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,mlp,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,32.0,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,cnn1d,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,,8.0
,,11241.0,,,,,,,,,,,,,58,,,,,,,,early_late_gated,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,24.0,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,ridge,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,0.01,,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,hgb,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,80.0,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,mlp,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,32.0,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,cnn1d,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,,8.0
,,11241.0,,,,,,,,,,,,,58,,,,,,,,early_late_gated,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,24.0,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,ridge,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,0.01,,,
,,11241.0,,,,,,,,,,,,,58,,,,,,,,hgb,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,,80.0,,
B4,0.0,764.0,,1974.0,3.598952133668291,3.4128247146511703,0.09019624165149163,alignment,,,,,,,59,,,,,,,,,,,,,,,
B4,1.0,764.0,1974.0,2410.5,5.019398035806704,2.078741007778635,0.005739901645011596,alignment,,,,,,,59,,,,,,,,,,,,,,,
B4,2.0,763.0,2410.5,2735.0,5.061538461538461,1.2125110469026223,0.012544081192151245,alignment,,,,,,,59,,,,,,,,,,,,,,,
B4,3.0,766.0,2735.0,,4.9613773157621885,1.3060989076646836,0.020988402100773837,alignment,,,,,,,59,,,,,,,,,,,,,,,
B6,0.0,762.0,,2106.5,5.291617245817246,3.641028598116362,0.05126988518344369,alignment,,,,,,,59,,,,,,,,,,,,,,,
B6,1.0,765.0,2106.5,2529.5,5.380582524271845,2.417238956165785,0.059091264022135104,alignment,,,,,,,59,,,,,,,,,,,,,,,
B6,2.0,765.0,2529.5,2872.5,5.457653631284916,1.774598109072235,0.07448888305158985,alignment,,,,,,,59,,,,,,,,,,,,,,,
B6,3.0,765.0,2872.5,,5.322462787550744,1.6157996352150894,0.06570417472948745,alignment,,,,,,,59,,,,,,,,,,,,,,,
B8,0.0,764.0,,2845.5,5.21967301051488,3.565415584311877,0.03869850243024568,alignment,,,,,,,59,,,,,,,,,,,,,,,
B8,1.0,764.0,2845.5,3380.5,5.395330196252794,2.0598277242610488,0.07291559807704892,alignment,,,,,,,59,,,,,,,,,,,,,,,
B8,2.0,764.0,3380.5,4161.0,5.384088777099483,1.5188392930031143,0.08275032671663682,alignment,,,,,,,59,,,,,,,,,,,,,,,
B8,3.0,765.0,4161.0,,5.202760276027603,1.758696567323602,0.06117580345810916,alignment,,,,,,,59,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,0.0,61,2.1733432773420076,2799.0,59,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,1.0,58 60 65,1.549232619809651,2841.0,59,,,,,,,,,,,,,,,
,,,,,,,,timewalk_cv,template_phase_timewalk,template_phase,2.0,62 63,1.5567295670693553,3531.0,59,,,,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,382.0,-9.163553440419982,-9.451356339055252,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,381.0,-4.051924340917333,-4.050278242940455,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,382.0,1.3578444061146928,1.4365863363339135,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,381.0,2.6247054557541665,2.9875644324428867,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,381.0,3.54688838159497,3.58323873977892,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,382.0,5.248513152047349,5.500843306239157,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,382.0,-4.410316148127875,-4.50939022413954,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,381.0,-3.8369168061990995,-4.434334982739136,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,382.0,1.1521682143529242,1.3605351907732919,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,381.0,2.017604295379251,2.152989321622877,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,381.0,2.4868800377304976,2.7135849981672964,,,,,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,382.0,2.671218721939029,2.7177472129044085,,,,,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,intercept,0.0,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B4_intercept,-121.25731446984962,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B4_log_amp,261.9970111058949,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B4_log_amp2,-126.84547738450561,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B4_inv_amp,-3.064432985001266,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B4_peak_sample,0.2889393610965175,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B4_area_over_amp,3.299338690435698,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B4_template_sse,0.8360654326131796,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B6_intercept,75.04311141195807,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B6_log_amp,-73.92881900612426,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B6_log_amp2,21.14685790897942,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B6_inv_amp,-2.0291936538958026,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B6_peak_sample,-0.8590192226231593,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B6_area_over_amp,-0.5165914755837608,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B6_template_sse,0.3910939639216751,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B8_intercept,46.21419960691127,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B8_log_amp,-13.224039769795157,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B8_log_amp2,-9.037746472666605,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B8_inv_amp,-2.6701712010649103,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B8_peak_sample,-0.9402760913759947,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B8_area_over_amp,-2.243821715576331,9171.0,2289.0,,,,,,,,
,,,,,,,,,s02b_template_timewalk,s02b_template,,,,,59,,,,B8_template_sse,0.08702392936725618,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,intercept,0.0,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B4_intercept,71.09113028519802,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B4_log_amp,-210.3464840498337,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B4_log_amp2,108.34090020166711,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B4_inv_amp,0.2869065097779267,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B4_peak_sample,0.48479236147080157,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B4_area_over_amp,-0.17086854893594558,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B4_template_sse,-0.2229399403839133,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B6_intercept,-22.88137583760556,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B6_log_amp,-2.6411624053380915,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B6_log_amp2,-1.5043758487151788,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B6_inv_amp,-0.6325791451139122,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B6_peak_sample,0.19798381226554368,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B6_area_over_amp,-0.05416886892449912,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B6_template_sse,-0.019824412419901127,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B8_intercept,-48.20975239709068,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B8_log_amp,54.29597749099789,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B8_log_amp2,-34.90762984132412,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B8_inv_amp,-0.9707675632891514,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B8_peak_sample,0.6588678305762321,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B8_area_over_amp,0.9716995850394964,9171.0,2289.0,,,,,,,,
,,,,,,,,,template_phase_timewalk,template_phase,,,,,59,,,,B8_template_sse,0.2265100012168675,9171.0,2289.0,,,,,,,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,ridge,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,0.01,,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,hgb,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,80.0,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,mlp,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,32.0,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,cnn1d,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,,8.0
,,9171.0,,,,,,,,,,,,,59,,,,,,,,early_late_gated,full,25.0,efadd2e2cfe609b7a2306292bb4dca18c54e334f5a1f094e366bd46bb9aee4e9,,,24.0,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,ridge,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,0.01,,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,hgb,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,80.0,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,mlp,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,32.0,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,cnn1d,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,,8.0
,,9171.0,,,,,,,,,,,,,59,,,,,,,,early_late_gated,no_samples_0_3,25.0,c3d45b165e8df9c938b84e5a94f057d6e9b393564408e03893ef6323529da485,,,24.0,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,ridge,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,0.01,,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,hgb,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,80.0,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,mlp,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,32.0,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,cnn1d,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,,8.0
,,9171.0,,,,,,,,,,,,,59,,,,,,,,early_late_gated,only_samples_0_3,25.0,f12900e78a19059f1b7767116748820cb7be01b8a511285fbc48e42227e78202,,,24.0,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,ridge,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,0.01,,,
,,9171.0,,,,,,,,,,,,,59,,,,,,,,hgb,run_family_control,10.0,7bf8603dab9a14cd2396af11fe37cb2fb0e10faaeb921887b89e331b8873dadc,,80.0,,
B4,0.0,752.0,,1882.0,4.1017608376428525,3.363921843880581,0.019496649323031273,alignment,,,,,,,60,,,,,,,,,,,,,,,
B4,1.0,754.0,1882.0,2300.75,5.016353143087899,2.12956828965602,0.005517187564638987,alignment,,,,,,,60,,,,,,,,,,,,,,,
B4,2.0,753.0,2300.75,2642.75,5.0620408163265305,1.5027243088913318,0.012924496185770521,alignment,,,,,,,60,,,,,,,,,,,,,,,
B4,3.0,753.0,2642.75,,5.0278223649010165,1.2131575705771462,0.007260033722734373,alignment,,,,,,,60,,,,,,,,,,,,,,,
B6,0.0,753.0,,1996.125,5.332974427994617,3.496448579431773,0.0554501435927109,alignment,,,,,,,60,,,,,,,,,,,,,,,
B6,1.0,753.0,1996.125,2394.5,5.380077619663648,2.3550467188179054,0.05861412079851399,alignment,,,,,,,60,,,,,,,,,,,,,,,
B6,2.0,753.0,2394.5,2764.625,5.421760391198044,1.8120625940697277,0.06684118947716224,alignment,,,,,,,60,,,,,,,,,,,,,,,
B6,3.0,753.0,2764.625,,5.4244,1.6381899405298306,0.0779976411003074,alignment,,,,,,,60,,,,,,,,,,,,,,,
B8,0.0,753.0,,2778.875,5.311482254697286,3.4330091379511325,0.05241696078564956,alignment,,,,,,,60,,,,,,,,,,,,,,,
B8,1.0,753.0,2778.875,3291.25,5.403700097370983,1.9884320490703473,0.07167712278784091,alignment,,,,,,,60,,,,,,,,,,,,,,,
