level,n,median_residual_ns,sigma68_ns,stave,lowering_axis,amp_bin,q_bin,phase_bin,heldout_run
stave_lowering_amp_q,444,-1.3145860387533617,1.0743134620254835,B6,none,2.0,0.0,,58
stave_lowering_amp_q,370,-1.118576859494091,1.0465605894717143,B6,none,2.0,1.0,,58
stave_lowering_amp_q,135,-1.1116596924412363,0.16864625460379778,B6,none,2.0,2.0,,58
stave_lowering_amp_q,179,-1.1792284949816434,1.1011905409216736,B6,none,3.0,1.0,,58
stave_lowering_amp_q,163,-1.0389913133532005,0.9404301984506228,B6,none,3.0,2.0,,58
stave_lowering_amp_q,107,-1.119053327054253,0.146664455714905,B6,small,0.0,2.0,,58
stave_lowering_amp_q,105,-1.1172282656760757,0.1469069064126871,B6,small,1.0,2.0,,58
stave_lowering_amp_q,90,-1.0936388946092315,0.15557780885239741,B6,small,2.0,2.0,,58
stave_lowering_amp_q,48,-1.389560917664646,0.08134325619178928,B8,large,0.0,2.0,,58
stave_lowering_amp_q,47,-1.2894231498893092,0.12688609898282732,B8,large,1.0,2.0,,58
stave_lowering_amp_q,40,-1.1672414426449436,0.07823088921942845,B8,medium,1.0,2.0,,58
stave_lowering_amp_q,73,-0.7537769088630313,0.20250930047082139,B8,medium,3.0,2.0,,58
stave_lowering_amp_q,175,-0.6818950707132814,1.3146430290115747,B8,none,0.0,1.0,,58
stave_lowering_amp_q,47,-1.2037087462228158,0.18960320950584236,B8,none,0.0,2.0,,58
stave_lowering_amp_q,201,-0.42727350204551584,1.182623211835221,B8,none,1.0,1.0,,58
stave_lowering_amp_q,564,-0.5740674521614331,1.1100254060775225,B8,none,2.0,1.0,,58
stave_lowering_amp_q,96,-1.0493401872883439,0.08787877066517785,B8,none,2.0,2.0,,58
stave_lowering_amp_q,1301,-0.7313335369974965,1.2059097936371757,B8,none,3.0,1.0,,58
stave_lowering_amp_q,712,-0.8560219898564192,1.0031694572460472,B8,none,3.0,2.0,,58
stave_lowering_amp_q,55,-1.0274448504740619,0.064050866067283,B8,small,2.0,2.0,,58
stave_lowering_amp_q,117,-0.7654676157732752,0.21652528504116642,B8,small,3.0,2.0,,58
stave_lowering_amp,191,2.317157418722182,0.2586766551207518,B4,large,0.0,,,58
stave_lowering_amp,195,2.064480066875511,0.16312311648781408,B4,medium,0.0,,,58
stave_lowering_amp,75,1.9518475323876174,0.14883848360092544,B4,medium,1.0,,,58
stave_lowering_amp,779,1.9989000010975744,1.4574118167170917,B4,none,0.0,,,58
stave_lowering_amp,1053,1.9484379342026514,1.1492168883039393,B4,none,1.0,,,58
stave_lowering_amp,867,1.9747570010466546,1.1058076948645827,B4,none,2.0,,,58
stave_lowering_amp,180,2.2176101725365385,2.5460672983758825,B4,none,3.0,,,58
stave_lowering_amp,175,1.988044202674395,0.2207807395400797,B4,small,0.0,,,58
stave_lowering_amp,126,1.993556694379123,0.20180516983400665,B4,small,1.0,,,58
stave_lowering_amp,59,2.0654834440020835,0.2967712671208279,B4,small,2.0,,,58
stave_lowering_amp,74,-1.205778345471657,0.09456117812213183,B6,large,0.0,,,58
stave_lowering_amp,120,-1.114539925555988,0.12236436549362639,B6,medium,0.0,,,58
stave_lowering_amp,67,-1.093374675576193,0.1129416939147525,B6,medium,1.0,,,58
stave_lowering_amp,779,-1.1420161927712726,1.2682680392875443,B6,none,0.0,,,58
stave_lowering_amp,979,-1.1795978385391237,1.0751277839427067,B6,none,1.0,,,58
stave_lowering_amp,949,-1.1626598773322598,0.9601010557987257,B6,none,2.0,,,58
stave_lowering_amp,342,-1.0996254612471787,1.04357023587286,B6,none,3.0,,,58
stave_lowering_amp,147,-1.1235656680800474,0.28447491064061825,B6,small,0.0,,,58
stave_lowering_amp,128,-1.1080162977464099,0.1919873236569678,B6,small,1.0,,,58
stave_lowering_amp,108,-1.0990816520721012,0.20765859971096967,B6,small,2.0,,,58
stave_lowering_amp,48,-1.389560917664646,0.08134325619178928,B8,large,0.0,,,58
stave_lowering_amp,47,-1.2894231498893092,0.12688609898282732,B8,large,1.0,,,58
stave_lowering_amp,40,-1.1672414426449436,0.07823088921942845,B8,medium,1.0,,,58
stave_lowering_amp,74,-0.757111179774725,0.20241853820487096,B8,medium,3.0,,,58
stave_lowering_amp,222,-0.9843212079297281,1.151933059482642,B8,none,0.0,,,58
stave_lowering_amp,239,-0.6694164371735667,1.1092576321896996,B8,none,1.0,,,58
stave_lowering_amp,660,-0.8397631817753428,0.9897279316099618,B8,none,2.0,,,58
stave_lowering_amp,2013,-0.8082835036670843,1.1383190657056772,B8,none,3.0,,,58
stave_lowering_amp,45,-1.140948224171325,1.305759743473308,B8,small,0.0,,,58
stave_lowering_amp,62,-1.0265568438619148,0.0699926907593792,B8,small,2.0,,,58
stave_lowering_amp,121,-0.7654676157732752,0.21796071148037158,B8,small,3.0,,,58
stave_lowering,208,2.3139179519105504,0.272380197612077,B4,large,,,,58
stave_lowering,290,2.0338036840815086,0.16175047077498195,B4,medium,,,,58
stave_lowering,2879,1.979109531900022,1.250118586845312,B4,none,,,,58
stave_lowering,370,2.0006147207581435,0.2222453720584746,B4,small,,,,58
stave_lowering,86,-1.2047008188517587,0.09856971373330126,B6,large,,,,58
stave_lowering,210,-1.0954676526032614,0.12886909615920228,B6,medium,,,,58
stave_lowering,3049,-1.1537341791216775,1.0920498267302639,B6,none,,,,58
stave_lowering,402,-1.1114243817306253,0.2450929535760945,B6,small,,,,58
stave_lowering,164,-1.2003745367312,0.2325958890496932,B8,large,,,,58
stave_lowering,186,-1.05488178698646,0.2908577914900505,B8,medium,,,,58
stave_lowering,3134,-0.8183207184685273,1.1147424252168556,B8,none,,,,58
stave_lowering,263,-0.9485723062192051,0.3255653430444081,B8,small,,,,58
stave,3747,2.022631414193306,1.0259345331031113,B4,,,,,58
stave,3747,-1.1395745063399545,0.9444327624308627,B6,,,,,58
stave,3747,-0.8852754992244485,0.917909421585724,B8,,,,,58
stave_lowering_amp_q_phase,131,2.321162711398884,0.25649932831139566,B4,large,0.0,2.0,0.0,59
stave_lowering_amp_q_phase,162,1.9926370736226247,0.1560039845947483,B4,medium,0.0,2.0,0.0,59
stave_lowering_amp_q_phase,76,1.7024925359366243,1.4480649312628735,B4,none,0.0,0.0,2.0,59
stave_lowering_amp_q_phase,432,2.076430637767345,1.608349720260718,B4,none,0.0,0.0,3.0,59
stave_lowering_amp_q_phase,60,1.914785366266372,0.09524033770136497,B4,none,0.0,2.0,3.0,59
stave_lowering_amp_q_phase,103,1.6945062540121043,1.180952045037291,B4,none,1.0,0.0,2.0,59
stave_lowering_amp_q_phase,597,1.8540160065387639,1.3451955912990559,B4,none,1.0,0.0,3.0,59
stave_lowering_amp_q_phase,53,1.9099905484249646,0.16629209060601235,B4,none,1.0,1.0,1.0,59
stave_lowering_amp_q_phase,85,1.9349457621224957,0.13387677632695694,B4,none,1.0,2.0,3.0,59
stave_lowering_amp_q_phase,41,1.9315378256455844,1.3556718347963668,B4,none,2.0,0.0,2.0,59
stave_lowering_amp_q_phase,179,1.8180484784301143,1.3455715313196204,B4,none,2.0,0.0,3.0,59
stave_lowering_amp_q_phase,45,1.815632872286919,0.6331880547170017,B4,none,2.0,1.0,1.0,59
stave_lowering_amp_q_phase,44,1.500516836271121,0.8705751408595575,B4,none,2.0,1.0,2.0,59
stave_lowering_amp_q_phase,292,2.0811146903340827,1.1996804866749051,B4,none,2.0,1.0,3.0,59
stave_lowering_amp_q_phase,71,1.9598176441327126,0.14233512357171219,B4,none,2.0,2.0,3.0,59
stave_lowering_amp_q_phase,44,6.026455937501176,6.510357675366171,B4,none,3.0,2.0,3.0,59
stave_lowering_amp_q_phase,61,1.9544770626306516,0.13988724411078046,B4,small,0.0,2.0,0.0,59
stave_lowering_amp_q_phase,50,1.8986991399393958,0.1633178012013985,B4,small,1.0,2.0,0.0,59
stave_lowering_amp_q_phase,60,-1.247642116312008,0.08528609734684556,B6,large,0.0,2.0,0.0,59
stave_lowering_amp_q_phase,98,-1.1674018580388434,0.11989864616944967,B6,medium,0.0,2.0,0.0,59
stave_lowering_amp_q_phase,55,-1.1334614908384424,0.10445615891981308,B6,medium,1.0,2.0,0.0,59
stave_lowering_amp_q_phase,51,-1.273572878085126,1.3508515272256503,B6,none,0.0,0.0,2.0,59
stave_lowering_amp_q_phase,420,-1.1297822820100585,1.4847326828125202,B6,none,0.0,0.0,3.0,59
stave_lowering_amp_q_phase,59,-1.1568489964117532,0.16008425995137432,B6,none,0.0,2.0,3.0,59
stave_lowering_amp_q_phase,92,-1.1668420867121547,1.125645749933017,B6,none,1.0,0.0,2.0,59
stave_lowering_amp_q_phase,551,-1.1903596418063032,1.3363513048296731,B6,none,1.0,0.0,3.0,59
stave_lowering_amp_q_phase,60,-1.1667960432845206,0.1232346382209294,B6,none,1.0,2.0,3.0,59
stave_lowering_amp_q_phase,52,-1.3803957189741247,1.0824400595640011,B6,none,2.0,0.0,2.0,59
stave_lowering_amp_q_phase,309,-1.271372798088052,1.0836848960999255,B6,none,2.0,0.0,3.0,59
stave_lowering_amp_q_phase,59,-1.1485932653446085,0.1568254856438669,B6,none,2.0,1.0,1.0,59
stave_lowering_amp_q_phase,207,-1.190956864771394,1.2312720058038118,B6,none,2.0,1.0,3.0,59
stave_lowering_amp_q_phase,81,-1.14604684011978,0.1702836375113051,B6,none,2.0,2.0,3.0,59
stave_lowering_amp_q_phase,92,-1.132218083546313,1.0857441078002703,B6,none,3.0,1.0,3.0,59
stave_lowering_amp_q_phase,61,-1.017526149685125,1.2221216117339586,B6,none,3.0,2.0,3.0,59
stave_lowering_amp_q_phase,62,-1.144669455904797,0.1323032985765994,B6,small,0.0,2.0,0.0,59
stave_lowering_amp_q_phase,72,-1.1384914834865754,0.11383006353759206,B6,small,1.0,2.0,0.0,59
stave_lowering_amp_q_phase,58,-1.1338981327268378,0.13545530079887558,B6,small,2.0,2.0,0.0,59
stave_lowering_amp_q_phase,40,-1.2706657856725343,0.0674308635684141,B8,large,0.0,2.0,0.0,59
stave_lowering_amp_q_phase,61,-0.6730574573904207,0.194078951231765,B8,medium,3.0,2.0,0.0,59
stave_lowering_amp_q_phase,130,-0.37538667161182815,1.343442495968346,B8,none,0.0,1.0,3.0,59
stave_lowering_amp_q_phase,137,-0.09246860511916566,1.2492489186797742,B8,none,1.0,1.0,3.0,59
stave_lowering_amp_q_phase,44,-0.6556784173317638,1.0402433108704416,B8,none,2.0,1.0,2.0,59
stave_lowering_amp_q_phase,390,-0.4376345174370755,1.1267169240307275,B8,none,2.0,1.0,3.0,59
stave_lowering_amp_q_phase,56,-0.9276324337044741,0.0801831750521842,B8,none,2.0,2.0,3.0,59
stave_lowering_amp_q_phase,137,-0.8192181113472259,0.9650404553565852,B8,none,3.0,1.0,1.0,59
stave_lowering_amp_q_phase,348,-0.8885349546657295,1.228935294921345,B8,none,3.0,1.0,2.0,59
stave_lowering_amp_q_phase,661,-0.5946996083306857,1.3229553292269898,B8,none,3.0,1.0,3.0,59
stave_lowering_amp_q_phase,146,-0.5620637158925064,0.24618404395053087,B8,none,3.0,2.0,0.0,59
stave_lowering_amp_q_phase,64,-1.0446610184298102,1.1780032195338337,B8,none,3.0,2.0,1.0,59
stave_lowering_amp_q_phase,86,-2.344401599386181,1.5100604750733728,B8,none,3.0,2.0,2.0,59
stave_lowering_amp_q_phase,198,-0.6468553029026367,0.31213806478280465,B8,none,3.0,2.0,3.0,59
stave_lowering_amp_q_phase,89,-0.682829416301459,0.2204398105185209,B8,small,3.0,2.0,0.0,59
stave_lowering_amp_q,164,2.2554145622084825,0.2618509431529945,B4,large,0.0,2.0,,59
stave_lowering_amp_q,169,1.9886675556523983,0.1589248221660905,B4,medium,0.0,2.0,,59
stave_lowering_amp_q,56,1.8857087958305883,0.1550009315527041,B4,medium,1.0,2.0,,59
stave_lowering_amp_q,518,1.9864835063938457,1.5653617770115624,B4,none,0.0,0.0,,59
stave_lowering_amp_q,46,1.9622802495359757,0.948122705082598,B4,none,0.0,1.0,,59
stave_lowering_amp_q,65,1.9189939222732875,0.09836528696882318,B4,none,0.0,2.0,,59
stave_lowering_amp_q,724,1.8233862551198996,1.297931448332841,B4,none,1.0,0.0,,59
stave_lowering_amp_q,74,1.9250421950543668,0.19700598497224509,B4,none,1.0,1.0,,59
stave_lowering_amp_q,89,1.9349457621224957,0.1372950472219453,B4,none,1.0,2.0,,59
stave_lowering_amp_q,237,1.7730837767867769,1.3689342903383719,B4,none,2.0,0.0,,59
stave_lowering_amp_q,386,1.9412666596862636,1.1780514973464427,B4,none,2.0,1.0,,59
stave_lowering_amp_q,78,1.9666464389217104,0.14610952284457412,B4,none,2.0,2.0,,59
stave_lowering_amp_q,40,1.8343861752495947,1.4317992688153764,B4,none,3.0,1.0,,59
stave_lowering_amp_q,97,2.336094418266214,4.320300475186313,B4,none,3.0,2.0,,59
stave_lowering_amp_q,94,1.9487055607569062,0.14472589877924646,B4,small,0.0,2.0,,59
stave_lowering_amp_q,78,1.905982105880092,0.1401203094343476,B4,small,1.0,2.0,,59
stave_lowering_amp_q,70,-1.2489832694150884,0.09611360061148733,B6,large,0.0,2.0,,59
stave_lowering_amp_q,99,-1.168111019863595,0.12111142876722236,B6,medium,0.0,2.0,,59
stave_lowering_amp_q,58,-1.132498426160513,0.10085149734437104,B6,medium,1.0,2.0,,59
stave_lowering_amp_q,471,-1.1722501280693294,1.4584903552449795,B6,none,0.0,0.0,,59
stave_lowering_amp_q,96,-1.1530231917533236,0.15180359408364197,B6,none,0.0,2.0,,59
stave_lowering_amp_q,644,-1.188599108877746,1.2922480481315997,B6,none,1.0,0.0,,59
stave_lowering_amp_q,48,-1.186123798183612,0.17339580950972644,B6,none,1.0,1.0,,59
stave_lowering_amp_q,99,-1.1536577400199945,0.11958100923097681,B6,none,1.0,2.0,,59
stave_lowering_amp_q,364,-1.2882489349734065,1.0840071453611895,B6,none,2.0,0.0,,59
stave_lowering_amp_q,304,-1.1748887315217829,1.0757623498182314,B6,none,2.0,1.0,,59
stave_lowering_amp_q,130,-1.1499623434384212,0.16807717686869272,B6,none,2.0,2.0,,59
stave_lowering_amp_q,158,-1.1942088264458874,0.9842534636686151,B6,none,3.0,1.0,,59
stave_lowering_amp_q,134,-1.0302088612741294,1.0703182935031725,B6,none,3.0,2.0,,59
stave_lowering_amp_q,91,-1.1435503994121916,0.15270302520762435,B6,small,0.0,2.0,,59
stave_lowering_amp_q,83,-1.1362271240281885,0.12854940910102164,B6,small,1.0,2.0,,59
stave_lowering_amp_q,68,-1.1338981327268378,0.1448234473688128,B6,small,2.0,2.0,,59
stave_lowering_amp_q,49,-1.2682789326717554,0.09230811200387967,B8,large,0.0,2.0,,59
stave_lowering_amp_q,62,-0.6754862572839819,0.19247986150732876,B8,medium,3.0,2.0,,59
stave_lowering_amp_q,143,-0.5507457001885356,1.3128442117464156,B8,none,0.0,1.0,,59
stave_lowering_amp_q,44,-1.0466978527499151,0.2034210513077246,B8,none,0.0,2.0,,59
stave_lowering_amp_q,164,-0.2663707379668132,1.2020456278964053,B8,none,1.0,1.0,,59
stave_lowering_amp_q,450,-0.5628603356926085,1.1122577114163255,B8,none,2.0,1.0,,59
stave_lowering_amp_q,82,-0.9316919538612041,0.07399767177293037,B8,none,2.0,2.0,,59
stave_lowering_amp_q,1149,-0.7357241497865985,1.2837568523273273,B8,none,3.0,1.0,,59
stave_lowering_amp_q,494,-0.7320137377911919,0.7514437785704478,B8,none,3.0,2.0,,59
stave_lowering_amp_q,43,-0.9118651350511584,0.05,B8,small,2.0,2.0,,59
stave_lowering_amp_q,92,-0.6803790557399765,0.2233531617104791,B8,small,3.0,2.0,,59
stave_lowering_amp,164,2.2554145622084825,0.2618509431529945,B4,large,0.0,,,59
stave_lowering_amp,169,1.9886675556523983,0.1589248221660905,B4,medium,0.0,,,59
stave_lowering_amp,56,1.8857087958305883,0.1550009315527041,B4,medium,1.0,,,59
stave_lowering_amp,629,1.949054515396199,1.4327922862625422,B4,none,0.0,,,59
stave_lowering_amp,887,1.8855731097533308,1.1099269255073043,B4,none,1.0,,,59
stave_lowering_amp,701,1.916180167070884,1.1220290547817164,B4,none,2.0,,,59
stave_lowering_amp,137,2.1240831007850076,3.362427091363613,B4,none,3.0,,,59
stave_lowering_amp,135,1.9362195957343857,0.20662776284731754,B4,small,0.0,,,59
stave_lowering_amp,99,1.8917975370926143,0.18234288676025046,B4,small,1.0,,,59
stave_lowering_amp,50,1.9636078212726922,0.22806748470235294,B4,small,2.0,,,59
stave_lowering_amp,70,-1.2489832694150884,0.09611360061148733,B6,large,0.0,,,59
stave_lowering_amp,99,-1.168111019863595,0.12111142876722236,B6,medium,0.0,,,59
stave_lowering_amp,58,-1.132498426160513,0.10085149734437104,B6,medium,1.0,,,59
stave_lowering_amp,605,-1.1677327882857185,1.2571199864670457,B6,none,0.0,,,59
stave_lowering_amp,791,-1.172271303693634,1.1258011415857903,B6,none,1.0,,,59
stave_lowering_amp,798,-1.1935197103894524,0.9558782647817297,B6,none,2.0,,,59
stave_lowering_amp,292,-1.101420073479403,1.044355066683039,B6,none,3.0,,,59
stave_lowering_amp,122,-1.1426458808019397,0.26624166530690474,B6,small,0.0,,,59
stave_lowering_amp,101,-1.1293054672086669,0.17779864288488056,B6,small,1.0,,,59
stave_lowering_amp,82,-1.1338981327268378,0.17971286328053093,B6,small,2.0,,,59
stave_lowering_amp,49,-1.2682789326717554,0.09230811200387967,B8,large,0.0,,,59
stave_lowering_amp,63,-0.6779150571775432,0.1908848078958567,B8,medium,3.0,,,59
stave_lowering_amp,187,-0.775290343949294,1.1392926837449306,B8,none,0.0,,,59
stave_lowering_amp,196,-0.5176885642989149,1.1058917351100028,B8,none,1.0,,,59
stave_lowering_amp,532,-0.8376502480399317,0.988925119658135,B8,none,2.0,,,59
stave_lowering_amp,1643,-0.7325762711006689,1.1216186658238383,B8,none,3.0,,,59
stave_lowering_amp,47,-0.9118612885693551,0.05,B8,small,2.0,,,59
stave_lowering_amp,96,-0.6803790557399765,0.2267168463722072,B8,small,3.0,,,59
stave_lowering,175,2.2543374575625634,0.2739236421605865,B4,large,,,,59
stave_lowering,237,1.9706745864452913,0.15730541344010796,B4,medium,,,,59
stave_lowering,2354,1.9192922978557334,1.2400498973744964,B4,none,,,,59
stave_lowering,291,1.9257558467382552,0.21026959202927953,B4,small,,,,59
stave_lowering,77,-1.2489881199480877,0.09755988758043144,B6,large,,,,59
stave_lowering,174,-1.142115296082082,0.12173507942196027,B6,medium,,,,59
stave_lowering,2486,-1.1722607158814817,1.0986882134180271,B6,none,,,,59
stave_lowering,320,-1.1328818621911658,0.2206390214572907,B6,small,,,,59
stave_lowering,144,-1.1048165902965756,0.22096910174257461,B8,large,,,,59
stave_lowering,151,-0.9309982408874617,0.27650505749677023,B8,medium,,,,59
