pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,cfd_fraction,amplitude_cut_adc
cfd0.20_cut800,gated_residual_cnn_new,142,0.04619385029960421,0.8456879513266566,2.444007967258017,0.8732394366197183,0.04929577464788732,0.7652831748592299,1.5342913158304214,1.037736228293617,0.14594387372291281,-0.15084356004394447,4.249628958783647,0.2,800.0
cfd0.20_cut1000,mlp,127,-0.3538284385498356,0.8981108605901609,1.94139916093372,0.8661417322834646,0.05511811023622047,0.7532892467911092,1.208557153218538,0.7862781463193853,0.07893807451797862,0.0005335880902907471,1.028991941636769,0.2,1000.0
cfd0.20_cut1000,gradient_boosted_trees,127,0.11377532095167808,0.9457919141593283,1.5028264409545704,0.8661417322834646,0.007874015748031496,0.668959642429299,1.4854700811377608,0.5715392647472646,0.05695117480282363,-0.17812445415011102,843.3126216406428,0.2,1000.0
cfd0.20_cut800,gradient_boosted_trees,142,0.09682986095513968,0.9756598990655105,1.7328139730668726,0.8943661971830986,0.028169014084507043,0.8111558418715991,1.3633764308430727,0.9786198712041289,0.13002654435421052,-0.029983483913236963,2.049471278067047,0.2,800.0
cfd0.40_cut1500,gradient_boosted_trees,74,0.04330344283604903,1.0755291211078588,1.434927712490773,0.8783783783783784,0.013513513513513514,0.8263121485145764,1.5175340037352496,2.395446987853722,1.9933639069394666,-1.5818398647185912,2.0112499908688224,0.4,1500.0
cfd0.10_cut1000,gated_residual_cnn_new,127,0.8345288425675212,1.092404432411751,3.0087030900351825,0.8503937007874016,0.09448818897637795,0.8052149554390298,2.8218798741768527,0.6605925184637367,0.07211293830423302,-0.18914581096917452,1.7686620313680004,0.1,1000.0
cfd0.10_cut800,gradient_boosted_trees,142,0.006987645425083677,1.0955898465449645,2.0386402869500917,0.8098591549295775,0.04225352112676056,0.7984951218602052,1.6485775249250807,1.0250668925251956,0.1330981814625968,-0.17932629924620425,2.9638611520069076,0.1,800.0
cfd0.10_cut1500,gated_residual_cnn_new,74,-0.029745745823462455,1.1520130579688166,1.4446210793916852,0.8783783783783784,0.0,0.9767681685929134,1.449238738062756,1.6053892750885255,0.39568719904654404,0.08984255427553631,0.6188482916011133,0.1,1500.0
cfd0.40_cut1500,ridge,74,0.06326701302013138,1.1529489733773857,1.9833638780334573,0.7567567567567568,0.04054054054054054,0.7487602178740973,1.942063187664669,1.0000549224986857,0.23957427268493078,0.012838292851525579,1.788385953194813,0.4,1500.0
cfd0.20_cut800,mlp,142,-0.2556327365554507,1.2018667311373081,1.508118534772458,0.8943661971830986,0.007042253521126761,0.9799212349332892,1.3039360012512171,1.3472521877084644,0.2203739606375426,-0.12294128220337619,2.045854811871833,0.2,800.0
cfd0.10_cut800,gated_residual_cnn_new,142,-0.10517900914520983,1.221702453065498,2.1153509410474944,0.8943661971830986,0.028169014084507043,1.0652676394925662,1.3673015009593372,1.1743859298329629,0.1548708857331173,-0.09206770951549507,1.656004109707758,0.1,800.0
cfd0.20_cut1500,gated_residual_cnn_new,74,-0.23874494491986287,1.2317356701553817,1.5697879420231842,0.8513513513513513,0.0,1.0077535690017647,1.5257255206364562,2.052037845030629,1.032898660656284,-0.16227218084020822,2.0181240177138466,0.2,1500.0
cfd0.40_cut1500,cnn_1d,74,0.21112292294814416,1.2540804200967666,1.3654433079622181,0.8513513513513513,0.0,1.0812826797494701,1.604261665175582,1.712004741670785,0.44511255794890564,-0.18565580548311908,1.0192827984296104,0.4,1500.0
cfd0.40_cut1000,cnn_1d,127,0.07189165398570907,1.3305031621422678,1.3176337925644173,0.8818897637795275,0.0,1.1337240736843845,1.5466654153411048,1.6120900248284458,0.3059296589485835,-0.1848027841670177,1.8543178419426347,0.4,1000.0
cfd0.10_cut1000,gradient_boosted_trees,127,0.01684743635521091,1.3594073881558513,1.9303598401358668,0.7874015748031497,0.03937007874015748,0.8128743270841454,2.3349846371195504,1.1360098056784045,0.1660128095295672,-0.23211006329589068,2.161593378574117,0.1,1000.0
cfd0.20_cut1500,ridge,74,-0.0005661225383075674,1.383939493276721,2.188015029872859,0.8243243243243243,0.06756756756756757,0.9883807261016249,2.822117132300777,2.1856944878758147,1.1781297068438443,-0.6049625031598147,1.04204465000001,0.2,1500.0
cfd0.10_cut1500,mlp,74,-0.10891956167178063,1.38738878371012,1.7602931393029118,0.7432432432432432,0.013513513513513514,1.1347004270900092,1.8514537500194304,1.7953367200465515,0.6593946706920301,0.0017643806179952427,0.9943596967741668,0.1,1500.0
cfd0.40_cut1500,constrained_monotone_timewalk,74,0.03313769054416427,1.4028387647304854,1.3496145780765492,0.8648648648648649,0.0,1.1706352840700962,1.5466456271642672,3.5327661931726952,3.7093157802581684,-0.02997008790613737,1.3672649116424809,0.4,1500.0
cfd0.20_cut1500,cnn_1d,74,-0.2957066808459712,1.431303460561991,1.3717350636011967,0.8783783783783784,0.0,1.179222389268553,1.7759182413512917,2.5018857275751496,1.4312289411443593,-0.13858971953568797,0.9942528798317201,0.2,1500.0
cfd0.40_cut800,constrained_monotone_timewalk,142,-0.21948468293771217,1.456803548498467,1.5127447653220274,0.8380281690140845,0.0,1.3419468215402017,1.5686087164190043,1.56205735855134,0.25427090472638336,0.16883252715944094,1.3623523200256495,0.4,800.0
cfd0.20_cut1500,constrained_monotone_timewalk,74,-0.28552156546612206,1.4590345649579595,1.3330722874864498,0.8378378378378378,0.0,1.1646100064574207,1.6792959809582524,2.817151077080388,1.7915371818525927,0.5233750267349925,1.3528245404285706,0.2,1500.0
cfd0.40_cut1000,constrained_monotone_timewalk,127,-0.1619213992163595,1.4954000514282968,1.4908908948789936,0.8503937007874016,0.0,1.3720599483304927,1.59772141052835,1.5535511868632752,0.30002675743747526,0.154611259321852,1.4073416771773914,0.4,1000.0
cfd0.20_cut1000,constrained_monotone_timewalk,127,0.09140440352265511,1.5178248372481482,1.4745552393190424,0.8346456692913385,0.0,1.2553593242626815,1.7196877906956594,3.872301509883971,4.021550764477781,-0.014583004849277836,1.5850773081333158,0.2,1000.0
cfd0.20_cut800,constrained_monotone_timewalk,142,0.009042267739384657,1.5364615109103301,1.4823344769580051,0.8380281690140845,0.0,1.2298554252710556,1.7101000541744285,1.878311823560629,0.4691461874036552,-0.21587862247044004,1.8006439058358883,0.2,800.0
cfd0.40_cut800,cnn_1d,142,0.0479170609560895,1.5448668479900323,1.428365267500819,0.823943661971831,0.0,1.2243446314831443,1.688659472315752,1.6684190330141064,0.30595035749004035,0.04754396802233481,1.6056160443614962,0.4,800.0
cfd0.10_cut1500,constrained_monotone_timewalk,74,-0.2066998733562948,1.6050293117285634,1.6126886504094697,0.7702702702702703,0.0,1.0834945639608837,2.0214901665360037,2.0534164546505425,0.8552051794222932,-0.03562918933951038,0.8031326584620765,0.1,1500.0
cfd0.20_cut1000,ridge,127,-0.21716886991820283,1.6147287492345483,2.2754329666263735,0.7480314960629921,0.031496062992125984,1.2917802988119573,2.237782005050519,1.6229578703580916,0.3031328587980214,0.2055306944496969,0.6654122367367112,0.2,1000.0
cfd0.10_cut1500,gradient_boosted_trees,74,0.11022435767585703,1.624527402586399,1.5203145146051904,0.7972972972972973,0.0,1.0270629383720995,1.920646081403556,1.7757036677585192,0.6627307262426027,-0.0050274398689198665,1.3353067120496727,0.1,1500.0
cfd0.20_cut800,ridge,142,-0.36934927364265135,1.7277445096208126,2.778713646894091,0.7323943661971831,0.04929577464788732,1.410361820846697,2.3291411870684833,1.4493734826805766,0.24591630157127858,-0.14575064333836604,0.9654128622143986,0.2,800.0
cfd0.10_cut1000,mlp,127,-0.11061345307717874,1.8723276859023565,2.4210280467256697,0.6692913385826772,0.047244094488188976,1.7130381655111797,2.1204379346064184,1.6702579083798172,0.3850990378337131,0.1951853843925301,1.6172316170483974,0.1,1000.0
cfd0.10_cut1000,constrained_monotone_timewalk,127,0.0001306463471237862,1.918623213462698,1.8620217613900358,0.7165354330708661,0.007874015748031496,1.6710609419958167,2.140513312909693,1.7120769801230273,0.3812344918353518,-0.2177940764866212,1.3050157757030718,0.1,1000.0
cfd0.10_cut800,constrained_monotone_timewalk,142,0.15669897820336365,1.9233707448131798,1.830892473551239,0.7183098591549296,0.007042253521126761,1.7520397741974754,2.046579037873131,1.797104824722091,0.368460774314538,-0.07984366611827329,1.3231082656829523,0.1,800.0
cfd0.20_cut1000,cnn_1d,127,0.03695912452488015,1.9562252804752347,2.6907674447711587,0.7401574803149606,0.11023622047244094,1.465013550491848,3.3585105591510507,1.6872417537314683,0.3232986798849212,-0.12996865604113222,0.5944873276961389,0.2,1000.0
cfd0.10_cut1500,cnn_1d,74,0.18002798733180536,1.9597647156687625,1.7618927001440297,0.6891891891891891,0.0,1.4909458873304045,2.297064459259718,908.5205215367307,70836201.29880905,-919.7738449015951,1.120168388557799,0.1,1500.0
cfd0.20_cut800,cnn_1d,142,0.013411753143825589,1.968283420686165,2.426019331755627,0.7183098591549296,0.04929577464788732,1.5298278322472476,2.6910411267615912,3.087095756852255,1.9442507288480932,0.4834959384781143,1.8957290061543772,0.2,800.0
cfd0.10_cut1000,ridge,127,0.1527906915396744,2.0594904627569814,2.532846138990679,0.6535433070866141,0.05511811023622047,1.5879335995103394,2.9805978911308415,2.771744809524187,1.4366567766735747,-1.2607745474303897,0.9075488548216794,0.1,1000.0
cfd0.10_cut800,ridge,142,-0.15410255128858608,2.0738553554986527,2.965027191842438,0.676056338028169,0.07042253521126761,1.6783974101049755,2.645035504571826,2.319098709362945,0.8737144750728779,-0.25424721929449373,1.636703490225391,0.1,800.0
cfd0.10_cut800,mlp,142,-0.06406938117027305,2.1247239999874727,2.406729026691829,0.647887323943662,0.056338028169014086,1.6346884861128077,2.453650946068932,1.6155828661810117,0.3219309790787854,0.05137072638454078,1.3049697954034252,0.1,800.0
cfd0.10_cut800,cnn_1d,142,0.39596602287950655,2.264404607137659,3.0401871098160065,0.6126760563380281,0.11971830985915492,1.896872193994629,3.321816303858413,2.0166509402542734,0.6378269798796673,-0.558620445939427,1.6352435009705726,0.1,800.0
cfd0.10_cut1500,ridge,74,-0.06393230113046933,2.371796891110418,2.5100099702464944,0.6216216216216216,0.08108108108108109,1.7801911103729569,2.6470649337018504,2.8328257578527998,1.9215146904348095,-0.6963601083540013,0.7739094850390952,0.1,1500.0
cfd0.10_cut1000,cnn_1d,127,0.42523918186022724,2.5781257551896175,3.2587637731828556,0.5905511811023622,0.12598425196850394,2.075843392807826,4.113993671896914,2.334783980009176,1.0515119177269183,-0.6420962137651613,0.997549292095096,0.1,1000.0
