pool,comparison,ci_low_ns,ci_high_ns,p_value,cfd_fraction,amplitude_cut_adc
cfd0.20_cut800,gradient_boosted_trees_minus_constrained_monotone_timewalk,-0.8226440372062918,-0.03245595730960176,0.03333333333333333,0.2,800.0
cfd0.20_cut800,mlp_minus_constrained_monotone_timewalk,-0.5423723715818038,-0.06336153332043944,0.03333333333333333,0.2,800.0
cfd0.20_cut800,cnn_1d_minus_constrained_monotone_timewalk,0.04667257664586576,1.3103096041817845,0.03333333333333333,0.2,800.0
cfd0.20_cut800,gated_residual_cnn_new_minus_constrained_monotone_timewalk,-0.8951620609741471,0.10391299189326893,0.09,0.2,800.0
cfd0.20_cut1000,ridge_minus_constrained_monotone_timewalk,-0.29229240328382644,0.7764912248369356,0.7533333333333333,0.2,1000.0
cfd0.20_cut1000,gradient_boosted_trees_minus_constrained_monotone_timewalk,-0.9180042057470705,-0.022319905743585056,0.043333333333333335,0.2,1000.0
cfd0.20_cut1000,mlp_minus_constrained_monotone_timewalk,-0.8387869695657891,-0.06835459725095937,0.043333333333333335,0.2,1000.0
cfd0.20_cut1000,cnn_1d_minus_constrained_monotone_timewalk,-0.03988829068506383,1.8803474997136809,0.09,0.2,1000.0
cfd0.20_cut1000,gated_residual_cnn_new_minus_constrained_monotone_timewalk,-1.1129911156990697,0.060457286998203505,0.05333333333333334,0.2,1000.0
cfd0.20_cut1500,ridge_minus_constrained_monotone_timewalk,-0.3743022475013887,1.3674689202442205,0.9033333333333333,0.2,1500.0
cfd0.20_cut1500,gradient_boosted_trees_minus_constrained_monotone_timewalk,-0.8121253975169681,-0.37602615684362506,0.0,0.2,1500.0
cfd0.20_cut1500,mlp_minus_constrained_monotone_timewalk,-1.048765621856297,-0.40619516016132673,0.0,0.2,1500.0
cfd0.20_cut1500,cnn_1d_minus_constrained_monotone_timewalk,-0.2195699446874515,0.40779015311407646,0.9933333333333333,0.2,1500.0
cfd0.20_cut1500,gated_residual_cnn_new_minus_constrained_monotone_timewalk,-0.41819488261541804,0.1445489374173395,0.08666666666666667,0.2,1500.0
cfd0.40_cut800,ridge_minus_constrained_monotone_timewalk,-0.8479641110479466,-0.36834005713998275,0.0,0.4,800.0
cfd0.40_cut800,gradient_boosted_trees_minus_constrained_monotone_timewalk,-1.0437443918829612,-0.18983178903097447,0.006666666666666667,0.4,800.0
cfd0.40_cut800,mlp_minus_constrained_monotone_timewalk,-0.9866562228686838,-0.23142170632216072,0.0033333333333333335,0.4,800.0
cfd0.40_cut800,cnn_1d_minus_constrained_monotone_timewalk,-0.19987479222892154,0.19267913434098308,0.6566666666666666,0.4,800.0
cfd0.40_cut800,gated_residual_cnn_new_minus_constrained_monotone_timewalk,-1.1274894056145366,-0.8544902417163208,0.0,0.4,800.0
cfd0.40_cut1000,ridge_minus_constrained_monotone_timewalk,-0.8733768457304998,-0.42661798750222624,0.0,0.4,1000.0
cfd0.40_cut1000,gradient_boosted_trees_minus_constrained_monotone_timewalk,-0.9679487150269769,-0.0894512145853557,0.023333333333333334,0.4,1000.0
cfd0.40_cut1000,mlp_minus_constrained_monotone_timewalk,-1.1452650721967104,-0.569199650290696,0.0,0.4,1000.0
cfd0.40_cut1000,cnn_1d_minus_constrained_monotone_timewalk,-0.29133800750995065,-0.006181841263069853,0.04666666666666667,0.4,1000.0
cfd0.40_cut1000,gated_residual_cnn_new_minus_constrained_monotone_timewalk,-1.1269243955310573,-0.8280045610169878,0.0,0.4,1000.0
cfd0.40_cut1500,ridge_minus_constrained_monotone_timewalk,-0.7483641284314895,0.5702404771364372,0.7566666666666667,0.4,1500.0
cfd0.40_cut1500,gradient_boosted_trees_minus_constrained_monotone_timewalk,-0.5319955306447612,0.05651187489390619,0.08666666666666667,0.4,1500.0
cfd0.40_cut1500,mlp_minus_constrained_monotone_timewalk,-0.9846026791465049,-0.134511431951474,0.02666666666666667,0.4,1500.0
cfd0.40_cut1500,cnn_1d_minus_constrained_monotone_timewalk,-0.22438341278608143,0.09192601985435729,0.4866666666666667,0.4,1500.0
cfd0.40_cut1500,gated_residual_cnn_new_minus_constrained_monotone_timewalk,-0.8215453774416137,-0.10652191193155044,0.016666666666666666,0.4,1500.0
