run,method,n,pid_auc,energy_sigma68_frac,timing_sigma68_ns
63,ridge,12153,0.992409039774109,0.16712453267625513,1.3158706869875254
65,ridge,9742,0.9938520064111335,0.1564653491689921,0.973744795920787
44,gradient_boosted_trees,1389,0.9994835955991934,0.05869022869989588,0.8461096170099625
45,gradient_boosted_trees,17179,0.9997911647987655,0.0610113035316598,0.8461096170099625
46,gradient_boosted_trees,495,1.0,0.04250571927814435,0.572173740948223
47,gradient_boosted_trees,3830,0.9997812053617207,0.042073061349026344,0.572173740948223
48,gradient_boosted_trees,9823,0.9996951887010953,0.05483756862748963,0.8461096170099625
49,gradient_boosted_trees,10317,0.9997665705046761,0.05707835560987337,0.8461096170099625
50,gradient_boosted_trees,26206,0.9999896196885525,0.03520320808515126,0.2998232554305602
51,gradient_boosted_trees,10741,0.999801134062188,0.03920299739652382,0.48919671593033787
52,gradient_boosted_trees,5241,0.999576742563632,0.03881564432674633,0.48919671593033787
53,gradient_boosted_trees,20670,0.9999912723262517,0.02309472579387454,0.2998232554305602
54,gradient_boosted_trees,19572,0.9998597473920887,0.022888471439686368,0.2998232554305602
55,gradient_boosted_trees,12556,0.999840238042199,0.03615523968686292,0.48919671593033787
56,gradient_boosted_trees,29824,0.9998218432957433,0.03695532229598781,0.2998232554305602
57,gradient_boosted_trees,9578,0.9998290634691537,0.05745442754546147,0.8461096170099625
58,gradient_boosted_trees,10944,0.9999287654631618,0.03532268651957677,0.5462863615794022
59,gradient_boosted_trees,11577,0.9994120202860988,0.1116203211312076,2.2183553655893533
60,gradient_boosted_trees,8070,0.9998602712833036,0.10592601510360969,2.4343370634727886
61,gradient_boosted_trees,9080,0.9996657737286673,0.10038906948767723,2.5354581769374884
62,gradient_boosted_trees,9796,0.9997111920426066,0.09654725699893363,2.2450100949730656
63,gradient_boosted_trees,12153,0.9997003474156793,0.056806817626106225,0.6632048820600982
65,gradient_boosted_trees,9742,0.999949913019683,0.03989629417441913,0.6292633865972874
44,mlp,1389,0.9996657754010695,0.022202465513526427,0.11383897757945075
45,mlp,17179,0.9998881447687364,0.018572260766787807,0.11167423315534018
46,mlp,495,1.0,0.013792389934675263,0.07916454648330865
47,mlp,3830,1.0,0.013403896332807452,0.0826165688497939
48,mlp,9823,0.9998843218472826,0.020279055624248567,0.11170421168192757
49,mlp,10317,0.9999911976070778,0.019918774742661367,0.11535655180190342
50,mlp,26206,0.9999928481536191,0.009575941788181512,0.053859789112171264
51,mlp,10741,0.9998878661570451,0.01045058537364137,0.059239392784778744
52,mlp,5241,0.9997975042148978,0.010384304941700045,0.05815539699036343
53,mlp,20670,0.9999991488838261,0.008807313859207268,0.057391986268936004
54,mlp,19572,0.9999996969331402,0.008828456615019475,0.056828522703313664
55,mlp,12556,0.999998949690262,0.010406468832637992,0.06018486366438224
56,mlp,29824,0.9999945717072926,0.010068386304383156,0.05599526799120068
57,mlp,9578,0.999809168081355,0.019998263899486952,0.11755249538577278
58,mlp,10944,0.9999835994224896,0.011441426028435418,0.06076494823428856
59,mlp,11577,0.9997638787318341,0.04951392267667312,0.308278746100633
60,mlp,8070,0.9999984474587034,0.05332433998032618,0.41471050000321297
61,mlp,9080,0.9999908753726012,0.05115806819743237,0.41780672256541673
62,mlp,9796,0.9999126054465431,0.04756109048141905,0.3455244776731872
63,mlp,12153,0.9999547499149473,0.02709157141524783,0.1321993717053827
65,mlp,9742,1.0,0.016670496624393846,0.0654124404554853
44,1d_cnn,1389,0.9808450951170334,0.19359230939722477,9.407157325744624
45,1d_cnn,17179,0.9888321297685962,0.181504841827707,9.176873683929443
46,1d_cnn,495,0.9947632850241546,0.17295118993353206,8.02235050201416
47,1d_cnn,3830,0.9936561478312503,0.1751557424368529,8.078464317321776
48,1d_cnn,9823,0.9857562563762355,0.18763669068414052,9.36561117172241
49,1d_cnn,10317,0.9872619132637668,0.19067433754587682,9.269435214996339
50,1d_cnn,26206,0.9940493597852432,0.1365716006781007,5.789574146270753
51,1d_cnn,10741,0.9945642089826988,0.14047074710435695,6.631994724273682
52,1d_cnn,5241,0.9933117468767333,0.14053860134906088,6.362039566040039
53,1d_cnn,20670,0.9948377340295105,0.14496565813470674,5.512792110443115
54,1d_cnn,19572,0.9942186713262636,0.14511788114834034,5.474446773529053
55,1d_cnn,12556,0.9945477929168622,0.14265906265359246,6.534026145935058
56,1d_cnn,29824,0.9935194131433538,0.13822538997709974,5.92960033416748
57,1d_cnn,9578,0.9843760461714961,0.19175894090457202,9.460362219810484
58,1d_cnn,10944,0.9848937257168585,0.1272599958407914,6.225173091888427
59,1d_cnn,11577,0.9583636592813666,0.254113155557389,10.624913674592973
60,1d_cnn,8070,0.9531027731880776,0.32165950143278377,13.336403268575667
61,1d_cnn,9080,0.9556566655844663,0.2914084111236672,12.283612754940986
62,1d_cnn,9796,0.9651481982395012,0.256536719938931,11.634506702423096
63,1d_cnn,12153,0.9699477405256741,0.17863816340408,8.143005514144898
65,1d_cnn,9742,0.9816175895701804,0.12902569133865868,6.591332238912582
44,tiny_transformer_multitask,1389,0.987658345752608,0.3519558496484714,8.01967839002609
45,tiny_transformer_multitask,17179,0.9885749958794608,0.31454780910108304,7.705708789825438
46,tiny_transformer_multitask,495,0.9926763285024155,0.2222609708208605,6.331190013885497
47,tiny_transformer_multitask,3830,0.9917855132910289,0.20842113169548812,6.554195022583006
48,tiny_transformer_multitask,9823,0.9861589126405687,0.3551700406813276,7.736524534225463
49,tiny_transformer_multitask,10317,0.9859632281419699,0.3432489677938538,7.882532846927644
50,tiny_transformer_multitask,26206,0.9937337954217526,0.07485331565237205,4.97571325302124
51,tiny_transformer_multitask,10741,0.9939420721144187,0.08666608241790956,5.224218368530274
52,tiny_transformer_multitask,5241,0.9928030523244395,0.0924894695721492,5.2085394859313965
53,tiny_transformer_multitask,20670,0.995953816107033,0.06614000020779223,4.4854032516479485
54,tiny_transformer_multitask,19572,0.9967151088174188,0.06669899810663096,4.432785415649414
55,tiny_transformer_multitask,12556,0.993408567895123,0.0880836122725171,5.099485397338866
56,tiny_transformer_multitask,29824,0.9937994208555198,0.08389720838744011,5.171676921844481
57,tiny_transformer_multitask,9578,0.9873309719589695,0.35418366420927094,7.9129299163818345
58,tiny_transformer_multitask,10944,0.9972578934783074,0.24057147968060277,5.2802819252014155
59,tiny_transformer_multitask,11577,0.9763129417108656,0.4608813342600314,10.42917914390564
60,tiny_transformer_multitask,8070,0.9843313650991047,0.5694977176257839,13.032349437475206
61,tiny_transformer_multitask,9080,0.9861520533796589,0.5294923952420191,12.496496671438218
62,tiny_transformer_multitask,9796,0.9813417404028364,0.49055106016295186,11.618071213364601
63,tiny_transformer_multitask,12153,0.9873556629646424,0.3732055301845778,7.380771785974503
65,tiny_transformer_multitask,9742,0.9919399053966889,0.3892533292793784,5.601254653930663
44,pedestal_tail_fusion_new,1389,0.9993479880774963,0.20607111316483653,0.5466281243367075
45,pedestal_tail_fusion_new,17179,0.9998039587477784,0.19140856286820407,0.4767426471176575
46,pedestal_tail_fusion_new,495,1.0,0.13187859295197885,0.3950936184481948
47,pedestal_tail_fusion_new,3830,0.9996279894978574,0.13289287472678404,0.38583844764754616
48,pedestal_tail_fusion_new,9823,0.9995936060516525,0.20870665821505685,0.5249306529774876
49,pedestal_tail_fusion_new,10317,0.9998188035721107,0.20768293430476503,0.5379162082446098
50,pedestal_tail_fusion_new,26206,0.9999901167467018,0.07429366163854802,0.10164656396265137
51,pedestal_tail_fusion_new,10741,0.9997210842289929,0.0828511124291289,0.12627604147211624
52,pedestal_tail_fusion_new,5241,0.9992801677474298,0.08062738968049026,0.12104984394323282
53,pedestal_tail_fusion_new,20670,0.9999927879103158,0.07617738502238994,0.10092223312813536
54,pedestal_tail_fusion_new,19572,0.9999771521261782,0.07581877654242342,0.10077334398268609
55,pedestal_tail_fusion_new,12556,0.999728659043628,0.08008717256877157,0.12553867572566532
56,pedestal_tail_fusion_new,29824,0.9999407359779701,0.07317859852400685,0.10739480086081538
57,pedestal_tail_fusion_new,9578,0.9998327149382693,0.21043793176013062,0.5423704100746858
58,pedestal_tail_fusion_new,10944,0.9999361486412939,0.14153899775158735,0.33458904602766065
59,pedestal_tail_fusion_new,11577,0.9994669119462259,0.22807369750783943,1.8347169618600216
60,pedestal_tail_fusion_new,8070,0.9999111170107681,0.25996124262903414,2.2710841483827955
61,pedestal_tail_fusion_new,9080,0.9996650378716189,0.2423895559669179,2.359995628665628
62,pedestal_tail_fusion_new,9796,0.9996800308698576,0.22674108369775814,1.9836217478784306
63,pedestal_tail_fusion_new,12153,0.9997879051373718,0.18856666660516097,0.5748447976417805
65,pedestal_tail_fusion_new,9742,0.9999513789800826,0.1863484163112567,0.42750064185225467
