dimension,stratum,policy,method,method_label,accepted_fraction,n,n_events,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_loss,mean_sigma_hat_ns,calibration_loss_ci_low,coverage68_ci_low,coverage95_ci_low,pull_width68_ci_low,sigma68_ns_ci_low,tail_frac_abs_gt5ns_ci_low,calibration_loss_ci_high,coverage68_ci_high,coverage95_ci_high,pull_width68_ci_high,sigma68_ns_ci_high,tail_frac_abs_gt5ns_ci_high,score
all,all,charge_bin_conformal68_budget0.00,ridge,Ridge residual scale model,1.0,11460,3820,7,1.5731825855146495,2.8354807589892665,0.027399650959860383,0.7666341388673295,0.674956369982548,0.9448516579406632,0.007733122154451988,0.005148342059336786,0.08208244178215311,2.135331363671388,0.0765649849502233,0.5563529957825469,0.9096087353965303,0.6302397893401226,1.414826951503008,0.013928211612797104,0.16972372690347087,0.7941180390485049,0.9749848286530224,0.9069813855545443,1.8436317822800692,0.04497946661407315,0.33359462028537723
all,all,charge_bin_conformal68_budget0.10,traditional,S02/S03/S04 atom robust-width baseline,0.899912739965096,10313,3817,7,1.5287108581941515,2.040977032824432,0.020653544070590515,0.9923743272298036,0.6980510035877049,0.8621157762047901,0.015361511450704857,0.08788422379520988,0.03695713600537039,2.6090959224291996,0.03589639223741967,0.5483502269921965,0.8012675679999697,0.7304724246205275,1.298158798237883,0.0022709819592532116,0.16496228430387275,0.7806528718570487,0.8990817964648831,1.2117065555276463,1.934999333123336,0.0511444097654482,0.3357817090492706
all,all,charge_bin_conformal68_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,1.0,11460,3820,7,1.5510917109777835,2.9429216194551993,0.03368237347294939,1.0330789779343479,0.6758289703315882,0.8464223385689355,0.006860521805411857,0.1035776614310645,0.04783905372360808,2.7615240234812672,0.03594403944321645,0.5615808654671501,0.8008337355860912,0.8008905258461164,1.3518138265539168,0.015289585439266222,0.15603717177041668,0.7591873223807551,0.8814639338906127,1.210611607087383,1.9158922708732722,0.06109680310392504,0.3481419430207369
all,all,charge_bin_conformal68_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,0.949825479930192,10885,3818,7,1.5056645128936712,2.091506206983283,0.022875516766192008,1.0439209520185742,0.6807533302710151,0.8495176848874598,0.0019361618659848867,0.10048231511254013,0.048779809665699725,2.6330990196604147,0.03766412125430491,0.5545603540484698,0.7961827568620355,0.8005654378581457,1.3127946206743653,0.0053875816032599964,0.1734109970247292,0.7661179777843197,0.8856320477843058,1.2391181823485464,1.8326483431309792,0.049870181740369716,0.35307918446057135
all,all,charge_bin_conformal68_budget0.20,cnn1d,1D-CNN residual scale model,0.7999127399650959,9167,3803,7,1.2864922136457924,1.4843575524752357,0.0,0.8651638132243221,0.7179011672302825,0.9730555252536272,0.03521167509328249,0.023055525253627196,0.0643677957075292,1.533152543340438,0.03091510158179655,0.636172979091086,0.962872946716689,0.7730042753436942,1.1987841409159383,0.0,0.12726789769586477,0.8046936188180249,0.9834899776069541,0.9655817223181261,1.3762832106120553,0.0,0.3662243574023928
all,all,charge_bin_conformal68_budget0.05,ridge,Ridge residual scale model,0.949825479930192,10885,3812,7,1.4767870537212353,1.8801475633779055,0.00266421681212678,0.7307900877962827,0.707395498392283,0.9645383555351401,0.024706006255282964,0.014538355535140157,0.10281809133138013,2.058203955579814,0.07803417661131341,0.5807410426561782,0.9399614103792776,0.5999354225899378,1.351695233868623,0.0,0.196360351077751,0.8372170488395999,0.9853298578349499,0.8717168260770037,1.7195144064661447,0.007454068045224098,0.36861617001801694
all,all,charge_bin_conformal68_budget0.20,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.7999127399650959,9167,3799,7,1.2886499785709646,1.4763063395310414,0.0,0.8685009430545445,0.7308825133631505,0.9757826988109524,0.048193021226150434,0.02578269881095241,0.06849159232751945,1.5779564583454975,0.04162025511061027,0.6826715060975161,0.9698568846761818,0.8095074585215948,1.2265876301352996,0.0,0.10169790683841526,0.7794315879721241,0.9813162818907631,0.9193896860451931,1.371164306121804,0.0,0.38132292081968877
all,all,charge_bin_conformal68_budget0.10,mlp,MLP residual scale model,0.899912739965096,10313,3810,7,1.4862832560418537,1.748067915077813,0.0,0.7578104059760963,0.7386793367594299,0.9708135363133908,0.05598984462242984,0.02081353631339089,0.10633099165324149,2.0730056561000505,0.062485229227517286,0.6448840370297806,0.9637114364047393,0.6793328424469265,1.4019266496324727,0.0,0.15815872412757223,0.8164584961561675,0.977827710173325,0.8660573884680518,1.6193077522988282,0.0,0.4148719562992933
all,all,charge_bin_conformal68_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,0.899912739965096,10313,3807,7,1.3791370239075698,1.7397814271321077,0.0,0.7357194730536321,0.744109376515078,0.9642199166101038,0.061419884378077994,0.0142199166101038,0.11330677597818324,1.9303962727991866,0.044705058632401255,0.6273250513137453,0.9382016875107726,0.6344365632041995,1.2775098636276456,0.0,0.18298861123453858,0.8366788527972738,0.9818891713562362,0.9332065065310889,1.5639740923075114,0.0,0.4292056895708315
all,all,charge_bin_conformal68_budget0.20,traditional,S02/S03/S04 atom robust-width baseline,0.7999127399650959,9167,3795,7,1.351864415422025,1.7054013417381992,0.0,0.9071912070204626,0.7433184247845533,0.8779317115741245,0.06062893264755331,0.07206828842587543,0.0751686713509887,2.465236674311261,0.03258555749815732,0.6157469807927474,0.8512804639539862,0.6333332781326861,1.2493426738333202,0.0,0.18623092062333874,0.827327649494458,0.9025250942206652,1.0671664336304576,1.62369605792298,0.0,0.44763974750501956
all,all,charge_bin_conformal68_budget0.10,ridge,Ridge residual scale model,0.899912739965096,10313,3811,7,1.4184273207182898,1.725465875358765,0.0,0.711259438174803,0.7369339668379715,0.9740133811693978,0.05424447470097149,0.024013381169397885,0.12233280589852213,2.025768203808038,0.07808459661727209,0.6102853126307555,0.9578724653228408,0.6029108754725103,1.3103701800774878,0.0,0.2030613645782999,0.8558600739200031,0.9889885335746673,0.8401418581102544,1.570602760669343,0.0,0.46607724389114225
all,all,charge_bin_conformal68_budget0.20,mlp,MLP residual scale model,0.7999127399650959,9167,3801,7,1.3805863637003364,1.5301992247127416,0.0,0.7309684339180693,0.7842260281444311,0.9786189593105705,0.10153653600743107,0.02861895931057057,0.13306235379997744,2.00340582149409,0.08332777092090952,0.717178169123973,0.9727132037443276,0.6555573179358078,1.305194215827612,0.0,0.18103996218486001,0.8483020354880979,0.9848548156374538,0.8113665016755591,1.468326554378404,0.0,0.5778714657366809
all,all,charge_bin_conformal68_budget0.20,ridge,Ridge residual scale model,0.7999127399650959,9167,3796,7,1.3181538826456978,1.4915395425301803,0.0,0.6977698031294229,0.783026071779208,0.9832006108868768,0.10033657964220799,0.03320061088687687,0.14525579579988732,1.9649936877759409,0.06993171652106953,0.664453874701375,0.9680598096654727,0.5805748119127012,1.2061872318595905,0.0,0.22115086738800022,0.8793905895363618,0.9962016342632273,0.8283206456473968,1.461656923081019,0.0,0.6190334433127168
all,all,charge_bin_conformal68_budget0.20,gradient_boosted_trees,HistGradientBoosting residual scale model,0.7999127399650959,9167,3798,7,1.2995096371681074,1.5251284053340943,0.0,0.7055509709287338,0.796989200392713,0.9806916112141376,0.114299708255713,0.03069161121413766,0.1464801161803723,1.876515120046599,0.07528641788346258,0.7080636631327143,0.969518646144546,0.6151062855448697,1.2114750687054923,0.0,0.2061665811634445,0.8785990884070621,0.9905555494829318,0.8231306848956077,1.4016572317289793,0.0,0.6201974047814326
all,all,charge_bin_conformal95_budget0.00,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1.0,11460,3820,7,1.503985568351275,2.70563256429194,0.015270506108202443,0.49851886065449647,0.9485165794066318,0.993717277486911,0.2658270872696318,0.04371727748691101,0.2703418347006821,3.3950882161791207,0.2548275594363892,0.9366678745003589,0.9922750673837344,0.46894078092278846,1.3944499585674297,0.009513536911159328,0.2820023294113459,0.9600688183027491,0.9952152107851355,0.5365111617923009,1.6576662377191749,0.02142022497704316,0.9005542999135646
all,all,charge_bin_conformal95_budget0.05,cnn1d,1D-CNN residual scale model,0.949825479930192,10885,3814,7,1.4240968867874204,1.823512313409809,9.186954524575104e-05,0.4977931536563418,0.952779053743684,0.9969683050068903,0.27008956160668396,0.04696830500689031,0.2730882376524108,3.0291107729334272,0.25016173601295716,0.9377662588822847,0.9960193562335669,0.4406490956397286,1.3176410494535606,0.0,0.2959526977592788,0.966017246508576,0.9980170045125464,0.5524775508726589,1.5681100565573607,0.0003320389600973199,0.9041395166522161
all,all,charge_bin_conformal95_budget0.05,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.949825479930192,10885,3816,7,1.4259582873999403,1.7972096808814182,0.0,0.4993673821676282,0.9545245751033532,0.9975195222783647,0.27183508296635317,0.047519522278364756,0.2733290743590299,3.059760188555024,0.2590979784409095,0.9415176507649989,0.9962558276920538,0.4652784238631254,1.3324886314871278,0.0,0.28448302525083685,0.9683332837608482,0.9985787023857702,0.5349617027090621,1.5681936139133117,0.0,0.9051376354078104
all,all,charge_bin_conformal95_budget0.00,cnn1d,1D-CNN residual scale model,1.0,11460,3820,7,1.510096991761467,2.717306532407912,0.01780104712041885,0.49663264171279514,0.9480802792321117,0.9930191972076788,0.26539078709511166,0.04301919720767888,0.2705924475299985,3.42895697774424,0.24665315713712688,0.9325213428884253,0.9905761678580021,0.44059356318849996,1.3716069938811641,0.012415133966747167,0.2936230409565032,0.9619098943015755,0.9954156688404948,0.5516776442119647,1.6797742504511604,0.025419139395751807,0.9081996811589309
all,all,charge_bin_conformal95_budget0.10,cnn1d,1D-CNN residual scale model,0.899912739965096,10313,3810,7,1.368193463964615,1.6915389231069846,0.0,0.502361664822665,0.9528750121206244,0.9971880151265393,0.2701855199836244,0.04718801512653936,0.27167062342916626,2.8686511928825493,0.24227799829807967,0.9355070390374617,0.9960038574879155,0.450663216156809,1.2753578003727641,0.0,0.2933457095743292,0.9669047271194391,0.9983461802608262,0.5725404421195279,1.4999519640651628,0.0,0.9372653304402161
all,all,charge_bin_conformal95_budget0.10,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.899912739965096,10313,3811,7,1.367823554407681,1.6730603901087302,0.0,0.5023159745177793,0.9556869969940851,0.9977698051003587,0.27299750485708507,0.047769805100358775,0.2728171118132215,2.9199050709594863,0.2575120786548632,0.9431920873998845,0.9960402296453315,0.46978383335586416,1.2785226002142975,0.0,0.28561041478000937,0.9683476415910807,0.9989589718655284,0.5367537805026324,1.4671808694484778,0.0,0.9412865855662013
all,all,charge_bin_conformal95_budget0.00,gradient_boosted_trees,HistGradientBoosting residual scale model,1.0,11460,3820,7,1.5542951071875146,2.6375518802353723,0.02111692844677138,0.41145822976042423,0.9369109947643979,0.9948516579406632,0.25422150262739784,0.04485165794066326,0.29587164360254564,4.064903780878962,0.2489934026234962,0.895498234003356,0.991364767020178,0.3406155757060549,1.4105642134255854,0.012652502438428873,0.33179610046039204,0.970704194606873,0.9979003874875605,0.5056125435921566,1.7393065861362034,0.029188965031514344,0.9958173740886143
all,all,charge_bin_conformal95_budget0.00,mlp,MLP residual scale model,1.0,11460,3820,7,1.6447738012513375,2.7362841162134233,0.02155322862129145,0.4145842402937713,0.9458115183246073,0.993630017452007,0.26312202618760727,0.04363001745200701,0.2973892677819477,4.290628728661355,0.27212009999067216,0.9274137112391848,0.9921457642194932,0.36109488657516686,1.5351874810962731,0.01460188051097142,0.3209940511655366,0.9632223454503416,0.9950705146720278,0.47114361632454066,1.8022408191704447,0.031134357469376667,1.0004575066617243
all,all,charge_bin_conformal95_budget0.20,cnn1d,1D-CNN residual scale model,0.7999127399650959,9167,3800,7,1.290617711227219,1.495006876961351,0.0,0.5097924846448012,0.9559288753136249,0.9978182611541399,0.2732393831766249,0.047818261154139896,0.2704217198953212,2.6292672582596386,0.24574330399827676,0.9383637398179284,0.9967274080155847,0.459403339368445,1.2032800042140628,0.0,0.29139022197114645,0.969616156410797,0.9989609525982676,0.5677080795730335,1.3908414113855896,0.0,1.0091488658662815
all,all,charge_bin_conformal95_budget0.20,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.7999127399650959,9167,3798,7,1.2941874308410295,1.4859415518820864,0.0,0.5091616896943527,0.957237918621141,0.9984727828078979,0.274548426484141,0.04847278280789791,0.2712865065325621,2.699361573265027,0.25775020221710465,0.9461082838989431,0.997813164051783,0.47857016507161076,1.2284703926425478,0.0,0.2823928222265415,0.971029527970809,0.9992626411389298,0.5401215082638549,1.3951819930784313,0.0,1.0123977474317623
all,all,charge_bin_conformal95_budget0.05,gradient_boosted_trees,HistGradientBoosting residual scale model,0.949825479930192,10885,3812,7,1.4564379844955333,1.8848539006033416,0.0,0.3871875623507988,0.9537896187413872,0.9986219568213137,0.2711001266043872,0.04862195682131376,0.31084484035830073,3.8827034490323236,0.26217232885691893,0.9150054683887723,0.9967837179411247,0.32735634471607933,1.3299919952526593,0.0,0.33911664809890424,0.9794508785502235,1.0,0.49292305045590284,1.6472622070756726,0.0,1.018787367948572
all,all,charge_bin_conformal95_budget0.05,mlp,MLP residual scale model,0.949825479930192,10885,3813,7,1.5579673825718807,1.8944742350985948,9.186954524575104e-05,0.39552341942830976,0.9631603123564538,0.9980707395498393,0.2804708202194538,0.048070739549839314,0.3110060467803278,4.1152653121827845,0.2926848946462112,0.9533296875476238,0.9968299788386606,0.3537754050096593,1.4669523848635428,0.0,0.3282833878933997,0.9726227793952282,0.9990654246717812,0.4409663155107141,1.6734908556279438,0.00030906185459862924,1.018995378578916
all,all,charge_bin_conformal95_budget0.00,ridge,Ridge residual scale model,1.0,11460,3820,7,1.5731825855146495,2.8354807589892665,0.027399650959860383,0.4026036626118765,0.9409249563699825,0.993891797556719,0.2582354642329825,0.043891797556719014,0.29984119972594164,4.110684550312296,0.26025819654128585,0.8980104661790395,0.9910996905458589,0.3374115794027196,1.4327747732845566,0.014880963982224995,0.3333905744237689,0.9722027275247799,0.996804996563065,0.48075358811428054,1.891299243159263,0.04711234969667145,1.0256143496141252
all,all,charge_bin_conformal95_budget0.05,ridge,Ridge residual scale model,0.949825479930192,10885,3812,7,1.4769687065678632,1.8882242438821732,0.004777216352779054,0.3881601523175823,0.9576481396417088,0.9993569131832798,0.2749586475047088,0.04935691318327984,0.31205180279013545,3.9487098879841906,0.27712653493942635,0.9209670610692927,0.9982603198125141,0.3232048207162901,1.3478288240056266,0.0,0.34237698649819465,0.9828116966619518,1.0,0.45589219105834355,1.7184727021649242,0.01434091260210877,1.0374748606643793
all,all,charge_bin_conformal95_budget0.10,mlp,MLP residual scale model,0.899912739965096,10313,3811,7,1.4861707072027963,1.7508814925139664,0.0,0.38475582367013017,0.9700378163482982,0.998642490061088,0.2873483242112982,0.048642490061088006,0.317078330200752,4.053290433475902,0.2984619091654646,0.9642688814470145,0.997515395182266,0.3470527566726336,1.4081353291736738,0.0,0.33162853913726126,0.9761758632513913,0.9995130687152062,0.4355461078055054,1.6309123785683852,0.0,1.074942925689522
all,all,charge_bin_conformal95_budget0.10,ridge,Ridge residual scale model,0.899912739965096,10313,3811,7,1.4162050933548889,1.7349953805288663,9.69649956365752e-05,0.3796787836498413,0.9683894114224765,0.9995151750218171,0.28569991928547644,0.049515175021817126,0.3185121035524841,3.885745010168553,0.29309093631134375,0.9474311328529351,0.9988005285643063,0.31247104667843545,1.2888160795914996,0.0,0.3474527103760532,0.9878732370157389,1.0,0.4381225299767062,1.5656970488866524,0.00031277606740702605,1.0804078256923573
all,all,charge_bin_conformal95_budget0.10,gradient_boosted_trees,HistGradientBoosting residual scale model,0.899912739965096,10313,3807,7,1.3786194463380892,1.7416978687820945,0.0,0.3708394171866189,0.9667410064966547,0.9989333850479977,0.2840515143596547,0.04893338504799771,0.3207151607403445,3.8280676387287893,0.28755923093272395,0.9467378113492266,0.9977574216647435,0.3203310574628775,1.2809519030587282,0.0,0.34315079523675446,0.9838943319439304,0.9998768040558977,0.4509090727613561,1.5275907725076574,0.0,1.0861443122952092
all,all,charge_bin_conformal95_budget0.20,mlp,MLP residual scale model,0.7999127399650959,9167,3800,7,1.379863286557093,1.5344915914423425,0.0,0.37168431444956307,0.9775280898876404,0.999127304461656,0.29483859775064036,0.04912730446165603,0.3240938625875778,3.921720155953062,0.3128001969710609,0.9721374749854543,0.9984271411422587,0.3345984979936965,1.3087243828651962,0.0,0.33660389436046984,0.9826028140642845,0.999800038856732,0.4061701055067152,1.4662111116005394,0.0,1.1714743372505674
all,all,charge_bin_conformal95_budget0.20,ridge,Ridge residual scale model,0.7999127399650959,9167,3791,7,1.3168024070100712,1.5036225853586345,0.0,0.37086888147803676,0.9824370022908258,0.9998909130577069,0.2997475101538257,0.04989091305770699,0.32625651391116534,3.7623833047135857,0.3035607608922035,0.9700131696237466,0.9995912680885797,0.30458882182283475,1.2055683468791623,0.0,0.3525069210040654,0.9950459319211803,1.0,0.4293711767575511,1.4383127870107293,0.0,1.1787258998173809
all,all,charge_bin_conformal95_budget0.20,gradient_boosted_trees,HistGradientBoosting residual scale model,0.7999127399650959,9167,3797,7,1.2989703760145446,1.5285112410667043,0.0,0.35647110466337983,0.9814552198101887,0.999563652230828,0.29876572767318865,0.04956365223082804,0.3306194250802123,3.725308687903502,0.3075971580627466,0.9708008102566831,0.9988694506254155,0.3083483590556215,1.2085092507246225,0.0,0.34980341642445256,0.9919074615095881,1.0,0.4148662150462938,1.394935939871623,0.0,1.191487372497643
all,all,charge_bin_conformal95_budget0.05,traditional,S02/S03/S04 atom robust-width baseline,0.949825479930192,10885,3818,7,1.453756533861098,1.9818106112926723,0.012861736334405145,0.24316122643873522,0.955351401010565,0.9939366100137804,0.272661908873565,0.043936610013780464,0.3578124308162034,13.351572020248533,0.33850616793546634,0.9340091149938068,0.9904964127214929,0.19833677536647115,1.293453593231332,0.0033097499587899193,0.38103553124334577,0.9803149351099935,0.9976043152213675,0.2783780572752289,1.7377877266797777,0.025941750184618632,1.1935900015179624
all,all,charge_bin_conformal95_budget0.00,traditional,S02/S03/S04 atom robust-width baseline,1.0,11460,3820,7,1.5510917109777835,2.9429216194551993,0.03368237347294939,0.2410868277040396,0.9493019197207679,0.9884816753926702,0.2666124275837679,0.03848167539267022,0.35466909175746614,13.733448635276645,0.3326191653103647,0.9255935437152387,0.9832462237029135,0.19534552602225416,1.3773824496176819,0.015738049487966664,0.3789207130072184,0.9742736574257645,0.9939491170737301,0.2803798306288648,1.9374591899927338,0.06402579734541797,1.2035360710839167
all,all,charge_bin_conformal95_budget0.10,traditional,S02/S03/S04 atom robust-width baseline,0.899912739965096,10313,3813,7,1.3563402946381682,1.8562285369722422,0.010860079511296422,0.24708948280842283,0.9543294870551731,0.9940851352661689,0.27163999491817303,0.04408513526616897,0.3562118824586397,13.049171812491657,0.3345206493471746,0.9299045769278593,0.9898039459992659,0.20113244691135088,1.2607200731618116,0.002282622323773872,0.3813236340940011,0.9799718080533973,0.9977342076405799,0.287543180090658,1.5627712400754548,0.023317217926538538,1.2203664662021556
all,all,charge_bin_conformal95_budget0.20,traditional,S02/S03/S04 atom robust-width baseline,0.7999127399650959,9167,3804,7,1.3144270418760664,1.7081205289051395,0.009163303152612632,0.2244212021325316,0.9518926584487837,0.9934547834624196,0.26920316631178365,0.0434547834624196,0.3627455825472239,12.842244037607339,0.3295312385943787,0.9213225730853694,0.9891913361576579,0.17389182605132408,1.2323160136908586,0.0003908809059536691,0.3897500407586259,0.9801453272950709,0.9973569625409544,0.293547122804644,1.4411200881323352,0.023560986679260577,1.3092468855881072
