event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,mean_peak_sample,delta_area_over_amp,mean_area_over_amp,delta_positive_area_over_amp,mean_positive_area_over_amp,max_tail_area_frac,delta_tail_area_frac,max_width20_samples,delta_width20_samples,max_width50_samples,max_pretrigger_abs_adc,delta_pretrigger_abs_adc,max_pretrigger_ptp_adc,max_late_abs_adc,delta_late_abs_adc,most_negative_postpeak_adc,has_pretrigger_anomaly,has_late_anomaly,centered_residual_ns,tail_abs_gt_threshold,traditional_pred_ns,residual_traditional_corrected_ns,traditional_high_lowering_bin,ml_pred_ns,residual_ml_corrected_ns,ml_shuffled_pred_ns,residual_ml_shuffled_corrected_ns,ml_oracle_pred_ns,residual_ml_oracle_corrected_ns,ml_tail_probability,ml_tail_probability_shuffled
54:247021:6940:246981,54,B4-B8,B4,B8,-4.309047922769459,4.309047922769459,0.0,0.0,0.0,0.0,0.0,0.0,0.1574080116975649,7.516977224604321,-1.0,8.5,0.27673104044373176,7.247179448404673,0.28144192742518115,7.25388744902271,0.5298720890034256,0.08586107477671612,10.0,0.0,7.0,12.5,1.5,15.0,912.5,95.5,0.0,False,True,-0.0932111225658403,False,-1.3450421927539977,-2.9640057300154607,False,-0.4969409908403131,-3.8121069319291454,-0.02364867777978629,-4.285399244989672,-0.11214506843018342,-4.1969028543392755,0.008576027336525549,0.12015949503142746
54:247021:6940:246981,54,B6-B8,B6,B8,-0.2730713107830951,0.2730713107830951,0.0,0.0,0.0,0.0,0.0,0.0,-0.09400597355489992,7.422971251049421,0.0,9.0,-0.29889163290486387,6.959368111730376,-0.2942782605641545,6.966027355028043,0.4440110142267095,-0.02474383330104335,10.0,0.0,7.0,11.0,0.0,18.0,817.0,-166.0,0.0,False,True,-0.8964285529491427,False,-0.13911982935622907,-0.13395148142686603,False,-0.37715918387984576,0.10408787309675066,-0.025095377089543125,-0.24797593369355198,-0.9020375189209842,0.6289662081378891,0.0,0.14087039889705227
54:247849:7705:247809,54,B4-B6,B4,B6,-5.066876488193383,5.066876488193383,0.0,0.0,0.0,0.0,0.0,0.0,-0.16244322640526754,7.59160941263049,0.0,6.0,0.05847008331229464,7.167432466548851,0.060313052259530764,7.173074981065388,0.5503214564681849,-0.05894335468772782,11.0,1.0,7.0,419.5,312.5,426.0,352.0,-101.5,0.0,True,True,-0.5575508602711103,False,1.0737644459865605,-6.1406409341799435,False,-0.5566138906536378,-4.510262597539746,-0.003367876312132734,-5.06350861188125,-0.5405739446583042,-4.526302543535079,0.01173545490525899,0.018510670317199385
54:247849:7705:247809,54,B4-B8,B4,B8,-3.929462803707107,3.929462803707107,0.0,0.0,0.0,0.0,0.0,0.0,-0.46402439632267445,7.59160941263049,-3.0,7.5,-1.5152829758451523,7.954308996127574,-1.5106234364645834,7.958543225427444,0.49137810178045704,0.19773077726218946,12.0,-1.0,8.0,419.5,237.0,426.0,954.5,-704.0,0.0,True,True,0.2863739964965113,False,-0.5638141436018438,-3.365648660105263,False,-0.46921014265400174,-3.4602526610531052,-0.3733146489728064,-3.556148154734301,0.2701003074005631,-4.19956311110767,0.038493534303049456,0.10037378130656135
54:247849:7705:247809,54,B6-B8,B6,B8,1.137413684486276,1.137413684486276,0.0,0.0,0.0,0.0,0.0,0.0,-0.3015811699174069,7.754052639035757,-3.0,7.5,-1.573753059157447,7.9250739544714275,-1.5709364887241142,7.928386699297679,0.5503214564681849,0.2566741319499173,12.0,-2.0,8.0,182.5,-75.5,186.0,954.5,-602.5,0.0,True,True,0.5140564423202285,False,-0.9844927023754793,2.121906386861755,False,-0.2924451130850209,1.429858797571297,0.05168764302296437,1.0857260414633116,0.5420143412631876,0.5953993432230885,0.04311428972161557,0.15487646968164645
54:248012:7854:247972,54,B4-B6,B4,B6,-3.1555808545976163,3.1555808545976163,0.0,0.0,0.0,0.0,0.0,0.0,-0.06441250513337238,7.911324018963352,0.0,7.0,0.032403979610613476,7.604993463073314,0.026260989516520894,7.608798364794361,0.5745745066087271,-0.04659760018582593,11.0,-1.0,8.0,17.5,-14.5,32.0,914.5,-150.5,0.0,False,True,1.3537447733246566,False,0.24548350069555486,-3.401064355293171,False,-0.07463823316688008,-3.080942621430736,0.010800944253665231,-3.1663817988512815,1.332631516776451,-4.488212371374067,0.009536713286713286,0.014814544918915384
54:248012:7854:247972,54,B4-B8,B4,B8,-1.524681768473684,1.524681768473684,0.0,0.0,0.0,0.0,0.0,0.0,-0.4521350725108437,7.911324018963352,1.0,6.5,-1.7020286227075223,8.472209764232382,-1.7031615405406946,8.473509629822969,0.7284849394576204,-0.2005080330347192,13.0,-3.0,10.0,5.5,-2.5,10.0,2937.5,-2173.5,0.0,False,True,2.6911550317299344,False,0.07262369752118186,-1.5973054659948658,False,0.616337067429778,-2.141018835903462,-0.020090184351537838,-1.5045915841221462,2.6893934234986663,-4.21407519197235,0.041178933859552735,0.2926350564335826
54:248012:7854:247972,54,B6-B8,B6,B8,1.6308990861239323,1.6308990861239323,0.0,0.0,0.0,0.0,0.0,0.0,-0.38772256737747135,7.975736524096725,1.0,6.5,-1.7344326023181358,8.456007774427075,-1.7294225300572155,8.46037913506471,0.7284849394576204,-0.15391043284889327,13.0,-2.0,10.0,17.5,12.0,32.0,2937.5,-2023.0,0.0,False,True,1.0075418439578847,False,0.103552290425583,1.5273467956983493,False,0.5322238553749924,1.09867523074894,0.06950999057533332,1.561389095548599,1.0015784561325498,0.6293206299913825,0.053649307982333694,0.17627482470539474
54:248366:8186:248326,54,B4-B6,B4,B6,-4.972971338187577,4.972971338187577,0.0,0.0,0.0,0.0,0.0,0.0,0.03827302810785316,7.625838944832114,0.0,10.0,0.6542520836578092,7.049253389962596,0.6509980930413217,7.0529935573769675,0.45351029881055993,-0.01456041814230219,11.0,1.0,7.0,3.5,1.0,5.0,1318.5,127.0,0.0,False,True,-0.463645710265304,False,-0.11625380361853321,-4.856717534569044,False,-1.6937066488116823,-3.2792646893758945,-0.09375187448911873,-4.879219463698458,-0.453200838418212,-4.519770499769365,0.0,0.13197656751195647
54:248366:8186:248326,54,B4-B8,B4,B8,-5.405827404631623,5.405827404631623,0.0,0.0,0.0,0.0,0.0,0.0,0.2938813311328863,7.370230641807081,0.0,10.0,0.31651805813050515,7.218120402726248,0.2997276385542129,7.228628784620522,0.4713370126401994,-0.03238713197194165,11.0,1.0,7.0,13.0,-9.5,20.0,1318.5,327.5,0.0,False,True,-1.1899906044280044,False,-1.334892348710163,-4.07093505592146,False,-1.0407821672992854,-4.365045237332337,-0.06116135134458497,-5.344666053287038,-1.184238724227215,-4.221588680404408,0.026419976827165036,0.027986560779005947
54:248366:8186:248326,54,B6-B8,B6,B8,-0.43285606644404595,0.43285606644404595,0.0,0.0,0.0,0.0,0.0,0.0,0.2556083030250331,7.370230641807081,0.0,10.0,-0.337734025527304,6.890994360897343,-0.3512704544871088,6.903129738099861,0.4713370126401994,-0.017826713829639462,10.0,0.0,7.0,13.0,-10.5,20.0,1191.5,200.5,0.0,False,True,-1.0562133086100935,False,-1.0316970745290799,0.5988410080850339,False,-0.3895722609977933,-0.043283805446252654,0.10331945341106825,-0.5361755198551142,-1.0440968133043553,0.6112407468603094,0.016107003615165927,0.061693899280884854
54:249054:8817:249014,54,B4-B6,B4,B6,-3.364017990273055,3.364017990273055,1.6300000000001091,1.6300000000001091,1.6300000000001091,1.6300000000001091,0.0009271899886234978,0.0009271899886234978,0.21408859414225123,7.258412150595307,0.0,9.0,0.10126705582694129,7.401584902120659,0.12374839753996802,7.414235016247081,0.48682066519697115,-0.01318450906823343,11.0,1.0,8.0,31.0,12.0,59.0,883.0,175.0,0.0,False,True,1.1453076376492177,False,-0.3551103439824535,-3.0089076462906017,False,-0.3064984497777793,-3.0575195404952757,-0.13445816435531868,-3.2295598259177365,1.1522798284118863,-4.516297818684942,0.0,0.12453640595753734
54:249054:8817:249014,54,B4-B8,B4,B8,-4.2495522474710725,4.2495522474710725,1.6300000000001091,1.6300000000001091,1.6300000000001091,1.6300000000001091,0.0009271899886234978,0.0009271899886234978,-0.5525250047312218,7.472500744737558,-2.0,10.0,-0.4767620968845421,7.6905994784764005,-0.46138055752425444,7.706799493779192,0.4736361561287377,0.16849864736693504,11.0,0.0,8.0,31.0,24.5,59.0,1815.5,-932.5,0.0,False,True,-0.033715447267454124,False,-0.6294185037581432,-3.6201337437129295,False,-0.24886229823512762,-4.0006899492359445,-0.32066252577792315,-3.9288897216931495,-0.024655365400732883,-4.22489688207034,0.0,0.13677536707950555
54:249054:8817:249014,54,B6-B8,B6,B8,-0.8855342571980174,0.8855342571980174,0.0,0.0,0.0,0.0,0.0,0.0,-0.766613598873473,7.258412150595307,-2.0,10.0,-0.5780291527114834,7.63996595056293,-0.5851289550642225,7.644925295009208,0.48682066519697115,0.18168315643516847,11.0,-1.0,8.0,19.0,12.5,20.0,1815.5,-1107.5,0.0,False,True,-1.508891499364065,False,0.014329572463646134,-0.8998638296616635,False,-0.2401627267431709,-0.6453715304548464,-0.32219098528318035,-0.563343271914837,-1.5104384051969668,0.6249041479989494,0.0,0.27932468017207684
54:250337:10007:250297,54,B4-B6,B4,B6,-3.3488917667076237,3.3488917667076237,14.414999999999964,14.414999999999964,14.414999999999964,14.414999999999964,0.006438142027690917,0.006438142027690917,0.1934547297862883,7.520776415062797,0.0,17.0,0.17280265701272501,2.4901953664467418,0.2937480558369674,2.558798147159676,0.0,0.0,3.0,0.0,3.0,14.0,4.0,23.0,2239.0,394.0,0.0,False,True,1.1604338612146492,False,-0.851071291672713,-2.497820475034911,False,0.12598911273130592,-3.4748808794389294,-0.8055831281330587,-2.543308638574565,1.1557057427668258,-4.50459750947445,0.05650293595920164,0.41140963833647737
54:250337:10007:250297,54,B4-B8,B4,B8,-5.140555859847922,5.140555859847922,14.414999999999964,14.414999999999964,14.414999999999964,14.414999999999964,0.006438142027690917,0.006438142027690917,0.0981937977227334,7.616037347126352,0.0,17.0,0.29869573412531425,2.4272488278904474,0.42530755325012315,2.4930183984530982,0.0,0.0,3.0,0.0,3.0,14.0,7.5,23.0,2239.0,209.5,0.0,False,True,-0.9247190596443033,False,-1.3076278422642122,-3.8329280175837095,False,-0.3586850298098817,-4.78187083003804,-0.6654224130578742,-4.475133446790047,-0.9433642132133239,-4.1971916466345975,0.0330583719497773,0.22068520802413824
54:250337:10007:250297,54,B6-B8,B6,B8,-1.791664093140298,1.791664093140298,0.0,0.0,0.0,0.0,0.0,0.0,-0.0952609320635549,7.520776415062797,0.0,17.0,0.12589307711258924,2.3408474993840844,0.13155949741315576,2.3461443705346143,0.0,0.0,3.0,0.0,2.0,10.0,3.5,16.0,2029.5,-184.5,0.0,False,True,-2.4150213353063457,False,-0.3827008530136045,-1.4089632401266936,False,-0.35344349833627914,-1.438220594804019,-0.18823392790414056,-1.6034301652361576,-2.353454386448425,0.5617902933081269,0.0,0.21507940795762343
54:250882:10517:250842,54,B4-B6,B4,B6,-2.8746168501197076,2.8746168501197076,13.385000000000218,13.385000000000218,13.385000000000218,13.385000000000218,0.005483408439164367,0.005483408439164367,-0.12657131418920908,7.80057265467065,0.0,17.0,0.04834505815313972,1.547724234544897,0.21108971215358507,1.635954529420954,0.0,0.0,2.0,0.0,2.0,24.0,16.5,40.0,2770.5,-329.5,0.0,False,True,1.6347087778025653,False,-0.28401486992089714,-2.5906019801988105,False,0.10437769194005878,-2.9789945420597665,-0.7527981361570738,-2.1218187139626337,1.653599806415165,-4.528216656534872,0.004694025056215869,0.15472059608575836
54:250882:10517:250842,54,B4-B8,B4,B8,-3.479056830277301,3.479056830277301,-10.257499999999709,10.257499999999709,23.642499999999927,37.027500000000146,-0.005309789460858427,0.010793197900022793,0.1082311348117857,7.692341519858864,0.0,17.0,0.40321381452308724,1.370289856359923,0.3461558566230607,1.5684214571862163,0.0,0.0,2.0,0.0,2.0,24.0,12.5,40.0,2441.0,250.5,0.0,False,True,0.7367799699263173,False,-1.0844986051770813,-2.3945582251002198,False,-0.37441437451335075,-3.1046424557639503,-4.256394110304204,0.7773372800269032,0.7273000788325559,-4.206356909109857,0.03793308667529297,0.2255877482320086
54:250882:10517:250842,54,B6-B8,B6,B8,-0.6044399801575935,0.6044399801575935,-23.642499999999927,23.642499999999927,23.642499999999927,23.642499999999927,-0.010793197900022793,0.010793197900022793,0.23480244900099478,7.692341519858864,0.0,17.0,0.3548687563699475,1.3461173272833533,0.13506614446947562,1.4628766011094239,0.0,0.0,2.0,0.0,1.0,11.5,-4.0,18.0,2770.5,580.0,0.0,False,True,-1.227797222323641,False,-1.5477913944100856,0.9433514142524921,False,-0.3633013561376789,-0.2411386240199146,-3.412960196411494,2.8085202162539007,-1.2210888165131102,0.6166488363555167,0.06659648985237768,0.1951335569386683
54:252009:11570:251968,54,B4-B6,B4,B6,-3.5021398148738427,3.5021398148738427,0.0,0.0,0.0,0.0,0.0,0.0,-0.27779468266349205,7.623397537369454,0.0,12.0,-0.03576887670338813,6.4414598846710875,-0.03092091861798263,6.448329131355946,0.4122299272164594,-0.020122262982882777,9.0,0.0,8.0,18.5,-8.0,27.0,2222.5,-594.0,0.0,False,True,1.0071858130484301,False,0.2742387419880597,-3.7763785568619026,False,0.09068744871239605,-3.592827263586239,0.007646467203540543,-3.5097862820773833,1.0015784561325498,-4.5037182710063925,0.005729166666666667,0.021229569836804983
54:252009:11570:251968,54,B4-B8,B4,B8,-2.999647055089042,2.999647055089042,0.0,0.0,0.0,0.0,0.0,0.0,-0.5834588910301965,7.623397537369454,1.0,11.5,-0.818716504567373,6.83293369860308,-0.810241832727943,6.8379895884109265,0.5903337602652,-0.1982260960316234,9.0,0.0,8.0,10.5,7.5,14.0,3284.0,-1655.5,0.0,False,True,1.2161897451145762,False,0.3063523278179911,-3.305999382907033,False,0.19284322091982803,-3.1924902760088703,0.055251597560778284,-3.0548986526498205,1.2398329338571121,-4.2394799889461545,0.0,0.0978343359481269
54:252009:11570:251968,54,B6-B8,B6,B8,0.5024927597848006,0.5024927597848006,0.0,0.0,0.0,0.0,0.0,0.0,-0.3056642083667045,7.901192220032946,1.0,11.5,-0.7829476278639849,6.850818136954774,-0.7793209141099604,6.853450047719917,0.5903337602652,-0.1781038330487406,9.0,0.0,8.0,18.5,15.5,27.0,3284.0,-1061.5,0.0,False,True,-0.12086448238124703,False,-0.1308236098722214,0.633316369657022,False,0.1907550973515446,0.31173766243325596,0.15584937928388995,0.3466433805009106,-0.13646122853135598,0.6389539883161566,0.0,0.05892450800727008
54:252853:12352:252812,54,B4-B6,B4,B6,-2.2749240828421406,2.2749240828421406,198.6974999999993,198.6974999999993,221.0649999999996,243.4324999999999,0.09048538752128946,0.10383513386566444,0.2394136927971875,7.424463565906283,0.0,5.0,-0.7918549302599462,6.697477488615178,-0.5855201345503867,6.857344379158707,0.5441151919866444,-0.08153648563289512,10.0,-1.0,7.0,1188.0,485.5,1441.0,150.5,-83.5,-67.0,True,False,2.2344015450801322,False,-2.521954685208184,0.24703060236604335,False,1.437902649603857,-3.712826732445998,-0.25222636585918823,-2.0226977169829525,2.196600086737132,-4.471524169579272,0.010445998286744342,0.1709856446069806
54:252853:12352:252812,54,B4-B8,B4,B8,-3.088794710050248,3.088794710050248,191.85249999999996,191.85249999999996,221.0649999999996,250.27749999999924,0.093222054846591,0.10383513386566444,-0.25675084999906606,7.6638772587034705,-2.0,6.0,-1.637414554171471,7.12025730057094,-1.4245165055551787,7.276842564661103,0.46257870635374926,0.09729903377530452,11.0,-2.0,7.0,1188.0,219.5,1441.0,442.5,-375.5,-67.0,True,True,1.1270420901533704,False,-2.9768357141567208,-0.1119589958935272,False,0.5398262492057906,-3.628620959256039,-0.1269174343603227,-2.9618772756899254,1.1098777602267351,-4.198672470276983,0.04088123908877072,0.04694734973403062
54:252853:12352:252812,54,B6-B8,B6,B8,-0.8138706272081073,0.8138706272081073,-6.844999999999345,6.844999999999345,29.212499999999636,51.57999999999993,0.0027366673253015512,0.013349746344374988,-0.49616454279625355,7.424463565906283,-2.0,6.0,-0.8455596239115248,7.516184765700913,-0.8389963710047921,7.569602631936297,0.5441151919866444,0.17883551940819964,11.0,-1.0,7.0,968.5,-266.0,1039.0,442.5,-292.0,0.0,True,True,-1.437227869374155,False,0.9439278458781766,-1.757798473086284,False,-0.3501925218494816,-0.46367810535862575,-0.2785739357122295,-0.5352966914958779,-1.4378093311162616,0.6239387039081543,0.004909528552456839,0.2797406461854698
54:253148:12623:253107,54,B4-B6,B4,B6,-3.638263565891471,3.638263565891471,0.0,0.0,0.0,0.0,0.0,0.0,0.0823518115451698,7.84208237334239,0.0,8.0,0.2790046189765709,7.343668157395536,0.2598506625497201,7.354330911939038,0.52718618251054,-0.04447425253326831,11.0,1.0,8.0,23.5,-21.5,43.0,1018.0,1.5,0.0,False,True,0.871062062030802,False,-0.09388179844024147,-3.5443817674512292,False,-0.8532340996387144,-2.785029466252756,0.08104017955310323,-3.719303745444574,0.8846720369824584,-4.522935602873929,0.01420750648912717,0.0022574499882647343
54:253148:12623:253107,54,B4-B8,B4,B8,-2.0959117751689718,2.0959117751689718,0.0,0.0,0.0,0.0,0.0,0.0,-0.7393670261647669,7.92443418488756,1.0,7.5,-0.6092541681684374,7.78779755096804,-0.6102414677647667,7.789376977096282,0.6602603777611781,-0.17754844778390644,12.0,-1.0,12.0,10.5,-8.5,16.0,3191.5,-2173.5,0.0,False,True,2.1199250250346466,False,0.6363011767481934,-2.732212951917165,False,0.2923172254426466,-2.3882290006116182,-0.009209549668865473,-2.0867022255001064,2.1116777256689496,-4.207589500837921,0.04710581911833434,0.12840994816747892
54:253148:12623:253107,54,B6-B8,B6,B8,1.542351790722499,1.542351790722499,0.0,0.0,0.0,0.0,0.0,0.0,-0.8217188377099367,7.84208237334239,1.0,7.5,-0.8882587871450083,7.6482952414797545,-0.8700921303144868,7.659451645821422,0.6602603777611781,-0.13307419525063813,12.0,-2.0,12.0,23.5,13.0,43.0,3191.5,-2175.0,0.0,False,True,0.9189945485564515,False,0.991959660656095,0.5503921300664041,False,0.31519696368574796,1.2271548270367512,0.036146742740469764,1.5062050479820293,0.9365776394123637,0.6057741513101353,0.0352868707331631,0.033966954768247584
54:253359:12816:253318,54,B4-B6,B4,B6,-3.5746090364438032,3.5746090364438032,0.0,0.0,0.0,0.0,0.0,0.0,0.14654507978771125,7.910040204023153,0.0,17.0,0.2841067398136048,1.5050054536226094,0.3143989055903422,1.5212530602855328,0.0,0.0,2.0,0.0,2.0,8.5,2.0,12.0,3153.5,430.0,0.0,False,True,0.9347165914784696,False,-0.781989099937066,-2.7926199365067372,False,0.09156129135011727,-3.6661703277939206,-0.1295169267813459,-3.445092109662457,0.9464701374454881,-4.521079173889292,0.072385005413145,0.25584696606077395
54:253359:12816:253318,54,B4-B8,B4,B8,-1.9206400368841798,1.9206400368841798,0.0,0.0,0.0,0.0,0.0,0.0,0.29398923527079557,7.762596048540069,0.0,17.0,0.24535669586983722,1.524380475594493,0.22994187478283168,1.5634815756892881,0.0,0.0,2.0,0.0,2.0,8.5,1.5,12.0,3153.5,803.5,0.0,False,True,2.2951967633194386,False,-1.7685409523867888,-0.15209908449739107,False,-0.3603895280669558,-1.560250508817224,-0.16189068110169222,-1.7587493557824876,2.2504721458805417,-4.1711121827647215,0.0671836182338214,0.28200002766564064
54:253359:12816:253318,54,B6-B8,B6,B8,1.6539689995596234,1.6539689995596234,0.0,0.0,0.0,0.0,0.0,0.0,0.14744415548308432,7.762596048540069,0.0,17.0,-0.038750043943767576,1.3823271056876907,-0.08445703080751055,1.4062821228941171,0.0,0.0,2.0,0.0,1.0,7.0,-0.5,9.0,2723.5,373.5,0.0,False,True,1.0306117573935758,False,-1.1274716200125028,2.781440619572126,False,-0.3700497599833454,2.024018759542969,0.01344964807022934,1.640519351489394,1.0119106686764894,0.642058330883134,0.07768161991689379,0.2984246740986865
54:254191:13586:254150,54,B4-B6,B4,B6,-5.9465352852046465,5.9465352852046465,0.0,0.0,0.0,0.0,0.0,0.0,-0.14821694568884958,7.84286776509688,-1.0,16.5,0.6332414483529991,2.777429933589061,0.5456541841304801,2.841643750267373,0.0,0.0,4.0,1.0,3.0,11.5,-6.0,15.0,2953.5,-407.0,0.0,False,True,-1.4372096572823736,False,-0.57762282374097,-5.368912461463676,False,-2.153580209261626,-3.7929550759430204,-0.15354643272432816,-5.792988852480319,-1.4378093311162616,-4.508725954088385,0.014330546200654382,0.09648890972203097
