method,heldout_run,mode,threshold,clean_acceptance,false_positive_rate,injected_rejection,n_clean,n_injected
mlp,58,fixed_clean_efficiency,0.796478805455775,1.0,0.0,0.5405405405405406,37,37
mlp,58,fixed_false_positive_rate,0.796478805455775,1.0,0.0,0.5405405405405406,37,37
mlp,59,fixed_clean_efficiency,0.8071616766843014,0.9686746987951808,0.03132530120481928,0.5710843373493976,415,415
mlp,59,fixed_false_positive_rate,0.8071616766843014,0.9686746987951808,0.03132530120481928,0.5710843373493976,415,415
mlp,60,fixed_clean_efficiency,0.8140180877583582,0.9719626168224299,0.028037383177570093,0.633177570093458,428,428
mlp,60,fixed_false_positive_rate,0.8140180877583582,0.9719626168224299,0.028037383177570093,0.633177570093458,428,428
mlp,61,fixed_clean_efficiency,0.6788868266557676,0.8204283360790774,0.17957166392092258,0.8401976935749588,607,607
mlp,61,fixed_false_positive_rate,0.6788868266557676,0.8204283360790774,0.17957166392092258,0.8401976935749588,607,607
mlp,62,fixed_clean_efficiency,0.8278292977257574,0.9857142857142858,0.014285714285714285,0.5071428571428571,420,420
mlp,62,fixed_false_positive_rate,0.8278292977257574,0.9857142857142858,0.014285714285714285,0.5071428571428571,420,420
mlp,63,fixed_clean_efficiency,0.795909760835863,0.9536082474226805,0.04639175257731959,0.5721649484536082,194,194
mlp,63,fixed_false_positive_rate,0.795909760835863,0.9536082474226805,0.04639175257731959,0.5721649484536082,194,194
mlp,65,fixed_clean_efficiency,0.795909760835863,0.9629629629629629,0.037037037037037035,0.42592592592592593,54,54
mlp,65,fixed_false_positive_rate,0.795909760835863,0.9629629629629629,0.037037037037037035,0.42592592592592593,54,54
cnn_1d,58,fixed_clean_efficiency,0.42779409140348407,0.972972972972973,0.02702702702702703,0.2702702702702703,37,37
cnn_1d,58,fixed_false_positive_rate,0.42779409140348407,0.972972972972973,0.02702702702702703,0.2702702702702703,37,37
cnn_1d,59,fixed_clean_efficiency,0.4490341857075691,0.9710843373493976,0.02891566265060241,0.21204819277108433,415,415
cnn_1d,59,fixed_false_positive_rate,0.4490341857075691,0.9710843373493976,0.02891566265060241,0.21204819277108433,415,415
cnn_1d,60,fixed_clean_efficiency,0.36387901902198777,0.8855140186915887,0.11448598130841121,0.4462616822429907,428,428
cnn_1d,60,fixed_false_positive_rate,0.36387901902198777,0.8855140186915887,0.11448598130841121,0.4462616822429907,428,428
cnn_1d,61,fixed_clean_efficiency,0.47849277257919265,0.985172981878089,0.014827018121911038,0.10378912685337727,607,607
cnn_1d,61,fixed_false_positive_rate,0.47849277257919265,0.985172981878089,0.014827018121911038,0.10378912685337727,607,607
cnn_1d,62,fixed_clean_efficiency,0.42641640007495873,0.95,0.05,0.30714285714285716,420,420
cnn_1d,62,fixed_false_positive_rate,0.42641640007495873,0.95,0.05,0.30714285714285716,420,420
cnn_1d,63,fixed_clean_efficiency,0.3972541391849518,0.8917525773195877,0.10824742268041238,0.3402061855670103,194,194
cnn_1d,63,fixed_false_positive_rate,0.3972541391849518,0.8917525773195877,0.10824742268041238,0.3402061855670103,194,194
cnn_1d,65,fixed_clean_efficiency,0.42939266562461853,0.9814814814814815,0.018518518518518517,0.2037037037037037,54,54
cnn_1d,65,fixed_false_positive_rate,0.42939266562461853,0.9814814814814815,0.018518518518518517,0.2037037037037037,54,54
residual_tcn_fusion,58,fixed_clean_efficiency,0.8714089423418043,0.972972972972973,0.02702702702702703,0.43243243243243246,37,37
residual_tcn_fusion,58,fixed_false_positive_rate,0.8714089423418043,0.972972972972973,0.02702702702702703,0.43243243243243246,37,37
residual_tcn_fusion,59,fixed_clean_efficiency,0.9068210899829862,0.9686746987951808,0.03132530120481928,0.3614457831325301,415,415
residual_tcn_fusion,59,fixed_false_positive_rate,0.9068210899829862,0.9686746987951808,0.03132530120481928,0.3614457831325301,415,415
residual_tcn_fusion,60,fixed_clean_efficiency,0.892040437459944,0.9649532710280374,0.035046728971962614,0.49065420560747663,428,428
residual_tcn_fusion,60,fixed_false_positive_rate,0.892040437459944,0.9649532710280374,0.035046728971962614,0.49065420560747663,428,428
residual_tcn_fusion,61,fixed_clean_efficiency,0.7841289013624176,0.914332784184514,0.085667215815486,0.5090609555189456,607,607
residual_tcn_fusion,61,fixed_false_positive_rate,0.7841289013624176,0.914332784184514,0.085667215815486,0.5090609555189456,607,607
residual_tcn_fusion,62,fixed_clean_efficiency,0.8788645982742308,0.9571428571428572,0.04285714285714286,0.4880952380952381,420,420
residual_tcn_fusion,62,fixed_false_positive_rate,0.8788645982742308,0.9571428571428572,0.04285714285714286,0.4880952380952381,420,420
residual_tcn_fusion,63,fixed_clean_efficiency,0.8392032980918884,0.9175257731958762,0.08247422680412371,0.4484536082474227,194,194
residual_tcn_fusion,63,fixed_false_positive_rate,0.8392032980918884,0.9175257731958762,0.08247422680412371,0.4484536082474227,194,194
residual_tcn_fusion,65,fixed_clean_efficiency,0.8711655139923096,0.9629629629629629,0.037037037037037035,0.2777777777777778,54,54
residual_tcn_fusion,65,fixed_false_positive_rate,0.8711655139923096,0.9629629629629629,0.037037037037037035,0.2777777777777778,54,54
