method,method_label,metric,value,ci_low,ci_high,bootstrap_unit,n_bootstrap,n_folds
ridge,Ridge/logistic linear calibration,synthetic_secondary_fraction_mae,0.11981481830227735,0.11325951998266,0.12520621376389313,heldout_source_run,500,14
ridge,Ridge/logistic linear calibration,calibration_slope,0.6142690670646402,0.5491779220009282,0.6778300606232011,heldout_source_run,500,14
ridge,Ridge/logistic linear calibration,calibration_intercept,0.06173394836313386,0.05189072542921782,0.07038323045942835,heldout_source_run,500,14
ridge,Ridge/logistic linear calibration,accepted_recovery_rmse,0.19718228778947738,0.1813257720426017,0.2116149647698574,heldout_source_run,500,14
ridge,Ridge/logistic linear calibration,accepted_efficiency,0.41902304499781573,0.4042197056574924,0.4333737439930101,heldout_source_run,500,14
ridge,Ridge/logistic linear calibration,synthetic_overlap_auc,0.814113958475005,0.7986140873015871,0.8337101370939404,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,synthetic_overlap_brier,0.4764937241930943,0.4720801548209967,0.48102522858261,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,synthetic_secondary_fraction_rmse,0.36143430516738234,0.3543948166750644,0.369226828662283,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,synthetic_secondary_fraction_mae,0.28768839400593066,0.2796282137025481,0.29572208474670714,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,calibration_slope,-0.14729373111980765,-0.1600305807368227,-0.13510235364926942,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,calibration_intercept,0.1996529208364038,0.1951236317619614,0.20414461063720601,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,accepted_recovery_rmse,0.5021565752120306,0.49932684183257875,0.5047339376855078,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,accepted_efficiency,0.27766309887869517,0.25276289682539677,0.30582659822338726,heldout_source_run,500,14
traditional_template_fit,Traditional bounded two-pulse template fit,synthetic_overlap_auc,0.4218321056328432,0.4172065345554727,0.42659597171695446,heldout_source_run,500,14
