method,run,n,sigma68_ns,mae_ns,bias_ns,rms_ns
template_phase,65,1821,2.1944447990553657,11.480548594808683,10.812531133763338,4.4511809936209765
of_1_9,58,1824,1.8661142659632848,231.54382980900715,-204.0076519885275,9297.356634601094
of_1_9,59,1824,1.8638743538768452,13.940789551705919,13.901394227948881,3.895456263680824
of_1_9,60,1824,1.8624314395730517,262.6631116160641,-234.76830375130916,7506.925910948366
of_1_9,61,1821,1.867161044792101,106.83632392243695,-78.951999717609,3962.4863332715554
of_1_9,62,1821,1.8611356875401004,13.992764567174248,13.92827691334581,4.810382777176048
of_1_9,63,1821,1.8620379127424558,13.911166405642145,13.871771437256003,3.3413625601265804
of_1_9,65,1821,1.8634256867478438,13.922818788751076,13.882282895529833,3.4555448843897567
of_2_10,58,1824,2.5742243311942765,229.91895998251866,-205.72794764502973,9297.38054140279
of_2_10,59,1824,2.571297291893776,12.320095107383665,12.203695211091677,4.346288387415989
of_2_10,60,1824,2.5481565429066535,261.005210645407,-236.45355460280823,7506.869183235107
of_2_10,61,1821,2.569974464684856,105.20591840776676,-80.64663362598891,3962.465314317646
of_2_10,62,1821,2.570515100684336,12.348453142652916,12.23743218134373,5.153313777041211
of_2_10,63,1821,2.5919822107816044,12.283522720544697,12.204528268589101,3.8608128764604093
of_2_10,65,1821,2.5868477270798396,12.309951669219712,12.174317333572445,3.981883033326398
analytic_timewalk,58,1824,2.161599855055121,219.6612208384277,-218.65384948298708,9296.919584768679
analytic_timewalk,59,1824,2.1721836753981387,1.9662801230777152,-0.9402196011847996,3.5457788780034596
analytic_timewalk,60,1824,2.1638064952986515,250.50864935540872,-249.63680920023788,7506.048785518204
analytic_timewalk,61,1821,2.159999417890815,94.77208711663047,-93.78660234282707,3961.7622674367753
analytic_timewalk,62,1821,2.169364928831367,2.013795767110536,-0.7421603665888123,3.4905400200832495
analytic_timewalk,63,1821,2.1675932403700626,1.9213182400314834,-0.8205751976927033,3.4065571502800425
analytic_timewalk,65,1821,2.1681930538313665,1.9311809432716824,-0.8465920892517993,3.7212904283234702
ridge,58,1824,703.8357611595274,1092.487052415774,-33.564417945377684,8639.13941858962
ridge,59,1824,686.1884900434583,938.1699546681538,122.58563493120971,2547.8701179016966
ridge,60,1824,701.5764559745788,969.2638646627055,-108.45904502369973,6094.583603985539
ridge,61,1821,689.8220067565924,914.4826226233719,19.468270380154795,3756.9296471854996
ridge,62,1821,716.8219982152211,1011.5900761394504,229.87064279930158,3121.1876350499533
ridge,63,1821,669.324959173129,858.0450803569046,29.21130679326899,2221.8552901317066
ridge,65,1821,685.6494041762426,947.7336315396993,151.14006744281025,3207.8197619874363
gradient_boosted_trees,58,1824,0.03682904202454111,252.3468021719197,-61.7746886939642,6038.529052610606
gradient_boosted_trees,59,1824,0.0368095000624605,119.36494051060184,81.78396504184505,1006.4702112017882
gradient_boosted_trees,60,1824,0.03711356671851589,213.58821178820526,-72.34598566964512,3923.1833200938804
gradient_boosted_trees,61,1821,0.037167144167045765,152.58217277061547,52.42293026281275,1691.2745668960017
gradient_boosted_trees,62,1821,0.036222405653617076,199.86205941575813,98.9393795862044,1548.3279897393058
gradient_boosted_trees,63,1821,0.035817938385598325,155.3675266136044,109.57234160138243,1436.5000169210562
gradient_boosted_trees,65,1821,0.03628100970742096,155.5933833166073,97.78732863376607,1393.3669110241801
mlp,58,1824,2.2812568958895554,229.63471410694828,-206.44630425096747,9297.646883360496
mlp,59,1824,2.3008561810152877,11.926173461073539,11.2586256236705,4.5638441330023
mlp,60,1824,2.3116349174874173,260.5558789338032,-237.30403359398693,7507.155607256036
mlp,61,1821,2.3028568800585623,104.74763063459832,-81.42640678524789,3962.5506718719444
mlp,62,1821,2.3066895153420326,11.871941002957923,11.3240573350826,4.248235172678334
mlp,63,1821,2.287427198519026,11.899653354499577,11.464025260818707,3.937000541131007
mlp,65,1821,2.2857248660223837,11.91691957506391,11.41753436120985,4.135772666691758
1d_cnn,58,1824,2.949572400678907,259.4156301445672,-176.06735153436773,9297.799569572711
1d_cnn,59,1824,2.9121651226878527,41.671476136038635,41.66991079906503,5.568073701750756
1d_cnn,60,1824,2.927046527494703,290.46905294030245,-206.90829617039273,7507.500748580528
1d_cnn,61,1821,2.9400345798628678,134.72662799854956,-51.00607690880334,3962.7792698716075
1d_cnn,62,1821,2.9559377666609628,41.71507137759401,41.71507137759401,5.073353387011278
1d_cnn,63,1821,2.9136280056135995,41.80874206609076,41.805281444582604,4.706050684555921
1d_cnn,65,1821,2.9420890956714807,41.84442809657552,41.84281021894254,7.040799003029588
physics_residual_gate,58,1824,2.225842218031202,236.24142721948184,-199.79542489912865,9297.749092461005
physics_residual_gate,59,1824,2.231221465696609,18.51783425850616,17.89259060304623,5.2517676225967405
physics_residual_gate,60,1824,2.231350841154372,267.20832389727735,-230.62627159279776,7507.363343952382
physics_residual_gate,61,1821,2.229628514875685,111.42064745716023,-74.77609821636626,3962.6896502529644
physics_residual_gate,62,1821,2.22839302979878,18.453252448709534,17.9698739074818,4.821249773457115
physics_residual_gate,63,1821,2.2256450649397728,18.549838402397352,18.18454253063974,4.267421385224168
physics_residual_gate,65,1821,2.22722344361714,18.562636183963402,18.074490062430613,4.734048819746552
