container,member,kind,bytes,token,forced_random_hit
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0044-sorted.root,zip_member,7496792,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0045-sorted.root,zip_member,79303852,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0046-sorted.root,zip_member,2520712,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0047-sorted.root,zip_member,19113075,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0048-sorted.root,zip_member,53036833,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0049-sorted.root,zip_member,54061443,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0050-sorted.root,zip_member,73323053,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0051-sorted.root,zip_member,35098402,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0052-sorted.root,zip_member,17314122,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0053-sorted.root,zip_member,65120859,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0054-sorted.root,zip_member,61683595,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0055-sorted.root,zip_member,41228545,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0056-sorted.root,zip_member,84522644,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0057-sorted.root,zip_member,52584479,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0058-sorted.root,zip_member,56657994,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0059-sorted.root,zip_member,69459047,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0060-sorted.root,zip_member,59705764,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0061-sorted.root,zip_member,60421463,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0062-sorted.root,zip_member,62060489,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0063-sorted.root,zip_member,61228030,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0064-sorted.root,zip_member,59537197,,False
/home/billy/ccb-data/raw/sorted-a.zip,hrda_run_0065-sorted.root,zip_member,63398797,,False
/home/billy/ccb-data/raw/sorted-b.zip,,filesystem,2874563960,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0012-sorted.root,zip_member,27709378,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0013-sorted.root,zip_member,89641511,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0014-sorted.root,zip_member,6523710,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0015-sorted.root,zip_member,181287386,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0016-sorted.root,zip_member,21615766,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0017-sorted.root,zip_member,10598891,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0018-sorted.root,zip_member,131636827,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0019-sorted.root,zip_member,129698033,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0020-sorted.root,zip_member,101954562,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0021-sorted.root,zip_member,6795,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0022-sorted.root,zip_member,6795,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0023-sorted.root,zip_member,7048647,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0024-sorted.root,zip_member,44948389,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0025-sorted.root,zip_member,4988851,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0026-sorted.root,zip_member,77124600,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0027-sorted.root,zip_member,51179548,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0028-sorted.root,zip_member,9709470,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0029-sorted.root,zip_member,46514517,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0030-sorted.root,zip_member,9802179,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0031-sorted.root,zip_member,71297451,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0032-sorted.root,zip_member,74522295,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0033-sorted.root,zip_member,101173225,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0034-sorted.root,zip_member,71345362,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0035-sorted.root,zip_member,49348572,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0036-sorted.root,zip_member,39412484,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0037-sorted.root,zip_member,88499176,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0039-sorted.root,zip_member,54129957,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0040-sorted.root,zip_member,58089302,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0041-sorted.root,zip_member,60575412,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0042-sorted.root,zip_member,60890659,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0043-sorted.root,zip_member,32226,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0044-sorted.root,zip_member,7982639,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0045-sorted.root,zip_member,85010101,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0046-sorted.root,zip_member,2665214,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0047-sorted.root,zip_member,20244544,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0048-sorted.root,zip_member,56477347,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0049-sorted.root,zip_member,57650642,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0050-sorted.root,zip_member,80492682,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0051-sorted.root,zip_member,38149478,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0052-sorted.root,zip_member,18888569,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0053-sorted.root,zip_member,71454883,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0054-sorted.root,zip_member,67577850,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0055-sorted.root,zip_member,44799586,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0056-sorted.root,zip_member,92764111,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0057-sorted.root,zip_member,55879611,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0058-sorted.root,zip_member,60264244,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0059-sorted.root,zip_member,74635423,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0060-sorted.root,zip_member,63824621,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0061-sorted.root,zip_member,64836585,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0062-sorted.root,zip_member,66605992,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0063-sorted.root,zip_member,65573978,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0064-sorted.root,zip_member,63157492,,False
/home/billy/ccb-data/raw/sorted-b.zip,hrdb_run_0065-sorted.root,zip_member,67037963,,False
