stratum_family,stratum,model,n_pair_residuals,sigma68_ns,median_abs_residual_ns
timing_phase_stratum,late_peak,mlp,660,1.3808516842885696,1.442690894393948
timing_phase_stratum,late_peak,ridge,660,1.4684818520679563,1.4848513205032283
timing_phase_stratum,late_peak,traditional_template_phase,660,3.14399304722404,3.8377977356605157
timing_phase_stratum,mid_peak,attention_quant,657,2.6354310068950673,2.1068471770305663
timing_phase_stratum,mid_peak,cnn,657,1.9521623039636242,1.549264346092194
timing_phase_stratum,mid_peak,gradient_boosted_trees,657,1.6182282019025909,1.3677143001560736
timing_phase_stratum,mid_peak,mlp,657,1.654732336893098,1.4062918226738077
timing_phase_stratum,mid_peak,ridge,657,1.7585054793491341,1.3908055822868448
timing_phase_stratum,mid_peak,traditional_template_phase,657,3.1439930472240434,3.837797735660523
pileup_stratum,late_activity_high,attention_quant,546,2.3781771722898433,1.7864789014758777
pileup_stratum,late_activity_high,cnn,546,1.7085099769687568,1.3626407530021467
pileup_stratum,late_activity_high,gradient_boosted_trees,546,1.7260203308521431,1.6250474750405672
pileup_stratum,late_activity_high,mlp,546,1.4351447688484287,1.4634301915474168
pileup_stratum,late_activity_high,ridge,546,1.5195876126548782,1.5239597784423928
pileup_stratum,late_activity_high,traditional_template_phase,546,3.0314459575271506,3.8377977356605157
pileup_stratum,late_activity_low,attention_quant,1134,2.3891234866247144,1.824800620049448
pileup_stratum,late_activity_low,cnn,1134,1.7352408071811611,1.3788329508018258
pileup_stratum,late_activity_low,gradient_boosted_trees,1134,1.397238927966387,1.5122885631611496
pileup_stratum,late_activity_low,mlp,1134,1.5696840845196611,1.4667675748176805
pileup_stratum,late_activity_low,ridge,1134,1.5049553052131657,1.542421723873165
pileup_stratum,late_activity_low,traditional_template_phase,1134,3.0314459575271506,3.83779773566053
saturation_stratum,amplitude_bulk,attention_quant,1308,2.362093182545542,1.785784924596765
saturation_stratum,amplitude_bulk,cnn,1308,1.6849959612941645,1.3586543943595721
saturation_stratum,amplitude_bulk,gradient_boosted_trees,1308,1.4953506100709169,1.6071941405265378
saturation_stratum,amplitude_bulk,mlp,1308,1.4930082740917245,1.490011657745388
saturation_stratum,amplitude_bulk,ridge,1308,1.4089965930118609,1.5957235323333876
saturation_stratum,amplitude_bulk,traditional_template_phase,1308,3.014951608290771,3.83779773566053
saturation_stratum,amplitude_top5,attention_quant,132,2.5721102558902778,1.999341363789572
saturation_stratum,amplitude_top5,cnn,132,1.950485475674279,1.6820190449962702
saturation_stratum,amplitude_top5,gradient_boosted_trees,132,1.5376288953453734,1.5071281472688192
saturation_stratum,amplitude_top5,mlp,132,1.4401942263594176,1.4164832586345923
saturation_stratum,amplitude_top5,ridge,132,1.264225765757532,1.6162441724834729
saturation_stratum,amplitude_top5,traditional_template_phase,132,3.045947841115034,3.8377977356605157
pedestal_stratum,pedestal_excursion,attention_quant,258,2.127657780991546,1.496192942144397
pedestal_stratum,pedestal_excursion,cnn,258,1.3730620941982183,0.9716524256324668
pedestal_stratum,pedestal_excursion,gradient_boosted_trees,258,1.176779645483394,1.8636031904973756
pedestal_stratum,pedestal_excursion,mlp,258,1.4386612537089625,1.5532594675121523
pedestal_stratum,pedestal_excursion,ridge,258,1.0801099279109279,1.8632548306274614
pedestal_stratum,pedestal_excursion,traditional_template_phase,258,2.6439930472240363,3.83779773566053
pedestal_stratum,pedestal_quiet,attention_quant,1125,2.3883647079324675,1.835900042980164
pedestal_stratum,pedestal_quiet,cnn,1125,1.871238671289439,1.459724520175918
pedestal_stratum,pedestal_quiet,gradient_boosted_trees,1125,1.5683379037930132,1.557172965758781
pedestal_stratum,pedestal_quiet,mlp,1125,1.500227347864156,1.4830299868889085
pedestal_stratum,pedestal_quiet,ridge,1125,1.5115491615677046,1.524579192668945
pedestal_stratum,pedestal_quiet,traditional_template_phase,1125,3.0314459575271546,3.8377977356605157
energy_stratum,energy_high,attention_quant,849,2.3936642890507454,1.8930991635017236
energy_stratum,energy_high,cnn,849,1.6992522979831608,1.4616893276862797
energy_stratum,energy_high,gradient_boosted_trees,849,1.4725546295076128,1.4918353757787912
energy_stratum,energy_high,mlp,849,1.5296332044217074,1.4380472157287727
energy_stratum,energy_high,ridge,849,1.5249348675155798,1.5024825587578121
energy_stratum,energy_high,traditional_template_phase,849,3.0314459575271506,3.83779773566053
energy_stratum,energy_low,attention_quant,966,2.177521872840296,1.7776470329475202
energy_stratum,energy_low,cnn,966,1.6434441480502997,1.331004557357776
energy_stratum,energy_low,gradient_boosted_trees,966,1.5293009367602712,1.7171923779344063
energy_stratum,energy_low,mlp,966,1.51415722636186,1.553379476070404
energy_stratum,energy_low,ridge,966,1.3818516026550371,1.684405660062815
energy_stratum,energy_low,traditional_template_phase,966,2.8939930472240363,3.83779773566053
energy_stratum,energy_mid,attention_quant,816,2.3804311368331823,1.7917878970794376
energy_stratum,energy_mid,cnn,816,1.6887361181831244,1.370109287248603
energy_stratum,energy_mid,gradient_boosted_trees,816,1.4068301948842477,1.526696592540734
energy_stratum,energy_mid,mlp,816,1.4822520878692673,1.4786108389206163
energy_stratum,energy_mid,ridge,816,1.4317568153915468,1.5298269119396295
energy_stratum,energy_mid,traditional_template_phase,816,3.0314459575271506,3.83779773566053
pid_proxy_stratum,B4_highQ,attention_quant,243,2.3875029583127167,1.8930991635017236
pid_proxy_stratum,B4_highQ,cnn,243,1.8115315203438591,1.4944103703193434
pid_proxy_stratum,B4_highQ,gradient_boosted_trees,243,1.5523111508528706,1.561310268915605
pid_proxy_stratum,B4_highQ,mlp,243,1.4683650480651944,1.4014156315613064
pid_proxy_stratum,B4_highQ,ridge,243,1.5606763897984415,1.5046389300804108
pid_proxy_stratum,B4_highQ,traditional_template_phase,243,3.031445957527154,3.8377977356605157
pid_proxy_stratum,B4_lowQ,attention_quant,1065,2.356727286325447,1.7788630869102349
pid_proxy_stratum,B4_lowQ,cnn,1065,1.6685258461093793,1.3477678697128326
pid_proxy_stratum,B4_lowQ,gradient_boosted_trees,1065,1.4781702104914836,1.6263816588096418
pid_proxy_stratum,B4_lowQ,mlp,1065,1.5025601902239325,1.4923842947502237
pid_proxy_stratum,B4_lowQ,ridge,1065,1.3667551838302756,1.6148703549194536
pid_proxy_stratum,B4_lowQ,traditional_template_phase,1065,2.89399304722404,3.83779773566053
pid_proxy_stratum,B6_highQ,attention_quant,315,2.315961112128252,1.791382049053162
pid_proxy_stratum,B6_highQ,cnn,315,1.6501119980678518,1.4270558104209599
pid_proxy_stratum,B6_highQ,gradient_boosted_trees,315,1.3860767675411125,1.60427783814594
pid_proxy_stratum,B6_highQ,mlp,315,1.2622043385639254,1.4608553901024095
pid_proxy_stratum,B6_highQ,ridge,315,1.2759408289657634,1.4610894177246294
pid_proxy_stratum,B6_highQ,traditional_template_phase,315,2.8939930472240434,3.837797735660523
pid_proxy_stratum,B6_lowQ,attention_quant,993,2.3718834266236013,1.7803909923744001
pid_proxy_stratum,B6_lowQ,cnn,993,1.6940547252750322,1.3477524917144876
pid_proxy_stratum,B6_lowQ,gradient_boosted_trees,993,1.5237853596847935,1.6094781713331585
pid_proxy_stratum,B6_lowQ,mlp,993,1.5421383395328596,1.4938799395866624
pid_proxy_stratum,B6_lowQ,ridge,993,1.4453145574520132,1.6451504681396614
pid_proxy_stratum,B6_lowQ,traditional_template_phase,993,3.0314459575271444,3.83779773566053
pid_proxy_stratum,B8_highQ,attention_quant,999,2.364787690983766,1.784815117330524
pid_proxy_stratum,B8_highQ,cnn,999,1.6566472285324803,1.361241951198565
pid_proxy_stratum,B8_highQ,gradient_boosted_trees,999,1.5179355003543815,1.5794923926835551
pid_proxy_stratum,B8_highQ,mlp,999,1.4881495494458068,1.4660049929924241
pid_proxy_stratum,B8_highQ,ridge,999,1.4205184446716443,1.5675685856628618
pid_proxy_stratum,B8_highQ,traditional_template_phase,999,2.893993047224041,3.837797735660523
pid_proxy_stratum,B8_lowQ,attention_quant,309,2.3542948634774334,1.7924929604224857
pid_proxy_stratum,B8_lowQ,cnn,309,1.7353734358604413,1.2787307645988264
pid_proxy_stratum,B8_lowQ,gradient_boosted_trees,309,1.4309248415689295,1.7183879255973906
pid_proxy_stratum,B8_lowQ,mlp,309,1.5187326660582854,1.5969713728447061
pid_proxy_stratum,B8_lowQ,ridge,309,1.3679780145212628,1.6879691138572923
pid_proxy_stratum,B8_lowQ,traditional_template_phase,309,3.0314459575271506,3.83779773566053
