heldout_run,method,n_eval_pulses,failure_rate_all,flag_fraction,failure_rate_flagged,precision,recall,f1,auc,average_precision,threshold_quantile,threshold
50,shuffled_label_ml_control,17590,0.17697555429221148,0.3532689027856737,0.08464757000321854,0.08464757000321854,0.16896884034693221,0.11279082234373325,0.31817456230238683,0.12260563842251476,0.7,
51,traditional_conditional_q_residual,7368,0.06555374592833876,0.26384364820846906,0.10596707818930041,0.10596707818930041,0.42650103519668736,0.16975690152451586,0.6541927588385906,0.09361921220901212,0.7,0.01049626411804135
51,ml_random_forest_q_structure,7368,0.06555374592833876,0.046281216069489685,0.05278592375366569,0.05278592375366569,0.037267080745341616,0.043689320388349516,0.6750345441450869,0.10326446317797781,0.7,0.5887771020213397
51,shuffled_label_ml_control,7368,0.06555374592833876,0.31609663409337674,0.09360240446543582,0.09360240446543582,0.45134575569358176,0.155049786628734,0.5651551441832772,0.08768272077138783,0.7,
52,traditional_conditional_q_residual,3568,0.01765695067264574,0.273262331838565,0.02564102564102564,0.02564102564102564,0.3968253968253968,0.04816955684007707,0.6038772316438312,0.04762374892531361,0.7,0.010474307391909993
52,ml_random_forest_q_structure,3568,0.01765695067264574,0.08239910313901345,0.017006802721088437,0.017006802721088437,0.07936507936507936,0.028011204481792718,0.6869325000566084,0.0316676816416237,0.7,0.5926060599597877
52,shuffled_label_ml_control,3568,0.01765695067264574,0.3576233183856502,0.02037617554858934,0.02037617554858934,0.4126984126984127,0.038834951456310676,0.5503453116862531,0.03679336767279316,0.7,
53,traditional_conditional_q_residual,16110,0.045251396648044694,0.23010552451893235,0.10089020771513353,0.10089020771513353,0.5130315500685871,0.16862037871956717,0.7114142421026257,0.09076890732167281,0.7,0.010632649794699082
53,ml_random_forest_q_structure,16110,0.045251396648044694,0.003041589075108628,0.5918367346938775,0.5918367346938775,0.039780521262002745,0.07455012853470437,0.8520441329775597,0.4554893229645392,0.7,0.5927066563392057
53,shuffled_label_ml_control,16110,0.045251396648044694,0.014835505896958411,0.016736401673640166,0.016736401673640166,0.0054869684499314125,0.008264462809917354,0.5597205020820497,0.049974068021752166,0.7,
54,traditional_conditional_q_residual,15200,0.0593421052631579,0.23980263157894738,0.11604938271604938,0.11604938271604938,0.46895787139689576,0.1860567407081592,0.7043890270278429,0.10682371558569884,0.7,0.010589472137103758
54,ml_random_forest_q_structure,15200,0.0593421052631579,0.023552631578947367,0.8435754189944135,0.8435754189944135,0.3348115299334812,0.4793650793650794,0.8522807912911083,0.5071390253721437,0.7,0.5964077394741985
54,shuffled_label_ml_control,15200,0.0593421052631579,0.40151315789473685,0.03129608389316729,0.03129608389316729,0.21175166297117518,0.05453247680228408,0.37069943573582154,0.05543888367172391,0.7,
55,traditional_conditional_q_residual,8717,0.015486979465412413,0.2667202019043249,0.02193548387096774,0.02193548387096774,0.37777777777777777,0.041463414634146344,0.6011512392777799,0.03052745590093835,0.7,0.010505089672352043
55,ml_random_forest_q_structure,8717,0.015486979465412413,0.035562693587243316,0.03225806451612903,0.03225806451612903,0.07407407407407407,0.0449438202247191,0.6055085148070466,0.06307148334916472,0.7,0.5960763597023598
55,shuffled_label_ml_control,8717,0.015486979465412413,0.4878972123436962,0.00423230660710087,0.00423230660710087,0.13333333333333333,0.008204193254329993,0.24460843971447557,0.009693724525355487,0.7,
56,traditional_conditional_q_residual,20134,0.0905930267209695,0.2764477997417304,0.11480416816385196,0.11480416816385196,0.3503289473684211,0.172936400541272,0.6119062331859715,0.10930001013830186,0.7,0.010600477548837608
56,ml_random_forest_q_structure,20134,0.0905930267209695,0.3773716102115824,0.1302974466964991,0.1302974466964991,0.5427631578947368,0.2101464657185311,0.6717686146004005,0.2503666945087852,0.7,0.5974786142371667
56,shuffled_label_ml_control,20134,0.0905930267209695,0.15868679845038244,0.029420970266040687,0.029420970266040687,0.051535087719298246,0.03745766088862323,0.3939001312675463,0.0685115080559755,0.7,
57,traditional_conditional_q_residual,6905,0.06994931209268646,0.33062997827661117,0.14235654840122647,0.14235654840122647,0.6728778467908902,0.23499638467100506,0.7149204502701667,0.1206667617366303,0.7,0.010415695667627697
57,ml_random_forest_q_structure,6905,0.06994931209268646,0.09094858797972484,0.5843949044585988,0.5843949044585988,0.7598343685300207,0.6606660666066606,0.908797753323365,0.729933463862228,0.7,0.5867560661881661
57,shuffled_label_ml_control,6905,0.06994931209268646,0.27270094134685013,0.1699415825809878,0.1699415825809878,0.6625258799171843,0.2704987320371936,0.6960954611896348,0.1513775182746973,0.7,
58,traditional_conditional_q_residual,8438,0.22611993363356245,0.28419056648494906,0.3561301084236864,0.3561301084236864,0.44758909853249473,0.39665582907570834,0.678118710088475,0.3159461275537286,0.7,0.010455910135180902
58,ml_random_forest_q_structure,8438,0.22611993363356245,0.07821758710594928,0.5818181818181818,0.5818181818181818,0.20125786163522014,0.2990654205607477,0.6669736276048941,0.37789634181223586,0.7,0.5916789276282681
58,shuffled_label_ml_control,8438,0.22611993363356245,0.07549182270680256,0.12558869701726844,0.12558869701726844,0.041928721174004195,0.06286836935166994,0.5204419771992513,0.22844737833075915,0.7,
59,traditional_conditional_q_residual,10576,0.11620650529500756,0.3447428139183056,0.17196928140427867,0.17196928140427867,0.5101708706265257,0.2572307692307692,0.6112444516071832,0.15192306265842137,0.7,0.010377831219515665
59,ml_random_forest_q_structure,10576,0.11620650529500756,0.05417927382753404,0.6178010471204188,0.6178010471204188,0.28803905614320585,0.392896781354051,0.6919439044112699,0.3965747542175117,0.7,0.5908483067259255
59,shuffled_label_ml_control,10576,0.11620650529500756,0.10779122541603631,0.07456140350877193,0.07456140350877193,0.0691619202603743,0.07176023638666104,0.46866505685371956,0.1051384613418983,0.7,
60,traditional_conditional_q_residual,8499,0.21343687492646193,0.3202729732909754,0.30308596620132255,0.30308596620132255,0.4547960308710033,0.3637566137566137,0.6061833649406887,0.27539931996782013,0.7,0.010408271766491653
60,ml_random_forest_q_structure,8499,0.21343687492646193,0.20837745617131428,0.32806324110671936,0.32806324110671936,0.3202866593164278,0.32412831241283124,0.6747307775722606,0.36859638515160015,0.7,0.5837663878584183
60,shuffled_label_ml_control,8499,0.21343687492646193,0.09083421579009295,0.15544041450777202,0.15544041450777202,0.06615214994487321,0.09280742459396753,0.5815961865619271,0.23301335822593078,0.7,
61,traditional_conditional_q_residual,9386,0.2803111016407415,0.34380992968250584,0.4195847536411528,0.4195847536411528,0.5146332193082478,0.46227381358825537,0.6688587030794815,0.37139725725576844,0.7,0.010406827751139344
61,ml_random_forest_q_structure,9386,0.2803111016407415,0.14255273812060515,0.40732436472346784,0.40732436472346784,0.2071455720258457,0.2746283698664651,0.7347713210451821,0.5086166832662006,0.7,0.5787989977778819
61,shuffled_label_ml_control,9386,0.2803111016407415,0.0486895376092052,0.3085339168490153,0.3085339168490153,0.053591790193842644,0.09132124352331607,0.48838966926535826,0.27290697593939955,0.7,
62,traditional_conditional_q_residual,9728,0.12047697368421052,0.33418996710526316,0.1725622885266072,0.1725622885266072,0.4786689419795222,0.2536739769387294,0.609747780569095,0.15296687938836828,0.7,0.01039445604577822
62,ml_random_forest_q_structure,9728,0.12047697368421052,0.15984786184210525,0.3170418006430868,0.3170418006430868,0.4206484641638225,0.36156949028236157,0.7306688159278283,0.3896160924675225,0.7,0.5775804624024619
62,shuffled_label_ml_control,9728,0.12047697368421052,0.36821546052631576,0.08235622557230597,0.08235622557230597,0.25170648464163825,0.12410601598653764,0.5349424968925864,0.116398532934758,0.7,
63,traditional_conditional_q_residual,9499,0.15422676071165387,0.34098326139593643,0.1941957394257487,0.1941957394257487,0.42935153583617747,0.2674319727891156,0.5922517455929134,0.175058659870532,0.7,0.010415126087333143
63,ml_random_forest_q_structure,9499,0.15422676071165387,0.12443415096325929,0.18781725888324874,0.18781725888324874,0.1515358361774744,0.16773706082357387,0.6716280466719514,0.2835825041643997,0.7,0.5915326916428012
63,shuffled_label_ml_control,9499,0.15422676071165387,0.38551426465943783,0.14800655379574004,0.14800655379574004,0.3699658703071672,0.21142968597620443,0.5178746725733041,0.14736919794418418,0.7,
64,traditional_conditional_q_residual,7287,0.14752298613970083,0.3097296555509812,0.25520602569782896,0.25520602569782896,0.5358139534883721,0.3457382953181273,0.6776696143048028,0.21312492173140235,0.7,0.010441829586223687
64,ml_random_forest_q_structure,7287,0.14752298613970083,0.21421709894332372,0.3837283792440743,0.3837283792440743,0.5572093023255814,0.45447647951441583,0.795392413782776,0.5005383322542749,0.7,0.5958720348523923
64,shuffled_label_ml_control,7287,0.14752298613970083,0.18457527103060245,0.036431226765799254,0.036431226765799254,0.045581395348837206,0.04049586776859504,0.30410847721589124,0.10030073367537548,0.7,
65,traditional_conditional_q_residual,6475,0.23397683397683397,0.29915057915057913,0.31337119256582346,0.31337119256582346,0.40066006600660065,0.35168018539976825,0.6359378910590756,0.28755684907783463,0.7,0.010450371521976356
65,ml_random_forest_q_structure,6475,0.23397683397683397,0.21961389961389963,0.3558368495077356,0.3558368495077356,0.333993399339934,0.3445692883895132,0.6671963164058341,0.47129115503552066,0.7,0.5935997185334304
65,shuffled_label_ml_control,6475,0.23397683397683397,0.10208494208494208,0.17700453857791226,0.17700453857791226,0.07722772277227723,0.10753676470588235,0.5778069440008518,0.2526175080560592,0.7,
