heldout_run,check,value,flag
56,features_exclude_run_event_q_local_delta_label,1.0,False
56,ml_auc_too_good,0.6717686146004005,False
56,shuffled_label_auc_high,0.3939001312675463,False
57,train_test_event_id_overlap,0.0,False
57,features_exclude_run_event_q_local_delta_label,1.0,False
57,ml_auc_too_good,0.908797753323365,True
57,shuffled_label_auc_high,0.6960954611896348,True
58,train_test_event_id_overlap,0.0,False
58,features_exclude_run_event_q_local_delta_label,1.0,False
58,ml_auc_too_good,0.6669736276048941,False
58,shuffled_label_auc_high,0.5204419771992513,False
59,train_test_event_id_overlap,0.0,False
59,features_exclude_run_event_q_local_delta_label,1.0,False
59,ml_auc_too_good,0.6919439044112699,False
59,shuffled_label_auc_high,0.46866505685371956,False
60,train_test_event_id_overlap,0.0,False
60,features_exclude_run_event_q_local_delta_label,1.0,False
60,ml_auc_too_good,0.6747307775722606,False
60,shuffled_label_auc_high,0.5815961865619271,False
61,train_test_event_id_overlap,0.0,False
61,features_exclude_run_event_q_local_delta_label,1.0,False
61,ml_auc_too_good,0.7347713210451821,False
61,shuffled_label_auc_high,0.48838966926535826,False
62,train_test_event_id_overlap,0.0,False
62,features_exclude_run_event_q_local_delta_label,1.0,False
62,ml_auc_too_good,0.7306688159278283,False
62,shuffled_label_auc_high,0.5349424968925864,False
63,train_test_event_id_overlap,0.0,False
63,features_exclude_run_event_q_local_delta_label,1.0,False
63,ml_auc_too_good,0.6716280466719514,False
63,shuffled_label_auc_high,0.5178746725733041,False
64,train_test_event_id_overlap,0.0,False
64,features_exclude_run_event_q_local_delta_label,1.0,False
64,ml_auc_too_good,0.795392413782776,False
64,shuffled_label_auc_high,0.30410847721589124,False
65,train_test_event_id_overlap,0.0,False
65,features_exclude_run_event_q_local_delta_label,1.0,False
65,ml_auc_too_good,0.6671963164058341,False
65,shuffled_label_auc_high,0.5778069440008518,False
