run,group,stave,n_eval_pulses,failure_rate,q_external_median,q_external_resid_median,delta_q_median,ml_score_median
52,sample_i_analysis,B6,42,0.11904761904761904,0.043396697469777576,-0.00046768550780810353,-0.027695114051672798,0.5032409129789098
52,sample_i_analysis,B8,16,0.125,0.04886840036889586,0.00845004990099879,-0.03315215423484235,0.5704754389867515
53,sample_i_analysis,B2,15608,0.04241414659149154,0.033050396215362196,-0.0011874799703069788,0.0010715394889742047,0.35561541765721866
53,sample_i_analysis,B4,278,0.08992805755395683,0.03792216966553254,-0.001333262459883168,-0.000955606234255499,0.4822055979886025
53,sample_i_analysis,B6,155,0.22580645161290322,0.03432736590045157,0.0012482256260658731,-0.0035703047024603415,0.5005074181376096
53,sample_i_analysis,B8,69,0.10144927536231885,0.03777923843671672,-0.00010216985436330324,-0.016995916719789995,0.5319452783083901
54,sample_i_analysis,B2,14712,0.0571642196846112,0.033084687951935386,-0.001105727592090093,0.0010727997857001015,0.2651801573896123
54,sample_i_analysis,B4,276,0.12318840579710146,0.037293092018843524,-0.0016527260092574535,0.0001374021819997703,0.46230754717135014
54,sample_i_analysis,B6,151,0.1456953642384106,0.03568713698833013,-0.0003776136203494859,-0.00379226183938481,0.4933533071738757
54,sample_i_analysis,B8,61,0.08196721311475409,0.039106311666884476,0.0027189656165191797,-0.02154444847102825,0.5583564146698611
55,sample_i_analysis,B2,8389,0.011324353319823578,0.03388196323689078,-0.00029530100057300994,7.667292838453663e-05,0.48269209077775865
55,sample_i_analysis,B4,189,0.08994708994708994,0.037755111628697755,-0.0013726336603316278,-0.002587654162333023,0.49923513357879223
55,sample_i_analysis,B6,97,0.21649484536082475,0.03664160154236967,0.0002726977430858521,-0.002652625573561919,0.4948274224840877
55,sample_i_analysis,B8,42,0.047619047619047616,0.03623905382209723,-0.001145648413042162,-0.012630025385415779,0.554141894006811
56,sample_i_analysis,B2,19380,0.09050567595459236,0.03400435435894357,0.0005885327883241864,0.000541203225532038,0.5312880392000485
56,sample_i_analysis,B4,438,0.0502283105022831,0.03753349167099047,0.001247325999105424,3.4980118240851565e-05,0.4806040936455045
56,sample_i_analysis,B6,235,0.1702127659574468,0.03172510126840887,-0.0002783539994153164,-0.0010217696796816205,0.504607492823498
56,sample_i_analysis,B8,81,0.09876543209876543,0.0336501034208433,-0.0023857311426554104,-0.006045613611988007,0.5012500651219507
57,sample_i_analysis,B2,6391,0.07041151619464872,0.042179849169762,0.0003583788571352043,1.5568791924568115e-05,0.4944012426230617
57,sample_i_analysis,B4,315,0.01904761904761905,0.03779980569776558,-0.0014297747186824573,-0.0005999341069392369,0.5173298157942361
57,sample_i_analysis,B6,142,0.1267605633802817,0.03168289241164318,-0.0043711462730528184,-0.0007360510071542023,0.4725347374587927
57,sample_i_analysis,B8,57,0.15789473684210525,0.03591655087541325,-0.003666561025094308,-0.00818218529614179,0.4852846559476847
58,sample_ii_analysis,B2,7935,0.23553875236294897,0.03737042080640059,-0.0018545171078872477,0.0005278987737514229,0.43966012394816306
58,sample_ii_analysis,B4,297,0.08080808080808081,0.039788755110794015,0.0012345610216723535,0.0002669795795410589,0.509101794614523
58,sample_ii_analysis,B6,143,0.0979020979020979,0.03337581002513293,-0.0006914356842176589,-0.0009920415129708957,0.4963226048877597
58,sample_ii_analysis,B8,63,0.015873015873015872,0.03506226859052472,-0.0002836316930390666,-0.018773706110212014,0.49730641692561445
59,sample_ii_analysis,B2,6737,0.1321062787590916,0.044791987514086,0.0017575884249940825,0.00013014022026684724,0.4872554729441207
59,sample_ii_analysis,B4,2226,0.0673854447439353,0.04275657782293452,-0.0014065622555883908,0.0009107853599438316,0.5144932728467222
59,sample_ii_analysis,B6,1154,0.12305025996533796,0.0365112421385843,-0.0009324949830005376,0.0004634971772201693,0.49573186039861594
59,sample_ii_analysis,B8,459,0.10239651416122005,0.04398107876842762,-0.00012227816970361918,-0.00024276987488495647,0.5467151234589699
60,sample_ii_analysis,B2,4893,0.27018189249948904,0.04303209733984253,-0.0020031001374662735,0.0004500937344492084,0.5140457136251758
60,sample_ii_analysis,B4,2038,0.08243375858684986,0.04653446310111006,0.00031713564667833205,0.00040930728279258213,0.5415530646325186
60,sample_ii_analysis,B6,1105,0.18009049773755656,0.04191323831908673,0.0003694275559866997,0.0005302171311651442,0.5205328508285567
60,sample_ii_analysis,B8,463,0.26997840172786175,0.047133704065793,0.0009895666410607122,-0.000434326301683777,0.5460493584671721
61,sample_ii_analysis,B2,5429,0.26782096150303925,0.04273924168294757,-0.0014274607446142056,0.0008763183752310555,0.4859677605902289
61,sample_ii_analysis,B4,2176,0.4820772058823529,0.05383977588228654,0.0063419135707979,0.0073232867216973105,0.5538060239514182
61,sample_ii_analysis,B6,1241,0.0249798549556809,0.04067992591714783,0.0012658487668515614,-0.00020052380716077678,0.5407539319106298
61,sample_ii_analysis,B8,540,0.17962962962962964,0.043851210672677624,0.0008945665485638049,-0.0003524639111139377,0.546799877616817
62,sample_ii_analysis,B2,5896,0.18351424694708277,0.041816014738357,0.00016914102422832533,0.00023130947127063609,0.4979956262281508
62,sample_ii_analysis,B4,2135,0.013583138173302109,0.04457014710699047,-0.0006987418335680923,-0.0002453971627334253,0.5224032074952659
62,sample_ii_analysis,B6,1204,0.022425249169435217,0.038176988069465165,0.00015158465002661735,7.441163709767315e-05,0.5168955715202275
62,sample_ii_analysis,B8,493,0.06896551724137931,0.045547631038260254,0.0002954028649833698,0.00018671192270402343,0.5480824601350638
63,sample_ii_analysis,B2,7387,0.16190605117097603,0.04049930464098497,0.001096078628687245,0.0002730871814182797,0.49888435372442025
63,sample_ii_analysis,B4,1324,0.12915407854984895,0.04477863435217276,-0.00038603322832196293,0.00018593379639531699,0.5343565081406043
63,sample_ii_analysis,B6,561,0.1622103386809269,0.03682155387996033,-0.0005985109959822411,0.0002555052549182077,0.5012712082705131
63,sample_ii_analysis,B8,227,0.030837004405286344,0.044473124829564135,0.00016784356116135435,-0.001915238338946676,0.5444241682018331
64,sample_ii_calib,B2,5994,0.1608274941608275,0.03804627757899778,-0.0005692817892711134,0.0006532654292302799,0.4992388994639442
64,sample_ii_calib,B4,819,0.045177045177045176,0.042531977042396286,-0.0014378419796721963,0.0006350278810204439,0.48916320106932976
64,sample_ii_calib,B6,349,0.16905444126074498,0.03429179739501682,-0.0008966461973773689,-0.0001751670765796163,0.48363330419791956
64,sample_ii_calib,B8,125,0.12,0.04496000228035038,-0.004502441607669811,-0.002469638173754814,0.492048670670171
65,sample_ii_analysis,B2,5867,0.24884949718765978,0.03583092974942272,-0.0010431101939425633,0.0010799418247122196,0.4894540252033748
65,sample_ii_analysis,B4,405,0.06666666666666667,0.04011339753810451,-0.0015458931055566533,-0.00017386693347218535,0.5047807803646792
65,sample_ii_analysis,B6,155,0.16129032258064516,0.032499228393006674,-0.000685355192807019,0.00020765811926369126,0.49080869212904993
65,sample_ii_analysis,B8,48,0.0625,0.04229121009078797,0.0013571786264912084,-0.02156024342133725,0.5201801021182919
