pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_error,cfd_fraction,gate_family
fixed_efficiency_cfd0.30,gated_residual_cnn_new,1627,1.1473113310108598,19.28832802426971,25.12231762917877,0.15550092194222495,0.6828518746158574,16.4246083982604,21.54562339548313,,,,,Optimal parameters not found: Number of calls to function has reached maxfev = 10000.,0.3,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,1627,1.7163459130038632,19.936956098402735,25.91672387959353,0.17332513829133375,0.68899815611555,17.77541273059837,22.868008116276158,1.6399117845900906,0.15356068555437366,-0.13579540208752727,0.8915865709514652,,0.25,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,1627,2.3662858826608257,20.869882259221637,26.88124501306961,0.16410571604179472,0.7019053472649047,18.3578211900514,23.34425555330329,2.128662684856113,0.3498068593768619,-0.4253747238941001,1.8828592875049965,,0.2,fixed_efficiency
fixed_efficiency_cfd0.10,ridge,1627,0.23582448655676957,21.282433428794704,26.104099306839494,0.1272280270436386,0.7307928703134604,19.049916061392906,23.474982982129877,7.021452283791787,12.962582012263807,1.6327753615105716,1.8870228184968796,,0.1,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,1627,2.918624439448182,22.34637821608515,27.51394360326929,0.17885679164105717,0.6859250153657037,19.5917094440176,24.85997647958245,2.2812385378511264,0.39510344469236164,0.10114527575744621,2.123263409395049,,0.15,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,1627,-0.09042144026784715,23.65800307881531,28.855136632843987,0.12476951444376153,0.7258758451137062,20.825930772097927,24.98557512574699,374.4437814399367,1950772.9453362718,-1016.396732425102,1.2489822225652203,,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,1627,0.5471986702353488,32.22642929904151,35.86970347607918,0.14197910264290103,0.7498463429625076,29.233134182975565,35.74182106569501,2.5252628489698017,0.604500725009368,-0.4774570626871317,1.3897459680767699,,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,constrained_monotone_timewalk,1627,0.8755973291707138,33.69572398658771,37.78776133118303,0.1253841425937308,0.7572218807621389,30.498759945609944,37.06708380832063,4.605368269006101,3.7195671456758768,-0.4958987833920063,2.182208137717383,,0.1,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,1627,1.5851650381238018,34.80840210565293,37.78239113255576,0.13214505224339274,0.7590657652120467,31.032262590406674,38.24547595008796,2.0508036215275482,0.3959661699986283,-0.6248473882423318,1.9773134889895996,,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,1627,0.9730219842097636,36.55817275102946,39.94074678873589,0.13275968039336203,0.7670559311616472,33.090840560835304,39.86864293165256,2.0585535610596053,0.36360170754422066,0.031049249390193327,1.9014159934220698,,0.15,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,1627,2.0069300833373545,36.78577056478954,38.656900372391014,0.1210817455439459,0.7695144437615242,32.657568021102385,39.90199835456772,3.2635668794488413,1.366085411658085,-0.5741874330930714,1.3303985071101885,,0.2,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,1627,2.6531232148200994,38.216636681354025,39.90585697412979,0.08850645359557467,0.7867240319606638,35.17441829568683,40.51259153126119,3.247178845380552,1.6536772773646629,-0.8318225682318761,1.5354193990829141,,0.3,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,1627,2.3665433869280905,38.38484171005734,39.37763423407429,0.10079901659496004,0.7867240319606638,34.598654143094905,40.23305084360641,,,,,Optimal parameters not found: Number of calls to function has reached maxfev = 10000.,0.25,fixed_efficiency
fixed_efficiency_cfd0.35,cnn_1d,1627,2.582301129015198,38.56188062322532,40.438347691767504,0.08543331284572833,0.787338660110633,36.070429421420805,41.318460542907026,,,,,Optimal parameters not found: Number of calls to function has reached maxfev = 10000.,0.35,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,1627,0.9371866805107327,38.69513913318458,41.17800277095457,0.1210817455439459,0.7719729563614014,35.20246399070935,42.17181827819466,1.7210221676761674,0.2632449935979983,-0.15846770476495553,3.422977133149784,,0.2,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,1627,1.1360940275582863,40.249150056999284,42.11017714854993,0.10448678549477566,0.7990165949600492,36.72804507067743,43.820423894088414,52.44966048919454,6640.622434945875,-353.7734716706968,3.0875479459652757,,0.25,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,1627,1.1543721713816844,40.7910006026185,42.90561528237264,0.09956976029502151,0.8027043638598648,38.04211705301897,43.814613248236455,4.906304097090421,5.5525079901150605,-2.9765729552796008,2.355493238323534,,0.3,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,1627,1.2195970654633976,41.620071437809266,43.67097667599097,0.107559926244622,0.7934849416103258,38.77162144388178,45.57684723453911,2.168927095985743,0.48139939487923955,-1.1649855129486228,1.794558382234205,,0.35,fixed_efficiency
