pool,method,run,n_pairs,robust_width_ns,full_rms_ns,cfd_fraction,gate_family
fixed_efficiency_cfd0.10,gradient_boosted_trees,63,234,11.766615846813192,17.96509146357273,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gradient_boosted_trees,65,238,11.15748765434623,18.07415746780495,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,mlp,58,214,14.189291400155907,20.7230567672757,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,mlp,59,262,18.96214138244634,22.365812378571185,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,mlp,60,222,13.914857869205372,17.860737675173212,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,mlp,61,225,15.694715014202245,22.25486076772421,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,mlp,62,232,18.985828585401478,23.95479041640511,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,mlp,63,234,14.796987243286377,21.139691248703713,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,mlp,65,238,12.924664881257172,19.263414797318315,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,58,214,30.297665919880053,34.21059960372509,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,59,262,36.059162274305976,37.09668379958663,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,60,222,33.91697946836851,35.54810456333826,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,61,225,33.769146185094414,37.957136388864555,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,62,232,38.489830086445735,39.052194620048866,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,63,234,27.181767249244935,29.70416776452092,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,cnn_1d,65,238,26.55673676730201,36.532646804870716,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,58,214,16.917253496979676,28.072980431594168,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,59,262,24.463249311226,32.19072785370255,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,60,222,25.398303404657806,27.24019010059124,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,61,225,25.881850962941915,30.75221508331216,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,62,232,25.066062361507257,30.259462787396785,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,63,234,19.77610963569491,24.153647252002376,0.1,fixed_efficiency
fixed_efficiency_cfd0.10,gated_residual_cnn_new,65,238,18.856338323557154,27.827917151274566,0.1,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,58,214,30.85862828745889,38.41088686479991,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,59,262,38.466053479842586,40.31054947548966,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,60,222,37.20532216780826,41.172865036653796,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,61,225,40.17415001673634,43.269202951591055,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,62,232,42.1901538729128,41.076847166403,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,63,234,30.662786915206482,34.65760918859976,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,constrained_monotone_timewalk,65,238,29.660369031243853,40.123354651078955,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,ridge,58,214,16.698066354836847,23.147869267147147,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,ridge,59,262,18.877954911719716,22.280804193313756,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,ridge,60,222,17.945061365776525,23.815747621370132,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,ridge,61,225,21.63106006123055,25.167923231291134,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,ridge,62,232,19.21115312468459,23.56294419580157,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,ridge,63,234,14.871323154651996,19.646239760384148,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,ridge,65,238,16.056561225675004,19.77003616149059,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gradient_boosted_trees,58,214,10.378817672848069,18.037446213442202,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gradient_boosted_trees,59,262,10.968622456559165,16.40104593263336,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gradient_boosted_trees,60,222,11.6168569249757,17.908254742536904,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gradient_boosted_trees,61,225,12.206361326273285,19.699576003066788,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gradient_boosted_trees,62,232,12.001479982818314,19.577721256865647,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gradient_boosted_trees,63,234,10.778178026067252,16.378670006834298,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gradient_boosted_trees,65,238,9.731363166177804,14.414165835919427,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,mlp,58,214,12.188059046107703,18.305217332006883,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,mlp,59,262,15.965133018692864,18.025193186037573,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,mlp,60,222,14.685793914451835,17.8343591911065,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,mlp,61,225,16.464396940490012,18.384643630024513,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,mlp,62,232,14.819460299936884,19.042532581853038,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,mlp,63,234,11.50330896164946,15.992701019879838,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,mlp,65,238,10.008568425608443,15.108981386936682,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,58,214,29.698795645011838,36.36714738809804,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,59,262,36.436542171739966,38.06931112045714,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,60,222,36.04042451798949,38.88782358148285,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,61,225,38.83732596185142,41.155737084527296,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,62,232,40.65419745570314,38.7119220568501,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,63,234,30.023275104876216,32.87611000527196,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,cnn_1d,65,238,29.56032509882112,37.90259023042524,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,58,214,20.22812395145786,27.662807187387134,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,59,262,22.781174589488888,28.524229841054563,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,60,222,23.184908905717997,28.15666940300911,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,61,225,27.89847390122,32.06397577298072,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,62,232,23.77226680704728,26.85102783482793,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,63,234,19.290053925339713,23.757241058691783,0.15,fixed_efficiency
fixed_efficiency_cfd0.15,gated_residual_cnn_new,65,238,16.450424217865383,25.03100536022671,0.15,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,58,214,34.182527762564206,40.23861736443454,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,59,262,39.22466156438699,40.479060541284795,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,60,222,38.338294316031025,42.19035174864429,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,61,225,43.76595955204215,43.898833995550326,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,62,232,45.37643464150591,43.64499900325044,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,63,234,32.22226825396825,35.69258375732246,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,constrained_monotone_timewalk,65,238,33.61338714326559,41.598993385096485,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,ridge,58,214,15.3197193147486,22.65066089660241,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,ridge,59,262,18.030509195167575,21.309334062774635,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,ridge,60,222,17.57000206237115,22.65614415715817,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,ridge,61,225,19.479069052951665,23.88636009716882,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,ridge,62,232,18.731042867828663,22.835894387862915,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,ridge,63,234,14.838311789971485,18.430868037146286,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,ridge,65,238,15.97925678814126,20.550841277382194,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gradient_boosted_trees,58,214,11.207765849046519,17.1851469175584,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gradient_boosted_trees,59,262,10.170306546848504,14.132939113647973,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gradient_boosted_trees,60,222,11.194330738373253,15.185675511502124,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gradient_boosted_trees,61,225,11.04921270483292,19.471834770912928,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gradient_boosted_trees,62,232,11.343915971857191,16.321498747580982,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gradient_boosted_trees,63,234,9.879305644881871,15.554351583835304,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gradient_boosted_trees,65,238,9.473980378862496,16.516101763401366,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,mlp,58,214,10.535403400948805,15.938714452152343,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,mlp,59,262,14.269451195825841,16.477900729151145,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,mlp,60,222,15.545041810680736,15.951184116806322,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,mlp,61,225,13.365188987649198,17.150669563719728,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,mlp,62,232,13.794858469599959,17.62149739104636,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,mlp,63,234,10.603687271584441,15.172088882942319,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,mlp,65,238,8.052535903690895,14.65587698574624,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,58,214,33.54977484302577,37.79635163333467,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,59,262,36.41972805286979,37.85225153113123,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,60,222,35.95130431393266,39.53054090409172,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,61,225,39.69161866650951,41.4341669888594,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,62,232,42.01167870034399,40.82668693048849,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,63,234,30.52757472839216,33.58968170788527,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,cnn_1d,65,238,31.040647488159824,39.11074998832303,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,58,214,18.504110554542915,26.44759404511848,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,59,262,21.249807755350687,27.453432755232672,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,60,222,23.17927553945424,27.65591017107202,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,61,225,26.892183222766693,31.39444622441296,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,62,232,22.354010854806567,26.282947593035804,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,63,234,19.1312505996697,23.55069803691391,0.2,fixed_efficiency
fixed_efficiency_cfd0.20,gated_residual_cnn_new,65,238,15.842713983950814,24.79456465526904,0.2,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,58,214,35.3979062568682,40.20230395687647,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,59,262,39.84587069327176,40.989176805189906,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,60,222,40.268075396825395,43.25881292170028,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,61,225,43.85616828208555,44.744191793865234,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,62,232,46.75651677190828,44.44896845971145,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,63,234,34.09392613207382,36.93895052960227,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,constrained_monotone_timewalk,65,238,36.64017665062036,43.477817507779356,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,ridge,58,214,13.846020193711794,21.042133551664822,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,ridge,59,262,17.030027977727606,20.51817748776024,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,ridge,60,222,18.70966174641685,21.945656214152365,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,ridge,61,225,19.696910925481617,23.995802778278463,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,ridge,62,232,18.71481698526947,22.243064691982035,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,ridge,63,234,14.34823531182712,16.428603455284804,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,ridge,65,238,15.372144442023243,20.632274377120595,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gradient_boosted_trees,58,214,10.608190020145265,13.250259281994687,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gradient_boosted_trees,59,262,12.22957259493887,15.35713502388389,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gradient_boosted_trees,60,222,11.42261562437055,14.278934385811214,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gradient_boosted_trees,61,225,10.966125436680844,18.158261121905532,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gradient_boosted_trees,62,232,11.588710240130828,15.365871425000256,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gradient_boosted_trees,63,234,9.466161341342548,12.2247525630485,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gradient_boosted_trees,65,238,8.968921121250013,16.705890641598202,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,mlp,58,214,9.662702792775992,13.982315883639268,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,mlp,59,262,13.104224667601873,15.64404743938478,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,mlp,60,222,14.600349202667491,15.638215530187827,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,mlp,61,225,14.288937164336318,17.909745223650344,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,mlp,62,232,13.15569194935529,15.873881801672045,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,mlp,63,234,9.662788619267348,13.503283914043942,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,mlp,65,238,9.593074504827229,13.746636761496045,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,58,214,32.47786709686198,37.498635005633865,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,59,262,36.50077603062956,38.124240376100005,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,60,222,38.74167789787242,40.4513221885948,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,61,225,40.876760614366816,42.08794651971013,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,62,232,42.314702761462584,41.47356776068408,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,63,234,31.721101838045307,34.6940167028824,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,cnn_1d,65,238,33.84324006334861,40.61746275611664,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,58,214,16.788628637003164,22.980629802980538,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,59,262,19.273552192277958,26.457928306926608,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,60,222,22.234381218752194,27.164351461402607,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,61,225,26.174055262089798,30.188622143847528,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,62,232,22.460782078222426,25.44489320907619,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,63,234,18.2178732234279,23.74715523043395,0.25,fixed_efficiency
fixed_efficiency_cfd0.25,gated_residual_cnn_new,65,238,15.339206062885161,24.62229871901911,0.25,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,58,214,35.357669840707125,40.2377563322826,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,59,262,40.98199741944421,43.239240502790054,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,60,222,41.00820265782231,43.915387146179874,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,61,225,45.7969763420403,45.628271513188785,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,62,232,47.09417189148105,44.3064071776752,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,63,234,35.542533667816045,39.402482594477,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,constrained_monotone_timewalk,65,238,35.925226220642244,42.85823379399132,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,ridge,58,214,13.30524487346175,20.534707591763546,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,ridge,59,262,18.73074992617004,22.58936000113128,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,ridge,60,222,17.74573718557697,21.576487225032814,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,ridge,61,225,19.13661338134802,23.4125536659287,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,ridge,62,232,18.069401285335008,20.903662091064326,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,ridge,63,234,14.160354070372037,16.612960534927808,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,ridge,65,238,13.822962345990504,20.33115330380012,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gradient_boosted_trees,58,214,9.460212061222453,12.651339606931023,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gradient_boosted_trees,59,262,11.666906480630992,18.08960041356578,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gradient_boosted_trees,60,222,11.162131068426719,14.44731115636236,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gradient_boosted_trees,61,225,11.937821259508624,17.012971206630738,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gradient_boosted_trees,62,232,10.340228106594019,14.645800797792864,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gradient_boosted_trees,63,234,9.103800646324272,12.09472873054337,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gradient_boosted_trees,65,238,9.797209155322934,16.256789810110256,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,mlp,58,214,9.800798434606312,13.190924007624579,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,mlp,59,262,12.234470123442295,17.87708734940287,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,mlp,60,222,13.503917975709733,16.175930507738407,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,mlp,61,225,14.829782770770317,16.766056834148213,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,mlp,62,232,12.434616981977097,14.16680347172269,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,mlp,63,234,10.327804116184002,13.270774766895531,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,mlp,65,238,9.432142417913859,13.671720888738385,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,58,214,30.66126397028504,37.364224477381526,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,59,262,37.205920393262915,40.084226356575485,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,60,222,38.477952370345875,40.89812203293496,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,61,225,42.599058691504936,42.643790546117806,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,62,232,41.888986782738044,41.04630847953615,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,63,234,34.15608451863443,36.77056381111742,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,cnn_1d,65,238,33.430700961770995,39.752372768489295,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gated_residual_cnn_new,58,214,15.966465538585215,22.227276722819585,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gated_residual_cnn_new,59,262,19.644748821015575,27.26033764072057,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gated_residual_cnn_new,60,222,23.088754754717794,27.032671412217166,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gated_residual_cnn_new,61,225,24.051250486001344,28.520175465392594,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gated_residual_cnn_new,62,232,19.80790557494103,23.796290744263807,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gated_residual_cnn_new,63,234,18.551182727130502,22.830705405043304,0.3,fixed_efficiency
fixed_efficiency_cfd0.30,gated_residual_cnn_new,65,238,14.895489309078101,23.023227505952338,0.3,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,58,214,34.556520296390474,40.4368828517028,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,59,262,42.81680715167114,45.021867522376255,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,60,222,43.47465106106021,44.987438847620545,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,61,225,47.518530903030154,45.933694018271346,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,62,232,48.09521295617759,44.47114553820517,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,63,234,36.356161374348474,39.50881501725579,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,constrained_monotone_timewalk,65,238,38.56793596412277,44.22561915290052,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,ridge,58,214,12.099364728440687,20.494224358045507,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,ridge,59,262,17.539886642846273,22.33674595209895,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,ridge,60,222,17.816864214149824,22.034333393620347,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,ridge,61,225,17.73212674212425,23.11412099443585,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,ridge,62,232,17.23526955845866,20.962432111761675,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,ridge,63,234,14.452437974604242,17.01936628112414,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,ridge,65,238,15.536452553766635,20.80358994338239,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gradient_boosted_trees,58,214,11.66764689654582,12.45665980727386,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gradient_boosted_trees,59,262,13.433756122022206,18.935694336721344,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gradient_boosted_trees,60,222,12.267002463555283,16.85226824717257,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gradient_boosted_trees,61,225,12.102366819564635,16.56231352952683,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gradient_boosted_trees,62,232,11.27578870212537,14.576209091728678,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gradient_boosted_trees,63,234,9.150722465967366,12.272935682758172,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,gradient_boosted_trees,65,238,9.696748236687592,17.562801670148698,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,mlp,58,214,9.909874707548667,13.277458697856162,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,mlp,59,262,13.301915230051115,18.14760263042467,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,mlp,60,222,13.677619836997476,16.805622877667883,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,mlp,61,225,14.8711108321532,16.862684802176766,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,mlp,62,232,12.470588440560675,14.75572204076646,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,mlp,63,234,10.892410558288248,13.416199126619386,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,mlp,65,238,11.005406612646459,14.691050620118673,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,cnn_1d,58,214,31.434740034590156,37.41655620620354,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,cnn_1d,59,262,38.75296470034844,41.44527384715696,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,cnn_1d,60,222,40.66786269580041,41.735699844940896,0.35,fixed_efficiency
fixed_efficiency_cfd0.35,cnn_1d,61,225,43.735148902425344,42.67331200705002,0.35,fixed_efficiency
