run,event_index,event_id,stave,stave_index,amplitude_adc,trad_cluster,trad_nearest_centroid_distance,ml_cluster,ml_nearest_centroid_distance,trad_z0,trad_z1,trad_z2,trad_z3,ml_z0,ml_z1,ml_z2,ml_z3
31,38,391427,B2,0,4782.5,7,0.55358475,4,0.028571557,-0.23084432,-1.8364091,0.06431882,-0.09682652,-0.12397225,-0.28443402,0.071371496,0.13475467
31,39,391428,B2,0,2305.5,1,0.5660535,4,0.032337744,0.12632954,-0.45957536,-0.13087937,-0.47048104,-0.110291265,-0.23666558,0.100670844,0.13080871
31,40,391429,B2,0,9605.5,5,0.8305459,0,0.08745011,1.2258474,0.1896025,-4.193182,6.5487204,-0.13133483,-0.31828213,0.18290845,0.09455709
31,41,391430,B2,0,4108.5,7,0.11583921,4,0.023131216,-0.21124348,-1.3606236,-0.11253306,-0.029933646,-0.13367054,-0.27808142,0.077269204,0.1457405
31,42,391431,B2,0,7331.5,7,0.38959825,4,0.020158766,-0.12332696,-0.98174125,-0.084099635,0.22258812,-0.124992974,-0.24872911,0.06834209,0.14609355
31,44,391433,B2,0,8520.5,5,0.8124106,0,0.092104904,1.0259023,-0.13612345,-4.046724,6.9755306,-0.14520201,-0.32734448,0.17905337,0.08541618
31,45,391434,B2,0,7603.0,7,0.37082714,4,0.037805215,-0.18682861,-1.0165763,-0.061856925,0.2505334,-0.1301157,-0.23509909,0.06397466,0.15940103
31,47,391436,B2,0,8215.0,5,0.68950415,0,0.09272239,1.1546826,-0.32060456,-4.431261,7.102085,-0.14338212,-0.3301087,0.17796677,0.085256085
31,50,391439,B2,0,7834.0,7,0.60994786,4,0.034907237,-0.13003969,-0.7599095,-0.11875124,0.26032373,-0.12576981,-0.23439723,0.0639889,0.15319419
31,51,391440,B2,0,6812.0,7,0.4939321,4,0.011214493,-0.11904245,-1.8220863,-0.1830438,0.048599064,-0.12614688,-0.26128635,0.07383537,0.14273441
31,52,391441,B2,0,5855.0,7,0.6545632,4,0.015846668,-0.21966922,-1.9751818,-0.055834964,-0.06339195,-0.1273925,-0.2615663,0.06921306,0.14282998
31,53,391442,B2,0,4400.5,7,0.20022383,4,0.026461491,-0.12048389,-1.3358998,-0.26471034,0.16960682,-0.12398229,-0.28205496,0.07355501,0.13101406
31,54,391443,B2,0,9038.0,1,0.7285975,4,0.00785653,0.055195227,-0.55616546,-0.27185786,0.21168882,-0.12162871,-0.25200063,0.08234519,0.13903865
31,55,391444,B2,0,1962.0,1,0.16139182,4,0.026284995,-0.08265318,0.00945041,-0.015985548,-0.32475328,-0.1282381,-0.26026157,0.109997824,0.14072403
31,56,391445,B2,0,1637.0,6,1.4483021,2,0.11525503,3.4874148,2.3734496,-2.2779016,0.24890411,-0.1355334,-0.016200721,0.018149719,0.11112213
31,61,391451,B2,0,7939.0,7,0.18227072,4,0.012543113,-0.05479601,-1.3084157,-0.19807197,0.17254159,-0.12354862,-0.25221384,0.07489961,0.14410245
31,65,391455,B2,0,5679.0,7,0.6762322,4,0.017550383,-0.24164282,-1.9925117,-0.026472747,-0.06436828,-0.12830158,-0.2626709,0.06785716,0.14301053
31,66,391456,B2,0,2176.0,1,0.29164162,4,0.029359236,-0.017055217,-0.067269295,-0.12904371,-0.41313973,-0.12556757,-0.24285921,0.108367786,0.1405653
31,67,391457,B2,0,2438.0,1,0.24906391,4,0.02069227,-0.038223702,-0.102880456,-0.080119506,-0.39544576,-0.12624358,-0.2539871,0.10389425,0.14131999
31,68,391458,B2,0,1785.0,1,0.2142139,0,0.0127533525,-0.18341446,0.12983073,0.05785209,-0.25188217,-0.14184226,-0.28929853,0.1289614,0.1398001
31,70,391460,B2,0,3459.0,7,0.61431414,4,0.009966151,-0.0344493,-0.8634966,-0.19202186,-0.2841649,-0.123275995,-0.26783514,0.081645206,0.13495749
31,71,391461,B2,0,8643.0,7,0.3456542,4,0.013280785,-0.01603499,-1.2790323,-0.30729693,0.29415593,-0.12235261,-0.24866658,0.07670365,0.14185625
31,72,391462,B2,0,3163.5,1,0.3056275,4,0.021019094,-0.097157955,-0.31443286,-0.07037055,-0.3217049,-0.13462204,-0.27165937,0.09607791,0.14501797
31,73,391463,B2,0,6568.0,7,0.40757588,7,0.033702843,-0.3757189,-1.4222585,0.22742328,0.16700421,-0.14021143,-0.23471056,0.07641571,0.17206481
31,77,391467,B2,0,9087.5,5,1.211274,4,0.04799702,0.8877318,0.03552392,-3.6667345,6.66478,-0.10744245,-0.25501463,0.043421485,0.12050317
31,78,391468,B2,0,2824.0,1,0.67040217,4,0.04280392,0.30398038,-0.3161503,-0.27433985,-0.5341603,-0.09802051,-0.23025352,0.095298104,0.12552133
31,80,391470,B2,0,1119.5,6,2.9753237,6,0.1697673,2.7075155,2.920227,-4.055268,-1.6360375,-0.15957268,0.6168283,-0.36495143,-0.08441633
31,81,391471,B2,0,7924.5,7,0.6123916,4,0.036051575,-0.13332058,-0.75742954,-0.11063485,0.26196414,-0.1272614,-0.23349729,0.06508596,0.15555967
31,82,391472,B2,0,5170.5,7,0.42193848,4,0.018338468,-0.19543616,-1.7538173,-0.15566683,0.09812191,-0.1255139,-0.2685096,0.0683472,0.13924758
31,84,391474,B2,0,5987.0,7,0.45174855,4,0.016925965,-0.20091195,-1.7769535,-0.00023086369,0.036654368,-0.12717524,-0.26803046,0.070255816,0.14211622
31,85,391475,B2,0,6982.5,7,0.12636495,4,0.019776607,-0.16286997,-1.239566,-0.036957487,0.1238177,-0.12612072,-0.2516878,0.06730305,0.14616394
31,86,391476,B2,0,8983.0,7,0.66469246,4,0.00911175,0.05465129,-0.7772181,-0.31210053,0.25270382,-0.12128564,-0.2509074,0.08190735,0.14032547
31,89,391479,B2,0,7585.5,7,0.4263825,4,0.023471557,-0.11589753,-0.96293443,-0.11555825,0.26677483,-0.12442674,-0.24477422,0.06736605,0.14710048
31,90,391480,B2,0,7607.5,7,0.28733477,4,0.018026007,-0.08427574,-1.0914099,-0.13628906,0.18873273,-0.12389551,-0.25084656,0.06956184,0.1458599
31,91,391481,B2,0,6274.0,7,0.48973733,4,0.031145928,-0.298068,-1.7872398,0.03690502,0.02230668,-0.13437423,-0.2462251,0.06746723,0.15972507
31,92,391482,B2,0,5647.5,7,0.7868043,4,0.031143613,-0.0484503,-2.095974,-0.22158943,-0.0567459,-0.11514132,-0.28598896,0.081490576,0.12625273
31,93,391483,B2,0,7338.5,7,0.358285,4,0.03918941,-0.19652463,-1.0150921,-0.05758691,0.21674776,-0.13165587,-0.23419207,0.06453465,0.16091153
31,94,391484,B2,0,9589.5,1,0.64166576,7,0.044133823,0.0043869987,0.0320518,-0.3078255,0.32955933,-0.1275129,-0.2099783,0.07138248,0.15835927
31,95,391485,B2,0,9323.5,1,0.71111083,4,0.03268039,-0.007853687,-0.40955064,-0.26451725,0.3398916,-0.12412461,-0.23137212,0.07089108,0.15005812
31,96,391486,B2,0,4962.0,7,0.24730311,4,0.034145024,-0.32527608,-1.4609842,0.041552797,0.09802422,-0.14547816,-0.2530225,0.09097985,0.16420752
31,97,391487,B2,0,8591.0,7,0.7805058,4,0.020548483,-0.0264363,-0.6924308,-0.25250804,0.45690417,-0.12257735,-0.24328904,0.07226389,0.14428097
31,98,391488,B2,0,2143.5,1,1.6703978,2,0.054470886,1.1234405,0.3104666,-0.84078574,-0.7971016,-0.10511362,-0.08688661,0.022131048,0.091384724
31,99,391489,B2,0,9372.5,1,0.7117547,4,0.021991208,0.04717785,-0.18649715,-0.28415567,0.41118932,-0.12291936,-0.23985136,0.07578291,0.14533624
31,100,391490,B2,0,6332.0,7,0.43432087,4,0.026230903,-0.2341103,-1.7640927,-0.08792825,0.024398997,-0.1318073,-0.24595837,0.06762783,0.1526806
31,101,391491,B2,0,3566.5,7,0.322557,4,0.018704923,-0.0038082302,-1.1035769,-0.22591461,-0.011536494,-0.118184514,-0.2729952,0.0786251,0.12946132
31,102,391492,B2,0,7997.0,7,0.4095779,4,0.0022664643,0.0280727,-1.0486993,-0.27928144,0.18891272,-0.1219218,-0.25868577,0.08436418,0.13858387
31,103,391493,B2,0,9219.0,7,0.7282096,4,0.034470208,-0.048932448,-0.6542148,-0.21605915,0.25770283,-0.12512739,-0.23033035,0.06991607,0.15149945
31,106,391496,B2,0,1094.0,1,0.29361382,4,0.035701547,0.10285714,-0.10025063,-0.15738675,-0.24074504,-0.113333546,-0.23690428,0.10753524,0.12877843
31,108,391498,B2,0,4690.0,7,0.45450106,4,0.027160589,-0.3632522,-1.4949807,0.19522828,-0.1678155,-0.1414683,-0.2649915,0.084939644,0.15932703
31,110,391500,B2,0,7192.5,7,0.34830555,4,0.035044782,-0.17629312,-1.021971,-0.08959681,0.21583062,-0.12945019,-0.236768,0.06421189,0.15655175
31,111,391501,B2,0,6078.5,7,0.36659294,4,0.036679268,-0.35339087,-1.4564408,0.17439213,0.17618921,-0.13924831,-0.24497446,0.0743429,0.167867
31,112,391502,B2,0,8843.0,1,0.5548145,7,0.023908384,-0.16064575,-0.37298527,-0.060023457,0.2529177,-0.14120355,-0.22151318,0.088796385,0.17000407
31,114,391504,B2,0,8190.0,7,0.6454159,4,0.042701922,-0.115659654,-0.73118204,-0.16625269,0.27276516,-0.12823074,-0.22570542,0.06619047,0.15825878
31,115,391505,B2,0,6745.5,7,0.14919019,4,0.03533244,-0.23785855,-1.2839735,-0.010651112,0.15084922,-0.13143623,-0.2396367,0.06384645,0.1592716
31,116,391506,B2,0,6167.5,7,0.3136668,7,0.034478486,-0.3444788,-1.4247539,0.13555272,0.13664852,-0.14315587,-0.23833498,0.08127994,0.17019863
31,118,391508,B2,0,6852.5,7,0.4949256,4,0.009391801,-0.10629767,-1.8167124,-0.20463364,0.037183955,-0.12620673,-0.26169628,0.075658396,0.14177841
31,120,391510,B2,0,8031.5,7,0.6090116,4,0.038865108,-0.13488668,-0.74812156,-0.1083685,0.21789338,-0.1279861,-0.2310949,0.0645875,0.15722266
31,122,391512,B2,0,5187.0,7,0.6858543,4,0.0190859,-0.24357697,-1.9940351,-0.03170073,-0.10165197,-0.12567857,-0.26668304,0.06662646,0.14014298
31,123,391513,B2,0,1123.5,1,0.75983393,2,0.06878923,0.42990094,0.2731401,-0.24564886,-0.50382215,-0.10097602,-0.18470883,0.07847459,0.11467785
31,124,391514,B2,0,6864.0,7,0.51159495,4,0.009706062,-0.11629991,-1.8449218,-0.1044025,0.01626128,-0.12444741,-0.2660247,0.077229016,0.14045262
31,125,391515,B2,0,7472.0,1,0.5623055,7,0.032723654,-0.25832444,-0.47364604,0.11351526,0.14985049,-0.14561762,-0.2404113,0.093359746,0.17348683
31,126,391516,B2,0,2307.0,1,0.38514134,4,0.027744442,-0.0020386241,-0.32526183,-0.116115175,-0.3996013,-0.11975314,-0.24199586,0.10528407,0.13710597
31,128,391518,B2,0,7770.5,7,0.13431972,4,0.014533598,-0.082734644,-1.323869,-0.14350113,0.16719455,-0.12371301,-0.25251698,0.07273638,0.14537835
31,129,391519,B2,0,7790.0,7,0.60499734,4,0.03419939,-0.13944417,-0.7727348,-0.09432864,0.28445995,-0.12753442,-0.23578934,0.06520198,0.15510064
31,130,391520,B2,0,5698.5,7,0.7262015,4,0.018434353,-0.25897202,-2.0071812,0.05133578,-0.15066004,-0.12820238,-0.26472324,0.06744862,0.14316283
31,131,391521,B2,0,9463.5,7,0.6520459,4,0.011291235,0.08964017,-0.77840024,-0.2797552,0.19040707,-0.11678347,-0.25142694,0.087555274,0.137743
31,132,391522,B2,0,6923.0,7,0.16158372,4,0.03434065,-0.23901379,-1.2878513,0.017694086,0.14061545,-0.12888288,-0.2402499,0.06214993,0.15699634
31,133,391523,B2,0,4477.0,5,7.6408505,4,0.037538175,3.5807357,3.2764125,-9.678065,11.570689,-0.124231786,-0.22544242,0.091434024,0.1538884
31,134,391524,B2,0,7927.5,7,0.46615875,4,0.020491788,-0.09763586,-0.9586212,-0.12585352,0.33186066,-0.12371033,-0.2454539,0.070541315,0.1460386
31,136,391526,B2,0,4031.0,7,0.2596012,4,0.019667488,-0.109165594,-1.3146899,-0.3241987,0.17927723,-0.13128322,-0.27725065,0.08145726,0.13763925
31,137,391527,B2,0,8528.5,7,0.5504378,4,0.018316573,-0.053527266,-0.9411881,-0.21334563,0.41682452,-0.12326914,-0.2449206,0.074063584,0.14464068
31,139,391529,B2,0,5956.5,7,0.4218839,4,0.015906483,-0.2005435,-1.7456807,-0.04421787,-0.018415049,-0.12792638,-0.26263788,0.069656625,0.14348508
31,140,391530,B2,0,6711.5,7,0.44260743,7,0.02609057,-0.3004992,-1.1470338,0.035633266,0.421723,-0.14230359,-0.22916597,0.082779795,0.17363484
31,142,391532,B2,0,6043.0,7,0.537569,4,0.016600488,-0.14661294,-1.8698301,-0.14425467,0.008208334,-0.12660171,-0.2673906,0.070065424,0.14170548
31,143,391533,B2,0,5626.5,7,0.50861204,4,0.024567382,-0.27085233,-1.7979226,-0.016486406,-0.100540966,-0.1337416,-0.25190717,0.06829202,0.15362538
31,145,391535,B2,0,6721.0,7,0.2736154,4,0.017772783,-0.10824237,-1.5778041,-0.21368869,0.097185224,-0.12612717,-0.25401497,0.0684158,0.14545254
31,146,391536,B2,0,8097.5,5,0.7134032,0,0.094411954,1.0266821,-0.13610539,-4.126981,7.1507726,-0.14656758,-0.3329023,0.17748502,0.08390188
31,147,391537,B2,0,6721.5,7,0.13381131,4,0.03320416,-0.2285715,-1.2868774,-0.029444247,0.15154168,-0.13288447,-0.24084486,0.06759125,0.15962449
31,149,391539,B2,0,9383.5,1,0.6203028,4,0.046756536,-0.014362484,-0.21037942,-0.28049153,0.31088012,-0.12597534,-0.2183334,0.06885185,0.15587714
31,150,391540,B2,0,4780.0,7,0.17408077,4,0.026659712,-0.26237097,-1.2105839,-0.03301531,0.07145175,-0.1418809,-0.26219004,0.0888289,0.15832295
31,151,391541,B2,0,8405.5,7,0.4011953,4,0.006000422,0.017266005,-1.0430677,-0.25465852,0.19849208,-0.12158884,-0.2541424,0.082531914,0.14062327
31,152,391542,B2,0,4194.5,7,0.40363517,4,0.03681667,-0.042926148,-1.643806,-0.32721752,0.029341772,-0.12035061,-0.2913814,0.07888122,0.122509666
31,154,391544,B2,0,8686.5,7,0.71159536,4,0.033738848,-0.078392655,-0.6735439,-0.18697335,0.29233348,-0.12664896,-0.23312262,0.06828715,0.15338463
31,156,391546,B2,0,3419.0,7,0.5702126,4,0.014184619,-0.12299238,-0.79610133,-0.07961442,-0.099947274,-0.12808914,-0.27056825,0.07659126,0.13917863
31,159,391549,B2,0,5033.5,7,0.28843385,4,0.017792743,-0.21770892,-1.5791026,-0.072814,-0.07603191,-0.12690565,-0.26819623,0.06906803,0.14076795
31,160,391550,B2,0,5823.5,7,0.7044678,4,0.020504696,-0.24575144,-2.035543,-0.11150624,0.1260857,-0.128319,-0.25644845,0.065408,0.14595875
31,161,391551,B2,0,6171.0,7,0.6885149,4,0.027802272,-0.27524033,-2.014045,-0.05560161,0.014759406,-0.13411638,-0.24721952,0.069076985,0.15664327
31,162,391552,B2,0,7418.5,7,0.38564157,4,0.01940348,-0.13713086,-0.9918843,-0.018133104,0.2195782,-0.1244785,-0.24949849,0.068804786,0.14616719
31,163,391553,B2,0,7524.0,7,0.14290564,4,0.008021543,-0.057423852,-1.336241,-0.15526524,0.14788726,-0.12342822,-0.258987,0.07660612,0.14214826
31,164,391554,B2,0,2356.5,1,0.19817771,0,0.009475771,-0.1599432,0.019269928,0.024733081,-0.364898,-0.14140962,-0.2843068,0.12147918,0.14273071
31,165,391555,B2,0,3951.0,7,0.30052745,4,0.030880556,0.007289231,-1.3984022,-0.32814455,0.008738518,-0.11738467,-0.28432497,0.07988651,0.12309017
31,166,391556,B2,0,3938.0,7,0.15700696,4,0.03154235,-0.16847387,-1.3807089,-0.21206832,0.1671167,-0.1324059,-0.28844947,0.07564596,0.13837889
31,167,391557,B2,0,7219.5,7,0.3318477,4,0.03653263,-0.19998601,-1.0291725,-0.025302768,0.16130316,-0.12772736,-0.2362048,0.06132107,0.15575776
31,168,391558,B2,0,5193.5,7,0.3288085,4,0.027808234,-0.28769612,-1.58867,0.0122029185,-0.0634653,-0.14017588,-0.2553699,0.07660025,0.16031921
31,170,391560,B2,0,4140.5,7,0.23164083,4,0.033895314,-0.121608295,-1.5386646,-0.2028303,0.09082586,-0.12160761,-0.28878707,0.07654847,0.12470176
31,171,391561,B2,0,6186.0,7,0.46601292,4,0.035628967,-0.29609233,-1.7744594,-0.0013434589,0.056607172,-0.1377628,-0.24259424,0.070107095,0.16395861
31,172,391562,B2,0,7786.0,7,0.2932176,4,0.018467566,-0.08392516,-1.0873578,-0.14525098,0.19096333,-0.12448771,-0.24973693,0.06979943,0.14606556
31,173,391563,B2,0,3662.0,7,0.37332013,4,0.015970696,-0.14603981,-0.9811077,-0.1725465,0.14524943,-0.13397302,-0.27132678,0.0830813,0.1422812
31,175,391565,B2,0,8915.0,7,0.617533,4,0.008658546,0.032943398,-0.79421735,-0.26010275,0.21275452,-0.12173167,-0.25169322,0.08093172,0.14090182
31,176,391566,B2,0,8955.0,7,0.63424426,4,0.008032154,0.050242394,-0.7876548,-0.27563483,0.21737854,-0.12109859,-0.25199014,0.08261122,0.14036047
31,178,391568,B2,0,4187.5,7,0.31447187,4,0.036232814,0.00011570752,-1.3991954,-0.35772368,0.08145491,-0.119846575,-0.2908644,0.081733584,0.122270204
31,180,391570,B2,0,5398.5,7,0.54336613,4,0.022948325,-0.29637867,-1.8210838,0.036223516,-0.092888415,-0.13388617,-0.25506988,0.06961578,0.15352172
31,181,391571,B2,0,4452.0,7,0.37098977,4,0.02158816,-0.2508579,-1.611339,0.0052265376,-0.14131013,-0.12830159,-0.27765894,0.07368794,0.14025104
31,184,391574,B2,0,3938.0,7,0.27762583,4,0.030834576,-0.10935572,-1.34944,-0.30814722,0.24120528,-0.12594773,-0.2876618,0.077622786,0.12942453
31,187,391577,B2,0,7007.5,7,0.16161291,4,0.0066584065,-0.052649133,-1.3296119,-0.20916213,0.03734155,-0.12489776,-0.26306173,0.07875198,0.14000484
31,188,391578,B2,0,3849.0,7,0.54482484,0,0.019153692,-0.19924712,-0.80305576,-0.13114524,0.15808201,-0.14328855,-0.28718606,0.10051673,0.14475179
31,189,391579,B2,0,8153.5,7,0.6136103,4,0.040101275,-0.13524956,-0.7455828,-0.118134186,0.22549841,-0.12826668,-0.22986783,0.06466902,0.15798466
31,190,391580,B2,0,7977.0,7,0.42933443,4,0.032851793,-0.14079715,-0.94509315,-0.09405516,0.24191643,-0.12741387,-0.23659626,0.06626299,0.15467408
31,192,391582,B2,0,6462.0,7,0.34874967,4,0.02059252,-0.0023100078,-1.6049925,-0.25257277,0.090016216,-0.117429055,-0.2767454,0.08011724,0.13158843
31,193,391583,B2,0,7615.5,7,0.635641,4,0.03833866,-0.11753713,-0.7453872,-0.15572886,0.28731194,-0.1276585,-0.23087472,0.065096445,0.15633243
31,195,391585,B2,0,7650.0,7,0.59207135,4,0.039621007,-0.16720825,-0.7671057,-0.062753916,0.22296816,-0.12986934,-0.23264126,0.064129844,0.1600129
31,200,391590,B2,0,7268.5,7,0.46280906,4,0.02227957,-0.1250202,-0.9863204,-0.13125634,0.36703482,-0.12599255,-0.24803123,0.06686302,0.14762224
31,202,391592,B2,0,7722.0,7,0.5696822,4,0.03644883,-0.17366529,-0.783403,-0.008293927,0.16476971,-0.12783644,-0.23619701,0.0621591,0.15665612
31,203,391593,B2,0,7075.5,7,0.33360782,4,0.038639177,-0.22274925,-1.033073,0.009621382,0.12889363,-0.13253923,-0.23640539,0.064396024,0.16190004
31,204,391594,B2,0,1439.5,1,0.351952,4,0.018467866,0.002676788,-0.3135297,-0.009575393,-0.40432018,-0.119323954,-0.24992672,0.098838486,0.13546333
31,205,391595,B2,0,7874.0,7,0.60691106,4,0.035685018,-0.13851655,-0.77124333,-0.10117677,0.28575683,-0.12745301,-0.23484325,0.06380589,0.15523599
31,206,391596,B2,0,3270.0,7,0.5936895,4,0.016637212,-0.11693987,-0.7681339,-0.13619053,-0.08234458,-0.13355628,-0.27096987,0.08061868,0.14536038
31,207,391597,B2,0,8029.5,7,0.60146195,4,0.037062854,-0.13781473,-0.7588166,-0.096398994,0.22996782,-0.12833923,-0.23330496,0.06499315,0.15709864
31,209,391599,B2,0,8959.5,7,0.70988774,4,0.033361014,-0.05974768,-0.66261363,-0.19090049,0.2374132,-0.12635309,-0.23157617,0.07102536,0.15234672
31,210,391600,B2,0,7973.0,7,0.49617267,4,0.01928269,-0.0946742,-0.96666384,-0.13987303,0.38966867,-0.12432936,-0.24676225,0.07108624,0.14609829
31,211,391601,B2,0,7646.5,7,0.6141345,4,0.037736624,-0.13145147,-0.7545949,-0.11549486,0.25813648,-0.12823449,-0.23218313,0.06506903,0.15694672
31,212,391602,B2,0,7406.5,7,0.20957908,4,0.0056044795,-0.014184639,-1.3221061,-0.23568033,0.117240414,-0.12267971,-0.26431054,0.08311338,0.13749838
31,213,391603,B2,0,8873.0,7,0.6752591,4,0.010668398,0.051277235,-0.7782479,-0.32075268,0.2853924,-0.120721206,-0.24986325,0.0806794,0.14107518
31,214,391604,B2,0,9412.5,1,0.63609827,4,0.03678636,-0.018531792,-0.40750018,-0.23190749,0.2594952,-0.12519029,-0.22725657,0.071308546,0.15210524
31,216,391606,B2,0,6239.0,7,0.44988495,4,0.02194802,-0.19823162,-1.7660053,-0.1812173,0.17548971,-0.1290118,-0.25080872,0.06625372,0.14745069
31,217,391607,B2,0,6579.5,7,0.5150276,4,0.011359972,-0.08958572,-1.8366449,-0.1770856,-0.000329718,-0.124265105,-0.26974285,0.07993153,0.13794008
31,219,391609,B2,0,9029.0,7,0.70313674,4,0.02809823,-0.05330754,-0.67245543,-0.1824602,0.248605,-0.12528405,-0.23670517,0.07110124,0.14979991
31,220,391610,B2,0,7931.0,7,0.14447708,4,0.014494594,-0.07946995,-1.3159552,-0.15466022,0.1713367,-0.123345256,-0.25151044,0.073052004,0.14457175
31,221,391611,B2,0,7818.5,7,0.3598532,4,0.040137645,-0.18662849,-1.0041713,-0.0617671,0.1977539,-0.1314059,-0.23223367,0.06571339,0.16140932
31,222,391612,B2,0,2958.0,1,0.383502,4,0.0188282,-0.027882468,-0.3369348,-0.105644405,-0.40030783,-0.123935476,-0.24719647,0.098471105,0.14091372
31,224,391614,B2,0,5992.0,7,0.44846028,4,0.018240366,-0.22023132,-1.755676,-0.00040979683,-0.049693763,-0.12787418,-0.26193503,0.0671508,0.14411673
31,230,391620,B2,0,7226.0,7,0.28955817,4,0.013847529,-0.06170477,-1.0984633,-0.18442304,0.16211537,-0.124894634,-0.254947,0.07207354,0.14458376
31,231,391621,B2,0,5362.0,7,0.9783516,4,0.03648948,-0.045962125,-2.298297,-0.22189671,-0.008465752,-0.11350331,-0.29048997,0.07764939,0.124999866
