file,path,filename_token_hit,entries,trigger_branch_present,non_beam_trigger_entries,unique_triggers
hrdb_run_0031.root,data/root/root/hrdb_run_0031.root,False,39990,True,0,1
hrdb_run_0032.root,data/root/root/hrdb_run_0032.root,False,41921,True,0,1
hrdb_run_0033.root,data/root/root/hrdb_run_0033.root,False,57173,True,0,1
hrdb_run_0034.root,data/root/root/hrdb_run_0034.root,False,39765,True,0,1
hrdb_run_0035.root,data/root/root/hrdb_run_0035.root,False,27786,True,0,1
hrdb_run_0036.root,data/root/root/hrdb_run_0036.root,False,21764,True,0,1
hrdb_run_0037.root,data/root/root/hrdb_run_0037.root,False,50513,True,0,1
hrdb_run_0039.root,data/root/root/hrdb_run_0039.root,False,30321,True,0,1
hrdb_run_0040.root,data/root/root/hrdb_run_0040.root,False,32613,True,0,1
hrdb_run_0041.root,data/root/root/hrdb_run_0041.root,False,33997,True,0,1
hrdb_run_0042.root,data/root/root/hrdb_run_0042.root,False,33972,True,0,1
hrdb_run_0043.root,data/root/root/hrdb_run_0043.root,False,13,True,0,1
hrdb_run_0044.root,data/root/root/hrdb_run_0044.root,False,4294,True,0,1
hrdb_run_0045.root,data/root/root/hrdb_run_0045.root,False,48181,True,0,1
hrdb_run_0046.root,data/root/root/hrdb_run_0046.root,False,1441,True,0,1
hrdb_run_0047.root,data/root/root/hrdb_run_0047.root,False,10970,True,0,1
hrdb_run_0048.root,data/root/root/hrdb_run_0048.root,False,31713,True,0,1
hrdb_run_0049.root,data/root/root/hrdb_run_0049.root,False,32354,True,0,1
hrdb_run_0050.root,data/root/root/hrdb_run_0050.root,False,44804,True,0,1
hrdb_run_0051.root,data/root/root/hrdb_run_0051.root,False,20569,True,0,1
hrdb_run_0052.root,data/root/root/hrdb_run_0052.root,False,10005,True,0,1
hrdb_run_0053.root,data/root/root/hrdb_run_0053.root,False,39612,True,0,1
hrdb_run_0054.root,data/root/root/hrdb_run_0054.root,False,37413,True,0,1
hrdb_run_0055.root,data/root/root/hrdb_run_0055.root,False,24416,True,0,1
hrdb_run_0056.root,data/root/root/hrdb_run_0056.root,False,51823,True,0,1
hrdb_run_0057.root,data/root/root/hrdb_run_0057.root,False,31284,True,0,1
hrdb_run_0058.root,data/root/root/hrdb_run_0058.root,False,34141,True,0,1
hrdb_run_0059.root,data/root/root/hrdb_run_0059.root,False,42303,True,0,1
hrdb_run_0060.root,data/root/root/hrdb_run_0060.root,False,36074,True,0,1
hrdb_run_0061.root,data/root/root/hrdb_run_0061.root,False,36535,True,0,1
hrdb_run_0062.root,data/root/root/hrdb_run_0062.root,False,37584,True,0,1
hrdb_run_0063.root,data/root/root/hrdb_run_0063.root,False,37030,True,0,1
hrdb_run_0064.root,data/root/root/hrdb_run_0064.root,False,35943,True,0,1
hrdb_run_0065.root,data/root/root/hrdb_run_0065.root,False,38424,True,0,1
