endpoint,method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,auc,brier,log_loss,positive_fraction,mean_score,auc_ci_low,auc_ci_high,brier_ci_low,brier_ci_high,log_loss_ci_low,log_loss_ci_high
saturation_clipping,gradient_boosted_trees,3816,,,,,,,,,,,,,0.92696970552459,0.01068869531645623,0.12822087652203104,0.05948637316561845,0.04934196197024099,0.8667144424256317,0.9598787680488882,0.009090824164390707,0.01227375401408529,0.10144291565979771,0.1561766379061119
saturation_clipping,mlp,3816,,,,,,,,,,,,,0.7737979361804241,0.029612100105821798,0.4091080702441033,0.05948637316561845,0.03564034171907756,0.6261024142981524,0.8564634948307907,0.026445623783039236,0.03262849125654685,0.3653614988485148,0.45078113436359396
saturation_clipping,ridge,3816,,,,,,,,,,,,,0.8124666289433081,0.033378119257659454,0.34189236190627215,0.05948637316561845,0.042959612340685197,0.6704923230623218,0.8894712828770799,0.030523678167688355,0.03657368787505289,0.29544341159435716,0.3961607650731279
saturation_clipping,traditional_cfd_template_pedestal,3816,,,,,,,,,,,,,0.8148607529369599,0.03341533195822521,0.34017440627105666,0.05948637316561845,0.042542215831126794,0.6781457822665635,0.8932428599781056,0.030243416792749788,0.03647517954629912,0.2918625250265077,0.39483629553840616
timing_residual,1d_cnn,3816,-0.25255013884258565,2.7919228960693263,3.349997033691788,0.12552410901467506,-0.30409040339429694,-0.1963994457534404,1.7322263165856753,3.412438945562469,2.934740146014817,3.692859030323139,0.08332682291666667,0.16353004222932288,,,,,,,,,,,
timing_residual,gated_attention_waveform_new,3816,-0.40460859796353255,2.6581999426159637,3.2797289515531065,0.11556603773584906,-0.4466620027213259,-0.3507800179915155,1.656409556664928,3.364896054260539,2.8421806470838145,3.639029788941169,0.07609608873814515,0.153624216260664,,,,,,,,,,,
timing_residual,gradient_boosted_trees,3816,0.014526824489166645,0.42154781021214793,0.48048625885845625,0.0,-0.19594513725101068,0.11664853805237868,0.3708600766664881,0.46838069210655336,0.36626550074334324,0.620736069905377,0.0,0.0,,,,,,,,,,,
timing_residual,mlp,3816,0.02544052580316504,0.4301705661680412,0.5101747741279843,0.0002620545073375262,-0.21910497785893993,0.12094364371474509,0.3843119807790524,0.4713929629946867,0.3916172495929642,0.6412286768145883,0.0,0.0007874170870485161,,,,,,,,,,,
timing_residual,ridge,3816,0.029114154344558718,0.46429343112750254,0.49972812025081076,0.0002620545073375262,-0.2220631799940206,0.15284418515260692,0.3891312541738191,0.48804772704672866,0.3885130138093649,0.6360503001030482,0.0,0.0007867820613690008,,,,,,,,,,,
timing_residual,traditional_cfd_template_pedestal,3816,-0.0824475201465254,0.4223331891134533,0.5279839716904663,0.0,-0.21257062621777872,0.0247735660094634,0.3760794499156149,0.5048757460925883,0.38889322477100735,0.6855433105100515,0.0,0.0,,,,,,,,,,,
