pair_id,run,stave,dynamic_index,control_index,match_distance,saturation_boundary,baseline_boundary
57:B2:132,57,B2,531552,543741,0.917121076252779,False,True
57:B2:133,57,B2,531564,535202,0.7755220064179918,False,True
57:B2:134,57,B2,531587,536553,0.49594769744691686,False,True
57:B2:135,57,B2,531589,540590,0.8201083803779556,False,True
57:B2:136,57,B2,531603,533030,3.150017031661301,False,True
57:B2:137,57,B2,531613,539670,0.7985427183944407,False,True
57:B2:138,57,B2,531622,541633,0.5858602015920286,False,True
57:B2:139,57,B2,531625,535031,1.2585403013071623,False,True
57:B2:140,57,B2,531650,535595,0.9048350164577077,False,True
57:B2:141,57,B2,531653,540134,1.7862388215778797,False,True
57:B2:142,57,B2,531658,540134,0.9012449599948877,False,True
57:B2:143,57,B2,531662,535031,1.1568564371848298,False,True
57:B2:144,57,B2,531664,542255,1.2438535977494591,False,True
57:B2:145,57,B2,531674,545893,1.0003031546842014,False,True
57:B2:146,57,B2,531682,535595,1.578774360555862,False,True
57:B2:147,57,B2,531684,533030,2.2899065767971023,False,True
57:B2:148,57,B2,531704,538765,0.8753564579955337,False,True
57:B2:149,57,B2,531711,540134,1.0762197281596135,False,True
57:B2:150,57,B2,531712,540134,1.1440592200477786,False,True
57:B2:151,57,B2,531713,533030,1.8337910963665083,False,True
57:B2:152,57,B2,531725,534366,0.9704071560186074,False,True
57:B2:153,57,B2,531748,539190,0.6253654019863729,False,True
57:B2:154,57,B2,531753,544197,2.1048903547334845,False,True
57:B2:155,57,B2,531757,537112,0.3232267326937821,False,True
57:B2:156,57,B2,531760,531900,0.6175113392559225,False,True
57:B2:157,57,B2,531761,544777,1.1127570636849176,False,True
57:B2:158,57,B2,531771,541627,0.7427387512535988,False,True
57:B2:159,57,B2,531773,544310,0.8315372101861526,False,True
57:B2:160,57,B2,531775,533030,2.140167396646408,False,True
57:B2:161,57,B2,531778,533289,0.8784975750178099,False,True
57:B2:162,57,B2,531782,541498,0.6661864096802755,False,True
57:B2:163,57,B2,531785,544792,0.6275597482500858,False,True
57:B2:164,57,B2,531787,535031,2.085225238568503,False,True
57:B2:165,57,B2,531792,540590,0.5296043558089157,False,True
57:B2:166,57,B2,531793,538208,0.3218772348830518,False,True
57:B2:167,57,B2,531799,534325,1.1385678783876394,False,True
57:B2:168,57,B2,531807,532243,0.7863049589266289,False,True
57:B2:169,57,B2,531832,540590,0.4397607933427591,False,True
57:B2:170,57,B2,531836,533030,0.698948598695654,False,True
57:B2:171,57,B2,531843,539014,0.42548423903514526,True,True
57:B2:172,57,B2,531845,533544,0.7910199827121663,False,True
57:B2:173,57,B2,531847,533289,0.7532179390100997,False,True
57:B2:174,57,B2,531853,534485,0.0729385351430415,False,True
57:B2:175,57,B2,531861,532507,0.756601979433306,False,True
57:B2:176,57,B2,531874,533030,1.6298795346256856,False,True
57:B2:177,57,B2,531893,531688,1.5804472258856797,False,True
57:B2:178,57,B2,531895,542255,0.30264825815189644,False,True
57:B2:179,57,B2,531920,534599,0.7699293981920788,False,True
57:B2:180,57,B2,531924,531368,0.1733386456581386,False,True
57:B2:181,57,B2,531933,538559,0.24776303209186498,False,True
57:B2:182,57,B2,531934,533030,2.0018194588011538,False,True
57:B2:183,57,B2,531955,544197,2.2790825693712446,False,True
57:B2:184,57,B2,531965,537452,0.8586739093098703,False,True
57:B2:185,57,B2,531966,541498,0.7141217075489207,False,True
57:B2:186,57,B2,531970,541305,0.5515771918690608,False,True
57:B2:187,57,B2,531986,531688,0.2854870657713088,False,True
57:B2:188,57,B2,531991,533030,1.1691217525266686,False,True
57:B2:189,57,B2,532002,538208,0.5041487940668743,False,True
57:B2:190,57,B2,532008,541128,0.1396801227693511,False,True
57:B2:191,57,B2,532009,542272,0.8309437258063196,False,True
57:B2:192,57,B2,532014,536626,0.43824831231616823,False,True
57:B2:193,57,B2,532021,535031,1.3309839312447576,False,True
57:B2:194,57,B2,532022,545893,0.705452332485696,False,True
57:B2:195,57,B2,532029,543741,1.6970083376997358,False,True
57:B2:196,57,B2,532036,540134,1.3075226737780876,False,True
57:B2:197,57,B2,532039,534325,0.6069166672911065,False,True
57:B2:198,57,B2,532051,540134,1.8125019104003115,False,True
57:B2:199,57,B2,532057,540134,1.9840733372006158,False,True
57:B2:200,57,B2,532059,540134,1.9147886770946767,False,True
57:B2:201,57,B2,532074,544197,1.6163189594357796,False,True
57:B2:202,57,B2,532081,531688,1.500892662472004,False,True
57:B2:203,57,B2,532086,535031,1.622508166935655,False,True
57:B2:204,57,B2,532087,544503,0.9110780329787469,False,True
57:B2:205,57,B2,532093,541893,0.5917803504650339,False,True
57:B2:206,57,B2,532094,533030,1.8638557634716488,False,True
57:B2:207,57,B2,532098,544197,1.1281245575070877,False,True
57:B2:208,57,B2,532099,534863,0.9601114697546635,False,True
57:B2:209,57,B2,532114,540134,1.9690429419701645,False,True
57:B2:210,57,B2,532133,535949,1.126499099333633,False,True
57:B2:211,57,B2,532134,533030,1.425720184963189,False,True
57:B2:212,57,B2,532140,531688,1.548312822645814,False,True
57:B2:213,57,B2,532155,533085,0.5153668452368535,False,True
57:B2:214,57,B2,532158,533289,0.9970188390861934,False,True
57:B2:215,57,B2,532162,533030,2.0104033399154044,False,True
57:B2:216,57,B2,532169,544560,0.7145645746427178,False,True
57:B2:217,57,B2,532184,535031,2.4660976359060065,False,True
57:B2:218,57,B2,532201,540134,1.5383450308049758,False,True
57:B2:219,57,B2,532210,545893,0.6972431544518332,False,True
57:B2:220,57,B2,532211,531688,0.6346412615645863,False,True
57:B2:221,57,B2,532218,533289,0.9081831836447869,False,True
57:B2:222,57,B2,532221,534893,0.4368024870991383,False,True
57:B2:223,57,B2,532233,537906,0.6997046850342574,False,True
57:B2:224,57,B2,532240,533030,2.180305416554808,False,True
57:B2:225,57,B2,532250,541132,1.0528374076240958,False,True
57:B2:226,57,B2,532272,533085,0.8257021053348124,False,True
57:B2:227,57,B2,532299,533030,2.292951676314216,False,True
57:B2:228,57,B2,532304,539716,0.951912437073113,False,True
57:B2:229,57,B2,532315,542009,0.6775899387912562,False,True
57:B2:230,57,B2,532319,534366,0.8539123705051087,False,True
57:B2:231,57,B2,532322,534422,0.8157101204951032,False,True
57:B2:232,57,B2,532330,540134,1.7931740701520276,False,True
57:B2:233,57,B2,532332,538755,0.6103056707219263,False,True
57:B2:234,57,B2,532340,539190,0.5996162463815025,False,True
57:B2:235,57,B2,532341,534366,1.0800765200071905,False,True
57:B2:236,57,B2,532345,545893,0.8585593544034581,False,True
57:B2:237,57,B2,532348,537026,0.39854415303605767,False,True
57:B2:238,57,B2,532352,534422,0.757275497011155,False,True
57:B2:239,57,B2,532359,539716,0.4168044814192897,False,True
57:B2:240,57,B2,532361,533030,1.7221414449761965,False,True
57:B2:241,57,B2,532365,540134,1.9338453725841813,False,True
57:B2:242,57,B2,532370,540134,1.9088731343952785,False,True
57:B2:243,57,B2,532379,539944,0.8031802638722383,False,True
57:B2:244,57,B2,532393,536626,1.0303950550228558,False,True
57:B2:245,57,B2,532405,541398,0.4297003313566412,False,True
57:B2:246,57,B2,532423,534993,0.027539471773801477,False,False
57:B2:247,57,B2,532424,535031,1.786018952135011,False,True
57:B2:248,57,B2,532431,535595,0.8140458227994718,False,True
57:B2:249,57,B2,532438,538844,0.39832387781897505,False,True
57:B2:250,57,B2,532444,533030,2.009351350559222,False,True
57:B2:251,57,B2,532446,541305,0.5761457206656622,False,True
57:B2:252,57,B2,532449,543759,0.3260422437206786,False,True
57:B2:253,57,B2,532456,540134,2.4178030052221136,False,True
57:B2:254,57,B2,532457,531038,1.2391311585891742,False,True
57:B2:255,57,B2,532461,538350,1.0143012902240565,False,True
57:B2:256,57,B2,532462,542009,0.35521131765808417,False,True
57:B2:257,57,B2,532467,540134,1.530365987267523,False,True
57:B2:258,57,B2,532486,531688,1.2301683173991116,False,True
57:B2:259,57,B2,532491,537452,0.8389848702878102,False,True
57:B2:260,57,B2,532501,537026,1.9184484443393754,False,True
57:B2:261,57,B2,532503,533030,2.0574186213042633,False,True
57:B2:262,57,B2,532525,537906,0.8343374706562539,False,True
57:B2:263,57,B2,532564,533030,1.634319965150296,False,True
57:B2:264,57,B2,532569,533030,2.0120473613780088,False,True
57:B2:265,57,B2,532577,544197,2.5189285962736943,False,True
57:B2:266,57,B2,532582,533483,1.066274772384544,True,True
57:B2:267,57,B2,532591,540134,0.8936500754075092,False,True
57:B2:268,57,B2,532594,540134,1.7318232830764395,False,True
57:B2:269,57,B2,532596,535903,0.17771148538991777,False,True
57:B2:270,57,B2,532601,538350,1.005560161737929,False,True
57:B2:271,57,B2,532602,534600,0.8241964789007885,False,True
57:B2:272,57,B2,532607,544197,1.169405587565154,False,True
57:B2:273,57,B2,532620,543439,0.7534390776652167,False,True
57:B2:274,57,B2,532623,533544,1.000014174587961,False,True
57:B2:275,57,B2,532629,538844,0.7791448227108724,False,True
57:B2:276,57,B2,532630,535595,1.5535058213894684,False,True
57:B2:277,57,B2,532634,544197,0.8684110575108096,False,True
57:B2:278,57,B2,532644,535031,1.8610783560565327,False,True
57:B2:279,57,B2,532646,546032,0.31145903242697626,False,True
57:B2:280,57,B2,532655,545504,0.5032585915991725,False,True
57:B2:281,57,B2,532666,538739,0.1279313643209694,False,True
57:B2:282,57,B2,532675,546135,0.7970460479424359,False,True
57:B2:283,57,B2,532680,538208,0.27210069651672314,False,True
57:B2:284,57,B2,532698,544792,1.038115746594769,False,True
57:B2:285,57,B2,532706,538988,0.05555552898731783,False,True
57:B2:286,57,B2,532712,540134,1.6394796530471247,False,True
57:B2:287,57,B2,532721,540134,1.428506518477581,False,True
57:B2:288,57,B2,532723,540111,0.33027036226861817,False,True
57:B2:289,57,B2,532728,533030,0.5336023717300262,False,True
57:B2:290,57,B2,532743,541132,0.6671831286735495,False,True
57:B2:291,57,B2,532745,531688,0.3238512594123603,False,True
57:B2:292,57,B2,532751,540134,2.3403764917367598,False,True
57:B2:293,57,B2,532765,534735,1.2665764268957806,False,True
57:B2:294,57,B2,532776,533030,1.6815791442463373,False,True
57:B2:295,57,B2,532794,535595,1.4510534106567152,False,True
57:B2:296,57,B2,532800,543439,0.9350065596511112,False,True
57:B2:297,57,B2,532803,534223,0.5567355631662029,False,True
57:B2:298,57,B2,532807,544043,0.9101444681545457,False,True
57:B2:299,57,B2,532834,540134,1.6936279501583966,False,True
57:B2:300,57,B2,532837,533030,1.8198010916025047,False,True
57:B2:301,57,B2,532839,544197,2.1022966878765037,False,True
57:B2:302,57,B2,532844,544792,0.663762945041054,False,True
57:B2:303,57,B2,532852,539854,0.5301019739277684,False,True
57:B2:304,57,B2,532854,540134,1.9992972917143124,False,True
57:B2:305,57,B2,532855,540134,1.725271142673635,False,True
57:B2:306,57,B2,532858,541633,0.9323513457905444,False,True
57:B2:307,57,B2,532859,533030,1.5151831081036191,False,True
57:B2:308,57,B2,532874,546135,0.661836525391746,False,True
57:B2:309,57,B2,532883,539376,0.4459467039212201,False,True
57:B2:310,57,B2,532890,535595,1.1115561875729614,False,True
57:B2:311,57,B2,532899,544387,0.517063212540895,False,True
57:B2:312,57,B2,532902,533289,0.8049744415583996,False,True
57:B2:313,57,B2,532905,536980,0.19382379165014205,False,True
57:B2:314,57,B2,532919,535202,0.4080679159047243,False,True
57:B2:315,57,B2,532921,530504,0.14180518241529774,False,True
57:B2:316,57,B2,532926,531900,0.6311823552878939,False,True
57:B2:317,57,B2,532934,532665,0.25494705082373886,False,True
57:B2:318,57,B2,532936,534893,0.5116344355764153,False,True
57:B2:319,57,B2,532942,536317,0.28371180514294464,False,True
57:B2:320,57,B2,532953,544792,1.2795049555047107,False,True
57:B2:321,57,B2,532959,532624,0.7350190215176481,False,True
57:B2:322,57,B2,532975,543267,0.06595610843081763,False,True
57:B2:323,57,B2,532977,540134,2.0458175086116923,False,True
57:B2:324,57,B2,532981,546053,0.45867138395546214,False,True
57:B2:325,57,B2,532990,540144,0.32108462201686544,False,False
57:B2:326,57,B2,532993,544792,0.8625771645885026,False,True
57:B2:327,57,B2,533011,533030,2.015780385548813,False,True
57:B2:328,57,B2,533016,545859,0.22302671688375905,False,True
57:B2:329,57,B2,533020,533030,2.3084184458714434,False,True
57:B2:330,57,B2,533025,530678,0.18278483972245912,False,True
57:B2:331,57,B2,533040,537112,0.3673269861146142,False,True
57:B2:332,57,B2,533046,533544,0.8769496017311557,False,True
57:B2:333,57,B2,533051,540134,1.8541877243005855,False,True
57:B2:334,57,B2,533054,537716,0.8522785802531665,False,True
57:B2:335,57,B2,533059,535202,0.8002950840025395,False,True
57:B2:336,57,B2,533062,533289,0.7412618547983056,False,True
57:B2:337,57,B2,533067,531301,0.29126797919659825,False,True
57:B2:338,57,B2,533076,540866,0.4085103843665484,False,True
57:B2:339,57,B2,533088,533289,0.9187391220807949,False,True
57:B2:340,57,B2,533089,540134,1.7588039011159944,False,True
57:B2:341,57,B2,533098,540134,1.1151414506946018,False,True
57:B2:342,57,B2,533119,540134,1.56512567737941,False,True
57:B2:343,57,B2,533129,544777,0.7342668823936431,False,True
57:B2:344,57,B2,533134,532373,0.6969737302369252,False,True
57:B2:345,57,B2,533142,533030,1.9633529784660153,False,True
57:B2:346,57,B2,533144,540590,0.8896301317597859,False,True
57:B2:347,57,B2,533149,538559,0.18534107234977,False,True
57:B2:348,57,B2,533155,539716,0.9349061094592381,False,True
57:B2:349,57,B2,533158,545893,0.7218475820382151,False,True
57:B2:350,57,B2,533159,540134,1.8783461479783614,False,True
57:B2:351,57,B2,533160,531038,0.7112882318961129,False,True
57:B2:352,57,B2,533167,540694,0.3745374495705215,False,True
57:B2:353,57,B2,533173,533030,2.1573344807300847,False,True
57:B2:354,57,B2,533176,545893,0.8678257495595917,False,True
57:B2:355,57,B2,533185,532507,0.6981376229861394,False,True
57:B2:356,57,B2,533200,537026,1.1164495902679756,False,True
57:B2:357,57,B2,533208,533030,1.9431663341129812,False,True
57:B2:358,57,B2,533216,545561,0.389358737019172,True,True
57:B2:359,57,B2,533223,532243,0.42169497104023423,False,True
57:B2:360,57,B2,533230,544197,2.3092349332742197,False,True
57:B2:361,57,B2,533240,545566,0.582851828516765,False,True
57:B2:362,57,B2,533244,541633,0.5711644068759493,False,True
57:B2:363,57,B2,533255,533030,1.7905374256883198,False,True
57:B2:364,57,B2,533263,546425,0.0935463648833193,False,True
57:B2:365,57,B2,533265,545893,0.8337681487136677,False,True
57:B2:366,57,B2,533266,533030,0.5878127072828024,False,True
57:B2:367,57,B2,533271,543584,0.0893205522943957,False,True
57:B2:368,57,B2,533278,543741,1.14998492443987,False,True
57:B2:369,57,B2,533279,545152,0.6001906926011005,False,True
57:B2:370,57,B2,533284,537112,0.6472205654021466,False,True
57:B2:371,57,B2,533293,538329,0.6932369160713012,False,True
57:B2:372,57,B2,533297,540134,1.3068134336364954,False,True
57:B2:373,57,B2,533302,533030,2.1642297387780647,False,True
57:B2:374,57,B2,533306,533017,0.589949057225468,False,True
57:B2:375,57,B2,533308,533289,0.7313609687842529,False,True
57:B2:376,57,B2,533319,546790,0.8608252887197283,False,True
57:B2:377,57,B2,533323,533030,1.4306962630975397,False,True
57:B2:378,57,B2,533325,533030,1.075076265060586,False,True
57:B2:379,57,B2,533328,536438,0.9453505223708637,False,True
57:B2:380,57,B2,533336,533030,2.015914115524518,False,True
57:B2:381,57,B2,533338,537990,0.720349990089037,False,True
57:B2:382,57,B2,533340,540134,0.7864513319912108,False,True
57:B2:383,57,B2,533353,532243,0.4444018444850012,False,True
57:B2:384,57,B2,533361,533030,2.0183921803708027,False,True
57:B2:385,57,B2,533366,533289,0.8250632743271246,False,True
57:B2:386,57,B2,533370,532391,0.4269411319696063,False,True
57:B2:387,57,B2,533374,540134,1.3220660723212778,False,True
57:B2:388,57,B2,533375,540526,0.19239488776939145,False,False
57:B2:389,57,B2,533378,540134,1.6607471617664626,False,True
57:B2:390,57,B2,533402,537716,0.9477307202750598,False,True
57:B2:391,57,B2,533410,540134,0.9514929052206914,False,True
57:B2:392,57,B2,533413,534225,0.8748193825823547,False,True
57:B2:393,57,B2,533420,546740,1.0079864892206458,False,True
57:B2:394,57,B2,533431,546053,0.398600262818325,False,True
57:B2:395,57,B2,533446,541498,0.6654666243536292,False,True
57:B2:396,57,B2,533448,546740,0.9827824113695649,False,True
57:B2:397,57,B2,533459,540134,2.352639168156543,False,True
57:B2:398,57,B2,533473,537026,0.33558777971313997,False,True
57:B2:399,57,B2,533478,533030,2.299505919745648,False,True
57:B2:400,57,B2,533485,535031,0.34167273421986394,False,True
57:B2:401,57,B2,533487,535579,0.5032329910178984,False,True
57:B2:402,57,B2,533488,546765,0.1596907287588872,False,True
57:B2:403,57,B2,533498,539190,0.4726737058463731,False,True
57:B2:404,57,B2,533511,532243,0.3662334150896427,False,True
57:B2:405,57,B2,533528,540134,1.0133446990630215,False,True
57:B2:406,57,B2,533530,533289,1.064457590924058,False,True
57:B2:407,57,B2,533536,544197,1.319653651536802,False,True
57:B2:408,57,B2,533541,546772,0.41692437780704905,False,True
57:B2:409,57,B2,533551,546778,0.06713245893863846,False,True
57:B2:410,57,B2,533565,542927,0.308374725367542,False,True
57:B2:411,57,B2,533595,537716,0.9140075075713944,False,True
57:B2:412,57,B2,533605,534200,0.43179337057816886,False,True
57:B2:413,57,B2,533606,533483,0.7473320947856151,True,True
57:B2:414,57,B2,533621,531900,0.7923243339275391,False,True
57:B2:415,57,B2,533624,540134,1.3775770002189358,False,True
57:B2:416,57,B2,533626,533030,0.8168312003080767,False,True
57:B2:417,57,B2,533629,540134,0.9474402217085277,False,True
57:B2:418,57,B2,533631,540134,0.8978716368886362,False,True
57:B2:419,57,B2,533637,539716,0.5382580638429951,False,True
57:B2:420,57,B2,533640,537026,0.6284495554215169,False,True
57:B2:421,57,B2,533646,534599,0.5584772230202443,False,True
57:B2:422,57,B2,533651,533030,2.0806465155674405,False,True
57:B2:423,57,B2,533653,533030,2.6016423268855773,False,True
57:B2:424,57,B2,533670,532871,0.928769125818584,False,True
57:B2:425,57,B2,533671,532116,0.046229669503227544,False,False
57:B2:426,57,B2,533673,535949,0.9886225429319643,False,True
57:B2:427,57,B2,533676,534325,0.4127381021116961,False,True
57:B2:428,57,B2,533677,535031,2.047706874664137,False,True
57:B2:429,57,B2,533683,536782,0.8605455391120386,False,True
57:B2:430,57,B2,533695,540134,1.7738702089504006,False,True
57:B2:431,57,B2,533703,537690,0.8696491777409832,False,True
57:B2:432,57,B2,533704,533085,0.8549495798898138,False,True
57:B2:433,57,B2,533706,541633,0.6323180794595695,False,True
57:B2:434,57,B2,533707,544310,0.3525986004991661,False,True
57:B2:435,57,B2,533713,533289,0.6608423948370358,False,True
57:B2:436,57,B2,533717,540970,0.6705569342628468,False,True
57:B2:437,57,B2,533727,532507,0.7363739562938924,False,True
57:B2:438,57,B2,533740,532243,0.5187163231814519,False,True
57:B2:439,57,B2,533759,540134,1.15187732038425,False,True
57:B2:440,57,B2,533770,531008,0.4492419559850183,False,True
57:B2:441,57,B2,533779,535579,0.4941740668292302,False,True
57:B2:442,57,B2,533780,534366,0.8730527018914598,False,True
57:B2:443,57,B2,533783,531688,1.678208199070229,False,True
57:B2:444,57,B2,533787,534225,0.602318619567462,False,True
57:B2:445,57,B2,533788,533242,3.8793518165891907,True,True
57:B2:446,57,B2,533797,531900,0.39094040646271216,False,True
57:B2:447,57,B2,533802,544197,1.2565459011766102,False,True
57:B2:448,57,B2,533805,535031,1.4724491282173195,False,True
57:B2:449,57,B2,533814,543741,1.0314315654595183,False,True
57:B2:450,57,B2,533840,534863,0.6860616271888154,False,True
