path,suffix,matched_keywords,is_root,size_bytes
.venv/lib/python3.11/site-packages/sklearn/utils/_typedefs.cpython-311-x86_64-linux-gnu.so,.so,ped,False,128008
.venv/lib/python3.11/site-packages/sklearn/utils/_random.pxd,.pxd,random,False,1263
.venv/lib/python3.11/site-packages/sklearn/utils/_random.cpython-311-x86_64-linux-gnu.so,.so,random,False,171472
.venv/lib/python3.11/site-packages/sklearn/utils/_random.pyx,.pyx,random,False,12592
.venv/lib/python3.11/site-packages/sklearn/utils/_typedefs.pxd,.pxd,ped,False,2090
.venv/lib/python3.11/site-packages/sklearn/utils/random.py,.py,random,False,3798
.venv/lib/python3.11/site-packages/sklearn/utils/tests/test_typedefs.py,.py,ped,False,735
.venv/lib/python3.11/site-packages/sklearn/utils/tests/test_random.py,.py,random,False,7149
.venv/lib/python3.11/site-packages/sklearn/utils/__pycache__/random.cpython-311.pyc,.pyc,random,False,5039
.venv/lib/python3.11/site-packages/sklearn/externals/array_api_extra/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/sklearn/externals/array_api_compat/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/kiwisolver/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/xxhash/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/uproot/interpretation/grouped.py,.py,ped,False,4436
.venv/lib/python3.11/site-packages/uproot/interpretation/__pycache__/grouped.cpython-311.pyc,.pyc,ped,False,7063
.venv/lib/python3.11/site-packages/packaging/py.typed,.typed,ped,False,0
.venv/lib/python3.11/site-packages/scipy/spatial/tests/data/random-double-data.txt,.txt,random,False,75000
.venv/lib/python3.11/site-packages/scipy/spatial/tests/data/random-bool-data.txt,.txt,random,False,6000
.venv/lib/python3.11/site-packages/scipy/spatial/tests/data/random-uint-data.txt,.txt,random,False,8711
.venv/lib/python3.11/site-packages/scipy/spatial/tests/data/random-int-data.txt,.txt,random,False,10266
configs/s16q_1783604855_13292_5bd05951_no_pulse_bstack_forced_random_mirror.json,.json,"forced,random,no_pulse",False,4004
configs/s16l_1781035063_930_38bd04a3_target_excluded_pedestal_timing_risk.json,.json,"pedestal,ped",False,2878
configs/s10e_1781017360_928_15a27ed1_uncapped_highstat.json,.json,ped,False,889
configs/s16n_1781124602_891_3b6f0ae7_external_no_pulse_pedestal_closure.json,.json,"pedestal,ped,no_pulse",False,3177
configs/s16q_1783546942_10898_0a8936fb_daq_forced_random_pedestal_root.json,.json,"forced,random,pedestal,ped",False,1840
configs/s16i_1781034306_1188_0470572e_prepost_tagged_random_ingest.json,.json,random,False,3424
configs/s16e_1781017317_1094_3dce221c_forced_random_no_proxy.json,.json,"forced,random",False,1271
configs/s16f_1781033712_1201_63fd2ee4_forced_random_pedestal_audit.json,.json,"forced,random,pedestal,ped",False,1815
configs/s16g_1781033528_1397_05213c6c_forced_random_truth_benchmark.json,.json,"forced,random",False,2893
configs/s16i_1781106674_714_50551a30_external_forced_random_source.json,.json,"forced,random",False,2275
configs/s16g_1781031000_2375_3d7f6489_forced_random_root_acquisition.json,.json,"forced,random",False,1242
configs/s16j_1783568931_24470_56e21d18_mirror_true_nonbeam_bstack_forced_random.json,.json,"forced,random",False,1837
configs/p03h_1783548269_15632_5bd03538_external_pedestal_proxy_validation.json,.json,"pedestal,ped",False,2704
configs/s16p_1783604316_18537_4d971468_checksum_bound_forced_random_bstack_pedestal_labels.json,.json,"forced,random,pedestal,ped",False,1348
configs/p04n_1781101446_892_139c702a_forced_random_pedestal_validation.json,.json,"forced,random,pedestal,ped",False,1831
configs/s16i_1781109804_807_1aec20e5_forced_random_pedestal_truth_benchmark.json,.json,"forced,random,pedestal,ped",False,542
configs/p04n2_1783550545_21741_0e552db2_forced_random_bstack_pedestal_root_closure.json,.json,"forced,random,pedestal,ped",False,1989
configs/s16p_1781135617_950_4da27974_target_excluded_pedestal_adoption_rule.json,.json,"pedestal,ped",False,1182
configs/s16o_1781134843_1313_241f286b_independent_forced_random_validation.json,.json,"forced,random",False,3629
configs/s16o_1781043990_570_2c97138c_no_proxy_pedestal_width_tradeoff.json,.json,"pedestal,ped",False,3826
configs/s16h_1781034306_1120_7f5675fd_forced_random_root_mirror_rerun.json,.json,"forced,random",False,2913
configs/p03g_1781097097_1022_02db7832_pedestal_residualized_samples.json,.json,"pedestal,ped",False,2660
configs/s16m_1781038019_1322_46921ff8_pseudopedestal_charge_livetime_bias.json,.json,"pedestal,ped",False,2697
configs/s16m_1781117966_1072_6bc44cc4_support_preserving_pedestal_imputation_timing_correction.json,.json,"pedestal,ped",False,3161
scripts/s16j_1783568931_24470_56e21d18_mirror_true_nonbeam_bstack_forced_random.py,.py,"forced,random",False,18852
scripts/s16g_1781033528_1397_05213c6c_forced_random_truth_benchmark.py,.py,"forced,random",False,19755
scripts/s10e_1781017360_928_15a27ed1_uncapped_highstat.py,.py,ped,False,16789
scripts/p03h_1783548269_15632_5bd03538_external_pedestal_proxy_validation.py,.py,"pedestal,ped",False,57340
scripts/s16i_1781109804_807_1aec20e5_forced_random_pedestal_truth_benchmark.py,.py,"forced,random,pedestal,ped",False,27292
scripts/s16l_1781035063_930_38bd04a3_target_excluded_pedestal_timing_risk.py,.py,"pedestal,ped",False,52761
scripts/s16f_1781013928_forced_random_truth.py,.py,"forced,random",False,32628
scripts/p03g_1781097097_1022_02db7832_pedestal_residualized_samples.py,.py,"pedestal,ped",False,51331
scripts/s16g_1781031000_2375_3d7f6489_forced_random_root_acquisition.py,.py,"forced,random",False,23038
scripts/s16f_1781033712_1201_63fd2ee4_forced_random_pedestal_audit.py,.py,"forced,random,pedestal,ped",False,20183
scripts/s16i_1781034306_1188_0470572e_prepost_tagged_random_ingest.py,.py,random,False,22785
scripts/s16p_1781135617_950_4da27974_target_excluded_pedestal_adoption_rule.py,.py,"pedestal,ped",False,26545
scripts/s16q_1783546942_10898_0a8936fb_daq_forced_random_pedestal_root.py,.py,"forced,random,pedestal,ped",False,18807
scripts/p04n2_1783550545_21741_0e552db2_forced_random_bstack_pedestal_root_closure.py,.py,"forced,random,pedestal,ped",False,571
scripts/s16o_1781043990_570_2c97138c_no_proxy_pedestal_width_tradeoff.py,.py,"pedestal,ped",False,37510
scripts/s16g_1781014767_tagged_random_rerun.py,.py,random,False,34616
scripts/s16e_1781017317_1094_3dce221c_forced_random_no_proxy.py,.py,"forced,random",False,35265
scripts/s16h_1781034306_1120_7f5675fd_forced_random_root_mirror_rerun.py,.py,"forced,random",False,21893
scripts/s16i_1781106674_714_50551a30_external_forced_random_source.py,.py,"forced,random",False,25597
scripts/s16m_1781038019_1322_46921ff8_pseudopedestal_charge_livetime_bias.py,.py,"pedestal,ped",False,53850
scripts/s16m_1781117966_1072_6bc44cc4_support_preserving_pedestal_imputation_timing_correction.py,.py,"pedestal,ped",False,31416
scripts/p04n_1781101446_892_139c702a_forced_random_pedestal_validation.py,.py,"forced,random,pedestal,ped",False,26783
scripts/__pycache__/p03h_1783548269_15632_5bd03538_trainfold_external_pedestal_proxy_validation.cpython-313.pyc,.pyc,"pedestal,ped",False,82618
scripts/__pycache__/p04n_1781101446_892_139c702a_forced_random_pedestal_validation.cpython-37.pyc,.pyc,"forced,random,pedestal,ped",False,24365
scripts/__pycache__/s16f_1781013928_forced_random_truth.cpython-37.pyc,.pyc,"forced,random",False,26604
scripts/__pycache__/p03h_1783548269_15632_5bd03538_trainfold_external_pedestal_proxy_validation.cpython-311.pyc,.pyc,"pedestal,ped",False,97374
scripts/__pycache__/s10e_1781017360_928_15a27ed1_uncapped_highstat.cpython-37.pyc,.pyc,ped,False,13466
