event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio,generation_family,secondary_generation_family
train:62:2193,train,62,B2,1,4.7079082117735815,8.666910024135838,3757.820079986913,1033.1543343883873,4.0,0.25,train_family_0,train_family_0
train:62:2194,train,62,B6,1,8.091723317577364,10.176415354250551,3065.596859606745,2639.878023926693,2.0,1.0,train_family_1,train_family_0
train:62:2195,train,62,B6,1,5.830668572565361,9.991804605302576,3643.3119724870603,3532.5226067414715,4.0,1.0,train_family_1,train_family_0
train:62:2196,train,62,B4,1,7.700340317950865,8.69699733258029,3849.558496475074,976.069499724182,1.0,0.25,train_family_1,train_family_1
train:62:2197,train,62,B8,1,5.930903659142761,7.942328364050165,4485.6113155357325,3754.076055494997,2.0,0.75,train_family_0,train_family_1
train:62:2198,train,62,B6,1,5.570508308450067,8.300441394043315,2254.326663047957,2216.1319569817306,3.0,1.0,train_family_0,train_family_0
train:62:2199,train,62,B8,1,6.37678485315999,8.218608195516728,4111.456952637186,3141.628951254632,1.5,0.75,train_family_0,train_family_0
train:62:2200,train,62,B8,1,8.248209585397461,10.036747806852164,3051.5253533286173,1307.5656143670737,1.5,0.5,train_family_0,train_family_0
train:62:2201,train,62,B4,1,5.010503628761759,11.125544388657588,2723.652725168252,1231.1220828783319,6.0,0.5,train_family_1,train_family_1
train:62:2202,train,62,B8,1,8.719415591172478,10.199654517070412,2971.7475686516227,649.3433506011751,1.5,0.25,train_family_1,train_family_1
train:62:2203,train,62,B8,1,6.531724402079942,8.43671399536733,4643.1616157006965,2122.0526427988684,2.0,0.5,train_family_0,train_family_0
train:62:2204,train,62,B4,1,4.555998757040315,7.36571097011374,2883.161791510991,3309.486451914885,3.0,1.0,train_family_1,train_family_0
train:62:2205,train,62,B2,1,4.184392555348281,9.930884883566877,1931.791197155077,528.8625629744852,6.0,0.25,train_family_1,train_family_1
train:62:2206,train,62,B8,1,5.06143691426466,10.251791005139584,3245.5341290394304,1796.2758759163933,5.0,0.5,train_family_0,train_family_0
train:62:2207,train,62,B8,1,4.238184505120851,9.545310856746307,2873.017603920206,1488.7126670033074,5.0,0.5,train_family_0,train_family_0
train:62:2208,train,62,B2,1,4.865404747274609,9.957095053776326,7705.300519724257,1651.6286286196244,5.0,0.25,train_family_0,train_family_1
train:62:2209,train,62,B2,1,5.742506316816839,10.795798558173562,7492.405204879635,6731.660719878474,5.0,1.0,train_family_0,train_family_0
train:62:2210,train,62,B2,1,8.630018395464633,9.883561321480274,4159.10445064105,1089.0903105562006,1.0,0.25,train_family_0,train_family_0
train:62:2211,train,62,B6,1,5.678137953716002,11.802852861172266,2403.0825088076713,2706.058943292589,6.0,1.0,train_family_1,train_family_0
train:62:2212,train,62,B2,1,5.09988807226197,11.070804366389444,4849.766367213254,2339.7248018774912,6.0,0.5,train_family_0,train_family_0
train:62:2213,train,62,B2,1,9.792208548027986,10.254509942282517,2503.965143887206,2879.3384413760496,0.75,1.0,train_family_0,train_family_0
train:62:2214,train,62,B4,1,4.949306202773027,5.367972441509831,2703.513891587811,1936.2939088255034,0.75,0.75,train_family_0,train_family_0
train:62:2215,train,62,B6,1,4.530342247338225,8.322965784271705,1882.1666354942847,437.8509883659455,4.0,0.25,train_family_0,train_family_0
train:62:2216,train,62,B6,1,5.7862848487716745,10.03133150212647,2445.576025208658,1602.7537371794956,4.0,0.75,train_family_0,train_family_0
train:62:2217,train,62,B8,1,6.019497978528949,9.840915383195387,4240.265380243352,2353.7291749438264,4.0,0.5,train_family_1,train_family_1
train:62:2218,train,62,B4,1,5.147031710297446,7.8437494937317815,5106.843843209268,1459.38331122329,3.0,0.25,train_family_0,train_family_0
train:62:2219,train,62,B4,1,7.775365323958779,8.512982890660934,3162.237481252246,675.263689744336,0.75,0.25,train_family_0,train_family_0
train:62:2220,train,62,B8,1,4.2756005115042175,9.969036975107251,2848.104802421026,2075.1037540943225,6.0,0.75,train_family_0,train_family_0
train:62:2221,train,62,B6,1,5.666052002587118,9.99215518127105,3316.5583385344776,3375.8803192016885,4.0,1.0,train_family_0,train_family_1
train:62:2222,train,62,B6,1,4.869079182297095,5.280321993219171,3397.9231372688637,937.0536403558121,0.75,0.25,train_family_0,train_family_1
train:62:2223,train,62,B8,1,9.636382459816218,11.317416804706202,4634.2821954881765,2145.274557193925,1.5,0.5,train_family_0,train_family_1
train:62:2224,train,62,B8,1,5.594262366439045,6.296602764846233,4215.708046720277,2973.55172680866,1.0,0.75,train_family_0,train_family_0
train:62:2225,train,62,B4,1,6.118429768577177,7.682829277738602,1621.0233154673742,1743.4864940642142,1.5,1.0,train_family_1,train_family_0
train:62:2226,train,62,B4,1,7.075951244339645,8.356539546329467,2992.742224529602,2444.8030055150048,1.5,0.75,train_family_1,train_family_1
train:62:2227,train,62,B4,1,3.908557072016236,6.153692649833261,3121.3271633819586,1648.2120908402069,2.0,0.5,train_family_0,train_family_0
train:62:2228,train,62,B8,1,5.005195518433705,5.426255116317046,3450.859463483108,1655.7393465627338,0.5,0.5,train_family_0,train_family_0
train:62:2229,train,62,B6,1,5.4400633018980376,6.4386672204189574,2174.0046101060616,1873.6760229857782,0.75,1.0,train_family_0,train_family_1
train:62:2230,train,62,B2,1,4.314758765576543,5.334454181627415,3236.350843285098,3243.3115550528983,0.75,1.0,train_family_0,train_family_0
train:62:2231,train,62,B4,1,7.5561161918780275,9.620842803489998,3001.2554353003497,1704.5205129264566,2.0,0.5,train_family_0,train_family_0
train:62:2232,train,62,B6,1,5.641129083583509,6.804434003294527,3014.4096567895463,1482.0906197225638,1.0,0.5,train_family_0,train_family_0
train:62:2233,train,62,B4,1,9.558566448215853,10.76054841084869,2670.0952624983174,1826.5758403121679,1.0,0.75,train_family_1,train_family_1
train:62:2234,train,62,B8,1,3.7311667790720273,4.773486178277731,5408.366843794281,2564.416882831725,1.0,0.5,train_family_0,train_family_0
train:62:2235,train,62,B6,1,7.1334336722657605,8.246031052777102,4311.947891506324,1203.5889549880314,1.0,0.25,train_family_0,train_family_0
train:62:2236,train,62,B6,1,8.460182886837286,11.797513173421933,3284.8534584599265,810.2551863574213,3.0,0.25,train_family_0,train_family_0
train:62:2237,train,62,B6,1,8.808262415803586,10.118597865749184,3443.728818754433,1699.8716784042308,1.5,0.5,train_family_0,train_family_0
train:62:2238,train,62,B2,1,6.121420937941039,8.44893731084501,2946.7182381647153,1689.5603245388568,2.0,0.5,train_family_1,train_family_0
train:62:2239,train,62,B6,1,4.553684362378668,8.8688890322827,1763.6368307274772,1207.0486043932347,4.0,0.75,train_family_0,train_family_0
train:62:2240,train,62,B2,1,4.392987840769108,10.52660569920443,3223.2808427408086,2667.339658592424,6.0,0.75,train_family_1,train_family_0
train:62:2241,train,62,B4,1,9.003914802413329,9.505603095215621,3244.9617476738463,3213.104991318401,0.75,1.0,train_family_0,train_family_1
train:62:2242,train,62,B4,1,7.13064549517988,11.250029939313613,3042.0315119787833,2951.326198720428,4.0,1.0,train_family_0,train_family_1
train:62:2243,train,62,B8,1,5.212494879747751,11.50928362233616,2619.087696821744,2142.970317904839,6.0,0.75,train_family_0,train_family_0
train:62:2244,train,62,B4,1,9.266900654580564,11.439756610878277,2866.8279301513708,718.3017654402237,2.0,0.25,train_family_1,train_family_1
train:62:2245,train,62,B4,1,5.532415674031707,11.443246552984961,4099.395863544667,2007.7207920716628,6.0,0.5,train_family_0,train_family_0
train:62:2246,train,62,B2,1,4.82421256196901,10.589051049236627,2614.997227808777,1376.6596528346006,6.0,0.5,train_family_0,train_family_0
train:62:2247,train,62,B6,1,5.227546131100989,8.434198140272585,3259.9492506260276,1700.2453429074485,3.0,0.5,train_family_1,train_family_1
train:62:2248,train,62,B8,1,5.281753164626017,11.254753957844729,4298.644827796225,2823.2275424600807,6.0,0.75,train_family_0,train_family_0
train:62:2249,train,62,B6,1,3.8241583153199357,4.3593529308716015,2466.3067205743887,1790.6390076347545,0.75,0.75,train_family_0,train_family_0
train:62:2250,train,62,B4,1,4.165081232927341,7.970876282285024,2723.692534933467,2646.3021374593477,4.0,1.0,train_family_0,train_family_1
train:62:2251,train,62,B8,1,7.368693728210069,7.821783059389225,5190.688990576014,4945.807974838131,0.75,1.0,train_family_0,train_family_1
train:62:2252,train,62,B2,1,4.357475396584246,10.030199997241212,3152.0038276303144,3470.3348173379068,6.0,1.0,train_family_0,train_family_0
train:62:2253,train,62,B6,1,8.524619169497907,9.20371076896816,4353.134507378235,4236.382187500404,1.0,1.0,train_family_0,train_family_0
train:62:2254,train,62,B4,1,4.786856337805446,10.474994524842915,3768.134360856307,2856.726244094485,6.0,0.75,train_family_1,train_family_0
train:62:2255,train,62,B2,1,10.248130997425477,10.505693374128077,6734.228234469363,4667.082192616365,0.5,0.75,train_family_0,train_family_0
train:62:2256,train,62,B6,1,6.377371365083871,10.6086892893532,3485.726295853852,1523.7734823327444,4.0,0.5,train_family_1,train_family_1
train:62:2257,train,62,B8,1,6.510058844195736,8.15287660363505,3595.2042342411974,2043.0677494877284,1.5,0.5,train_family_1,train_family_1
train:62:2258,train,62,B2,1,8.242212515078679,11.207368174207474,5666.572193857682,2484.0844351680994,3.0,0.5,train_family_0,train_family_0
train:62:2259,train,62,B2,1,6.1787793463330996,7.931618972170673,3951.559063927384,2593.1949741459553,1.5,0.75,train_family_0,train_family_1
train:62:2260,train,62,B2,1,4.263957108243664,5.169156146800492,2209.130493102723,1500.754333593308,0.75,0.75,train_family_0,train_family_0
train:62:2261,train,62,B4,1,7.347889220017691,8.183935464759353,3080.2791634393748,3219.308338474304,0.5,1.0,train_family_0,train_family_1
train:62:2262,train,62,B4,1,6.783857928020017,8.610511577773412,2633.2972868018587,687.1017917768585,1.5,0.25,train_family_0,train_family_1
train:62:2263,train,62,B8,1,5.845735613208042,9.846566632767955,2966.2603857776785,833.6181296188922,4.0,0.25,train_family_0,train_family_1
train:62:2264,train,62,B4,1,7.251412942553729,10.577189397681833,1698.5042034365463,1309.1024043866873,3.0,0.75,train_family_0,train_family_0
train:62:2265,train,62,B4,1,4.017909148301756,6.286839075314742,2706.0618578269186,2444.8503851254413,2.0,1.0,train_family_0,train_family_0
train:62:2266,train,62,B2,1,6.222622934230043,10.094229732012465,1844.4986847610019,1043.6536609434252,4.0,0.5,train_family_0,train_family_0
train:62:2267,train,62,B4,1,6.822825744890272,8.784107790018993,2216.133135701136,2191.5069331009354,2.0,1.0,train_family_0,train_family_0
train:62:2268,train,62,B8,1,5.078801897628054,11.164160312984189,3124.4688491587235,2031.6778059832475,6.0,0.75,train_family_0,train_family_0
train:62:2269,train,62,B2,1,9.348191819992639,11.261231600970461,4545.27680165816,3835.560014844594,2.0,0.75,train_family_0,train_family_0
train:62:2270,train,62,B6,1,9.91577676166697,10.644801056230953,2473.240127652317,1850.358545528043,0.5,0.75,train_family_0,train_family_1
train:62:2271,train,62,B6,1,4.843753286510756,11.146170583743318,1899.7147995476025,1265.5991436324468,6.0,0.75,train_family_0,train_family_0
train:62:2272,train,62,B2,1,5.023914585233214,11.085165848068213,1829.867019375306,1478.3330374149616,6.0,0.75,train_family_0,train_family_1
train:62:2273,train,62,B8,1,9.738920009940513,10.080410056325299,3107.61346582229,3218.9407159221546,0.5,1.0,train_family_1,train_family_1
train:62:2274,train,62,B6,1,3.9556261180150663,4.669284571561698,1977.4104099763263,1862.735290293155,0.5,1.0,train_family_0,train_family_0
train:62:2275,train,62,B8,1,5.025231616791105,9.757161369497338,1889.1757318809723,1043.833478761112,5.0,0.5,train_family_0,train_family_0
train:62:2276,train,62,B8,1,5.108905803117989,10.083543145519743,3775.540391216849,1034.00672482553,5.0,0.25,train_family_0,train_family_0
train:62:2277,train,62,B2,1,4.2477258618457485,8.178347376823533,4523.842550738897,3303.170724616271,4.0,0.75,train_family_1,train_family_1
train:62:2278,train,62,B2,1,5.396434975560067,11.168706352066652,4628.199289638641,5191.202961863314,6.0,1.0,train_family_0,train_family_0
train:62:2279,train,62,B2,1,3.848101403119086,5.188944063586454,6594.587901324397,5046.838293098555,1.0,0.75,train_family_1,train_family_1
train:62:2280,train,62,B4,1,4.787480460886594,10.07408943261908,2067.2207374296167,1158.1581754205447,5.0,0.5,train_family_1,train_family_1
train:62:2281,train,62,B6,1,5.4065958176708,10.082736974505508,3295.764856244175,2114.6214131507836,5.0,0.75,train_family_0,train_family_0
train:62:2282,train,62,B2,1,4.181904144322026,7.0937768651850375,5404.809811103847,1454.3932328946946,3.0,0.25,train_family_0,train_family_0
train:62:2283,train,62,B2,1,6.426948913767498,10.291803870675174,1470.6182277331156,743.7820559166407,4.0,0.5,train_family_0,train_family_1
train:62:2284,train,62,B6,1,5.560575077165366,7.800818528255889,2120.7072778316947,1013.9269732558145,2.0,0.5,train_family_0,train_family_0
train:62:2285,train,62,B2,1,4.164867545172161,9.961855598742993,3782.3848925972648,814.3102924349982,6.0,0.25,train_family_0,train_family_1
train:62:2286,train,62,B4,1,4.934857004532476,7.612888342539345,1481.0369529877482,359.0340289223448,3.0,0.25,train_family_0,train_family_0
train:62:2287,train,62,B4,1,6.4729003887347405,7.982139160438602,3479.9238150503506,1608.919418073593,1.5,0.5,train_family_0,train_family_0
train:62:2288,train,62,B8,1,5.614262272647203,6.863689339935519,1928.8077083055898,1981.9202392278958,1.5,1.0,train_family_0,train_family_0
train:62:2289,train,62,B4,1,10.589026824933491,11.068591329557618,2691.876450272249,2966.1612290480107,0.75,1.0,train_family_1,train_family_1
train:62:2290,train,62,B4,1,6.10986014650521,8.941369233700245,3132.455682233131,1445.8197003608252,3.0,0.5,train_family_0,train_family_1
train:62:2291,train,62,B2,1,4.941063627723476,9.789980304819338,3021.208077503576,2482.6523973587573,5.0,0.75,train_family_0,train_family_0
train:62:2292,train,62,B6,1,7.241706181049442,10.10945601243514,2556.522398989931,552.6801366024403,3.0,0.25,train_family_1,train_family_1
train:62:2293,train,62,B8,1,7.332678085333855,7.999646935068765,2434.24405785868,2003.4519545718877,0.5,0.75,train_family_0,train_family_0
train:62:2294,train,62,B8,1,4.433789767184772,4.9987381774027835,4546.863649558584,2468.400399850567,0.5,0.5,train_family_1,train_family_0
train:62:2295,train,62,B6,1,5.39168993054901,6.122797442209098,2020.1135033749583,1781.494860578208,0.5,1.0,train_family_1,train_family_1
train:62:2296,train,62,B4,1,5.726383252643482,8.678933387559258,1769.2751017527908,844.3256769244095,3.0,0.5,train_family_0,train_family_0
train:62:2297,train,62,B4,1,5.622173283725691,11.600267087142143,2044.3891129905617,1888.3934588918078,6.0,1.0,train_family_0,train_family_1
train:62:2298,train,62,B2,1,6.896422017671951,7.883373422173468,3450.6919211386084,2617.912962987673,0.75,0.75,train_family_0,train_family_0
train:62:2299,train,62,B8,1,9.494929139552644,11.291752347009261,2692.6084829400065,1402.0428665722093,1.5,0.5,train_family_0,train_family_1
train:62:2300,train,62,B6,1,4.267011034609736,9.00130685049497,2068.4665618973318,2191.649428732755,5.0,1.0,train_family_0,train_family_0
train:62:2301,train,62,B6,1,5.491194446395381,8.640828341104033,2909.0874635034743,1258.8088593166187,3.0,0.5,train_family_1,train_family_1
train:62:2302,train,62,B6,1,10.273018752314627,11.367971749016753,1654.529609709238,931.0845382265779,0.75,0.5,train_family_0,train_family_1
train:62:2303,train,62,B4,1,4.458173624752845,6.224116484402295,2435.5471709528656,1098.6056649759503,1.5,0.5,train_family_0,train_family_0
train:62:2304,train,62,B4,1,4.513147819217553,9.802250472586815,3288.3464349135534,1602.4580476660515,5.0,0.5,train_family_0,train_family_0
train:62:2305,train,62,B4,1,7.259160504108514,7.951161595394334,2674.74175876148,2228.7857547282515,1.0,0.75,train_family_0,train_family_0
train:62:2306,train,62,B6,1,9.573551659531134,10.408926135405888,2940.265527732079,2093.0087085270206,0.75,0.75,train_family_0,train_family_0
train:62:2307,train,62,B2,1,9.813763107502169,10.796432351969717,2592.8847126774835,617.1655493517962,1.0,0.25,train_family_0,train_family_1
train:62:2308,train,62,B4,1,8.06472213786862,9.365332912807032,3116.4771847724182,2081.9590738876254,1.0,0.75,train_family_0,train_family_0
train:62:2309,train,62,B6,1,6.842122843828279,10.038877635753606,2373.635325748739,675.3029964390424,3.0,0.25,train_family_1,train_family_0
train:62:2310,train,62,B8,1,5.229266259263866,9.348122780738922,2381.8551988833947,2613.5817855740897,4.0,1.0,train_family_0,train_family_0
train:62:2311,train,62,B2,1,6.508462037804846,7.263923380762227,3753.135926339962,2681.960019675327,0.5,0.75,train_family_1,train_family_1
train:62:2312,train,62,B6,1,4.800160306399921,10.599798838625933,1954.0579724019572,460.2352105414523,6.0,0.25,train_family_1,train_family_1
train:62:2313,train,62,B4,1,7.408332944867887,8.395217857253936,2475.526552852357,1133.8082897804763,1.0,0.5,train_family_0,train_family_1
train:62:2314,train,62,B8,1,5.965477546470117,7.959650303352568,6805.597164754465,5115.528099427065,2.0,0.75,train_family_1,train_family_1
train:62:2315,train,62,B4,1,6.299453976859573,11.376694512943311,3013.8008023685834,3155.968686870066,5.0,1.0,train_family_0,train_family_0
train:62:2316,train,62,B4,1,6.339993367073343,8.17932736705687,3419.129113317144,2916.5958910795484,1.5,1.0,train_family_0,train_family_1
train:62:2317,train,62,B6,1,5.14813462348211,11.49179610553762,4462.760225335626,1923.964127655151,6.0,0.5,train_family_0,train_family_1
train:62:2318,train,62,B4,1,7.476323282749822,11.64260392882913,4077.5928312836295,1022.1608482628684,4.0,0.25,train_family_0,train_family_0
train:62:2319,train,62,B2,1,5.814387685571651,6.198651441277559,2632.0544129009636,1953.3488309109769,0.5,0.75,train_family_0,train_family_0
train:62:2320,train,62,B8,1,6.335714659478555,7.040242120863165,2400.259485418719,2116.185684110712,0.5,1.0,train_family_0,train_family_1
train:62:2321,train,62,B2,1,4.656957843287143,9.447720270255166,4021.0166424190843,4436.476079357689,5.0,1.0,train_family_0,train_family_0
train:62:2322,train,62,B2,1,8.856006372063892,9.952163329674638,2780.4227991989374,2662.6880908284984,1.0,1.0,train_family_0,train_family_0
train:62:2323,train,62,B8,1,5.63951196162161,11.376209619844118,3144.2367506094006,2657.066336148237,6.0,0.75,train_family_0,train_family_0
train:62:2324,train,62,B6,1,7.755737613417693,10.491585388620017,2780.5156779103713,1310.0144671211845,3.0,0.5,train_family_0,train_family_0
train:62:2325,train,62,B6,1,6.962227872092874,8.216764234619953,5408.6783606972585,1482.45474255322,1.0,0.25,train_family_1,train_family_1
train:62:2326,train,62,B4,1,6.063746906626943,7.128006959031443,2683.267410697367,3066.4654839621203,1.0,1.0,train_family_0,train_family_0
train:62:2327,train,62,B8,1,6.1485266236050595,10.393245817105848,4321.885269356863,1112.1065624856274,4.0,0.25,train_family_0,train_family_1
train:62:2328,train,62,B8,1,5.231508876430948,11.442026932157638,2963.77250526403,2034.2702348302907,6.0,0.75,train_family_0,train_family_0
train:62:2329,train,62,B4,1,4.229805129282686,8.390799991292623,4124.767509527713,2262.5242734301996,4.0,0.5,train_family_1,train_family_0
train:62:2330,train,62,B4,1,7.373202083992741,11.126794222195183,2986.4173626761435,740.0765927954517,4.0,0.25,train_family_0,train_family_0
train:62:2331,train,62,B8,1,7.422315466051818,7.791539540673443,1988.4802447273796,2165.066997413214,0.5,1.0,train_family_0,train_family_0
train:62:2332,train,62,B6,1,6.713107326912127,10.407813473867913,4301.941798176379,1141.3195611596684,4.0,0.25,train_family_0,train_family_0
train:62:2333,train,62,B2,1,4.8207265517196465,10.890138024884715,4487.546535519898,1206.6843271431446,6.0,0.25,train_family_0,train_family_0
train:62:2334,train,62,B8,1,6.008495171380418,10.187145333362448,5155.186382573859,4378.26464134333,4.0,0.75,train_family_0,train_family_0
train:62:2335,train,62,B2,1,6.081999484928479,11.387903471214742,3234.1415993965,694.3139730901843,5.0,0.25,train_family_0,train_family_0
train:62:2336,train,62,B4,1,7.576696762948276,8.3038146382845,3057.5815056515876,3005.107368872443,1.0,1.0,train_family_0,train_family_0
train:62:2337,train,62,B8,1,5.031168152587975,7.895055362458163,3983.7689341007895,3398.907217058981,3.0,1.0,train_family_0,train_family_0
train:62:2338,train,62,B2,1,3.9559223664699523,9.086538946157857,2704.012407568396,2495.626124963301,5.0,1.0,train_family_0,train_family_0
train:62:2339,train,62,B2,1,5.097829329040184,5.670400840753622,5380.54044339129,5032.789047722643,0.75,1.0,train_family_0,train_family_0
train:62:2340,train,62,B8,0,8.202398754168811,,3605.3426375274375,0.0,,0.0,train_family_0,
train:62:2341,train,62,B4,0,8.931804784381889,,4119.50357465844,0.0,,0.0,train_family_0,
train:62:2342,train,62,B4,0,9.482770024876803,,4288.39168638768,0.0,,0.0,train_family_0,
train:62:2343,train,62,B8,0,10.915660083440622,,2407.2220319351604,0.0,,0.0,train_family_1,
train:62:2344,train,62,B6,0,10.768451573732548,,4323.623142433955,0.0,,0.0,train_family_1,
train:62:2345,train,62,B8,0,5.025256268300479,,2046.6949327759712,0.0,,0.0,train_family_1,
train:62:2346,train,62,B2,0,6.155709626166088,,3636.4995116599875,0.0,,0.0,train_family_0,
train:62:2347,train,62,B4,0,6.0301560864082955,,3022.9373984790195,0.0,,0.0,train_family_0,
train:62:2348,train,62,B4,0,9.2985485055111,,2634.462750518616,0.0,,0.0,train_family_0,
train:62:2349,train,62,B2,0,8.182763043308473,,2595.00208280462,0.0,,0.0,train_family_0,
train:62:2350,train,62,B6,0,6.130323317570066,,2918.0670085404927,0.0,,0.0,train_family_0,
train:62:2351,train,62,B4,0,8.960134362861941,,3070.342663755835,0.0,,0.0,train_family_0,
train:62:2352,train,62,B4,0,5.1641860184042185,,3488.062378319221,0.0,,0.0,train_family_0,
train:62:2353,train,62,B6,0,7.700341994101189,,2883.010208901698,0.0,,0.0,train_family_0,
train:62:2354,train,62,B4,0,10.128871720818658,,2632.165928414887,0.0,,0.0,train_family_1,
train:62:2355,train,62,B2,0,9.707464538393932,,4266.999938759739,0.0,,0.0,train_family_0,
train:62:2356,train,62,B4,0,9.435127008879665,,2535.688030154615,0.0,,0.0,train_family_0,
train:62:2357,train,62,B8,0,11.098003210731699,,2439.1448002499583,0.0,,0.0,train_family_0,
train:62:2358,train,62,B2,0,8.762396055948463,,2002.074129039083,0.0,,0.0,train_family_0,
train:62:2359,train,62,B4,0,6.876020171479535,,2442.38139613805,0.0,,0.0,train_family_0,
train:62:2360,train,62,B6,0,10.80264744824427,,3974.0955052709205,0.0,,0.0,train_family_0,
train:62:2361,train,62,B2,0,9.130024049782575,,2681.609538503483,0.0,,0.0,train_family_0,
train:62:2362,train,62,B8,0,7.138084124992792,,3250.4871635655245,0.0,,0.0,train_family_0,
train:62:2363,train,62,B4,0,10.964971602125292,,2354.59695477157,0.0,,0.0,train_family_0,
train:62:2364,train,62,B4,0,9.926010506356835,,1900.4933659168337,0.0,,0.0,train_family_0,
train:62:2365,train,62,B8,0,7.242737386878184,,4585.858517964105,0.0,,0.0,train_family_0,
train:62:2366,train,62,B8,0,9.143788325216994,,3333.219644166377,0.0,,0.0,train_family_1,
train:62:2367,train,62,B6,0,4.3120205376634155,,2119.2591232682307,0.0,,0.0,train_family_0,
train:62:2368,train,62,B8,0,5.12893335184498,,3443.964008432349,0.0,,0.0,train_family_1,
train:62:2369,train,62,B2,0,7.270168970435636,,5958.594049742703,0.0,,0.0,train_family_0,
train:62:2370,train,62,B4,0,4.853808610406437,,3843.7218942097106,0.0,,0.0,train_family_0,
train:62:2371,train,62,B4,0,11.197318952509548,,2525.2701718641965,0.0,,0.0,train_family_0,
train:62:2372,train,62,B4,0,11.49778361855527,,1734.064194821918,0.0,,0.0,train_family_0,
train:62:2373,train,62,B6,0,9.966157428422877,,1987.7613677964619,0.0,,0.0,train_family_0,
train:62:2374,train,62,B6,0,9.279042645056874,,2330.9338843640235,0.0,,0.0,train_family_0,
train:62:2375,train,62,B6,0,7.617380367323042,,2004.453202363592,0.0,,0.0,train_family_0,
train:62:2376,train,62,B6,0,10.721444949672767,,1942.979992499104,0.0,,0.0,train_family_0,
train:62:2377,train,62,B6,0,10.515512104520424,,3073.6006607005475,0.0,,0.0,train_family_0,
train:62:2378,train,62,B6,0,8.476154240493607,,2250.282492925457,0.0,,0.0,train_family_0,
train:62:2379,train,62,B4,0,10.293943308120594,,2835.96093748021,0.0,,0.0,train_family_1,
train:62:2380,train,62,B8,0,10.066624060923257,,3174.229063199786,0.0,,0.0,train_family_0,
train:62:2381,train,62,B4,0,9.68056723540806,,4488.524824527147,0.0,,0.0,train_family_0,
train:62:2382,train,62,B4,0,8.8614946265081,,3374.7807884789454,0.0,,0.0,train_family_0,
train:62:2383,train,62,B6,0,6.440470515237075,,3481.9125892779266,0.0,,0.0,train_family_0,
train:62:2384,train,62,B2,0,10.686250599316686,,2942.931410979736,0.0,,0.0,train_family_1,
train:62:2385,train,62,B6,0,4.652748311121226,,3835.09400693667,0.0,,0.0,train_family_0,
train:62:2386,train,62,B6,0,7.629223321613361,,3856.790373241788,0.0,,0.0,train_family_1,
train:62:2387,train,62,B6,0,9.322706941104936,,3386.412913667369,0.0,,0.0,train_family_1,
train:62:2388,train,62,B6,0,7.145405826650853,,4006.411003983338,0.0,,0.0,train_family_1,
train:62:2389,train,62,B6,0,8.875618483763507,,3159.2788293079548,0.0,,0.0,train_family_0,
train:62:2390,train,62,B8,0,5.274447624388609,,3975.0630401211224,0.0,,0.0,train_family_0,
train:62:2391,train,62,B6,0,6.476586820798792,,2973.6124643709272,0.0,,0.0,train_family_1,
train:62:2392,train,62,B8,0,6.093044870547447,,3110.8557861164486,0.0,,0.0,train_family_1,
train:62:2393,train,62,B6,0,9.106993226437885,,2535.6048610321964,0.0,,0.0,train_family_0,
train:62:2394,train,62,B8,0,6.96451829442859,,4072.964902592989,0.0,,0.0,train_family_1,
train:62:2395,train,62,B2,0,10.891685475502994,,2783.5190465624155,0.0,,0.0,train_family_0,
train:62:2396,train,62,B4,0,5.756878877210155,,4665.365459139126,0.0,,0.0,train_family_0,
train:62:2397,train,62,B6,0,5.6146608277739585,,3312.496112285556,0.0,,0.0,train_family_1,
train:62:2398,train,62,B6,0,7.470369859258862,,3823.213428118942,0.0,,0.0,train_family_1,
train:62:2399,train,62,B8,0,10.6426838359154,,2000.6429537604315,0.0,,0.0,train_family_0,
train:62:2400,train,62,B4,0,5.608136343720501,,4878.803732147264,0.0,,0.0,train_family_0,
train:62:2401,train,62,B2,0,7.758905747240215,,3758.987686206554,0.0,,0.0,train_family_0,
train:62:2402,train,62,B2,0,5.7310119213732404,,3712.23294529248,0.0,,0.0,train_family_0,
train:62:2403,train,62,B2,0,10.193962322060873,,6255.730895309617,0.0,,0.0,train_family_1,
train:62:2404,train,62,B6,0,10.877507823551648,,1898.1492957015791,0.0,,0.0,train_family_0,
train:62:2405,train,62,B6,0,3.970306414232446,,2733.1501856972127,0.0,,0.0,train_family_1,
train:62:2406,train,62,B2,0,8.208308870937692,,3579.732255009509,0.0,,0.0,train_family_0,
train:62:2407,train,62,B6,0,8.724802425392783,,2937.668048147114,0.0,,0.0,train_family_0,
train:62:2408,train,62,B8,0,11.200179471697227,,4761.80712057065,0.0,,0.0,train_family_0,
train:62:2409,train,62,B4,0,10.876165685941094,,2635.627537121706,0.0,,0.0,train_family_0,
train:62:2410,train,62,B4,0,7.7077722238009,,2445.301729223283,0.0,,0.0,train_family_0,
train:62:2411,train,62,B8,0,6.093697381259695,,3292.3491498939948,0.0,,0.0,train_family_0,
train:62:2412,train,62,B8,0,7.234115418252058,,4909.338632365345,0.0,,0.0,train_family_0,
train:62:2413,train,62,B8,0,6.942109870734536,,3509.9226474838756,0.0,,0.0,train_family_0,
train:62:2414,train,62,B6,0,6.839626516192187,,3381.851588363257,0.0,,0.0,train_family_1,
