event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio,generation_family,secondary_generation_family
train:58:18,train,58,B4,1,10.159856969121654,10.858486690007584,4362.08580685154,3165.4161611943346,0.75,0.75,train_family_0,train_family_1
train:58:19,train,58,B6,1,5.394940328293848,11.480633973027542,2927.6963057842204,2609.9397325348546,6.0,1.0,train_family_0,train_family_0
train:58:20,train,58,B6,1,4.411810134576241,9.071313302587296,2997.699656277725,2911.336997997262,5.0,1.0,train_family_0,train_family_1
train:58:21,train,58,B2,1,4.6747014351725,8.872214853392753,2303.3092306666344,511.2380742433014,4.0,0.25,train_family_0,train_family_0
train:58:22,train,58,B6,1,4.199401763419343,5.9052391014462735,1668.5763039768515,1532.530925729422,1.5,1.0,train_family_0,train_family_0
train:58:23,train,58,B8,1,5.227398293970833,5.87808756336082,4116.068000653424,1097.7952016612085,0.75,0.25,train_family_0,train_family_0
train:58:24,train,58,B2,1,6.135237068448735,9.439834977017352,5749.808427885101,1320.114287269687,3.0,0.25,train_family_0,train_family_0
train:58:25,train,58,B4,1,5.534574518933001,6.092551334208764,4435.602183804328,1136.6967312750005,0.75,0.25,train_family_0,train_family_0
train:58:26,train,58,B6,1,5.313888430551832,11.237193292125722,3189.8435005123906,3149.1209896460477,6.0,1.0,train_family_1,train_family_0
train:58:27,train,58,B6,1,5.973206387640724,6.820684597215776,3696.64668002567,2500.196500371964,0.5,0.75,train_family_0,train_family_0
train:58:28,train,58,B2,1,4.789193178264855,8.949236141632493,4486.857052073479,1009.598679230412,4.0,0.25,train_family_0,train_family_0
train:58:29,train,58,B6,1,7.484253962016826,8.674925031647431,2764.424356435735,1489.911690489178,1.5,0.5,train_family_0,train_family_0
train:58:30,train,58,B6,1,8.22754805829227,9.455979735079872,2903.875659710655,1944.345770192516,1.0,0.75,train_family_1,train_family_0
train:58:31,train,58,B8,1,4.234545826342414,10.097783999019724,1457.1301286179548,1071.4555062470306,6.0,0.75,train_family_0,train_family_0
train:58:32,train,58,B2,1,7.994857452315216,10.229149327960705,3803.0535008304587,3937.0210643007626,2.0,1.0,train_family_1,train_family_1
train:58:33,train,58,B6,1,5.632505230830869,10.838737541086118,2322.753465997379,1787.2909925363776,5.0,0.75,train_family_1,train_family_1
train:58:34,train,58,B4,1,6.704915035318947,7.116040762212281,2743.994718031163,2935.8286140727537,0.75,1.0,train_family_1,train_family_0
train:58:35,train,58,B6,1,5.835904911257781,10.526457750458237,2901.931931808557,3095.3848947453653,5.0,1.0,train_family_1,train_family_0
train:58:36,train,58,B6,1,3.9471030265779365,7.180246877576041,2987.0699013745802,1672.5838546482646,3.0,0.5,train_family_0,train_family_0
train:58:37,train,58,B2,1,6.2512119740977115,6.419902944582277,1644.26076858631,766.5684191257839,0.5,0.5,train_family_0,train_family_0
train:58:38,train,58,B4,1,7.6468124422692885,8.982419574739172,5191.806846782917,1131.0198188069476,1.5,0.25,train_family_0,train_family_1
train:58:39,train,58,B6,1,8.323895110198588,8.724995262684079,1691.1513987786275,418.8880416048997,0.5,0.25,train_family_0,train_family_0
train:58:40,train,58,B4,1,7.415956371178609,10.650537337465206,2494.280258364964,617.3383154632456,3.0,0.25,train_family_0,train_family_0
train:58:41,train,58,B4,1,8.82989961697979,10.389020166610848,1627.0151590442042,1385.668928949365,1.5,1.0,train_family_1,train_family_1
train:58:42,train,58,B4,1,4.610926155641232,7.2770771349105505,3174.9045734509923,2276.062797103788,3.0,0.75,train_family_0,train_family_0
train:58:43,train,58,B2,1,10.656607344936392,10.952749609480088,7531.757529826171,4328.941135834653,0.5,0.5,train_family_1,train_family_1
train:58:44,train,58,B8,1,5.054686953294568,6.875403301155655,4164.121725000158,1002.5782977917628,2.0,0.25,train_family_0,train_family_0
train:58:45,train,58,B2,1,6.128354127980397,10.32155652465711,9064.32251527752,9886.22385431504,4.0,1.0,train_family_0,train_family_0
train:58:46,train,58,B4,1,7.743872910410972,9.78017969008524,2302.4788941539446,1807.0913822156579,2.0,0.75,train_family_0,train_family_0
train:58:47,train,58,B8,1,3.8562862537955125,9.756360141544985,3170.856021301133,2771.3789318018707,6.0,1.0,train_family_1,train_family_1
train:58:48,train,58,B2,1,8.587422497644651,10.402621395389449,4530.590402271957,2963.0648363179293,1.5,0.75,train_family_0,train_family_0
train:58:49,train,58,B6,1,5.1565921747619905,8.27027595328853,2482.610979847412,2240.653713198104,3.0,1.0,train_family_0,train_family_0
train:58:50,train,58,B2,1,6.625274752784211,10.331979511840911,1673.3860983195725,1165.5992229689339,4.0,0.75,train_family_1,train_family_1
train:58:51,train,58,B6,1,5.150667849302045,9.839254063554295,3096.889681154091,2444.95718531724,5.0,0.75,train_family_0,train_family_1
train:58:52,train,58,B8,1,6.856455069754843,9.928316386963942,2562.1519325964905,730.1647217620928,3.0,0.25,train_family_0,train_family_0
train:58:53,train,58,B4,1,7.181993759746383,8.08138364508179,4130.765202504421,1871.5410493636539,0.75,0.5,train_family_0,train_family_0
train:58:54,train,58,B2,1,9.111113360745584,10.104338935808185,1844.8781093626803,835.4014749628645,0.75,0.5,train_family_0,train_family_1
train:58:55,train,58,B2,1,7.401706533346422,9.286730626347657,5808.527540104546,4054.813959859859,2.0,0.75,train_family_1,train_family_0
train:58:56,train,58,B6,1,6.053124233748393,6.5829999133415535,2777.688755014408,2834.8830474391893,0.5,1.0,train_family_0,train_family_0
train:58:57,train,58,B4,1,7.510840256623652,9.092805265506055,2999.182696654733,1410.0357563566,1.5,0.5,train_family_1,train_family_0
train:58:58,train,58,B6,1,9.6263856873102,10.336577282657727,3068.427300484762,2097.438548616951,0.5,0.75,train_family_0,train_family_0
train:58:59,train,58,B2,1,4.107768857704902,8.433599419898755,9367.341222384855,4320.64851426355,4.0,0.5,train_family_1,train_family_1
train:58:60,train,58,B8,1,8.659158093421583,10.363673766308981,2179.8893709410213,2376.7803187280338,2.0,1.0,train_family_0,train_family_0
train:58:61,train,58,B2,1,5.71100372108661,10.682216344102123,4211.007310760809,1156.4268165822793,5.0,0.25,train_family_1,train_family_1
train:58:62,train,58,B8,1,5.935908070954072,6.763120222452837,3341.4913871750487,3569.93033257933,0.75,1.0,train_family_0,train_family_1
train:58:63,train,58,B2,1,5.246100123942787,9.974627945568288,6409.5346027675105,5896.774855918896,5.0,1.0,train_family_1,train_family_1
train:58:64,train,58,B8,1,4.007475181039214,9.298375689143466,2101.9757850443316,1780.5344299012904,5.0,0.75,train_family_0,train_family_0
train:58:65,train,58,B6,1,4.568776527261,6.669327611631654,3938.830116139697,1114.0674194604508,2.0,0.25,train_family_0,train_family_0
train:58:66,train,58,B4,1,6.150028562990659,10.844410166932613,5963.517960492508,3400.90058814958,5.0,0.5,train_family_0,train_family_0
train:58:67,train,58,B8,1,9.499157039459671,10.068682012558892,3523.264949248292,1669.1242371244741,0.5,0.5,train_family_0,train_family_0
train:58:68,train,58,B8,1,8.551712553463998,10.848088269221016,1509.5122474593975,1127.4745053261684,2.0,0.75,train_family_1,train_family_1
train:58:69,train,58,B8,1,4.59541337972099,10.767060721830429,2400.7136586034585,1089.1959506247458,6.0,0.5,train_family_0,train_family_0
train:58:70,train,58,B8,1,4.999029551311649,8.675987973501899,3179.3905847426354,1521.7156391396707,4.0,0.5,train_family_0,train_family_0
train:58:71,train,58,B8,1,4.670771053203629,5.362324499157548,2946.0146046433006,775.9138492330592,0.5,0.25,train_family_0,train_family_0
train:58:72,train,58,B8,1,10.162816025233163,10.944532007249412,1338.7659322868037,285.16108839713803,1.0,0.25,train_family_0,train_family_0
train:58:73,train,58,B8,1,5.188011891143624,6.053640808557915,4392.062941971399,1041.8727238631077,1.0,0.25,train_family_0,train_family_0
train:58:74,train,58,B4,1,3.6636239721750297,8.807338084405465,4605.626578913624,1282.1239566750478,5.0,0.25,train_family_0,train_family_0
train:58:75,train,58,B6,1,6.706384030499743,7.980195688909351,3077.0172664362944,2945.744016333271,1.5,1.0,train_family_1,train_family_1
train:58:76,train,58,B4,1,5.458012543244046,11.659608835561029,6031.217651990908,2724.3345562713835,6.0,0.5,train_family_1,train_family_1
train:58:77,train,58,B6,1,7.32134118532661,10.460594480285055,2481.3863899945745,594.7754756173268,3.0,0.25,train_family_1,train_family_1
train:58:78,train,58,B8,1,6.797481661957461,10.96638907277483,4413.782123562447,3359.5304317916084,4.0,0.75,train_family_1,train_family_1
train:58:79,train,58,B2,1,7.256318126289265,10.910043096983193,5611.022808667056,3625.748462346916,4.0,0.75,train_family_0,train_family_1
train:58:80,train,58,B8,1,6.5046668936952825,11.282286050677437,3560.7469850252896,3296.93147984797,5.0,1.0,train_family_0,train_family_0
train:58:81,train,58,B2,1,7.300499285279693,8.226734765951766,5321.677217235204,5026.3711776250875,1.0,1.0,train_family_1,train_family_0
train:58:82,train,58,B4,1,8.345850373144726,11.465298292685727,3311.755921074856,932.2952410540828,3.0,0.25,train_family_0,train_family_0
train:58:83,train,58,B4,1,5.29525367308422,10.25074881202545,3752.6139051816085,2801.5419197639467,5.0,0.75,train_family_0,train_family_1
train:58:84,train,58,B6,1,6.716116193379641,7.745658674674543,2904.2406303981056,2074.0654280165713,1.0,0.75,train_family_0,train_family_0
train:58:85,train,58,B2,1,5.841382365285314,7.976202737807048,6783.683038348488,2907.2720705635516,2.0,0.5,train_family_0,train_family_1
train:58:86,train,58,B8,1,4.104372722693671,8.756916691374256,4690.416380105407,2185.507383250447,5.0,0.5,train_family_0,train_family_1
train:58:87,train,58,B2,1,6.598876547871583,9.90069264462631,6533.239858729885,6820.126646093604,3.0,1.0,train_family_0,train_family_0
train:58:88,train,58,B8,1,5.416314141440677,6.092658668937579,2744.555989344823,1466.2358360261176,0.5,0.5,train_family_0,train_family_0
train:58:89,train,58,B2,1,3.883739303992461,10.218069478435188,4620.381036778486,2416.430536505819,6.0,0.5,train_family_0,train_family_1
train:58:90,train,58,B8,1,8.574521400779439,9.389707598189842,4717.803113435474,5174.8136209522545,0.5,1.0,train_family_0,train_family_0
train:58:91,train,58,B8,1,5.073214213274136,6.36345249579807,2837.9546924442216,647.4811499228034,1.5,0.25,train_family_0,train_family_0
train:58:92,train,58,B4,1,4.303403237460225,9.313672928675427,2935.7591514050678,1445.3005744446589,5.0,0.5,train_family_0,train_family_0
train:58:93,train,58,B2,1,6.21332745599286,10.024193624459317,1817.8003161330396,1204.96880564664,4.0,0.75,train_family_1,train_family_0
train:58:94,train,58,B2,1,5.396780105304074,10.686078762186163,6714.799025418184,4534.7260276070865,5.0,0.75,train_family_0,train_family_1
train:58:95,train,58,B4,1,7.415179006474877,9.654117941021337,5619.3512406323425,2855.4265355732946,2.0,0.5,train_family_0,train_family_0
train:58:96,train,58,B4,1,6.505541742893237,7.117398174566721,2143.233252669807,525.8313001355541,0.5,0.25,train_family_0,train_family_0
train:58:97,train,58,B8,1,7.986457693761603,9.769174776250118,3432.46802090645,1795.9288395760125,1.5,0.5,train_family_1,train_family_0
train:58:98,train,58,B6,1,8.48126391704405,9.013354982806948,1653.3859636673672,950.5971965642542,0.5,0.5,train_family_0,train_family_0
train:58:99,train,58,B6,1,4.924629415214827,10.702843967973172,4180.413462785864,2224.900219427829,6.0,0.5,train_family_0,train_family_0
train:58:100,train,58,B8,1,6.4041328660143915,10.676863338404397,4988.5163704247525,2545.4562580215697,4.0,0.5,train_family_1,train_family_1
train:58:101,train,58,B4,1,6.287233980172918,8.077987537686973,3359.492905071248,3012.3791621419887,1.5,1.0,train_family_0,train_family_0
train:58:102,train,58,B8,1,5.633566429466491,11.336974226873455,3431.535216680381,3422.200805418034,6.0,1.0,train_family_0,train_family_0
train:58:103,train,58,B6,1,5.146636390778929,10.428161766249628,2880.741670994949,1562.4144785483597,5.0,0.5,train_family_0,train_family_0
train:58:104,train,58,B2,1,9.488788899295917,10.33430615312346,4230.660449264333,2158.294302986293,0.75,0.5,train_family_0,train_family_0
train:58:105,train,58,B6,1,4.469075836249028,10.807716028113745,1697.172600385,1286.2400933772828,6.0,0.75,train_family_0,train_family_1
train:58:106,train,58,B8,1,8.615911285380363,9.654417953217221,2745.1024236117264,601.9347818253913,1.0,0.25,train_family_0,train_family_0
train:58:107,train,58,B8,1,4.570970438965942,7.315822722078042,3465.179363009676,1482.6278430230439,3.0,0.5,train_family_1,train_family_1
train:58:108,train,58,B8,1,4.467397652947459,10.122345472746137,1599.7745003864638,1662.3557840521835,6.0,1.0,train_family_0,train_family_0
train:58:109,train,58,B4,1,4.362817042645702,9.101405199866957,2474.390444810492,2270.942361201319,5.0,1.0,train_family_0,train_family_0
train:58:110,train,58,B4,1,5.452075206942684,10.1297952296094,1327.7426364097041,375.6221944752693,5.0,0.25,train_family_0,train_family_0
train:58:111,train,58,B6,1,9.270250690498424,11.032482618710072,4568.913719306145,4783.84807832951,2.0,1.0,train_family_0,train_family_1
train:58:112,train,58,B8,1,4.507259828107084,9.25821884428364,4788.640911737041,5036.618355309226,5.0,1.0,train_family_0,train_family_0
train:58:113,train,58,B4,1,4.761496186099278,10.099654411142515,2545.2340253998796,2669.049970508508,5.0,1.0,train_family_0,train_family_0
train:58:114,train,58,B4,1,6.779488269364334,10.073626714139126,4349.582196111578,4869.052524926518,3.0,1.0,train_family_0,train_family_1
train:58:115,train,58,B8,1,6.2406499755049385,9.345727449515342,2029.9515782553826,1563.3095736266976,3.0,0.75,train_family_0,train_family_0
train:58:116,train,58,B8,1,4.910446069201923,10.889039049904136,2451.324825704906,1061.813118175742,6.0,0.5,train_family_0,train_family_0
train:58:117,train,58,B6,1,4.287105052029674,8.400351843467762,2463.931134285368,1098.391096319149,4.0,0.5,train_family_0,train_family_0
train:58:118,train,58,B4,1,6.672066658806409,8.127186970544411,3947.5202924509513,847.9982726160025,1.5,0.25,train_family_1,train_family_1
train:58:119,train,58,B2,1,5.036848264667972,5.968745346482643,4759.2413746785,4151.712187982589,1.0,1.0,train_family_0,train_family_0
train:58:120,train,58,B8,1,8.154731015290404,9.493087164654193,2841.476867913386,673.3012806429754,1.0,0.25,train_family_0,train_family_0
train:58:121,train,58,B8,1,5.316275453297421,11.383542550030965,4031.389014841005,4548.4282915466865,6.0,1.0,train_family_0,train_family_1
train:58:122,train,58,B2,1,6.735681977143124,10.974125538723445,1426.5885065594066,960.9689689902045,4.0,0.75,train_family_1,train_family_1
train:58:123,train,58,B4,1,6.715135728317332,11.397712903238894,4476.259300449469,2398.5117943874616,5.0,0.5,train_family_1,train_family_0
train:58:124,train,58,B4,1,6.93254753417536,11.03847862498522,1366.7711343363671,896.2952407788136,4.0,0.75,train_family_0,train_family_1
train:58:125,train,58,B6,1,7.31999741342857,11.573890921513431,2876.449024821433,1302.5922898299684,4.0,0.5,train_family_0,train_family_1
train:58:126,train,58,B8,1,5.1314670828334945,11.377846339243048,2125.623186572904,2001.2754563978178,6.0,1.0,train_family_0,train_family_1
train:58:127,train,58,B2,1,8.195117388004883,11.041647918960384,3650.6403089105797,3819.3830525216817,3.0,1.0,train_family_1,train_family_0
train:58:128,train,58,B2,1,4.50033313401601,10.727914734841502,6328.988466057611,5067.474482600563,6.0,0.75,train_family_0,train_family_1
train:58:129,train,58,B8,1,3.7833323503591,8.69372816644382,3883.803746126728,2055.2358242277624,5.0,0.5,train_family_0,train_family_0
train:58:130,train,58,B2,1,5.905418780793688,8.220498516579621,3314.7245410773658,1845.1603012023454,2.0,0.5,train_family_0,train_family_1
train:58:131,train,58,B4,1,7.257658707841667,8.938084246594242,2566.710787726833,2013.3631204555502,1.5,0.75,train_family_0,train_family_0
train:58:132,train,58,B6,1,6.932438247878078,10.221638168132964,2552.117281867729,637.89915733137,3.0,0.25,train_family_0,train_family_0
train:58:133,train,58,B4,1,5.917361042607408,6.373842278787994,2890.092836524376,799.5045251245094,0.75,0.25,train_family_0,train_family_0
train:58:134,train,58,B8,1,9.063398257363277,10.399956700636016,2923.152127156616,1427.9944529435418,1.0,0.5,train_family_0,train_family_1
train:58:135,train,58,B2,1,3.937477391914517,7.603589712862016,6730.085360744657,1604.8253141504204,4.0,0.25,train_family_1,train_family_1
train:58:136,train,58,B8,1,4.845144294861347,7.795202105631087,2027.3394493331614,1145.2142789603993,3.0,0.5,train_family_1,train_family_1
train:58:137,train,58,B6,1,6.421021090328405,6.722196343625984,4987.30938721492,2564.1850070321298,0.5,0.5,train_family_0,train_family_0
train:58:138,train,58,B8,1,8.327274990496525,11.58034377955765,1747.0635229013888,1659.882940934372,3.0,1.0,train_family_0,train_family_0
train:58:139,train,58,B6,1,4.37937718366097,9.660509156874816,1526.3557909199292,1286.558572320264,5.0,0.75,train_family_1,train_family_1
train:58:140,train,58,B2,1,5.293894052630694,5.765518538657065,3702.556402462402,3482.9518638834306,0.5,1.0,train_family_0,train_family_0
train:58:141,train,58,B8,1,8.298223446311937,9.108377149763554,4711.853833625231,2475.4198433063398,1.0,0.5,train_family_1,train_family_1
train:58:142,train,58,B4,1,7.24357035598225,11.259142377183666,3057.030641127479,1689.3660176393487,4.0,0.5,train_family_0,train_family_0
train:58:143,train,58,B8,1,9.597210183775559,10.599219229481932,2250.7824118144713,1728.7453247656508,1.0,0.75,train_family_0,train_family_0
train:58:144,train,58,B4,1,9.392718308136262,10.541332843703493,4505.084017422449,2491.7294527667104,1.0,0.5,train_family_1,train_family_0
train:58:145,train,58,B2,1,6.009713058345166,10.208005222164333,9532.951904753512,4822.096587196475,4.0,0.5,train_family_0,train_family_0
train:58:146,train,58,B8,1,9.83472290771638,10.130961206689285,2110.577276473618,583.089312418903,0.5,0.25,train_family_0,train_family_1
train:58:147,train,58,B2,1,4.5551778514811465,10.332652326840517,3525.182561770138,841.6820393698852,6.0,0.25,train_family_1,train_family_1
train:58:148,train,58,B8,1,6.306453222793317,7.958787200831442,4481.105745635847,2097.2069403383675,2.0,0.5,train_family_1,train_family_1
train:58:149,train,58,B8,1,5.233857492272516,9.053700991268983,1609.4826232434814,1194.2374314730164,4.0,0.75,train_family_0,train_family_0
train:58:150,train,58,B2,1,6.930834105307427,8.033614857260556,6385.257754126707,3523.8907548578427,1.0,0.5,train_family_1,train_family_1
train:58:151,train,58,B8,1,5.453400317628539,7.268685975597335,4123.240433894492,2799.1976885825734,1.5,0.75,train_family_0,train_family_0
train:58:152,train,58,B2,1,9.9221545477967,11.240030034138158,4753.3852697098055,2508.5979157206425,1.5,0.5,train_family_0,train_family_0
train:58:153,train,58,B2,1,6.498375646367189,6.781484492163779,5237.779426058581,4365.464662144775,0.5,0.75,train_family_0,train_family_1
train:58:154,train,58,B2,1,7.33234732569037,9.537446469781418,6500.12368101173,1685.841625712006,2.0,0.25,train_family_0,train_family_1
train:58:155,train,58,B2,1,5.0647655389197075,5.7321463687920975,6150.710041332041,3255.3982573378994,1.0,0.5,train_family_0,train_family_0
train:58:156,train,58,B8,1,8.105135375714434,10.384860133974735,3182.748951528799,1477.5270119755587,2.0,0.5,train_family_0,train_family_1
train:58:157,train,58,B4,1,4.091395604845373,8.959337406765751,2741.9869911698784,2591.496348105917,5.0,1.0,train_family_0,train_family_0
train:58:158,train,58,B4,1,4.218572927502134,10.148507106290396,3109.4617220228047,3362.7004307799016,6.0,1.0,train_family_0,train_family_1
train:58:159,train,58,B6,1,4.7801815345690635,10.616735563497745,1718.2205966151623,1506.364982750093,6.0,1.0,train_family_0,train_family_0
train:58:160,train,58,B8,1,7.382555107757554,8.641704724036263,2930.576883597237,2659.280825829976,1.5,1.0,train_family_1,train_family_1
train:58:161,train,58,B8,1,7.362685261246594,8.699896965329703,3334.43674156777,3429.4398484305043,1.0,1.0,train_family_0,train_family_0
train:58:162,train,58,B4,1,8.363386002258439,11.427485556141871,3579.432183939786,3796.8755912360125,3.0,1.0,train_family_0,train_family_0
train:58:163,train,58,B4,1,5.74203498338373,6.867233552075881,3145.267777095356,2868.572713318032,1.0,1.0,train_family_0,train_family_0
train:58:164,train,58,B4,1,8.774263727563552,10.43834693415719,6258.381025746693,2841.177345289431,1.5,0.5,train_family_1,train_family_1
train:58:165,train,58,B4,1,5.107557770450509,10.851490941764421,2789.629292877321,2031.092210875363,6.0,0.75,train_family_0,train_family_0
train:58:166,train,58,B8,1,5.84119547029513,6.479952603666552,3191.3898549409855,1571.6690236545055,0.5,0.5,train_family_0,train_family_0
train:58:167,train,58,B4,1,4.820453824793908,5.70295351711276,3234.329116616589,1847.2030540063095,1.0,0.5,train_family_1,train_family_0
train:58:168,train,58,B2,1,8.159089684264115,10.303488076110224,5384.407086739145,3709.3701977926835,2.0,0.75,train_family_1,train_family_1
train:58:169,train,58,B6,1,6.7601294221499915,8.097820701228676,1974.1391440181376,1693.3353316471178,1.5,1.0,train_family_0,train_family_0
train:58:170,train,58,B8,1,9.544891232144018,10.73712541232268,3446.628417308587,3674.7678391133036,1.5,1.0,train_family_0,train_family_0
train:58:171,train,58,B8,1,4.790982286081882,11.140828984892034,3496.2911250353677,3057.2851725861983,6.0,1.0,train_family_0,train_family_0
train:58:172,train,58,B8,1,5.199466280439715,9.989228608407922,2187.540635553352,1077.3174720129143,5.0,0.5,train_family_1,train_family_0
train:58:173,train,58,B6,1,4.683326242724457,5.303563290335264,2385.0498632042977,685.2698532174987,0.5,0.25,train_family_0,train_family_0
train:58:174,train,58,B4,1,5.915076722929646,7.760295531450439,4634.73575564362,4080.7064906452915,1.5,1.0,train_family_0,train_family_1
train:58:175,train,58,B2,1,8.126641313754565,11.187697459137137,1750.315227533951,895.0931791886582,3.0,0.5,train_family_1,train_family_1
train:58:176,train,58,B2,1,6.535958935206932,7.299829433357742,7285.377914865617,3715.348628807487,1.0,0.5,train_family_0,train_family_0
train:58:177,train,58,B8,1,7.281082765322552,7.871785284090321,3567.71534627821,1745.9838968670606,0.75,0.5,train_family_0,train_family_0
train:58:178,train,58,B6,1,6.587905285663668,7.756183910008287,4764.551817576539,5126.380058999611,1.5,1.0,train_family_1,train_family_1
train:58:179,train,58,B8,1,9.45614814752437,10.790266819008723,2353.9888969916033,2157.147687293865,1.0,1.0,train_family_1,train_family_1
train:58:180,train,58,B2,1,10.651654683681762,11.05937241190416,3075.240660163016,751.6023126755241,0.5,0.25,train_family_0,train_family_0
train:58:181,train,58,B8,1,7.362937285086913,7.5952800496347175,3231.6941358534777,914.1334614938373,0.5,0.25,train_family_0,train_family_1
train:58:182,train,58,B2,1,3.9382087100089973,9.833298784135572,4976.892904664942,2317.680079139202,6.0,0.5,train_family_1,train_family_1
train:58:183,train,58,B2,1,6.219701734157675,11.083564513380617,4782.297744714249,2587.7238743047333,5.0,0.5,train_family_0,train_family_1
train:58:184,train,58,B2,1,10.69206183596186,11.673299868600354,7985.021070183949,4172.919265187577,0.75,0.5,train_family_0,train_family_0
train:58:185,train,58,B4,1,6.394489506068946,10.38756833607055,2698.123359715805,1481.067870920463,4.0,0.5,train_family_0,train_family_0
train:58:186,train,58,B2,1,6.213276867973198,6.80770996597263,1423.7742398379485,1131.9069798042358,0.5,0.75,train_family_0,train_family_0
train:58:187,train,58,B4,1,5.13355001307412,11.460899601558236,2010.0799272532772,489.9274264539358,6.0,0.25,train_family_0,train_family_0
train:58:188,train,58,B8,1,8.949666658512982,10.412518156374993,1721.3989933288149,1326.1664761057436,1.5,0.75,train_family_0,train_family_1
train:58:189,train,58,B4,1,5.62472591404449,10.866456576629579,3409.582862657977,2192.9907919246903,5.0,0.75,train_family_0,train_family_0
train:58:190,train,58,B2,1,5.484810872541283,6.369609674940116,5039.2858876153605,5205.811732401216,1.0,1.0,train_family_0,train_family_1
train:58:191,train,58,B6,1,7.584284398173036,9.14477897777321,2888.1964233715667,2418.1004629917943,1.5,0.75,train_family_0,train_family_1
train:58:192,train,58,B6,1,9.161039346848714,9.857258599419021,3749.7152635027587,1949.2815305136326,0.75,0.5,train_family_0,train_family_0
train:58:193,train,58,B4,1,4.995708866915304,10.077486730354412,3450.8377220755997,840.3839668352198,5.0,0.25,train_family_0,train_family_0
train:58:194,train,58,B6,1,4.699613494501113,5.512720687618752,2354.969588944294,2609.9345204623464,0.75,1.0,train_family_0,train_family_0
train:58:195,train,58,B4,1,4.170109118378524,4.740616575838914,2462.5049668093397,2553.1606840775344,0.75,1.0,train_family_0,train_family_0
train:58:196,train,58,B6,1,4.212158629633278,6.932720955989055,3633.950840588238,2676.94377525823,3.0,0.75,train_family_0,train_family_0
train:58:197,train,58,B4,1,9.822580644012186,10.674861556270077,2316.9764982606875,1173.3302545048675,0.75,0.5,train_family_0,train_family_1
train:58:198,train,58,B4,1,6.975036377061668,11.251758067141632,4664.530105166527,1289.8135029489877,4.0,0.25,train_family_0,train_family_0
train:58:199,train,58,B6,1,9.063678784472794,10.244840351472506,4599.826812070038,3020.3293989830627,1.0,0.75,train_family_1,train_family_1
train:58:200,train,58,B4,1,4.245974588921556,9.13475852102785,2241.9501668265234,1234.327934779632,5.0,0.5,train_family_0,train_family_0
train:58:201,train,58,B2,1,7.8775232860401765,9.014417480968952,10403.744924485245,2689.94582115246,1.0,0.25,train_family_1,train_family_1
train:58:202,train,58,B4,1,6.080639040311995,7.833311286636521,3440.315211165517,1695.8050639777882,1.5,0.5,train_family_0,train_family_0
