method,pedestal_phase_bin,source_run,n,energy_bias,energy_sigma68,timing_bias_ns,timing_sigma68_ns,saturation_fraction
fft_matched_filter_template_traditional,shifted/late_tail_high,64,26,-0.01405551167645761,,-1.4217931471620426,,0.038461538461538464
fft_matched_filter_template_traditional,shifted/late_tail_high,65,12,0.19998745554349345,,-1.1879486176112608,,0.0
fft_matched_filter_template_traditional,shifted/late_tail_low,58,37,0.06677966913272956,,-0.9524523722553502,,0.02702702702702703
fft_matched_filter_template_traditional,shifted/late_tail_low,60,28,0.16130319872592982,,6.847850913301574,,0.0
fft_matched_filter_template_traditional,shifted/late_tail_low,62,31,0.10032608992429456,,2.245400326634115,,0.03225806451612903
fft_matched_filter_template_traditional,shifted/late_tail_low,64,21,0.0961540794080031,,-2.6039927673470187,,0.09523809523809523
fft_matched_filter_template_traditional,shifted/late_tail_low,65,39,0.12708293201674245,,-0.041251170807266035,,0.0
gradient_boosted_trees,nominal/late_tail_high,58,21,-0.002048142386394118,0.07032133447322722,-1.536558874287195,4.211369096549724,0.0
gradient_boosted_trees,nominal/late_tail_high,60,8,0.035782360691083315,0.02672967753601131,-0.8297363781744771,3.679738019578195,0.0
gradient_boosted_trees,nominal/late_tail_high,62,17,0.03450594185854769,0.05951598918192651,1.070952612373599,5.403899586354605,0.0
gradient_boosted_trees,nominal/late_tail_high,64,17,-0.011997440550361614,0.054834392450135244,-1.023847880938309,3.661797801869375,0.0
gradient_boosted_trees,nominal/late_tail_high,65,16,-0.039434011428410264,0.049066186728828745,-1.071941028186325,3.3513219583536653,0.0
gradient_boosted_trees,nominal/late_tail_low,58,9,-0.011547073260349788,0.02316544103567651,-0.3846894006664625,6.782016744575317,0.0
gradient_boosted_trees,nominal/late_tail_low,60,15,0.005248607026604918,0.05328575355177989,1.9266055275824723,6.449673165270802,0.0
gradient_boosted_trees,nominal/late_tail_low,62,11,-0.019430049963682226,0.07127531337853778,0.35635352138748466,8.560831068053538,0.0
gradient_boosted_trees,nominal/late_tail_low,64,14,-0.008421181164566983,0.06913737147157728,-2.1675455179059955,7.624782423574128,0.0
gradient_boosted_trees,nominal/late_tail_low,65,11,-0.031982787545851016,0.050435370341266404,-1.9052476258672613,5.059542833513971,0.0
gradient_boosted_trees,shifted/late_tail_high,58,11,-0.0009553294281117739,0.07303406256103523,-1.8958402759609694,4.497366330381779,0.0
gradient_boosted_trees,shifted/late_tail_high,60,27,0.009180453823806571,0.09854090079884067,-4.413968555428025,8.677478479056111,0.0
gradient_boosted_trees,shifted/late_tail_high,62,19,-0.003202720110688284,0.06940694186316702,0.7313565977706116,5.077730381973266,0.0
gradient_boosted_trees,shifted/late_tail_high,64,26,-0.006847912524695651,0.051657851453942,-5.925984602506073,4.497362608428263,0.038461538461538464
gradient_boosted_trees,shifted/late_tail_high,65,12,-0.00023135842876709483,0.059329132596360724,-3.288897387758416,8.836841347006576,0.0
gradient_boosted_trees,shifted/late_tail_low,58,37,-0.03894167191370921,0.08217057567729039,0.31899344627065673,7.056170929824207,0.02702702702702703
gradient_boosted_trees,shifted/late_tail_low,60,28,0.05556992765097253,0.106486851021831,1.5053690560151556,12.658471064860215,0.0
gradient_boosted_trees,shifted/late_tail_low,62,31,0.028140287833669612,0.12453789411756154,-0.6615783303151312,8.110652977300141,0.03225806451612903
gradient_boosted_trees,shifted/late_tail_low,64,21,0.0047541049295510476,0.07981489473083477,-1.8798342828863213,7.096945601159166,0.09523809523809523
gradient_boosted_trees,shifted/late_tail_low,65,39,-0.003197510630316224,0.07182210913442096,-5.603032102221137,7.0509617313895445,0.0
mlp,nominal/late_tail_high,58,21,-0.09283689383564529,0.23471571152479395,0.8874529741745008,9.461043276029422,0.0
mlp,nominal/late_tail_high,60,8,0.03628880140832985,0.09707312783004764,-2.3311034787236062,5.342616951328456,0.0
mlp,nominal/late_tail_high,62,17,0.054441155617256334,0.15332795179620157,7.414609374299079,10.488336168772197,0.0
mlp,nominal/late_tail_high,64,17,-0.008256749345433903,0.1344831863662324,-2.972295459354024,5.228920452764343,0.0
mlp,nominal/late_tail_high,65,16,-0.08587598111586724,0.1418867825911713,1.17137069663507,5.5980799530789085,0.0
mlp,nominal/late_tail_low,58,9,-0.002348178107243702,0.07780451892078379,-6.984120549343702,7.122250309712339,0.0
mlp,nominal/late_tail_low,60,15,-0.022503516394343243,0.12304779656869605,-7.375353625368999,10.243148309109625,0.0
mlp,nominal/late_tail_low,62,11,-0.024488883405511752,0.1504380397365701,-3.1305392650514996,9.459515480104315,0.0
mlp,nominal/late_tail_low,64,14,-0.1531522013565203,0.14878036499310643,-11.898849568186188,11.584968113329303,0.0
mlp,nominal/late_tail_low,65,11,-0.08247892988892039,0.13365617669426338,-6.303549864502678,10.310482114573205,0.0
mlp,shifted/late_tail_high,58,11,-0.025163226785894298,0.19311311482679044,-3.5344269481224444,9.300121676945587,0.0
mlp,shifted/late_tail_high,60,27,0.03756319244192014,0.15254840390419264,-3.239177691533781,11.513395249765097,0.0
mlp,shifted/late_tail_high,62,19,-0.006711645659823109,0.17744605295938867,-4.063335796793082,13.021500159557224,0.0
mlp,shifted/late_tail_high,64,26,0.012368817453075609,0.1411625611009778,-5.467193744429492,12.753753871284328,0.038461538461538464
mlp,shifted/late_tail_high,65,12,0.02023857738472928,0.17134714596934822,-2.1267719414227138,14.164259379969721,0.0
mlp,shifted/late_tail_low,58,37,-0.079167929876167,0.24678516885216378,-6.732482224135747,12.540647618398676,0.02702702702702703
mlp,shifted/late_tail_low,60,28,-0.020812442999832183,0.231526826225852,-1.489902509307135,17.676235396143063,0.0
mlp,shifted/late_tail_low,62,31,0.08912913757821461,0.2543212595339742,0.4879581308649028,11.021427032524286,0.03225806451612903
mlp,shifted/late_tail_low,64,21,-0.003162326689106694,0.24945283597588536,-3.091391203895597,10.86450562547041,0.09523809523809523
mlp,shifted/late_tail_low,65,39,0.0033924111585267947,0.19261824826712787,-10.666941778690568,12.648205212802107,0.0
ridge,nominal/late_tail_high,58,21,0.0038590147576692945,0.051683362577000895,-0.7339563796570747,3.6740420559352303,0.0
ridge,nominal/late_tail_high,60,8,0.020909451548017807,0.027754555097151773,-2.695532731312329,2.7644889677457183,0.0
ridge,nominal/late_tail_high,62,17,0.023230914539827594,0.06093271204705614,3.8666763659744596,8.697719735747352,0.0
ridge,nominal/late_tail_high,64,17,-0.01497581580846879,0.041731711355218776,-1.3683790966678488,2.8280270777532928,0.0
ridge,nominal/late_tail_high,65,16,-0.03489028264641322,0.06401625149011375,-0.5001948537859091,3.6238648210257827,0.0
ridge,nominal/late_tail_low,58,9,-0.025433823666947353,0.04366766027232051,-1.4591775351422909,4.818186817243449,0.0
ridge,nominal/late_tail_low,60,15,-0.028518655157501873,0.06550481492785444,2.552296958706668,7.152492629638241,0.0
ridge,nominal/late_tail_low,62,11,-0.02043880027383208,0.07264201821380437,-0.5844212695298578,8.567001851259455,0.0
ridge,nominal/late_tail_low,64,14,-0.04193348285470853,0.052579159275483366,-2.5010865879872735,7.5587002601351125,0.0
ridge,nominal/late_tail_low,65,11,-0.04866300125830163,0.06463583450666399,-5.104047355265817,9.411936414712653,0.0
ridge,shifted/late_tail_high,58,11,-0.021051925180711934,0.062352123824773335,-1.6806200470575483,2.7772250545137003,0.0
ridge,shifted/late_tail_high,60,27,0.01527625508421252,0.08472241801458573,-2.68738569001727,8.787476068940041,0.0
ridge,shifted/late_tail_high,62,19,0.023433735839537145,0.06671005469897681,1.1746702224620176,6.459474548762935,0.0
ridge,shifted/late_tail_high,64,26,-0.03209116576481564,0.05753127234402436,-6.0425399858220885,6.250544506433428,0.038461538461538464
ridge,shifted/late_tail_high,65,12,0.005475817984865046,0.08205255545924547,-2.8018803800852754,9.621059508024548,0.0
ridge,shifted/late_tail_low,58,37,-0.008582295980011184,0.07629244772956198,-0.61759495524214,7.39202705708647,0.02702702702702703
ridge,shifted/late_tail_low,60,28,0.04060548964099876,0.08544409510292766,1.6135377334547019,12.04001686478518,0.0
ridge,shifted/late_tail_low,62,31,0.013192903851141725,0.08567682143849234,-2.6601386555563877,9.639302389672018,0.03225806451612903
ridge,shifted/late_tail_low,64,21,-0.01690650589428128,0.07719668507542402,-1.4617500282823137,7.942855493505126,0.09523809523809523
ridge,shifted/late_tail_low,65,39,-0.02604081051072336,0.07534953769843748,-3.144397893737465,8.012379126000873,0.0
saturation_residual_fusion_new,nominal/late_tail_high,58,21,-0.005683233052293051,0.051182243632964544,-0.937365243323427,4.470373655249629,0.0
saturation_residual_fusion_new,nominal/late_tail_high,60,8,0.00811369294467991,0.04442610521485265,-0.9715722898633183,3.5487679290163276,0.0
saturation_residual_fusion_new,nominal/late_tail_high,62,17,0.012394799201630568,0.04679998312525636,0.1115830104784532,5.292184774205092,0.0
saturation_residual_fusion_new,nominal/late_tail_high,64,17,-0.019225904605308073,0.03700786676821643,-1.7340306785785309,2.898926189894241,0.0
saturation_residual_fusion_new,nominal/late_tail_high,65,16,-0.03976979907742048,0.04335104786706496,-2.4244553306984495,3.554472405979423,0.0
saturation_residual_fusion_new,nominal/late_tail_low,58,9,0.007370575910864113,0.045209380888988376,-0.3193109154604912,5.779602569533894,0.0
saturation_residual_fusion_new,nominal/late_tail_low,60,15,-0.010698640645975104,0.051919353217972454,0.47253465962065366,7.331462226193082,0.0
saturation_residual_fusion_new,nominal/late_tail_low,62,11,-0.007477935639441562,0.04096198683998565,-0.35915080291516244,7.4210778976473035,0.0
saturation_residual_fusion_new,nominal/late_tail_low,64,14,-0.008540805002627916,0.042083722347311045,-2.0451401420383286,6.253672768621717,0.0
saturation_residual_fusion_new,nominal/late_tail_low,65,11,-0.02359448764827779,0.04099402056412835,-0.8755272689601235,4.907368175592345,0.0
saturation_residual_fusion_new,shifted/late_tail_high,58,11,-0.03849490455840165,0.07072392431708499,-2.919162627780114,2.8458619172151205,0.0
saturation_residual_fusion_new,shifted/late_tail_high,60,27,0.020181956802591564,0.09469256627296732,-4.042200808374292,8.771475686125644,0.0
saturation_residual_fusion_new,shifted/late_tail_high,62,19,-0.018461447892561093,0.05842740784541855,0.5923918665618366,4.810352957079372,0.0
saturation_residual_fusion_new,shifted/late_tail_high,64,26,-0.018533762091858395,0.06596558253155121,-5.344799197134542,4.23692986425904,0.038461538461538464
saturation_residual_fusion_new,shifted/late_tail_high,65,12,-0.038914021020058046,0.05521158857883185,-2.4238790590261283,7.006202500957916,0.0
saturation_residual_fusion_new,shifted/late_tail_low,58,37,-0.02429646894911484,0.09782315489450184,1.4317539659589507,8.045683591338992,0.02702702702702703
saturation_residual_fusion_new,shifted/late_tail_low,60,28,0.04281833959295589,0.11677165110193519,0.9681756656374962,11.47835053785546,0.0
saturation_residual_fusion_new,shifted/late_tail_low,62,31,0.010647472781387548,0.09754914632849716,-1.3052489583275717,8.105575682920119,0.03225806451612903
saturation_residual_fusion_new,shifted/late_tail_low,64,21,-0.002269674020257414,0.08623143145516332,-3.234191527181247,6.187892639591637,0.09523809523809523
saturation_residual_fusion_new,shifted/late_tail_low,65,39,-0.024975473641722232,0.09211432734065149,-4.6230665922368575,7.142842950080538,0.0
tiny_sequence_transformer,nominal/late_tail_high,58,21,0.020685739886081092,0.06907850769245769,-18.868797543078824,11.209956547654272,0.0
tiny_sequence_transformer,nominal/late_tail_high,60,8,0.007312772913166723,0.06734761264759666,-20.686068895424327,9.270801449617661,0.0
tiny_sequence_transformer,nominal/late_tail_high,62,17,0.024152349204712518,0.06408239578486913,-14.482738832317095,16.907351927557112,0.0
tiny_sequence_transformer,nominal/late_tail_high,64,17,0.011920851008878944,0.046859394922971816,-17.391069534018584,13.415945509751836,0.0
tiny_sequence_transformer,nominal/late_tail_high,65,16,-0.0689992720704313,0.05236904512494045,-18.489869742131148,5.75698954335382,0.0
tiny_sequence_transformer,nominal/late_tail_low,58,9,-0.04334554395935653,0.04228376670330334,-10.737464623694798,6.192752969925663,0.0
tiny_sequence_transformer,nominal/late_tail_low,60,15,-0.03847157781579218,0.09118540989526332,-14.687361983077448,13.628594865052742,0.0
tiny_sequence_transformer,nominal/late_tail_low,62,11,-0.0313304966871576,0.09277721283443427,-19.1389863909364,16.45102690604676,0.0
tiny_sequence_transformer,nominal/late_tail_low,64,14,-0.06284259539808115,0.07530845087922865,-15.67526297496173,10.243706462587866,0.0
tiny_sequence_transformer,nominal/late_tail_low,65,11,-0.0734477078959997,0.10193919968799603,-12.483067551883016,12.140785372360622,0.0
tiny_sequence_transformer,shifted/late_tail_high,58,11,0.007962483340692954,0.09210973046707582,-17.755488970759874,15.075801079568418,0.0
tiny_sequence_transformer,shifted/late_tail_high,60,27,0.01705928986021716,0.08163639830475296,-25.81887701671281,12.167549008800044,0.0
tiny_sequence_transformer,shifted/late_tail_high,62,19,0.0109674207066368,0.06403956168890493,-22.034525276661064,13.734873502275736,0.0
tiny_sequence_transformer,shifted/late_tail_high,64,26,0.004334969581489537,0.06333887749410297,-28.910443187709653,16.453993117045925,0.038461538461538464
tiny_sequence_transformer,shifted/late_tail_high,65,12,0.00872991511545073,0.06304426426138089,-26.75696883598316,10.566736143323373,0.0
tiny_sequence_transformer,shifted/late_tail_low,58,37,-0.03517888395182515,0.1318589522759971,-17.89400951622507,12.296121780916188,0.02702702702702703
tiny_sequence_transformer,shifted/late_tail_low,60,28,0.0689485220085515,0.10504657324757119,-23.671758169153982,13.231644861399042,0.0
tiny_sequence_transformer,shifted/late_tail_low,62,31,-0.004903740849829646,0.1974015194726007,-20.487293891076522,12.414370769932763,0.03225806451612903
tiny_sequence_transformer,shifted/late_tail_low,64,21,0.00727721974306595,0.10693438891930879,-21.657456180470884,13.729556123468324,0.09523809523809523
tiny_sequence_transformer,shifted/late_tail_low,65,39,0.019011597797777814,0.10080720027298343,-23.84172925917795,11.44138546517231,0.0
