match_key,edge_n,control_n,matched_n
"55|high_20nA|B2|(3000.0, 4500.0]|B2_only|proton_like_low_residual|energy_q2",145,1245,145
"51|high_20nA|B2|(2000.0, 3000.0]|B2_only|proton_like_low_residual|energy_q1",144,220,144
"53|high_20nA|B2|(4500.0, 7000.0]|B2_only|proton_like_low_residual|energy_q4",144,636,144
"63|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream|deuteron_like_high_residual|energy_q2",142,552,142
"60|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q2",140,516,140
"61|high_20nA|B2|(4500.0, 7000.0]|B2_only|deuteron_like_high_residual|energy_q2",140,378,140
"32|high_20nA|B2|(1500.0, 2000.0]|B2_only|ambiguous_mid_residual|energy_q1",139,467,139
"33|high_20nA|B2|(4500.0, 7000.0]|B2_only|proton_like_low_residual|energy_q2",139,1204,139
"42|high_20nA|B2|(12000.0, 20000.0]|B2_only|ambiguous_mid_residual|energy_q4",138,373,138
"36|high_20nA|B2|(4500.0, 7000.0]|B2_only|ambiguous_mid_residual|energy_q2",137,336,137
"54|high_20nA|B2|(4500.0, 7000.0]|B2_only|proton_like_low_residual|energy_q4",136,572,136
"33|high_20nA|B2|(3000.0, 4500.0]|B2_only|proton_like_low_residual|energy_q2",135,2921,135
"47|low_2nA|B2|(3000.0, 4500.0]|B2_only|ambiguous_mid_residual|energy_q2",135,1050,135
"54|high_20nA|B2|(2000.0, 3000.0]|B2_only|proton_like_low_residual|energy_q1",134,253,134
"59|high_20nA|B2|(7000.0, 12000.0]|B2_only|deuteron_like_high_residual|energy_q4",133,223,133
"61|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q2",130,447,130
"63|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",130,129,129
"60|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q2",129,503,129
"33|high_20nA|B2|(999.999, 1500.0]|B2_only|proton_like_low_residual|energy_q1",128,187,128
"36|high_20nA|B2|(1500.0, 2000.0]|B2_only|ambiguous_mid_residual|energy_q1",128,383,128
"59|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream|deuteron_like_high_residual|energy_q1",149,127,127
"31|high_20nA|B2|(1500.0, 2000.0]|B2_only|ambiguous_mid_residual|energy_q1",127,423,127
"59|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream|deuteron_like_high_residual|energy_q1",159,125,125
"33|high_20nA|B2|(2000.0, 3000.0]|B2_only|proton_like_low_residual|energy_q1",124,332,124
"61|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",223,122,122
"54|high_20nA|B2|(999.999, 1500.0]|B2_only|proton_like_low_residual|energy_q1",122,147,122
"51|high_20nA|B2|(3000.0, 4500.0]|B2_only|proton_like_low_residual|energy_q2",120,985,120
"59|high_20nA|B2|(1500.0, 2000.0]|B2_only|deuteron_like_high_residual|energy_q1",119,736,119
"60|high_20nA|B2|(2000.0, 3000.0]|all_four|deuteron_like_high_residual|energy_q1",147,118,118
"47|low_2nA|B2|(999.999, 1500.0]|B2_only|ambiguous_mid_residual|energy_q1",118,153,118
"59|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q2",118,557,118
"63|high_20nA|B2|(7000.0, 12000.0]|B2_only|deuteron_like_high_residual|energy_q4",118,546,118
"63|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream|deuteron_like_high_residual|energy_q1",117,117,117
"56|high_20nA|B2|(1500.0, 2000.0]|B2_only|proton_like_low_residual|energy_q1",116,384,116
"54|high_20nA|B2|(3000.0, 4500.0]|B2_only|proton_like_low_residual|energy_q2",115,1595,115
"55|high_20nA|B2|(4500.0, 7000.0]|B2_only|proton_like_low_residual|energy_q2",113,247,113
"62|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q2",112,564,112
"64|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream|deuteron_like_high_residual|energy_q2",110,320,110
"55|high_20nA|B2|(4500.0, 7000.0]|B2_only|proton_like_low_residual|energy_q4",109,248,109
"62|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",162,107,107
"65|high_20nA|B2|(1500.0, 2000.0]|B2_only|deuteron_like_high_residual|energy_q1",107,1209,107
"51|high_20nA|B2|(999.999, 1500.0]|B2_only|proton_like_low_residual|energy_q1",106,118,106
"62|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",106,122,106
"50|high_20nA|B2|(12000.0, 20000.0]|B2_only|proton_like_low_residual|energy_q4",105,643,105
"50|high_20nA|B2|(1500.0, 2000.0]|B2_only|proton_like_low_residual|energy_q1",104,269,104
"53|high_20nA|B2|(3000.0, 4500.0]|B2_only|proton_like_low_residual|energy_q2",104,1632,104
"59|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",104,138,104
"60|high_20nA|B2|(4500.0, 7000.0]|B2_only|deuteron_like_high_residual|energy_q2",103,359,103
"37|high_20nA|B2|(4500.0, 7000.0]|B2_only|ambiguous_mid_residual|energy_q4",101,103,101
"62|high_20nA|B4|(3000.0, 4500.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q2",100,427,100
"62|high_20nA|B2|(1500.0, 2000.0]|B2_only|deuteron_like_high_residual|energy_q1",99,696,99
"34|high_20nA|B2|(999.999, 1500.0]|B2_only|proton_like_low_residual|energy_q1",98,130,98
"59|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream|deuteron_like_high_residual|energy_q3",98,115,98
"61|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",149,97,97
"64|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream|deuteron_like_high_residual|energy_q2",96,331,96
"64|high_20nA|B2|(1500.0, 2000.0]|B2_only|deuteron_like_high_residual|energy_q1",93,889,93
"51|high_20nA|B2|(4500.0, 7000.0]|B2_only|proton_like_low_residual|energy_q4",90,214,90
"64|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",89,93,89
"47|low_2nA|B2|(2000.0, 3000.0]|B2_only|ambiguous_mid_residual|energy_q1",88,238,88
"63|high_20nA|B2|(1500.0, 2000.0]|B2_only|ambiguous_mid_residual|energy_q1",88,944,88
"63|high_20nA|B4|(2000.0, 3000.0]|all_four|deuteron_like_high_residual|energy_q1",87,120,87
"61|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream|deuteron_like_high_residual|energy_q1",93,86,86
"41|high_20nA|B2|(12000.0, 20000.0]|B2_only|ambiguous_mid_residual|energy_q4",86,133,86
"56|high_20nA|B2|(7000.0, 12000.0]|B2_only|proton_like_low_residual|energy_q3",86,756,86
