family,stave,family_target_median_ns,family_target_iqr_ns,family_log_amp_median,family_log_amp_iqr,family_area_over_amp_median,family_peak_median,family_log_support,direct_support,summary_train_runs,fallback_pulses,method,heldout_run
__global__,B8,1.4803043167833891,0.7500000000000071,8.126074677014994,0.37990555856244335,8.324256651017214,8.0,8.025516386489008,,"58,60,61,62,63,65",0,traditional_family_summary_ridge,59
sample_ii_early,B8,1.4803043167833891,0.75,8.16465254661596,0.39316256719911014,8.341069626639758,8.0,6.782192056006791,881.0,"58,60,61,62,63,65",0,traditional_family_summary_ridge,59
sample_ii_late,B8,1.4803043167833891,0.7500000000000142,8.114175075756048,0.3765141646549761,8.317880648895336,8.0,7.685703061234547,2176.0,"58,60,61,62,63,65",0,traditional_family_summary_ridge,59
__global__,B4,-4.103631061835898,0.9999999999999929,7.788004239509027,0.32592860140721847,7.393216746157923,8.0,8.025516386489008,,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
sample_ii_early,B4,-4.103631061835898,0.5000000000000142,7.866722285136729,0.27411708688853853,7.405920921915358,8.0,6.782192056006791,881.0,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
sample_ii_late,B4,-4.103631061835898,1.0,7.751367779576048,0.3293484339877475,7.38872039337282,8.0,7.685703061234547,2176.0,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
__global__,B6,2.623326745052509,0.7500000000000071,7.836172190654133,0.31002838807178534,7.119910764082543,8.0,8.025516386489008,,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
sample_ii_early,B6,2.623326745052509,0.5000000000000071,7.899524472032198,0.2682383159490618,7.215355086372361,8.0,6.782192056006791,881.0,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
sample_ii_late,B6,2.623326745052509,1.0,7.805882040228621,0.3166014980734033,7.087450563123148,8.0,7.685703061234547,2176.0,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
__global__,B8,1.4803043167833891,0.7500000000000071,8.126074677014994,0.37990555856244335,8.324256651017214,8.0,8.025516386489008,,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
sample_ii_early,B8,1.4803043167833891,0.75,8.16465254661596,0.39316256719911014,8.341069626639758,8.0,6.782192056006791,881.0,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
sample_ii_late,B8,1.4803043167833891,0.7500000000000142,8.114175075756048,0.3765141646549761,8.317880648895336,8.0,7.685703061234547,2176.0,"58,60,61,62,63,65",0,ml_waveform_family_summary_ridge,59
__global__,B4,-4.0304834643065846,1.000000000000007,7.741424976269562,0.33933210072598463,7.339435541028605,8.0,8.0106915391303,,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
sample_ii_early,B4,-4.0304834643065846,0.7500000000000071,7.704924573603342,0.36136469972307594,7.249676803276203,8.0,6.729824070489475,836.0,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
sample_ii_late,B4,-4.0304834643065846,1.0,7.751367779576048,0.3293484339877475,7.38872039337282,8.0,7.685703061234547,2176.0,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
__global__,B6,2.461303500181728,0.9999999999999929,7.781347234540178,0.3255580526840518,7.061300528696661,8.0,8.0106915391303,,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
sample_ii_early,B6,2.461303500181728,0.75,7.7269842433720815,0.351745448517943,7.004727995782561,8.0,6.729824070489475,836.0,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
sample_ii_late,B6,2.461303500181728,1.0,7.805882040228621,0.3166014980734033,7.087450563123148,8.0,7.685703061234547,2176.0,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
__global__,B8,1.5691799641248565,1.0,8.099326428512043,0.37114323508033564,8.26636641485263,8.0,8.0106915391303,,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
sample_ii_early,B8,1.5691799641248565,0.8125000000000107,8.072389287124288,0.36835074185537753,8.161513256099548,8.0,6.729824070489475,836.0,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
sample_ii_late,B8,1.5691799641248565,0.7500000000000071,8.114175075756048,0.3765141646549761,8.317880648895336,8.0,7.685703061234547,2176.0,"58,59,61,62,63,65",0,traditional_family_summary_ridge,60
__global__,B4,-4.0304834643065846,1.000000000000007,7.741424976269562,0.33933210072598463,7.339435541028605,8.0,8.0106915391303,,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
sample_ii_early,B4,-4.0304834643065846,0.7500000000000071,7.704924573603342,0.36136469972307594,7.249676803276203,8.0,6.729824070489475,836.0,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
sample_ii_late,B4,-4.0304834643065846,1.0,7.751367779576048,0.3293484339877475,7.38872039337282,8.0,7.685703061234547,2176.0,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
__global__,B6,2.461303500181728,0.9999999999999929,7.781347234540178,0.3255580526840518,7.061300528696661,8.0,8.0106915391303,,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
sample_ii_early,B6,2.461303500181728,0.75,7.7269842433720815,0.351745448517943,7.004727995782561,8.0,6.729824070489475,836.0,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
sample_ii_late,B6,2.461303500181728,1.0,7.805882040228621,0.3166014980734033,7.087450563123148,8.0,7.685703061234547,2176.0,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
__global__,B8,1.5691799641248565,1.0,8.099326428512043,0.37114323508033564,8.26636641485263,8.0,8.0106915391303,,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
sample_ii_early,B8,1.5691799641248565,0.8125000000000107,8.072389287124288,0.36835074185537753,8.161513256099548,8.0,6.729824070489475,836.0,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
sample_ii_late,B8,1.5691799641248565,0.7500000000000071,8.114175075756048,0.3765141646549761,8.317880648895336,8.0,7.685703061234547,2176.0,"58,59,61,62,63,65",0,ml_waveform_family_summary_ridge,60
__global__,B4,-4.240246166489399,0.7500000000000142,7.763658860841197,0.3416708360449512,7.3001735106998265,8.0,7.968319500012717,,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
sample_ii_early,B4,-4.240246166489399,0.7500000000000071,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
sample_ii_late,B4,-4.240246166489399,0.9999999999999929,7.72356247227797,0.33013801560195155,7.265881265881266,8.0,7.126087273299125,1243.0,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
__global__,B6,2.7035130270822876,0.75,7.796469243086058,0.326140154463638,7.0780517627878545,8.0,7.968319500012717,,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
sample_ii_early,B6,2.7035130270822876,0.75,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
sample_ii_late,B6,2.7035130270822876,0.7500000000000071,7.766205011166442,0.31643412538176197,7.0447882736156355,8.0,7.126087273299125,1243.0,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
__global__,B8,1.5367331394071186,0.9999999999999858,8.112227958349724,0.3849006453835173,8.261235482242046,8.0,7.968319500012717,,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
sample_ii_early,B8,1.5367331394071186,0.75,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
sample_ii_late,B8,1.5367331394071186,0.9999999999999858,8.098946748943339,0.37446804850712034,8.245006657789613,8.0,7.126087273299125,1243.0,"58,59,60,62,63,65",0,traditional_family_summary_ridge,61
__global__,B4,-4.240246166489399,0.7500000000000142,7.763658860841197,0.3416708360449512,7.3001735106998265,8.0,7.968319500012717,,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
sample_ii_early,B4,-4.240246166489399,0.7500000000000071,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
sample_ii_late,B4,-4.240246166489399,0.9999999999999929,7.72356247227797,0.33013801560195155,7.265881265881266,8.0,7.126087273299125,1243.0,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
__global__,B6,2.7035130270822876,0.75,7.796469243086058,0.326140154463638,7.0780517627878545,8.0,7.968319500012717,,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
sample_ii_early,B6,2.7035130270822876,0.75,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
sample_ii_late,B6,2.7035130270822876,0.7500000000000071,7.766205011166442,0.31643412538176197,7.0447882736156355,8.0,7.126087273299125,1243.0,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
__global__,B8,1.5367331394071186,0.9999999999999858,8.112227958349724,0.3849006453835173,8.261235482242046,8.0,7.968319500012717,,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
sample_ii_early,B8,1.5367331394071186,0.75,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
sample_ii_late,B8,1.5367331394071186,0.9999999999999858,8.098946748943339,0.37446804850712034,8.245006657789613,8.0,7.126087273299125,1243.0,"58,59,60,62,63,65",0,ml_waveform_family_summary_ridge,61
__global__,B4,-4.177762440362606,1.0,7.773384096054064,0.3419940618055204,7.387712418300653,8.0,8.01102337918644,,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
sample_ii_early,B4,-4.177762440362606,0.75,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
sample_ii_late,B4,-4.177762440362606,1.000000000000007,7.7501841622578365,0.33673542914806465,7.478449612403101,8.0,7.222566018822171,1369.0,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
__global__,B6,2.6511713010933846,0.7500000000000071,7.818027938530729,0.3228152597190652,7.1009557945041815,8.0,8.01102337918644,,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
sample_ii_early,B6,2.6511713010933846,0.75,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
sample_ii_late,B6,2.6511713010933846,0.7500000000000142,7.817826711042375,0.31955585391839225,7.099485420240137,8.0,7.222566018822171,1369.0,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
__global__,B8,1.5265911392692146,0.75,8.116566359948322,0.38403915607310246,8.289989776001487,8.0,8.01102337918644,,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
sample_ii_early,B8,1.5265911392692146,0.9999999999999787,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
sample_ii_late,B8,1.5265911392692146,0.9999999999999858,8.116566359948322,0.3754147700441939,8.320391589720769,8.0,7.222566018822171,1369.0,"58,59,60,61,63,65",0,traditional_family_summary_ridge,62
__global__,B4,-4.177762440362606,1.0,7.773384096054064,0.3419940618055204,7.387712418300653,8.0,8.01102337918644,,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
sample_ii_early,B4,-4.177762440362606,0.75,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
sample_ii_late,B4,-4.177762440362606,1.000000000000007,7.7501841622578365,0.33673542914806465,7.478449612403101,8.0,7.222566018822171,1369.0,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
__global__,B6,2.6511713010933846,0.7500000000000071,7.818027938530729,0.3228152597190652,7.1009557945041815,8.0,8.01102337918644,,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
sample_ii_early,B6,2.6511713010933846,0.75,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
sample_ii_late,B6,2.6511713010933846,0.7500000000000142,7.817826711042375,0.31955585391839225,7.099485420240137,8.0,7.222566018822171,1369.0,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
__global__,B8,1.5265911392692146,0.75,8.116566359948322,0.38403915607310246,8.289989776001487,8.0,8.01102337918644,,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
sample_ii_early,B8,1.5265911392692146,0.9999999999999787,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
sample_ii_late,B8,1.5265911392692146,0.9999999999999858,8.116566359948322,0.3754147700441939,8.320391589720769,8.0,7.222566018822171,1369.0,"58,59,60,61,63,65",0,ml_waveform_family_summary_ridge,62
__global__,B4,-4.158759834337928,1.0,7.78197321267864,0.3320059823087673,7.381846962605001,8.0,8.146419323098003,,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
sample_ii_early,B4,-4.158759834337928,0.9999999999999929,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
sample_ii_late,B4,-4.158759834337928,1.0,7.769800996003896,0.32633209346740344,7.4406692165911394,8.0,7.499423290592229,1806.0,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
__global__,B6,2.6287166898180274,0.7500000000000142,7.821041421353819,0.31645178556711606,7.103922173554125,8.0,8.146419323098003,,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
sample_ii_early,B6,2.6287166898180274,0.75,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
sample_ii_late,B6,2.6287166898180274,0.7500000000000142,7.822544879714991,0.30727561278826876,7.104458568442827,8.0,7.499423290592229,1806.0,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
__global__,B8,1.530043144519901,0.7500000000000071,8.116640992383717,0.3813014929221126,8.30253353525918,8.0,8.146419323098003,,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
sample_ii_early,B8,1.530043144519901,0.7500000000000071,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
sample_ii_late,B8,1.530043144519901,1.0,8.11634235119222,0.37439850516239215,8.333361850776061,8.0,7.499423290592229,1806.0,"58,59,60,61,62,65",0,traditional_family_summary_ridge,63
__global__,B4,-4.158759834337928,1.0,7.78197321267864,0.3320059823087673,7.381846962605001,8.0,8.146419323098003,,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
sample_ii_early,B4,-4.158759834337928,0.9999999999999929,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
sample_ii_late,B4,-4.158759834337928,1.0,7.769800996003896,0.32633209346740344,7.4406692165911394,8.0,7.499423290592229,1806.0,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
__global__,B6,2.6287166898180274,0.7500000000000142,7.821041421353819,0.31645178556711606,7.103922173554125,8.0,8.146419323098003,,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
sample_ii_early,B6,2.6287166898180274,0.75,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
sample_ii_late,B6,2.6287166898180274,0.7500000000000142,7.822544879714991,0.30727561278826876,7.104458568442827,8.0,7.499423290592229,1806.0,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
__global__,B8,1.530043144519901,0.7500000000000071,8.116640992383717,0.3813014929221126,8.30253353525918,8.0,8.146419323098003,,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
sample_ii_early,B8,1.530043144519901,0.7500000000000071,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
sample_ii_late,B8,1.530043144519901,1.0,8.11634235119222,0.37439850516239215,8.333361850776061,8.0,7.499423290592229,1806.0,"58,59,60,61,62,65",0,ml_waveform_family_summary_ridge,63
__global__,B4,-4.1923989693845485,1.0,7.772331552990275,0.3333159388744109,7.363119715418792,8.0,8.230843564198235,,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
sample_ii_early,B4,-4.1923989693845485,0.7500000000000142,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
sample_ii_late,B4,-4.1923989693845485,1.0,7.755016959488961,0.3284884018305503,7.391231782365948,8.0,7.65491704784832,2110.0,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
__global__,B6,2.639152765080617,0.7500000000000071,7.812985063496868,0.319577398598903,7.098843433858588,8.0,8.230843564198235,,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
sample_ii_early,B6,2.639152765080617,0.7499999999999929,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
sample_ii_late,B6,2.639152765080617,0.9999999999999929,7.808526199198255,0.31557714552667715,7.094871796002533,8.0,7.65491704784832,2110.0,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
__global__,B8,1.5532462043039317,0.75,8.116118431609365,0.38102458452137355,8.296979585412373,8.0,8.230843564198235,,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
sample_ii_early,B8,1.5532462043039317,0.9999999999999876,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
sample_ii_late,B8,1.5532462043039317,1.0,8.11537142705455,0.3756932656453813,8.327519453881084,8.0,7.65491704784832,2110.0,"58,59,60,61,62,63",0,traditional_family_summary_ridge,65
__global__,B4,-4.1923989693845485,1.0,7.772331552990275,0.3333159388744109,7.363119715418792,8.0,8.230843564198235,,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
sample_ii_early,B4,-4.1923989693845485,0.7500000000000142,7.79482313097564,0.3366167736961847,7.321731234866828,8.0,7.405495663199472,1644.0,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
sample_ii_late,B4,-4.1923989693845485,1.0,7.755016959488961,0.3284884018305503,7.391231782365948,8.0,7.65491704784832,2110.0,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
__global__,B6,2.639152765080617,0.7500000000000071,7.812985063496868,0.319577398598903,7.098843433858588,8.0,8.230843564198235,,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
sample_ii_early,B6,2.639152765080617,0.7499999999999929,7.818329658342762,0.3258040448970796,7.102443142505068,8.0,7.405495663199472,1644.0,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
sample_ii_late,B6,2.639152765080617,0.9999999999999929,7.808526199198255,0.31557714552667715,7.094871796002533,8.0,7.65491704784832,2110.0,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
__global__,B8,1.5532462043039317,0.75,8.116118431609365,0.38102458452137355,8.296979585412373,8.0,8.230843564198235,,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
sample_ii_early,B8,1.5532462043039317,0.9999999999999876,8.116790223842816,0.3894314434468553,8.267232776522093,8.0,7.405495663199472,1644.0,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
sample_ii_late,B8,1.5532462043039317,1.0,8.11537142705455,0.3756932656453813,8.327519453881084,8.0,7.65491704784832,2110.0,"58,59,60,61,62,63",0,ml_waveform_family_summary_ridge,65
