feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,method,alpha,heldout_run
family_target_iqr_ns,0.5487877332190003,0.06682854286228519,ml_family_ridge,100.0,58
waveform_norm_11,-0.1532047568522893,-0.047473446804210756,ml_family_ridge,100.0,58
log_amp,-0.09560050036380936,-0.03137311067439483,ml_family_ridge,100.0,58
waveform_norm_8,-0.11009758697806743,-0.02958290511986417,ml_family_ridge,100.0,58
waveform_norm_6,0.04693665150740075,0.015555802357354114,ml_family_ridge,100.0,58
waveform_norm_4,-0.03232917304181744,-0.011772556850114654,ml_family_ridge,100.0,58
family_log_support,-0.059003458341698393,-0.009479697793008278,ml_family_ridge,100.0,58
waveform_norm_15,0.023595593321349223,0.006753501900278371,ml_family_ridge,100.0,58
family_peak_median,0.0,0.0,ml_family_ridge,100.0,58
stave_B4,-4.106963471311558,-1.936041147099769,analytic_timewalk,100.0,59
stave_B6,2.44753029944447,1.1537768479310744,analytic_timewalk,100.0,59
log_amp,-2.418673654316402,-0.7885954056832682,analytic_timewalk,100.0,59
stave_B8,1.6594331718670463,0.7822642991686749,analytic_timewalk,100.0,59
inv_amp_1000,-4.604614139438964,-0.6292847313812585,analytic_timewalk,100.0,59
inv_sqrt_amp_1000,-0.4453471429772422,-0.045962102027625844,analytic_timewalk,100.0,59
inv_sqrt_amp_1000_x_B8,10.77736291698201,2.8873338539793245,traditional_family_ridge,10.0,59
inv_sqrt_amp_1000_x_B4,-8.59109722853041,-2.743098980932909,traditional_family_ridge,10.0,59
log_amp_x_B8,-0.5476632191066394,-2.096614003633486,traditional_family_ridge,10.0,59
log_amp_x_B4,0.42083025187543444,1.5357526315208228,traditional_family_ridge,10.0,59
family_log_amp_median,-7.707402129695014,-1.214370203979249,traditional_family_ridge,10.0,59
inv_amp_1000_x_B8,-7.231288427461724,-1.1985440115126702,traditional_family_ridge,10.0,59
inv_amp_1000_x_B4,4.849501510689664,1.1044693708475173,traditional_family_ridge,10.0,59
family_area_over_amp_median,1.9656349398985404,1.0129946303034372,traditional_family_ridge,10.0,59
max_norm_slope_x_B4,-4.413884516092181,-0.8912346727889421,traditional_family_ridge,10.0,59
max_norm_slope_x_B8,3.813647859149685,0.8219118722858749,traditional_family_ridge,10.0,59
late_norm_charge_x_B8,0.2737163783516398,0.7122804890119114,traditional_family_ridge,10.0,59
log_amp_x_B6,0.17127830009253653,0.6297457235971364,traditional_family_ridge,10.0,59
area_over_amp,-0.2894465004828867,-0.5937656555691464,traditional_family_ridge,10.0,59
late_norm_charge,0.26060529075515493,0.5929738260936007,traditional_family_ridge,10.0,59
norm_peak_height_x_B6,1.1351720310108548,0.5351252272940188,traditional_family_ridge,10.0,59
stave_B6,1.13517203100905,0.535125227293168,traditional_family_ridge,10.0,59
family_log_amp_iqr,11.904078979441465,0.47610780154055665,traditional_family_ridge,10.0,59
inv_sqrt_amp_1000,-4.51274689876223,-0.46573855172651446,traditional_family_ridge,10.0,59
cfd40_minus_cfd20_ns_x_B6,0.1810161427905985,0.4469713812320482,traditional_family_ridge,10.0,59
cfd50_minus_cfd10_ns_x_B8,0.09263431695979307,0.4364682309769299,traditional_family_ridge,10.0,59
norm_peak_height_x_B8,-0.8789448499359221,-0.4143385757857612,traditional_family_ridge,10.0,59
stave_B8,-0.8789448499353216,-0.4143385757854781,traditional_family_ridge,10.0,59
family_target_iqr_ns,-2.0417394777555127,-0.3910444688793764,traditional_family_ridge,10.0,59
log_amp,-1.0023362502171222,-0.3268062892488162,traditional_family_ridge,10.0,59
peak_sample_x_B8,0.06706724829315074,0.2664657007830534,traditional_family_ridge,10.0,59
early_norm_charge_x_B8,0.43554952300655114,0.2580104162994327,traditional_family_ridge,10.0,59
early_norm_charge,0.28789598217106566,0.253213905898958,traditional_family_ridge,10.0,59
peak_sample_x_B6,-0.06145987269918357,-0.24953490009410687,traditional_family_ridge,10.0,59
cfd40_minus_cfd20_ns_x_B4,-0.08107036348637767,-0.24701546014024822,traditional_family_ridge,10.0,59
cfd50_minus_cfd10_ns,0.05766241581636389,0.21471437513997949,traditional_family_ridge,10.0,59
family_target_median_ns,0.07019103089223251,0.20629052020277613,traditional_family_ridge,10.0,59
inv_amp_1000,1.4622876447228819,0.19984199758021212,traditional_family_ridge,10.0,59
inv_sqrt_amp_1000_x_B6,0.5695308566355518,0.17578355280700855,traditional_family_ridge,10.0,59
late_norm_charge_x_B4,-0.07139808917741541,-0.1692748536120328,traditional_family_ridge,10.0,59
area_over_amp_x_B8,-0.038258652513736974,-0.14592697749712566,traditional_family_ridge,10.0,59
area_over_amp_x_B4,-0.03693529210302011,-0.12836747689904543,traditional_family_ridge,10.0,59
cfd50_minus_cfd10_ns_x_B6,-0.023321761584318198,-0.12387765180242623,traditional_family_ridge,10.0,59
inv_amp_1000_x_B6,-0.5747166168360716,-0.1212462394182459,traditional_family_ridge,10.0,59
norm_peak_height_x_B4,-0.25622718110897114,-0.12078665152430343,traditional_family_ridge,10.0,59
stave_B4,-0.2562271811067568,-0.12078665152325958,traditional_family_ridge,10.0,59
cfd40_minus_cfd20_ns_x_B8,-0.05478689191716039,-0.1196076561073856,traditional_family_ridge,10.0,59
family_log_support,-0.28450480745649925,-0.11642467042131739,traditional_family_ridge,10.0,59
max_norm_slope,-1.1370583278729567,-0.10366283977422722,traditional_family_ridge,10.0,59
early_norm_charge_x_B4,0.1646948713805103,0.09947105140490764,traditional_family_ridge,10.0,59
cfd50_minus_cfd10_ns_x_B4,-0.01589411972797009,-0.09757376669829398,traditional_family_ridge,10.0,59
area_over_amp_x_B6,-0.019412915358735072,-0.06465069643016186,traditional_family_ridge,10.0,59
peak_sample,0.024027623278354383,0.06355358844419337,traditional_family_ridge,10.0,59
late_norm_charge_x_B6,-0.02043416033148437,-0.045871554572990816,traditional_family_ridge,10.0,59
cfd40_minus_cfd20_ns,0.022493414848140686,0.04497307038681759,traditional_family_ridge,10.0,59
max_norm_slope_x_B6,-0.1757788261711655,-0.03414652619449191,traditional_family_ridge,10.0,59
peak_sample_x_B4,0.007457622697317836,0.030230802106175646,traditional_family_ridge,10.0,59
early_norm_charge_x_B6,0.029323998211210584,0.016945409437916812,traditional_family_ridge,10.0,59
norm_peak_height,0.0,0.0,traditional_family_ridge,10.0,59
family_peak_median,0.0,0.0,traditional_family_ridge,10.0,59
family_target_median_ns,0.38106114615662257,1.119933716181035,ml_family_ridge,100.0,59
stave_B4,-2.2541658985641395,-1.0626239951960432,ml_family_ridge,100.0,59
stave_B6,1.9461565860208556,0.9174270128174109,ml_family_ridge,100.0,59
peak_sample,0.2866408620572205,0.7581713416859037,ml_family_ridge,100.0,59
waveform_norm_5,1.0245601289043227,0.40084975809669615,ml_family_ridge,100.0,59
waveform_norm_10,1.0360964274329232,0.3126760651769276,ml_family_ridge,100.0,59
waveform_norm_7,-1.0453138809440314,-0.2932050651768473,ml_family_ridge,100.0,59
waveform_norm_13,0.8365624337485236,0.2672012891954611,ml_family_ridge,100.0,59
waveform_norm_14,0.8384427628562721,0.2569996792073192,ml_family_ridge,100.0,59
waveform_norm_12,-0.7812764820247151,-0.2535494562891479,ml_family_ridge,100.0,59
family_area_over_amp_median,0.490510419417629,0.2527857085220476,ml_family_ridge,100.0,59
family_log_amp_iqr,6.079822921794731,0.24316464382088543,ml_family_ridge,100.0,59
waveform_norm_16,-0.7863368764579689,-0.2325341695652789,ml_family_ridge,100.0,59
waveform_norm_1,-2.2774009249145473,-0.22977943276604468,ml_family_ridge,100.0,59
waveform_norm_17,-0.6988220694454695,-0.2154287909360061,ml_family_ridge,100.0,59
waveform_norm_3,0.6212478109214399,0.17071520462847592,ml_family_ridge,100.0,59
waveform_norm_9,0.5486526838495128,0.15997917161620182,ml_family_ridge,100.0,59
waveform_norm_0,0.8106395836542531,0.15013539329629633,ml_family_ridge,100.0,59
stave_B8,0.3080093125425699,0.14519698237829567,ml_family_ridge,100.0,59
area_over_amp,0.046877446125151406,0.09616360012462317,ml_family_ridge,100.0,59
family_target_iqr_ns,-0.49881186701093067,-0.09553501988434226,ml_family_ridge,100.0,59
family_log_amp_median,0.3940542663776398,0.06208677733269425,ml_family_ridge,100.0,59
waveform_norm_15,-0.19138101351376385,-0.05654896714212665,ml_family_ridge,100.0,59
waveform_norm_2,-0.5046420118327544,-0.05102949857704728,ml_family_ridge,100.0,59
waveform_norm_4,0.12645630451728532,0.046026807987338894,ml_family_ridge,100.0,59
waveform_norm_11,-0.12161845587015949,-0.0386483487842516,ml_family_ridge,100.0,59
log_amp,-0.10924161241052702,-0.03561763427762727,ml_family_ridge,100.0,59
waveform_norm_8,0.09931190018094584,0.028260721316811645,ml_family_ridge,100.0,59
waveform_norm_6,-0.06338889288339317,-0.021308958440497752,ml_family_ridge,100.0,59
family_log_support,0.014408777033484584,0.0058963401437572725,ml_family_ridge,100.0,59
family_peak_median,0.0,0.0,ml_family_ridge,100.0,59
stave_B4,-3.985721945030783,-1.878887343503412,analytic_timewalk,100.0,60
stave_B6,2.333411291437544,1.099980631648426,analytic_timewalk,100.0,60
log_amp,-2.521937698787792,-0.8321018767945807,analytic_timewalk,100.0,60
stave_B8,1.6523106535928271,0.778906711854792,analytic_timewalk,100.0,60
inv_amp_1000,-4.808632931510304,-0.6815415901637447,analytic_timewalk,100.0,60
inv_sqrt_amp_1000,-0.34044702491147116,-0.03602810563237946,analytic_timewalk,100.0,60
max_norm_slope_x_B4,-3.0872620657571854,-0.6097978998313196,traditional_family_ridge,100.0,60
area_over_amp,-0.29070149298653086,-0.5728343306430129,traditional_family_ridge,100.0,60
max_norm_slope_x_B8,2.47005886581781,0.52596299862943,traditional_family_ridge,100.0,60
inv_sqrt_amp_1000_x_B4,-1.5812171580702008,-0.5144962900299578,traditional_family_ridge,100.0,60
late_norm_charge_x_B8,0.19118567282115825,0.497584391140892,traditional_family_ridge,100.0,60
late_norm_charge,0.21087857626565748,0.4701135615394686,traditional_family_ridge,100.0,60
inv_sqrt_amp_1000_x_B8,1.6357310763514459,0.4425939888389412,traditional_family_ridge,100.0,60
family_log_amp_median,-2.6700639871424268,-0.4380442994974481,traditional_family_ridge,100.0,60
log_amp_x_B8,-0.10379657015106193,-0.3962253275070229,traditional_family_ridge,100.0,60
log_amp,-1.065818821467249,-0.35166207400451394,traditional_family_ridge,100.0,60
log_amp_x_B6,0.08980182617410669,0.3282121443502952,traditional_family_ridge,100.0,60
norm_peak_height_x_B6,0.6145373183045721,0.28969567004355357,traditional_family_ridge,100.0,60
stave_B6,0.614537318304523,0.28969567004353036,traditional_family_ridge,100.0,60
peak_sample_x_B8,0.06661585293953425,0.26388806858611724,traditional_family_ridge,100.0,60
early_norm_charge_x_B8,0.43841135566329753,0.25767894732940566,traditional_family_ridge,100.0,60
max_norm_slope,-2.919115890098718,-0.25200473994382144,traditional_family_ridge,100.0,60
area_over_amp_x_B4,-0.07142346141854389,-0.24604989835534608,traditional_family_ridge,100.0,60
inv_amp_1000,-1.6888042467232331,-0.23935915845120087,traditional_family_ridge,100.0,60
early_norm_charge,0.21318798640341896,0.18612556711958986,traditional_family_ridge,100.0,60
family_target_median_ns,0.06392130021733007,0.18365609504512856,traditional_family_ridge,100.0,60
cfd40_minus_cfd20_ns_x_B4,-0.05916922767889085,-0.18230684428357896,traditional_family_ridge,100.0,60
family_target_iqr_ns,1.4625498273702724,0.1763533084622741,traditional_family_ridge,100.0,60
area_over_amp_x_B8,-0.04204854873212698,-0.1601252531446081,traditional_family_ridge,100.0,60
norm_peak_height_x_B4,-0.32614218952919805,-0.15374490256473936,traditional_family_ridge,100.0,60
stave_B4,-0.3261421895291956,-0.15374490256473822,traditional_family_ridge,100.0,60
cfd50_minus_cfd10_ns,0.03701634433965224,0.1529625964428679,traditional_family_ridge,100.0,60
cfd40_minus_cfd20_ns_x_B8,0.06536915127169693,0.14443444943862868,traditional_family_ridge,100.0,60
peak_sample_x_B4,-0.03389147234868832,-0.13623223332912607,traditional_family_ridge,100.0,60
norm_peak_height_x_B8,-0.28839512877549467,-0.13595076747887103,traditional_family_ridge,100.0,60
stave_B8,-0.28839512877540535,-0.13595076747882892,traditional_family_ridge,100.0,60
inv_sqrt_amp_1000_x_B6,0.4147957149646337,0.13119655297051688,traditional_family_ridge,100.0,60
cfd50_minus_cfd10_ns_x_B8,0.02627354274758684,0.1262550430775847,traditional_family_ridge,100.0,60
inv_amp_1000_x_B4,-0.5097044612722292,-0.1202673583110424,traditional_family_ridge,100.0,60
cfd40_minus_cfd20_ns_x_B6,0.045482868525451206,0.11733742091726113,traditional_family_ridge,100.0,60
peak_sample_x_B6,-0.026455343559919752,-0.1069135386522519,traditional_family_ridge,100.0,60
area_over_amp_x_B6,0.030261829774764177,0.09972253972215918,traditional_family_ridge,100.0,60
cfd50_minus_cfd10_ns_x_B6,-0.013970098805717916,-0.07741641404086198,traditional_family_ridge,100.0,60
cfd50_minus_cfd10_ns_x_B4,0.011411512300675814,0.07200883790558696,traditional_family_ridge,100.0,60
max_norm_slope_x_B6,-0.365460105419643,-0.06972821063427509,traditional_family_ridge,100.0,60
inv_sqrt_amp_1000,-0.5494926412617104,-0.05815054171420677,traditional_family_ridge,100.0,60
late_norm_charge_x_B4,-0.024717283176664998,-0.05790485651836091,traditional_family_ridge,100.0,60
log_amp_x_B4,0.014936980988188669,0.054235403142931085,traditional_family_ridge,100.0,60
late_norm_charge_x_B6,-0.02249115998055797,-0.05004243514613806,traditional_family_ridge,100.0,60
inv_amp_1000_x_B6,-0.16226453863597037,-0.0359990948890616,traditional_family_ridge,100.0,60
cfd40_minus_cfd20_ns,0.01359154584427662,0.02858833952803509,traditional_family_ridge,100.0,60
peak_sample,0.01016157509040161,0.025833369846203758,traditional_family_ridge,100.0,60
early_norm_charge_x_B4,0.03555207715261707,0.021232493196612422,traditional_family_ridge,100.0,60
inv_amp_1000_x_B8,0.08608162220626862,0.01449028605181635,traditional_family_ridge,100.0,60
family_area_over_amp_median,-0.01382507024008516,-0.00718452247909959,traditional_family_ridge,100.0,60
early_norm_charge_x_B6,-0.0050343057178141816,-0.002868458259305708,traditional_family_ridge,100.0,60
family_log_support,-0.003893804393848443,-0.0016666893637666518,traditional_family_ridge,100.0,60
family_log_amp_iqr,-0.05417433492481263,-0.0012935785800653448,traditional_family_ridge,100.0,60
norm_peak_height,0.0,0.0,traditional_family_ridge,100.0,60
family_peak_median,0.0,0.0,traditional_family_ridge,100.0,60
family_target_median_ns,0.3862045401015316,1.109627267946548,ml_family_ridge,100.0,60
stave_B4,-2.3035738542535706,-1.0859151288710833,ml_family_ridge,100.0,60
stave_B6,1.6223925969525046,0.7648032047012627,ml_family_ridge,100.0,60
peak_sample,0.2327141347785865,0.5916199269002236,ml_family_ridge,100.0,60
waveform_norm_7,-1.777007184015808,-0.48539914509253707,ml_family_ridge,100.0,60
waveform_norm_10,1.180422458043538,0.3464044642501238,ml_family_ridge,100.0,60
stave_B8,0.681181257300833,0.3211119241697106,ml_family_ridge,100.0,60
waveform_norm_16,-1.1002282899568294,-0.3143038953577331,ml_family_ridge,100.0,60
waveform_norm_5,0.785886200203238,0.3062396827418748,ml_family_ridge,100.0,60
waveform_norm_12,-0.8865109635139143,-0.28291122244451544,ml_family_ridge,100.0,60
waveform_norm_14,0.9262675552298114,0.2777357343883406,ml_family_ridge,100.0,60
waveform_norm_1,-2.6599422727335704,-0.255674469879965,ml_family_ridge,100.0,60
family_area_over_amp_median,0.4603614868003004,0.2392376597725043,ml_family_ridge,100.0,60
waveform_norm_9,0.6787830453012066,0.1931675851604316,ml_family_ridge,100.0,60
family_target_iqr_ns,1.3934993102500108,0.16802724194658875,ml_family_ridge,100.0,60
waveform_norm_3,0.6241379261974218,0.16686421293636183,ml_family_ridge,100.0,60
waveform_norm_13,0.512350649571652,0.160688407008608,ml_family_ridge,100.0,60
waveform_norm_2,-1.5111605382123061,-0.14563865469399875,ml_family_ridge,100.0,60
waveform_norm_6,0.32796435857936473,0.10998308824885679,ml_family_ridge,100.0,60
family_log_support,-0.2555938498233167,-0.10940342858970889,ml_family_ridge,100.0,60
waveform_norm_0,0.5679146850255705,0.09990850032333685,ml_family_ridge,100.0,60
family_log_amp_median,0.519836803403132,0.08528318028940592,ml_family_ridge,100.0,60
area_over_amp,0.03834059657548299,0.0755510738872889,ml_family_ridge,100.0,60
waveform_norm_8,0.2549840476050682,0.07040320794347518,ml_family_ridge,100.0,60
waveform_norm_17,-0.1542359271655251,-0.045406793690926726,ml_family_ridge,100.0,60
log_amp,-0.1328296469984742,-0.04382653806813661,ml_family_ridge,100.0,60
waveform_norm_15,-0.12812373519387704,-0.03681069145975854,ml_family_ridge,100.0,60
family_log_amp_iqr,1.380578448750901,0.0329655493119131,ml_family_ridge,100.0,60
waveform_norm_11,-0.07248102062904783,-0.022496891174844595,ml_family_ridge,100.0,60
waveform_norm_4,0.022659421553148425,0.00815013664852808,ml_family_ridge,100.0,60
family_peak_median,0.0,0.0,ml_family_ridge,100.0,60
stave_B4,-4.3189750771321345,-2.035984376543754,analytic_timewalk,100.0,61
stave_B6,2.5063919946325273,1.1815245171441497,analytic_timewalk,100.0,61
stave_B8,1.8125830824980356,0.8544598593988634,analytic_timewalk,100.0,61
log_amp,-2.3872857076861704,-0.7899326495469761,analytic_timewalk,100.0,61
inv_amp_1000,-4.610869347645873,-0.6485348156725981,analytic_timewalk,100.0,61
inv_sqrt_amp_1000,-0.2595296442544151,-0.02738999824757562,analytic_timewalk,100.0,61
cfd40_minus_cfd20_ns_x_B4,0.3256005192794213,0.8429061022576971,traditional_family_ridge,100.0,61
max_norm_slope_x_B4,-3.038141038091569,-0.612453267090757,traditional_family_ridge,100.0,61
late_norm_charge_x_B8,0.2046690414186752,0.5292009956792468,traditional_family_ridge,100.0,61
log_amp,-1.5779072217732297,-0.5221161540998471,traditional_family_ridge,100.0,61
inv_sqrt_amp_1000_x_B4,-1.6021581935177969,-0.5155684107100438,traditional_family_ridge,100.0,61
cfd40_minus_cfd20_ns_x_B6,-0.18631295875297915,-0.47401674991123405,traditional_family_ridge,100.0,61
area_over_amp,-0.2106088080127958,-0.42178322612533925,traditional_family_ridge,100.0,61
max_norm_slope_x_B8,1.9559904212992016,0.4177611210339516,traditional_family_ridge,100.0,61
inv_sqrt_amp_1000_x_B8,1.5097013543986024,0.4081129632378399,traditional_family_ridge,100.0,61
inv_amp_1000,-2.6403684015404623,-0.371377001925909,traditional_family_ridge,100.0,61
log_amp_x_B6,0.10062436419827932,0.3682692012749908,traditional_family_ridge,100.0,61
late_norm_charge_x_B4,-0.15657252284968276,-0.36271047666345657,traditional_family_ridge,100.0,61
late_norm_charge,0.15379465982205642,0.3428466638011764,traditional_family_ridge,100.0,61
norm_peak_height_x_B6,0.7077179561106139,0.33362144395551124,traditional_family_ridge,100.0,61
stave_B6,0.7077179561105695,0.33362144395549026,traditional_family_ridge,100.0,61
family_target_median_ns,0.10903257621303221,0.3310129112586106,traditional_family_ridge,100.0,61
area_over_amp_x_B4,-0.08924257401720917,-0.3060286873945818,traditional_family_ridge,100.0,61
stave_B4,-0.6398518394483299,-0.301629049752381,traditional_family_ridge,100.0,61
norm_peak_height_x_B4,-0.6398518394482905,-0.30162904975236243,traditional_family_ridge,100.0,61
cfd40_minus_cfd20_ns_x_B8,-0.12459646622067319,-0.27509774109218244,traditional_family_ridge,100.0,61
cfd40_minus_cfd20_ns,0.19372591039232553,0.2672616671744053,traditional_family_ridge,100.0,61
log_amp_x_B8,-0.06326953968328104,-0.241690375257385,traditional_family_ridge,100.0,61
peak_sample_x_B8,0.05016371933301396,0.19876367235910317,traditional_family_ridge,100.0,61
early_norm_charge,0.21947420753849436,0.19391505278674828,traditional_family_ridge,100.0,61
early_norm_charge_x_B8,0.2769753191862552,0.16487439719573935,traditional_family_ridge,100.0,61
log_amp_x_B4,-0.04502935317942408,-0.1640015556110605,traditional_family_ridge,100.0,61
inv_sqrt_amp_1000_x_B6,0.5115522494886579,0.16100971641604525,traditional_family_ridge,100.0,61
inv_amp_1000_x_B4,-0.6497276976125018,-0.15018774556344475,traditional_family_ridge,100.0,61
max_norm_slope,-1.6049448785770182,-0.14304434447106976,traditional_family_ridge,100.0,61
family_log_amp_iqr,-5.124387677666948,-0.13845507215777192,traditional_family_ridge,100.0,61
