candidate,alpha,fold,sigma68_ns,n_pair_residuals,n_features,method,heldout_run,summary_train_runs
amp_rise_shape_by_stave,10.0,1,1.497848543551061,2838,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,10.0,2,1.4236386517674018,3399,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,10.0,-1,1.7142268362871007,0,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,100.0,0,2.2094720670540844,2799,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,100.0,1,1.4865928980742509,2838,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,100.0,2,1.4345653813605623,3399,47.0,analytic_timewalk,60,
amp_rise_shape_by_stave,100.0,-1,1.7102101154962994,0,47.0,analytic_timewalk,60,
,0.01,0,1.995407342459968,2799,,ml_ridge_no_family,60,
,0.01,1,1.3907558863021015,2838,,ml_ridge_no_family,60,
,0.01,2,1.4081535252765105,3399,,ml_ridge_no_family,60,
,0.01,-1,1.5981055846795267,0,,ml_ridge_no_family,60,
,0.1,0,1.9943154881633613,2799,,ml_ridge_no_family,60,
,0.1,1,1.3910264838350335,2838,,ml_ridge_no_family,60,
,0.1,2,1.407726780889802,3399,,ml_ridge_no_family,60,
,0.1,-1,1.5976895842960657,0,,ml_ridge_no_family,60,
,1.0,0,1.9937826432017118,2799,,ml_ridge_no_family,60,
,1.0,1,1.3835667409104222,2838,,ml_ridge_no_family,60,
,1.0,2,1.4041576841303534,3399,,ml_ridge_no_family,60,
,1.0,-1,1.5938356894141623,0,,ml_ridge_no_family,60,
,10.0,0,1.9837989769038962,2799,,ml_ridge_no_family,60,
,10.0,1,1.3681216878558138,2838,,ml_ridge_no_family,60,
,10.0,2,1.3882014154730602,3399,,ml_ridge_no_family,60,
,10.0,-1,1.5800406934109235,0,,ml_ridge_no_family,60,
,100.0,0,1.9539832346201755,2799,,ml_ridge_no_family,60,
,100.0,1,1.3087211225688216,2838,,ml_ridge_no_family,60,
,100.0,2,1.3425420401457215,3399,,ml_ridge_no_family,60,
,100.0,-1,1.535082132444906,0,,ml_ridge_no_family,60,
,0.01,0,2.2403339220453886,2799,54.0,traditional_family_ridge,60,"58,59,62,63,65"
,0.01,1,1.497317412442782,2838,54.0,traditional_family_ridge,60,"59,61,63"
,0.01,2,1.849639578687124,3399,54.0,traditional_family_ridge,60,"58,61,62,65"
,0.01,-1,1.862430304391765,0,54.0,traditional_family_ridge,60,inner_cv_train_only
,0.1,0,2.2305233936691375,2799,54.0,traditional_family_ridge,60,"58,59,62,63,65"
,0.1,1,1.5033953156077273,2838,54.0,traditional_family_ridge,60,"59,61,63"
,0.1,2,1.832509530262191,3399,54.0,traditional_family_ridge,60,"58,61,62,65"
,0.1,-1,1.8554760798463519,0,54.0,traditional_family_ridge,60,inner_cv_train_only
,1.0,0,2.2236614938836032,2799,54.0,traditional_family_ridge,60,"58,59,62,63,65"
,1.0,1,1.4811828497087172,2838,54.0,traditional_family_ridge,60,"59,61,63"
,1.0,2,1.7653491563235244,3399,54.0,traditional_family_ridge,60,"58,61,62,65"
,1.0,-1,1.8233978333052816,0,54.0,traditional_family_ridge,60,inner_cv_train_only
,10.0,0,2.2296277580890593,2799,54.0,traditional_family_ridge,60,"58,59,62,63,65"
,10.0,1,1.452018002628674,2838,54.0,traditional_family_ridge,60,"59,61,63"
,10.0,2,1.5436205736325435,3399,54.0,traditional_family_ridge,60,"58,61,62,65"
,10.0,-1,1.7417554447834256,0,54.0,traditional_family_ridge,60,inner_cv_train_only
,100.0,0,2.222317479944138,2799,54.0,traditional_family_ridge,60,"58,59,62,63,65"
,100.0,1,1.4664573593074726,2838,54.0,traditional_family_ridge,60,"59,61,63"
,100.0,2,1.4212889645050455,3399,54.0,traditional_family_ridge,60,"58,61,62,65"
,100.0,-1,1.7033546012522187,0,54.0,traditional_family_ridge,60,inner_cv_train_only
,0.01,0,1.981865876185855,2799,31.0,ml_family_ridge,60,"58,59,62,63,65"
,0.01,1,1.359253796197562,2838,31.0,ml_family_ridge,60,"59,61,63"
,0.01,2,1.6423166767224349,3399,31.0,ml_family_ridge,60,"58,61,62,65"
,0.01,-1,1.6611454497019507,0,31.0,ml_family_ridge,60,inner_cv_train_only
,0.1,0,1.9805377138686897,2799,31.0,ml_family_ridge,60,"58,59,62,63,65"
,0.1,1,1.3589609696044298,2838,31.0,ml_family_ridge,60,"59,61,63"
,0.1,2,1.637269792535578,3399,31.0,ml_family_ridge,60,"58,61,62,65"
,0.1,-1,1.6589228253362325,0,31.0,ml_family_ridge,60,inner_cv_train_only
,1.0,0,1.9790377805149468,2799,31.0,ml_family_ridge,60,"58,59,62,63,65"
,1.0,1,1.355894085796721,2838,31.0,ml_family_ridge,60,"59,61,63"
,1.0,2,1.6119999751304432,3399,31.0,ml_family_ridge,60,"58,61,62,65"
,1.0,-1,1.6489772804807037,0,31.0,ml_family_ridge,60,inner_cv_train_only
,10.0,0,1.9840906842345132,2799,31.0,ml_family_ridge,60,"58,59,62,63,65"
,10.0,1,1.346935671779089,2838,31.0,ml_family_ridge,60,"59,61,63"
,10.0,2,1.4763843898890505,3399,31.0,ml_family_ridge,60,"58,61,62,65"
,10.0,-1,1.6024702486342175,0,31.0,ml_family_ridge,60,inner_cv_train_only
,100.0,0,1.975875246024543,2799,31.0,ml_family_ridge,60,"58,59,62,63,65"
,100.0,1,1.299985472242857,2838,31.0,ml_family_ridge,60,"59,61,63"
,100.0,2,1.330451518100966,3399,31.0,ml_family_ridge,60,"58,61,62,65"
,100.0,-1,1.5354374121227885,0,31.0,ml_family_ridge,60,inner_cv_train_only
amp_only,0.0,0,1.4772577033133407,2622,6.0,analytic_timewalk,61,
amp_only,0.0,1,1.5310107712930519,2640,6.0,analytic_timewalk,61,
amp_only,0.0,2,1.5856495039668363,3399,6.0,analytic_timewalk,61,
amp_only,0.0,-1,1.531305992857743,0,6.0,analytic_timewalk,61,
amp_only,0.01,0,1.4773979840022484,2622,6.0,analytic_timewalk,61,
amp_only,0.01,1,1.532271485928891,2640,6.0,analytic_timewalk,61,
amp_only,0.01,2,1.5860753962088614,3399,6.0,analytic_timewalk,61,
amp_only,0.01,-1,1.5319149553800002,0,6.0,analytic_timewalk,61,
amp_only,0.1,0,1.4784057266955903,2622,6.0,analytic_timewalk,61,
amp_only,0.1,1,1.5371802897805704,2640,6.0,analytic_timewalk,61,
amp_only,0.1,2,1.5903669213201115,3399,6.0,analytic_timewalk,61,
amp_only,0.1,-1,1.5353176459320907,0,6.0,analytic_timewalk,61,
amp_only,1.0,0,1.4834696598520782,2622,6.0,analytic_timewalk,61,
amp_only,1.0,1,1.5686654707749967,2640,6.0,analytic_timewalk,61,
amp_only,1.0,2,1.6007747437362168,3399,6.0,analytic_timewalk,61,
amp_only,1.0,-1,1.5509699581210974,0,6.0,analytic_timewalk,61,
amp_only,10.0,0,1.4788179776967223,2622,6.0,analytic_timewalk,61,
amp_only,10.0,1,1.5713696747362575,2640,6.0,analytic_timewalk,61,
amp_only,10.0,2,1.5942608373478793,3399,6.0,analytic_timewalk,61,
amp_only,10.0,-1,1.5481494965936198,0,6.0,analytic_timewalk,61,
amp_only,100.0,0,1.4271665884093654,2622,6.0,analytic_timewalk,61,
amp_only,100.0,1,1.5165144764107599,2640,6.0,analytic_timewalk,61,
amp_only,100.0,2,1.534389012644507,3399,6.0,analytic_timewalk,61,
amp_only,100.0,-1,1.4926900258215439,0,6.0,analytic_timewalk,61,
amp_rise_shape,0.0,0,1.592354024115127,2622,14.0,analytic_timewalk,61,
amp_rise_shape,0.0,1,1.5979557226492926,2640,14.0,analytic_timewalk,61,
amp_rise_shape,0.0,2,1.6497069030829945,3399,14.0,analytic_timewalk,61,
amp_rise_shape,0.0,-1,1.6133388832824715,0,14.0,analytic_timewalk,61,
amp_rise_shape,0.01,0,1.5921985300269796,2622,14.0,analytic_timewalk,61,
amp_rise_shape,0.01,1,1.598616063876522,2640,14.0,analytic_timewalk,61,
amp_rise_shape,0.01,2,1.649397278597825,3399,14.0,analytic_timewalk,61,
amp_rise_shape,0.01,-1,1.6134039575004424,0,14.0,analytic_timewalk,61,
amp_rise_shape,0.1,0,1.5937421869718178,2622,14.0,analytic_timewalk,61,
amp_rise_shape,0.1,1,1.606551791268474,2640,14.0,analytic_timewalk,61,
amp_rise_shape,0.1,2,1.6551011869063224,3399,14.0,analytic_timewalk,61,
amp_rise_shape,0.1,-1,1.6184650550488715,0,14.0,analytic_timewalk,61,
amp_rise_shape,1.0,0,1.5811332592724188,2622,14.0,analytic_timewalk,61,
amp_rise_shape,1.0,1,1.6236227662523324,2640,14.0,analytic_timewalk,61,
amp_rise_shape,1.0,2,1.6622498914055766,3399,14.0,analytic_timewalk,61,
amp_rise_shape,1.0,-1,1.6223353056434426,0,14.0,analytic_timewalk,61,
amp_rise_shape,10.0,0,1.563137185022324,2622,14.0,analytic_timewalk,61,
amp_rise_shape,10.0,1,1.6416287235226736,2640,14.0,analytic_timewalk,61,
amp_rise_shape,10.0,2,1.6631241378444697,3399,14.0,analytic_timewalk,61,
amp_rise_shape,10.0,-1,1.6226300154631559,0,14.0,analytic_timewalk,61,
amp_rise_shape,100.0,0,1.5050019803867232,2622,14.0,analytic_timewalk,61,
amp_rise_shape,100.0,1,1.6139549659318035,2640,14.0,analytic_timewalk,61,
amp_rise_shape,100.0,2,1.6376659671509821,3399,14.0,analytic_timewalk,61,
amp_rise_shape,100.0,-1,1.5855409711565027,0,14.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.0,0,1.7600175485068077,2622,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.0,1,1.8129622224826711,2640,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.0,2,1.647693888069095,3399,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.0,-1,1.7402245530195246,0,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.01,0,1.7479541138718275,2622,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.01,1,1.8199772349279688,2640,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.01,2,1.6662753080996795,3399,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.01,-1,1.7447355522998251,0,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.1,0,1.7487234506136433,2622,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.1,1,1.8204889579971095,2640,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.1,2,1.6685507327117939,3399,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,0.1,-1,1.7459210471075155,0,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,1.0,0,1.7465733563668961,2622,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,1.0,1,1.7847283665947038,2640,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,1.0,2,1.6476522189963427,3399,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,1.0,-1,1.7263179806526476,0,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,10.0,0,1.7585836087236495,2622,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,10.0,1,1.738977643656041,2640,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,10.0,2,1.6545346231579783,3399,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,10.0,-1,1.7173652918458897,0,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,100.0,0,1.709618538141734,2622,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,100.0,1,1.6989210329682605,2640,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,100.0,2,1.6745791266848409,3399,47.0,analytic_timewalk,61,
amp_rise_shape_by_stave,100.0,-1,1.694372899264945,0,47.0,analytic_timewalk,61,
,0.01,0,1.4581169609441473,2622,,ml_ridge_no_family,61,
,0.01,1,1.6195196069864843,2640,,ml_ridge_no_family,61,
,0.01,2,1.6336751940759227,3399,,ml_ridge_no_family,61,
,0.01,-1,1.5704372540021847,0,,ml_ridge_no_family,61,
,0.1,0,1.4588508918234622,2622,,ml_ridge_no_family,61,
,0.1,1,1.6194840842298603,2640,,ml_ridge_no_family,61,
,0.1,2,1.6336737347544013,3399,,ml_ridge_no_family,61,
,0.1,-1,1.5706695702692413,0,,ml_ridge_no_family,61,
,1.0,0,1.4529388709976212,2622,,ml_ridge_no_family,61,
,1.0,1,1.6122317200184895,2640,,ml_ridge_no_family,61,
,1.0,2,1.6319799880522285,3399,,ml_ridge_no_family,61,
,1.0,-1,1.5657168596894466,0,,ml_ridge_no_family,61,
,10.0,0,1.4314280094672076,2622,,ml_ridge_no_family,61,
,10.0,1,1.5879773333668996,2640,,ml_ridge_no_family,61,
,10.0,2,1.6192678165960965,3399,,ml_ridge_no_family,61,
,10.0,-1,1.5462243864767347,0,,ml_ridge_no_family,61,
,100.0,0,1.3660657034865282,2622,,ml_ridge_no_family,61,
,100.0,1,1.535049277530769,2640,,ml_ridge_no_family,61,
,100.0,2,1.554003003531738,3399,,ml_ridge_no_family,61,
,100.0,-1,1.4850393281830119,0,,ml_ridge_no_family,61,
,0.01,0,1.742036804369231,2622,54.0,traditional_family_ridge,61,"58,59,62,63"
,0.01,1,1.8413516375719423,2640,54.0,traditional_family_ridge,61,"59,60,63,65"
,0.01,2,1.6900514344248183,3399,54.0,traditional_family_ridge,61,"58,60,62,65"
,0.01,-1,1.757813292121997,0,54.0,traditional_family_ridge,61,inner_cv_train_only
,0.1,0,1.7412036581683574,2622,54.0,traditional_family_ridge,61,"58,59,62,63"
,0.1,1,1.8335057470237843,2640,54.0,traditional_family_ridge,61,"59,60,63,65"
,0.1,2,1.6819172655495995,3399,54.0,traditional_family_ridge,61,"58,60,62,65"
,0.1,-1,1.752208890247247,0,54.0,traditional_family_ridge,61,inner_cv_train_only
,1.0,0,1.7381390095141103,2622,54.0,traditional_family_ridge,61,"58,59,62,63"
,1.0,1,1.8067421894755822,2640,54.0,traditional_family_ridge,61,"59,60,63,65"
,1.0,2,1.6700644002843148,3399,54.0,traditional_family_ridge,61,"58,60,62,65"
,1.0,-1,1.7383151997580024,0,54.0,traditional_family_ridge,61,inner_cv_train_only
,10.0,0,1.7558212576595693,2622,54.0,traditional_family_ridge,61,"58,59,62,63"
,10.0,1,1.7696328758579147,2640,54.0,traditional_family_ridge,61,"59,60,63,65"
,10.0,2,1.672401196225281,3399,54.0,traditional_family_ridge,61,"58,60,62,65"
,10.0,-1,1.7326184432475884,0,54.0,traditional_family_ridge,61,inner_cv_train_only
,100.0,0,1.694726951752036,2622,54.0,traditional_family_ridge,61,"58,59,62,63"
,100.0,1,1.7341716767926472,2640,54.0,traditional_family_ridge,61,"59,60,63,65"
,100.0,2,1.6868829938724654,3399,54.0,traditional_family_ridge,61,"58,60,62,65"
,100.0,-1,1.7052605408057164,0,54.0,traditional_family_ridge,61,inner_cv_train_only
,0.01,0,1.4728094213425715,2622,31.0,ml_family_ridge,61,"58,59,62,63"
,0.01,1,1.6089536273050278,2640,31.0,ml_family_ridge,61,"59,60,63,65"
,0.01,2,1.6479773501258435,3399,31.0,ml_family_ridge,61,"58,60,62,65"
,0.01,-1,1.5765801329244808,0,31.0,ml_family_ridge,61,inner_cv_train_only
,0.1,0,1.4727435236811417,2622,31.0,ml_family_ridge,61,"58,59,62,63"
,0.1,1,1.608449615977022,2640,31.0,ml_family_ridge,61,"59,60,63,65"
,0.1,2,1.6474432630222162,3399,31.0,ml_family_ridge,61,"58,60,62,65"
,0.1,-1,1.5762121342267934,0,31.0,ml_family_ridge,61,inner_cv_train_only
,1.0,0,1.4763369993821658,2622,31.0,ml_family_ridge,61,"58,59,62,63"
,1.0,1,1.6044516888502138,2640,31.0,ml_family_ridge,61,"59,60,63,65"
,1.0,2,1.6455988711602378,3399,31.0,ml_family_ridge,61,"58,60,62,65"
,1.0,-1,1.5754625197975392,0,31.0,ml_family_ridge,61,inner_cv_train_only
,10.0,0,1.4448894734674305,2622,31.0,ml_family_ridge,61,"58,59,62,63"
,10.0,1,1.5838909567670676,2640,31.0,ml_family_ridge,61,"59,60,63,65"
,10.0,2,1.6364325332849443,3399,31.0,ml_family_ridge,61,"58,60,62,65"
,10.0,-1,1.5550709878398141,0,31.0,ml_family_ridge,61,inner_cv_train_only
,100.0,0,1.361410384106617,2622,31.0,ml_family_ridge,61,"58,59,62,63"
,100.0,1,1.5518476851117475,2640,31.0,ml_family_ridge,61,"59,60,63,65"
,100.0,2,1.5764045331142356,3399,31.0,ml_family_ridge,61,"58,60,62,65"
,100.0,-1,1.4965542007775332,0,31.0,ml_family_ridge,61,inner_cv_train_only
amp_only,0.0,0,2.12911762406726,2799,6.0,analytic_timewalk,62,
amp_only,0.0,1,1.311592582140475,2841,6.0,analytic_timewalk,62,
amp_only,0.0,2,1.3532868190065894,3399,6.0,analytic_timewalk,62,
amp_only,0.0,-1,1.5979990084047746,0,6.0,analytic_timewalk,62,
amp_only,0.01,0,2.1309372285583206,2799,6.0,analytic_timewalk,62,
amp_only,0.01,1,1.3088315932367691,2841,6.0,analytic_timewalk,62,
amp_only,0.01,2,1.3538419472828909,3399,6.0,analytic_timewalk,62,
amp_only,0.01,-1,1.597870256359327,0,6.0,analytic_timewalk,62,
amp_only,0.1,0,2.140822810944883,2799,6.0,analytic_timewalk,62,
amp_only,0.1,1,1.3034863575443496,2841,6.0,analytic_timewalk,62,
amp_only,0.1,2,1.3661763392606514,3399,6.0,analytic_timewalk,62,
amp_only,0.1,-1,1.6034951692499613,0,6.0,analytic_timewalk,62,
amp_only,1.0,0,2.1401671769560244,2799,6.0,analytic_timewalk,62,
amp_only,1.0,1,1.3262420453335486,2841,6.0,analytic_timewalk,62,
amp_only,1.0,2,1.4167908197011845,3399,6.0,analytic_timewalk,62,
amp_only,1.0,-1,1.6277333473302527,0,6.0,analytic_timewalk,62,
amp_only,10.0,0,2.134071913840817,2799,6.0,analytic_timewalk,62,
amp_only,10.0,1,1.3361498030234429,2841,6.0,analytic_timewalk,62,
amp_only,10.0,2,1.4170454565074428,3399,6.0,analytic_timewalk,62,
amp_only,10.0,-1,1.6290890577905675,0,6.0,analytic_timewalk,62,
amp_only,100.0,0,2.1030651453786486,2799,6.0,analytic_timewalk,62,
amp_only,100.0,1,1.2614382029445388,2841,6.0,analytic_timewalk,62,
amp_only,100.0,2,1.3469846727077788,3399,6.0,analytic_timewalk,62,
amp_only,100.0,-1,1.5704960070103222,0,6.0,analytic_timewalk,62,
amp_rise_shape,0.0,0,2.1377140391341887,2799,14.0,analytic_timewalk,62,
amp_rise_shape,0.0,1,1.356342742785273,2841,14.0,analytic_timewalk,62,
amp_rise_shape,0.0,2,1.3768578643388942,3399,14.0,analytic_timewalk,62,
amp_rise_shape,0.0,-1,1.623638215419452,0,14.0,analytic_timewalk,62,
amp_rise_shape,0.01,0,2.1387674626121145,2799,14.0,analytic_timewalk,62,
amp_rise_shape,0.01,1,1.3549110732852183,2841,14.0,analytic_timewalk,62,
amp_rise_shape,0.01,2,1.3788665616600204,3399,14.0,analytic_timewalk,62,
amp_rise_shape,0.01,-1,1.6241816991857843,0,14.0,analytic_timewalk,62,
amp_rise_shape,0.1,0,2.1417725869741546,2799,14.0,analytic_timewalk,62,
amp_rise_shape,0.1,1,1.3629284177956842,2841,14.0,analytic_timewalk,62,
amp_rise_shape,0.1,2,1.3805338115877064,3399,14.0,analytic_timewalk,62,
amp_rise_shape,0.1,-1,1.6284116054525148,0,14.0,analytic_timewalk,62,
amp_rise_shape,1.0,0,2.133433949061296,2799,14.0,analytic_timewalk,62,
amp_rise_shape,1.0,1,1.3613596886289896,2841,14.0,analytic_timewalk,62,
amp_rise_shape,1.0,2,1.4007932709086452,3399,14.0,analytic_timewalk,62,
amp_rise_shape,1.0,-1,1.6318623028663104,0,14.0,analytic_timewalk,62,
amp_rise_shape,10.0,0,2.1202144931131905,2799,14.0,analytic_timewalk,62,
amp_rise_shape,10.0,1,1.3644734323231127,2841,14.0,analytic_timewalk,62,
amp_rise_shape,10.0,2,1.4204603178045132,3399,14.0,analytic_timewalk,62,
amp_rise_shape,10.0,-1,1.6350494144136054,0,14.0,analytic_timewalk,62,
amp_rise_shape,100.0,0,2.0907996040065964,2799,14.0,analytic_timewalk,62,
amp_rise_shape,100.0,1,1.325418763640259,2841,14.0,analytic_timewalk,62,
amp_rise_shape,100.0,2,1.3979025952045339,3399,14.0,analytic_timewalk,62,
amp_rise_shape,100.0,-1,1.6047069876171296,0,14.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.0,0,2.241683989184909,2799,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.0,1,1.5097971082410024,2841,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.0,2,1.4685559998348505,3399,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.0,-1,1.7400123657535875,0,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.01,0,2.2538860677675916,2799,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.01,1,1.50155031046404,2841,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.01,2,1.472396191543514,3399,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.01,-1,1.742610856591715,0,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.1,0,2.255919247574264,2799,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.1,1,1.495975562913599,2841,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.1,2,1.4740009333577828,3399,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,0.1,-1,1.7419652479485486,0,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,1.0,0,2.2388842707371444,2799,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,1.0,1,1.4745765669571171,2841,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,1.0,2,1.4566640615692974,3399,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,1.0,-1,1.7233749664211864,0,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,10.0,0,2.226188357359466,2799,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,10.0,1,1.452612364873545,2841,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,10.0,2,1.458510350423195,3399,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,10.0,-1,1.7124370242187352,0,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,100.0,0,2.2025669003484802,2799,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,100.0,1,1.4361913693487487,2841,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,100.0,2,1.475062676025951,3399,47.0,analytic_timewalk,62,
amp_rise_shape_by_stave,100.0,-1,1.7046069819077267,0,47.0,analytic_timewalk,62,
,0.01,0,2.087172134898665,2799,,ml_ridge_no_family,62,
,0.01,1,1.3365174348905056,2841,,ml_ridge_no_family,62,
,0.01,2,1.4691312993021586,3399,,ml_ridge_no_family,62,
,0.01,-1,1.6309402896971097,0,,ml_ridge_no_family,62,
,0.1,0,2.086547418072423,2799,,ml_ridge_no_family,62,
,0.1,1,1.3359981537818824,2841,,ml_ridge_no_family,62,
,0.1,2,1.4688204487279886,3399,,ml_ridge_no_family,62,
,0.1,-1,1.630455340194098,0,,ml_ridge_no_family,62,
,1.0,0,2.081835775046956,2799,,ml_ridge_no_family,62,
,1.0,1,1.333058653052575,2841,,ml_ridge_no_family,62,
,1.0,2,1.4663749182649612,3399,,ml_ridge_no_family,62,
,1.0,-1,1.6270897821214974,0,,ml_ridge_no_family,62,
,10.0,0,2.064353879934895,2799,,ml_ridge_no_family,62,
,10.0,1,1.3224531309694725,2841,,ml_ridge_no_family,62,
,10.0,2,1.455675604194921,3399,,ml_ridge_no_family,62,
,10.0,-1,1.6141608716997629,0,,ml_ridge_no_family,62,
,100.0,0,1.9966253575778083,2799,,ml_ridge_no_family,62,
,100.0,1,1.2576421479782174,2841,,ml_ridge_no_family,62,
,100.0,2,1.4048847698527522,3399,,ml_ridge_no_family,62,
,100.0,-1,1.5530507584695927,0,,ml_ridge_no_family,62,
,0.01,0,2.2826983326152863,2799,54.0,traditional_family_ridge,62,"58,59,60,63,65"
,0.01,1,1.721332377516223,2841,54.0,traditional_family_ridge,62,"59,61,63"
,0.01,2,1.7373779439867625,3399,54.0,traditional_family_ridge,62,"58,60,61,65"
,0.01,-1,1.9138028847060908,0,54.0,traditional_family_ridge,62,inner_cv_train_only
,0.1,0,2.2928689338257136,2799,54.0,traditional_family_ridge,62,"58,59,60,63,65"
,0.1,1,1.715320649638194,2841,54.0,traditional_family_ridge,62,"59,61,63"
,0.1,2,1.7339751272369646,3399,54.0,traditional_family_ridge,62,"58,60,61,65"
,0.1,-1,1.9140549035669576,0,54.0,traditional_family_ridge,62,inner_cv_train_only
,1.0,0,2.2668499208111568,2799,54.0,traditional_family_ridge,62,"58,59,60,63,65"
,1.0,1,1.681931334690295,2841,54.0,traditional_family_ridge,62,"59,61,63"
,1.0,2,1.7217238358836404,3399,54.0,traditional_family_ridge,62,"58,60,61,65"
,1.0,-1,1.8901683637950306,0,54.0,traditional_family_ridge,62,inner_cv_train_only
,10.0,0,2.25393464750969,2799,54.0,traditional_family_ridge,62,"58,59,60,63,65"
,10.0,1,1.5779108510345863,2841,54.0,traditional_family_ridge,62,"59,61,63"
,10.0,2,1.7242111225251184,3399,54.0,traditional_family_ridge,62,"58,60,61,65"
,10.0,-1,1.8520188736897982,0,54.0,traditional_family_ridge,62,inner_cv_train_only
,100.0,0,2.2116975894811604,2799,54.0,traditional_family_ridge,62,"58,59,60,63,65"
,100.0,1,1.425654384181351,2841,54.0,traditional_family_ridge,62,"59,61,63"
,100.0,2,1.6920216602858666,3399,54.0,traditional_family_ridge,62,"58,60,61,65"
,100.0,-1,1.7764578779827926,0,54.0,traditional_family_ridge,62,inner_cv_train_only
,0.01,0,2.0528035188966687,2799,31.0,ml_family_ridge,62,"58,59,60,63,65"
,0.01,1,1.5157189264119693,2841,31.0,ml_family_ridge,62,"59,61,63"
,0.01,2,1.65416777773113,3399,31.0,ml_family_ridge,62,"58,60,61,65"
,0.01,-1,1.740896741013256,0,31.0,ml_family_ridge,62,inner_cv_train_only
,0.1,0,2.0526398928049554,2799,31.0,ml_family_ridge,62,"58,59,60,63,65"
,0.1,1,1.5150033941097183,2841,31.0,ml_family_ridge,62,"59,61,63"
,0.1,2,1.654242424457049,3399,31.0,ml_family_ridge,62,"58,60,61,65"
,0.1,-1,1.7406285704572408,0,31.0,ml_family_ridge,62,inner_cv_train_only
,1.0,0,2.0512606883443127,2799,31.0,ml_family_ridge,62,"58,59,60,63,65"
,1.0,1,1.5051492889536298,2841,31.0,ml_family_ridge,62,"59,61,63"
,1.0,2,1.652655839278732,3399,31.0,ml_family_ridge,62,"58,60,61,65"
,1.0,-1,1.7363552721922249,0,31.0,ml_family_ridge,62,inner_cv_train_only
,10.0,0,2.0422823899491807,2799,31.0,ml_family_ridge,62,"58,59,60,63,65"
,10.0,1,1.438655243280828,2841,31.0,ml_family_ridge,62,"59,61,63"
,10.0,2,1.6358277500864786,3399,31.0,ml_family_ridge,62,"58,60,61,65"
,10.0,-1,1.7055884611054957,0,31.0,ml_family_ridge,62,inner_cv_train_only
,100.0,0,2.0180493853766346,2799,31.0,ml_family_ridge,62,"58,59,60,63,65"
,100.0,1,1.2682547219832931,2841,31.0,ml_family_ridge,62,"59,61,63"
,100.0,2,1.5723600774624142,3399,31.0,ml_family_ridge,62,"58,60,61,65"
,100.0,-1,1.6195547282741138,0,31.0,ml_family_ridge,62,inner_cv_train_only
amp_only,0.0,0,2.079474474593261,2799,6.0,analytic_timewalk,63,
