method,run,pair_a,pair_b,cov_ns2
raw_pair_median,47,B2-B8,B6-B8,-21.7249367209208
raw_pair_median,47,B4-B6,B4-B8,0.7093421226379428
raw_pair_median,47,B4-B6,B6-B8,-0.7824908059527085
raw_pair_median,47,B4-B8,B6-B8,0.9060135557494345
raw_pair_median,48,B2-B4,B2-B6,963.6138557876234
raw_pair_median,48,B2-B4,B2-B8,799.4039934950121
raw_pair_median,48,B2-B4,B4-B6,-1.246845996194526
raw_pair_median,48,B2-B4,B4-B8,-0.6121801574136224
raw_pair_median,48,B2-B4,B6-B8,3.3132271246371228
raw_pair_median,48,B2-B6,B2-B8,773.8332561105505
raw_pair_median,48,B2-B6,B4-B6,2.0606486073950183
raw_pair_median,48,B2-B6,B4-B8,1.746735687108831
raw_pair_median,48,B2-B6,B6-B8,1.8933175834155447
raw_pair_median,48,B2-B8,B4-B6,-1.566491437528294
raw_pair_median,48,B2-B8,B4-B8,3.128368270482702
raw_pair_median,48,B2-B8,B6-B8,4.075729313190219
raw_pair_median,48,B4-B6,B4-B8,2.3907335239810172
raw_pair_median,48,B4-B6,B6-B8,-0.7386049085619412
raw_pair_median,48,B4-B8,B6-B8,1.2746688861829591
raw_pair_median,49,B2-B4,B2-B6,845.5798923399124
raw_pair_median,49,B2-B4,B2-B8,929.9472494917741
raw_pair_median,49,B2-B4,B4-B6,3.1504193721324767
raw_pair_median,49,B2-B4,B4-B8,10.005913269386765
raw_pair_median,49,B2-B4,B6-B8,0.37792782718481166
raw_pair_median,49,B2-B6,B2-B8,825.5332481039297
raw_pair_median,49,B2-B6,B4-B6,86.15744925700966
raw_pair_median,49,B2-B6,B4-B8,18.547539410134426
raw_pair_median,49,B2-B6,B6-B8,-0.5118638921995958
raw_pair_median,49,B2-B8,B4-B6,18.169611582949617
raw_pair_median,49,B2-B8,B4-B8,22.520304814578367
raw_pair_median,49,B2-B8,B6-B8,0.8125619438402099
raw_pair_median,49,B4-B6,B4-B8,11.147150224297393
raw_pair_median,49,B4-B6,B6-B8,-0.3869883442942866
raw_pair_median,49,B4-B8,B6-B8,1.1095106834822217
raw_pair_median,50,B2-B4,B2-B6,1393.693188922113
raw_pair_median,50,B2-B4,B2-B8,1484.4826934555158
raw_pair_median,50,B2-B4,B4-B6,29.165120164466227
raw_pair_median,50,B2-B4,B4-B8,13.460602621006208
raw_pair_median,50,B2-B4,B6-B8,6.974475532321324
raw_pair_median,50,B2-B6,B2-B8,1511.1747308483054
raw_pair_median,50,B2-B6,B4-B6,116.04191448360324
raw_pair_median,50,B2-B6,B4-B8,15.321692421679366
raw_pair_median,50,B2-B6,B6-B8,4.5885915680871125
raw_pair_median,50,B2-B8,B4-B6,8.347216889358048
raw_pair_median,50,B2-B8,B4-B8,17.81122510667064
raw_pair_median,50,B2-B8,B6-B8,6.716986363426145
raw_pair_median,50,B4-B6,B4-B8,2.318482883380374
raw_pair_median,50,B4-B6,B6-B8,-0.11540678668652403
raw_pair_median,50,B4-B8,B6-B8,2.0130335999351305
raw_pair_median,51,B2-B4,B2-B6,1191.1407454851665
raw_pair_median,51,B2-B4,B2-B8,1285.4877726915122
raw_pair_median,51,B2-B4,B4-B6,-111.41521776999994
raw_pair_median,51,B2-B4,B4-B8,-144.60425637950286
raw_pair_median,51,B2-B4,B6-B8,-6.1510893679679555
raw_pair_median,51,B2-B6,B2-B8,1516.0028012142977
raw_pair_median,51,B2-B6,B4-B6,124.2331131046058
raw_pair_median,51,B2-B6,B4-B8,356.13761623227947
raw_pair_median,51,B2-B6,B6-B8,-2.4128756753898415
raw_pair_median,51,B2-B8,B4-B6,362.2887056002476
raw_pair_median,51,B2-B8,B4-B8,339.6680656759215
raw_pair_median,51,B2-B8,B6-B8,0.15112910618931732
raw_pair_median,51,B4-B6,B4-B8,505.9321255945703
raw_pair_median,51,B4-B6,B6-B8,4.405589809865638
raw_pair_median,51,B4-B8,B6-B8,7.030490060532929
raw_pair_median,52,B2-B4,B2-B6,1487.5768019531224
raw_pair_median,52,B2-B4,B2-B8,1236.5398986969005
raw_pair_median,52,B2-B4,B4-B6,82.06638499257083
raw_pair_median,52,B2-B4,B4-B8,31.25737780084004
raw_pair_median,52,B2-B4,B6-B8,26.262744546526033
raw_pair_median,52,B2-B6,B2-B8,1270.8646111726543
raw_pair_median,52,B2-B6,B4-B6,241.65198998322725
raw_pair_median,52,B2-B6,B4-B8,33.56787147994525
raw_pair_median,52,B2-B6,B6-B8,24.242862404546482
raw_pair_median,52,B2-B8,B4-B6,7.3051269334192055
raw_pair_median,52,B2-B8,B4-B8,34.929921676244376
raw_pair_median,52,B2-B8,B6-B8,26.055437201650385
raw_pair_median,52,B4-B6,B4-B8,2.532766251190501
raw_pair_median,52,B4-B6,B6-B8,-0.6302024256746781
raw_pair_median,52,B4-B8,B6-B8,1.2388397071855242
raw_pair_median,53,B2-B4,B2-B6,1807.624871777041
raw_pair_median,53,B2-B4,B2-B8,1816.9321743588077
raw_pair_median,53,B2-B4,B4-B6,11.668191762451933
raw_pair_median,53,B2-B4,B4-B8,6.2616023927378235
raw_pair_median,53,B2-B4,B6-B8,9.579954419830415
raw_pair_median,53,B2-B6,B2-B8,1910.4706178057154
raw_pair_median,53,B2-B6,B4-B6,15.05746802176611
raw_pair_median,53,B2-B6,B4-B8,20.507433100662194
raw_pair_median,53,B2-B6,B6-B8,9.537885848565246
raw_pair_median,53,B2-B8,B4-B6,10.927478680831781
raw_pair_median,53,B2-B8,B4-B8,15.416220021394048
raw_pair_median,53,B2-B8,B6-B8,11.32491061854759
raw_pair_median,53,B4-B6,B4-B8,1.9641386670695158
raw_pair_median,53,B4-B6,B6-B8,-0.6221374470988101
raw_pair_median,53,B4-B8,B6-B8,1.2168695647797276
raw_pair_median,54,B2-B4,B2-B6,1776.1871115607728
raw_pair_median,54,B2-B4,B2-B8,2101.7192144079327
raw_pair_median,54,B2-B4,B4-B6,-65.11232399197965
raw_pair_median,54,B2-B4,B4-B8,38.4118348026704
raw_pair_median,54,B2-B4,B6-B8,38.961018642981735
raw_pair_median,54,B2-B6,B2-B8,1936.1767770916265
raw_pair_median,54,B2-B6,B4-B6,35.12361795239425
raw_pair_median,54,B2-B6,B4-B8,39.80213168293157
raw_pair_median,54,B2-B6,B6-B8,33.764296552946206
raw_pair_median,54,B2-B8,B4-B6,0.8411130399498224
raw_pair_median,54,B2-B8,B4-B8,50.93888318782214
raw_pair_median,54,B2-B8,B6-B8,45.397982961069566
raw_pair_median,54,B4-B6,B4-B8,1.0802953011151897
raw_pair_median,54,B4-B6,B6-B8,-0.819568184922415
raw_pair_median,54,B4-B8,B6-B8,11.700859865038476
raw_pair_median,55,B2-B4,B2-B6,1502.8803240231894
raw_pair_median,55,B2-B4,B2-B8,1522.3348961933852
raw_pair_median,55,B2-B4,B4-B6,4.843350905462706
raw_pair_median,55,B2-B4,B4-B8,-0.33564946195452144
raw_pair_median,55,B2-B4,B6-B8,-0.2806661759345038
raw_pair_median,55,B2-B6,B2-B8,1562.8222134750333
raw_pair_median,55,B2-B6,B4-B6,9.404882005467512
raw_pair_median,55,B2-B6,B4-B8,0.8846028454100191
raw_pair_median,55,B2-B6,B6-B8,0.09743747125696908
raw_pair_median,55,B2-B8,B4-B6,1.1652690213445211
raw_pair_median,55,B2-B8,B4-B8,2.510662495234157
raw_pair_median,55,B2-B8,B6-B8,2.4819794516983356
raw_pair_median,55,B4-B6,B4-B8,1.1966919788698547
raw_pair_median,55,B4-B6,B6-B8,-0.7769627128891775
raw_pair_median,55,B4-B8,B6-B8,1.5901580007987797
raw_pair_median,56,B2-B4,B2-B6,1499.2702710476158
raw_pair_median,56,B2-B4,B2-B8,1529.0237676582876
raw_pair_median,56,B2-B4,B4-B6,-13.54766876100644
raw_pair_median,56,B2-B4,B4-B8,-12.47693194003668
raw_pair_median,56,B2-B4,B6-B8,-17.187858185013933
raw_pair_median,56,B2-B6,B2-B8,1480.0214524498813
raw_pair_median,56,B2-B6,B4-B6,27.58508882575077
raw_pair_median,56,B2-B6,B4-B8,-12.37145619953203
raw_pair_median,56,B2-B6,B6-B8,-18.41854620226603
raw_pair_median,56,B2-B8,B4-B6,4.816401985481918
raw_pair_median,56,B2-B8,B4-B8,47.344887847101965
raw_pair_median,56,B2-B8,B6-B8,41.70522685858003
raw_pair_median,56,B4-B6,B4-B8,0.10560306014420107
raw_pair_median,56,B4-B6,B6-B8,-2.9044953603719463
raw_pair_median,56,B4-B8,B6-B8,59.78240069298371
raw_pair_median,57,B2-B4,B2-B6,1048.0803632489162
raw_pair_median,57,B2-B4,B2-B8,1244.3909057017277
raw_pair_median,57,B2-B4,B4-B6,-2.643496091605091
raw_pair_median,57,B2-B4,B4-B8,5.904262914214739
raw_pair_median,57,B2-B4,B6-B8,-1.403139300389035
raw_pair_median,57,B2-B6,B2-B8,1135.2805130813508
raw_pair_median,57,B2-B6,B4-B6,4.5289549307057575
raw_pair_median,57,B2-B6,B4-B8,5.8208836345452255
raw_pair_median,57,B2-B6,B6-B8,-3.0393464971722213
raw_pair_median,57,B2-B8,B4-B6,7.224022934934258
raw_pair_median,57,B2-B8,B4-B8,10.127059823353603
raw_pair_median,57,B2-B8,B6-B8,0.7213329399949772
raw_pair_median,57,B4-B6,B4-B8,1.5348848896218246
raw_pair_median,57,B4-B6,B6-B8,-1.066899368923814
raw_pair_median,57,B4-B8,B6-B8,2.692150042586138
raw_pair_median,58,B2-B4,B2-B6,740.5328149442853
raw_pair_median,58,B2-B4,B2-B8,518.5981309114478
raw_pair_median,58,B2-B4,B4-B6,2.4328990008129128
raw_pair_median,58,B2-B4,B4-B8,-148.10516302714663
raw_pair_median,58,B2-B4,B6-B8,5.735807796101145
raw_pair_median,58,B2-B6,B2-B8,554.4075932995963
raw_pair_median,58,B2-B6,B4-B6,17.097050392192823
raw_pair_median,58,B2-B6,B4-B8,26.323824719665428
raw_pair_median,58,B2-B6,B6-B8,6.497247554597986
raw_pair_median,58,B2-B8,B4-B6,20.588016923564297
raw_pair_median,58,B2-B8,B4-B8,233.81124855590505
raw_pair_median,58,B2-B8,B6-B8,8.297936725978028
raw_pair_median,58,B4-B6,B4-B8,25.25124818577531
raw_pair_median,58,B4-B6,B6-B8,1.0060228482601705
raw_pair_median,58,B4-B8,B6-B8,2.8409335040410575
raw_pair_median,59,B2-B4,B2-B6,173.2374778413238
raw_pair_median,59,B2-B4,B2-B8,173.77337958401094
raw_pair_median,59,B2-B4,B4-B6,0.4539881842492818
raw_pair_median,59,B2-B4,B4-B8,-0.3247009382686117
raw_pair_median,59,B2-B4,B6-B8,0.20365567802150494
raw_pair_median,59,B2-B6,B2-B8,196.3534668035504
raw_pair_median,59,B2-B6,B4-B6,29.411000291139203
raw_pair_median,59,B2-B6,B4-B8,19.504521056146856
raw_pair_median,59,B2-B6,B6-B8,-0.4791376755814788
raw_pair_median,59,B2-B8,B4-B6,19.30086537812533
raw_pair_median,59,B2-B8,B4-B8,43.58390142644551
raw_pair_median,59,B2-B8,B6-B8,13.047000561658958
raw_pair_median,59,B4-B6,B4-B8,19.424349523494527
raw_pair_median,59,B4-B6,B6-B8,-0.9540697118826493
raw_pair_median,59,B4-B8,B6-B8,13.028619885006448
raw_pair_median,60,B2-B4,B2-B6,81.00581268544077
raw_pair_median,60,B2-B4,B2-B8,70.67683331918036
raw_pair_median,60,B2-B4,B4-B6,-3.4361174055134573
raw_pair_median,60,B2-B4,B4-B8,-2.1402572173802072
raw_pair_median,60,B2-B4,B6-B8,0.07753391964875031
raw_pair_median,60,B2-B6,B2-B8,109.28399814407437
raw_pair_median,60,B2-B6,B4-B6,35.88496658606598
raw_pair_median,60,B2-B6,B4-B8,39.52067420845964
raw_pair_median,60,B2-B6,B6-B8,-0.5140475227159731
raw_pair_median,60,B2-B8,B4-B6,39.443140288810866
raw_pair_median,60,B2-B8,B4-B8,81.79591553099253
raw_pair_median,60,B2-B8,B6-B8,28.402606775397555
raw_pair_median,60,B4-B6,B4-B8,41.148209207926
raw_pair_median,60,B4-B6,B6-B8,-0.676307283182101
raw_pair_median,60,B4-B8,B6-B8,28.66273443417801
raw_pair_median,61,B2-B4,B2-B6,69.79185835773077
raw_pair_median,61,B2-B4,B2-B8,33.401738419718825
raw_pair_median,61,B2-B4,B4-B6,-3.376145055624469
raw_pair_median,61,B2-B4,B4-B8,0.10345005003252501
raw_pair_median,61,B2-B4,B6-B8,-0.881621425663305
raw_pair_median,61,B2-B6,B2-B8,64.75076314086567
raw_pair_median,61,B2-B6,B4-B6,43.663498897896645
raw_pair_median,61,B2-B6,B4-B8,30.323068612096954
raw_pair_median,61,B2-B6,B6-B8,-1.2758603817274905
raw_pair_median,61,B2-B8,B4-B6,31.204690037760233
raw_pair_median,61,B2-B8,B4-B8,96.85325419396452
raw_pair_median,61,B2-B8,B6-B8,21.8603284469153
raw_pair_median,61,B4-B6,B4-B8,29.749541237114155
raw_pair_median,61,B4-B6,B6-B8,-0.5113623895817286
raw_pair_median,61,B4-B8,B6-B8,22.930126444070336
raw_pair_median,62,B2-B4,B2-B6,132.31854136519706
raw_pair_median,62,B2-B4,B2-B8,111.20721707501502
raw_pair_median,62,B2-B4,B4-B6,0.3334493190647035
raw_pair_median,62,B2-B4,B4-B8,-1.4053000255767427
raw_pair_median,62,B2-B4,B6-B8,-0.26729567618675537
raw_pair_median,62,B2-B6,B2-B8,99.68803819554996
raw_pair_median,62,B2-B6,B4-B6,25.33578017843289
raw_pair_median,62,B2-B6,B4-B8,2.2613803290689436
raw_pair_median,62,B2-B6,B6-B8,-1.218232527360589
raw_pair_median,62,B2-B8,B4-B6,2.528676005255696
raw_pair_median,62,B2-B8,B4-B8,26.42750911942095
raw_pair_median,62,B2-B8,B6-B8,22.799837494313604
raw_pair_median,62,B4-B6,B4-B8,3.1752191585748064
raw_pair_median,62,B4-B6,B6-B8,-1.096402908502698
raw_pair_median,62,B4-B8,B6-B8,23.34784523688133
raw_pair_median,63,B2-B4,B2-B6,342.2645410058539
raw_pair_median,63,B2-B4,B2-B8,329.4689703386696
raw_pair_median,63,B2-B4,B4-B6,-12.637775792811048
raw_pair_median,63,B2-B4,B4-B8,-2.793640187025902
raw_pair_median,63,B2-B4,B6-B8,-2.923148754265775
raw_pair_median,63,B2-B6,B2-B8,291.0415958077398
raw_pair_median,63,B2-B6,B4-B6,37.965316108664396
raw_pair_median,63,B2-B6,B4-B8,2.28678594141285
raw_pair_median,63,B2-B6,B6-B8,-3.571523558460329
raw_pair_median,63,B2-B8,B4-B6,5.209934695678633
raw_pair_median,63,B2-B8,B4-B8,66.65641931828382
raw_pair_median,63,B2-B8,B6-B8,49.17143424338161
raw_pair_median,63,B4-B6,B4-B8,3.514804583551271
raw_pair_median,63,B4-B6,B6-B8,-1.187497394616083
raw_pair_median,63,B4-B8,B6-B8,52.675993095288355
raw_pair_median,65,B2-B4,B2-B6,671.8691679952975
raw_pair_median,65,B2-B4,B2-B8,808.4622409469739
raw_pair_median,65,B2-B4,B4-B6,1.1875123322132604
raw_pair_median,65,B2-B4,B4-B8,-1.5955498279269027
raw_pair_median,65,B2-B4,B6-B8,7.023781414698464
raw_pair_median,65,B2-B6,B2-B8,548.9689315144475
raw_pair_median,65,B2-B6,B4-B6,4.4599936994639995
raw_pair_median,65,B2-B6,B4-B8,3.6801763288704445
raw_pair_median,65,B2-B6,B6-B8,4.743529586388742
raw_pair_median,65,B2-B8,B4-B6,-3.3436050858280195
raw_pair_median,65,B2-B8,B4-B8,1.1702286821865044
raw_pair_median,65,B2-B8,B6-B8,6.745900280132737
raw_pair_median,65,B4-B6,B4-B8,1.4417553850832894
raw_pair_median,65,B4-B6,B6-B8,-1.0050107141321656
raw_pair_median,65,B4-B8,B6-B8,1.136137669278618
traditional_b_only,44,B2-B4,B2-B6,229.54707271657819
traditional_b_only,44,B2-B4,B2-B8,507.16081064806974
traditional_b_only,44,B2-B4,B4-B6,-47.90384890038261
traditional_b_only,44,B2-B4,B4-B8,-62.19787689966843
traditional_b_only,44,B2-B4,B6-B8,-17.550375367659637
traditional_b_only,44,B2-B6,B2-B8,479.9165451295009
traditional_b_only,44,B2-B6,B4-B6,-6.932088176304232
traditional_b_only,44,B2-B6,B4-B8,-42.39940458693092
traditional_b_only,44,B2-B6,B6-B8,-52.27600270463455
traditional_b_only,44,B2-B8,B4-B6,-78.1583076476194
traditional_b_only,44,B2-B8,B4-B8,-54.483872156121194
traditional_b_only,44,B2-B8,B6-B8,-50.81741726946401
traditional_b_only,44,B4-B6,B4-B8,13.90422169630591
traditional_b_only,44,B4-B6,B6-B8,9.542399078929842
traditional_b_only,44,B4-B8,B6-B8,8.05898042492177
traditional_b_only,45,B2-B4,B2-B6,417.673687749666
traditional_b_only,45,B2-B4,B2-B8,542.834126512167
traditional_b_only,45,B2-B4,B4-B6,-62.94222614706972
traditional_b_only,45,B2-B4,B4-B8,-90.06370748568577
traditional_b_only,45,B2-B4,B6-B8,-82.56880439388297
traditional_b_only,45,B2-B6,B2-B8,571.9890504498991
traditional_b_only,45,B2-B6,B4-B6,-15.63263258821502
traditional_b_only,45,B2-B6,B4-B8,-85.87687330494118
traditional_b_only,45,B2-B6,B6-B8,-95.05041971200643
traditional_b_only,45,B2-B8,B4-B6,-38.70673476935554
traditional_b_only,45,B2-B8,B4-B8,14.312849299368203
traditional_b_only,45,B2-B8,B6-B8,19.013345995907944
traditional_b_only,45,B4-B6,B4-B8,23.596884377898775
traditional_b_only,45,B4-B6,B6-B8,3.4413236030480006
traditional_b_only,45,B4-B8,B6-B8,117.68773823348462
traditional_b_only,47,B2-B4,B2-B6,208.4821872574745
traditional_b_only,47,B2-B4,B2-B8,331.7848434494083
traditional_b_only,47,B2-B4,B4-B6,-80.21464890690845
traditional_b_only,47,B2-B4,B4-B8,-130.67950163358591
traditional_b_only,47,B2-B4,B6-B8,-54.950627123748866
traditional_b_only,47,B2-B6,B2-B8,289.4902743520935
traditional_b_only,47,B2-B6,B4-B6,-17.123587385237037
traditional_b_only,47,B2-B6,B4-B8,-91.85456825142816
traditional_b_only,47,B2-B6,B6-B8,-38.54880075147611
traditional_b_only,47,B2-B8,B4-B6,-98.64092278647671
traditional_b_only,47,B2-B8,B4-B8,-45.984821785769384
traditional_b_only,47,B2-B8,B6-B8,2.440194741651357
traditional_b_only,47,B4-B6,B4-B8,39.53069306241507
traditional_b_only,47,B4-B6,B6-B8,14.620463593225399
traditional_b_only,47,B4-B8,B6-B8,55.60945908635287
traditional_b_only,48,B2-B4,B2-B6,287.97744973145694
traditional_b_only,48,B2-B4,B2-B8,176.17361588640287
traditional_b_only,48,B2-B4,B4-B6,-58.33284103309682
traditional_b_only,48,B2-B4,B4-B8,-44.43463975573667
traditional_b_only,48,B2-B4,B6-B8,-12.570403934151177
traditional_b_only,48,B2-B6,B2-B8,171.0082218420335
traditional_b_only,48,B2-B6,B4-B6,-4.438474031255829
traditional_b_only,48,B2-B6,B4-B8,-19.418338262731563
traditional_b_only,48,B2-B6,B6-B8,-14.43501975929893
traditional_b_only,48,B2-B8,B4-B6,-28.722735472451944
traditional_b_only,48,B2-B8,B4-B8,7.653309042638092
traditional_b_only,48,B2-B8,B6-B8,17.614495477271575
traditional_b_only,48,B4-B6,B4-B8,43.386026821377115
traditional_b_only,48,B4-B6,B6-B8,18.585583060487153
traditional_b_only,48,B4-B8,B6-B8,52.00318288823708
traditional_b_only,49,B2-B4,B2-B6,190.73527782213745
traditional_b_only,49,B2-B4,B2-B8,424.83816564797195
traditional_b_only,49,B2-B4,B4-B6,-81.8358373883637
traditional_b_only,49,B2-B4,B4-B8,-58.72975620993108
traditional_b_only,49,B2-B4,B6-B8,-36.8685820973019
traditional_b_only,49,B2-B6,B2-B8,241.6581338241857
traditional_b_only,49,B2-B6,B4-B6,12.350509899910653
traditional_b_only,49,B2-B6,B4-B8,-38.91423471872936
traditional_b_only,49,B2-B6,B6-B8,-46.94541892390909
traditional_b_only,49,B2-B8,B4-B6,-35.24068786848791
traditional_b_only,49,B2-B8,B4-B8,-24.55676711743595
traditional_b_only,49,B2-B8,B6-B8,-12.642378721439735
traditional_b_only,49,B4-B6,B4-B8,32.16819587513193
traditional_b_only,49,B4-B6,B6-B8,19.534508969600743
traditional_b_only,49,B4-B8,B6-B8,50.19421998461239
traditional_b_only,50,B2-B4,B2-B6,325.9636645706696
traditional_b_only,50,B2-B4,B2-B8,185.9552218204896
traditional_b_only,50,B2-B4,B4-B6,-79.57175148045745
traditional_b_only,50,B2-B4,B4-B8,-76.73934729378341
traditional_b_only,50,B2-B4,B6-B8,-53.996522310653276
traditional_b_only,50,B2-B6,B2-B8,188.40342101263622
traditional_b_only,50,B2-B6,B4-B6,-24.123557573022115
traditional_b_only,50,B2-B6,B4-B8,-56.66178991034231
traditional_b_only,50,B2-B6,B6-B8,-58.86313456607096
traditional_b_only,50,B2-B8,B4-B6,-27.029554975869324
traditional_b_only,50,B2-B8,B4-B8,-32.16911784480189
traditional_b_only,50,B2-B8,B6-B8,-23.717124660398255
traditional_b_only,50,B4-B6,B4-B8,45.60258384794582
traditional_b_only,50,B4-B6,B6-B8,23.370560852852925
traditional_b_only,50,B4-B8,B6-B8,52.1328443703486
traditional_b_only,51,B2-B4,B2-B6,324.0738474931234
traditional_b_only,51,B2-B4,B2-B8,205.1233504428186
traditional_b_only,51,B2-B4,B4-B6,-232.43970135541835
traditional_b_only,51,B2-B4,B4-B8,-340.5166801447392
traditional_b_only,51,B2-B4,B6-B8,-4.070110982012932
traditional_b_only,51,B2-B6,B2-B8,345.82756298469764
traditional_b_only,51,B2-B6,B4-B6,22.334820523664604
traditional_b_only,51,B2-B6,B4-B8,121.2305579629765
traditional_b_only,51,B2-B6,B6-B8,-36.70831551741438
traditional_b_only,51,B2-B8,B4-B6,122.58213801875996
traditional_b_only,51,B2-B8,B4-B8,147.19116777778513
traditional_b_only,51,B2-B8,B6-B8,0.43747054865635493
traditional_b_only,51,B4-B6,B4-B8,462.9068888885417
traditional_b_only,51,B4-B6,B6-B8,-4.903237083377731
traditional_b_only,51,B4-B8,B6-B8,33.11211290317424
traditional_b_only,52,B2-B4,B2-B6,252.2627682414873
traditional_b_only,52,B2-B4,B2-B8,224.14595891428863
traditional_b_only,52,B2-B4,B4-B6,-45.281961030511546
traditional_b_only,52,B2-B4,B4-B8,-46.96483154636551
traditional_b_only,52,B2-B4,B6-B8,-37.550931553141496
traditional_b_only,52,B2-B6,B2-B8,253.3724994318195
traditional_b_only,52,B2-B6,B4-B6,23.583575710528525
traditional_b_only,52,B2-B6,B4-B8,-25.442816682161357
traditional_b_only,52,B2-B6,B6-B8,-48.611255025118766
traditional_b_only,52,B2-B8,B4-B6,-24.422447094859418
traditional_b_only,52,B2-B8,B4-B8,18.63096321034806
traditional_b_only,52,B2-B8,B6-B8,-9.938719929274036
traditional_b_only,52,B4-B6,B4-B8,35.4954170997032
traditional_b_only,52,B4-B6,B6-B8,25.678986255455996
traditional_b_only,52,B4-B8,B6-B8,60.36654480633983
traditional_b_only,53,B2-B4,B2-B6,256.12040236547716
traditional_b_only,53,B2-B4,B2-B8,199.33227820214432
traditional_b_only,53,B2-B4,B4-B6,-94.52470859650708
traditional_b_only,53,B2-B4,B4-B8,-102.94400285847964
traditional_b_only,53,B2-B4,B6-B8,-58.46284377799013
traditional_b_only,53,B2-B6,B2-B8,217.4482007999569
traditional_b_only,53,B2-B6,B4-B6,-47.58961871316671
traditional_b_only,53,B2-B6,B4-B8,-60.168981652535635
traditional_b_only,53,B2-B6,B6-B8,-50.107907439849406
traditional_b_only,53,B2-B8,B4-B6,-60.33307118071052
traditional_b_only,53,B2-B8,B4-B8,-42.18775408969187
traditional_b_only,53,B2-B8,B6-B8,-32.86719960842546
traditional_b_only,53,B4-B6,B4-B8,71.01489444540255
traditional_b_only,53,B4-B6,B6-B8,33.74199960891484
traditional_b_only,53,B4-B8,B6-B8,50.841398727636104
traditional_b_only,54,B2-B4,B2-B6,298.9026143230037
traditional_b_only,54,B2-B4,B2-B8,476.5339966549295
traditional_b_only,54,B2-B4,B4-B6,-147.9802362221363
traditional_b_only,54,B2-B4,B4-B8,-99.12324910342888
traditional_b_only,54,B2-B4,B6-B8,-87.83728845037653
traditional_b_only,54,B2-B6,B2-B8,446.9799319422768
traditional_b_only,54,B2-B6,B4-B6,-21.75334663557881
traditional_b_only,54,B2-B6,B4-B8,-88.38655809384127
traditional_b_only,54,B2-B6,B6-B8,-86.80756093642296
traditional_b_only,54,B2-B8,B4-B6,-113.06014471707779
traditional_b_only,54,B2-B8,B4-B8,-30.848696718313537
traditional_b_only,54,B2-B8,B6-B8,-25.24082447964888
traditional_b_only,54,B4-B6,B4-B8,30.850364083056164
traditional_b_only,54,B4-B6,B6-B8,19.605085177907764
traditional_b_only,54,B4-B8,B6-B8,80.50147036384392
traditional_b_only,55,B2-B4,B2-B6,228.11159893410334
traditional_b_only,55,B2-B4,B2-B8,180.10901437012137
traditional_b_only,55,B2-B4,B4-B6,-51.272256060300435
traditional_b_only,55,B2-B4,B4-B8,-67.02810389907661
traditional_b_only,55,B2-B4,B6-B8,-47.78934407997118
traditional_b_only,55,B2-B6,B2-B8,192.53484376116666
