method,subset,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,run_block_bias_ci95,run_block_res68_ci95,run_block_full_rms_ci95,run_block_within_10pct_ci95,ablation,mode
ml_hgb,run_65,13038,0.2561110484838423,0.49712776777645923,1.1738426912010098,0.1672035588280411,,,,,full,grouped_retrain
ml_extra_trees,heldout_runs_57_65,26857,0.00013891908473801588,0.00713825167574039,0.2946685982139232,0.9673455709870797,"[-0.00011658100607025251, 0.0003954070858355087]","[0.006902229804116988, 0.007435204793670533]","[0.15593201698838347, 0.38185240788471164]","[0.9623706491063029, 0.9726184997699033]",full,grouped_retrain
ml_extra_trees,run_57,13819,-0.00011658100607025251,0.007435214094611935,0.38185240788471164,0.9623706491063029,,,,,full,grouped_retrain
ml_extra_trees,run_65,13038,0.0003954070858355087,0.00690266645504166,0.15593201698838347,0.9726184997699033,,,,,full,grouped_retrain
peak_to_charge_calibrated,heldout_runs_57_65,26857,-0.0016311151771956857,0.2738946598081436,2.6723628888893067,0.19395315932531557,"[-0.08294371502622189, 0.14190167732859812]","[0.21927493343437038, 0.30766299264555147]","[2.6650319742365385, 2.679261096566607]","[0.17840159533670807, 0.20862580505101672]",baseline_s0_3_removed,grouped_retrain
peak_to_charge_calibrated,run_57,13819,-0.08294371502622189,0.21928802190761093,2.679261096566607,0.20862580505101672,,,,,baseline_s0_3_removed,grouped_retrain
peak_to_charge_calibrated,run_65,13038,0.14190167732859812,0.30767666084825823,2.6650319742365385,0.17840159533670807,,,,,baseline_s0_3_removed,grouped_retrain
integral_calibrated,heldout_runs_57_65,26857,0.08134842540128277,0.337434192031496,2.1784983486416074,0.26667163123208104,"[-0.0002558084705075446, 0.19776420549964768]","[0.26168376975616486, 0.4167654133546922]","[2.149008879094867, 2.2059597815967296]","[0.24190826813928518, 0.29003545842680367]",baseline_s0_3_removed,grouped_retrain
integral_calibrated,run_57,13819,-0.0002558084705075446,0.2616872474940475,2.2059597815967296,0.29003545842680367,,,,,baseline_s0_3_removed,grouped_retrain
integral_calibrated,run_65,13038,0.19776420549964768,0.4167686988451399,2.1490088790948665,0.24190826813928518,,,,,baseline_s0_3_removed,grouped_retrain
adaptive_template_scale_calibrated,heldout_runs_57_65,26857,0.10247370750682368,0.5478842233234964,2.2743025216717454,0.19562870015266037,"[-0.01688876352588522, 0.2843537607240102]","[0.38228899177435083, 0.697264959685523]","[2.223800592712787, 2.3266332576135524]","[0.17824819757631538, 0.21202691945871627]",baseline_s0_3_removed,grouped_retrain
adaptive_template_scale_calibrated,run_57,13819,-0.01688876352588522,0.3822990434761786,2.223800592712787,0.21202691945871627,,,,,baseline_s0_3_removed,grouped_retrain
adaptive_template_scale_calibrated,run_65,13038,0.2843537607240102,0.697272222047833,2.3266332576135524,0.17824819757631538,,,,,baseline_s0_3_removed,grouped_retrain
strong_huber_charge,heldout_runs_57_65,26857,0.005391276889407813,0.028956498931922505,448672090.91665053,0.8120787876531258,"[0.0014590406498686081, 0.009442617442430417]","[0.027807513957648296, 0.030878201273444216]","[358.1694207781701, 643950251.0693665]","[0.7928214776756639, 0.8324896456511734]",baseline_s0_3_removed,grouped_retrain
strong_huber_charge,run_57,13819,0.0014590406498686081,0.03087868127674896,358.1694207781701,0.7928214776756639,,,,,baseline_s0_3_removed,grouped_retrain
strong_huber_charge,run_65,13038,0.009442617442430417,0.027807867172745047,643950251.0693665,0.8324896456511734,,,,,baseline_s0_3_removed,grouped_retrain
ml_hgb,heldout_runs_57_65,26857,0.11967637691770358,0.3813969791223178,1.6730497705388865,0.18903823956510407,"[0.0038392831044057373, 0.2550416851001082]","[0.30957690073163235, 0.4996224588558178]","[1.2450680212835414, 1.994345332763892]","[0.17027151403589508, 0.20674433750633187]",baseline_s0_3_removed,grouped_retrain
ml_hgb,run_57,13819,0.0038392831044057373,0.3095895357449552,1.994345332763892,0.20674433750633187,,,,,baseline_s0_3_removed,grouped_retrain
ml_hgb,run_65,13038,0.2550416851001082,0.4996391619253212,1.2450680212835414,0.17027151403589508,,,,,baseline_s0_3_removed,grouped_retrain
ml_extra_trees,heldout_runs_57_65,26857,-0.0001382172729849522,0.008239800110673932,0.3385704803436306,0.9397549986968016,"[-0.00044767731349632824, 0.0002138579710134189]","[0.007814159096270215, 0.008755861612141322]","[0.1832605557015124, 0.4371442641991588]","[0.9329184456183516, 0.9470010737843227]",baseline_s0_3_removed,grouped_retrain
ml_extra_trees,run_57,13819,-0.00044767731349632824,0.00875672254034198,0.43714426419915886,0.9329184456183516,,,,,baseline_s0_3_removed,grouped_retrain
ml_extra_trees,run_65,13038,0.0002138579710134189,0.007814533341281443,0.1832605557015124,0.9470010737843227,,,,,baseline_s0_3_removed,grouped_retrain
peak_to_charge_calibrated,heldout_runs_57_65,26857,0.12445879963509941,0.7079865025821938,9.30667537760706,0.10585694604758536,"[-0.03257257591051417, 0.3566789049957291]","[0.4984949941921524, 0.9824225345721329]","[6.20423970349835, 11.489828667716022]","[0.09940174873446847, 0.11194731890874883]",early_peak_s4_6_removed,grouped_retrain
peak_to_charge_calibrated,run_57,13819,-0.03257257591051417,0.4984985271264519,11.489828667716022,0.11194731890874883,,,,,early_peak_s4_6_removed,grouped_retrain
peak_to_charge_calibrated,run_65,13038,0.3566789049957291,0.9824225345721329,6.204239703498349,0.09940174873446847,,,,,early_peak_s4_6_removed,grouped_retrain
integral_calibrated,heldout_runs_57_65,26857,-0.08846987079335232,0.2471345058666356,1.8183331809448011,0.318129351751871,"[-0.13869058030610493, -0.05248985230829421]","[0.24189639747855474, 0.24943629681509039]","[1.1608162582631185, 2.270345809755051]","[0.25732474305875136, 0.3754975034372965]",early_peak_s4_6_removed,grouped_retrain
integral_calibrated,run_57,13819,-0.05248985230829421,0.2418988097285121,2.2703458097550513,0.3754975034372965,,,,,early_peak_s4_6_removed,grouped_retrain
integral_calibrated,run_65,13038,-0.13869058030610493,0.24943973406432676,1.1608162582631185,0.25732474305875136,,,,,early_peak_s4_6_removed,grouped_retrain
adaptive_template_scale_calibrated,heldout_runs_57_65,26857,0.19705153691037045,0.7212489807650958,3.216742482678107,0.15660721599582977,"[0.020413848576937538, 0.45920568254692196]","[0.4662077586990056, 0.9840037250000483]","[3.1037159545876674, 3.332357169851579]","[0.14365700260776193, 0.16882553006729864]",early_peak_s4_6_removed,grouped_retrain
adaptive_template_scale_calibrated,run_57,13819,0.020413848576937538,0.4662367654453843,3.1037159545876674,0.16882553006729864,,,,,early_peak_s4_6_removed,grouped_retrain
adaptive_template_scale_calibrated,run_65,13038,0.45920568254692196,0.984012860326556,3.332357169851579,0.14365700260776193,,,,,early_peak_s4_6_removed,grouped_retrain
strong_huber_charge,heldout_runs_57_65,26857,0.03799671403178518,0.10205605052241247,0.7151181623937727,0.6709610157500838,"[0.009139551000517998, 0.05650829846302216]","[0.09687909567277331, 0.10694465591487916]","[0.30431840392407783, 0.9521082420869161]","[0.6481055376591501, 0.6925247847166944]",early_peak_s4_6_removed,grouped_retrain
strong_huber_charge,run_57,13819,0.009139551000517998,0.09687944632394109,0.9521082420869162,0.6925247847166944,,,,,early_peak_s4_6_removed,grouped_retrain
strong_huber_charge,run_65,13038,0.05650829846302216,0.10694538943648414,0.3043184039240778,0.6481055376591501,,,,,early_peak_s4_6_removed,grouped_retrain
ml_hgb,heldout_runs_57_65,26857,0.1137518566109,0.4030904816358835,1.6068823116223632,0.19808616003276613,"[-0.0005619926817484607, 0.26219556376943187]","[0.31453477253267237, 0.548965444791392]","[1.2652429117226835, 1.8729245203735676]","[0.17648412333179936, 0.2184673275924452]",early_peak_s4_6_removed,grouped_retrain
ml_hgb,run_57,13819,-0.0005619926817484607,0.31453589342119503,1.8729245203735676,0.2184673275924452,,,,,early_peak_s4_6_removed,grouped_retrain
ml_hgb,run_65,13038,0.26219556376943187,0.5489718710176528,1.2652429117226835,0.17648412333179936,,,,,early_peak_s4_6_removed,grouped_retrain
ml_extra_trees,heldout_runs_57_65,26857,0.0025069712787169334,0.01658661335832735,0.3098275313853848,0.9561008303235655,"[0.00045327717077179637, 0.004874662644789541]","[0.015472816757939295, 0.017688798756196195]","[0.18308268013120843, 0.39361927695735144]","[0.9510818438381938, 0.9614204632612364]",early_peak_s4_6_removed,grouped_retrain
ml_extra_trees,run_57,13819,0.00045327717077179637,0.0154729117782839,0.39361927695735144,0.9510818438381938,,,,,early_peak_s4_6_removed,grouped_retrain
ml_extra_trees,run_65,13038,0.004874662644789541,0.017689942589555845,0.18308268013120843,0.9614204632612364,,,,,early_peak_s4_6_removed,grouped_retrain
peak_to_charge_calibrated,heldout_runs_57_65,26857,-0.06418561995976055,0.5076206620252832,6.908466339574891,0.10652716237852329,"[-0.132735844920779, 0.04477069042259807]","[0.47894231134602894, 0.5513679253688788]","[4.6299335608563705, 8.51655320369838]","[0.09595029912563277, 0.11650625949779289]",peak_core_s7_10_removed,grouped_retrain
peak_to_charge_calibrated,run_57,13819,-0.132735844920779,0.4789512759166824,8.51655320369838,0.11650625949779289,,,,,peak_core_s7_10_removed,grouped_retrain
peak_to_charge_calibrated,run_65,13038,0.04477069042259807,0.5513856198989657,4.62993356085637,0.09595029912563277,,,,,peak_core_s7_10_removed,grouped_retrain
integral_calibrated,heldout_runs_57_65,26857,-0.18704996950069544,0.3334262277786093,2.8002168261437665,0.16703280336597534,"[-0.2283020503970782, -0.14082874398975645]","[0.3136383259277488, 0.34699813030920085]","[2.0385064840346074, 3.364315247594049]","[0.11665899677864704, 0.2145596642304074]",peak_core_s7_10_removed,grouped_retrain
integral_calibrated,run_57,13819,-0.14082874398975645,0.3136389613030839,3.364315247594049,0.2145596642304074,,,,,peak_core_s7_10_removed,grouped_retrain
integral_calibrated,run_65,13038,-0.2283020503970782,0.3469996803345776,2.0385064840346074,0.11665899677864704,,,,,peak_core_s7_10_removed,grouped_retrain
adaptive_template_scale_calibrated,heldout_runs_57_65,26857,-0.0295691632171894,0.34908907271754336,2.5790450708521364,0.2613843690657929,"[-0.06079832189138596, 0.024639464674716817]","[0.33569701806432567, 0.3700710098578668]","[2.242539682121156, 2.860465957321894]","[0.23201411259395613, 0.28909472465446123]",peak_core_s7_10_removed,grouped_retrain
adaptive_template_scale_calibrated,run_57,13819,-0.06079832189138596,0.33569819280348134,2.860465957321894,0.28909472465446123,,,,,peak_core_s7_10_removed,grouped_retrain
adaptive_template_scale_calibrated,run_65,13038,0.024639464674716817,0.3700797000839242,2.242539682121156,0.23201411259395613,,,,,peak_core_s7_10_removed,grouped_retrain
strong_huber_charge,heldout_runs_57_65,26857,-0.0039034908877333464,0.05026700688492916,0.5776642605812663,0.8217224559705105,"[-0.009720589870308799, -0.00031271693214328307]","[0.04410915278595743, 0.05451831668069263]","[0.35492299524742577, 0.7277923869708474]","[0.8130110717128591, 0.8309556680472465]",peak_core_s7_10_removed,grouped_retrain
strong_huber_charge,run_57,13819,-0.00031271693214328307,0.04410944734719504,0.7277923869708474,0.8130110717128591,,,,,peak_core_s7_10_removed,grouped_retrain
strong_huber_charge,run_65,13038,-0.009720589870308799,0.05452129894186745,0.35492299524742577,0.8309556680472465,,,,,peak_core_s7_10_removed,grouped_retrain
ml_hgb,heldout_runs_57_65,26857,0.11111966365411113,0.40810508793513317,1.6477336985827538,0.20046915143165656,"[-0.004714059145669856, 0.2601275669791147]","[0.3124798150776034, 0.5294033546931399]","[1.2368484404435993, 1.9578747580221323]","[0.1912103083294984, 0.20920471814168898]",peak_core_s7_10_removed,grouped_retrain
ml_hgb,run_57,13819,-0.004714059145669856,0.3124845576205509,1.9578747580221323,0.20920471814168898,,,,,peak_core_s7_10_removed,grouped_retrain
ml_hgb,run_65,13038,0.2601275669791147,0.5294792518397036,1.2368484404435993,0.1912103083294984,,,,,peak_core_s7_10_removed,grouped_retrain
ml_extra_trees,heldout_runs_57_65,26857,7.0425075997015305e-06,0.012927735880197326,0.224395886461669,0.958595524444279,"[-0.00020683481974022774, 0.00031372878530970647]","[0.01159224627931922, 0.014190435781425623]","[0.13747703592856148, 0.28289476770059996]","[0.9544829582458934, 0.9629544408651634]",peak_core_s7_10_removed,grouped_retrain
ml_extra_trees,run_57,13819,-0.00020683481974022774,0.01159232373934838,0.2828947677006,0.9544829582458934,,,,,peak_core_s7_10_removed,grouped_retrain
ml_extra_trees,run_65,13038,0.00031372878530970647,0.014191578590218887,0.13747703592856148,0.9629544408651634,,,,,peak_core_s7_10_removed,grouped_retrain
peak_to_charge_calibrated,heldout_runs_57_65,26857,-0.1361592928792999,0.44873852290527927,5.448387866428311,0.12689429199091484,"[-0.16182711865612198, -0.1040785388178821]","[0.44050636894282935, 0.4590823305874115]","[3.6453588018785017, 6.7197143383593465]","[0.12264150943396226, 0.13090672262826544]",post_peak_tail_s11_17_removed,grouped_retrain
peak_to_charge_calibrated,run_57,13819,-0.16182711865612198,0.4405068470806791,6.7197143383593465,0.13090672262826544,,,,,post_peak_tail_s11_17_removed,grouped_retrain
peak_to_charge_calibrated,run_65,13038,-0.1040785388178821,0.45909785677001447,3.6453588018785017,0.12264150943396226,,,,,post_peak_tail_s11_17_removed,grouped_retrain
integral_calibrated,heldout_runs_57_65,26857,-0.1841600297414673,0.2968317124847922,3.10980753354867,0.1554529545369922,"[-0.21535727666785642, -0.14078276200686743]","[0.28827602552061193, 0.3030377237216882]","[2.4784111057812845, 3.6055336370134516]","[0.10952600092038656, 0.19878428250958824]",post_peak_tail_s11_17_removed,grouped_retrain
integral_calibrated,run_57,13819,-0.14078276200686743,0.2882786034829556,3.605533637013452,0.19878428250958824,,,,,post_peak_tail_s11_17_removed,grouped_retrain
integral_calibrated,run_65,13038,-0.21535727666785642,0.30303798865816056,2.4784111057812845,0.10952600092038656,,,,,post_peak_tail_s11_17_removed,grouped_retrain
adaptive_template_scale_calibrated,heldout_runs_57_65,26857,-0.13615701307914327,0.3458127951665322,2.650333872291063,0.15481997244666196,"[-0.14828003403588225, -0.1187548637691215]","[0.3442998606302438, 0.3482015328986054]","[2.058580261614943, 3.1069764556884296]","[0.13582748389897967, 0.17495014572787237]",post_peak_tail_s11_17_removed,grouped_retrain
adaptive_template_scale_calibrated,run_57,13819,-0.14828003403588225,0.3443000108076459,3.1069764556884296,0.13582748389897967,,,,,post_peak_tail_s11_17_removed,grouped_retrain
adaptive_template_scale_calibrated,run_65,13038,-0.1187548637691215,0.3482221104109814,2.058580261614943,0.17495014572787237,,,,,post_peak_tail_s11_17_removed,grouped_retrain
strong_huber_charge,heldout_runs_57_65,26857,0.0007243557382217027,0.056061127854510694,1.1497113126150356,0.8050787504188852,"[-0.004695011049245766, 0.005577522101792712]","[0.055180694913551286, 0.056662544181606565]","[0.507636244342284, 1.5250692472854401]","[0.790722917721977, 0.8202945236999539]",post_peak_tail_s11_17_removed,grouped_retrain
strong_huber_charge,run_57,13819,0.005577522101792712,0.05666322451595841,1.5250692472854401,0.790722917721977,,,,,post_peak_tail_s11_17_removed,grouped_retrain
strong_huber_charge,run_65,13038,-0.004695011049245766,0.05518207196721865,0.5076362443422839,0.8202945236999539,,,,,post_peak_tail_s11_17_removed,grouped_retrain
ml_hgb,heldout_runs_57_65,26857,0.11366760774854605,0.4155429586722679,1.6637391324951476,0.19212868153554008,"[-0.005540629999465954, 0.25891731672340157]","[0.31809460369678016, 0.5438545483462112]","[1.2852105984773736, 1.9547896158011773]","[0.17042491179628777, 0.21260583254938853]",post_peak_tail_s11_17_removed,grouped_retrain
ml_hgb,run_57,13819,-0.005540629999465954,0.3180951510751604,1.9547896158011773,0.21260583254938853,,,,,post_peak_tail_s11_17_removed,grouped_retrain
ml_hgb,run_65,13038,0.25891731672340157,0.5439475171344291,1.2852105984773736,0.17042491179628777,,,,,post_peak_tail_s11_17_removed,grouped_retrain
ml_extra_trees,heldout_runs_57_65,26857,0.0033821470921168743,0.021672986388760786,0.21002334749536447,0.9192389321219794,"[0.0021925688847434727, 0.005008378879460188]","[0.018672529398996888, 0.024640713632465734]","[0.18231049858938464, 0.23316948766103934]","[0.9171652093879429, 0.9211954555322382]",post_peak_tail_s11_17_removed,grouped_retrain
ml_extra_trees,run_57,13819,0.0021925688847434727,0.018672856512860634,0.23316948766103934,0.9211954555322382,,,,,post_peak_tail_s11_17_removed,grouped_retrain
ml_extra_trees,run_65,13038,0.005008378879460188,0.024641082276066293,0.18231049858938464,0.9171652093879429,,,,,post_peak_tail_s11_17_removed,grouped_retrain
peak_to_charge_calibrated,heldout_runs_57_65,26857,-0.14208458732509768,0.3000065103369738,2.4816066860595383,0.16494768589194622,"[-0.16351716394091767, -0.11889321360932456]","[0.25701840635969314, 0.3482039247047244]","[2.133647851016996, 2.770113646443691]","[0.14196962724344225, 0.18662710760547072]",saturation_boundary_atoms_removed,grouped_retrain
peak_to_charge_calibrated,run_57,13819,-0.11889321360932456,0.25702449065185184,2.770113646443691,0.18662710760547072,,,,,saturation_boundary_atoms_removed,grouped_retrain
peak_to_charge_calibrated,run_65,13038,-0.16351716394091767,0.34822019595391157,2.133647851016996,0.14196962724344225,,,,,saturation_boundary_atoms_removed,grouped_retrain
integral_calibrated,heldout_runs_57_65,26857,-0.07078094712759023,0.1938159471212341,1.50836066903949,0.4430129947499721,"[-0.10906841868905204, -0.04206089348129369]","[0.16148777269876416, 0.2173036954138498]","[1.417071343238219, 1.5896915789777057]","[0.3608682313238227, 0.5205152326506983]",saturation_boundary_atoms_removed,grouped_retrain
integral_calibrated,run_57,13819,-0.04206089348129369,0.16149688571490795,1.5896915789777057,0.5205152326506983,,,,,saturation_boundary_atoms_removed,grouped_retrain
integral_calibrated,run_65,13038,-0.10906841868905204,0.21730541922257696,1.417071343238219,0.3608682313238227,,,,,saturation_boundary_atoms_removed,grouped_retrain
adaptive_template_scale_calibrated,heldout_runs_57_65,26857,0.1668691881650806,0.6324039246340178,2.6654587329943773,0.18509141006069182,"[0.03502986153133017, 0.361801441831492]","[0.4174896128029384, 0.8005633564825634]","[2.5908829685796926, 2.742288682056071]","[0.1679705476300046, 0.20124466314494535]",saturation_boundary_atoms_removed,grouped_retrain
adaptive_template_scale_calibrated,run_57,13819,0.03502986153133017,0.4175126465873215,2.5908829685796926,0.20124466314494535,,,,,saturation_boundary_atoms_removed,grouped_retrain
adaptive_template_scale_calibrated,run_65,13038,0.361801441831492,0.8005701926652395,2.742288682056071,0.1679705476300046,,,,,saturation_boundary_atoms_removed,grouped_retrain
strong_huber_charge,heldout_runs_57_65,26857,0.003576917878663202,0.042535565072930645,1.725323050674073,0.8658822653311986,"[-0.0005676685338190448, 0.006528937084083229]","[0.03600696260730301, 0.0504921662667916]","[1.2240432522715257, 2.090846785319389]","[0.8386279759751067, 0.894769136370609]",saturation_boundary_atoms_removed,grouped_retrain
strong_huber_charge,run_57,13819,-0.0005676685338190448,0.05049382682021348,2.090846785319389,0.8386279759751067,,,,,saturation_boundary_atoms_removed,grouped_retrain
strong_huber_charge,run_65,13038,0.006528937084083229,0.03600934852016871,1.2240432522715254,0.894769136370609,,,,,saturation_boundary_atoms_removed,grouped_retrain
ml_hgb,heldout_runs_57_65,26857,0.12778295349846341,0.38988360967034574,1.5494920550761695,0.18453289645157686,"[0.0037832349067714707, 0.26171092453091316]","[0.31206672107853306, 0.49549253294821655]","[1.1689857739033283, 1.8376243040643507]","[0.1685841386715754, 0.1995802880092626]",saturation_boundary_atoms_removed,grouped_retrain
ml_hgb,run_57,13819,0.0037832349067714707,0.31206907286642693,1.8376243040643507,0.1995802880092626,,,,,saturation_boundary_atoms_removed,grouped_retrain
ml_hgb,run_65,13038,0.26171092453091316,0.4954940041503687,1.1689857739033283,0.1685841386715754,,,,,saturation_boundary_atoms_removed,grouped_retrain
ml_extra_trees,heldout_runs_57_65,26857,0.00018398443656225625,0.008041523382449641,0.5145136583203005,0.9627657593923372,"[-3.8596075743101564e-05, 0.0004104393448582191]","[0.00715927222238654, 0.008963937964177765]","[0.29059196962152883, 0.6594058742052921]","[0.9564367899269122, 0.969473845681853]",saturation_boundary_atoms_removed,grouped_retrain
ml_extra_trees,run_57,13819,-3.8596075743101564e-05,0.00896448391158662,0.6594058742052921,0.9564367899269122,,,,,saturation_boundary_atoms_removed,grouped_retrain
ml_extra_trees,run_65,13038,0.0004104393448582191,0.007160905852802847,0.29059196962152883,0.969473845681853,,,,,saturation_boundary_atoms_removed,grouped_retrain
